('AC04652-2022-11-02-200','A12-2','efxi', 'LB')
('SL04652-2022-11-01-1858','S78-10','FgnxzTNwUcWRsNSE', 'MB')
('SL04652-2022-11-02-1873','S79-1','FSNJgpllWBwFpL', 'LB')
('AC22517-2022-11-01-1907','A106-17','mfxQA', 'SL')
('AC04652-2022-11-02-1890','A105-18','tolvEUtFjANIGq', 'SU')
('AC04652-2022-11-02-1891','A106-1','WcrUzlU', 'LB')
('SL22517-2022-11-01-1909','S80-13','XqkQLPBRlZY', 'MB')
('AC22517-2022-11-02-1864','A104-10','qQM', 'UB')
('SL22517-2022-11-01-1913','S80-17','DvJb', 'LB')
('SL22517-2022-11-01-1921','S81-1','UjKJlsDSSqqka', 'LB')
('SL04652-2022-11-01-1885','S79-13','yLMTTgX', 'MB')
('AC22517-2022-11-01-1944','A108-18','TiTUIZHkjAjtqphL', 'SU')
('AC22517-2022-11-01-1945','A109-1','PGlgrxRDcjKTS', 'LB')
('AC04652-2022-11-02-1906','A106-16','TH', 'UB')
('SL04652-2022-11-02-1916','S80-20','yjMIrHyQB', 'LB')
('AC04652-2022-11-02-1907','A106-17','O', 'SL')
('SL04652-2022-11-01-1898','S80-2','Z', 'MB')
('SL04652-2022-11-02-1927','S81-7','DSvPMVM', 'SL')
('AC04652-2022-11-01-1990','A111-10','MSGdykc', 'UB')
('AC22517-2022-11-01-1959','A109-15','DQwEhoRGroEAVnmD', 'UB')
('AC22517-2022-11-01-1960','A109-16','HPxPReqwDgAWi', 'UB')
('AC22517-2022-11-02-1898','A106-8','BXxXt', 'LB')
('SL22517-2022-11-02-1904','S80-8','EtWwjW', 'SU')
('SL04652-2022-11-02-1935','S81-15','jWa', 'SL')
('SL22517-2022-11-01-1943','S81-23','dDHLxIn', 'SL')
('SL04652-2022-11-02-1937','S81-17','UL', 'LB')
('AC12058-2022-11-01-1888','A105-16','DwJsZLa', 'UB')
('AC12058-2022-11-01-1889','A105-17','dvKBAW', 'SL')
('AC22517-2022-11-02-1901','A106-11','SXUBG', 'SL')
('AC04652-2022-11-01-1997','A111-17','PmlpRlQ', 'SL')
('AC12058-2022-11-01-1891','A106-1','FSVRrFiQbNv', 'LB')
('SL04652-2022-11-02-1940','S81-20','FxnL', 'LB')
('AC04652-2022-11-02-1929','A108-3','RTZgX', 'UB')
('SL04652-2022-11-01-1920','S80-24','feWuRujhiCt', 'SU')
('SL22517-2022-11-02-1908','S80-12','ggc', 'LB')
('SL12058-2022-11-01-1906','S80-10','VUEer', 'MB')
('AC04652-2022-11-02-1934','A108-8','jRnUJSbBr', 'LB')
('SL22517-2022-11-02-1911','S80-15','saUqWy', 'SL')
('AC22517-2022-11-02-1908','A106-18','a', 'SU')
('SL22517-2022-11-01-1949','S82-5','gmotxGF', 'MB')
('AC04652-2022-11-01-2001','A112-3','jrafJupPv', 'UB')
('SL04652-2022-11-02-1943','S81-23','LRFvS', 'SL')
('AC04652-2022-11-01-2003','A112-5','AF', 'SL')
('SL22517-2022-11-02-1914','S80-18','xkoKoPuwvwqDK', 'MB')
('SL04652-2022-11-01-1925','S81-5','JcnbHgdTBjcl', 'MB')
('SL04652-2022-11-02-1946','S82-2','srasRaQNmJOdJ', 'MB')
('AC04652-2022-11-02-1941','A108-15','sWdFRraEcw', 'UB')
('SL04652-2022-11-02-1948','S82-4','TbiekIvhUvh', 'LB')
('AC12058-2022-11-01-1898','A106-8','ykCWlUhssreJgiq', 'LB')
('SL04652-2022-11-02-1950','S82-6','hIlrM', 'UB')
('SL22517-2022-11-01-1953','S82-9','zkQPTNpUBi', 'LB')
('SL22517-2022-11-01-1954','S82-10','zuUdSazf', 'MB')
('AC22517-2022-11-01-1973','A110-11','pLVVVz', 'SL')
('SL22517-2022-11-02-1922','S81-2','PmhilU', 'MB')
('SL22517-2022-11-02-1923','S81-3','FUeSwNpOzFM', 'UB')
('SL22517-2022-11-02-1924','S81-4','MCx', 'LB')
('SL04652-2022-11-01-1927','S81-7','nUcokajz', 'SL')
('AC04652-2022-11-02-1951','A109-7','RJFEfLneTwbZthrQ', 'LB')
('SL04652-2022-11-01-1928','S81-8','TRoAoONNLWfIPeCq', 'SU')
('AC04652-2022-11-02-2017','A113-1','NkByedQNvYOk', 'LB')
('AC12058-2022-11-01-2020','A113-4','zQY', 'UB')
('SL12058-2022-11-01-2010','S84-18','FhLjdzDAhg', 'MB')
('AC04652-2022-11-02-2019','A113-3','dpnCtcuQ', 'UB')
('AC12058-2022-11-01-2023','A113-7','XliCjyK', 'LB')
('AC04652-2022-11-01-2109','A118-3','kl', 'UB')
('AC22517-2022-11-02-2017','A113-1','lALwwzIRMDkT', 'LB')
('SL12058-2022-11-01-2012','S84-20','jAhpALG', 'LB')
('AC22517-2022-11-02-2024','A113-8','fIqkKTFrePYHM', 'LB')
('SL22517-2022-11-02-2022','S85-6','EpFgmXQZbyCB', 'UB')
('SL22517-2022-11-01-2053','S86-13','enOaOm', 'MB')
('SL22517-2022-11-02-2028','S85-12','jeTbVoLEMbD', 'LB')
('SL04652-2022-11-02-2056','S86-16','KaCrkpjCjZA', 'SU')
('SL04652-2022-11-01-2030','S85-14','atQm', 'UB')
('AC04652-2022-11-01-2120','A118-14','QWzrzOLvvGgWDwDQ', 'LB')
('AC12058-2022-11-01-2035','A114-1','vOJObgyVbjGdLyjJ', 'LB')
('AC22517-2022-11-01-2078','A116-8','gZ', 'LB')
('SL22517-2022-11-02-2040','S85-24','fOZLNc', 'SU')
('SL12058-2022-11-01-2030','S85-14','e', 'UB')
('SL04652-2022-11-01-2035','S85-19','nEVAUWxJzpcexS', 'UB')
('AC04652-2022-11-02-2047','A114-13','DuLbjfsFveLx', 'LB')
('AC12058-2022-11-01-2048','A114-14','AMnOsZCYLv', 'LB')
('AC04652-2022-11-02-2057','A115-5','E', 'SL')
('AC22517-2022-11-02-2048','A114-14','fpHepKaV', 'LB')
('AC04652-2022-11-01-2145','A120-3','DbvlXXzNLr', 'UB')
('SL22517-2022-11-02-2061','S86-21','GOaue', 'MB')
('SL12058-2022-11-01-2046','S86-6','bFznzlBQ', 'UB')
('AC22517-2022-11-01-2096','A117-8','qAENdsLWazPEdnWR', 'LB')
('AC04652-2022-11-02-2067','A115-15','mamQVYE', 'UB')
('SL04652-2022-11-02-2085','S87-21','VkfnaejgRCSCG', 'MB')
('SL04652-2022-11-01-2055','S86-15','szqnuraOmf', 'SL')
('AC22517-2022-11-01-2115','A118-9','zvzgFeDYduNFzc', 'UB')
('SL12058-2022-11-01-2058','S86-18','YVaEVmSSfCDMMV', 'MB')
('AC04652-2022-11-01-2162','A121-2','sHBT', 'LB')
('AC04652-2022-11-02-2079','A116-9','OdTmTGzgXOKiR', 'UB')
('AC12058-2022-11-01-2076','A116-6','XTBHNfEwClkZJ', 'SU')
('AC22517-2022-11-01-2120','A118-14','KcpG', 'LB')
('SL22517-2022-11-01-2105','S88-17','rPeYhijrIJOehkmp', 'LB')
('AC04652-2022-11-02-2085','A116-15','Ar', 'UB')
('SL22517-2022-11-01-2108','S88-20','gvKsEU', 'LB')
('SL04652-2022-11-02-2107','S88-19','UNdrwTeGzwciEF', 'UB')
('SL04652-2022-11-01-2078','S87-14','rDBWHloUqsVFhedQ', 'UB')
('SL22517-2022-11-02-2085','S87-21','H', 'MB')
('AC12058-2022-11-01-2088','A116-18','zyblck', 'SU')
('SL22517-2022-11-01-2113','S89-1','lXELHxYOyY', 'LB')
('SL04652-2022-11-01-2080','S87-16','tdZ', 'SU')
('SL22517-2022-11-02-2086','S87-22','oOvvzzzGRp', 'UB')
('AC04652-2022-11-02-2091','A117-3','trFfGOaht', 'UB')
('SL22517-2022-11-02-2090','S88-2','CHucB', 'MB')
('SL22517-2022-11-02-2091','S88-3','PjbMuyLeCH', 'UB')
('AC04652-2022-11-01-2239','A125-7','M', 'LB')
('SL04652-2022-11-02-2174','S91-14','yJcpH', 'UB')
('AC22517-2022-11-01-2193','A122-15','Gl', 'UB')
('SL04652-2022-11-02-2177','S91-17','KEzBuxXGiGlnqZir', 'LB')
('SL22517-2022-11-02-2165','S91-5','FSaBMnlRZJsgjOq', 'MB')
('AC04652-2022-11-02-2159','A120-17','eKPRDdlu', 'SL')
('SL22517-2022-11-01-2185','S92-1','TM', 'LB')
('AC12058-2022-11-01-2157','A120-15','bzRyWtYoUB', 'UB')
('AC04652-2022-11-01-2265','A126-15','NhqsQAglyNXl', 'UB')
('AC04652-2022-11-01-2266','A126-16','YjTWQLonuProt', 'UB')
('SL22517-2022-11-01-2187','S92-3','MWBghOwNHLqJTN', 'UB')
('SL04652-2022-11-01-2157','S90-21','vMWrkEAbRx', 'MB')
('SL22517-2022-11-01-2189','S92-5','iTHnSHvgMp', 'MB')
('AC04652-2022-11-02-2182','A122-4','oBfsYeTMJ', 'UB')
('SL04652-2022-11-02-2206','S92-22','oRxPciWWm', 'UB')
('SL04652-2022-11-02-2207','S92-23','fe', 'SL')
('AC22517-2022-11-02-2193','A122-15','cSJvbkksN', 'UB')
('SL12058-2022-11-01-2155','S90-19','ZhaWXBEnQhXzLBt', 'UB')
('AC04652-2022-11-02-2188','A122-10','ySzvgkpIG', 'UB')
('AC22517-2022-11-01-2237','A125-5','eXXXkEYFr', 'SL')
('SL22517-2022-11-02-2187','S92-3','HzkxbEegW', 'UB')
('AC22517-2022-11-01-2239','A125-7','qxbTs', 'LB')
('SL22517-2022-11-01-2212','S93-4','trfRfK', 'LB')
('SL22517-2022-11-02-2190','S92-6','OJMx', 'UB')
('AC04652-2022-11-01-2299','A128-13','Hr', 'LB')
('AC04652-2022-11-02-2202','A123-6','GAmyYrxOkQhD', 'SU')
('AC04652-2022-11-02-2203','A123-7','JIaGrzTVayk', 'LB')
('SL12058-2022-11-01-2166','S91-6','OAoEhJZJLCVXK', 'UB')
('AC22517-2022-11-02-2208','A123-12','ydpVFvteH', 'SU')
('AC12058-2022-11-01-2193','A122-15','C', 'UB')
('SL22517-2022-11-02-2205','S92-21','LRzhCXeefhjCjOLj', 'MB')
('SL22517-2022-11-01-2220','S93-12','IIElQquilNwz', 'LB')
('SL12058-2022-11-01-2174','S91-14','NSzZkMjltFBwG', 'UB')
('AC22517-2022-11-02-2216','A124-2','hZRYHXrGfEBdNRWl', 'LB')
('AC04652-2022-11-02-2265','A126-15','GfxzhMKxHgl', 'UB')
('SL04652-2022-11-01-2230','S93-22','TvnE', 'UB')
('SL12058-2022-11-01-2228','S93-20','nMVytO', 'LB')
('AC04652-2022-11-02-2270','A127-2','V', 'LB')
('AC12058-2022-11-01-2252','A126-2','ESohSAZ', 'LB')
('AC04652-2022-11-02-2281','A127-13','FnKisK', 'LB')
('AC22517-2022-11-01-2325','A130-3','Zan', 'UB')
('AC22517-2022-11-02-2296','A128-10','ZluVXet', 'UB')
('SL04652-2022-11-02-2309','S97-5','nQRmXPamCBd', 'MB')
('SL22517-2022-11-01-2326','S97-22','PM', 'UB')
('AC12058-2022-11-01-2349','A131-9','TjauEGoIJbCeEAB', 'UB')
('SL22517-2022-11-02-2358','S99-6','zDLfFx', 'UB')
('SL04652-2022-11-02-2374','S99-22','BQvBFU', 'UB')
('AC22517-2022-11-01-2421','A135-9','Cop', 'UB')
('SL22517-2022-11-01-2382','S100-6','akGvpTqV', 'UB')
('AC22517-2022-11-02-2363','A132-5','uGQaPodeqtqZ', 'SL')
('AC22517-2022-11-01-2425','A135-13','KFqUgAtA', 'LB')
('AC12058-2022-11-01-2366','A132-8','VUsHLCmmeOin', 'LB')
('AC04652-2022-11-01-2488','A139-4','xZheTCa', 'UB')
('SL04652-2022-11-02-2382','S100-6','flfjhqTHDNZ', 'UB')
('AC12058-2022-11-01-2368','A132-10','KYuFzicDBzfM', 'UB')
('AC04652-2022-11-01-2491','A139-7','UAUlSMnqSYa', 'LB')
('SL22517-2022-11-01-2391','S100-15','WOCkusLDqXatah', 'SL')
('SL04652-2022-11-02-2386','S100-10','wKtiUaRUOlRPlSgp', 'MB')
('AC22517-2022-11-01-2440','A136-10','Wthb', 'UB')
('AC04652-2022-11-01-2503','A140-1','TtvB', 'LB')
('SL22517-2022-11-01-2401','S101-1','dS', 'LB')
('AC22517-2022-11-02-2377','A133-1','wiJgWUonMiXfU', 'LB')
('SL04652-2022-11-02-2403','S101-3','SqrLLutSWmaoTl', 'UB')
('AC22517-2022-11-01-2443','A136-13','Q', 'LB')
('AC22517-2022-11-01-2444','A136-14','wiiPriAvbRTG', 'LB')
('AC04652-2022-11-02-2406','A134-12','hu', 'SU')
('SL22517-2022-11-02-2450','S103-2','k', 'MB')
('SL22517-2022-11-02-2453','S103-5','xWQhDFZ', 'MB')
('AC22517-2022-11-01-2527','A141-7','ApZNtXRv', 'LB')
('SL22517-2022-11-01-2502','S105-6','puVNNLgkUnfYLG', 'UB')
('AC22517-2022-11-02-2472','A138-6','TNXHWmAwu', 'SU')
('AC22517-2022-11-02-2473','A138-7','gDlgF', 'LB')
('AC12058-2022-11-01-2480','A138-14','T', 'LB')
('AC04652-2022-11-02-2494','A139-10','QRoKsu', 'UB')
('AC22517-2022-11-02-2476','A138-10','GUOfzPoGxYHbh', 'UB')
('SL04652-2022-11-02-2581','S108-13','VAFpbY', 'MB')
('AC22517-2022-11-02-2558','A143-2','t', 'LB')
('AC04652-2022-11-01-2676','A149-12','ZkwIOIZYAlFQBLt', 'SU')
('AC04652-2022-11-01-2678','A149-14','BcUzxJfvN', 'LB')
('SL04652-2022-11-02-2584','S108-16','CqotEfpIeuswc', 'SU')
('AC12058-2022-11-01-2564','A143-8','oZCastjRTjqHOuBX', 'LB')
('AC22517-2022-11-02-2567','A143-11','DhsnXK', 'SL')
('SL12058-2022-11-01-2540','S106-20','WqTNNhnfNS', 'LB')
('AC22517-2022-11-01-2624','A146-14','JF', 'LB')
('SL12058-2022-11-01-2542','S106-22','OUpBJ', 'UB')
('AC04652-2022-11-02-2584','A144-10','xQFEnbYKyqnMJ', 'UB')
('AC22517-2022-11-02-2579','A144-5','SvbMhUU', 'SL')
('AC22517-2022-11-02-2580','A144-6','xebn', 'SU')
('AC04652-2022-11-02-2592','A144-18','ySLUHkT', 'SU')
('AC04652-2022-11-01-2698','A150-16','aefDYPCejdVwEPd', 'UB')
('AC04652-2022-11-02-2593','A145-1','GY', 'LB')
('AC04652-2022-11-01-2699','A150-17','Ky', 'SL')
('AC22517-2022-11-02-2583','A144-9','JlzDbezqKrzc', 'UB')
('AC22517-2022-11-01-2644','A147-16','Yk', 'UB')
('AC04652-2022-11-02-2596','A145-4','YPxuELBNcllz', 'UB')
('SL04652-2022-11-01-2583','S108-15','NcOGyMB', 'SL')
('SL12058-2022-11-01-2577','S108-9','jJpQ', 'LB')
('SL22517-2022-11-02-2578','S108-10','VWfWomljq', 'MB')
('SL12058-2022-11-01-2579','S108-11','XHvjlJXfdEsNuDL', 'UB')
('SL04652-2022-11-01-2590','S108-22','THcSjtLvS', 'UB')
('SL04652-2022-11-02-2628','S110-12','szYCy', 'LB')
('AC04652-2022-11-02-2622','A146-12','YJDfQdwNdE', 'SU')
('SL04652-2022-11-02-2630','S110-14','cVixhFYKw', 'UB')
('SL04652-2022-11-01-2595','S109-3','kUmfzEv', 'UB')
('SL22517-2022-11-01-2633','S110-17','fEfAilpboD', 'LB')
('AC04652-2022-11-01-2728','A152-10','XoQgqXeoiPcF', 'UB')
('AC22517-2022-11-02-2617','A146-7','XILNzbzrpiBN', 'LB')
('SL04652-2022-11-02-2634','S110-18','AFwbgeZBVsMNWzod', 'MB')
('AC04652-2022-11-02-2629','A147-1','yVLKwucUZGJfGx', 'LB')
('SL04652-2022-11-02-2635','S110-19','JyMwQAbzmtu', 'UB')
('AC04652-2022-11-01-2733','A152-15','QizZghaEMYT', 'UB')
('AC12058-2022-11-01-2617','A146-7','PlaIZogfIyDL', 'LB')
('AC22517-2022-11-02-2628','A146-18','eozZlUdTCxSY', 'SU')
('SL04652-2022-11-01-2614','S109-22','uFyTJM', 'UB')
('AC04652-2022-11-02-2648','A148-2','FfVF', 'LB')
('AC04652-2022-11-01-2748','A153-12','EpD', 'SU')
('SL12058-2022-11-01-2608','S109-16','vYOPo', 'SU')
('SL22517-2022-11-02-2603','S109-11','dClO', 'UB')
('AC22517-2022-11-01-2710','A151-10','jXFMye', 'UB')
('SL22517-2022-11-01-2670','S112-6','nYWocOqAsYqoxE', 'UB')
('AC04652-2022-11-01-2767','A154-13','FusaRfvPyKCAnyv', 'LB')
('SL22517-2022-11-01-2680','S112-16','RjMBfwGFOTrV', 'SU')
('SL22517-2022-11-01-2681','S112-17','lqwjdSuW', 'LB')
('SL22517-2022-11-01-2685','S112-21','tpnp', 'MB')
('AC22517-2022-11-01-2722','A152-4','IzgqPKohDynwm', 'UB')
('SL04652-2022-11-01-2648','S111-8','Kl', 'SU')
('AC22517-2022-11-02-2664','A148-18','ueFujWz', 'SU')
('AC22517-2022-11-01-2731','A152-13','oPkZLEFCapkWbdVx', 'LB')
('SL04652-2022-11-01-2699','S113-11','Mrv', 'UB')
('AC04652-2022-11-02-2731','A152-13','Oof', 'LB')
('SL22517-2022-11-02-2694','S113-6','iX', 'UB')
('AC12058-2022-11-01-2699','A150-17','yRCkmCYr', 'SL')
('SL22517-2022-11-01-2763','S116-3','DKNqdiEmXJ', 'UB')
('SL22517-2022-11-02-2696','S113-8','ZrIzLfq', 'SU')
('SL22517-2022-11-02-2697','S113-9','JQJeovYzCivIcd', 'LB')
('SL12058-2022-11-01-2681','S112-17','IzH', 'LB')
('SL04652-2022-11-01-2714','S114-2','uCJXjXvMru', 'MB')
('AC22517-2022-11-02-2736','A152-18','O', 'SU')
('SL04652-2022-11-02-2786','S117-2','YDXjdiqe', 'MB')
('SL22517-2022-11-02-2722','S114-10','Gw', 'MB')
('SL04652-2022-11-02-2790','S117-6','jIEylvehiKkEJFZ', 'UB')
('AC22517-2022-11-01-2847','A159-3','GhfDDXlm', 'UB')
('SL22517-2022-11-02-2728','S114-16','jT', 'SU')
('SL22517-2022-11-02-2729','S114-17','NTNIobmfg', 'LB')
('AC12058-2022-11-01-2741','A153-5','QKLNw', 'SL')
('AC04652-2022-11-02-2777','A155-5','EJLd', 'SL')
('SL04652-2022-11-02-2798','S117-14','lGhWbZzIA', 'UB')
('SL22517-2022-11-01-2801','S117-17','URIbgOvRgd', 'LB')
('AC22517-2022-11-02-2774','A155-2','CGwhB', 'LB')
('SL04652-2022-11-01-2763','S116-3','UPrEDtwVdcwsq', 'UB')
('SL12058-2022-11-01-2718','S114-6','mnEvlRJPwJWVkr', 'UB')
('AC04652-2022-11-01-2890','A161-10','XIRLaobNjdd', 'UB')
('AC12058-2022-11-01-2745','A153-9','GP', 'UB')
('AC22517-2022-11-01-2858','A159-14','KuLxnsABbOGx', 'LB')
('AC22517-2022-11-02-2782','A155-10','vouBBBHEpSHNTrya', 'UB')
('SL12058-2022-11-01-2727','S114-15','wHreurMyLhHMxa', 'SL')
('SL04652-2022-11-01-2787','S117-3','RwZNSOTzUV', 'UB')
('SL12058-2022-11-01-2740','S115-4','zqyV', 'LB')
('SL04652-2022-11-02-2825','S118-17','dqqID', 'LB')
('SL22517-2022-11-01-2829','S118-21','phhaeNWb', 'MB')
('SL04652-2022-11-01-2793','S117-9','PDpeI', 'LB')
('AC22517-2022-11-02-2817','A157-9','TxxwiD', 'UB')
('SL12058-2022-11-01-2745','S115-9','ZtVZIBkMIjFm', 'LB')
('AC12058-2022-11-01-2767','A154-13','CdHRyxeKj', 'LB')
('AC04652-2022-11-02-2809','A157-1','pSAW', 'LB')
('AC22517-2022-11-02-2820','A157-12','QTUMhmaEAGABZt', 'SU')
('SL22517-2022-11-01-2837','S119-5','NMSlFuST', 'MB')
('SL22517-2022-11-02-2770','S116-10','tIIJhu', 'MB')
('SL22517-2022-11-02-2771','S116-11','RBuRSWtStMHRw', 'UB')
('AC22517-2022-11-02-2826','A157-18','DUMKkAgLnXaG', 'SU')
('AC04652-2022-11-02-2813','A157-5','nbBAhxYFcQBKLWLj', 'SL')
('SL04652-2022-11-02-2841','S119-9','iVay', 'LB')
('AC12058-2022-11-01-2786','A155-14','HZdnSWOaPf', 'LB')
('SL04652-2022-11-01-2817','S118-9','YIpVsLuEWgDUjf', 'LB')
('AC22517-2022-11-01-2899','A162-1','WJpjSgmE', 'LB')
('SL22517-2022-11-01-2848','S119-16','AsKCkcjU', 'SU')
('SL04652-2022-11-02-2848','S119-16','yeMEMMxNP', 'SU')
('AC04652-2022-11-01-2952','A164-18','xMZCKhJ', 'SU')
('SL04652-2022-11-01-2825','S118-17','hhVp', 'LB')
('AC22517-2022-11-02-2852','A159-8','uoBMBBSlY', 'LB')
('SL22517-2022-11-02-2800','S117-16','GamICDjjOQZXvYaI', 'SU')
('AC12058-2022-11-01-2814','A157-6','UVTwWXRuWU', 'SU')
('AC04652-2022-11-02-2837','A158-11','mEcWzQVAvWx', 'SL')
('SL22517-2022-11-01-2865','S120-9','IFHvywjbl', 'LB')
('SL22517-2022-11-01-2945','S123-17','SRhjrgQGWswNiTZz', 'LB')
('SL12058-2022-11-01-2867','S120-11','rUpa', 'UB')
('AC22517-2022-11-01-3034','A169-10','oyNWErSSrvBBibea', 'UB')
('AC22517-2022-11-01-3035','A169-11','urJSJ', 'SL')
('SL22517-2022-11-01-2974','S124-22','xhJpQJgSAdaOCKV', 'UB')
('AC12058-2022-11-01-2927','A163-11','PdmrgW', 'SL')
('AC22517-2022-11-02-2972','A166-2','YnxIY', 'LB')
('SL22517-2022-11-02-2946','S123-18','dzgSsPVMMiixf', 'MB')
('AC04652-2022-11-01-3093','A172-15','OvreSkhG', 'UB')
('SL04652-2022-11-01-2980','S125-4','MMBVgZc', 'LB')
('AC22517-2022-11-02-3029','A169-5','CaHtXadLgACG', 'SL')
('SL22517-2022-11-02-2993','S125-17','ErEsjqgEGnFv', 'LB')
('SL12058-2022-11-01-2950','S123-22','RuOnCrWuMCXnlqO', 'UB')
('SL22517-2022-11-02-2995','S125-19','FbHbSAq', 'UB')
('AC22517-2022-11-02-3037','A169-13','qUpDzRqWhCHSHEJU', 'LB')
('AC22517-2022-11-02-3038','A169-14','LUwf', 'LB')
('AC04652-2022-11-02-3013','A168-7','KEdxkglLaw', 'LB')
('AC22517-2022-11-02-3039','A169-15','uPqdbWLN', 'UB')
('AC04652-2022-11-02-3062','A171-2','hcJKLA', 'LB')
('SL12058-2022-11-01-2996','S125-20','ivGXYSrTukw', 'LB')
('SL22517-2022-11-02-3028','S127-4','iW', 'LB')
('AC22517-2022-11-01-3136','A175-4','Aiypzamf', 'UB')
('SL04652-2022-11-01-3085','S129-13','LhOBtMduLzZAzIZ', 'MB')
('SL22517-2022-11-02-3038','S127-14','BdOUUYwPiNwcV', 'UB')
('SL22517-2022-11-02-3040','S127-16','pWLBsXsyL', 'SU')
('SL04652-2022-11-02-3133','S131-13','EKRnCECaGuyqv', 'MB')
('AC12058-2022-11-01-3029','A169-5','fI', 'SL')
('AC04652-2022-11-01-3205','A179-1','mfZlYSDVMI', 'LB')
('AC22517-2022-11-02-3102','A173-6','mcEw', 'SU')
('SL04652-2022-11-01-3099','S130-3','FSRcaej', 'UB')
('SL22517-2022-11-01-3093','S129-21','TrXNpnX', 'MB')
('SL04652-2022-11-01-3102','S130-6','TZPGSFeyFrSdDA', 'UB')
('SL04652-2022-11-02-3139','S131-19','JCDh', 'UB')
('SL22517-2022-11-02-3046','S127-22','KQWUAjkBE', 'UB')
('AC04652-2022-11-02-3091','A172-13','K', 'LB')
('AC04652-2022-11-01-3214','A179-10','mOKz', 'UB')
('AC12058-2022-11-01-3036','A169-12','jto', 'SU')
('SL12058-2022-11-01-3022','S126-22','DfzcUcXoczY', 'UB')
('AC04652-2022-11-01-3217','A179-13','x', 'LB')
('SL22517-2022-11-02-3051','S128-3','cfmKdUZWs', 'UB')
('AC22517-2022-11-01-3160','A176-10','BkmuIuNnYJ', 'UB')
('SL04652-2022-11-02-3150','S132-6','IhgbwoOveE', 'UB')
('AC04652-2022-11-01-3221','A179-17','HPDMWzCvtagMseZ', 'SL')
('AC22517-2022-11-02-3118','A174-4','S', 'UB')
('AC04652-2022-11-02-3147','A175-15','FslVbV', 'UB')
('SL04652-2022-11-02-3209','S134-17','rmwD', 'LB')
('SL04652-2022-11-01-3158','S132-14','dkQqk', 'UB')
('AC12058-2022-11-01-3097','A173-1','NiPCWDCwYoH', 'LB')
('SL04652-2022-11-01-3159','S132-15','yARLaoWmDBmzDUlJ', 'SL')
('AC04652-2022-11-02-3152','A176-2','ncKtJXbfXtD', 'LB')
('SL22517-2022-11-02-3117','S130-21','jiINKfjk', 'MB')
('AC12058-2022-11-01-3162','A176-12','OGNidNRtajBmlo', 'SU')
('SL22517-2022-11-02-3168','S132-24','BHlTIlbXvqGCS', 'SU')
('AC04652-2022-11-02-3208','A179-4','vSmZYf', 'UB')
('SL04652-2022-11-02-3268','S137-4','PffBlXRVBjWA', 'LB')
('SL22517-2022-11-01-3191','S133-23','uXXldBCgkNsKEzvw', 'SL')
('SL04652-2022-11-02-3269','S137-5','dvzVJUwNysl', 'MB')
('AC22517-2022-11-02-3215','A179-11','qbhChmSdvqJHx', 'SL')
('SL22517-2022-11-02-3171','S133-3','EcDNi', 'UB')
('AC12058-2022-11-01-3187','A178-1','NYXZUxx', 'LB')
('AC12058-2022-11-01-3188','A178-2','uorYoP', 'LB')
('AC22517-2022-11-02-3231','A180-9','EfnEr', 'UB')
('SL04652-2022-11-02-3289','S138-1','dnLTRAxSFVzqZP', 'LB')
('AC12058-2022-11-01-3190','A178-4','asse', 'UB')
('SL22517-2022-11-01-3205','S134-13','LBDRUEDRJTwmryB', 'MB')
('SL22517-2022-11-01-3206','S134-14','YpfJpZ', 'UB')
('SL04652-2022-11-01-3220','S135-4','gnkFrnAn', 'LB')
('AC22517-2022-11-01-3282','A183-6','CdYPGAcVLtOkb', 'SU')
('AC12058-2022-11-01-3198','A178-12','SppdAtBronZOEuf', 'SU')
('SL22517-2022-11-02-3200','S134-8','xlDkBU', 'SU')
('AC22517-2022-11-01-3294','A183-18','ZOZcmXgUIJDtKD', 'SU')
('SL22517-2022-11-01-3218','S135-2','rMbSNCQixabLon', 'MB')
('AC22517-2022-11-01-3295','A184-1','pJ', 'LB')
('AC22517-2022-11-01-3304','A184-10','ojLyqnKRwjAXoYZB', 'UB')
('SL22517-2022-11-01-3230','S135-14','BlVgTlx', 'UB')
('AC22517-2022-11-02-3258','A181-18','MOFLCUbjO', 'SU')
('SL04652-2022-11-02-3310','S138-22','Ms', 'UB')
('SL22517-2022-11-02-3215','S134-23','sf', 'SL')
('SL12058-2022-11-01-3182','S133-14','xYKPXHJlgCLGDN', 'UB')
('AC04652-2022-11-01-3389','A189-5','sjdYiunxjkubdGH', 'SL')
('AC22517-2022-11-01-3321','A185-9','ag', 'UB')
('SL04652-2022-11-02-3330','S139-18','zjogzBZSHorDczoF', 'MB')
('AC12058-2022-11-01-3249','A181-9','nPNdtopYuCm', 'UB')
('AC12058-2022-11-01-3250','A181-10','y', 'UB')
('AC04652-2022-11-02-3289','A183-13','quroLORBFyOSP', 'LB')
('AC22517-2022-11-02-3292','A183-16','ifb', 'UB')
('AC04652-2022-11-01-3440','A192-2','d', 'LB')
('AC22517-2022-11-02-3328','A185-16','Wf', 'UB')
('AC04652-2022-11-02-3320','A185-8','hBhA', 'LB')
('AC22517-2022-11-02-3331','A186-1','Fx', 'LB')
('AC12058-2022-11-01-3277','A183-1','UgJfOkHVWAif', 'LB')
('SL04652-2022-11-01-3309','S138-21','vUYfFpwigdnf', 'MB')
('AC12058-2022-11-01-3285','A183-9','hzT', 'UB')
('AC04652-2022-11-02-3341','A186-11','vKqsRSMrrpOH', 'SL')
