('AC22517-2022-11-01-4506','A251-6','qxfgCwBRz', 'SU')
('AC04652-2022-11-01-8994','A500-12','zlJgbWoKmlS', 'SU')
('SL22517-2022-11-01-8618','S360-2','OzGokP', 'MB')
('SL04652-2022-11-02-8681','S362-17','luDjcvfVtcuic', 'LB')
('AC12058-2022-11-01-8730','A485-18','zcf', 'SU')
('SL12058-2022-11-01-8520','S355-24','SJqbY', 'SU')
('SL12058-2022-11-01-8521','S356-1','n', 'LB')
('AC04652-2022-11-01-9006','A501-6','nP', 'SU')
('SL12058-2022-11-01-8523','S356-3','H', 'UB')
('AC04652-2022-11-01-9024','A502-6','lmPt', 'SU')
('SL22517-2022-11-02-8675','S362-11','FJluOYGHyG', 'UB')
('SL12058-2022-11-01-8544','S356-24','pbBfWWOMsX', 'SU')
('AC04652-2022-11-02-8823','A491-3','RLhvhgMNbeo', 'UB')
('AC22517-2022-11-02-8846','A492-8','RrFnuiPe', 'LB')
('AC12058-2022-11-01-8784','A488-18','vWVziMCMHgpHBHo', 'SU')
('SL22517-2022-11-02-8711','S363-23','lgBVzNVSrvkXS', 'SL')
('SL22517-2022-11-02-8712','S363-24','AfekhQopmrm', 'SU')
('SL04652-2022-11-01-8731','S364-19','IiiwsJttdeYkThDf', 'UB')
('AC04652-2022-11-01-9077','A505-5','oYrQwHA', 'SL')
('AC22517-2022-11-01-8798','A489-14','gqDVQ', 'LB')
('SL12058-2022-11-01-8583','S358-15','TUNzxIln', 'SL')
('AC12058-2022-11-01-8793','A489-9','rgJcJjZwzSQoomab', 'UB')
('SL04652-2022-11-02-8748','S365-12','IhxvJgKZ', 'LB')
('SL04652-2022-11-02-8752','S365-16','zZHmiSYsExozUK', 'SU')
('AC12058-2022-11-01-8801','A489-17','KMiANWDwbD', 'SL')
('AC22517-2022-11-01-8805','A490-3','IkPfFF', 'UB')
('AC12058-2022-11-01-8823','A491-3','MpTwZdYgxjlyWtu', 'UB')
('SL22517-2022-11-01-8729','S364-17','hmDmG', 'LB')
('SL04652-2022-11-02-8777','S366-17','THnoYmNwIcIbPYjU', 'LB')
('SL22517-2022-11-02-8762','S366-2','F', 'MB')
('SL22517-2022-11-01-8751','S365-15','kWgDKQjqIangVaqw', 'SL')
('AC22517-2022-11-01-8895','A495-3','CcZPAyp', 'UB')
('AC22517-2022-11-01-8897','A495-5','UgCJnXzFYPNgeA', 'SL')
('AC04652-2022-11-01-9162','A509-18','SVwPFbkDjnicu', 'SU')
('AC22517-2022-11-02-8986','A500-4','ofjMHEyal', 'UB')
('AC12058-2022-11-01-8974','A499-10','TsqUJfEPgqyjXju', 'UB')
('AC12058-2022-11-01-8975','A499-11','HCRhLZNWFiIU', 'SL')
('SL04652-2022-11-01-8916','S372-12','xMvrHQOzv', 'LB')
('SL22517-2022-11-02-8917','S372-13','QOppnMm', 'MB')
('AC12058-2022-11-01-8978','A499-14','Fx', 'LB')
('AC04652-2022-11-02-9032','A502-14','hydgEiSNbAs', 'LB')
('AC22517-2022-11-02-9033','A502-15','IvlsEIelcmPrJj', 'UB')
('SL04652-2022-11-01-8918','S372-14','ihNA', 'UB')
('AC22517-2022-11-02-9036','A502-18','iQmckrgwfrXX', 'SU')
('AC04652-2022-11-01-9259','A515-7','opGoDmkyGOD', 'LB')
('AC12058-2022-11-01-8983','A500-1','PStoAVMhwGnHF', 'LB')
('AC04652-2022-11-01-9264','A515-12','OqANnfwMataf', 'SU')
('AC04652-2022-11-01-9265','A515-13','hGRAhcqEbRdUGGZ', 'LB')
('SL04652-2022-11-02-8942','S373-14','lSuftFYyQkglJO', 'UB')
('AC22517-2022-11-02-9045','A503-9','lWqbxdTJaYJwkf', 'UB')
('SL12058-2022-11-01-8787','S367-3','VfFT', 'UB')
('AC22517-2022-11-02-9052','A503-16','xyeeqN', 'UB')
('AC22517-2022-11-02-9053','A503-17','m', 'SL')
('AC12058-2022-11-01-9001','A501-1','iRnHP', 'LB')
('SL22517-2022-11-02-8932','S373-4','KEa', 'LB')
('AC22517-2022-11-01-9014','A501-14','hwGjsFmaRSweYKxw', 'LB')
('AC04652-2022-11-02-9051','A503-15','cmeuURPgXwb', 'UB')
('AC12058-2022-11-01-9007','A501-7','lK', 'LB')
('AC22517-2022-11-01-9035','A502-17','JPm', 'SL')
('SL22517-2022-11-02-8984','S375-8','hyZsfqdoMcnPh', 'SU')
('SL12058-2022-11-01-8858','S370-2','Wht', 'MB')
('SL12058-2022-11-01-8860','S370-4','Eokq', 'LB')
('SL12058-2022-11-01-8861','S370-5','kjQyUbcqvuL', 'MB')
('SL04652-2022-11-02-8997','S375-21','p', 'MB')
('SL04652-2022-11-01-9008','S376-8','RNSQvUbkqEhyZ', 'SU')
('SL12058-2022-11-01-8864','S370-8','KHYATlMcBh', 'SU')
('SL22517-2022-11-01-8952','S373-24','GlimRcUB', 'SU')
('AC22517-2022-11-01-9059','A504-5','upufqEpkJIyvP', 'SL')
('AC04652-2022-11-02-9118','A507-10','POrImw', 'UB')
('AC04652-2022-11-01-9354','A520-12','GxlmmWs', 'SU')
('SL04652-2022-11-01-9024','S376-24','TznFqFYdxwHVPzp', 'SU')
('SL22517-2022-11-02-9000','S375-24','w', 'SU')
('SL22517-2022-11-01-8964','S374-12','LmRiFFsSrAcJTvm', 'LB')
('SL04652-2022-11-01-9027','S377-3','tbiXrVhB', 'UB')
('AC22517-2022-11-01-9066','A504-12','pYxpxYDQKcv', 'SU')
('AC04652-2022-11-01-9360','A520-18','FMVMrWVjOQl', 'SU')
('SL04652-2022-11-02-9011','S376-11','myBOkedVaJAJSv', 'UB')
('AC22517-2022-11-02-9147','A509-3','M', 'UB')
('AC22517-2022-11-02-9148','A509-4','XfS', 'UB')
('AC04652-2022-11-02-9126','A507-18','tlLMohwd', 'SU')
('AC04652-2022-11-02-9127','A508-1','eRImPPmspCbS', 'LB')
('SL04652-2022-11-02-9013','S376-13','wPLHuXjTddicSSh', 'MB')
('AC22517-2022-11-01-9070','A504-16','Oi', 'UB')
('SL12058-2022-11-01-8892','S371-12','VROmrEYnZuifNXiC', 'LB')
('AC22517-2022-11-01-9072','A504-18','bcTIWmMEVpN', 'SU')
('SL22517-2022-11-01-8969','S374-17','lmMm', 'LB')
('AC04652-2022-11-02-9131','A508-5','BSCoOeoGHm', 'SL')
('SL12058-2022-11-01-8898','S371-18','OptkMNnoIROhBel', 'MB')
('SL12058-2022-11-01-8905','S372-1','UdcRQLvuG', 'LB')
('SL22517-2022-11-02-9028','S377-4','oPRctRZFRoS', 'LB')
('AC22517-2022-11-01-9120','A507-12','oujswIMpQRmyz', 'SU')
('AC04652-2022-11-02-9177','A510-15','u', 'UB')
('AC12058-2022-11-01-9124','A507-16','KgcTAbwbPK', 'UB')
('AC22517-2022-11-01-9141','A508-15','bRwuwfJHowdfGAFi', 'UB')
('SL04652-2022-11-01-9092','S379-20','nft', 'LB')
('AC12058-2022-11-01-9188','A511-8','Y', 'LB')
('SL04652-2022-11-02-9129','S381-9','znQSiZFlgsmI', 'LB')
('AC22517-2022-11-02-9248','A514-14','avMjielhqPLMCf', 'LB')
('AC12058-2022-11-01-9191','A511-11','vhGkuwTIQ', 'SL')
('SL22517-2022-11-01-9075','S379-3','SIEBAoTWRpvXYIfe', 'UB')
('SL04652-2022-11-02-9134','S381-14','usz', 'UB')
('SL04652-2022-11-02-9136','S381-16','MMMAtvAwVCKCVsPK', 'SU')
('SL22517-2022-11-02-9128','S381-8','tHS', 'SU')
('SL22517-2022-11-01-9086','S379-14','TOXutrlJdbu', 'UB')
('AC12058-2022-11-01-9262','A515-10','WlfjRPkBdLNMu', 'UB')
('AC12058-2022-11-01-9263','A515-11','pzugsOBLKnGQW', 'SL')
('AC22517-2022-11-01-9282','A516-12','YLOfckSgaQbOtpb', 'SU')
('SL22517-2022-11-02-9189','S383-21','KkAml', 'MB')
('AC22517-2022-11-02-9317','A518-11','rVxYLYcRsbR', 'SL')
('SL04652-2022-11-01-9176','S383-8','OYnaiZfOOC', 'SU')
('AC12058-2022-11-01-9274','A516-4','hEpzsqnUkgJT', 'UB')
('AC12058-2022-11-01-9343','A520-1','MmyeWAEPY', 'LB')
('AC22517-2022-11-02-9381','A522-3','QrZSSGCR', 'UB')
('SL12058-2022-11-01-9140','S381-20','VFyXLWKDTyMURxe', 'LB')
('AC04652-2022-11-01-9620','A535-8','HtIkIzaXfKz', 'LB')
('SL22517-2022-11-02-9265','S387-1','vqe', 'LB')
('AC04652-2022-11-01-9623','A535-11','klhnOWAsitvZBZn', 'SL')
('AC22517-2022-11-01-9355','A520-13','DmyYGS', 'LB')
('SL04652-2022-11-02-9282','S387-18','LzHcZBRyMLytssX', 'MB')
('AC22517-2022-11-02-9413','A523-17','A', 'SL')
('SL12058-2022-11-01-9222','S385-6','Hmi', 'UB')
('AC22517-2022-11-02-9460','A526-10','WqpMUrJVrnlW', 'UB')
('SL04652-2022-11-02-9346','S390-10','n', 'MB')
('AC22517-2022-11-01-9436','A525-4','AndkbCHbqNa', 'UB')
('AC22517-2022-11-01-9438','A525-6','pdZJmTPlLr', 'SU')
('SL04652-2022-11-01-9392','S392-8','RAlgvTAmy', 'SU')
('AC04652-2022-11-01-9747','A542-9','CbgGTk', 'UB')
('SL22517-2022-11-02-9386','S392-2','XJCfd', 'MB')
('SL22517-2022-11-02-9387','S392-3','RZaiPAKOGMivmFJt', 'UB')
('AC22517-2022-11-01-9489','A528-3','RRAaotDaqXNhOww', 'UB')
('AC12058-2022-11-01-9517','A529-13','uFwXFKDKfa', 'LB')
('SL04652-2022-11-01-9421','S393-13','CJTGT', 'MB')
('SL22517-2022-11-01-9377','S391-17','c', 'LB')
('AC22517-2022-11-01-9553','A531-13','LvLuVE', 'LB')
('SL22517-2022-11-02-9471','S395-15','zhkWs', 'SL')
('AC04652-2022-11-01-9828','A546-18','ij', 'SU')
('AC04652-2022-11-01-9829','A547-1','lyUeitZsEhHi', 'LB')
('AC04652-2022-11-01-9831','A547-3','V', 'UB')
('AC12058-2022-11-01-9568','A532-10','FRBPQcQ', 'UB')
('SL04652-2022-11-02-9488','S396-8','tUXKVulmPCX', 'SU')
('SL04652-2022-11-01-9465','S395-9','v', 'LB')
('AC12058-2022-11-01-9588','A533-12','LE', 'SU')
('SL22517-2022-11-01-9438','S394-6','wKeYTh', 'UB')
('SL22517-2022-11-01-9439','S394-7','bJQdByq', 'SL')
('SL22517-2022-11-01-9442','S394-10','pzHQIjtLfxVJSaBo', 'MB')
('AC22517-2022-11-02-9616','A535-4','xsXyIq', 'UB')
('AC04652-2022-11-02-9608','A534-14','FkGWDUACJRtZF', 'LB')
('SL12058-2022-11-01-9382','S391-22','TznPhh', 'UB')
('SL04652-2022-11-01-9499','S396-19','bsZICTKSHeEJsWA', 'UB')
('SL12058-2022-11-01-9387','S392-3','NJgpTEkJkRvvWl', 'UB')
('AC12058-2022-11-01-9608','A534-14','vsO', 'LB')
('SL22517-2022-11-01-9454','S394-22','HDPDlFFbazAeRq', 'UB')
('AC12058-2022-11-01-9646','A536-16','KYNtC', 'UB')
('AC22517-2022-11-02-9684','A538-18','CMBqm', 'SU')
('AC12058-2022-11-01-9667','A538-1','J', 'LB')
('SL12058-2022-11-01-9443','S394-11','lby', 'UB')
('SL22517-2022-11-01-9520','S397-16','GeVCQTUucS', 'SU')
('AC22517-2022-11-02-9699','A539-15','YUkfbMdKFT', 'UB')
('SL22517-2022-11-02-9600','S400-24','chIsmdIINqOsb', 'SU')
('AC12058-2022-11-01-9702','A539-18','fKrUjRSrTWDF', 'SU')
('SL22517-2022-11-01-9540','S398-12','RldhGE', 'LB')
('AC04652-2022-11-02-9700','A539-16','WoFcnpOU', 'UB')
('SL22517-2022-11-02-9620','S401-20','sn', 'LB')
('SL04652-2022-11-02-9604','S401-4','cwMtoTncGCoL', 'LB')
('SL12058-2022-11-01-9476','S395-20','nMinLUdNU', 'LB')
('AC12058-2022-11-01-9716','A540-14','KPhSLysW', 'LB')
('AC22517-2022-11-01-9693','A539-9','aaRrOMaiMgm', 'UB')
('SL04652-2022-11-01-9591','S400-15','kGAuavFPoXZcm', 'SL')
('AC22517-2022-11-02-9788','A544-14','T', 'LB')
('SL12058-2022-11-01-9514','S397-10','HJQKhUNq', 'MB')
('SL22517-2022-11-02-9705','S405-9','WkJXrjKhlBuCyv', 'LB')
('AC04652-2022-11-01-10025','A557-17','xvjugoPkPXJ', 'SL')
('AC22517-2022-11-01-9770','A543-14','sM', 'LB')
('AC22517-2022-11-01-9771','A543-15','pUzNMuOkls', 'UB')
('AC22517-2022-11-02-9811','A546-1','qQh', 'LB')
('AC04652-2022-11-02-9798','A545-6','OJuoJbsdJoMDqKBT', 'SU')
('SL22517-2022-11-01-9617','S401-17','dOBjPyaLaJzUsDQ', 'LB')
('SL22517-2022-11-01-9618','S401-18','acXMgouEUu', 'MB')
('SL22517-2022-11-02-9712','S405-16','vCZPQMZeib', 'SU')
('SL12058-2022-11-01-9542','S398-14','EkDsvcEWlsWmiWg', 'UB')
('AC04652-2022-11-02-9801','A545-9','UgwAwvIryy', 'UB')
('AC22517-2022-11-01-9778','A544-4','RdpwBi', 'UB')
('SL22517-2022-11-01-9622','S401-22','PgFC', 'UB')
('SL04652-2022-11-02-9692','S404-20','WO', 'LB')
('AC22517-2022-11-02-9831','A547-3','hWhlPNSQDSE', 'UB')
('SL22517-2022-11-02-9726','S406-6','jpImvWgFEbhxgaR', 'UB')
('SL22517-2022-11-02-9727','S406-7','gcmIjZwoqE', 'SL')
('AC04652-2022-11-01-10079','A560-17','rtkNMJhKlvTl', 'SL')
('SL04652-2022-11-01-9744','S406-24','I', 'SU')
('SL22517-2022-11-02-9838','S410-22','fCaRCLKkwB', 'UB')
('AC12058-2022-11-01-9908','A551-8','ntdeMkWJuSBOrGP', 'LB')
('AC22517-2022-11-01-9908','A551-8','A', 'LB')
('AC22517-2022-11-02-9938','A553-2','i', 'LB')
('SL04652-2022-11-01-9805','S409-13','zyyLi', 'MB')
('AC04652-2022-11-02-9976','A555-4','aSMIeiAnYJFhpo', 'UB')
('SL04652-2022-11-02-9857','S411-17','UlYDgGeLQUIaJ', 'LB')
('AC22517-2022-11-01-9953','A553-17','fsnKuHNk', 'SL')
('AC12058-2022-11-01-9982','A555-10','pKfEMc', 'UB')
('SL04652-2022-11-02-9879','S412-15','DwnCZksimDuHANX', 'SL')
('SL22517-2022-11-01-9803','S409-11','zVCzWhQsObcDfa', 'UB')
('SL12058-2022-11-01-9731','S406-11','MjavXbyEq', 'UB')
('AC04652-2022-11-02-10002','A556-12','gGpAAaUyJtxWgE', 'SU')
('AC22517-2022-11-01-9984','A555-12','vIqa', 'SU')
('AC04652-2022-11-01-10208','A568-2','dkGJGB', 'LB')
('AC22517-2022-11-01-9989','A555-17','ijDjHqWQA', 'SL')
('SL12058-2022-11-01-9753','S407-9','Bs', 'LB')
('SL12058-2022-11-01-9754','S407-10','Qo', 'MB')
('SL04652-2022-11-01-9883','S412-19','JjSAEiStOKOXXTk', 'UB')
('AC22517-2022-11-01-9994','A556-4','vtIxejewFODRUYx', 'UB')
('SL04652-2022-11-02-9901','S413-13','LlIsSEumGkYal', 'MB')
('SL22517-2022-11-01-9826','S410-10','hYQgUQ', 'MB')
('SL22517-2022-11-01-9827','S410-11','YxF', 'UB')
('SL22517-2022-11-02-9925','S414-13','k', 'MB')
('SL12058-2022-11-01-9760','S407-16','oL', 'SU')
('AC22517-2022-11-02-10033','A558-7','BarpKIcXHcI', 'LB')
('AC22517-2022-11-02-10069','A560-7','mafCaMI', 'LB')
('AC04652-2022-11-01-10250','A570-8','waa', 'LB')
('SL22517-2022-11-02-9963','S416-3','xvyRLW', 'UB')
('AC04652-2022-11-01-10257','A570-15','mCdZ', 'UB')
('AC04652-2022-11-01-10258','A570-16','xmYcYSS', 'UB')
('SL12058-2022-11-01-9810','S409-18','XSMpYWeDhYMgOAtZ', 'MB')
('SL22517-2022-11-01-9877','S412-13','XlAY', 'MB')
('SL22517-2022-11-02-9973','S416-13','tPh', 'MB')
('AC04652-2022-11-02-10071','A560-9','WcftaCf', 'UB')
('SL12058-2022-11-01-9815','S409-23','ZxsqZHHPFh', 'SL')
('SL12058-2022-11-01-9816','S409-24','kxLDPGEquQaD', 'SU')
('AC22517-2022-11-01-10056','A559-12','oHhNgQ', 'SU')
('AC22517-2022-11-02-10098','A561-18','RVSsJMiHVt', 'SU')
('SL04652-2022-11-02-9977','S416-17','lPxY', 'LB')
('AC22517-2022-11-01-10070','A560-8','O', 'LB')
('AC12058-2022-11-01-10078','A560-16','XeOzIZsggMIIa', 'UB')
('SL22517-2022-11-02-9991','S417-7','lPJBY', 'SL')
('SL04652-2022-11-01-9954','S415-18','JLJEboqBtYVbx', 'MB')
('SL04652-2022-11-01-9955','S415-19','JBAyFXRA', 'UB')
('AC22517-2022-11-01-10075','A560-13','j', 'LB')
('AC04652-2022-11-02-10104','A562-6','UBehW', 'SU')
('AC04652-2022-11-01-10302','A573-6','FkOkiWoVdzOARHV', 'SU')
('AC04652-2022-11-02-10115','A562-17','NdHJeEBboqzZB', 'SL')
('SL22517-2022-11-01-9911','S413-23','UgMUauyxKDI', 'SL')
('SL12058-2022-11-01-9865','S412-1','DwIzKd', 'LB')
('AC04652-2022-11-01-10322','A574-8','VMsLsHMZ', 'LB')
('SL22517-2022-11-01-9915','S414-3','jTFFWyMbMmL', 'UB')
('AC04652-2022-11-02-10146','A564-12','doems', 'SU')
('SL22517-2022-11-01-9944','S415-8','KM', 'SU')
('SL22517-2022-11-01-9997','S417-13','KuSZpzOjpqbcPb', 'MB')
('AC04652-2022-11-01-10407','A579-3','vKiCHF', 'UB')
('AC04652-2022-11-01-10420','A579-16','CDoXqPXgyukiMLgP', 'UB')
('SL04652-2022-11-02-10129','S423-1','vUFKliABJ', 'LB')
('SL12058-2022-11-01-9964','S416-4','WMs', 'LB')
('SL22517-2022-11-01-10022','S418-14','IFumbBnlk', 'UB')
('SL22517-2022-11-02-10135','S423-7','W', 'SL')
('SL22517-2022-11-01-10024','S418-16','bSmPTqGkZuRFQ', 'SU')
('AC12058-2022-11-01-10238','A569-14','aieQAxx', 'LB')
('SL12058-2022-11-01-9977','S416-17','swdgdGkBQaWfkNvS', 'LB')
('SL12058-2022-11-01-9985','S417-1','OwZhGWN', 'LB')
('SL12058-2022-11-01-10052','S419-20','iYYOED', 'LB')
('AC04652-2022-11-01-10511','A584-17','eSbgeFeviTMrxRSD', 'SL')
('AC22517-2022-11-01-10290','A572-12','KYdRdlFaAT', 'SU')
('AC04652-2022-11-02-10322','A574-8','TrAUDwfnHbOagev', 'LB')
('AC12058-2022-11-01-10316','A574-2','R', 'LB')
('SL04652-2022-11-01-10189','S425-13','fMxjWnEKUfsdlG', 'MB')
('AC12058-2022-11-01-10319','A574-5','yfUJ', 'SL')
('AC22517-2022-11-02-10325','A574-11','BpjrxdRyzYtkAOV', 'SL')
('SL04652-2022-11-02-10237','S427-13','zFjGQ', 'MB')
('SL22517-2022-11-01-10113','S422-9','SWXfUHRbKtpvLNlW', 'LB')
('AC04652-2022-11-02-10335','A575-3','xQDzIGLrI', 'UB')
('AC04652-2022-11-01-10517','A585-5','btM', 'SL')
('SL04652-2022-11-02-10241','S427-17','H', 'LB')
('SL22517-2022-11-02-10202','S426-2','K', 'MB')
('SL22517-2022-11-01-10115','S422-11','clL', 'UB')
('AC04652-2022-11-01-10519','A585-7','jos', 'LB')
('SL22517-2022-11-01-10117','S422-13','iBbiZwOognbU', 'MB')
('AC22517-2022-11-02-10329','A574-15','pFGKjTeFu', 'UB')
('AC04652-2022-11-01-10522','A585-10','RuAcwOrzlrrGX', 'UB')
('AC22517-2022-11-02-10330','A574-16','GHhDyKEAmRLUbp', 'UB')
('SL22517-2022-11-02-10206','S426-6','xZBmqKAWvZacc', 'UB')
('SL22517-2022-11-02-10207','S426-7','xACxzSZD', 'SL')
('SL22517-2022-11-01-10157','S424-5','goELl', 'MB')
('AC04652-2022-11-01-10556','A587-8','fwxmjvR', 'LB')
('SL22517-2022-11-02-10248','S427-24','FkdjMmLIteIzTXjW', 'SU')
('SL22517-2022-11-01-10165','S424-13','nRM', 'MB')
('AC22517-2022-11-02-10401','A578-15','IA', 'UB')
('SL04652-2022-11-01-10293','S429-21','EyyaMX', 'MB')
('SL04652-2022-11-02-10327','S431-7','CKY', 'SL')
('SL04652-2022-11-01-10296','S429-24','yMOosRFeNn', 'SU')
('SL04652-2022-11-02-10329','S431-9','tTtfjFgbvQ', 'LB')
('AC12058-2022-11-01-10419','A579-15','DxGBrVJS', 'UB')
('AC22517-2022-11-02-10420','A579-16','qJAZzc', 'UB')
('SL12058-2022-11-01-10175','S424-23','ycNEsDynbLmnkPd', 'SL')
('AC12058-2022-11-01-10431','A580-9','OMGqoLYp', 'UB')
('AC22517-2022-11-02-10452','A581-12','qne', 'SU')
('SL22517-2022-11-02-10371','S433-3','EEYCfkpUOhlSLOV', 'UB')
('AC22517-2022-11-02-10476','A582-18','VHokTsYu', 'SU')
('AC04652-2022-11-02-10481','A583-5','lfSxPRJNS', 'SL')
('SL04652-2022-11-01-10360','S432-16','NZwQKmSMKa', 'SU')
('SL04652-2022-11-01-10361','S432-17','JMHEVwmGXB', 'LB')
('SL04652-2022-11-02-10389','S433-21','C', 'MB')
('SL22517-2022-11-02-10401','S434-9','oGCtVjbYyNmEd', 'LB')
('AC22517-2022-11-02-10483','A583-7','LBVE', 'LB')
('SL12058-2022-11-01-10226','S427-2','sHPi', 'MB')
('SL04652-2022-11-02-10399','S434-7','kiICiv', 'SL')
('AC12058-2022-11-01-10487','A583-11','EVkjstCgZISTOxzR', 'SL')
('AC12058-2022-11-01-10488','A583-12','fguJc', 'SU')
('AC12058-2022-11-01-10489','A583-13','xZwZBeXAItzdyqSf', 'LB')
('SL04652-2022-11-02-10401','S434-9','OhkdcQDXT', 'LB')
('AC22517-2022-11-01-10466','A582-8','kLhISUCNW', 'LB')
('SL22517-2022-11-01-10308','S430-12','IpYphvObfimuNi', 'LB')
('SL22517-2022-11-01-10363','S432-19','kIPlQoUrqSurgeT', 'UB')
('AC22517-2022-11-02-10561','A587-13','T', 'LB')
('AC04652-2022-11-01-10733','A597-5','Kadvgd', 'SL')
('AC04652-2022-11-02-10591','A589-7','NtrpjYOWyyzEUSXT', 'LB')
('SL22517-2022-11-02-10504','S438-16','IXhSjqsPvPjZ', 'SU')
('SL22517-2022-11-02-10505','S438-17','clVsmKWIQpvf', 'LB')
('SL04652-2022-11-01-10465','S437-1','Fe', 'LB')
('SL04652-2022-11-01-10466','S437-2','Nm', 'MB')
('AC04652-2022-11-02-10603','A590-1','iNkUjlkmjCzNx', 'LB')
('SL12058-2022-11-01-10347','S432-3','AYYiqpQ', 'UB')
('SL22517-2022-11-01-10407','S434-15','ycHWzaPmu', 'SL')
('AC04652-2022-11-01-10771','A599-7','yBAimAsHZ', 'LB')
('SL04652-2022-11-02-10513','S439-1','fAWBCCZpLv', 'LB')
('SL22517-2022-11-02-10566','S441-6','QhISNQDWzAh', 'UB')
('SL22517-2022-11-02-10567','S441-7','g', 'SL')
('AC22517-2022-11-01-10680','A594-6','OTyYL', 'SU')
('AC04652-2022-11-02-10721','A596-11','P', 'SL')
('AC04652-2022-11-02-10727','A596-17','tZtamAYuWnvSJhC', 'SL')
('AC04652-2022-11-02-10746','A597-18','aQZuuhSYGQCXI', 'SU')
('AC12058-2022-11-01-10750','A598-4','RIAsdeDR', 'UB')
('AC04652-2022-11-01-10920','A607-12','uJwamJ', 'SU')
('SL12058-2022-11-01-10507','S438-19','C', 'UB')
('AC12058-2022-11-01-10763','A598-17','gTAKNEEGkphkEFBh', 'SL')
('SL22517-2022-11-01-10579','S441-19','TZHjblb', 'UB')
('AC22517-2022-11-02-10779','A599-15','NTsdAtEIBPO', 'UB')
('AC12058-2022-11-01-10772','A599-8','m', 'LB')
('AC04652-2022-11-02-10771','A599-7','QkTpEeoOBMWNO', 'LB')
('AC22517-2022-11-01-10795','A600-13','qUfFfyI', 'LB')
('SL22517-2022-11-01-10623','S443-15','EBzxzCSUsnHjEBfp', 'SL')
('AC22517-2022-11-01-10797','A600-15','pNh', 'UB')
('AC22517-2022-11-01-10798','A600-16','jdO', 'UB')
('SL04652-2022-11-02-10724','S447-20','damtvKPjBsIzqrPo', 'LB')
('SL12058-2022-11-01-10562','S441-2','UKVwvcU', 'MB')
('AC22517-2022-11-01-10801','A601-1','jwXkspcQxou', 'LB')
('SL04652-2022-11-02-10727','S447-23','LXm', 'SL')
('SL04652-2022-11-02-10728','S447-24','sJDipNbMy', 'SU')
('AC04652-2022-11-02-10814','A601-14','SPAHwurPVTKPWmIb', 'LB')
('SL22517-2022-11-01-10635','S444-3','XGJad', 'UB')
('AC04652-2022-11-01-10996','A611-16','zX', 'UB')
('AC22517-2022-11-02-10889','A605-17','RVMBimcSDp', 'SL')
('SL22517-2022-11-02-10768','S449-16','yCUYDy', 'SU')
('SL22517-2022-11-02-10769','S449-17','lLBWsTJHifjgfO', 'LB')
('SL22517-2022-11-01-10678','S445-22','liXSqLbpirlZrcs', 'UB')
('SL04652-2022-11-02-10796','S450-20','p', 'LB')
('AC12058-2022-11-01-10881','A605-9','NySnNVyufj', 'UB')
('SL04652-2022-11-02-10803','S451-3','cRg', 'UB')
('AC22517-2022-11-02-10905','A606-15','PJsISkwnERKmHPw', 'UB')
('AC22517-2022-11-02-10906','A606-16','XYOPLhsudmnzwA', 'UB')
('SL22517-2022-11-01-10691','S446-11','aVnClDpY', 'UB')
('SL04652-2022-11-01-10769','S449-17','bvB', 'LB')
('SL22517-2022-11-02-10789','S450-13','xlnrN', 'MB')
('SL04652-2022-11-02-10808','S451-8','YmaHySSFj', 'SU')
('AC12058-2022-11-01-10892','A606-2','LivrfjjEr', 'LB')
('SL04652-2022-11-01-10774','S449-22','QNjMRXWzMyfUYt', 'UB')
('SL22517-2022-11-02-10796','S450-20','WscBOs', 'LB')
('AC12058-2022-11-01-10896','A606-6','cBmEjVzfCKi', 'SU')
('SL12058-2022-11-01-10664','S445-8','WOe', 'SU')
('AC04652-2022-11-02-10904','A606-14','wiYkglxNLqyuJ', 'LB')
('AC22517-2022-11-02-10914','A607-6','maegThe', 'SU')
('AC04652-2022-11-02-10907','A606-17','QHOusKK', 'SL')
('AC22517-2022-11-01-10916','A607-8','dCcKLUEu', 'LB')
('SL04652-2022-11-01-10792','S450-16','VkaHiztLYRmNRr', 'SU')
('AC04652-2022-11-01-11088','A616-18','dkagXMnN', 'SU')
('SL12058-2022-11-01-10715','S447-11','RptUTd', 'UB')
('SL04652-2022-11-02-10869','S453-21','P', 'MB')
('SL22517-2022-11-02-10855','S453-7','YOZlZUuQTGrzCjXa', 'SL')
('AC12058-2022-11-01-10952','A609-8','WhYAGAmrYqpQ', 'LB')
('AC04652-2022-11-02-10970','A610-8','IbpUSySK', 'LB')
('SL04652-2022-11-02-10874','S454-2','UyVWRKYqDTfscd', 'MB')
('SL22517-2022-11-01-10759','S449-7','AFKVwBlXlPRrxmH', 'SL')
('SL22517-2022-11-01-10760','S449-8','eFZOktcR', 'SU')
('SL04652-2022-11-01-10838','S452-14','eSHsUbWB', 'UB')
('SL22517-2022-11-02-10857','S453-9','ACYXeothH', 'LB')
('SL22517-2022-11-02-10858','S453-10','HljaxfQzSCMWe', 'MB')
('SL22517-2022-11-02-10860','S453-12','dfYlltBrKjuJZ', 'LB')
('SL22517-2022-11-01-10765','S449-13','BxoeQoXbhGEkgn', 'MB')
('SL22517-2022-11-01-10766','S449-14','Ugk', 'UB')
('AC22517-2022-11-01-10960','A609-16','j', 'UB')
('AC22517-2022-11-02-10968','A610-6','xBlfYSxTvecJU', 'SU')
