('SL04652-2022-11-02-3','S1-3','sTLPh', 'UB')
('AC04652-2022-11-01-2462','A137-14','oGhvne', 'LB')
('SL22517-2022-11-02-2443','S102-19','biGkeZdvziDX', 'UB')
('SL04652-2022-11-01-2429','S102-5','ZvEgGuqLr', 'MB')
('SL22517-2022-11-02-2446','S102-22','RwyjTSJ', 'UB')
('AC12058-2022-11-01-2432','A136-2','TdyGVdirdpS', 'LB')
('SL22517-2022-11-02-2466','S103-18','jrAdvrX', 'MB')
('AC04652-2022-11-02-2406','A134-12','vIWdEji', 'SU')
('SL22517-2022-11-02-2469','S103-21','MutjawLsGBDjbZSQ', 'MB')
('SL22517-2022-11-01-2457','S103-9','MWkfGnBPnSNR', 'LB')
('AC04652-2022-11-02-2409','A134-15','XAAWj', 'UB')
('AC22517-2022-11-02-2500','A139-16','ZmLg', 'UB')
('SL04652-2022-11-01-2499','S105-3','PePYBC', 'UB')
('SL04652-2022-11-02-2472','S103-24','JvhAGhAM', 'SU')
('SL12058-2022-11-01-2462','S103-14','wclYEgxBhqbOhB', 'UB')
('AC22517-2022-11-02-2502','A139-18','UsQck', 'SU')
('AC04652-2022-11-02-2442','A136-12','kBwQXMw', 'SU')
('SL04652-2022-11-01-2503','S105-7','glG', 'SL')
('AC22517-2022-11-01-2399','A134-5','kkRcryWu', 'SL')
('AC04652-2022-11-01-2551','A142-13','gNRLrnyAtOiNWpvO', 'LB')
('SL22517-2022-11-01-2514','S105-18','WgQrxiiZyK', 'MB')
('SL12058-2022-11-01-2492','S104-20','epvDVdYCHCwdD', 'LB')
('AC04652-2022-11-01-2561','A143-5','RNPjuSaepjLk', 'SL')
('SL22517-2022-11-02-2538','S106-18','fIPMcXF', 'MB')
('AC12058-2022-11-01-2524','A141-4','WETSGJuZXp', 'UB')
('SL04652-2022-11-02-2503','S105-7','AjOFuciTXRBoyYkZ', 'SL')
('SL22517-2022-11-01-2526','S106-6','pWFjEHsjE', 'UB')
('SL12058-2022-11-01-2500','S105-4','VIGcqtacukJ', 'LB')
('AC04652-2022-11-02-2477','A138-11','J', 'SL')
('SL12058-2022-11-01-2533','S106-13','ASzRmG', 'MB')
('AC22517-2022-11-01-2452','A137-4','NCLNu', 'UB')
('SL22517-2022-11-01-2554','S107-10','O', 'MB')
('AC12058-2022-11-01-2558','A143-2','hlMX', 'LB')
('AC04652-2022-11-02-2516','A140-14','CxidBNZsBRVLwO', 'LB')
('AC12058-2022-11-01-2560','A143-4','YoVgROMSW', 'UB')
('SL22517-2022-11-01-2556','S107-12','kznGZbow', 'LB')
('AC04652-2022-11-01-2608','A145-16','irvodrv', 'UB')
('AC04652-2022-11-02-2517','A140-15','NSaC', 'UB')
('AC12058-2022-11-01-2563','A143-7','JEfyPDkvIH', 'LB')
('SL22517-2022-11-01-2561','S107-17','NGkBsbCSngGGK', 'LB')
('AC22517-2022-11-01-2476','A138-10','DXOqqsgFpHE', 'UB')
('AC04652-2022-11-01-2645','A147-17','IIDGHX', 'SL')
('SL22517-2022-11-01-2590','S108-22','zTYELTHAdHl', 'UB')
('SL12058-2022-11-01-2564','S107-20','h', 'LB')
('SL04652-2022-11-02-2565','S107-21','cMigWRLPTFuOu', 'MB')
('SL22517-2022-11-01-2600','S109-8','ESZoOvFeIV', 'SU')
('SL22517-2022-11-01-2604','S109-12','SkQrjVs', 'LB')
('SL04652-2022-11-01-2621','S110-5','PYJJsGubgCMBrHnF', 'MB')
('SL04652-2022-11-02-2570','S108-2','GubzxJFTsporOl', 'MB')
('AC04652-2022-11-01-2662','A148-16','lw', 'UB')
('AC22517-2022-11-02-2626','A146-16','PXbwfsXszaj', 'UB')
('AC22517-2022-11-01-2493','A139-9','tEKfN', 'UB')
('SL04652-2022-11-02-2575','S108-7','SskEPM', 'SL')
('SL04652-2022-11-02-2576','S108-8','mHosW', 'SU')
('SL04652-2022-11-01-2628','S110-12','Z', 'LB')
('SL22517-2022-11-02-2627','S110-11','daxEBzwwxenhNyPQ', 'UB')
('AC04652-2022-11-01-2673','A149-9','nyTGFYlKGqJY', 'UB')
('SL12058-2022-11-01-2586','S108-18','at', 'MB')
('AC04652-2022-11-02-2566','A143-10','bFicRGu', 'UB')
('SL22517-2022-11-02-2637','S110-21','ifKkjDQkzBCdjyA', 'MB')
('AC22517-2022-11-01-2505','A140-3','NHUyZCsqKmS', 'UB')
('SL04652-2022-11-01-2635','S110-19','TrhIdwI', 'UB')
('AC04652-2022-11-01-2677','A149-13','PWqjwU', 'LB')
('SL04652-2022-11-02-2586','S108-18','rQAcVkW', 'MB')
('AC22517-2022-11-02-2644','A147-16','Xi', 'UB')
('SL04652-2022-11-01-2638','S110-22','th', 'UB')
('AC04652-2022-11-01-2681','A149-17','RdccjcEMrMN', 'SL')
('SL04652-2022-11-01-2641','S111-1','jXYaxfaHv', 'LB')
('AC04652-2022-11-02-2574','A143-18','fTFYZz', 'SU')
('SL22517-2022-11-01-2628','S110-12','XJt', 'LB')
('SL04652-2022-11-02-2596','S109-4','FdiwBJWpOCNaj', 'LB')
('SL22517-2022-11-02-2682','S112-18','FSWmvAUllHPZUM', 'MB')
('SL04652-2022-11-02-2634','S110-18','XYQaijFpnMCOdxZ', 'MB')
('SL12058-2022-11-01-2642','S111-2','EJDUjYc', 'MB')
('SL22517-2022-11-01-2668','S112-4','bCQmBb', 'LB')
('SL22517-2022-11-02-2712','S113-24','llhDMKORBo', 'SU')
('SL22517-2022-11-01-2700','S113-12','TKcfsWBKeWAcCqq', 'LB')
('AC22517-2022-11-01-2567','A143-11','sWRXOP', 'SL')
('SL04652-2022-11-01-2722','S114-10','sWhKqugIXc', 'MB')
('AC04652-2022-11-02-2653','A148-7','ALksESzxBGJmx', 'LB')
('SL04652-2022-11-01-2723','S114-11','ZwRmP', 'UB')
('SL04652-2022-11-02-2677','S112-13','VcFnYfE', 'MB')
('SL22517-2022-11-02-2732','S114-20','dCSP', 'LB')
('AC22517-2022-11-01-2578','A144-4','XrTtZCja', 'UB')
('SL04652-2022-11-01-2750','S115-14','pTInUiHbPHXYb', 'UB')
('SL04652-2022-11-01-2751','S115-15','EUwliDud', 'SL')
('AC22517-2022-11-01-2596','A145-4','dFNJLQKnUUw', 'UB')
('SL12058-2022-11-01-2707','S113-19','zwbbaKIYHAjTjz', 'UB')
('SL12058-2022-11-01-2708','S113-20','eD', 'LB')
('SL22517-2022-11-02-2756','S115-20','fn', 'LB')
('SL04652-2022-11-02-2704','S113-16','LpKgQkuzYZYKaKPG', 'SU')
('AC22517-2022-11-01-2602','A145-10','gLQCrt', 'UB')
('SL04652-2022-11-01-2759','S115-23','ZdihgajwzjIE', 'SL')
('AC04652-2022-11-02-2695','A150-13','goRGqHxxd', 'LB')
('AC22517-2022-11-01-2609','A145-17','zYxmRdocCOtNvxI', 'SL')
('AC22517-2022-11-01-2611','A146-1','PAkJjS', 'LB')
('SL22517-2022-11-01-2759','S115-23','naEGTEemFDNPbiSO', 'SL')
('AC04652-2022-11-02-2754','A153-18','YMsq', 'SU')
('AC04652-2022-11-01-2833','A158-7','mQDyrtiFGT', 'LB')
('AC04652-2022-11-02-2756','A154-2','ruXoP', 'LB')
('AC12058-2022-11-01-2772','A154-18','XIfkm', 'SU')
('SL04652-2022-11-02-2736','S114-24','cwnWKXtUmOfI', 'SU')
('SL22517-2022-11-02-2847','S119-15','OXEvEiNDatkDGyVg', 'SL')
('AC22517-2022-11-02-2846','A159-2','jqxPKwybC', 'LB')
('SL04652-2022-11-01-2844','S119-12','dCoKVdfZdWi', 'LB')
('AC04652-2022-11-01-2869','A160-7','zf', 'LB')
('SL12058-2022-11-01-2795','S117-11','AseuuD', 'UB')
('AC04652-2022-11-01-2889','A161-9','AkAkGqU', 'UB')
('AC12058-2022-11-01-2833','A158-7','iAWZWHODeXXSOPd', 'LB')
('SL12058-2022-11-01-2843','S119-11','TcJeTNJNYO', 'UB')
('SL22517-2022-11-01-2870','S120-14','Ob', 'UB')
('AC04652-2022-11-02-2825','A157-17','QviJSgIEynXZ', 'SL')
('SL12058-2022-11-01-2848','S119-16','SaDArKQx', 'SU')
('AC22517-2022-11-02-2941','A164-7','opURzZXAucFpU', 'LB')
('AC22517-2022-11-01-2736','A152-18','GsZJKX', 'SU')
('SL04652-2022-11-02-2837','S119-5','vOyTs', 'MB')
('AC22517-2022-11-01-2740','A153-4','inJBfZ', 'UB')
('SL22517-2022-11-01-2910','S122-6','eBnrjhOmMCQXH', 'UB')
('SL22517-2022-11-02-2943','S123-15','RokIqVmEcGyZcU', 'SL')
('AC04652-2022-11-02-2860','A159-16','MFqdb', 'UB')
('AC04652-2022-11-01-2944','A164-10','u', 'UB')
('AC22517-2022-11-02-2969','A165-17','OsFolcffjpvd', 'SL')
('SL22517-2022-11-01-2925','S122-21','XUElaxs', 'MB')
('AC04652-2022-11-01-2948','A164-14','sgZEYzloYefjG', 'LB')
('SL04652-2022-11-02-2855','S119-23','myot', 'SL')
('SL04652-2022-11-02-2856','S119-24','DwhAzmvpLqof', 'SU')
('SL04652-2022-11-01-2950','S123-22','NxvkywfBsOxyJ', 'UB')
('AC04652-2022-11-01-2960','A165-8','blLBL', 'LB')
('AC22517-2022-11-01-2763','A154-9','ebxqzcTWtCzC', 'UB')
('SL22517-2022-11-01-2936','S123-8','nXANdDeKRQcGcc', 'SU')
('AC12058-2022-11-01-2916','A162-18','acwppM', 'SU')
('AC22517-2022-11-02-2981','A166-11','vRqNzZBp', 'SL')
('SL22517-2022-11-02-2969','S124-17','hSgfIYiB', 'LB')
('AC22517-2022-11-02-2988','A166-18','fWdjhoqOIhFGt', 'SU')
('SL22517-2022-11-01-2944','S123-16','XzRWwTafQnZVMQd', 'SU')
('AC04652-2022-11-02-2907','A162-9','eov', 'UB')
('SL04652-2022-11-02-2873','S120-17','HpZupevGFt', 'LB')
('SL22517-2022-11-01-2948','S123-20','UqPeKyQKmGcEKj', 'LB')
('AC22517-2022-11-01-2780','A155-8','MIvwBXltvZDMQzpY', 'LB')
('AC04652-2022-11-01-2973','A166-3','Ugo', 'UB')
('SL04652-2022-11-02-2880','S120-24','ZRNohPaMlzaSMHpl', 'SU')
('SL22517-2022-11-02-2992','S125-16','tkLOPLdPMd', 'SU')
('AC12058-2022-11-01-2939','A164-5','KzZ', 'SL')
('SL12058-2022-11-01-2929','S123-1','XORWzPh', 'LB')
('SL12058-2022-11-01-2930','S123-2','SomjwPuYcG', 'MB')
('AC22517-2022-11-02-3012','A168-6','iapRsNDH', 'SU')
('AC22517-2022-11-01-2789','A155-17','REhWxplP', 'SL')
('AC22517-2022-11-01-2793','A156-3','whUFOrg', 'UB')
('SL22517-2022-11-01-2966','S124-14','plnmdBNHnMk', 'UB')
('SL22517-2022-11-02-3038','S127-14','BvN', 'UB')
('SL22517-2022-11-01-2998','S125-22','q', 'UB')
('AC04652-2022-11-01-3021','A168-15','YykTAMhr', 'UB')
('AC04652-2022-11-02-2968','A165-16','BcpqfCJCmRso', 'UB')
('SL12058-2022-11-01-2970','S124-18','TDBGaXfwPVh', 'MB')
('SL22517-2022-11-02-3049','S128-1','IPhJrzFTbdUEDVZf', 'LB')
('AC22517-2022-11-01-2843','A158-17','xwrPXL', 'SL')
('SL04652-2022-11-02-2946','S123-18','YoRPqnTuCy', 'MB')
('AC12058-2022-11-01-3006','A167-18','KeHJJTmJq', 'SU')
('SL12058-2022-11-01-2982','S125-6','rqKPuXThvkdUYupL', 'UB')
('AC12058-2022-11-01-3012','A168-6','NUbs', 'SU')
('SL04652-2022-11-01-3034','S127-10','fXzLzWqgSPTQt', 'MB')
('AC22517-2022-11-02-3077','A171-17','ZXDDaQtkIdv', 'SL')
('AC04652-2022-11-01-3042','A169-18','sMHn', 'SU')
('SL22517-2022-11-01-3022','S126-22','YdRkH', 'UB')
('SL04652-2022-11-02-2970','S124-18','NHFKluUzsQ', 'MB')
('AC04652-2022-11-02-3005','A167-17','PKvogkLdGlXEmEz', 'SL')
('AC22517-2022-11-02-3097','A173-1','jSvoemkTXOHYrAX', 'LB')
('AC04652-2022-11-02-3009','A168-3','j', 'UB')
('AC04652-2022-11-01-3061','A171-1','gFhSw', 'LB')
('AC22517-2022-11-01-2886','A161-6','yndBstAgek', 'SU')
('SL04652-2022-11-02-2980','S125-4','x', 'LB')
('AC22517-2022-11-01-2916','A162-18','OPPumZrJjmUrELQ', 'SU')
('AC22517-2022-11-02-3147','A175-15','cenrISZY', 'UB')
('SL22517-2022-11-02-3115','S130-19','s', 'UB')
('SL12058-2022-11-01-3064','S128-16','ddGjmmQwfHZsjx', 'SU')
('SL22517-2022-11-02-3139','S131-19','kqINUr', 'UB')
('AC22517-2022-11-01-2947','A164-13','B', 'LB')
('AC04652-2022-11-02-3079','A172-1','yBr', 'LB')
('SL22517-2022-11-01-3113','S130-17','WayI', 'LB')
('AC04652-2022-11-01-3130','A174-16','UdrPOBCFIzvmai', 'UB')
('SL22517-2022-11-02-3154','S132-10','hvN', 'MB')
('AC22517-2022-11-01-2964','A165-12','sOgTyrLnUKkcUMe', 'SU')
('AC22517-2022-11-01-2965','A165-13','FZxwP', 'LB')
('AC04652-2022-11-02-3088','A172-10','fTIAEfEKnVpCjFft', 'UB')
('AC22517-2022-11-02-3183','A177-15','Ty', 'UB')
('AC22517-2022-11-02-3184','A177-16','Qd', 'UB')
('SL22517-2022-11-02-3160','S132-16','WI', 'SU')
('SL12058-2022-11-01-3083','S129-11','G', 'UB')
('SL22517-2022-11-02-3161','S132-17','TsUw', 'LB')
('AC04652-2022-11-02-3097','A173-1','VR', 'LB')
('SL22517-2022-11-02-3169','S133-1','iH', 'LB')
('SL22517-2022-11-01-3129','S131-9','nlcbOeCNnAt', 'LB')
('SL04652-2022-11-01-3149','S132-5','cBJtZQuMnIIf', 'MB')
('AC22517-2022-11-02-3190','A178-4','tVguk', 'UB')
('SL04652-2022-11-01-3152','S132-8','rULtmLA', 'SU')
('AC04652-2022-11-02-3105','A173-9','t', 'UB')
('SL12058-2022-11-01-3088','S129-16','OdxDJUnpxFjcQxm', 'SU')
('SL04652-2022-11-01-3158','S132-14','MrGYnUaQa', 'UB')
('SL04652-2022-11-01-3159','S132-15','DlBcbQSFnAnHgpI', 'SL')
('AC04652-2022-11-01-3142','A175-10','PxbXHR', 'UB')
('AC04652-2022-11-02-3115','A174-1','OdceWnlnYrXHbs', 'LB')
('AC04652-2022-11-01-3146','A175-14','k', 'LB')
('SL22517-2022-11-01-3155','S132-11','ei', 'UB')
('AC22517-2022-11-01-2997','A167-9','Srqux', 'UB')
('AC22517-2022-11-01-2998','A167-10','PoEmmlzLHGq', 'UB')
('SL22517-2022-11-01-3158','S132-14','dpfAPAq', 'UB')
('AC22517-2022-11-02-3208','A179-4','eMas', 'UB')
('SL04652-2022-11-02-3108','S130-12','G', 'LB')
('SL22517-2022-11-02-3194','S134-2','GtdKPTyCoHawZU', 'MB')
('SL22517-2022-11-02-3195','S134-3','NoPCfuS', 'UB')
('AC12058-2022-11-01-3146','A175-14','AlfCVqyk', 'LB')
('AC04652-2022-11-01-3158','A176-8','RGuWpKzn', 'LB')
('SL22517-2022-11-02-3200','S134-8','lBCNG', 'SU')
('SL12058-2022-11-01-3108','S130-12','QzmvAuGgp', 'LB')
('AC22517-2022-11-02-3220','A179-16','MGxJ', 'UB')
('AC04652-2022-11-02-3137','A175-5','PFKXhVBO', 'SL')
('AC22517-2022-11-01-3012','A168-6','C', 'SU')
('SL22517-2022-11-01-3171','S133-3','gXSTuOeOGiuyYcvv', 'UB')
('AC04652-2022-11-02-3138','A175-6','uD', 'SU')
('AC22517-2022-11-02-3224','A180-2','qslwqNfgPoLcdp', 'LB')
('AC12058-2022-11-01-3159','A176-9','EZBuY', 'UB')
('SL04652-2022-11-02-3119','S130-23','jaDYvpAiXzLwN', 'SL')
('SL22517-2022-11-01-3178','S133-10','UORMBIjAmiXlOIwq', 'MB')
('SL04652-2022-11-01-3188','S133-20','GfzDNg', 'LB')
('SL22517-2022-11-01-3181','S133-13','PVMTCISF', 'MB')
('AC22517-2022-11-02-3232','A180-10','CDJiQciwhcbERClC', 'UB')
('SL04652-2022-11-02-3133','S131-13','xPdH', 'MB')
('SL04652-2022-11-01-3195','S134-3','nTXu', 'UB')
('SL04652-2022-11-01-3196','S134-4','FSdsfICqG', 'LB')
('SL22517-2022-11-02-3219','S135-3','lW', 'UB')
('SL04652-2022-11-02-3136','S131-16','FYHhjcBRiyzfVCXs', 'SU')
('AC04652-2022-11-01-3188','A178-2','XIhjBbiW', 'LB')
('SL22517-2022-11-01-3196','S134-4','cuiIMlheZ', 'LB')
('SL04652-2022-11-01-3215','S134-23','DQvLZ', 'SL')
('SL04652-2022-11-02-3153','S132-9','BnHDPCXliGeb', 'LB')
('SL22517-2022-11-02-3231','S135-15','DyyikmUv', 'SL')
('AC04652-2022-11-02-3168','A176-18','osrKFndLQeScJC', 'SU')
('AC04652-2022-11-02-3171','A177-3','QMk', 'UB')
('AC22517-2022-11-02-3258','A181-18','AMZpfFSJKWC', 'SU')
('SL04652-2022-11-01-3225','S135-9','IfZIxMozXxRbJig', 'LB')
('SL22517-2022-11-01-3218','S135-2','SkN', 'MB')
('AC04652-2022-11-02-3182','A177-14','ErPILRXZ', 'LB')
('SL22517-2022-11-02-3248','S136-8','TIb', 'SU')
('AC04652-2022-11-02-3184','A177-16','cEaOGXMgJocjl', 'UB')
('SL22517-2022-11-02-3251','S136-11','jGuJ', 'UB')
('AC12058-2022-11-01-3211','A179-7','hWThxZEGQvxV', 'LB')
('SL04652-2022-11-01-3241','S136-1','itGeFroyrlAqRzq', 'LB')
('AC04652-2022-11-02-3188','A178-2','ioBW', 'LB')
('AC22517-2022-11-02-3280','A183-4','DjFBTwN', 'UB')
('AC22517-2022-11-01-3088','A172-10','aMmfsMLgZAubElIx', 'UB')
('SL22517-2022-11-02-3266','S137-2','lKDCvlzZnduBM', 'MB')
('AC04652-2022-11-02-3199','A178-13','aMphPkohFZewDj', 'LB')
('SL04652-2022-11-01-3257','S136-17','wbmmPPjxFIgZddZ', 'LB')
('AC04652-2022-11-01-3233','A180-11','lrtuNgpqZvSmY', 'SL')
('SL04652-2022-11-02-3186','S133-18','cVIystLuQJ', 'MB')
('AC04652-2022-11-02-3204','A178-18','i', 'SU')
('AC22517-2022-11-01-3095','A172-17','RGoMYyZzz', 'SL')
('AC04652-2022-11-01-3235','A180-13','uGMxs', 'LB')
('SL12058-2022-11-01-3177','S133-9','X', 'LB')
('AC22517-2022-11-02-3296','A184-2','lrHndMqsVaaYZ', 'LB')
('SL12058-2022-11-01-3178','S133-10','W', 'MB')
('SL04652-2022-11-01-3261','S136-21','WkllvxEQCmBXWyMW', 'MB')
('AC04652-2022-11-01-3242','A181-2','eKyYyTnhO', 'LB')
('AC22517-2022-11-02-3299','A184-5','BjnSTuy', 'SL')
('AC22517-2022-11-01-3102','A173-6','INbcKwgGlf', 'SU')
('AC22517-2022-11-01-3103','A173-7','NcEDhu', 'LB')
('SL04652-2022-11-01-3274','S137-10','ZLHrin', 'MB')
('AC22517-2022-11-02-3306','A184-12','uYAtVvk', 'SU')
('AC04652-2022-11-01-3252','A181-12','itEkr', 'SU')
('SL12058-2022-11-01-3198','S134-6','CNbLyMIBmYOD', 'UB')
('AC22517-2022-11-01-3125','A174-11','ZDgQGTgvKfCd', 'SL')
('SL22517-2022-11-01-3264','S136-24','dnfMyriO', 'SU')
('AC12058-2022-11-01-3258','A181-18','sERRBzJEQzYdIVWM', 'SU')
('SL04652-2022-11-01-3289','S138-1','fpSPTLuqmSmxs', 'LB')
('SL22517-2022-11-02-3305','S138-17','GDhT', 'LB')
('AC22517-2022-11-02-3326','A185-14','WFrZliUcmMlgqUu', 'LB')
('AC04652-2022-11-01-3275','A182-17','jbRzUdenrKqqr', 'SL')
('SL04652-2022-11-01-3303','S138-15','XAUKZFG', 'SL')
('AC22517-2022-11-01-3142','A175-10','ZwXMywywQ', 'UB')
('AC22517-2022-11-02-3336','A186-6','hBBnMWSpDOmHTVL', 'SU')
('AC12058-2022-11-01-3283','A183-7','MtwVznPd', 'LB')
('AC04652-2022-11-02-3244','A181-4','ljusljthfY', 'UB')
('AC04652-2022-11-02-3245','A181-5','hpBeCzHTkpdwM', 'SL')
('SL12058-2022-11-01-3227','S135-11','QvZGJlBmo', 'UB')
('SL12058-2022-11-01-3228','S135-12','KAxnusxmwf', 'LB')
('AC22517-2022-11-01-3152','A176-2','cvbLjGXchVX', 'LB')
('SL22517-2022-11-01-3287','S137-23','UbgSKybQo', 'SL')
('SL22517-2022-11-02-3332','S139-20','CwqzXaKNu', 'LB')
('SL22517-2022-11-02-3333','S139-21','RhDRgw', 'MB')
('AC22517-2022-11-02-3347','A186-17','Xp', 'SL')
('AC22517-2022-11-02-3348','A186-18','ATNFCDwbiBKlBv', 'SU')
('AC22517-2022-11-02-3349','A187-1','pfatnqqQGQkbDj', 'LB')
('AC22517-2022-11-02-3350','A187-2','burp', 'LB')
('SL22517-2022-11-02-3336','S139-24','BPdW', 'SU')
('AC12058-2022-11-01-3292','A183-16','lz', 'UB')
('AC12058-2022-11-01-3293','A183-17','PtlaS', 'SL')
('SL22517-2022-11-01-3322','S139-10','OJPGQlazPSfmnK', 'MB')
('SL04652-2022-11-01-3343','S140-7','BS', 'SL')
('SL22517-2022-11-01-3325','S139-13','clpFVJWjuZuUivNc', 'MB')
('SL04652-2022-11-02-3273','S137-9','yeSNRrKwS', 'LB')
('AC04652-2022-11-02-3290','A183-14','GqPepmMBIpVRMrs', 'LB')
('SL12058-2022-11-01-3274','S137-10','dmqrYf', 'MB')
('SL22517-2022-11-01-3351','S140-15','areyaahhFjv', 'SL')
('SL12058-2022-11-01-3294','S138-6','RXMkpLcFlDAp', 'UB')
('SL04652-2022-11-02-3296','S138-8','bnjbKqHCGcYgac', 'SU')
('AC22517-2022-11-01-3212','A179-8','MsrFcwFwcu', 'LB')
('AC12058-2022-11-01-3353','A187-5','yuTwvjCSfRN', 'SL')
('SL22517-2022-11-01-3389','S142-5','NSOaD', 'MB')
('AC22517-2022-11-02-3452','A192-14','xUajcoMjjZVE', 'LB')
('AC22517-2022-11-02-3459','A193-3','mNP', 'UB')
('SL22517-2022-11-01-3400','S142-16','avXJrq', 'SU')
('SL12058-2022-11-01-3391','S142-7','OBsYXcLM', 'SL')
('AC04652-2022-11-02-3396','A189-12','QGPkvMXekHXFCOK', 'SU')
('SL12058-2022-11-01-3437','S144-5','dUIsIOnhXQS', 'MB')
('SL22517-2022-11-02-3566','S149-14','lAjWjIHWRfHnFr', 'UB')
('SL04652-2022-11-01-3522','S147-18','UAooI', 'MB')
('SL04652-2022-11-02-3434','S144-2','nUBr', 'MB')
('SL12058-2022-11-01-3456','S144-24','a', 'SU')
('SL04652-2022-11-01-3524','S147-20','UDDUZZLLVX', 'LB')
('AC22517-2022-11-02-3569','A199-5','ptDy', 'SL')
('SL04652-2022-11-01-3526','S147-22','vHx', 'UB')
('AC22517-2022-11-01-3342','A186-12','jlNNCiLlxVPSuUa', 'SU')
('SL12058-2022-11-01-3468','S145-12','jieLiRfygPWbKF', 'LB')
('SL22517-2022-11-02-3582','S150-6','KFJ', 'UB')
('SL22517-2022-11-02-3583','S150-7','mLrHKOb', 'SL')
('SL22517-2022-11-01-3503','S146-23','wiyDnIkZzjGpj', 'SL')
('SL04652-2022-11-01-3536','S148-8','CsO', 'SU')
('SL22517-2022-11-01-3504','S146-24','eggFVDXuihKXEbgo', 'SU')
('AC22517-2022-11-01-3347','A186-17','xSqRZXcycEQfhTK', 'SL')
('AC12058-2022-11-01-3519','A196-9','EQxamLGZmP', 'UB')
('SL22517-2022-11-02-3596','S150-20','CrwvZkthkpOsjhki', 'LB')
('SL12058-2022-11-01-3474','S145-18','qyHhhO', 'MB')
('SL12058-2022-11-01-3477','S145-21','hrObGrwG', 'MB')
('SL12058-2022-11-01-3478','S145-22','oteZ', 'UB')
('AC04652-2022-11-02-3458','A193-2','ygJoGuXITiGHef', 'LB')
('SL12058-2022-11-01-3482','S146-2','EftN', 'MB')
('SL22517-2022-11-02-3606','S151-6','wGagayxmRndrxiw', 'UB')
('AC04652-2022-11-02-3462','A193-6','Uw', 'SU')
('AC12058-2022-11-01-3535','A197-7','rlJzBRsOZUuBob', 'LB')
('AC12058-2022-11-01-3536','A197-8','OqjaFfF', 'LB')
('SL12058-2022-11-01-3485','S146-5','KhXnZRpATDrRzs', 'MB')
('SL22517-2022-11-01-3549','S148-21','IbEqm', 'MB')
('SL04652-2022-11-01-3580','S150-4','yWnqKOeBBBUQjXTB', 'LB')
('AC22517-2022-11-01-3398','A189-14','sxJbZFKmSYOvyYH', 'LB')
('SL04652-2022-11-02-3487','S146-7','WNeMIqnal', 'SL')
('AC22517-2022-11-02-3621','A202-3','CHKhWWu', 'UB')
('AC04652-2022-11-01-3572','A199-8','zwnPj', 'LB')
('AC12058-2022-11-01-3579','A199-15','PcDgrjLtWtGIG', 'UB')
('SL22517-2022-11-02-3637','S152-13','likoiNZ', 'MB')
('AC12058-2022-11-01-3604','A201-4','jLmSgRDTRchqK', 'UB')
('AC04652-2022-11-01-3600','A200-18','uIuCF', 'SU')
('AC12058-2022-11-01-3621','A202-3','hiTscnRW', 'UB')
('SL04652-2022-11-01-3615','S151-15','ebaFUycWdBreeG', 'SL')
('AC04652-2022-11-01-3609','A201-9','WRojxAfrS', 'UB')
('AC04652-2022-11-02-3533','A197-5','KFA', 'SL')
('AC04652-2022-11-02-3534','A197-6','NQEutTDWbHyTgT', 'SU')
('SL04652-2022-11-02-3545','S148-17','ygOFYnSI', 'LB')
('SL22517-2022-11-02-3682','S154-10','LqSHxoxLs', 'MB')
('SL12058-2022-11-01-3583','S150-7','wzYbAAAzSuQjqjC', 'SL')
('SL04652-2022-11-02-3548','S148-20','RyxDzwxv', 'LB')
('SL04652-2022-11-01-3631','S152-7','VGwihiUYwVaPletn', 'SL')
('SL04652-2022-11-02-3552','S148-24','AyeNeK', 'SU')
('AC04652-2022-11-01-3624','A202-6','ioTK', 'SU')
('AC04652-2022-11-01-3625','A202-7','Mml', 'LB')
('AC22517-2022-11-02-3689','A205-17','gUWcXdwQPDwa', 'SL')
('AC22517-2022-11-02-3690','A205-18','HeLpvOyyrkrnTKl', 'SU')
('AC04652-2022-11-02-3558','A198-12','vaocrvtJnNQ', 'SU')
('SL12058-2022-11-01-3595','S150-19','VoslXCIhnYTf', 'UB')
('SL04652-2022-11-01-3640','S152-16','mHSXGEMZ', 'SU')
('AC12058-2022-11-01-3648','A203-12','ckYnbrRkohh', 'SU')
('SL12058-2022-11-01-3600','S150-24','PSoFiqoejZ', 'SU')
('AC04652-2022-11-01-3633','A202-15','TRmgPjjZiMQkfW', 'UB')
('AC12058-2022-11-01-3655','A204-1','m', 'LB')
('AC22517-2022-11-01-3480','A194-6','oovKnPufDNOonh', 'SU')
('SL22517-2022-11-01-3643','S152-19','CbdvzIrWrsqYoPKh', 'UB')
('AC22517-2022-11-02-3720','A207-12','Ma', 'SU')
('SL22517-2022-11-01-3645','S152-21','XzjCEkXUTKBbvLYH', 'MB')
('AC22517-2022-11-01-3502','A195-10','xWvuz', 'UB')
('AC12058-2022-11-01-3673','A205-1','lL', 'LB')
('AC12058-2022-11-01-3674','A205-2','PxVI', 'LB')
('SL04652-2022-11-02-3586','S150-10','DB', 'MB')
('SL04652-2022-11-02-3587','S150-11','WvBZnttnA', 'UB')
('SL04652-2022-11-02-3588','S150-12','QYHFessSdkjM', 'LB')
('AC04652-2022-11-01-3661','A204-7','hBsuLKB', 'LB')
('AC22517-2022-11-01-3510','A195-18','gAcKtoLjr', 'SU')
('SL04652-2022-11-01-3712','S155-16','V', 'SU')
