('AC22517-2022-11-02-10','A1-10','Hc', 'UB')
('AC22517-2022-11-01-2288','A128-2','YoB', 'LB')
('SL12058-2022-11-01-2374','S99-22','wgFrnyh', 'UB')
('SL04652-2022-11-01-2400','S100-24','yyKoBjE', 'SU')
('AC22517-2022-11-01-2307','A129-3','X', 'UB')
('SL22517-2022-11-02-2408','S101-8','JpJykshAiUinuS', 'SU')
('SL04652-2022-11-01-2407','S101-7','LqTsN', 'SL')
('SL04652-2022-11-02-2380','S100-4','uas', 'LB')
('SL04652-2022-11-02-2381','S100-5','VcMReSrb', 'MB')
('AC22517-2022-11-02-2422','A135-10','dhTuCeLUq', 'UB')
('AC22517-2022-11-02-2426','A135-14','RUBELVQwyJnfp', 'LB')
('SL12058-2022-11-01-2388','S100-12','Noqutxgt', 'LB')
('SL22517-2022-11-02-2420','S101-20','qfRQpVucn', 'LB')
('AC04652-2022-11-02-2385','A133-9','KcVsRda', 'UB')
('SL12058-2022-11-01-2405','S101-5','DQoKEoYOvYCBrsID', 'MB')
('AC04652-2022-11-01-2472','A138-6','FxlFSDVpRYKvcfGe', 'SU')
('SL04652-2022-11-02-2416','S101-16','A', 'SU')
('SL22517-2022-11-01-2444','S102-20','gJtcAEGBRd', 'LB')
('AC04652-2022-11-01-2478','A138-12','frgKtiLCHiCf', 'SU')
('AC04652-2022-11-01-2479','A138-13','tZSKKQnHFVSaHcy', 'LB')
('SL12058-2022-11-01-2413','S101-13','JPsui', 'MB')
('AC12058-2022-11-01-2427','A135-15','SgmtevdV', 'UB')
('AC04652-2022-11-01-2486','A139-2','PycBZdUJGKzWC', 'LB')
('SL12058-2022-11-01-2418','S101-18','mGSeJYJ', 'MB')
('SL22517-2022-11-02-2465','S103-17','rZJUfGiW', 'LB')
('SL12058-2022-11-01-2419','S101-19','WTWlRjTToeleIeOH', 'UB')
('SL12058-2022-11-01-2420','S101-20','GU', 'LB')
('AC04652-2022-11-02-2405','A134-11','ReDdtnQtEwGmmCe', 'SL')
('AC22517-2022-11-01-2360','A132-2','VyldhIaOJ', 'LB')
('AC22517-2022-11-02-2461','A137-13','SuJBoCZItf', 'LB')
('AC12058-2022-11-01-2440','A136-10','shukBtOu', 'UB')
('SL04652-2022-11-02-2479','S104-7','Dp', 'SL')
('AC12058-2022-11-01-2493','A139-9','bYoRLlp', 'UB')
('SL12058-2022-11-01-2467','S103-19','QTYEspXtMjKwJYUk', 'UB')
('AC04652-2022-11-02-2454','A137-6','EiySULJFy', 'SU')
('SL22517-2022-11-02-2514','S105-18','FNlquNBB', 'MB')
('SL22517-2022-11-02-2515','S105-19','znVMVuhLotNeEyq', 'UB')
('AC12058-2022-11-01-2508','A140-6','uQ', 'SU')
('SL12058-2022-11-01-2477','S104-5','auZ', 'MB')
('SL04652-2022-11-01-2519','S105-23','KXTYXmVK', 'SL')
('SL12058-2022-11-01-2479','S104-7','SgCYggtgGZdKGpCn', 'SL')
('SL04652-2022-11-01-2521','S106-1','nHtGAQ', 'LB')
('AC04652-2022-11-01-2547','A142-9','YdJJjNlVfFCtm', 'UB')
('SL22517-2022-11-02-2528','S106-8','yHBttIRmOu', 'SU')
('AC22517-2022-11-01-2413','A135-1','O', 'LB')
('SL22517-2022-11-02-2529','S106-9','FKRQP', 'LB')
('AC22517-2022-11-01-2414','A135-2','TfJyobuKKf', 'LB')
('SL04652-2022-11-02-2495','S104-23','Zpd', 'SL')
('SL12058-2022-11-01-2491','S104-19','yR', 'UB')
('SL12058-2022-11-01-2495','S104-23','ZJCMVmTtjKvOz', 'SL')
('AC22517-2022-11-02-2542','A142-4','xDwzKj', 'UB')
('SL12058-2022-11-01-2499','S105-3','Gtnx', 'UB')
('AC04652-2022-11-01-2568','A143-12','ohAlFKwBXE', 'SU')
('AC22517-2022-11-01-2428','A135-16','EcOKtVvRsmgZEarL', 'UB')
('AC12058-2022-11-01-2530','A141-10','YhZBlHEwVCX', 'UB')
('AC12058-2022-11-01-2531','A141-11','tphVIALOHKjps', 'SL')
('AC04652-2022-11-02-2480','A138-14','rbTWSSuqSqzswjso', 'LB')
('SL22517-2022-11-02-2546','S107-2','BiwXUbXdfnCIFvv', 'MB')
('AC22517-2022-11-01-2433','A136-3','alxSYEwhy', 'UB')
('SL22517-2022-11-02-2547','S107-3','XtWe', 'UB')
('SL04652-2022-11-01-2550','S107-6','XXYbb', 'UB')
('SL22517-2022-11-02-2549','S107-5','NYYzAsWZMe', 'MB')
('AC22517-2022-11-02-2559','A143-3','s', 'UB')
('SL12058-2022-11-01-2540','S106-20','HYecqoF', 'LB')
('AC04652-2022-11-01-2636','A147-8','hKlrPVWWkjCdJrU', 'LB')
('SL22517-2022-11-01-2583','S108-15','ly', 'SL')
('AC04652-2022-11-01-2641','A147-13','NumT', 'LB')
('SL04652-2022-11-02-2559','S107-15','aafNpuYeBrybt', 'SL')
('AC04652-2022-11-01-2642','A147-14','jSyLMELjXy', 'LB')
('SL12058-2022-11-01-2558','S107-14','lcprLttsk', 'UB')
('SL12058-2022-11-01-2559','S107-15','wA', 'SL')
('AC04652-2022-11-01-2644','A147-16','baeDzIx', 'UB')
('AC12058-2022-11-01-2591','A144-17','VL', 'SL')
('SL12058-2022-11-01-2563','S107-19','EnJ', 'UB')
('SL22517-2022-11-02-2608','S109-16','In', 'SU')
('SL22517-2022-11-01-2594','S109-2','Hu', 'MB')
('SL22517-2022-11-02-2644','S111-4','LCchyAWlT', 'LB')
('AC12058-2022-11-01-2617','A146-7','hwawusvxNZ', 'LB')
('SL04652-2022-11-01-2640','S110-24','zhBVMlJk', 'SU')
('SL12058-2022-11-01-2595','S109-3','notxdmMouL', 'UB')
('SL12058-2022-11-01-2596','S109-4','crUkyKmHOyJuEWo', 'LB')
('SL04652-2022-11-01-2644','S111-4','bBqtoPaT', 'LB')
('SL22517-2022-11-02-2654','S111-14','XRQQMDbQDK', 'UB')
('SL12058-2022-11-01-2602','S109-10','lMgKezYTNoJHczZ', 'MB')
('AC04652-2022-11-01-2686','A150-4','kUQErX', 'UB')
('AC22517-2022-11-01-2517','A140-15','hIA', 'UB')
('AC04652-2022-11-02-2583','A144-9','efoGlxcJdM', 'UB')
('AC22517-2022-11-02-2713','A151-13','e', 'LB')
('SL22517-2022-11-01-2682','S112-18','iBWAZJ', 'MB')
('SL04652-2022-11-02-2656','S111-16','pgQsEWbrHBzfbRH', 'SU')
('AC04652-2022-11-02-2631','A147-3','mF', 'UB')
('AC22517-2022-11-02-2715','A151-15','FhlmVrQd', 'UB')
('AC04652-2022-11-02-2634','A147-6','sqCVwbr', 'SU')
('SL12058-2022-11-01-2656','S111-16','pwHeyzQWUZuD', 'SU')
('SL12058-2022-11-01-2657','S111-17','EsH', 'LB')
('AC12058-2022-11-01-2688','A150-6','bFSSjSdEjjl', 'SU')
('SL12058-2022-11-01-2660','S111-20','kZ', 'LB')
('AC22517-2022-11-02-2722','A152-4','JKMskE', 'UB')
('AC04652-2022-11-01-2753','A153-17','G', 'SL')
('AC22517-2022-11-01-2564','A143-8','XzqUwOInTUHIo', 'LB')
('SL04652-2022-11-01-2718','S114-6','go', 'UB')
('SL22517-2022-11-02-2730','S114-18','GloitZeNiAAP', 'MB')
('SL12058-2022-11-01-2689','S113-1','FKVsQ', 'LB')
('SL12058-2022-11-01-2691','S113-3','rUIRcEu', 'UB')
('SL04652-2022-11-01-2739','S115-3','SpWebHlI', 'UB')
('SL22517-2022-11-01-2733','S114-21','ZMKmLPG', 'MB')
('SL04652-2022-11-01-2749','S115-13','uvgDqKQM', 'MB')
('SL22517-2022-11-02-2750','S115-14','JrBkwOtMO', 'UB')
('AC04652-2022-11-01-2785','A155-13','ol', 'LB')
('SL22517-2022-11-02-2753','S115-17','SnapT', 'LB')
('AC12058-2022-11-01-2725','A152-7','Eqcm', 'LB')
('SL04652-2022-11-01-2755','S115-19','MzlwHAW', 'UB')
('SL04652-2022-11-01-2756','S115-20','KUacVr', 'LB')
('AC04652-2022-11-02-2691','A150-9','XLfJhneUXqy', 'UB')
('SL22517-2022-11-01-2740','S115-4','wKWbWwEuU', 'LB')
('SL22517-2022-11-02-2758','S115-22','odSiygiDAD', 'UB')
('AC04652-2022-11-02-2692','A150-10','w', 'UB')
('AC22517-2022-11-02-2763','A154-9','ARV', 'UB')
('SL12058-2022-11-01-2716','S114-4','Rkz', 'LB')
('SL22517-2022-11-02-2761','S116-1','CB', 'LB')
('SL12058-2022-11-01-2719','S114-7','SsVXcSDqgh', 'SL')
('AC22517-2022-11-01-2607','A145-15','xNxhCdVZYM', 'UB')
('AC04652-2022-11-01-2796','A156-6','rmJAFCevTYWfVui', 'SU')
('AC22517-2022-11-02-2766','A154-12','zkyXZcQkhg', 'SU')
('AC22517-2022-11-01-2631','A147-3','FWWjZdMt', 'UB')
('SL22517-2022-11-02-2793','S117-9','ILAnCqzqlw', 'LB')
('AC12058-2022-11-01-2756','A154-2','qqHUjIQeD', 'LB')
('SL22517-2022-11-02-2795','S117-11','uFJcEeTHp', 'UB')
('SL04652-2022-11-01-2799','S117-15','SaKSRq', 'SL')
('SL22517-2022-11-01-2780','S116-20','o', 'LB')
('SL04652-2022-11-02-2725','S114-13','ryKASc', 'MB')
('AC12058-2022-11-01-2760','A154-6','huCEP', 'SU')
('AC04652-2022-11-01-2822','A157-14','vitzAM', 'LB')
('SL22517-2022-11-02-2799','S117-15','uLvdwege', 'SL')
('AC22517-2022-11-01-2636','A147-8','NyDmjVQjqbQfviz', 'LB')
('AC12058-2022-11-01-2764','A154-10','lYQnmaFsSrAZHB', 'UB')
('SL04652-2022-11-01-2801','S117-17','XTfPERdX', 'LB')
('SL12058-2022-11-01-2757','S115-21','zDdvQTSRFQob', 'MB')
('AC22517-2022-11-02-2797','A156-7','f', 'LB')
('SL22517-2022-11-01-2784','S116-24','pvLJERxJse', 'SU')
('AC22517-2022-11-01-2642','A147-14','LpWL', 'LB')
('AC04652-2022-11-01-2828','A158-2','vvXqi', 'LB')
('SL04652-2022-11-01-2807','S117-23','VRoGmxEqZjJKynp', 'SL')
('AC04652-2022-11-02-2747','A153-11','Dbzy', 'SL')
('SL04652-2022-11-02-2731','S114-19','ycZhZGPFGebI', 'UB')
('AC04652-2022-11-02-2752','A153-16','TFsM', 'UB')
('AC22517-2022-11-02-2807','A156-17','A', 'SL')
('AC22517-2022-11-02-2812','A157-4','TtdJJ', 'UB')
('SL04652-2022-11-01-2813','S118-5','WFjXuvWWvj', 'MB')
('AC04652-2022-11-01-2837','A158-11','lEEkNaCbuvt', 'SL')
('SL22517-2022-11-01-2794','S117-10','WYnHzUR', 'MB')
('AC22517-2022-11-01-2649','A148-3','nhvLDJMLfFMGvUk', 'UB')
('SL12058-2022-11-01-2768','S116-8','AYJs', 'SU')
('AC22517-2022-11-01-2652','A148-6','AmHPnlfya', 'SU')
('SL22517-2022-11-02-2820','S118-12','x', 'LB')
('AC12058-2022-11-01-2780','A155-8','kRTg', 'LB')
('SL04652-2022-11-02-2738','S115-2','IwmtoGostrtNIV', 'MB')
('AC12058-2022-11-01-2782','A155-10','UgkkVEy', 'UB')
('AC22517-2022-11-01-2658','A148-12','UgrAwGATMlhkME', 'SU')
('AC22517-2022-11-01-2659','A148-13','lhjbPF', 'LB')
('AC04652-2022-11-01-2857','A159-13','b', 'LB')
('SL12058-2022-11-01-2786','S117-2','MfwzODClpHFF', 'MB')
('SL22517-2022-11-02-2835','S119-3','DiyxbLghJ', 'UB')
('AC04652-2022-11-02-2775','A155-3','KQmIhyptF', 'UB')
('SL22517-2022-11-02-2839','S119-7','XoXcAskoz', 'SL')
('SL22517-2022-11-01-2816','S118-8','AAmuceZC', 'SU')
('SL22517-2022-11-02-2841','S119-9','uzSeKUoWwL', 'LB')
('SL04652-2022-11-02-2754','S115-18','Pf', 'MB')
('SL12058-2022-11-01-2789','S117-5','lJ', 'MB')
('AC22517-2022-11-01-2670','A149-6','PvZrtOPAyvrxrD', 'SU')
('SL04652-2022-11-01-2842','S119-10','CXTEVIbJahXxxlL', 'MB')
('SL04652-2022-11-01-2843','S119-11','wLVpWlh', 'UB')
('SL22517-2022-11-02-2850','S119-18','BqBLGjUo', 'MB')
('AC22517-2022-11-02-2853','A159-9','CHXOGv', 'UB')
('SL04652-2022-11-02-2769','S116-9','XyZ', 'LB')
('SL22517-2022-11-01-2831','S118-23','uvpjhsjYDzOzFXZV', 'SL')
('AC12058-2022-11-01-2808','A156-18','hbFobaolDxI', 'SU')
('SL12058-2022-11-01-2800','S117-16','eZALLJblSRLbv', 'SU')
('SL04652-2022-11-01-2850','S119-18','mK', 'MB')
('SL04652-2022-11-02-2777','S116-17','CndmnxlYXoAw', 'LB')
('AC12058-2022-11-01-2811','A157-3','lVY', 'UB')
('AC04652-2022-11-01-2872','A160-10','Ao', 'UB')
('AC12058-2022-11-01-2813','A157-5','wKYPDxYa', 'SL')
('SL12058-2022-11-01-2809','S118-1','dOCwUCXK', 'LB')
('AC04652-2022-11-02-2799','A156-9','yiYN', 'UB')
('SL04652-2022-11-02-2780','S116-20','kJFmpCxXDBx', 'LB')
('SL04652-2022-11-02-2781','S116-21','HJQXLcgDbxcgw', 'MB')
('SL04652-2022-11-02-2782','S116-22','dtkpGPaSozSBNDH', 'UB')
('AC22517-2022-11-01-2686','A150-4','IiJ', 'UB')
('AC12058-2022-11-01-2819','A157-11','K', 'SL')
('SL04652-2022-11-01-2862','S120-6','Ga', 'UB')
('SL04652-2022-11-02-2792','S117-8','VeFPfSIuXOg', 'SU')
('AC04652-2022-11-01-2887','A161-7','rSlf', 'LB')
('SL04652-2022-11-01-2867','S120-11','pXXgWtT', 'UB')
('SL04652-2022-11-01-2868','S120-12','vgdzIsJdtN', 'LB')
('AC12058-2022-11-01-2828','A158-2','yY', 'LB')
('SL04652-2022-11-01-2870','S120-14','nsQNCO', 'UB')
('SL04652-2022-11-01-2872','S120-16','Ut', 'SU')
('AC04652-2022-11-02-2811','A157-3','eTlIwx', 'UB')
('SL22517-2022-11-02-2885','S121-5','uyBFEjA', 'MB')
('AC04652-2022-11-02-2813','A157-5','ABRvbDRL', 'SL')
('AC22517-2022-11-02-2896','A161-16','ibFDsGWK', 'UB')
('SL22517-2022-11-02-2894','S121-14','TBDXF', 'UB')
('SL22517-2022-11-01-2869','S120-13','n', 'MB')
('AC04652-2022-11-02-2822','A157-14','yxmlUpUlRBxDwO', 'LB')
('SL12058-2022-11-01-2844','S119-12','lInAzMJWO', 'LB')
('AC04652-2022-11-01-2905','A162-7','WkfJpWyhBSOs', 'LB')
('SL12058-2022-11-01-2846','S119-14','svFUhQ', 'UB')
('SL22517-2022-11-01-2875','S120-19','s', 'UB')
('SL12058-2022-11-01-2852','S119-20','UDbbAUhBjV', 'LB')
('SL04652-2022-11-01-2892','S121-12','umj', 'LB')
('AC12058-2022-11-01-2852','A159-8','LrdfkRNX', 'LB')
('AC22517-2022-11-02-2915','A162-17','VYmeYZSOZuFZl', 'SL')
('SL22517-2022-11-01-2881','S121-1','ScjuTlAGYcYOacm', 'LB')
('AC22517-2022-11-01-2716','A151-16','hFNPnZP', 'UB')
('AC22517-2022-11-01-2717','A151-17','qFJgzSPAAzxianp', 'SL')
('AC12058-2022-11-01-2856','A159-12','leIgj', 'SU')
('AC04652-2022-11-02-2835','A158-9','dgEDQCbCW', 'UB')
('AC22517-2022-11-02-2922','A163-6','POLJpHnXCKhL', 'SU')
('SL04652-2022-11-02-2822','S118-14','noNpjEWOozYkbPA', 'UB')
('AC04652-2022-11-02-2838','A158-12','nftrxkJSSLVWe', 'SU')
('SL12058-2022-11-01-2864','S120-8','RgZI', 'SU')
('AC22517-2022-11-01-2719','A152-1','lQB', 'LB')
('AC22517-2022-11-02-2954','A165-2','AwfnGUR', 'LB')
('AC12058-2022-11-01-2891','A161-11','FJGLXSqGQCOK', 'SL')
('AC04652-2022-11-01-2938','A164-4','lVVcVqybSEi', 'UB')
('AC04652-2022-11-02-2865','A160-3','hMt', 'UB')
('AC22517-2022-11-02-2959','A165-7','wbvN', 'LB')
('AC22517-2022-11-01-2749','A153-13','tBJIhEKCoUtrumXi', 'LB')
('SL22517-2022-11-01-2918','S122-14','CsfyUnCETEiZPPwu', 'UB')
('AC04652-2022-11-02-2870','A160-8','BAUujLDART', 'LB')
('AC12058-2022-11-01-2896','A161-16','uoRkzf', 'UB')
('AC04652-2022-11-01-2943','A164-9','LlpPXioGPmumy', 'UB')
('SL12058-2022-11-01-2898','S121-18','QdVRpeYJHHRv', 'MB')
('AC04652-2022-11-01-2946','A164-12','BiROY', 'SU')
('SL04652-2022-11-01-2945','S123-17','penhMS', 'LB')
('AC04652-2022-11-01-2953','A165-1','LuIkmAgPNkNLqiy', 'LB')
('AC12058-2022-11-01-2907','A162-9','thPWcmBPBGrNPlIH', 'UB')
('SL22517-2022-11-01-2929','S123-1','GxNr', 'LB')
('SL22517-2022-11-01-2930','S123-2','t', 'MB')
('SL22517-2022-11-02-2960','S124-8','hkzaiJTUbP', 'SU')
('AC22517-2022-11-01-2764','A154-10','l', 'UB')
('SL22517-2022-11-01-2937','S123-9','U', 'LB')
('AC22517-2022-11-02-2990','A167-2','wEJA', 'LB')
('SL22517-2022-11-01-2943','S123-15','esHNXAsvpwpgsJa', 'SL')
('SL22517-2022-11-01-2949','S123-21','VcPPTXk', 'MB')
('AC22517-2022-11-02-2998','A167-10','upmq', 'UB')
('SL22517-2022-11-01-2951','S123-23','Skbxg', 'SL')
('SL04652-2022-11-02-2879','S120-23','hcQMEiSC', 'SL')
('AC12058-2022-11-01-2931','A163-15','ey', 'UB')
('AC22517-2022-11-02-3003','A167-15','gAaUVlGw', 'UB')
('AC12058-2022-11-01-2940','A164-6','vewYNWVxQdD', 'SU')
('SL12058-2022-11-01-2931','S123-3','TDoenqfiAFS', 'UB')
('SL04652-2022-11-02-2894','S121-14','DDWWbIqTjBSoV', 'UB')
('AC22517-2022-11-01-2790','A155-18','jFDnoWADkm', 'SU')
('AC22517-2022-11-02-3016','A168-10','yFUEEGtaNaXgyCm', 'UB')
('SL22517-2022-11-02-3004','S126-4','AsCeJLzz', 'LB')
('SL04652-2022-11-02-2909','S122-5','DfKyM', 'MB')
('AC12058-2022-11-01-2965','A165-13','hhaPqfm', 'LB')
('AC04652-2022-11-02-2941','A164-7','PqroKPrZ', 'LB')
('SL22517-2022-11-01-2980','S125-4','efkttMqplJoEd', 'LB')
('AC12058-2022-11-01-2968','A165-16','zgsxm', 'UB')
('AC04652-2022-11-02-2945','A164-11','RARcgXwgxGkBP', 'SL')
('AC22517-2022-11-02-3035','A169-11','cWRxMDIVZRJF', 'SL')
('AC04652-2022-11-01-3005','A167-17','UPmfX', 'SL')
('SL22517-2022-11-02-3023','S126-23','VrL', 'SL')
('AC04652-2022-11-01-3009','A168-3','uQsW', 'UB')
('AC04652-2022-11-01-3012','A168-6','wRXDzsEvyqmZxYY', 'SU')
('AC22517-2022-11-01-2823','A157-15','ByAuWmYdlv', 'UB')
('AC22517-2022-11-01-2824','A157-16','sITASxjtk', 'UB')
('AC12058-2022-11-01-2981','A166-11','whwnabTvyJwme', 'SL')
('AC04652-2022-11-01-3014','A168-8','yzjzmOGWVpjSV', 'LB')
('AC04652-2022-11-01-3015','A168-9','bjmddQvlyG', 'UB')
('SL22517-2022-11-01-2991','S125-15','NfZiRJbjNHB', 'SL')
('SL04652-2022-11-01-3006','S126-6','ASqSnrx', 'UB')
('SL22517-2022-11-01-3010','S126-10','mXnFoQPFSHWwkKQt', 'MB')
('AC22517-2022-11-02-3070','A171-10','EGhQegvqsBOQ', 'UB')
('SL04652-2022-11-02-2955','S124-3','CGZUO', 'UB')
('AC22517-2022-11-02-3081','A172-3','pcwMXzQvh', 'UB')
('AC22517-2022-11-01-2865','A160-3','MMgIepVgIU', 'UB')
('SL04652-2022-11-01-3040','S127-16','brJdawGNM', 'SU')
('SL22517-2022-11-02-3073','S129-1','SoFsoxWqhU', 'LB')
('AC22517-2022-11-02-3088','A172-10','stAsdFFCgoH', 'UB')
('SL22517-2022-11-01-3034','S127-10','Apecjawzc', 'MB')
('AC22517-2022-11-01-2877','A160-15','kwSoXRN', 'UB')
('AC22517-2022-11-01-2878','A160-16','rPBWElUYtXpjfQkj', 'UB')
('SL22517-2022-11-02-3077','S129-5','hgWblEp', 'MB')
('AC04652-2022-11-02-3006','A167-18','vlrjzPNHdI', 'SU')
('AC04652-2022-11-02-3012','A168-6','Kk', 'SU')
('SL04652-2022-11-01-3051','S128-3','ZaYoj', 'UB')
('SL04652-2022-11-02-2979','S125-3','Ee', 'UB')
('AC22517-2022-11-01-2887','A161-7','pPbheiGTyaW', 'LB')
('SL12058-2022-11-01-3024','S126-24','GKliLMDzuUUlSm', 'SU')
('AC22517-2022-11-01-2896','A161-16','HgQuklhyTMhRH', 'UB')
('SL04652-2022-11-02-2987','S125-11','DzuPTktgD', 'UB')
('AC04652-2022-11-02-3017','A168-11','MJKqXZ', 'SL')
('SL04652-2022-11-01-3064','S128-16','LBwncDQhZ', 'SU')
('AC04652-2022-11-01-3070','A171-10','DxJfSFypQmdtnl', 'UB')
('AC22517-2022-11-02-3114','A173-18','ROXMUUcFRpU', 'SU')
('AC04652-2022-11-01-3072','A171-12','nczyQxBZDhP', 'SU')
('SL04652-2022-11-02-2995','S125-19','ksPpBcqZPqTO', 'UB')
('AC04652-2022-11-01-3074','A171-14','Loi', 'LB')
('AC04652-2022-11-02-3021','A168-15','xDKwazZOBNe', 'UB')
('SL22517-2022-11-02-3097','S130-1','RFjLFeuozl', 'LB')
('AC22517-2022-11-02-3120','A174-6','kNdNdx', 'SU')
('AC22517-2022-11-01-2898','A161-18','tLUgb', 'SU')
('AC12058-2022-11-01-3053','A170-11','UKgKxDLFhk', 'SL')
('SL22517-2022-11-01-3090','S129-18','LY', 'MB')
('AC04652-2022-11-02-3059','A170-17','uDWhQXOvCPSseKQ', 'SL')
('SL22517-2022-11-02-3128','S131-8','sXHiR', 'SU')
('SL04652-2022-11-01-3112','S130-16','NrZfmnyrYNUg', 'SU')
('AC22517-2022-11-02-3160','A176-10','GyTI', 'UB')
('AC04652-2022-11-02-3062','A171-2','mLrnj', 'LB')
('AC12058-2022-11-01-3083','A172-5','G', 'SL')
('AC12058-2022-11-01-3084','A172-6','rYqbZcTKrEInYZcU', 'SU')
('AC12058-2022-11-01-3085','A172-7','CzxIZZy', 'LB')
('AC22517-2022-11-01-2935','A164-1','af', 'LB')
('SL22517-2022-11-02-3132','S131-12','FoAlzzwzUjNnRs', 'LB')
('SL22517-2022-11-01-3098','S130-2','uMfBfGMsYax', 'MB')
('AC04652-2022-11-02-3066','A171-6','Q', 'SU')
('SL22517-2022-11-02-3134','S131-14','HqLnO', 'UB')
('SL12058-2022-11-01-3063','S128-15','mLn', 'SL')
('SL22517-2022-11-01-3101','S130-5','pDGwqSygtSKNIMBF', 'MB')
('SL04652-2022-11-02-3042','S127-18','avhLnoDChkR', 'MB')
('SL22517-2022-11-01-3103','S130-7','FmE', 'SL')
('SL12058-2022-11-01-3072','S128-24','ZfykjvYsaItpxoM', 'SU')
('SL04652-2022-11-01-3130','S131-10','jFpMBvHahx', 'MB')
('SL04652-2022-11-02-3058','S128-10','hHcmDhh', 'MB')
('SL22517-2022-11-02-3149','S132-5','aS', 'MB')
('AC22517-2022-11-01-2960','A165-8','RbkNGoc', 'LB')
('SL22517-2022-11-01-3114','S130-18','hQq', 'MB')
('AC22517-2022-11-01-2961','A165-9','gwNts', 'UB')
('SL12058-2022-11-01-3077','S129-5','DHOzXBHUblfe', 'MB')
('AC22517-2022-11-02-3178','A177-10','D', 'UB')
('SL04652-2022-11-01-3137','S131-17','k', 'LB')
('AC22517-2022-11-02-3179','A177-11','ulFPUKlhaGAOt', 'SL')
('SL12058-2022-11-01-3078','S129-6','ISaup', 'UB')
('SL04652-2022-11-01-3138','S131-18','aqbrjLVkP', 'MB')
('SL04652-2022-11-02-3070','S128-22','zWxGhZBAe', 'UB')
('AC04652-2022-11-02-3093','A172-15','XAY', 'UB')
('AC22517-2022-11-01-2970','A165-18','YTmQXZzsBYT', 'SU')
('AC04652-2022-11-02-3100','A173-4','GbCmIt', 'UB')
('AC12058-2022-11-01-3120','A174-6','wZLKPFsKlww', 'SU')
('AC22517-2022-11-01-2975','A166-5','ZTS', 'SL')
('AC22517-2022-11-02-3194','A178-8','WNxmqseDO', 'LB')
('AC22517-2022-11-01-2986','A166-16','JhIosZvRPBsr', 'UB')
('SL12058-2022-11-01-3094','S129-22','xAnmPThiSCjYGgpc', 'UB')
('AC12058-2022-11-01-3135','A175-3','i', 'UB')
('SL22517-2022-11-02-3184','S133-16','gjwnrGZagDLkJhJ', 'SU')
('SL22517-2022-11-01-3150','S132-6','Fv', 'UB')
('SL22517-2022-11-02-3186','S133-18','bVcLMf', 'MB')
('AC04652-2022-11-02-3120','A174-6','qhHqdjzM', 'SU')
('SL22517-2022-11-02-3188','S133-20','kMoUwxWIUnKtUwmW', 'LB')
('AC04652-2022-11-02-3123','A174-9','fEIZQIK', 'UB')
('SL12058-2022-11-01-3101','S130-5','HqwfstipBHeqeyQ', 'MB')
('AC12058-2022-11-01-3139','A175-7','sFvIneYNBBURKDu', 'LB')
('SL12058-2022-11-01-3102','S130-6','wGcvVDl', 'UB')
('SL04652-2022-11-02-3106','S130-10','pcilWxXKkxNg', 'MB')
('SL04652-2022-11-02-3107','S130-11','WaoCobwvDSLOKp', 'UB')
('AC22517-2022-11-02-3206','A179-2','mCjvhDfbHuVBLl', 'LB')
('AC04652-2022-11-01-3155','A176-5','efXzVLTqRHhG', 'SL')
('AC22517-2022-11-02-3209','A179-5','G', 'SL')
('AC04652-2022-11-01-3156','A176-6','DraTdc', 'SU')
('AC04652-2022-11-02-3129','A174-15','y', 'UB')
('SL22517-2022-11-01-3170','S133-2','uqTfWdd', 'MB')
('SL04652-2022-11-01-3179','S133-11','QSLkrc', 'UB')
('SL04652-2022-11-02-3122','S131-2','OeONhQoNtCcy', 'MB')
('SL22517-2022-11-02-3207','S134-15','gfw', 'SL')
('SL22517-2022-11-02-3208','S134-16','j', 'SU')
('SL12058-2022-11-01-3117','S130-21','QuTDHxzqa', 'MB')
('AC12058-2022-11-01-3162','A176-12','zbbQH', 'SU')
('AC04652-2022-11-02-3143','A175-11','LWPNbUVwVU', 'SL')
('AC22517-2022-11-02-3233','A180-11','BbSulqD', 'SL')
('AC22517-2022-11-01-3027','A169-3','FwNMvcfCIQpVAn', 'UB')
('AC12058-2022-11-01-3168','A176-18','WzempktcGCnY', 'SU')
('AC04652-2022-11-01-3179','A177-11','xBdN', 'SL')
('AC04652-2022-11-01-3180','A177-12','lIQntutfugALmpqw', 'SU')
('AC22517-2022-11-02-3241','A181-1','UWhrGnOrSwaD', 'LB')
('AC22517-2022-11-01-3032','A169-8','nkJXIMOIA', 'LB')
('AC12058-2022-11-01-3172','A177-4','FFJBpIWftvtBud', 'UB')
('AC04652-2022-11-01-3185','A177-17','QLlEBTTpJdNN', 'SL')
('SL04652-2022-11-01-3199','S134-7','HlEBENAUcHkTliD', 'SL')
('AC12058-2022-11-01-3175','A177-7','RrrlwKg', 'LB')
('AC04652-2022-11-01-3191','A178-5','atHIaLncAYslxFM', 'SL')
('SL22517-2022-11-01-3198','S134-6','YugPqTOv', 'UB')
('AC12058-2022-11-01-3180','A177-12','iWKLeWtUQZP', 'SU')
('AC22517-2022-11-02-3251','A181-11','UbXMVYQQuJIby', 'SL')
('AC04652-2022-11-02-3158','A176-8','B', 'LB')
('SL22517-2022-11-01-3203','S134-11','BofnluIEXLBVwyq', 'UB')
('SL22517-2022-11-01-3205','S134-13','Ntr', 'MB')
('SL04652-2022-11-01-3217','S135-1','u', 'LB')
