('SL04652-2022-11-02-4122','S172-18','LYL', 'MB')
('AC04652-2022-11-02-7847','A436-17','pJyAGc', 'SL')
('SL04652-2022-11-01-7757','S324-5','MdWEms', 'MB')
('SL22517-2022-11-02-7766','S324-14','AoePIy', 'UB')
('AC22517-2022-11-01-7834','A436-4','WhfJTmcWCb', 'UB')
('AC12058-2022-11-01-7838','A436-8','GQRI', 'LB')
('AC04652-2022-11-01-8119','A452-1','klKCUinGZk', 'LB')
('SL12058-2022-11-01-7630','S318-22','zPEN', 'UB')
('SL22517-2022-11-02-7798','S325-22','af', 'UB')
('SL04652-2022-11-01-7798','S325-22','vmGxtEcTeWp', 'UB')
('SL22517-2022-11-01-7723','S322-19','vyZvfcIozScRb', 'UB')
('SL12058-2022-11-01-7649','S319-17','M', 'LB')
('SL22517-2022-11-01-7747','S323-19','iNLjIXgCdzUhuREq', 'UB')
('AC04652-2022-11-01-8150','A453-14','hgVEBIizjN', 'LB')
('SL12058-2022-11-01-7656','S319-24','lrbprXNapAfTgwGf', 'SU')
('SL22517-2022-11-02-7823','S326-23','OyepuWQslyBFfGL', 'SL')
('AC22517-2022-11-01-7891','A439-7','VNvisI', 'LB')
('AC12058-2022-11-01-7891','A439-7','HeP', 'LB')
('SL04652-2022-11-02-7868','S328-20','rwbXcrjI', 'LB')
('AC12058-2022-11-01-7940','A442-2','ARAQxifYYxDuRWR', 'LB')
('AC04652-2022-11-01-8197','A456-7','wNWlgFoyjLumU', 'LB')
('SL22517-2022-11-02-7877','S329-5','plUFOhVST', 'MB')
('SL04652-2022-11-01-7890','S329-18','QojZGqNl', 'MB')
('SL04652-2022-11-01-7914','S330-18','eMqQfHI', 'MB')
('AC04652-2022-11-01-8245','A459-1','GMM', 'LB')
('SL04652-2022-11-01-7924','S331-4','QgduVNVlCENp', 'LB')
('AC12058-2022-11-01-7988','A444-14','jZwlogxnBgHwlt', 'LB')
('SL22517-2022-11-02-7920','S330-24','GjeNHXpPJkFUWfB', 'SU')
('AC04652-2022-11-02-8004','A445-12','cKtKLBVyAVu', 'SU')
('AC12058-2022-11-01-8002','A445-10','ppWYBRhdxkcCMX', 'UB')
('AC04652-2022-11-02-8016','A446-6','PCAAwZgwMuPTr', 'SU')
('SL12058-2022-11-01-7772','S324-20','CeYpRvf', 'LB')
('SL04652-2022-11-02-7944','S331-24','WI', 'SU')
('AC04652-2022-11-01-8263','A460-1','uutgMWtviaF', 'LB')
('SL04652-2022-11-02-7949','S332-5','dyNZR', 'MB')
('AC22517-2022-11-02-8071','A449-7','akmhNxEVO', 'LB')
('AC12058-2022-11-01-8009','A445-17','RuxIdvQJE', 'SL')
('SL04652-2022-11-01-7950','S332-6','coQBkdE', 'UB')
('SL22517-2022-11-01-7852','S328-4','lTS', 'LB')
('SL04652-2022-11-01-7956','S332-12','hQSdDLrdCQfsmB', 'LB')
('AC04652-2022-11-01-8272','A460-10','wcERexRUB', 'UB')
('AC12058-2022-11-01-8018','A446-8','Z', 'LB')
('AC22517-2022-11-01-8001','A445-9','Jh', 'UB')
('SL22517-2022-11-02-7952','S332-8','r', 'SU')
('AC12058-2022-11-01-8023','A446-13','vdABoEXwmuTMZBhb', 'LB')
('AC04652-2022-11-01-8277','A460-15','PCRsOYR', 'UB')
('SL04652-2022-11-01-7967','S332-23','gcCw', 'SL')
('AC12058-2022-11-01-8040','A447-12','WWcUOyibOAQHXD', 'SU')
('SL12058-2022-11-01-7806','S326-6','ONfzjLYRjU', 'UB')
('AC04652-2022-11-02-8067','A449-3','yVirgyubtzOJ', 'UB')
('AC04652-2022-11-01-8310','A462-12','kOo', 'SU')
('SL04652-2022-11-01-7995','S334-3','JOgWuyWxaj', 'UB')
('AC04652-2022-11-01-8316','A462-18','GZ', 'SU')
('AC22517-2022-11-02-8112','A451-12','nk', 'SU')
('AC04652-2022-11-01-8369','A465-17','o', 'SL')
('SL04652-2022-11-02-8046','S336-6','nrSoPfcHWkkYTH', 'UB')
('SL04652-2022-11-01-8061','S336-21','WNlTJmGtkSliq', 'MB')
('AC12058-2022-11-01-8112','A451-12','jmTVUyz', 'SU')
('AC22517-2022-11-01-8096','A450-14','XWGKgNdrqXQy', 'LB')
('AC12058-2022-11-01-8119','A452-1','ZYxOM', 'LB')
('SL12058-2022-11-01-7906','S330-10','vEdNH', 'MB')
('SL22517-2022-11-01-7970','S333-2','I', 'MB')
('SL12058-2022-11-01-7909','S330-13','oQZ', 'MB')
('SL22517-2022-11-02-8062','S336-22','HoSHFSd', 'UB')
('AC04652-2022-11-01-8385','A466-15','rQLDhIpfvdL', 'UB')
('SL22517-2022-11-01-7972','S333-4','gcfyuSweDrQxsXng', 'LB')
('SL04652-2022-11-01-8076','S337-12','neVGyDTJhqhksXGT', 'LB')
('SL22517-2022-11-02-8063','S336-23','vRyPxJmBx', 'SL')
('SL04652-2022-11-01-8081','S337-17','TuRPWDrXzX', 'LB')
('SL22517-2022-11-02-8065','S337-1','NrdpEHHoUndJz', 'LB')
('SL22517-2022-11-02-8066','S337-2','JiUSRdgoY', 'MB')
('AC04652-2022-11-01-8389','A467-1','QuNGtkcDv', 'LB')
('SL22517-2022-11-02-8069','S337-5','KX', 'MB')
('SL04652-2022-11-01-8085','S337-21','XjpbXNZnvTdEoVid', 'MB')
('SL12058-2022-11-01-7940','S331-20','YN', 'LB')
('SL12058-2022-11-01-7945','S332-1','rKcByGkUUXEsMcJF', 'LB')
('SL12058-2022-11-01-7946','S332-2','kuqoIjFmjIfcXIU', 'MB')
('SL22517-2022-11-01-7999','S334-7','EO', 'SL')
('SL12058-2022-11-01-7952','S332-8','SDLXkuSe', 'SU')
('SL04652-2022-11-02-8088','S337-24','d', 'SU')
('SL12058-2022-11-01-7956','S332-12','FzPDuiayFquhsG', 'LB')
('SL22517-2022-11-01-8005','S334-13','bet', 'MB')
('AC04652-2022-11-02-8195','A456-5','nxlfqgt', 'SL')
('AC04652-2022-11-01-8434','A469-10','W', 'UB')
('SL22517-2022-11-01-8091','S338-3','tQddCB', 'UB')
('SL04652-2022-11-02-8159','S340-23','KwPYfAUSyoZPMQf', 'SL')
('AC04652-2022-11-02-8274','A460-12','TXstS', 'SU')
('AC04652-2022-11-01-8503','A473-7','OVrrPilIFxtFGyp', 'LB')
('AC22517-2022-11-01-8225','A457-17','HHNrRvUXMmnGEbE', 'SL')
('SL12058-2022-11-01-8038','S335-22','ydJWvuXyOWQQyj', 'UB')
('AC04652-2022-11-01-8517','A474-3','Vyix', 'UB')
('SL04652-2022-11-02-8175','S341-15','VSHBAcgkpRxae', 'SL')
('AC22517-2022-11-02-8315','A462-17','Im', 'SL')
('SL12058-2022-11-01-8052','S336-12','vwKPlBj', 'LB')
('SL22517-2022-11-01-8123','S339-11','ed', 'UB')
('AC04652-2022-11-02-8304','A462-6','DIf', 'SU')
('AC04652-2022-11-02-8305','A462-7','FHeilGQzbYOZSg', 'LB')
('AC22517-2022-11-02-8332','A463-16','u', 'UB')
('SL04652-2022-11-02-8197','S342-13','ULK', 'MB')
('AC22517-2022-11-01-8257','A459-13','CFQfNfWIGd', 'LB')
('AC22517-2022-11-01-8258','A459-14','pMKVG', 'LB')
('AC04652-2022-11-01-8543','A475-11','mKqpjHoM', 'SL')
('SL04652-2022-11-01-8233','S344-1','chYKkCYLNgJfS', 'LB')
('SL22517-2022-11-01-8144','S340-8','tnFXcLjsrKkOp', 'SU')
('AC22517-2022-11-01-8268','A460-6','UNGpI', 'SU')
('SL04652-2022-11-02-8212','S343-4','xHAEe', 'LB')
('SL22517-2022-11-01-8151','S340-15','EP', 'SL')
('AC22517-2022-11-01-8278','A460-16','yVTIHw', 'UB')
('AC04652-2022-11-02-8339','A464-5','yrDJvQfztbQNSIv', 'SL')
('SL04652-2022-11-01-8253','S344-21','bRFCXd', 'MB')
('SL12058-2022-11-01-8092','S338-4','EPFAG', 'LB')
('AC12058-2022-11-01-8312','A462-14','aJa', 'LB')
('SL22517-2022-11-01-8174','S341-14','iaTnPlAdFgovgv', 'UB')
('AC12058-2022-11-01-8320','A463-4','MOIBzybcxvWcv', 'UB')
('AC04652-2022-11-02-8352','A464-18','QqUgtB', 'SU')
('AC04652-2022-11-02-8353','A465-1','mOV', 'LB')
('AC22517-2022-11-02-8385','A466-15','LZtoSOsnVczp', 'UB')
('SL22517-2022-11-02-8259','S345-3','OpQJWgjyokVLdyT', 'UB')
('AC22517-2022-11-01-8310','A462-12','Xjaj', 'SU')
('AC04652-2022-11-01-8584','A477-16','X', 'UB')
('AC12058-2022-11-01-8342','A464-8','sO', 'LB')
('AC04652-2022-11-01-8616','A479-12','zbkVEnv', 'SU')
('SL12058-2022-11-01-8131','S339-19','hvKYlTRI', 'UB')
('SL22517-2022-11-01-8224','S343-16','uIs', 'SU')
('AC04652-2022-11-01-8620','A479-16','MKiRqVbGz', 'UB')
('AC22517-2022-11-02-8460','A470-18','INtKaGQ', 'SU')
('SL12058-2022-11-01-8164','S341-4','SUNMCKVWwNxsWgv', 'LB')
('AC22517-2022-11-02-8464','A471-4','qiol', 'UB')
('AC04652-2022-11-02-8470','A471-10','gAZJfO', 'UB')
('AC04652-2022-11-01-8695','A484-1','NQLVxIgNWiB', 'LB')
('SL04652-2022-11-01-8383','S350-7','fVWTeOWIj', 'SL')
('SL22517-2022-11-01-8313','S347-9','FZtEsVTvSKPmHxO', 'LB')
('SL22517-2022-11-01-8314','S347-10','YlDuLpDvob', 'MB')
('AC12058-2022-11-01-8437','A469-13','QVJhJfDVIWWGGAi', 'LB')
('SL22517-2022-11-02-8380','S350-4','RrzyeY', 'LB')
('AC04652-2022-11-01-8729','A485-17','d', 'SL')
('AC22517-2022-11-01-8466','A471-6','UzqUIcPy', 'SU')
('AC04652-2022-11-02-8520','A474-6','VmV', 'SU')
('AC12058-2022-11-01-8460','A470-18','NLzpDOwADVI', 'SU')
('AC22517-2022-11-01-8468','A471-8','QxyZzTglQ', 'LB')
('AC22517-2022-11-02-8567','A476-17','RN', 'SL')
('AC04652-2022-11-01-8752','A487-4','LTgfLNqlLG', 'UB')
('AC22517-2022-11-02-8576','A477-8','x', 'LB')
('SL04652-2022-11-01-8451','S353-3','BlKRnWtZEe', 'UB')
('SL22517-2022-11-01-8395','S350-19','jrMMUnqU', 'UB')
('SL22517-2022-11-02-8438','S352-14','EDMgpYCuYmFDQ', 'UB')
('AC04652-2022-11-02-8569','A477-1','WmlQcGasolicB', 'LB')
('SL22517-2022-11-01-8399','S350-23','HFKD', 'SL')
('SL12058-2022-11-01-8310','S347-6','RnciUMiVAZQdz', 'UB')
('AC04652-2022-11-02-8574','A477-6','hG', 'SU')
('AC12058-2022-11-01-8514','A473-18','phJLGxMwKr', 'SU')
('AC22517-2022-11-01-8545','A475-13','DKDPbitYVgxrAUu', 'LB')
('AC12058-2022-11-01-8564','A476-14','J', 'LB')
('SL04652-2022-11-02-8508','S355-12','VgVdlDYTLae', 'LB')
('AC12058-2022-11-01-8566','A476-16','ZDVCXvXNgXWKMsZG', 'UB')
('SL04652-2022-11-02-8537','S356-17','XnBAyheuRShNHVN', 'LB')
('AC04652-2022-11-02-8662','A482-4','qaTgi', 'UB')
('AC04652-2022-11-01-8880','A494-6','EKGUJ', 'SU')
('AC22517-2022-11-02-8699','A484-5','eXEAjhFklMPduc', 'SL')
('SL04652-2022-11-02-8556','S357-12','r', 'LB')
('AC22517-2022-11-01-8619','A479-15','OZaRyvIrETSIvdvy', 'UB')
('AC22517-2022-11-02-8700','A484-6','RBk', 'SU')
('AC04652-2022-11-01-8885','A494-11','gO', 'SL')
('SL04652-2022-11-02-8561','S357-17','Q', 'LB')
('SL04652-2022-11-02-8565','S357-21','spLMvaTCBBMZgXlb', 'MB')
('SL12058-2022-11-01-8421','S351-21','ZBkYiVioHk', 'MB')
('AC04652-2022-11-01-8937','A497-9','fubVl', 'UB')
('SL12058-2022-11-01-8460','S353-12','PI', 'LB')
('SL04652-2022-11-01-8614','S359-22','L', 'UB')
('AC22517-2022-11-02-8758','A487-10','OxVbgSvYHmyCj', 'UB')
('SL04652-2022-11-01-8619','S360-3','GrNth', 'UB')
('AC12058-2022-11-01-8681','A483-5','yd', 'SL')
('AC04652-2022-11-02-8767','A488-1','sktahAztZMCvyWh', 'LB')
('AC22517-2022-11-02-8802','A489-18','MdezVfWYF', 'SU')
('AC04652-2022-11-01-8991','A500-9','QBhpirmThbhgZe', 'UB')
('AC22517-2022-11-01-8731','A486-1','bThUqsZmv', 'LB')
('AC04652-2022-11-01-9013','A501-13','ESQIPOPI', 'LB')
('AC22517-2022-11-02-8815','A490-13','cYMwLE', 'LB')
('SL04652-2022-11-02-8693','S363-5','rLQtOBQHorVRt', 'MB')
('SL22517-2022-11-02-8660','S361-20','SfeqHlOWDBBG', 'LB')
('AC22517-2022-11-02-8818','A490-16','CkZzxhObhjqLhSr', 'UB')
('SL04652-2022-11-02-8702','S363-14','MQtdWIdxPTP', 'UB')
('AC04652-2022-11-01-9021','A502-3','bGvxREFOYxETg', 'UB')
('AC04652-2022-11-01-9027','A502-9','Plq', 'UB')
('AC04652-2022-11-02-8821','A491-1','qQLHIEU', 'LB')
('AC04652-2022-11-01-9057','A504-3','bSCpKwUGFyp', 'UB')
('AC22517-2022-11-02-8847','A492-9','zDXk', 'UB')
('AC04652-2022-11-01-9059','A504-5','kWzAYCYCimgZhKV', 'SL')
('SL04652-2022-11-01-8752','S365-16','XgOOZ', 'SU')
('SL04652-2022-11-01-8753','S365-17','YhDBeVwcyA', 'LB')
('SL12058-2022-11-01-8604','S359-12','oapDhhO', 'LB')
('SL22517-2022-11-01-8720','S364-8','jwgwHpBODhqe', 'SU')
('AC12058-2022-11-01-8817','A490-15','POKIB', 'UB')
('AC22517-2022-11-02-8881','A494-7','QbkzSkdrOiq', 'LB')
('AC04652-2022-11-01-9111','A507-3','aLHIbOLOiIqXCj', 'UB')
('AC22517-2022-11-01-8826','A491-6','GpGZA', 'SU')
('AC22517-2022-11-01-8827','A491-7','POEHaK', 'LB')
('SL22517-2022-11-01-8771','S366-11','HSyCaAguIlWzmcJ', 'UB')
('AC04652-2022-11-02-8935','A497-7','sjCYxXTky', 'LB')
('SL04652-2022-11-01-8802','S367-18','DbMDIKpgmwKDsUeP', 'MB')
('SL12058-2022-11-01-8666','S362-2','vmhkCMb', 'MB')
('AC04652-2022-11-01-9154','A509-10','MExkV', 'UB')
('AC22517-2022-11-01-8887','A494-13','rPtZLOcJTSAM', 'LB')
('SL22517-2022-11-02-8805','S367-21','FkictwsnHmF', 'MB')
('SL12058-2022-11-01-8671','S362-7','feKalggpqe', 'SL')
('SL22517-2022-11-01-8776','S366-16','gtU', 'SU')
('AC04652-2022-11-01-9158','A509-14','ONmbDjRbdSe', 'LB')
('SL22517-2022-11-02-8851','S369-19','ePrGvqXdfvUk', 'UB')
('SL12058-2022-11-01-8712','S363-24','eZVYGyfVHtE', 'SU')
('AC22517-2022-11-01-8976','A499-12','jbiQA', 'SU')
('AC22517-2022-11-02-9023','A502-5','SnVTw', 'SL')
('SL22517-2022-11-01-8862','S370-6','SXLU', 'UB')
('SL04652-2022-11-02-8917','S372-13','VOhWRIw', 'MB')
('SL04652-2022-11-02-8918','S372-14','ZKOmSe', 'UB')
('AC04652-2022-11-02-9019','A502-1','ezLwfdnCOXSJow', 'LB')
('SL12058-2022-11-01-8790','S367-6','FtTnfmfRvVmBno', 'UB')
('AC04652-2022-11-02-9044','A503-8','FvQw', 'LB')
('AC04652-2022-11-02-9045','A503-9','IdGYjAxULqiDN', 'UB')
('AC04652-2022-11-01-9276','A516-6','aivSchg', 'SU')
('SL22517-2022-11-02-8935','S373-7','Q', 'SL')
('SL12058-2022-11-01-8800','S367-16','BUE', 'SU')
('SL04652-2022-11-02-8979','S375-3','QJDBCuM', 'UB')
('AC04652-2022-11-01-9322','A518-16','NEUjLDhtf', 'UB')
('AC12058-2022-11-01-9035','A502-17','rwTvWXfztNkbao', 'SL')
('AC12058-2022-11-01-9036','A502-18','VpI', 'SU')
('AC12058-2022-11-01-9037','A503-1','QpTshYwrnaQuRh', 'LB')
('AC12058-2022-11-01-9039','A503-3','MAgKbO', 'UB')
('AC12058-2022-11-01-9040','A503-4','V', 'UB')
('AC04652-2022-11-02-9095','A506-5','BpCsvx', 'SL')
('AC04652-2022-11-02-9096','A506-6','eDZpRFzLRQcsZWaT', 'SU')
('SL22517-2022-11-01-8946','S373-18','LCpYzsUfBbs', 'MB')
('SL04652-2022-11-02-8991','S375-15','mAHmytt', 'SL')
('SL04652-2022-11-01-9000','S375-24','GFIUZXnFVulXJZxg', 'SU')
('AC04652-2022-11-02-9097','A506-7','NOVngi', 'LB')
('AC04652-2022-11-01-9332','A519-8','WhZd', 'LB')
('AC22517-2022-11-01-9068','A504-14','NRHQbmWnSb', 'LB')
('SL04652-2022-11-01-9033','S377-9','HR', 'LB')
('SL12058-2022-11-01-8896','S371-16','jahsoUM', 'SU')
('AC04652-2022-11-02-9136','A508-10','f', 'UB')
('AC04652-2022-11-02-9137','A508-11','zVCbyQlGtZIBBr', 'SL')
('AC22517-2022-11-01-9077','A505-5','YXrOrhkqWeSf', 'SL')
('AC22517-2022-11-01-9078','A505-6','Tg', 'SU')
('AC12058-2022-11-01-9079','A505-7','wvJQvGud', 'LB')
('SL22517-2022-11-02-9019','S376-19','xztQXXDArmh', 'UB')
('AC04652-2022-11-01-9372','A521-12','qeOWZ', 'SU')
('AC04652-2022-11-02-9141','A508-15','IRtxgdx', 'UB')
('AC12058-2022-11-01-9085','A505-13','dk', 'LB')
('AC22517-2022-11-01-9083','A505-11','odHuqdpKI', 'SL')
('AC22517-2022-11-02-9157','A509-13','SaoRShpL', 'LB')
('SL04652-2022-11-02-9017','S376-17','xMAUIWsA', 'LB')
('SL12058-2022-11-01-8943','S373-15','YknZcN', 'SL')
('SL22517-2022-11-01-9012','S376-12','Oeg', 'LB')
('SL22517-2022-11-02-9066','S378-18','kksStqGQdP', 'MB')
('AC04652-2022-11-02-9179','A510-17','vAM', 'SL')
('AC12058-2022-11-01-9126','A507-18','CRt', 'SU')
('SL04652-2022-11-02-9067','S378-19','HcpakXCGdiTA', 'UB')
('AC22517-2022-11-02-9202','A512-4','ChGiKSuXmJ', 'UB')
('SL22517-2022-11-01-9024','S376-24','TvL', 'SU')
('SL22517-2022-11-02-9072','S378-24','MBvWWB', 'SU')
('AC04652-2022-11-01-9428','A524-14','rLhpSXsYMCLiAM', 'LB')
('AC04652-2022-11-01-9429','A524-15','JBGRxFJVjPF', 'UB')
('SL12058-2022-11-01-8970','S374-18','ILMJoO', 'MB')
('AC22517-2022-11-01-9166','A510-4','JTbWr', 'UB')
('SL04652-2022-11-01-9105','S380-9','oXFZST', 'LB')
('SL04652-2022-11-01-9106','S380-10','NniwIbMVlckP', 'MB')
('SL22517-2022-11-01-9056','S378-8','l', 'SU')
('SL12058-2022-11-01-8990','S375-14','RoFlSF', 'UB')
('SL04652-2022-11-02-9113','S380-17','aAhsjdqWVXfBTXJ', 'LB')
('AC22517-2022-11-01-9187','A511-7','PvkOlepiD', 'LB')
('AC04652-2022-11-01-9460','A526-10','QVNUh', 'UB')
('SL12058-2022-11-01-9002','S376-2','lTjeeZKJwZ', 'MB')
('AC04652-2022-11-02-9223','A513-7','qVjnRbFGuuF', 'LB')
('SL04652-2022-11-01-9116','S380-20','Ik', 'LB')
('AC04652-2022-11-02-9224','A513-8','XDDENGQHME', 'LB')
('AC04652-2022-11-02-9226','A513-10','SBoDduJKcToGVzE', 'UB')
('AC22517-2022-11-01-9199','A512-1','hZKvflE', 'LB')
('SL22517-2022-11-01-9072','S378-24','mfXNdsbCFRHGev', 'SU')
('AC22517-2022-11-02-9249','A514-15','wa', 'UB')
('AC04652-2022-11-02-9229','A513-13','IHxPBSAEoHtNtTzE', 'LB')
('SL04652-2022-11-02-9131','S381-11','DLDUTdGS', 'UB')
('SL12058-2022-11-01-9010','S376-10','lYawoj', 'MB')
('AC22517-2022-11-02-9251','A514-17','BgPW', 'SL')
('AC22517-2022-11-02-9252','A514-18','ookAzUvj', 'SU')
('SL12058-2022-11-01-9011','S376-11','ulVSJZRNohoHjaO', 'UB')
('SL12058-2022-11-01-9012','S376-12','DDxPQ', 'LB')
('SL22517-2022-11-02-9125','S381-5','tHQjiLbiMBWLx', 'MB')
('SL22517-2022-11-01-9078','S379-6','myQEXIylUvOOReO', 'UB')
('SL04652-2022-11-01-9119','S380-23','bFaupmWNAW', 'SL')
('AC04652-2022-11-02-9235','A514-1','rYkyJ', 'LB')
('AC22517-2022-11-01-9219','A513-3','nVurInDmMk', 'UB')
('SL22517-2022-11-02-9169','S383-1','DNy', 'LB')
('SL22517-2022-11-02-9170','S383-2','TQ', 'MB')
('SL04652-2022-11-01-9163','S382-19','y', 'UB')
('AC04652-2022-11-02-9286','A516-16','cBjSpfUbAE', 'UB')
('AC12058-2022-11-01-9243','A514-9','EbIjPzuLlNWrg', 'UB')
('AC04652-2022-11-02-9292','A517-4','UMyShbHZdwIYydB', 'UB')
('AC12058-2022-11-01-9247','A514-13','LCMpNLNoerOY', 'LB')
('AC04652-2022-11-01-9524','A530-2','ATrHZNzFNbKPM', 'LB')
('AC04652-2022-11-02-9297','A517-9','Z', 'UB')
('AC22517-2022-11-02-9309','A518-3','xm', 'UB')
('AC22517-2022-11-01-9270','A515-18','nSksUQG', 'SU')
('AC04652-2022-11-02-9304','A517-16','gnznMGj', 'UB')
('AC22517-2022-11-01-9273','A516-3','zCuSOYqpBFJcRY', 'UB')
('SL12058-2022-11-01-9060','S378-12','abPJBZRrpd', 'LB')
('AC04652-2022-11-02-9306','A517-18','tIE', 'SU')
('SL12058-2022-11-01-9079','S379-7','zewLwam', 'SL')
('SL22517-2022-11-01-9169','S383-1','JqAjYrY', 'LB')
('AC22517-2022-11-02-9333','A519-9','zJOstBKhaXg', 'UB')
('AC04652-2022-11-01-9559','A532-1','LanBWauMkF', 'LB')
('AC12058-2022-11-01-9313','A518-7','wBJvQWzakrMkyV', 'LB')
('AC22517-2022-11-01-9329','A519-5','zcWaPDw', 'SL')
('AC04652-2022-11-02-9374','A521-14','iURFTtVNp', 'LB')
('SL04652-2022-11-02-9239','S385-23','FBUwaDOUYLYTLrH', 'SL')
('SL12058-2022-11-01-9119','S380-23','KenjeXxydFwj', 'SL')
('SL04652-2022-11-02-9240','S385-24','IFSV', 'SU')
('SL22517-2022-11-02-9241','S386-1','fBgBvOBD', 'LB')
('SL22517-2022-11-01-9205','S384-13','vIeB', 'MB')
('SL04652-2022-11-01-9233','S385-17','fKqEzXxIBstr', 'LB')
('SL04652-2022-11-01-9235','S385-19','iFcLWOezo', 'UB')
('SL04652-2022-11-02-9258','S386-18','XgeSWyQWMJm', 'MB')
('AC12058-2022-11-01-9423','A524-9','jdalSeuJVzGEaOi', 'UB')
('SL04652-2022-11-01-9355','S390-19','n', 'UB')
('SL12058-2022-11-01-9240','S385-24','aFqyxynhALh', 'SU')
('SL22517-2022-11-01-9308','S388-20','wtYkIiJBsQTyqyl', 'LB')
('SL22517-2022-11-01-9309','S388-21','gL', 'MB')
('SL04652-2022-11-01-9360','S390-24','vMHWASZecHSelDn', 'SU')
('SL04652-2022-11-01-9366','S391-6','mIPK', 'UB')
('AC04652-2022-11-01-9728','A541-8','FGdR', 'LB')
('SL22517-2022-11-01-9327','S389-15','zrjIjePNjEO', 'SL')
('AC22517-2022-11-01-9474','A527-6','uNKXyJeIG', 'SU')
('AC04652-2022-11-01-9736','A541-16','JFcWkD', 'UB')
('SL04652-2022-11-01-9383','S391-23','FKKbJfDDORagPC', 'SL')
('AC04652-2022-11-01-9739','A542-1','KnfrtrGBFOlG', 'LB')
('SL22517-2022-11-01-9338','S390-2','SYmT', 'MB')
('SL22517-2022-11-02-9382','S391-22','DAOJoXZb', 'UB')
('SL12058-2022-11-01-9272','S387-8','zBOwlgKntscUGyZQ', 'SU')
('SL22517-2022-11-01-9340','S390-4','PRaHXaYoNLTfW', 'LB')
('AC04652-2022-11-02-9502','A528-16','ds', 'UB')
('AC12058-2022-11-01-9467','A526-17','AJGr', 'SL')
('AC12058-2022-11-01-9482','A527-14','wBzpTPATyDWhKoRu', 'LB')
('SL22517-2022-11-01-9348','S390-12','HtwFfbE', 'LB')
('SL04652-2022-11-01-9398','S392-14','SaJlWy', 'UB')
('AC22517-2022-11-01-9499','A528-13','AuKXalhJiMBkUL', 'LB')
('AC04652-2022-11-01-9756','A542-18','rWLcQAWfiXZsBF', 'SU')
('AC12058-2022-11-01-9486','A527-18','CGD', 'SU')
('AC12058-2022-11-01-9488','A528-2','ZxtEgWSqwet', 'LB')
('AC22517-2022-11-02-9514','A529-10','czxjcoEErKFb', 'UB')
('SL04652-2022-11-02-9411','S393-3','MFZKqjWojftxg', 'UB')
('AC22517-2022-11-01-9505','A529-1','zcOdbGUau', 'LB')
('SL22517-2022-11-02-9411','S393-3','u', 'UB')
('AC04652-2022-11-02-9524','A530-2','zJPAoycf', 'LB')
('SL12058-2022-11-01-9293','S388-5','aDGv', 'MB')
('AC12058-2022-11-01-9524','A530-2','C', 'LB')
('AC22517-2022-11-02-9559','A532-1','k', 'LB')
('SL04652-2022-11-01-9427','S393-19','sl', 'UB')
('SL22517-2022-11-01-9385','S392-1','kfBCvicNp', 'LB')
('SL04652-2022-11-02-9447','S394-15','JTLwWzvyA', 'SL')
('AC12058-2022-11-01-9545','A531-5','BOWTnWRLgRWRJ', 'SL')
('SL12058-2022-11-01-9334','S389-22','zMAmc', 'UB')
('SL12058-2022-11-01-9335','S389-23','JFo', 'SL')
('AC22517-2022-11-02-9572','A532-14','ZsBbvyAHIArly', 'LB')
('AC22517-2022-11-01-9551','A531-11','WFT', 'SL')
('AC12058-2022-11-01-9559','A532-1','xKoYmBOvwDssZ', 'LB')
('SL12058-2022-11-01-9348','S390-12','mvlatvmQwQTwX', 'LB')
('AC22517-2022-11-02-9580','A533-4','AyJkFbSZoaFgOT', 'UB')
('SL22517-2022-11-01-9421','S393-13','psQQFKUcfcbSIvg', 'MB')
('AC22517-2022-11-02-9592','A533-16','TuNeoONqfgOB', 'UB')
('AC04652-2022-11-01-9841','A547-13','SrNFZj', 'LB')
('SL04652-2022-11-01-9469','S395-13','OIENGbvTfa', 'MB')
('AC22517-2022-11-01-9567','A532-9','zmNSiuBbW', 'UB')
('AC12058-2022-11-01-9583','A533-7','iPVaHqAepF', 'LB')
('SL22517-2022-11-01-9435','S394-3','R', 'UB')
('SL22517-2022-11-02-9498','S396-18','bEfQEMAFfShBYdtB', 'MB')
('AC04652-2022-11-01-9870','A549-6','cbcylFY', 'SU')
('SL22517-2022-11-02-9538','S398-10','pYD', 'MB')
('SL12058-2022-11-01-9404','S392-20','ZCtWbSJsmLMkxe', 'LB')
('AC22517-2022-11-02-9652','A537-4','Rw', 'UB')
('AC22517-2022-11-02-9653','A537-5','Yq', 'SL')
('AC04652-2022-11-01-9889','A550-7','zUmC', 'LB')
('AC04652-2022-11-01-9890','A550-8','BZrmH', 'LB')
('SL22517-2022-11-02-9546','S398-18','ZRLCHIuxC', 'MB')
('AC12058-2022-11-01-9637','A536-7','pHjzMAAXfkuLCia', 'LB')
('SL04652-2022-11-02-9544','S398-16','nIvLeOBrLRVnA', 'SU')
('AC12058-2022-11-01-9643','A536-13','bRb', 'LB')
('AC22517-2022-11-02-9664','A537-16','wINlCaTuAJZM', 'UB')
('AC22517-2022-11-01-9624','A535-12','IRcYjJhkhCS', 'SU')
('SL04652-2022-11-02-9550','S398-22','qScW', 'UB')
('AC22517-2022-11-01-9627','A535-15','HRtkkcZEqtRcx', 'UB')
('SL04652-2022-11-01-9538','S398-10','HerhZsRsqW', 'MB')
