('SL04652-2022-11-02-185','S8-17','EAEAYAHPd', 'LB')
('AC04652-2022-11-01-2809','A157-1','XpgQzcpqYmh', 'LB')
('AC12058-2022-11-01-2672','A149-8','YeJVpwLAOIid', 'LB')
('AC22517-2022-11-02-2701','A151-1','mlXhYwHIbpboLpk', 'LB')
('SL04652-2022-11-01-2684','S112-20','RLroJIKR', 'LB')
('SL22517-2022-11-01-2732','S114-20','zLQDWwmIEVMIVSO', 'LB')
('SL04652-2022-11-02-2718','S114-6','udc', 'UB')
('AC22517-2022-11-01-2765','A154-11','uPu', 'SL')
('SL04652-2022-11-02-2720','S114-8','SYDLLtuA', 'SU')
('AC04652-2022-11-02-2709','A151-9','ajspisTpVmGhUxj', 'UB')
('SL04652-2022-11-01-2694','S113-6','hqiNtHI', 'UB')
('SL22517-2022-11-02-2674','S112-10','osKpvbKskIgY', 'MB')
('AC12058-2022-11-01-2679','A149-15','ZcZ', 'UB')
('SL22517-2022-11-01-2745','S115-9','lAFsbWRNlcRtnzR', 'LB')
('AC12058-2022-11-01-2681','A149-17','y', 'SL')
('AC04652-2022-11-02-2723','A152-5','RoLa', 'SL')
('SL22517-2022-11-02-2683','S112-19','FFtcU', 'UB')
('AC22517-2022-11-02-2718','A151-18','SqjWVIjTxLAAkmC', 'SU')
('AC12058-2022-11-01-2689','A150-7','vDoxvZEz', 'LB')
('AC22517-2022-11-01-2785','A155-13','xhESHLrxjxkt', 'LB')
('SL22517-2022-11-02-2686','S112-22','OIFMza', 'UB')
('AC12058-2022-11-01-2691','A150-9','kY', 'UB')
('SL22517-2022-11-02-2688','S112-24','dDHHa', 'SU')
('SL22517-2022-11-02-2689','S113-1','B', 'LB')
('SL04652-2022-11-02-2745','S115-9','LavLrEHgan', 'LB')
('AC22517-2022-11-01-2794','A156-4','aQkkP', 'UB')
('SL22517-2022-11-02-2705','S113-17','gCP', 'LB')
('SL12058-2022-11-01-2684','S112-20','HeFdGAaumEUqaj', 'LB')
('AC12058-2022-11-01-2711','A151-11','yCEZQoNoMtNEBln', 'SL')
('AC22517-2022-11-02-2740','A153-4','SbHtfYI', 'UB')
('AC12058-2022-11-01-2712','A151-12','JiZJNaLVxkjZqf', 'SU')
('AC22517-2022-11-02-2742','A153-6','WoCU', 'SU')
('AC22517-2022-11-01-2813','A157-5','ndFrmV', 'SL')
('SL12058-2022-11-01-2692','S113-4','YI', 'LB')
('AC22517-2022-11-01-2816','A157-8','Amf', 'LB')
('SL22517-2022-11-01-2779','S116-19','Lw', 'UB')
('AC22517-2022-11-01-2818','A157-10','dSnXGcCMN', 'UB')
('SL04652-2022-11-01-2729','S114-17','WmhlAUWxMXqD', 'LB')
('AC22517-2022-11-01-2820','A157-12','XECD', 'SU')
('SL22517-2022-11-01-2780','S116-20','pTSVoE', 'LB')
('AC22517-2022-11-01-2822','A157-14','VyoCbajcMf', 'LB')
('AC12058-2022-11-01-2723','A152-5','DGfLtkIGNakfn', 'SL')
('AC22517-2022-11-01-2826','A157-18','xpqryihFIB', 'SU')
('AC22517-2022-11-02-2756','A154-2','uzsohOuEx', 'LB')
('SL22517-2022-11-01-2787','S117-3','zJBKFadQn', 'UB')
('AC12058-2022-11-01-2727','A152-9','CAXBrnmrUGO', 'UB')
('SL04652-2022-11-02-2777','S116-17','dPZjNHnbnN', 'LB')
('AC12058-2022-11-01-2732','A152-14','RSTZa', 'LB')
('AC04652-2022-11-01-2864','A160-2','jFpEPBjLm', 'LB')
('AC04652-2022-11-01-2867','A160-5','MupEcTnJk', 'SL')
('SL22517-2022-11-01-2791','S117-7','FSxzDrxLZpOMhW', 'SL')
('SL22517-2022-11-01-2792','S117-8','Y', 'SU')
('AC04652-2022-11-02-2770','A154-16','oYeFufelsVE', 'UB')
('SL04652-2022-11-02-2788','S117-4','ATxiRoHZ', 'LB')
('SL04652-2022-11-02-2789','S117-5','befYmdsnnNtl', 'MB')
('AC04652-2022-11-01-2874','A160-12','LWSzsftTlrBlvgQ', 'SU')
('SL22517-2022-11-01-2795','S117-11','XenTDcoZAX', 'UB')
('SL04652-2022-11-01-2755','S115-19','YCfA', 'UB')
('SL04652-2022-11-02-2795','S117-11','yPoUAmcNI', 'UB')
('SL12058-2022-11-01-2715','S114-3','VmBgssrYzlSDO', 'UB')
('AC04652-2022-11-01-2960','A165-8','xe', 'LB')
('SL04652-2022-11-02-2866','S120-10','GiOefRIO', 'MB')
('AC22517-2022-11-02-2858','A159-14','DezJhmedGGLUg', 'LB')
('SL04652-2022-11-01-2843','S119-11','WMEE', 'UB')
('AC12058-2022-11-01-2864','A160-2','WPTyTW', 'LB')
('AC22517-2022-11-02-2903','A162-5','usWOdvgEsOBXwB', 'SL')
('AC12058-2022-11-01-2901','A162-3','AE', 'UB')
('SL22517-2022-11-02-2910','S122-6','xCSQFSor', 'UB')
('SL04652-2022-11-01-2937','S123-9','WqlfTkzJqL', 'LB')
('SL22517-2022-11-01-2944','S123-16','Cwtlhe', 'SU')
('AC04652-2022-11-02-2925','A163-9','WfzonSkqZKIws', 'UB')
('SL12058-2022-11-01-2901','S121-21','NqJPZzbzw', 'MB')
('SL22517-2022-11-02-2948','S123-20','Vqn', 'LB')
('AC04652-2022-11-01-3098','A173-2','lmzmhapyXaO', 'LB')
('AC22517-2022-11-01-3054','A170-12','qPBXZ', 'SU')
('SL04652-2022-11-01-2985','S125-9','anBLNPEhvCrSjSrv', 'LB')
('AC22517-2022-11-02-2995','A167-7','lZAbmBy', 'LB')
('SL12058-2022-11-01-2917','S122-13','IjfoOfuxomLubkT', 'MB')
('SL12058-2022-11-01-2918','S122-14','nEBWAMOxb', 'UB')
('AC12058-2022-11-01-2938','A164-4','EvxcHnBuHyoNHngG', 'UB')
('SL04652-2022-11-01-2989','S125-13','OMavksp', 'MB')
('AC04652-2022-11-02-2980','A166-10','EdlcnOBRASpXEJh', 'UB')
('SL22517-2022-11-02-2965','S124-13','xmFYulSD', 'MB')
('AC22517-2022-11-02-3009','A168-3','OsJYxuBoj', 'UB')
('SL04652-2022-11-01-2999','S125-23','SmQdEhIbXkL', 'SL')
('AC22517-2022-11-02-3016','A168-10','iKIHxJtwgnr', 'UB')
('SL04652-2022-11-01-3007','S126-7','Dvjoh', 'SL')
('SL04652-2022-11-01-3009','S126-9','ANxNpantqLaK', 'LB')
('SL12058-2022-11-01-2942','S123-14','VhakAexnfEEUtI', 'UB')
('SL22517-2022-11-01-3020','S126-20','KLvqhsPn', 'LB')
('AC04652-2022-11-01-3188','A178-2','iuoGVAazLlHuqbZg', 'LB')
('AC22517-2022-11-02-3084','A172-6','EvIDUhQ', 'SU')
('SL22517-2022-11-01-3088','S129-16','dxsAqGUyYiqcuYT', 'SU')
('SL04652-2022-11-02-3136','S131-16','sUHNCoSfxg', 'SU')
('SL04652-2022-11-02-3181','S133-13','MJ', 'MB')
('SL04652-2022-11-02-3189','S133-21','OcTWVMupzvzMmTd', 'MB')
('AC12058-2022-11-01-3076','A171-16','lFIQI', 'UB')
('AC04652-2022-11-02-3167','A176-17','uIBTysl', 'SL')
('SL12058-2022-11-01-3100','S130-4','khmlKnGrTlaYyWDh', 'LB')
('AC04652-2022-11-01-3291','A183-15','Q', 'UB')
('SL22517-2022-11-02-3129','S131-9','rNiJ', 'LB')
('SL12058-2022-11-01-3105','S130-9','bbZPQGGr', 'LB')
('AC04652-2022-11-01-3295','A184-1','uVqgGgWagkblUbJ', 'LB')
('AC04652-2022-11-02-3171','A177-3','BtsY', 'UB')
('SL12058-2022-11-01-3107','S130-11','vVSGlDxknqNoVd', 'UB')
('AC04652-2022-11-02-3172','A177-4','mwxKLQrA', 'UB')
('SL22517-2022-11-01-3155','S132-11','gxc', 'UB')
('AC04652-2022-11-01-3299','A184-5','tYTfUwK', 'SL')
('SL22517-2022-11-01-3156','S132-12','daFZZZAaWlZysJm', 'LB')
('AC04652-2022-11-02-3176','A177-8','CjjkvvLGmPXfsBx', 'LB')
('AC04652-2022-11-01-3301','A184-7','fmGuBSzCnTwMt', 'LB')
('AC04652-2022-11-02-3179','A177-11','IqBKEZu', 'SL')
('SL22517-2022-11-02-3140','S131-20','ZxlfHcGJlKHm', 'LB')
('SL04652-2022-11-01-3181','S133-13','RzvcCrBHEpR', 'MB')
('AC04652-2022-11-02-3182','A177-14','FLwYchx', 'LB')
('SL04652-2022-11-02-3238','S135-22','CaEVxXcdu', 'UB')
('SL04652-2022-11-02-3239','S135-23','sJsg', 'SL')
('SL04652-2022-11-01-3183','S133-15','odlXuwymZHHUU', 'SL')
('AC04652-2022-11-01-3307','A184-13','dZJIB', 'LB')
('SL22517-2022-11-02-3148','S132-4','HPjYXQFzOGpGDLZn', 'LB')
('SL22517-2022-11-01-3172','S133-4','huzAhirn', 'LB')
('AC22517-2022-11-01-3260','A182-2','UlrHjdQKEXkT', 'LB')
('AC04652-2022-11-01-3338','A186-8','gttmUot', 'LB')
('SL22517-2022-11-01-3193','S134-1','di', 'LB')
('SL04652-2022-11-02-3309','S138-21','ryTRCXDrkh', 'MB')
('AC12058-2022-11-01-3212','A179-8','kdmadfkUxkw', 'LB')
('SL22517-2022-11-02-3214','S134-22','ppeJetPKa', 'UB')
('AC22517-2022-11-01-3307','A184-13','D', 'LB')
('AC04652-2022-11-01-3380','A188-14','hHCZabk', 'LB')
('SL04652-2022-11-02-3315','S139-3','LB', 'UB')
('SL04652-2022-11-02-3318','S139-6','FJlkiOg', 'UB')
('AC22517-2022-11-01-3316','A185-4','ET', 'UB')
('AC22517-2022-11-02-3264','A182-6','kvS', 'SU')
('AC22517-2022-11-01-3334','A186-4','bKK', 'UB')
('AC04652-2022-11-01-3405','A190-3','pfgtXOosEutY', 'UB')
('AC04652-2022-11-02-3278','A183-2','NZQE', 'LB')
('AC04652-2022-11-02-3279','A183-3','zK', 'UB')
('SL12058-2022-11-01-3210','S134-18','fpTCFqhZ', 'MB')
('AC22517-2022-11-01-3341','A186-11','Ezbu', 'SL')
('SL12058-2022-11-01-3215','S134-23','K', 'SL')
('AC12058-2022-11-01-3244','A181-4','PeLfhvpDreOqWPx', 'UB')
('SL04652-2022-11-01-3273','S137-9','CkWMiIqNKj', 'LB')
('AC12058-2022-11-01-3247','A181-7','hzsKt', 'LB')
('AC12058-2022-11-01-3248','A181-8','vzBdQuhD', 'LB')
('SL22517-2022-11-02-3238','S135-22','AvDkuxnxzpz', 'UB')
('AC22517-2022-11-02-3294','A183-18','LkbhxhaVFvfflFIi', 'SU')
('AC04652-2022-11-01-3417','A190-15','LN', 'UB')
('AC12058-2022-11-01-3253','A181-13','gIyiVv', 'LB')
('SL22517-2022-11-02-3242','S136-2','UYoAarEtmLDSYsQ', 'MB')
('SL04652-2022-11-01-3290','S138-2','yislcMxDQWaYEzsX', 'MB')
('SL12058-2022-11-01-3232','S135-16','GgteJeuJvJWkB', 'SU')
('SL22517-2022-11-02-3250','S136-10','zAaet', 'MB')
('SL12058-2022-11-01-3235','S135-19','e', 'UB')
('AC22517-2022-11-01-3370','A188-4','aUOa', 'UB')
('AC22517-2022-11-02-3314','A185-2','TktTnIyYTPx', 'LB')
('SL04652-2022-11-02-3366','S141-6','gnmT', 'UB')
('SL22517-2022-11-02-3259','S136-19','fOVlerJpjee', 'UB')
('SL04652-2022-11-02-3367','S141-7','P', 'SL')
('AC04652-2022-11-02-3314','A185-2','FuaZJxXwqac', 'LB')
('AC22517-2022-11-02-3322','A185-10','jEL', 'UB')
('SL04652-2022-11-01-3304','S138-16','nurz', 'SU')
('AC22517-2022-11-01-3382','A188-16','RRr', 'UB')
('AC22517-2022-11-02-3340','A186-10','iILcFgWxklxe', 'UB')
('SL22517-2022-11-01-3311','S138-23','plavbGtIEpFgkr', 'SL')
('SL22517-2022-11-01-3312','S138-24','gyhYn', 'SU')
('AC04652-2022-11-01-3503','A195-11','KmC', 'SL')
('AC04652-2022-11-01-3504','A195-12','UcGm', 'SU')
('AC12058-2022-11-01-3345','A186-15','fA', 'UB')
('SL04652-2022-11-01-3387','S142-3','dSFUHAdvVtTqtGxF', 'UB')
('SL22517-2022-11-02-3341','S140-5','nFTfKkcmuvGGAc', 'MB')
('SL22517-2022-11-01-3380','S141-20','qQ', 'LB')
('SL22517-2022-11-02-3360','S140-24','NJXyMIzBbJ', 'SU')
('SL22517-2022-11-02-3361','S141-1','nHXWDeNPChApDhN', 'LB')
('AC12058-2022-11-01-3365','A187-17','fwOQDsqOwaK', 'SL')
('SL12058-2022-11-01-3347','S140-11','VJ', 'UB')
('AC22517-2022-11-01-3492','A194-18','nQipv', 'SU')
('SL12058-2022-11-01-3349','S140-13','N', 'MB')
('SL04652-2022-11-01-3423','S143-15','LfUcw', 'SL')
('SL22517-2022-11-01-3405','S142-21','vbUbXRwqdTA', 'MB')
('AC22517-2022-11-02-3440','A192-2','hWUmsKNUptfwGFST', 'LB')
('AC12058-2022-11-01-3380','A188-14','BJHqJaCCosOmd', 'LB')
('SL04652-2022-11-01-3427','S143-19','eKMmKNFQzvGk', 'UB')
('AC22517-2022-11-01-3504','A195-12','niJiMhwrx', 'SU')
('SL12058-2022-11-01-3355','S140-19','qa', 'UB')
('SL04652-2022-11-01-3430','S143-22','pUzdijo', 'UB')
('SL22517-2022-11-01-3411','S143-3','dHzKfgArhbIJXHnm', 'UB')
('AC04652-2022-11-02-3431','A191-11','qjQmBCCBEQXn', 'SL')
('AC22517-2022-11-01-3509','A195-17','LzCCV', 'SL')
('SL22517-2022-11-01-3416','S143-8','shxlZdVXz', 'SU')
('SL12058-2022-11-01-3364','S141-4','SLPwQiRhrnECzy', 'LB')
('AC22517-2022-11-02-3453','A192-15','vWZsh', 'UB')
('AC22517-2022-11-02-3454','A192-16','uoBWokq', 'UB')
('AC22517-2022-11-02-3457','A193-1','glXgEAQMVRsNq', 'LB')
('AC12058-2022-11-01-3400','A189-16','kIuSCQHYQ', 'UB')
('AC12058-2022-11-01-3409','A190-7','s', 'LB')
('AC04652-2022-11-01-3598','A200-16','GfKhhrzawUG', 'UB')
('AC12058-2022-11-01-3411','A190-9','GSO', 'UB')
('AC22517-2022-11-01-3542','A197-14','hmHFOV', 'LB')
('AC12058-2022-11-01-3425','A191-5','dxayyU', 'SL')
('SL22517-2022-11-01-3466','S145-10','hy', 'MB')
('AC12058-2022-11-01-3439','A192-1','OAETmoR', 'LB')
('SL22517-2022-11-02-3426','S143-18','AggmWvlvVpAFTZDu', 'MB')
('SL12058-2022-11-01-3402','S142-18','RjWpxs', 'MB')
('SL22517-2022-11-01-3473','S145-17','wjbclYSHnj', 'LB')
('AC04652-2022-11-01-3628','A202-10','AvLKhXgBmx', 'UB')
('SL22517-2022-11-02-3440','S144-8','xYjsIphjIO', 'SU')
('SL04652-2022-11-01-3492','S146-12','ip', 'LB')
('AC04652-2022-11-02-3492','A194-18','GbRANobYMXHTIPRp', 'SU')
('SL12058-2022-11-01-3439','S144-7','MrdQfG', 'SL')
('SL12058-2022-11-01-3448','S144-16','kIL', 'SU')
('SL04652-2022-11-01-3524','S147-20','OKl', 'LB')
('AC04652-2022-11-02-3528','A196-18','rrGoH', 'SU')
('SL04652-2022-11-01-3526','S147-22','ApVIclTJUtw', 'UB')
('SL22517-2022-11-01-3528','S147-24','XMrmlpKQQu', 'SU')
('SL04652-2022-11-02-3590','S150-14','XKOfN', 'UB')
('AC04652-2022-11-02-3530','A197-2','lMQJtkzK', 'LB')
('SL04652-2022-11-02-3592','S150-16','BspOZRAZ', 'SU')
('SL04652-2022-11-01-3532','S148-4','laGRFXcJWrmMtUxt', 'LB')
('AC12058-2022-11-01-3517','A196-7','OHqEHQ', 'LB')
('AC04652-2022-11-02-3544','A197-16','c', 'UB')
('SL04652-2022-11-01-3541','S148-13','jPO', 'MB')
('AC04652-2022-11-01-3688','A205-16','BVIaa', 'UB')
('AC04652-2022-11-01-3704','A206-14','LST', 'LB')
('SL22517-2022-11-01-3570','S149-18','ubOdRsXuAaVOK', 'MB')
('SL12058-2022-11-01-3487','S146-7','ayFj', 'SL')
('AC22517-2022-11-01-3664','A204-10','eNHQvDrPepAPH', 'UB')
('SL22517-2022-11-01-3579','S150-3','aMqkITSji', 'UB')
('AC22517-2022-11-01-3666','A204-12','kOh', 'SU')
('SL22517-2022-11-01-3590','S150-14','ygnCMO', 'UB')
('AC12058-2022-11-01-3565','A199-1','xCwCNkXqs', 'LB')
('SL04652-2022-11-01-3566','S149-14','NBuL', 'UB')
('AC22517-2022-11-02-3613','A201-13','tWnuoIVGi', 'LB')
('AC04652-2022-11-02-3581','A199-17','njiIuelsjDTEV', 'SL')
('SL04652-2022-11-02-3644','S152-20','CnTlErJKeGiu', 'LB')
('AC12058-2022-11-01-3585','A200-3','pgSUBbyQvso', 'UB')
('SL12058-2022-11-01-3537','S148-9','sdZ', 'LB')
('AC04652-2022-11-01-3803','A212-5','nHcVEHEwECQWJB', 'SL')
('AC04652-2022-11-02-3666','A204-12','ENz', 'SU')
('AC12058-2022-11-01-3649','A203-13','MPrvxpoclnuKOi', 'LB')
('AC12058-2022-11-01-3650','A203-14','M', 'LB')
('SL12058-2022-11-01-3573','S149-21','A', 'MB')
('SL04652-2022-11-02-3720','S155-24','fLwYAtqUuvLa', 'SU')
('SL12058-2022-11-01-3575','S149-23','Qb', 'SL')
('SL04652-2022-11-01-3628','S152-4','KSkGOeehbh', 'LB')
('AC04652-2022-11-01-3809','A212-11','ptJiBmMZF', 'SL')
('SL12058-2022-11-01-3578','S150-2','TXRsIk', 'MB')
('SL12058-2022-11-01-3581','S150-5','DLNZILfxkT', 'MB')
('SL04652-2022-11-02-3726','S156-6','wtsUyqVmMRj', 'UB')
('AC22517-2022-11-02-3700','A206-10','SSp', 'UB')
('SL22517-2022-11-02-3600','S150-24','GSyaBOTtCFuCggLr', 'SU')
('AC04652-2022-11-02-3706','A206-16','rFzisQADjTfG', 'UB')
('SL04652-2022-11-02-3759','S157-15','fOrqdLwGER', 'SL')
('AC22517-2022-11-01-3784','A211-4','zw', 'UB')
('SL04652-2022-11-02-3761','S157-17','MismXftJtHjoD', 'LB')
('SL12058-2022-11-01-3609','S151-9','tPyTkdFqTU', 'LB')
('SL04652-2022-11-01-3678','S154-6','qwCMMa', 'UB')
('AC22517-2022-11-02-3740','A208-14','DztlVOrtWFVKugs', 'LB')
('SL22517-2022-11-02-3640','S152-16','Z', 'SU')
('AC12058-2022-11-01-3717','A207-9','qm', 'UB')
('SL22517-2022-11-02-3646','S152-22','zrbmBpYeZFpwD', 'UB')
('AC12058-2022-11-01-3726','A207-18','PU', 'SU')
('AC04652-2022-11-02-3730','A208-4','vfRfIVkJfYu', 'UB')
('SL22517-2022-11-02-3654','S153-6','oMCtA', 'UB')
('SL22517-2022-11-01-3729','S156-9','rLs', 'LB')
('SL04652-2022-11-01-3701','S155-5','gJNZ', 'MB')
('SL22517-2022-11-02-3684','S154-12','CcUNqTbhfSYQ', 'LB')
('AC22517-2022-11-02-3789','A211-9','gACpBdkAywanSZ', 'UB')
('SL04652-2022-11-02-3811','S159-19','sjjR', 'UB')
('SL22517-2022-11-01-3775','S158-7','jlXgu', 'SL')
('SL12058-2022-11-01-3669','S153-21','Avak', 'MB')
('SL04652-2022-11-02-3813','S159-21','tOjtkoARvBSbfq', 'MB')
('SL04652-2022-11-02-3814','S159-22','JEgydT', 'UB')
('AC22517-2022-11-01-3849','A214-15','HkMANIaMLq', 'UB')
('AC22517-2022-11-02-3864','A215-12','KZSHIwPEdsqfZdJ', 'SU')
('AC12058-2022-11-01-3842','A214-8','qdV', 'LB')
('SL04652-2022-11-01-3805','S159-13','lMyHnXfMsAgEZYn', 'MB')
('SL04652-2022-11-02-3871','S162-7','fEVqhdsOglT', 'SL')
('AC22517-2022-11-02-3866','A215-14','YjxaJeZBpUgCpP', 'LB')
('AC12058-2022-11-01-3843','A214-9','X', 'UB')
('SL12058-2022-11-01-3735','S156-15','EoKrnbWFCrVaZ', 'SL')
('SL22517-2022-11-01-3840','S160-24','bZQrQfUPmhnJa', 'SU')
('AC04652-2022-11-01-4064','A226-14','BTNU', 'LB')
('SL22517-2022-11-02-3820','S160-4','Abj', 'LB')
('AC22517-2022-11-02-3918','A218-12','iBy', 'SU')
('AC22517-2022-11-01-3997','A223-1','xolz', 'LB')
('SL04652-2022-11-01-3867','S162-3','zjiGzSSDQM', 'UB')
('AC12058-2022-11-01-3922','A218-16','TkQGeW', 'UB')
('AC22517-2022-11-01-4000','A223-4','B', 'UB')
('SL22517-2022-11-01-3906','S163-18','XYakKiVr', 'MB')
('SL12058-2022-11-01-3807','S159-15','gsuoD', 'SL')
('AC12058-2022-11-01-3927','A219-3','dUARGtJBatqJv', 'UB')
('AC04652-2022-11-02-3936','A219-12','ytzQydjaqOx', 'SU')
('SL22517-2022-11-02-3830','S160-14','AfSVDOoLkuEtz', 'UB')
('AC22517-2022-11-01-4009','A223-13','emUFAdNpj', 'LB')
('AC22517-2022-11-01-4010','A223-14','OmWsXCR', 'LB')
('AC04652-2022-11-01-4088','A228-2','zWM', 'LB')
('SL04652-2022-11-02-4028','S168-20','whAwQlYlE', 'LB')
('AC12058-2022-11-01-4008','A223-12','UyjhaZmkHopF', 'SU')
('AC04652-2022-11-02-4016','A224-2','vRNCmDNLHYdrEE', 'LB')
('SL22517-2022-11-01-4027','S168-19','R', 'UB')
('SL04652-2022-11-02-4067','S170-11','AOTJRKWjlnq', 'UB')
('SL22517-2022-11-01-4030','S168-22','CkuPqjzf', 'UB')
('SL22517-2022-11-02-3957','S165-21','azxTQbSFYvi', 'MB')
('SL12058-2022-11-01-3926','S164-14','eILPhSCbgTFVSNbm', 'UB')
('AC22517-2022-11-01-4120','A229-16','DswTgvfrLVPjrEzm', 'UB')
('SL04652-2022-11-01-3992','S167-8','au', 'SU')
('SL12058-2022-11-01-3929','S164-17','KAcvaoUlGtNbpZ', 'LB')
('SL22517-2022-11-02-3961','S166-1','i', 'LB')
('AC12058-2022-11-01-4057','A226-7','CWldDlKkg', 'LB')
('AC22517-2022-11-01-4128','A230-6','xQnr', 'SU')
('AC04652-2022-11-02-4069','A227-1','Cze', 'LB')
('AC04652-2022-11-01-4240','A236-10','ErmEyjVJMNBxLizZ', 'UB')
('AC22517-2022-11-02-4062','A226-12','IbbSPJoB', 'SU')
('AC22517-2022-11-01-4139','A230-17','kiCEoAVoInNziIa', 'SL')
('AC22517-2022-11-02-4067','A226-17','G', 'SL')
('SL22517-2022-11-01-4055','S169-23','aTOtoBpqaWSlh', 'SL')
('AC04652-2022-11-02-4111','A229-7','ZhLNAqaa', 'LB')
('AC12058-2022-11-01-4110','A229-6','tgogqSUsfEcnUrfI', 'SU')
('AC22517-2022-11-01-4175','A232-17','qVAZfNdVxTgmgC', 'SL')
('AC04652-2022-11-02-4132','A230-10','HEorjB', 'UB')
('SL22517-2022-11-02-4030','S168-22','mWhruTFz', 'UB')
('AC04652-2022-11-01-4296','A239-12','nqevSNiHaprDH', 'SU')
('SL04652-2022-11-01-4064','S170-8','zyumfiGbVZ', 'SU')
('SL12058-2022-11-01-3999','S167-15','v', 'SL')
('SL12058-2022-11-01-4000','S167-16','rn', 'SU')
('SL04652-2022-11-02-4134','S173-6','vazBtHWIRyoqqO', 'UB')
('SL04652-2022-11-02-4135','S173-7','gXNxUuZgw', 'SL')
('SL12058-2022-11-01-4007','S167-23','gTLhxCH', 'SL')
('AC22517-2022-11-01-4206','A234-12','DndYLSLC', 'SU')
('SL22517-2022-11-01-4107','S172-3','MuFMgjfyIq', 'UB')
('SL04652-2022-11-01-4067','S170-11','EFdXeiZtJtobA', 'UB')
('SL22517-2022-11-01-4108','S172-4','CaZsaUpojgKwUN', 'LB')
('SL12058-2022-11-01-4014','S168-6','gMqNU', 'UB')
('SL22517-2022-11-02-4053','S169-21','QHm', 'MB')
('AC22517-2022-11-01-4212','A234-18','eyHkLGmk', 'SU')
('SL04652-2022-11-01-4071','S170-15','R', 'SL')
('AC04652-2022-11-01-4309','A240-7','nBTBSlMudE', 'LB')
('AC04652-2022-11-02-4162','A232-4','eJILBknLj', 'UB')
('AC22517-2022-11-02-4133','A230-11','zopITWQvgwCy', 'SL')
('SL22517-2022-11-01-4118','S172-14','ZgyuZ', 'UB')
('AC04652-2022-11-01-4320','A240-18','umUP', 'SU')
('SL04652-2022-11-02-4199','S175-23','xnLOgOElKmsD', 'SL')
('SL04652-2022-11-02-4200','S175-24','gUwVJzQRLf', 'SU')
('AC22517-2022-11-01-4256','A237-8','SBCRHWicsz', 'LB')
('AC04652-2022-11-01-4362','A243-6','Et', 'SU')
('SL22517-2022-11-02-4113','S172-9','RVmkRtJGocc', 'LB')
('SL04652-2022-11-02-4207','S176-7','P', 'SL')
('AC12058-2022-11-01-4238','A236-8','ZckdkvrVAP', 'LB')
('AC12058-2022-11-01-4240','A236-10','AzhFbnD', 'UB')
('SL22517-2022-11-01-4200','S175-24','tKNq', 'SU')
('SL04652-2022-11-02-4240','S177-16','MKtpE', 'SU')
('AC12058-2022-11-01-4252','A237-4','xRLSKoOXtJNTc', 'UB')
('SL04652-2022-11-01-4182','S175-6','WyldxFfzQIpgCP', 'UB')
('SL12058-2022-11-01-4121','S172-17','wmJLXhdfZBd', 'LB')
('AC04652-2022-11-02-4267','A238-1','KTpDIlDZwtCER', 'LB')
('SL22517-2022-11-02-4170','S174-18','GIEc', 'MB')
('SL12058-2022-11-01-4137','S173-9','fDZq', 'LB')
('AC04652-2022-11-02-4276','A238-10','vo', 'UB')
('AC04652-2022-11-02-4321','A241-1','ynNASihmQNngGcr', 'LB')
('AC12058-2022-11-01-4319','A240-17','Uv', 'SL')
('SL22517-2022-11-02-4210','S176-10','eVznUH', 'MB')
('AC22517-2022-11-02-4303','A240-1','uAQL', 'LB')
('SL22517-2022-11-02-4212','S176-12','WCHxzx', 'LB')
('SL04652-2022-11-01-4241','S177-17','umcYUwkqzhhAayp', 'LB')
('AC22517-2022-11-02-4305','A240-3','bqQ', 'UB')
('SL04652-2022-11-01-4245','S177-21','LVUNIXTbYUX', 'MB')
('AC04652-2022-11-02-4335','A241-15','HlhOAYc', 'UB')
('SL22517-2022-11-01-4268','S178-20','ZAPVwEd', 'LB')
('SL04652-2022-11-01-4255','S178-7','sNDqOPaAmhRZwWxs', 'SL')
('SL22517-2022-11-01-4278','S179-6','QWehJH', 'UB')
('SL04652-2022-11-01-4263','S178-15','RxcYBvmRnZcVqZ', 'SL')
('SL04652-2022-11-02-4324','S181-4','ZAryvGgYRB', 'LB')
('AC22517-2022-11-01-4391','A244-17','c', 'SL')
('AC04652-2022-11-02-4358','A243-2','DzAhVcv', 'LB')
('SL04652-2022-11-01-4274','S179-2','qHiIeUgopecuJlb', 'MB')
('SL12058-2022-11-01-4232','S177-8','NsyMMzERsxey', 'SU')
('SL12058-2022-11-01-4233','S177-9','IucLslmgMJxp', 'LB')
('SL22517-2022-11-02-4261','S178-13','WASAiwwZasWB', 'MB')
('SL22517-2022-11-01-4313','S180-17','QRfLqnAfpK', 'LB')
('AC22517-2022-11-02-4358','A243-2','AmNWhznRpUR', 'LB')
('AC04652-2022-11-02-4370','A243-14','pkSOfvmeGUara', 'LB')
('SL22517-2022-11-02-4268','S178-20','qYZYYVmIcV', 'LB')
('SL22517-2022-11-02-4269','S178-21','cwEdcSo', 'MB')
('SL22517-2022-11-02-4271','S178-23','Xld', 'SL')
('AC04652-2022-11-02-4396','A245-4','QsRTLvwGN', 'UB')
('SL04652-2022-11-01-4306','S180-10','FHWfsoWOhe', 'MB')
('AC04652-2022-11-01-4545','A253-9','CKfIjsHPALnAEyf', 'UB')
('SL22517-2022-11-01-4327','S181-7','ykDyA', 'SL')
('AC04652-2022-11-02-4403','A245-11','zxmyH', 'SL')
