('SL04652-2022-11-01-21','S1-21','GtEvZjaNCKnIUat', 'MB')
('SL12058-2022-11-01-8310','S347-6','WlFLhqDQsiaBheUl', 'UB')
('AC22517-2022-11-01-8277','A460-15','uNsAsU', 'UB')
('SL04652-2022-11-01-8255','S344-23','tJoGegdnzvdR', 'SL')
('AC22517-2022-11-02-8472','A471-12','KagVLACRQz', 'SU')
('AC22517-2022-11-02-8478','A471-18','rPdEMcBXOchBdV', 'SU')
('SL12058-2022-11-01-8319','S347-15','Lnio', 'SL')
('SL22517-2022-11-01-8265','S345-9','fACdDsFHVahLvo', 'LB')
('SL22517-2022-11-01-8268','S345-12','bv', 'LB')
('SL04652-2022-11-02-8369','S349-17','IZouP', 'LB')
('SL04652-2022-11-01-8269','S345-13','PudDwcoqkYnI', 'MB')
('AC04652-2022-11-02-8267','A460-5','kYYBwhJPUOVUiNj', 'SL')
('SL04652-2022-11-01-8270','S345-14','qlshxFYUR', 'UB')
('AC22517-2022-11-01-8286','A461-6','wdAPXn', 'SU')
('SL22517-2022-11-01-8278','S345-22','RFPZLTlPyqOONm', 'UB')
('SL04652-2022-11-02-8373','S349-21','SxSAtQRl', 'MB')
('AC12058-2022-11-01-8362','A465-10','xtSYWfrOp', 'UB')
('AC22517-2022-11-02-8490','A472-12','zzkYvPo', 'SU')
('SL04652-2022-11-02-8377','S350-1','pBYvAaIWqa', 'LB')
('SL22517-2022-11-01-8282','S346-2','dYWfyKbwKGuTFajl', 'MB')
('AC04652-2022-11-02-8278','A460-16','XfKSt', 'UB')
('SL22517-2022-11-01-8284','S346-4','yh', 'LB')
('SL22517-2022-11-01-8285','S346-5','tc', 'MB')
('SL22517-2022-11-02-8353','S349-1','dI', 'LB')
('AC22517-2022-11-01-8295','A461-15','sbYbmIlBmT', 'UB')
('SL12058-2022-11-01-8334','S348-6','tDvpMmEsyH', 'UB')
('AC04652-2022-11-02-8284','A461-4','ArStAHeiadrs', 'UB')
('AC12058-2022-11-01-8369','A465-17','cvGFVSLneKUarV', 'SL')
('SL22517-2022-11-02-8356','S349-4','vMrCQQcIyt', 'LB')
('AC22517-2022-11-01-8302','A462-4','vzCP', 'UB')
('SL04652-2022-11-01-8286','S346-6','uUfESSaiiKBE', 'UB')
('AC04652-2022-11-01-8422','A468-16','Gx', 'UB')
('SL12058-2022-11-01-8343','S348-15','ywrJOaSDT', 'SL')
('SL04652-2022-11-01-8293','S346-13','XylDJcS', 'MB')
('SL22517-2022-11-02-8366','S349-14','e', 'UB')
('SL04652-2022-11-02-8391','S350-15','IYsqsPDeFXfczb', 'SL')
('SL22517-2022-11-02-8370','S349-18','mgc', 'MB')
('SL22517-2022-11-01-8301','S346-21','GppaLV', 'MB')
('AC22517-2022-11-01-8310','A462-12','FzrxRwIgbdQueSLw', 'SU')
('AC04652-2022-11-02-8303','A462-5','CXlgCbzC', 'SL')
('AC04652-2022-11-02-8304','A462-6','Nmpmy', 'SU')
('AC04652-2022-11-01-8430','A469-6','PJJwIPF', 'SU')
('SL04652-2022-11-01-8298','S346-18','kMKgl', 'MB')
('AC04652-2022-11-02-8312','A462-14','b', 'LB')
('SL22517-2022-11-02-8382','S350-6','tTyevFACknl', 'UB')
('SL12058-2022-11-01-8361','S349-9','XGUKKCujvHRYlFSl', 'LB')
('SL04652-2022-11-02-8404','S351-4','XctcjvHDNf', 'LB')
('SL22517-2022-11-02-8384','S350-8','bUJRPxvDydtW', 'SU')
('AC04652-2022-11-01-8434','A469-10','dRzDKhS', 'UB')
('AC04652-2022-11-02-8318','A463-2','sRdISW', 'LB')
('AC04652-2022-11-02-8319','A463-3','ufQ', 'UB')
('SL12058-2022-11-01-8364','S349-12','DSQw', 'LB')
('SL04652-2022-11-01-8309','S347-5','qu', 'MB')
('SL22517-2022-11-01-8312','S347-8','hLKqjuYLCaTWbuH', 'SU')
('SL22517-2022-11-01-8313','S347-9','pziXZ', 'LB')
('AC12058-2022-11-01-8399','A467-11','MOtTXaeqWoboBPC', 'SL')
('SL22517-2022-11-02-8392','S350-16','qhlSrRhTzfWmZg', 'SU')
('AC22517-2022-11-01-8326','A463-10','fBvdvBxMB', 'UB')
('SL04652-2022-11-01-8315','S347-11','eNjEVKKIw', 'UB')
('SL12058-2022-11-01-8366','S349-14','HKLFvkX', 'UB')
('AC12058-2022-11-01-8403','A467-15','dSZWVH', 'UB')
('AC22517-2022-11-01-8330','A463-14','lN', 'LB')
('SL04652-2022-11-01-8318','S347-14','ZEynRe', 'UB')
('SL12058-2022-11-01-8368','S349-16','hKZQg', 'SU')
('SL12058-2022-11-01-8369','S349-17','sk', 'LB')
('AC12058-2022-11-01-8406','A467-18','IWDzjOSzlYydrVDX', 'SU')
('SL04652-2022-11-01-8320','S347-16','oOTOtSMClYE', 'SU')
('AC22517-2022-11-02-8530','A474-16','EKtYeQdszhBqqk', 'UB')
('SL04652-2022-11-01-8322','S347-18','ywvJND', 'MB')
('SL22517-2022-11-02-8396','S350-20','oTorznyJAFCQx', 'LB')
('AC04652-2022-11-02-8334','A463-18','BBparuHjPqlzvnn', 'SU')
('SL04652-2022-11-01-8328','S347-24','cjAMsZmDcgQ', 'SU')
('AC04652-2022-11-02-8337','A464-3','BvBUO', 'UB')
('AC12058-2022-11-01-8415','A468-9','VSPOEZBjBjt', 'UB')
('SL22517-2022-11-01-8331','S348-3','ILQEnNUjeOipGMe', 'UB')
('SL12058-2022-11-01-8383','S350-7','RdWTGJc', 'SL')
('SL22517-2022-11-02-8405','S351-5','RsnhEpOSrKiEK', 'MB')
('SL04652-2022-11-01-8333','S348-5','MTzgaGHSo', 'MB')
('SL04652-2022-11-02-8432','S352-8','MbdRjlWrEVFB', 'SU')
('SL04652-2022-11-02-8434','S352-10','DtuzaTEJGJukA', 'MB')
('SL22517-2022-11-02-8411','S351-11','mJyGBZInmK', 'UB')
('SL22517-2022-11-02-8412','S351-12','gAjNrtisSWjMvKzz', 'LB')
('AC04652-2022-11-01-8463','A471-3','biUkJXNpTbrjnM', 'UB')
('AC04652-2022-11-01-8464','A471-4','KOvGtwqdUsqlrhNh', 'UB')
('AC04652-2022-11-01-8465','A471-5','OHU', 'SL')
('SL22517-2022-11-02-8414','S351-14','sTtFKbzsEOCz', 'UB')
('SL22517-2022-11-02-8415','S351-15','StlOtNMMrrCp', 'SL')
('SL04652-2022-11-01-8344','S348-16','yMZ', 'SU')
('AC22517-2022-11-01-8352','A464-18','GlLOruk', 'SU')
('AC12058-2022-11-01-8426','A469-2','UbhukWiOIbXRYDD', 'LB')
('SL22517-2022-11-01-8344','S348-16','kVJwnbVhWFL', 'SU')
('AC22517-2022-11-01-8354','A465-2','qWTsdzJR', 'LB')
('SL12058-2022-11-01-8396','S350-20','zj', 'LB')
('AC22517-2022-11-01-8356','A465-4','ejayKrqsKVLKbkV', 'UB')
('AC04652-2022-11-02-8351','A464-17','KxjHHUQITB', 'SL')
('SL04652-2022-11-02-8443','S352-19','jXZF', 'UB')
('AC12058-2022-11-01-8430','A469-6','XCeM', 'SU')
('AC04652-2022-11-01-8472','A471-12','sMyvJ', 'SU')
('AC22517-2022-11-02-8564','A476-14','vJVLTEGzVVYWv', 'LB')
('SL22517-2022-11-01-8351','S348-23','LLzNzzEVbvMgKV', 'SL')
('AC22517-2022-11-02-8568','A476-18','JDtdCkjBUJ', 'SU')
('AC22517-2022-11-02-8569','A477-1','mZr', 'LB')
('AC22517-2022-11-01-8370','A465-18','fyTMneFhRy', 'SU')
('AC04652-2022-11-01-8475','A471-15','jSRuE', 'UB')
('SL22517-2022-11-02-8430','S352-6','egp', 'UB')
('AC04652-2022-11-01-8477','A471-17','Pxsu', 'SL')
('AC22517-2022-11-01-8375','A466-5','NRXuY', 'SL')
('AC22517-2022-11-02-8572','A477-4','csRK', 'UB')
('SL04652-2022-11-02-8454','S353-6','WPOSFzEBH', 'UB')
('SL12058-2022-11-01-8412','S351-12','xiSisoFXXdj', 'LB')
('SL22517-2022-11-01-8365','S349-13','rHKYTYCWBFCTmQ', 'MB')
('SL12058-2022-11-01-8415','S351-15','YU', 'SL')
('SL04652-2022-11-01-8373','S349-21','XPxQGoEfl', 'MB')
('AC04652-2022-11-01-8484','A472-6','pBhXjrKKaG', 'SU')
('AC12058-2022-11-01-8449','A470-7','U', 'LB')
('AC04652-2022-11-02-8372','A466-2','UCaZebNoGdfKtDy', 'LB')
('SL12058-2022-11-01-8421','S351-21','QzTKKfip', 'MB')
('AC22517-2022-11-02-8583','A477-15','hJJkIclzUPELA', 'UB')
('SL22517-2022-11-01-8371','S349-19','ZJWUB', 'UB')
('SL22517-2022-11-01-8372','S349-20','RdSlvplFbDtm', 'LB')
('SL22517-2022-11-02-8445','S352-21','OGcxAAio', 'MB')
('SL22517-2022-11-02-8446','S352-22','OoD', 'UB')
('SL04652-2022-11-02-8464','S353-16','YnsKVqcUS', 'SU')
('SL22517-2022-11-01-8376','S349-24','Zzjie', 'SU')
('AC04652-2022-11-01-8491','A472-13','oTKGZipDRjJIyPd', 'LB')
('AC12058-2022-11-01-8457','A470-15','XMiAMyEjxUYLLeZv', 'UB')
('SL04652-2022-11-02-8466','S353-18','YETHpleJaVgtTYJi', 'MB')
('AC12058-2022-11-01-8460','A470-18','MGyeLqmhLGJFuBo', 'SU')
('SL22517-2022-11-01-8382','S350-6','aAIPNgnZByAfboG', 'UB')
('AC12058-2022-11-01-8462','A471-2','oLxortLbIB', 'LB')
('SL04652-2022-11-01-8387','S350-11','JGOaWvfKGbLu', 'UB')
('SL04652-2022-11-01-8388','S350-12','bDoSd', 'LB')
('AC12058-2022-11-01-8464','A471-4','pPezzDpQobJyvi', 'UB')
('AC04652-2022-11-01-8498','A473-2','UwjUKLbLY', 'LB')
('SL04652-2022-11-01-8391','S350-15','vaisICjEVRcjIB', 'SL')
('SL12058-2022-11-01-8434','S352-10','yjZpLdtJOryyW', 'MB')
('SL12058-2022-11-01-8435','S352-11','JPqLX', 'UB')
('AC04652-2022-11-02-8388','A466-18','SMS', 'SU')
('AC22517-2022-11-01-8395','A467-7','JXFZnxgcFCKCEbPc', 'LB')
('SL22517-2022-11-02-8460','S353-12','vhZIRHi', 'LB')
('SL22517-2022-11-01-8392','S350-16','tbNMrEKkFtGJuzR', 'SU')
('SL04652-2022-11-01-8397','S350-21','zNKfOcRHzOQUkJxY', 'MB')
('AC04652-2022-11-02-8395','A467-7','vBXNnqQoLpsO', 'LB')
('SL22517-2022-11-02-8484','S354-12','azLDlxxvkRMYR', 'LB')
('AC12058-2022-11-01-8493','A472-15','TDtfRKJw', 'UB')
('AC22517-2022-11-01-8419','A468-13','rS', 'LB')
('SL04652-2022-11-02-8499','S355-3','GPi', 'UB')
('SL04652-2022-11-01-8419','S351-19','YiSMhDLF', 'UB')
('AC22517-2022-11-02-8619','A479-15','iQee', 'UB')
('AC12058-2022-11-01-8496','A472-18','PbYw', 'SU')
('AC22517-2022-11-02-8621','A479-17','KZBCTGA', 'SL')
('SL12058-2022-11-01-8465','S353-17','TUST', 'LB')
('SL04652-2022-11-01-8423','S351-23','eWlKtQspPw', 'SL')
('AC04652-2022-11-01-8534','A475-2','MlzHccVbQeyei', 'LB')
('SL04652-2022-11-01-8425','S352-1','Yt', 'LB')
('SL12058-2022-11-01-8467','S353-19','URstUVqed', 'UB')
('SL04652-2022-11-02-8507','S355-11','WrPyrjRSl', 'UB')
('AC04652-2022-11-02-8423','A468-17','qck', 'SL')
('AC04652-2022-11-01-8535','A475-3','A', 'UB')
('AC04652-2022-11-02-8426','A469-2','gNUPMtwAbeGZTNNg', 'LB')
('AC04652-2022-11-01-8537','A475-5','CzVPKVis', 'SL')
('AC04652-2022-11-01-8538','A475-6','VvagxR', 'SU')
('AC04652-2022-11-01-8539','A475-7','XD', 'LB')
('SL04652-2022-11-02-8510','S355-14','rBeJRqjZEbMQvwN', 'UB')
('AC22517-2022-11-02-8632','A480-10','XWvlIQOtptg', 'UB')
('SL12058-2022-11-01-8478','S354-6','esisxoTCqmSixJ', 'UB')
('SL04652-2022-11-02-8518','S355-22','Ur', 'UB')
('SL04652-2022-11-01-8438','S352-14','EHQcLRl', 'UB')
('AC12058-2022-11-01-8510','A473-14','EFuBhsM', 'LB')
('SL04652-2022-11-01-8440','S352-16','mhtIPnkUfC', 'SU')
('AC22517-2022-11-02-8640','A480-18','TqDJAufCB', 'SU')
('AC22517-2022-11-01-8436','A469-12','ndmThl', 'SU')
('SL22517-2022-11-01-8430','S352-6','ybzvBhjjOxTY', 'UB')
('SL04652-2022-11-02-8525','S356-5','XjBuhwzamjZtnKE', 'MB')
('AC04652-2022-11-02-8436','A469-12','huLdIen', 'SU')
('AC22517-2022-11-01-8438','A469-14','mBQUJsyAgde', 'LB')
('AC04652-2022-11-01-8550','A475-18','FkCxhw', 'SU')
('AC12058-2022-11-01-8518','A474-4','TjQpaNuJyh', 'UB')
('AC04652-2022-11-02-8439','A469-15','ZPzjrDWad', 'UB')
('SL04652-2022-11-02-8530','S356-10','mAEkiSNFiA', 'MB')
('SL04652-2022-11-01-8451','S353-3','ArPQ', 'UB')
('AC22517-2022-11-01-8443','A470-1','nlFPKdErZZFxfPnH', 'LB')
('AC22517-2022-11-01-8444','A470-2','rBED', 'LB')
('AC12058-2022-11-01-8524','A474-10','tYCIKqbIIpDbL', 'UB')
('SL22517-2022-11-02-8509','S355-13','Ck', 'MB')
('AC04652-2022-11-02-8450','A470-8','JHRPgnW', 'LB')
('AC04652-2022-11-02-8451','A470-9','XR', 'UB')
('AC22517-2022-11-01-8451','A470-9','AOzuqjuW', 'UB')
('AC04652-2022-11-02-8454','A470-12','vImTQCqSu', 'SU')
('AC04652-2022-11-01-8560','A476-10','OGUckCoLkqhp', 'UB')
('SL04652-2022-11-01-8459','S353-11','KdpVo', 'UB')
('SL22517-2022-11-01-8442','S352-18','EwbSCcDWqOn', 'MB')
('SL12058-2022-11-01-8496','S354-24','FLHlbVno', 'SU')
('SL04652-2022-11-02-8543','S356-23','DXBjQhQNa', 'SL')
('SL12058-2022-11-01-8498','S355-2','joKj', 'MB')
('SL22517-2022-11-02-8528','S356-8','Y', 'SU')
('AC22517-2022-11-01-8471','A471-11','XFH', 'SL')
('AC04652-2022-11-01-8576','A477-8','GVtbXGZXS', 'LB')
('AC22517-2022-11-01-8472','A471-12','lNinRSzkncqZrZjO', 'SU')
('SL12058-2022-11-01-8505','S355-9','VDwDnSPoYD', 'LB')
('SL12058-2022-11-01-8506','S355-10','CjjZG', 'MB')
('AC22517-2022-11-02-8674','A482-16','ULUKwx', 'UB')
('SL12058-2022-11-01-8509','S355-13','NhKJ', 'MB')
('AC22517-2022-11-01-8473','A471-13','dwZ', 'LB')
('SL12058-2022-11-01-8511','S355-15','Cm', 'SL')
('AC22517-2022-11-02-8677','A483-1','SWRbGZJRZvZQFx', 'LB')
('AC12058-2022-11-01-8556','A476-6','AYPlkrHNDyuBeXG', 'SU')
('SL04652-2022-11-02-8565','S357-21','cLSE', 'MB')
('AC04652-2022-11-01-8589','A478-3','uzvOqwAHJ', 'UB')
('SL04652-2022-11-01-8486','S354-14','ohZAIwFdqvxzO', 'UB')
('SL12058-2022-11-01-8519','S355-23','tWeDBUoJq', 'SL')
('SL12058-2022-11-01-8520','S355-24','EULxmacH', 'SU')
('AC22517-2022-11-01-8476','A471-16','JeepJrMDjZo', 'UB')
('AC22517-2022-11-02-8683','A483-7','PCXrnyJgINPhuF', 'LB')
('SL12058-2022-11-01-8523','S356-3','RUGwnruEWm', 'UB')
('SL04652-2022-11-01-8492','S354-20','w', 'LB')
('SL12058-2022-11-01-8526','S356-6','mVEa', 'UB')
('AC22517-2022-11-01-8482','A472-4','l', 'UB')
('SL12058-2022-11-01-8530','S356-10','kHFXtSA', 'MB')
('SL04652-2022-11-01-8498','S355-2','QBRc', 'MB')
('SL22517-2022-11-01-8485','S354-13','kLLe', 'MB')
('AC04652-2022-11-01-8603','A478-17','BLqidRqaOIWEi', 'SL')
('AC22517-2022-11-01-8492','A472-14','XyG', 'LB')
('SL22517-2022-11-02-8549','S357-5','qpjqwuvRmlT', 'MB')
('AC04652-2022-11-01-8608','A479-4','ABpejcUkCBiVI', 'UB')
('AC04652-2022-11-01-8609','A479-5','ZPYpYPkC', 'SL')
('SL22517-2022-11-01-8490','S354-18','kbbdiIJYQSX', 'MB')
('SL04652-2022-11-01-8503','S355-7','oFsprKaLnl', 'SL')
('SL22517-2022-11-02-8553','S357-9','vMzBMX', 'LB')
('AC04652-2022-11-02-8498','A473-2','DhGzondsi', 'LB')
('AC04652-2022-11-02-8499','A473-3','GgiE', 'UB')
('SL04652-2022-11-01-8506','S355-10','YaHkLkYuwGDtu', 'MB')
('SL12058-2022-11-01-8537','S356-17','iljCH', 'LB')
('AC22517-2022-11-02-8703','A484-9','mWLj', 'UB')
('AC04652-2022-11-02-8501','A473-5','ecVH', 'SL')
('AC12058-2022-11-01-8576','A477-8','TihyNGHEtlwtZfyT', 'LB')
('SL22517-2022-11-02-8557','S357-13','JhHOya', 'MB')
('SL04652-2022-11-01-8511','S355-15','omKBpbSzQxBVXgH', 'SL')
('SL22517-2022-11-02-8560','S357-16','IkX', 'SU')
('AC12058-2022-11-01-8580','A477-12','wtL', 'SU')
('AC22517-2022-11-02-8711','A484-17','W', 'SL')
('SL22517-2022-11-02-8564','S357-20','TsAhbC', 'LB')
('SL22517-2022-11-01-8505','S355-9','cNETgMOSUTJ', 'LB')
('SL22517-2022-11-01-8506','S355-10','j', 'MB')
('AC04652-2022-11-01-8628','A480-6','nsFwl', 'SU')
('SL04652-2022-11-02-8588','S358-20','SqRxPIwvbgik', 'LB')
('SL04652-2022-11-01-8521','S356-1','GFyBGPnze', 'LB')
('AC22517-2022-11-02-8717','A485-5','IarDQFaXy', 'SL')
('SL12058-2022-11-01-8546','S357-2','saMABHPT', 'MB')
('SL04652-2022-11-01-8524','S356-4','RzDfApSqzofcuS', 'LB')
('SL04652-2022-11-01-8525','S356-5','mJcqHrFRALaaW', 'MB')
('AC22517-2022-11-01-8514','A473-18','URjjYbkXwM', 'SU')
('AC12058-2022-11-01-8596','A478-10','pwFQUntvCA', 'UB')
('SL04652-2022-11-02-8601','S359-9','zUU', 'LB')
('SL04652-2022-11-02-8627','S360-11','HUeifzZNrrfrER', 'UB')
('AC22517-2022-11-01-8541','A475-9','WumGT', 'UB')
('SL22517-2022-11-01-8540','S356-20','hVGiKvbBvJqWhp', 'LB')
('AC04652-2022-11-01-8654','A481-14','yuqDeYmn', 'LB')
('AC04652-2022-11-02-8549','A475-17','fWjKwpXHlWCJgt', 'SL')
('SL04652-2022-11-01-8563','S357-19','YrgWrBtOnnHRk', 'UB')
('AC04652-2022-11-01-8662','A482-4','azKydxruYlK', 'UB')
('SL22517-2022-11-02-8608','S359-16','BYpjcapZjuswpbZR', 'SU')
('AC22517-2022-11-01-8550','A475-18','DeDrylnLDO', 'SU')
('AC22517-2022-11-02-8757','A487-9','jiFygaOgro', 'UB')
('AC22517-2022-11-02-8758','A487-10','oLHvjwu', 'UB')
('AC22517-2022-11-02-8760','A487-12','qbkJqwy', 'SU')
('SL04652-2022-11-02-8635','S360-19','DtF', 'UB')
('AC04652-2022-11-02-8556','A476-6','smKnJc', 'SU')
('SL12058-2022-11-01-8595','S359-3','FjAlVasomNjgw', 'UB')
('SL04652-2022-11-01-8573','S358-5','GAtSwktypsYUiMZ', 'MB')
('SL12058-2022-11-01-8598','S359-6','PiSanUGlDSTAdrW', 'UB')
('SL22517-2022-11-01-8551','S357-7','rdUVfxa', 'SL')
('SL22517-2022-11-02-8620','S360-4','iUyVhPabmQXP', 'LB')
('SL04652-2022-11-02-8641','S361-1','viUFj', 'LB')
('SL22517-2022-11-02-8624','S360-8','oTkbYdCldJUsfzSQ', 'SU')
('SL22517-2022-11-01-8553','S357-9','PWc', 'LB')
('AC04652-2022-11-02-8563','A476-13','dcHXOXNdIx', 'LB')
('SL04652-2022-11-02-8643','S361-3','v', 'UB')
('AC22517-2022-11-01-8560','A476-10','LahSdOz', 'UB')
('AC04652-2022-11-01-8679','A483-3','L', 'UB')
('SL22517-2022-11-01-8559','S357-15','SWK', 'SL')
('SL12058-2022-11-01-8605','S359-13','CRZHzUfoFW', 'MB')
('AC22517-2022-11-01-8565','A476-15','ubYWKZXhcDn', 'UB')
('AC12058-2022-11-01-8655','A481-15','BgUVJ', 'UB')
('AC22517-2022-11-01-8567','A476-17','iePfGyZzxmVvBbTp', 'SL')
('SL04652-2022-11-02-8653','S361-13','wutUYpzqp', 'MB')
('AC04652-2022-11-01-8683','A483-7','QmSZekGHnG', 'LB')
('AC22517-2022-11-02-8772','A488-6','AhNM', 'SU')
('AC12058-2022-11-01-8660','A482-2','wZBsMoOBYx', 'LB')
('AC04652-2022-11-01-8686','A483-10','xbMKDvPOJlIK', 'UB')
('AC04652-2022-11-01-8687','A483-11','uL', 'SL')
('SL04652-2022-11-02-8657','S361-17','Yh', 'LB')
('SL04652-2022-11-02-8658','S361-18','aNFIbp', 'MB')
('SL12058-2022-11-01-8611','S359-19','VdPHyuf', 'UB')
('SL04652-2022-11-01-8586','S358-18','geNgTljsuMOtcWke', 'MB')
('SL12058-2022-11-01-8616','S359-24','PdhvSCtPWNrXjDWY', 'SU')
('SL12058-2022-11-01-8618','S360-2','kbWqgkZrjkr', 'MB')
('AC12058-2022-11-01-8669','A482-11','PKNTjsiSUF', 'SL')
('SL12058-2022-11-01-8624','S360-8','BEiyssxkJJWFISR', 'SU')
('SL12058-2022-11-01-8626','S360-10','JMeqeOrwmYHs', 'MB')
('AC22517-2022-11-02-8786','A489-2','slXTnnkTnIcVFjp', 'LB')
('AC12058-2022-11-01-8676','A482-18','hcM', 'SU')
('SL04652-2022-11-02-8672','S362-8','wVmMgWJiTF', 'SU')
('AC12058-2022-11-01-8679','A483-3','BYPFV', 'UB')
('AC04652-2022-11-02-8588','A478-2','vQpWmeOYETNMfQ', 'LB')
('AC04652-2022-11-02-8589','A478-3','ROBg', 'UB')
('AC04652-2022-11-02-8590','A478-4','V', 'UB')
('AC22517-2022-11-02-8792','A489-8','HJZaMuHnALAvtJS', 'LB')
('AC22517-2022-11-01-8587','A478-1','eqwYA', 'LB')
('SL22517-2022-11-01-8584','S358-16','DvJrfkUohQs', 'SU')
('AC04652-2022-11-01-8710','A484-16','FuHLu', 'UB')
('SL04652-2022-11-01-8604','S359-12','YgTvc', 'LB')
('AC04652-2022-11-02-8597','A478-11','lhMpzUUf', 'SL')
('AC22517-2022-11-02-8796','A489-12','oVwqwfaycnnRI', 'SU')
('SL04652-2022-11-01-8606','S359-14','EzyYyKlBXajYnb', 'UB')
('SL12058-2022-11-01-8643','S361-3','LwGXdTGGS', 'UB')
('SL22517-2022-11-02-8659','S361-19','KGzhQGKZ', 'UB')
('SL12058-2022-11-01-8647','S361-7','H', 'SL')
('AC12058-2022-11-01-8690','A483-14','ihfOR', 'LB')
('AC04652-2022-11-01-8716','A485-4','fcuePXzccbEawO', 'UB')
('AC22517-2022-11-01-8596','A478-10','KlCX', 'UB')
('AC04652-2022-11-01-8718','A485-6','E', 'SU')
('SL04652-2022-11-02-8687','S362-23','ocSEuENY', 'SL')
('AC04652-2022-11-01-8722','A485-10','U', 'UB')
('AC12058-2022-11-01-8697','A484-3','nWVrtabtnCZQpAeO', 'UB')
('AC22517-2022-11-01-8604','A478-18','MaWteWZxsKP', 'SU')
('SL04652-2022-11-02-8692','S363-4','ltBmbXqYT', 'LB')
('SL22517-2022-11-02-8674','S362-10','wkebkPrEdWZUn', 'MB')
('SL12058-2022-11-01-8657','S361-17','bNIUSXYrXdfX', 'LB')
('AC04652-2022-11-02-8615','A479-11','HYUhyNWokq', 'SL')
('AC12058-2022-11-01-8712','A484-18','fRgAFajsGPbF', 'SU')
('AC04652-2022-11-02-8618','A479-14','tmKqJWXW', 'LB')
('SL04652-2022-11-02-8699','S363-11','euoOPkWHyLm', 'UB')
('SL22517-2022-11-01-8612','S359-20','aGYyLIZcQeTZCL', 'LB')
('SL04652-2022-11-02-8705','S363-17','iSg', 'LB')
('SL22517-2022-11-01-8618','S360-2','uIyd', 'MB')
('SL12058-2022-11-01-8671','S362-7','Pqt', 'SL')
('SL22517-2022-11-01-8624','S360-8','QMwmyCi', 'SU')
('AC04652-2022-11-01-8738','A486-8','GjKiSYq', 'LB')
('AC22517-2022-11-01-8623','A480-1','WmPYJqxlzfa', 'LB')
('AC22517-2022-11-01-8625','A480-3','OUd', 'UB')
('SL22517-2022-11-01-8631','S360-15','W', 'SL')
('SL22517-2022-11-02-8699','S363-11','do', 'UB')
('AC22517-2022-11-02-8835','A491-15','VcXHYav', 'UB')
('AC22517-2022-11-01-8629','A480-7','wdKIpaAYtbo', 'LB')
('SL04652-2022-11-01-8633','S360-17','qreC', 'LB')
('SL04652-2022-11-02-8725','S364-13','MsoYqS', 'MB')
('SL12058-2022-11-01-8683','S362-19','AHCTNfGZ', 'UB')
('SL12058-2022-11-01-8684','S362-20','nMimmWvGSOFUGA', 'LB')
('SL04652-2022-11-02-8729','S364-17','ZGipVhQDKK', 'LB')
('SL12058-2022-11-01-8686','S362-22','FlnEj', 'UB')
('AC12058-2022-11-01-8728','A485-16','mUxyqqBfwEz', 'UB')
('SL22517-2022-11-02-8715','S364-3','zsytNXMEc', 'UB')
('AC22517-2022-11-01-8641','A481-1','Vyhv', 'LB')
('AC04652-2022-11-02-8642','A481-2','KISzaTlB', 'LB')
('AC22517-2022-11-02-8849','A492-11','myTz', 'SL')
('SL22517-2022-11-02-8721','S364-9','migdLWnlWEVznQUC', 'LB')
('SL12058-2022-11-01-8693','S363-5','GarM', 'MB')
('SL04652-2022-11-01-8646','S361-6','xK', 'UB')
('SL22517-2022-11-01-8646','S361-6','mQDNbRcsTZIr', 'UB')
('AC12058-2022-11-01-8744','A486-14','mwWctYsGvCHosRD', 'LB')
('SL22517-2022-11-01-8648','S361-8','ycd', 'SU')
('SL22517-2022-11-01-8649','S361-9','RKNFiSuFrdR', 'LB')
('AC04652-2022-11-01-8762','A487-14','ki', 'LB')
('SL12058-2022-11-01-8696','S363-8','cc', 'SU')
('AC22517-2022-11-02-8855','A492-17','xfatuaggyopl', 'SL')
('SL04652-2022-11-02-8747','S365-11','hHl', 'UB')
('SL22517-2022-11-01-8655','S361-15','m', 'SL')
('SL22517-2022-11-01-8656','S361-16','vwhgs', 'SU')
('SL22517-2022-11-01-8657','S361-17','YnjSynjeDw', 'LB')
('AC12058-2022-11-01-8753','A487-5','LgfJpbWar', 'SL')
('SL04652-2022-11-02-8753','S365-17','qiipHe', 'LB')
('SL22517-2022-11-01-8663','S361-23','dZlWOonEg', 'SL')
('SL04652-2022-11-02-8754','S365-18','geYIbmJ', 'MB')
('SL04652-2022-11-02-8755','S365-19','emFfdgNlY', 'UB')
('SL22517-2022-11-02-8744','S365-8','nLjLp', 'SU')
('AC22517-2022-11-01-8657','A481-17','taKGIvdrZvsAT', 'SL')
('AC04652-2022-11-02-8661','A482-3','pfzSAV', 'UB')
('SL22517-2022-11-02-8749','S365-13','jBWPMBRRtf', 'MB')
('AC04652-2022-11-02-8663','A482-5','S', 'SL')
('AC04652-2022-11-01-8779','A488-13','CqjXyKFWFQIRJ', 'LB')
('AC04652-2022-11-01-8781','A488-15','DH', 'UB')
('SL22517-2022-11-01-8674','S362-10','csRVbljU', 'MB')
('AC12058-2022-11-01-8764','A487-16','sqqMcTYxwUGRIBPx', 'UB')
('SL22517-2022-11-02-8752','S365-16','oU', 'SU')
('AC22517-2022-11-01-8667','A482-9','hTVNAAs', 'UB')
('AC22517-2022-11-02-8880','A494-6','boBxpkJbyqagis', 'SU')
('SL12058-2022-11-01-8714','S364-2','RfBQXguxasb', 'MB')
