('SL12058-2022-11-01-3005','S126-5','NFLCryEWjL', 'MB')
('AC04652-2022-11-02-7962','A443-6','vlN', 'SU')
('AC22517-2022-11-01-7944','A442-6','EXI', 'SU')
('AC12058-2022-11-01-7952','A442-14','erwHWHDW', 'LB')
('AC22517-2022-11-01-7948','A442-10','sdMcejNfmx', 'UB')
('AC12058-2022-11-01-7956','A442-18','sKhROQxa', 'SU')
('SL12058-2022-11-01-7725','S322-21','Mu', 'MB')
('AC12058-2022-11-01-7958','A443-2','laZnrXOYrSQ', 'LB')
('SL04652-2022-11-01-7900','S330-4','l', 'LB')
('SL22517-2022-11-02-7903','S330-7','UXhFJS', 'SL')
('AC04652-2022-11-02-7986','A444-12','ggfTIfuoT', 'SU')
('AC04652-2022-11-02-7987','A444-13','XtL', 'LB')
('AC04652-2022-11-02-8003','A445-11','bmiBUGOQQLZP', 'SL')
('SL04652-2022-11-02-7933','S331-13','AVtbvaBjt', 'MB')
('AC12058-2022-11-01-7995','A445-3','ySMqNBewS', 'UB')
('SL12058-2022-11-01-7767','S324-15','zoRVumMbSZbOsO', 'SL')
('AC04652-2022-11-02-8024','A446-14','XNYn', 'LB')
('SL12058-2022-11-01-7778','S325-2','bBrrVXJnx', 'MB')
('AC12058-2022-11-01-8017','A446-7','KRkrYPGCWY', 'LB')
('SL04652-2022-11-02-7959','S332-15','tuoDJeQlJJ', 'SL')
('AC12058-2022-11-01-8022','A446-12','M', 'SU')
('SL22517-2022-11-02-7953','S332-9','pdzWtxApCzmpIIw', 'LB')
('SL22517-2022-11-01-7862','S328-14','TDZQDIYYos', 'UB')
('AC12058-2022-11-01-8025','A446-15','xksnuHRdq', 'UB')
('SL04652-2022-11-02-7967','S332-23','TdNDxkUlvXyOVBdU', 'SL')
('SL04652-2022-11-02-7991','S333-23','KjDrGEOt', 'SL')
('SL22517-2022-11-02-7992','S333-24','CP', 'SU')
('AC04652-2022-11-01-8315','A462-17','EgZzpDCBgO', 'SL')
('AC22517-2022-11-01-8043','A447-15','oimFb', 'UB')
('AC12058-2022-11-01-8063','A448-17','uDAF', 'SL')
('AC04652-2022-11-02-8083','A450-1','CzUa', 'LB')
('SL04652-2022-11-01-8021','S335-5','wgzt', 'MB')
('SL04652-2022-11-02-8014','S334-22','cunnGqSsTUOUvJIc', 'UB')
('AC04652-2022-11-01-8344','A464-10','trQu', 'UB')
('SL12058-2022-11-01-7853','S328-5','pQTHDRuVejbjNCn', 'MB')
('SL22517-2022-11-01-7935','S331-15','fwDfuKt', 'SL')
('SL04652-2022-11-02-8017','S335-1','qyJlXyUHrEcXZ', 'LB')
('AC12058-2022-11-01-8081','A449-17','N', 'SL')
('SL04652-2022-11-01-8031','S335-15','EcSHDLaksLIXux', 'SL')
('AC04652-2022-11-02-8097','A450-15','FwxBmrwytqtSJM', 'UB')
('SL12058-2022-11-01-7860','S328-12','eMolvWocwEuGB', 'LB')
('AC22517-2022-11-02-8138','A453-2','UebIqjl', 'LB')
('AC12058-2022-11-01-8084','A450-2','BizWqiDUhaYr', 'LB')
('SL12058-2022-11-01-7862','S328-14','AjMSjrtgG', 'UB')
('AC22517-2022-11-01-8065','A449-1','CUCEItuv', 'LB')
('AC22517-2022-11-02-8139','A453-3','hILqwQHik', 'UB')
('AC22517-2022-11-01-8068','A449-4','XVXp', 'UB')
('SL12058-2022-11-01-7870','S328-22','dosWpfDpx', 'UB')
('SL22517-2022-11-01-7942','S331-22','mB', 'UB')
('AC22517-2022-11-02-8145','A453-9','NDMfPR', 'UB')
('SL04652-2022-11-01-8112','S338-24','PbGHsUILQF', 'SU')
('SL22517-2022-11-02-8093','S338-5','TfhEDKr', 'MB')
('AC22517-2022-11-01-8167','A454-13','eygOtbhGQHUNRume', 'LB')
('AC12058-2022-11-01-8181','A455-9','JHSkPdHWRRAckX', 'UB')
('SL12058-2022-11-01-7978','S333-10','HhnkBEieo', 'MB')
('SL12058-2022-11-01-7979','S333-11','nzKmBbeyoQal', 'UB')
('AC22517-2022-11-02-8240','A458-14','SNQewmtPvbVmA', 'LB')
('AC22517-2022-11-01-8171','A454-17','LkWnFTzftUWtJjPC', 'SL')
('AC22517-2022-11-02-8242','A458-16','iAfLCYzA', 'UB')
('AC12058-2022-11-01-8188','A455-16','IsJzX', 'UB')
('AC04652-2022-11-02-8217','A457-9','QkZBgPPu', 'UB')
('SL04652-2022-11-01-8150','S340-14','Umb', 'UB')
('AC04652-2022-11-02-8219','A457-11','vgyFWH', 'SL')
('SL22517-2022-11-01-8045','S336-5','MNITupZA', 'MB')
('AC04652-2022-11-02-8246','A459-2','bAMzKfwbMo', 'LB')
('SL04652-2022-11-02-8140','S340-4','QptiBQRVMRL', 'LB')
('SL22517-2022-11-02-8160','S340-24','rkFzrqtCDLqWZO', 'SU')
('SL22517-2022-11-02-8161','S341-1','SmRAkToNeMnioL', 'LB')
('AC22517-2022-11-01-8216','A457-8','GJrj', 'LB')
('SL12058-2022-11-01-8031','S335-15','ug', 'SL')
('SL22517-2022-11-02-8181','S341-21','tJLWIiSIQgunPoI', 'MB')
('SL22517-2022-11-02-8183','S341-23','dWNYmNfexr', 'SL')
('AC12058-2022-11-01-8240','A458-14','HzValTsjRUoVML', 'LB')
('AC12058-2022-11-01-8272','A460-10','XxuxCfMmEJP', 'UB')
('AC04652-2022-11-01-8536','A475-4','LmkGYPMD', 'UB')
('AC04652-2022-11-02-8312','A462-14','gOfXwKCyl', 'LB')
('AC22517-2022-11-02-8340','A464-6','OWaBbwyZcT', 'SU')
('AC04652-2022-11-01-8538','A475-6','wrxFQesKe', 'SU')
('SL04652-2022-11-01-8227','S343-19','nZwopmkSzfSzMiH', 'UB')
('SL22517-2022-11-02-8228','S343-20','oyQEpUAsQ', 'LB')
('AC04652-2022-11-02-8316','A462-18','od', 'SU')
('AC22517-2022-11-01-8266','A460-4','bnai', 'UB')
('AC12058-2022-11-01-8290','A461-10','UeQYkVDenh', 'UB')
('AC22517-2022-11-01-8269','A460-7','KJuV', 'LB')
('AC22517-2022-11-02-8357','A465-5','hYypznQIQf', 'SL')
('SL22517-2022-11-02-8237','S344-5','Wftt', 'MB')
('SL22517-2022-11-02-8238','S344-6','AUAVxVwia', 'UB')
('AC22517-2022-11-02-8364','A465-12','lIW', 'SU')
('AC04652-2022-11-02-8337','A464-3','HkwxGJ', 'UB')
('AC04652-2022-11-02-8340','A464-6','TTaHmk', 'SU')
('AC04652-2022-11-01-8567','A476-17','jGxyvABGdum', 'SL')
('SL04652-2022-11-01-8260','S345-4','INAOoZvo', 'LB')
('SL22517-2022-11-02-8249','S344-17','FxkVUwl', 'LB')
('AC04652-2022-11-02-8347','A464-13','feiKFFIRIMRh', 'LB')
('SL04652-2022-11-02-8232','S343-24','TtmFuzvnOIXQEKp', 'SU')
('AC04652-2022-11-01-8572','A477-4','PJqVr', 'UB')
('AC04652-2022-11-02-8378','A466-8','OQrgOPgiHCpnNtB', 'LB')
('AC12058-2022-11-01-8338','A464-4','PDyWWkIvasFwHsf', 'UB')
('SL22517-2022-11-01-8206','S342-22','mfMBXR', 'UB')
('SL22517-2022-11-01-8207','S342-23','dQZtAEmbFOSEwbww', 'SL')
('SL04652-2022-11-02-8263','S345-7','QVvhpdFlLXWty', 'SL')
('SL04652-2022-11-02-8279','S345-23','nzpc', 'SL')
('SL04652-2022-11-02-8282','S346-2','VAEdOgihmVPysiUh', 'MB')
('AC04652-2022-11-01-8621','A479-17','INBXqOWXfmO', 'SL')
('SL22517-2022-11-02-8295','S346-15','DxjHtfIvnEAK', 'SL')
('AC22517-2022-11-02-8433','A469-9','gMQiLkPmQfdCHNbO', 'UB')
('SL04652-2022-11-01-8315','S347-11','JERXt', 'UB')
('AC04652-2022-11-02-8409','A468-3','fTlyoW', 'UB')
('AC22517-2022-11-02-8443','A470-1','JUAt', 'LB')
('AC04652-2022-11-02-8414','A468-8','BnBAlbmyandhGygZ', 'LB')
('SL22517-2022-11-02-8306','S347-2','EABUZRM', 'MB')
('AC04652-2022-11-01-8638','A480-16','wYfRD', 'UB')
('SL12058-2022-11-01-8187','S342-3','KGQJbgNBJh', 'UB')
('SL12058-2022-11-01-8188','S342-4','pQStKX', 'LB')
('AC22517-2022-11-01-8399','A467-11','Km', 'SL')
('AC22517-2022-11-01-8401','A467-13','BXFfymid', 'LB')
('SL22517-2022-11-01-8281','S346-1','FGDpyAb', 'LB')
('SL22517-2022-11-01-8288','S346-8','cY', 'SU')
('SL04652-2022-11-02-8412','S351-12','kDfKJJ', 'LB')
('AC22517-2022-11-02-8557','A476-7','jEg', 'LB')
('SL04652-2022-11-02-8414','S351-14','gmuYAremKDYhrISt', 'UB')
('AC22517-2022-11-01-8485','A472-7','orWm', 'LB')
('SL04652-2022-11-02-8431','S352-7','po', 'SL')
('AC22517-2022-11-02-8578','A477-10','iFpcrNZEnTaePI', 'UB')
('SL12058-2022-11-01-8306','S347-2','pkUHmkTYQgCbZAPK', 'MB')
('SL22517-2022-11-01-8397','S350-21','mOCGFu', 'MB')
('AC12058-2022-11-01-8509','A473-13','zlf', 'LB')
('AC04652-2022-11-01-8776','A488-10','kaSbtLPMvl', 'UB')
('SL22517-2022-11-02-8447','S352-23','CPXcTIWuuByY', 'SL')
('SL04652-2022-11-01-8493','S354-21','ueKWKGWw', 'MB')
('SL22517-2022-11-02-8456','S353-8','wn', 'SU')
('AC22517-2022-11-01-8550','A475-18','rKRbqycwQabp', 'SU')
('AC04652-2022-11-02-8624','A480-2','QOxFJKSnQJVAPr', 'LB')
('AC22517-2022-11-02-8653','A481-13','ChMIaxBofkzEeYOs', 'LB')
('AC12058-2022-11-01-8558','A476-8','wgrUhEBuW', 'LB')
('SL04652-2022-11-02-8503','S355-7','VKHTkJxNQtXBb', 'SL')
('SL12058-2022-11-01-8356','S349-4','zCdEfwsxmvzhV', 'LB')
('SL04652-2022-11-02-8510','S355-14','qrwwsBGwoo', 'UB')
('AC12058-2022-11-01-8570','A477-2','dWxoTSDwqUH', 'LB')
('SL12058-2022-11-01-8363','S349-11','VYPxdAVrdycmKAM', 'UB')
('SL22517-2022-11-02-8497','S355-1','lhbTmV', 'LB')
('SL22517-2022-11-02-8498','S355-2','yaMAudhKIdXqGue', 'MB')
('AC12058-2022-11-01-8577','A477-9','KuqcL', 'UB')
('SL22517-2022-11-01-8478','S354-6','zApkuVWbHfuk', 'UB')
('AC04652-2022-11-02-8659','A482-1','rdN', 'LB')
('AC04652-2022-11-02-8666','A482-8','ZEgG', 'LB')
('AC12058-2022-11-01-8604','A478-18','iyz', 'SU')
('SL04652-2022-11-01-8558','S357-14','kKs', 'UB')
('AC04652-2022-11-02-8671','A482-13','qzGMvUmihs', 'LB')
('AC04652-2022-11-02-8672','A482-14','UIYkvwPQWwBuO', 'LB')
('AC12058-2022-11-01-8610','A479-6','HVkRxRVa', 'SU')
('AC04652-2022-11-02-8673','A482-15','MFsMoE', 'UB')
('SL12058-2022-11-01-8417','S351-17','WUaUwEqY', 'LB')
('AC04652-2022-11-02-8685','A483-9','Na', 'UB')
('AC22517-2022-11-01-8662','A482-4','LsKsAAouTQ', 'UB')
('SL04652-2022-11-01-8602','S359-10','TiE', 'MB')
('SL04652-2022-11-01-8603','S359-11','v', 'UB')
('AC22517-2022-11-02-8745','A486-15','yMUGhGF', 'UB')
('AC22517-2022-11-01-8670','A482-12','zV', 'SU')
('AC04652-2022-11-01-8951','A498-5','onJFydehR', 'SL')
('AC22517-2022-11-01-8687','A483-11','ZCIyxYmArW', 'SL')
('AC22517-2022-11-01-8688','A483-12','nWXjAcjQnvFr', 'SU')
('AC04652-2022-11-02-8757','A487-9','COBmCkeKSkT', 'UB')
('AC04652-2022-11-02-8758','A487-10','gaZmyGHazZlFwbCJ', 'UB')
('AC22517-2022-11-01-8741','A486-11','BBBGdxrYdVPtlOb', 'SL')
('SL22517-2022-11-01-8624','S360-8','JNwFmpc', 'SU')
('SL22517-2022-11-01-8625','S360-9','sKwpM', 'LB')
('AC22517-2022-11-01-8744','A486-14','nQ', 'LB')
('SL22517-2022-11-01-8630','S360-14','NdFVBRMtEZQ', 'UB')
('SL04652-2022-11-01-8682','S362-18','KUvoE', 'MB')
('AC22517-2022-11-01-8753','A487-5','MOLWBcshHzn', 'SL')
('AC12058-2022-11-01-8740','A486-10','TIlSnhkBAD', 'UB')
('SL22517-2022-11-02-8664','S361-24','f', 'SU')
('SL04652-2022-11-02-8698','S363-10','bJoZIpWBbi', 'MB')
('SL22517-2022-11-01-8642','S361-2','wdHsMqARoU', 'MB')
('AC04652-2022-11-02-8816','A490-14','bniXdpgDEcvz', 'LB')
('SL22517-2022-11-01-8657','S361-17','qQJdCIUCThwfmq', 'LB')
('AC04652-2022-11-02-8822','A491-2','w', 'LB')
('AC04652-2022-11-01-9044','A503-8','gHZuQIGO', 'LB')
('SL04652-2022-11-02-8721','S364-9','SzqFeOPADtzZR', 'LB')
('SL22517-2022-11-02-8690','S363-2','GHvuO', 'MB')
('SL22517-2022-11-01-8683','S362-19','WBg', 'UB')
('SL22517-2022-11-01-8693','S363-5','iqRdp', 'MB')
('AC12058-2022-11-01-8794','A489-10','uxxbLEo', 'UB')
('SL22517-2022-11-02-8727','S364-15','LmHykSgwzuWdKh', 'SL')
('SL04652-2022-11-01-8744','S365-8','zDPZuPekuGVOvkJa', 'SU')
('AC04652-2022-11-02-8874','A493-18','HL', 'SU')
('SL22517-2022-11-01-8717','S364-5','WIVueVDNEveRF', 'MB')
('AC22517-2022-11-01-8829','A491-9','BHCa', 'UB')
('SL22517-2022-11-01-8756','S365-20','dAqEyUkDY', 'LB')
('SL22517-2022-11-02-8812','S368-4','K', 'LB')
('AC04652-2022-11-01-9160','A509-16','rEiz', 'UB')
('AC22517-2022-11-02-8950','A498-4','LSWWd', 'UB')
('SL04652-2022-11-01-8849','S369-17','UiPNSUjDwLeXs', 'LB')
('SL22517-2022-11-01-8816','S368-8','j', 'SU')
('AC04652-2022-11-01-9202','A512-4','RELGAXJThceZsSh', 'UB')
('SL04652-2022-11-02-8873','S370-17','zrqaxOolwQvvEvjn', 'LB')
('SL04652-2022-11-01-8860','S370-4','hlouQrYRWvxn', 'LB')
('SL04652-2022-11-01-8862','S370-6','L', 'UB')
('AC22517-2022-11-01-8945','A497-17','SkDWQJDuk', 'SL')
('AC04652-2022-11-01-9216','A512-18','VArtAWUiv', 'SU')
('AC22517-2022-11-02-9000','A500-18','hMScesrtoEV', 'SU')
('AC22517-2022-11-01-8977','A499-13','iXKGDrOHxEjmtq', 'LB')
('AC12058-2022-11-01-8957','A498-11','cUnfQQWrybSw', 'SL')
('AC22517-2022-11-02-9024','A502-6','ZSZnfnLjBYpsPB', 'SU')
('SL22517-2022-11-02-8907','S372-3','Q', 'UB')
('SL22517-2022-11-02-8908','S372-4','ZycYMqaD', 'LB')
('SL12058-2022-11-01-8766','S366-6','fzRhASKVUY', 'UB')
('SL04652-2022-11-01-8911','S372-7','DaPbGmIrNYhV', 'SL')
('SL04652-2022-11-01-8912','S372-8','Ahzjzhbhc', 'SU')
('SL04652-2022-11-02-8943','S373-15','tYcRAnPMVGe', 'SL')
('AC12058-2022-11-01-8991','A500-9','KSOzeHfVrehZLv', 'UB')
('AC12058-2022-11-01-8992','A500-10','zQLVlumjYP', 'UB')
('SL22517-2022-11-02-8927','S372-23','BVQBvVNIIPBx', 'SL')
('SL22517-2022-11-01-8895','S371-15','ADFmFS', 'SL')
('SL04652-2022-11-02-8945','S373-17','KaKlmEZjIun', 'LB')
('AC04652-2022-11-02-9043','A503-7','MCIIkUYy', 'LB')
('AC22517-2022-11-01-9011','A501-11','SfDKAuZ', 'SL')
('SL12058-2022-11-01-8801','S367-17','dr', 'LB')
('AC22517-2022-11-01-9022','A502-4','ChAKdBolhKGQwNK', 'UB')
('AC22517-2022-11-02-9073','A505-1','smfEwSZrJOHcnar', 'LB')
('SL22517-2022-11-01-8917','S372-13','QjJN', 'MB')
('AC04652-2022-11-01-9306','A517-18','aNbUXorhUOaOKv', 'SU')
('SL12058-2022-11-01-8822','S368-14','tAMKwhRDwBjUim', 'UB')
('AC04652-2022-11-02-9073','A505-1','TScblGoicae', 'LB')
('AC04652-2022-11-02-9074','A505-2','JOVDPdSATp', 'LB')
('SL04652-2022-11-01-8978','S375-2','SSVoBhyrWfWsFCpb', 'MB')
('AC04652-2022-11-01-9311','A518-5','yiIqsQoMAIRaC', 'SL')
('SL22517-2022-11-02-9029','S377-5','tCzCzVTnxlYGix', 'MB')
('AC22517-2022-11-02-9160','A509-16','vEeM', 'UB')
('AC12058-2022-11-01-9088','A505-16','tXSnMXcVmQcRKYl', 'UB')
('AC22517-2022-11-01-9090','A505-18','nTYrB', 'SU')
('AC04652-2022-11-01-9417','A524-3','dMlFne', 'UB')
('SL22517-2022-11-01-9015','S376-15','EbSFjXzTSimC', 'SL')
('AC04652-2022-11-02-9180','A510-18','LVAnneWPIuvYl', 'SU')
('SL04652-2022-11-02-9065','S378-17','nEda', 'LB')
('SL04652-2022-11-02-9066','S378-18','EGQFEn', 'MB')
('AC22517-2022-11-02-9197','A511-17','XlqaAznTDXmjIU', 'SL')
('AC12058-2022-11-01-9130','A508-4','aIynFKHAFo', 'UB')
('SL04652-2022-11-02-9078','S379-6','ywWriyKUZhLrXVeS', 'UB')
('SL12058-2022-11-01-8960','S374-8','dFDp', 'SU')
('SL04652-2022-11-01-9089','S379-17','KOPGhdZFB', 'LB')
('SL04652-2022-11-02-9082','S379-10','WuDMXBgf', 'MB')
('AC22517-2022-11-01-9163','A510-1','oOFtRo', 'LB')
('SL04652-2022-11-02-9104','S380-8','dMPWuBnIGGSo', 'SU')
('SL22517-2022-11-01-9052','S378-4','RlPuIfOsDnLyAwcR', 'LB')
('SL22517-2022-11-02-9099','S380-3','UHC', 'UB')
('SL12058-2022-11-01-8988','S375-12','EZngeSTgFQzST', 'LB')
('SL04652-2022-11-01-9107','S380-11','FULEucMHJXu', 'UB')
('SL22517-2022-11-01-9055','S378-7','oPSmXHytDSsP', 'SL')
('AC12058-2022-11-01-9171','A510-9','EkniPfL', 'UB')
('SL22517-2022-11-02-9101','S380-5','eidYBuJitGLx', 'MB')
('SL22517-2022-11-02-9102','S380-6','CbLbYLZnrkQgDnL', 'UB')
('AC04652-2022-11-01-9452','A526-2','grLgKUhQq', 'LB')
('SL12058-2022-11-01-8993','S375-17','MC', 'LB')
('SL22517-2022-11-02-9104','S380-8','wbsklJynLBWmcAiR', 'SU')
('AC22517-2022-11-01-9257','A515-5','BhPqBDIsogxB', 'SL')
('SL04652-2022-11-01-9184','S383-16','fpSrXH', 'SU')
('SL22517-2022-11-02-9201','S384-9','ijwEUbIxNDGWzDG', 'LB')
('AC04652-2022-11-01-9564','A532-6','FBpcTZxNslcl', 'SU')
('SL12058-2022-11-01-9088','S379-16','wZKJr', 'SU')
('SL04652-2022-11-01-9200','S384-8','uEMOTRjIw', 'SU')
('AC04652-2022-11-01-9581','A533-5','OxyVBp', 'SL')
('SL12058-2022-11-01-9102','S380-6','NdQlfTMwDZcjmuD', 'UB')
('SL12058-2022-11-01-9103','S380-7','IJLONpZFjyTYT', 'SL')
('AC22517-2022-11-01-9321','A518-15','NFCYhdUSbI', 'UB')
('AC12058-2022-11-01-9306','A517-18','OBMqraJi', 'SU')
('SL04652-2022-11-02-9234','S385-18','DgcK', 'MB')
('SL04652-2022-11-01-9214','S384-22','ztRXuuIKyn', 'UB')
('SL04652-2022-11-01-9215','S384-23','lWnmZGmzIz', 'SL')
('AC04652-2022-11-01-9586','A533-10','CaKx', 'UB')
('SL04652-2022-11-01-9222','S385-6','aPDiw', 'UB')
('SL04652-2022-11-02-9238','S385-22','QBAcYSYl', 'UB')
('AC04652-2022-11-02-9376','A521-16','NvY', 'UB')
('SL12058-2022-11-01-9120','S380-24','mnMZAmSonbmR', 'SU')
('AC04652-2022-11-01-9597','A534-3','lruSC', 'UB')
('SL04652-2022-11-02-9244','S386-4','aVahK', 'LB')
('AC04652-2022-11-01-9599','A534-5','uMIYDXikwFMmgBd', 'SL')
('SL22517-2022-11-01-9207','S384-15','ubkwf', 'SL')
('SL04652-2022-11-01-9230','S385-14','facRvxOzK', 'UB')
('AC12058-2022-11-01-9339','A519-15','HotiHoNNLexizXbN', 'UB')
('SL22517-2022-11-01-9216','S384-24','gjW', 'SU')
('SL04652-2022-11-02-9264','S386-24','aJkPhJBbmmuCC', 'SU')
('SL04652-2022-11-02-9265','S387-1','yXBzTKAQfigQu', 'LB')
('SL04652-2022-11-02-9286','S387-22','IMBZSpK', 'UB')
('AC22517-2022-11-01-9366','A521-6','fmYbgObvVl', 'SU')
('SL22517-2022-11-02-9289','S388-1','iekT', 'LB')
('SL04652-2022-11-02-9291','S388-3','pREinqjaMaogv', 'UB')
('SL22517-2022-11-01-9254','S386-14','nSomqFvaRglnkn', 'UB')
('AC22517-2022-11-02-9414','A523-18','mSvzrHqqsfi', 'SU')
('SL04652-2022-11-01-9345','S390-9','NshIjmpVAnbTZciU', 'LB')
('AC12058-2022-11-01-9419','A524-5','JxKGjpIyEsTkYxSo', 'SL')
('SL22517-2022-11-01-9301','S388-13','fRDUVQxSs', 'MB')
('AC04652-2022-11-01-9702','A539-18','aAqTD', 'SU')
('SL22517-2022-11-02-9349','S390-13','krAnEdZ', 'MB')
('AC22517-2022-11-02-9470','A527-2','KSqtIbBUQzQety', 'LB')
('AC12058-2022-11-01-9425','A524-11','IgIEkSmeq', 'SL')
('SL04652-2022-11-01-9356','S390-20','jPInQ', 'LB')
('AC22517-2022-11-01-9453','A526-3','cQlOyzvZIO', 'UB')
('SL22517-2022-11-01-9313','S389-1','c', 'LB')
('SL12058-2022-11-01-9248','S386-8','kYeRNPaLh', 'SU')
('AC12058-2022-11-01-9581','A533-5','gsZtwcNRowmed', 'SL')
('SL04652-2022-11-01-9484','S396-4','zzSwdtTTg', 'LB')
('SL22517-2022-11-01-9434','S394-2','qd', 'MB')
('AC04652-2022-11-01-9854','A548-8','HwbjEhxn', 'LB')
('AC22517-2022-11-01-9577','A533-1','evlLPhtD', 'LB')
('AC12058-2022-11-01-9599','A534-5','poBHTIMfuZ', 'SL')
('AC22517-2022-11-02-9622','A535-10','yYONFEtPy', 'UB')
('SL12058-2022-11-01-9395','S392-11','ZzKbYKyb', 'UB')
('SL22517-2022-11-02-9528','S397-24','YfAAzABpUjmbJE', 'SU')
('SL04652-2022-11-02-9527','S397-23','GdeRNiNMBqTPoKrZ', 'SL')
('AC22517-2022-11-02-9655','A537-7','YY', 'LB')
('AC22517-2022-11-02-9693','A539-9','t', 'UB')
('AC22517-2022-11-02-9694','A539-10','hZrYSeMBM', 'UB')
('SL12058-2022-11-01-9444','S394-12','tRZFtEHkFIxWphy', 'LB')
('AC04652-2022-11-02-9676','A538-10','cXcRewL', 'UB')
('SL04652-2022-11-01-9563','S399-11','tilTLHvVFE', 'UB')
('AC04652-2022-11-01-9936','A552-18','KrjRq', 'SU')
('AC22517-2022-11-02-9714','A540-12','glSZTbD', 'SU')
('AC04652-2022-11-01-9938','A553-2','hBsaiURwTTIL', 'LB')
('SL22517-2022-11-02-9631','S402-7','MgNwZHuQiBSZpo', 'SL')
('SL04652-2022-11-01-9592','S400-16','m', 'SU')
('AC22517-2022-11-01-9774','A543-18','hepx', 'SU')
('AC22517-2022-11-02-9817','A546-7','gGuu', 'LB')
('AC22517-2022-11-02-9818','A546-8','JBFqDeuoHZbFe', 'LB')
('AC22517-2022-11-02-9819','A546-9','Tag', 'UB')
('SL22517-2022-11-02-9716','S405-20','VxxiWVK', 'LB')
('AC22517-2022-11-02-9822','A546-12','FWLKXdOYkRwlZ', 'SU')
('SL22517-2022-11-02-9724','S406-4','hkfbfLJNw', 'LB')
('AC04652-2022-11-01-10088','A561-8','S', 'LB')
('SL22517-2022-11-02-9795','S409-3','IEacz', 'UB')
('AC22517-2022-11-01-9871','A549-7','oD', 'LB')
('SL04652-2022-11-01-9767','S407-23','w', 'SL')
('AC22517-2022-11-01-9913','A551-13','pQtMj', 'LB')
('AC04652-2022-11-02-9927','A552-9','fiTrQmAGW', 'UB')
('SL04652-2022-11-02-9811','S409-19','evCF', 'UB')
('AC22517-2022-11-02-9944','A553-8','xfULMvHe', 'LB')
('AC22517-2022-11-02-9945','A553-9','TjZ', 'UB')
('SL22517-2022-11-01-9743','S406-23','xrxMhBLYGmOo', 'SL')
('SL12058-2022-11-01-9672','S403-24','SagRlXSnoUSU', 'SU')
('AC22517-2022-11-01-9958','A554-4','aeRS', 'UB')
('AC22517-2022-11-01-9959','A554-5','gR', 'SL')
('AC04652-2022-11-01-10183','A566-13','GOkOHYxdQdHfMd', 'LB')
('AC22517-2022-11-02-9994','A556-4','BAoBFxGZK', 'UB')
('AC12058-2022-11-01-9981','A555-9','SXxDeDx', 'UB')
('SL12058-2022-11-01-9727','S406-7','WVDWfZ', 'SL')
('SL04652-2022-11-02-9878','S412-14','OFpyZ', 'UB')
('AC22517-2022-11-02-10002','A556-12','bEJlefAtgyeI', 'SU')
('SL22517-2022-11-01-9802','S409-10','ZZJHEiWLuaALR', 'MB')
('SL04652-2022-11-02-9880','S412-16','sKrPpbql', 'SU')
('SL04652-2022-11-01-9866','S412-2','yLehYbZ', 'MB')
('SL22517-2022-11-01-9805','S409-13','tqkjAt', 'MB')
('SL04652-2022-11-02-9883','S412-19','gKNI', 'UB')
('SL04652-2022-11-02-9884','S412-20','Si', 'LB')
('AC22517-2022-11-01-9985','A555-13','RcimQQiPZ', 'LB')
('AC04652-2022-11-02-10012','A557-4','RBQl', 'UB')
('AC22517-2022-11-01-9987','A555-15','xxAWttgwIpy', 'UB')
('SL04652-2022-11-01-9877','S412-13','ANi', 'MB')
('AC22517-2022-11-02-10025','A557-17','cvxXwfVhXwTB', 'SL')
('SL22517-2022-11-01-9823','S410-7','rFRkLSpQPM', 'SL')
('AC22517-2022-11-02-10028','A558-2','SmMFMjGESqYG', 'LB')
('AC04652-2022-11-01-10218','A568-12','Pihrv', 'SU')
('SL04652-2022-11-02-9943','S415-7','DAlKgabAdMTfopD', 'SL')
('AC22517-2022-11-01-10036','A558-10','lg', 'UB')
('SL04652-2022-11-01-9927','S414-15','zPmaE', 'SL')
('SL04652-2022-11-02-9951','S415-15','gMrXykD', 'SL')
('SL22517-2022-11-02-9970','S416-10','NKEDcHFSPUkSkA', 'MB')
('SL22517-2022-11-02-9971','S416-11','aTdoUcRFbDz', 'UB')
('AC04652-2022-11-02-10065','A560-3','cviquEZJ', 'UB')
('AC04652-2022-11-02-10066','A560-4','RZMgjfEWknQHi', 'UB')
('AC22517-2022-11-01-10045','A559-1','xEUZWCfPFwttlmpO', 'LB')
('SL12058-2022-11-01-9812','S409-20','DLBv', 'LB')
('AC22517-2022-11-01-10053','A559-9','jMXQBmtzMrGBv', 'UB')
('SL04652-2022-11-02-9976','S416-16','PaWMubjKe', 'SU')
('SL22517-2022-11-02-9988','S417-4','OhNGjlhYPne', 'LB')
('AC04652-2022-11-02-10086','A561-6','QIXhROH', 'SU')
('SL04652-2022-11-02-9995','S417-11','AabnCaIqgi', 'UB')
('SL04652-2022-11-02-9996','S417-12','UtWbufnJZRKHAGpf', 'LB')
('AC22517-2022-11-02-10113','A562-15','VDMLN', 'UB')
('AC04652-2022-11-02-10103','A562-5','mRG', 'SL')
('AC22517-2022-11-01-10085','A561-5','LIJU', 'SL')
('AC04652-2022-11-01-10301','A573-5','mdFJQzFQZ', 'SL')
('AC22517-2022-11-02-10122','A563-6','JpUfErisAsuJEsB', 'SU')
('SL04652-2022-11-01-9967','S416-7','ewRHoHbpdEPyS', 'SL')
('SL22517-2022-11-01-9903','S413-15','CdYswmLyWQMpum', 'SL')
