('SL12058-2022-11-01-9','S1-9','xNtE', 'LB')
('AC22517-2022-11-02-6368','A354-14','e', 'LB')
('AC04652-2022-11-01-6326','A352-8','wuSAx', 'LB')
('AC22517-2022-11-01-6163','A343-7','mF', 'LB')
('SL22517-2022-11-02-6355','S265-19','wFwrQJsUBQnpfXky', 'UB')
('SL04652-2022-11-01-6294','S263-6','AHqIIgqzQGPGebCQ', 'UB')
('SL12058-2022-11-01-6265','S262-1','waCQFeQuudu', 'LB')
('AC04652-2022-11-01-6361','A354-7','fmnz', 'LB')
('SL12058-2022-11-01-6267','S262-3','qVbr', 'UB')
('SL04652-2022-11-02-6306','S263-18','qdLyQEBgTpPSAOB', 'MB')
('AC04652-2022-11-02-6254','A348-8','AmV', 'LB')
('AC12058-2022-11-01-6340','A353-4','vslLlFiC', 'UB')
('AC12058-2022-11-01-6341','A353-5','MzNXLQPVJdiGD', 'SL')
('AC22517-2022-11-01-6200','A345-8','G', 'LB')
('AC04652-2022-11-01-6369','A354-15','FEElmOAvtixIXigw', 'UB')
('AC22517-2022-11-01-6202','A345-10','MTzkQRudyQqTY', 'UB')
('SL22517-2022-11-01-6254','S261-14','Tr', 'UB')
('SL04652-2022-11-01-6309','S263-21','SrmwoxijzOXql', 'MB')
('SL12058-2022-11-01-6286','S262-22','ATX', 'UB')
('AC22517-2022-11-02-6403','A356-13','l', 'LB')
('AC22517-2022-11-02-6404','A356-14','DuRmDjhrwUsi', 'LB')
('AC04652-2022-11-02-6267','A349-3','EnbSXbiexBBzaMk', 'UB')
('SL22517-2022-11-02-6392','S267-8','pbaGJptBJuaOjTN', 'SU')
('SL22517-2022-11-02-6393','S267-9','lvAAJeyaXie', 'LB')
('AC04652-2022-11-02-6270','A349-6','FvkucPnYm', 'SU')
('SL04652-2022-11-01-6314','S264-2','BmFax', 'MB')
('SL22517-2022-11-01-6263','S261-23','dmceqehYceY', 'SL')
('SL22517-2022-11-01-6264','S261-24','FCQzSXcj', 'SU')
('SL22517-2022-11-02-6398','S267-14','ApFhlYGwryJTrUE', 'UB')
('SL22517-2022-11-01-6267','S262-3','INdFcCNQZd', 'UB')
('SL22517-2022-11-01-6303','S263-15','HYkxxVtCwsAHIRok', 'SL')
('AC04652-2022-11-01-6416','A357-8','UBaufUHnAXefEit', 'LB')
('AC04652-2022-11-02-6321','A352-3','ArFbMnWRuUkhZ', 'UB')
('AC04652-2022-11-02-6322','A352-4','vAMczDWzlZmCBZS', 'UB')
('AC22517-2022-11-02-6447','A359-3','KmBwFecLvT', 'UB')
('AC12058-2022-11-01-6407','A356-17','BPAxjMLykXAxvV', 'SL')
('AC12058-2022-11-01-6408','A356-18','gH', 'SU')
('AC04652-2022-11-02-6329','A352-11','fDqDKBFlnU', 'SL')
('SL04652-2022-11-02-6394','S267-10','ggigm', 'MB')
('SL04652-2022-11-02-6395','S267-11','Alnuwx', 'UB')
('SL04652-2022-11-01-6376','S266-16','P', 'SU')
('SL04652-2022-11-01-6377','S266-17','VtsSgaJJRd', 'LB')
('AC12058-2022-11-01-6413','A357-5','mwgsMBoH', 'SL')
('SL04652-2022-11-01-6382','S266-22','ppgZ', 'UB')
('SL04652-2022-11-02-6402','S267-18','wDJFkzkqicyaI', 'MB')
('AC12058-2022-11-01-6417','A357-9','sHSkfbR', 'UB')
('AC04652-2022-11-01-6439','A358-13','IrteXwpn', 'LB')
('SL22517-2022-11-02-6440','S269-8','uJY', 'SU')
('AC12058-2022-11-01-6422','A357-14','ZORb', 'LB')
('SL22517-2022-11-02-6444','S269-12','kZzMbYM', 'LB')
('AC04652-2022-11-02-6343','A353-7','iRAG', 'LB')
('AC04652-2022-11-01-6443','A358-17','S', 'SL')
('SL04652-2022-11-01-6391','S267-7','QkzuDi', 'SL')
('AC22517-2022-11-01-6276','A349-12','WPwZZnMLPhjQH', 'SU')
('AC04652-2022-11-01-6450','A359-6','uLlKY', 'SU')
('AC22517-2022-11-01-6278','A349-14','KqkWWyk', 'LB')
('AC22517-2022-11-01-6279','A349-15','QSYYzAaCwlkAC', 'UB')
('SL04652-2022-11-02-6409','S268-1','vOBp', 'LB')
('AC22517-2022-11-02-6470','A360-8','zLgselilwKop', 'LB')
('AC04652-2022-11-02-6353','A353-17','IXCjF', 'SL')
('AC04652-2022-11-02-6355','A354-1','Ka', 'LB')
('AC22517-2022-11-01-6283','A350-1','rwxdhDSStXwohwck', 'LB')
('AC04652-2022-11-01-6515','A362-17','csbwkFX', 'SL')
('SL22517-2022-11-01-6413','S268-5','oAnDuAXKP', 'MB')
('AC04652-2022-11-02-6422','A357-14','JVRqGE', 'LB')
('AC04652-2022-11-01-6516','A362-18','Df', 'SU')
('SL12058-2022-11-01-6438','S269-6','vx', 'UB')
('SL22517-2022-11-02-6528','S272-24','PhvhqnzHzVO', 'SU')
('SL04652-2022-11-02-6484','S271-4','myiBb', 'LB')
('AC22517-2022-11-01-6353','A353-17','eWMLB', 'SL')
('AC12058-2022-11-01-6513','A362-15','OznhD', 'UB')
('AC12058-2022-11-01-6514','A362-16','RUgHfEUTvOUGkB', 'UB')
('SL04652-2022-11-02-6534','S273-6','fJJUIRXGQsdolGof', 'UB')
('AC04652-2022-11-01-6556','A365-4','Ile', 'UB')
('AC04652-2022-11-02-6468','A360-6','njVMKMKqLE', 'SU')
('AC22517-2022-11-02-6602','A367-14','rOiOzj', 'LB')
('AC04652-2022-11-01-6558','A365-6','PqTuaxlJCvtK', 'SU')
('SL22517-2022-11-01-6458','S270-2','ALGLCkaMVBBaSrU', 'MB')
('SL22517-2022-11-02-6575','S274-23','btZKZ', 'SL')
('AC12058-2022-11-01-6555','A365-3','oSvGBMXq', 'UB')
('AC22517-2022-11-02-6607','A368-1','gWbnGEbApmPgmt', 'LB')
('SL04652-2022-11-01-6506','S272-2','jjxYQTiVessYnnkw', 'MB')
('AC22517-2022-11-01-6402','A356-12','tLiJuuDrqO', 'SU')
('SL04652-2022-11-02-6544','S273-16','qUrssNtGlNi', 'SU')
('SL12058-2022-11-01-6495','S271-15','UvbP', 'SL')
('SL04652-2022-11-01-6509','S272-5','sHD', 'MB')
('SL12058-2022-11-01-6497','S271-17','GZJDO', 'LB')
('AC04652-2022-11-01-6565','A365-13','deLaSkXTAXxcz', 'LB')
('AC22517-2022-11-01-6407','A356-17','wc', 'SL')
('SL22517-2022-11-01-6465','S270-9','HzWgvSiUIDSHq', 'LB')
('SL22517-2022-11-02-6585','S275-9','UhaWDSFUfucHxAc', 'LB')
('AC22517-2022-11-01-6414','A357-6','IcaXy', 'SU')
('AC04652-2022-11-02-6478','A360-16','XFLqK', 'UB')
('SL04652-2022-11-01-6516','S272-12','HL', 'LB')
('SL04652-2022-11-02-6549','S273-21','kDpKHX', 'MB')
('SL12058-2022-11-01-6503','S271-23','Macsvo', 'SL')
('SL04652-2022-11-01-6519','S272-15','VxbIqYpCVyBbBH', 'SL')
('SL22517-2022-11-01-6469','S270-13','FRRqHw', 'MB')
('AC04652-2022-11-01-6570','A365-18','LXSNhbJGFRRidoa', 'SU')
('AC04652-2022-11-02-6488','A361-8','sfblIZMYChZOyg', 'LB')
('SL12058-2022-11-01-6508','S272-4','VO', 'LB')
('AC04652-2022-11-01-6576','A366-6','xlAx', 'SU')
('AC12058-2022-11-01-6571','A366-1','GUFAbzZcLjazMU', 'LB')
('AC22517-2022-11-01-6432','A358-6','CuqDPGuk', 'SU')
('SL04652-2022-11-01-6529','S273-1','emWfDNnLYaayFFP', 'LB')
('AC04652-2022-11-02-6493','A361-13','gEAtLPx', 'LB')
('SL12058-2022-11-01-6515','S272-11','DFhsTckvCwL', 'UB')
('AC04652-2022-11-01-6590','A367-2','AVzDSQsOPcRuFFf', 'LB')
('AC22517-2022-11-02-6630','A369-6','HUjPDwFosE', 'SU')
('SL04652-2022-11-02-6576','S274-24','eq', 'SU')
('AC22517-2022-11-01-6446','A359-2','zdYxdHKkaPcDPQ', 'LB')
('AC04652-2022-11-02-6509','A362-11','qxNHUyvsO', 'SL')
('SL04652-2022-11-01-6540','S273-12','sfZMBYN', 'LB')
('SL22517-2022-11-02-6614','S276-14','lPCAYkAS', 'UB')
('AC04652-2022-11-01-6599','A367-11','wGrWyLFIKUZJX', 'SL')
('AC04652-2022-11-02-6512','A362-14','MKqjpawVxlZRHaW', 'LB')
('AC04652-2022-11-02-6514','A362-16','pPVR', 'UB')
('AC04652-2022-11-01-6605','A367-17','KhJS', 'SL')
('AC22517-2022-11-01-6456','A359-12','Rhq', 'SU')
('AC22517-2022-11-01-6457','A359-13','mgYkYMQSWFn', 'LB')
('SL04652-2022-11-01-6545','S273-17','IotyyxOxea', 'LB')
('SL04652-2022-11-02-6592','S275-16','ujWv', 'SU')
('SL04652-2022-11-01-6546','S273-18','OdIpTUKQvP', 'MB')
('SL22517-2022-11-01-6511','S272-7','JgXXVyIEaOtqN', 'SL')
('SL22517-2022-11-01-6518','S272-14','wkwKGi', 'UB')
('SL04652-2022-11-02-6605','S276-5','UievPbF', 'MB')
('SL04652-2022-11-01-6559','S274-7','uzWuhvxPXRCOoD', 'SL')
('SL04652-2022-11-02-6606','S276-6','ZGu', 'UB')
('SL04652-2022-11-01-6560','S274-8','aSzikssZeWtVBGK', 'SU')
('AC22517-2022-11-02-6668','A371-8','NZpirTurvt', 'LB')
('SL12058-2022-11-01-6547','S273-19','nNcwGpbFofvGpqXV', 'UB')
('SL22517-2022-11-02-6639','S277-15','PZGUWxIFg', 'SL')
('AC22517-2022-11-01-6486','A361-6','uXxeFaTlIGLpfid', 'SU')
('SL22517-2022-11-01-6535','S273-7','HRviftFdCD', 'SL')
('AC22517-2022-11-02-6676','A371-16','qrpsPNHqMJWbRXNB', 'UB')
('SL04652-2022-11-01-6569','S274-17','VkMOcFTNPBHKf', 'LB')
('SL22517-2022-11-01-6539','S273-11','GPxmlxofnJQS', 'UB')
('SL22517-2022-11-02-6645','S277-21','LjnbxSztMID', 'MB')
('AC04652-2022-11-02-6556','A365-4','QBvyHVhHabivOxS', 'UB')
('SL22517-2022-11-02-6646','S277-22','WuarBhadjS', 'UB')
('SL12058-2022-11-01-6563','S274-11','PZrMkZFsAIfm', 'UB')
('SL04652-2022-11-02-6627','S277-3','zzZWisWCyL', 'UB')
('AC22517-2022-11-02-6685','A372-7','qWIAMBYRDsGSp', 'LB')
('AC04652-2022-11-01-6650','A370-8','Xftk', 'LB')
('SL22517-2022-11-02-6656','S278-8','BaoSYFdGZkalQtL', 'SU')
('SL22517-2022-11-02-6657','S278-9','POMwrvqyaeDF', 'LB')
('SL04652-2022-11-02-6630','S277-6','zMlDlRymZ', 'UB')
('AC12058-2022-11-01-6624','A368-18','wZpnd', 'SU')
('SL12058-2022-11-01-6573','S274-21','ZRRSANLVPmrezN', 'MB')
('AC22517-2022-11-02-6691','A372-13','mAqlfBzfL', 'LB')
('SL04652-2022-11-02-6641','S277-17','g', 'LB')
('AC12058-2022-11-01-6633','A369-9','kXYMcck', 'UB')
('SL04652-2022-11-02-6648','S277-24','kfTaVMLEaCTt', 'SU')
('AC04652-2022-11-02-6582','A366-12','wGSFAVzCRhWHzR', 'SU')
('SL04652-2022-11-02-6651','S278-3','QkTKZOudEOv', 'UB')
('AC04652-2022-11-02-6589','A367-1','BoUfs', 'LB')
('AC12058-2022-11-01-6642','A369-18','dWZcWCFUKYZeDs', 'SU')
('AC22517-2022-11-01-6514','A362-16','kWqSs', 'UB')
('SL22517-2022-11-01-6573','S274-21','qFPfeURvQXiH', 'MB')
('AC04652-2022-11-02-6616','A368-10','LZLsMgCuXDZxaJve', 'UB')
('SL04652-2022-11-01-6620','S276-20','ZlUgjxfK', 'LB')
('SL04652-2022-11-02-6681','S279-9','ul', 'LB')
('AC12058-2022-11-01-6668','A371-8','GearDhyHOKj', 'LB')
('AC22517-2022-11-02-6729','A374-15','REHUDsMjIooCAUmq', 'UB')
('AC12058-2022-11-01-6673','A371-13','ctjDurIWPVjDFnN', 'LB')
('AC22517-2022-11-01-6541','A364-7','LobbfjcfhYVqI', 'LB')
('AC04652-2022-11-02-6625','A369-1','vguJjKOgHcE', 'LB')
('AC04652-2022-11-02-6626','A369-2','IKcDdRtquAiHlyJ', 'LB')
('AC12058-2022-11-01-6711','A373-15','hOVkyMqiyKYC', 'UB')
('AC12058-2022-11-01-6712','A373-16','nTDNLYZJ', 'UB')
('SL22517-2022-11-01-6627','S277-3','JiyOfLBrlbLlBum', 'UB')
('AC22517-2022-11-02-6773','A377-5','QIUspfQ', 'SL')
('AC22517-2022-11-02-6774','A377-6','LOtUUCXs', 'SU')
('AC12058-2022-11-01-6716','A374-2','IYiyDwRQPJ', 'LB')
('AC04652-2022-11-02-6662','A371-2','qSsrTFPvWP', 'LB')
('AC04652-2022-11-01-6733','A375-1','P', 'LB')
('SL04652-2022-11-01-6657','S278-9','aAZkDn', 'LB')
('AC12058-2022-11-01-6720','A374-6','zcYIgfIlzw', 'SU')
('SL04652-2022-11-01-6659','S278-11','PFfKxOShEeUnpLZq', 'UB')
('SL22517-2022-11-02-6744','S281-24','hOh', 'SU')
('SL12058-2022-11-01-6655','S278-7','ekOMTST', 'SL')
('AC12058-2022-11-01-6724','A374-10','q', 'UB')
('AC22517-2022-11-02-6782','A377-14','PogwZlhDQQOH', 'LB')
('SL04652-2022-11-01-6661','S278-13','jLctfKTTVJ', 'MB')
('SL22517-2022-11-02-6746','S282-2','Wwztuws', 'MB')
('AC22517-2022-11-01-6591','A367-3','MjdJbNh', 'UB')
('SL04652-2022-11-02-6739','S281-19','NAzXYlgJlUYJMhC', 'UB')
('AC04652-2022-11-01-6741','A375-9','kEsXbMQhGCXTnrE', 'UB')
('SL04652-2022-11-01-6664','S278-16','h', 'SU')
('SL04652-2022-11-02-6741','S281-21','cKdpuuL', 'MB')
('SL04652-2022-11-01-6666','S278-18','gXJFaJnekbLf', 'MB')
('AC22517-2022-11-01-6602','A367-14','Ln', 'LB')
('AC12058-2022-11-01-6739','A375-7','kobMGgAMGmNT', 'LB')
('AC12058-2022-11-01-6740','A375-8','t', 'LB')
('AC22517-2022-11-01-6608','A368-2','SfYdo', 'LB')
('AC22517-2022-11-02-6794','A378-8','rczMWVKzdkLawUrr', 'LB')
('SL04652-2022-11-02-6760','S282-16','DI', 'SU')
('AC04652-2022-11-01-6752','A376-2','msIFGoWnzIT', 'LB')
('AC12058-2022-11-01-6750','A375-18','rijELt', 'SU')
('AC22517-2022-11-02-6798','A378-12','JkrxOb', 'SU')
('SL12058-2022-11-01-6682','S279-10','KAMECOCAb', 'MB')
('AC04652-2022-11-01-6757','A376-7','TNvkRkoRFYwkdr', 'LB')
('SL22517-2022-11-01-6657','S278-9','OlaoOUApZOe', 'LB')
('SL04652-2022-11-02-6772','S283-4','xv', 'LB')
('AC22517-2022-11-01-6614','A368-8','nVSWAn', 'LB')
('SL22517-2022-11-01-6669','S278-21','wzleDaBsVQFoseF', 'MB')
('SL22517-2022-11-01-6680','S279-8','pPj', 'SU')
('SL22517-2022-11-02-6772','S283-4','qxSYrpEEu', 'LB')
('SL04652-2022-11-01-6698','S280-2','rJzyZsnjdEyHG', 'MB')
('SL22517-2022-11-02-6774','S283-6','qDnR', 'UB')
('SL04652-2022-11-02-6787','S283-19','DNo', 'UB')
('AC04652-2022-11-02-6705','A373-9','VDfbMIsvxrYq', 'UB')
('AC12058-2022-11-01-6780','A377-12','ZjOCDfY', 'SU')
('SL22517-2022-11-01-6687','S279-15','qQfoYBExAC', 'SL')
('AC04652-2022-11-01-6790','A378-4','oUCE', 'UB')
('AC04652-2022-11-01-6791','A378-5','PlTQirBavMkfHgWO', 'SL')
('AC12058-2022-11-01-6784','A377-16','nd', 'UB')
('SL22517-2022-11-02-6783','S283-15','zfBijC', 'SL')
('SL04652-2022-11-01-6705','S280-9','hUCuQ', 'LB')
('AC12058-2022-11-01-6786','A377-18','EFruZwRtTFLzCn', 'SU')
('SL12058-2022-11-01-6714','S280-18','GZQtH', 'MB')
('AC12058-2022-11-01-6788','A378-2','jEeZ', 'LB')
('AC04652-2022-11-01-6796','A378-10','BXKbBMf', 'UB')
('AC22517-2022-11-01-6635','A369-11','IwE', 'SL')
('AC12058-2022-11-01-6794','A378-8','vzkCaoJgtAciV', 'LB')
('AC22517-2022-11-02-6833','A380-11','wqPohuZBg', 'SL')
('SL04652-2022-11-02-6810','S284-18','RDMQWQMnVq', 'MB')
('SL22517-2022-11-02-6795','S284-3','ZXtWZXkYNjmHPGl', 'UB')
('AC22517-2022-11-02-6837','A380-15','gPwjmqMrUZ', 'UB')
('SL22517-2022-11-01-6707','S280-11','GvcsN', 'UB')
('SL04652-2022-11-01-6717','S280-21','UqVKURbRqDElC', 'MB')
('SL22517-2022-11-02-6798','S284-6','PpbkkJCyy', 'UB')
('SL04652-2022-11-02-6819','S285-3','qPJMPdoWgvjt', 'UB')
('AC12058-2022-11-01-6801','A378-15','XcJDocBEEGVRQ', 'UB')
('AC04652-2022-11-01-6812','A379-8','KJIvaBPH', 'LB')
('AC22517-2022-11-01-6648','A370-6','yvp', 'SU')
('SL04652-2022-11-02-6822','S285-6','uH', 'UB')
('AC04652-2022-11-02-6727','A374-13','BWF', 'LB')
('SL04652-2022-11-01-6726','S281-6','bt', 'UB')
('SL04652-2022-11-01-6727','S281-7','vaYTxG', 'SL')
('AC04652-2022-11-01-6818','A379-14','RZvMoVOxcFmOB', 'LB')
('AC12058-2022-11-01-6806','A379-2','f', 'LB')
('SL22517-2022-11-02-6811','S284-19','aaoQKoTrIdnz', 'UB')
('AC04652-2022-11-02-6731','A374-17','WQLcHSWIWUIMzVPm', 'SL')
('AC04652-2022-11-02-6734','A375-2','BWZUOAcHzZcQLdRt', 'LB')
('AC12058-2022-11-01-6810','A379-6','vmJsQSXNtD', 'SU')
('AC12058-2022-11-01-6811','A379-7','TLiziXGMWbReUQ', 'LB')
('SL04652-2022-11-02-6833','S285-17','wRhTPBBKpLvfnDJ', 'LB')
('AC22517-2022-11-02-6856','A381-16','NlG', 'UB')
('AC22517-2022-11-02-6857','A381-17','lofWpuYTUxJwy', 'SL')
('SL12058-2022-11-01-6750','S282-6','xgnbLoEOhJxmqMvG', 'UB')
('SL22517-2022-11-02-6826','S285-10','zGi', 'MB')
('SL12058-2022-11-01-6752','S282-8','iaNTWJAZOHzMs', 'SU')
('SL04652-2022-11-01-6737','S281-17','rIQBxepNUzyPSd', 'LB')
('SL22517-2022-11-02-6829','S285-13','NunHZDFhXB', 'MB')
('SL22517-2022-11-02-6830','S285-14','NXrvsQCaVSObf', 'UB')
('SL22517-2022-11-02-6831','S285-15','NBsfyWlRBh', 'SL')
('AC22517-2022-11-01-6667','A371-7','LkWL', 'LB')
('AC12058-2022-11-01-6821','A379-17','Zd', 'SL')
('SL12058-2022-11-01-6760','S282-16','Hr', 'SU')
('AC22517-2022-11-02-6872','A382-14','ieiZE', 'LB')
('AC22517-2022-11-02-6873','A382-15','WbvZEnWSy', 'UB')
('AC22517-2022-11-02-6874','A382-16','Luumphdy', 'UB')
('SL04652-2022-11-02-6855','S286-15','xppSwefCxSf', 'SL')
('SL04652-2022-11-02-6861','S286-21','FR', 'MB')
('AC22517-2022-11-02-6886','A383-10','sCnBUzUjI', 'UB')
('AC12058-2022-11-01-6837','A380-15','E', 'UB')
('SL12058-2022-11-01-6774','S283-6','qjDERFYehXNq', 'UB')
('SL22517-2022-11-02-6851','S286-11','pAhZmokaSDO', 'UB')
('SL22517-2022-11-02-6852','S286-12','CVkN', 'LB')
('AC22517-2022-11-01-6689','A372-11','yYKSOp', 'SL')
('AC22517-2022-11-02-6895','A384-1','AlUVPet', 'LB')
('AC04652-2022-11-02-6771','A377-3','Gsa', 'UB')
('AC12058-2022-11-01-6845','A381-5','GbJnxfHXhlWGnN', 'SL')
('AC22517-2022-11-01-6702','A373-6','fIrVgai', 'SU')
('AC22517-2022-11-01-6730','A374-16','QOiz', 'UB')
('AC04652-2022-11-02-6793','A378-7','GWeNWnwpD', 'LB')
('AC22517-2022-11-02-6925','A385-13','bIZ', 'LB')
('AC22517-2022-11-01-6731','A374-17','uFmNGEvrRJkBi', 'SL')
('AC22517-2022-11-02-6927','A385-15','SgrwMiz', 'UB')
('AC22517-2022-11-02-6929','A385-17','srkKhyCvwkywLk', 'SL')
('SL04652-2022-11-01-6800','S284-8','izZHzooe', 'SU')
('AC12058-2022-11-01-6877','A383-1','tdkC', 'LB')
('AC22517-2022-11-02-6930','A385-18','RAszGZSiUgSvfs', 'SU')
('AC22517-2022-11-02-6931','A386-1','frhyiaR', 'LB')
('SL04652-2022-11-02-6905','S288-17','mxSS', 'LB')
('AC04652-2022-11-02-6801','A378-15','dEiHUcebeiNB', 'UB')
('AC04652-2022-11-01-6900','A384-6','XEDAEpLtuEYslH', 'SU')
('SL12058-2022-11-01-6812','S284-20','ULfzyvIDQar', 'LB')
('AC22517-2022-11-02-6937','A386-7','vEAhnfDzWCuQGSS', 'LB')
('SL12058-2022-11-01-6813','S284-21','lFXoqsxzuVZ', 'MB')
('AC22517-2022-11-02-6938','A386-8','aw', 'LB')
('SL04652-2022-11-02-6907','S288-19','EUiFjAlTqGnLH', 'UB')
('AC22517-2022-11-01-6741','A375-9','ecHhwBMu', 'UB')
('SL22517-2022-11-02-6897','S288-9','NGhK', 'LB')
('AC22517-2022-11-01-6744','A375-12','WlwozueOo', 'SU')
('SL22517-2022-11-01-6786','S283-18','Ez', 'MB')
('AC22517-2022-11-01-6746','A375-14','LRVBXvdMjcxkMYmE', 'LB')
('AC04652-2022-11-02-6809','A379-5','jxWWHM', 'SL')
('SL22517-2022-11-01-6788','S283-20','FKJ', 'LB')
('AC12058-2022-11-01-6891','A383-15','cKvtCGZ', 'UB')
('SL22517-2022-11-02-6906','S288-18','wcInqpqvqhZeq', 'MB')
('AC12058-2022-11-01-6897','A384-3','GEfCOU', 'UB')
('SL22517-2022-11-02-6911','S288-23','MK', 'SL')
('SL04652-2022-11-02-6914','S289-2','QWH', 'MB')
('AC22517-2022-11-02-6948','A386-18','PnXLb', 'SU')
('SL22517-2022-11-01-6799','S284-7','ElqWHlnqa', 'SL')
('AC22517-2022-11-02-6950','A387-2','L', 'LB')
('AC04652-2022-11-02-6816','A379-12','XTuFEG', 'SU')
('SL12058-2022-11-01-6826','S285-10','zsaKrwXh', 'MB')
('AC04652-2022-11-01-6919','A385-7','KL', 'LB')
('AC12058-2022-11-01-6906','A384-12','ZlzJHdGmctTq', 'SU')
('AC04652-2022-11-01-6924','A385-12','jrs', 'SU')
('SL22517-2022-11-01-6806','S284-14','VKRpFTgUgt', 'UB')
('SL04652-2022-11-01-6835','S285-19','gIAjldbumNL', 'UB')
('SL04652-2022-11-01-6836','S285-20','YSOdtOGhz', 'LB')
('SL22517-2022-11-01-6809','S284-17','LUCXwh', 'LB')
('AC22517-2022-11-01-6773','A377-5','MGtNpKQMSY', 'SL')
('SL04652-2022-11-01-6839','S285-23','pIWKcOHOpPjspCg', 'SL')
('AC12058-2022-11-01-6920','A385-8','yCGvivmIpmvnuIVn', 'LB')
('AC04652-2022-11-01-6935','A386-5','rI', 'SL')
('AC22517-2022-11-01-6776','A377-8','gSzeGxKhL', 'LB')
('SL04652-2022-11-01-6845','S286-5','bHB', 'MB')
('AC12058-2022-11-01-6924','A385-12','iSMXrQrXmlDwrgl', 'SU')
('AC12058-2022-11-01-6925','A385-13','BrIhK', 'LB')
('SL22517-2022-11-01-6815','S284-23','oDlYemGlKKQ', 'SL')
('AC04652-2022-11-02-6830','A380-8','qcVaEFsKEcVTBLmd', 'LB')
('SL04652-2022-11-02-6941','S290-5','NmgQELRSVc', 'MB')
('SL22517-2022-11-01-6819','S285-3','OnIA', 'UB')
('AC12058-2022-11-01-6930','A385-18','MmEXdEAneViKEg', 'SU')
('AC22517-2022-11-01-6786','A377-18','pVXhCv', 'SU')
('AC04652-2022-11-02-6834','A380-12','DvPPzBWB', 'SU')
('SL22517-2022-11-02-6939','S290-3','KWAqSWEb', 'UB')
('AC04652-2022-11-01-6943','A386-13','ysJDeoNgIraKz', 'LB')
('AC04652-2022-11-02-6844','A381-4','PtXNO', 'UB')
('AC22517-2022-11-01-6801','A378-15','UHNxUQJjrDHk', 'UB')
('SL12058-2022-11-01-6859','S286-19','YVdI', 'UB')
('SL22517-2022-11-02-6953','S290-17','MAuiRMhYL', 'LB')
('AC04652-2022-11-01-6950','A387-2','hpGXLQVFKFNYnl', 'LB')
('SL12058-2022-11-01-6881','S287-17','hcF', 'LB')
('AC04652-2022-11-02-6869','A382-11','O', 'SL')
('AC22517-2022-11-01-6830','A380-8','ehSriSOES', 'LB')
('AC22517-2022-11-01-6831','A380-9','hMcY', 'UB')
('AC22517-2022-11-01-6832','A380-10','TmeIRPkEI', 'UB')
('AC12058-2022-11-01-6962','A387-14','jrZVlL', 'LB')
('AC12058-2022-11-01-6963','A387-15','xaUuXltzI', 'UB')
('SL04652-2022-11-02-6982','S291-22','ygfp', 'UB')
('AC22517-2022-11-01-6836','A380-14','okkoDuPsfTdyWwa', 'LB')
('AC12058-2022-11-01-6965','A387-17','ZcDHs', 'SL')
('AC22517-2022-11-01-6838','A380-16','FhMNVXlMXtvU', 'UB')
('SL22517-2022-11-02-6979','S291-19','TJMIlXvPhTO', 'UB')
('AC22517-2022-11-02-7010','A390-8','ZNzLVjaL', 'LB')
('SL04652-2022-11-02-6985','S292-1','ngnut', 'LB')
('AC12058-2022-11-01-6969','A388-3','izmUWFmxUV', 'UB')
('AC22517-2022-11-01-6844','A381-4','OBfz', 'UB')
('AC04652-2022-11-02-6876','A382-18','wsHjOodKaDOZypCj', 'SU')
('SL22517-2022-11-01-6857','S286-17','VKTUdjkleFgdQJ', 'LB')
('SL22517-2022-11-02-6993','S292-9','W', 'LB')
('SL04652-2022-11-02-6997','S292-13','o', 'MB')
('AC22517-2022-11-01-6858','A381-18','yVvZIftYZDHfJMW', 'SU')
('SL04652-2022-11-02-7004','S292-20','nZbZYoLN', 'LB')
('SL22517-2022-11-02-7003','S292-19','JZPGsBQWePcsE', 'UB')
('AC04652-2022-11-02-6894','A383-18','zsONiRCKKVSyj', 'SU')
('SL22517-2022-11-01-6880','S287-16','QTSJNVJslMU', 'SU')
('SL22517-2022-11-02-7005','S292-21','rOiocizrEnSA', 'MB')
('AC22517-2022-11-02-7036','A391-16','YXDOSdC', 'UB')
('SL12058-2022-11-01-6912','S288-24','WZpZEzViXl', 'SU')
('SL04652-2022-11-01-6904','S288-16','fhMUwLoIWJaWI', 'SU')
('SL04652-2022-11-02-7013','S293-5','drWNUgHGbP', 'MB')
('SL22517-2022-11-01-6899','S288-11','Qma', 'UB')
('AC04652-2022-11-02-6905','A384-11','sVDqmNXXVQU', 'SL')
('AC04652-2022-11-02-6908','A384-14','VtsyS', 'LB')
('AC22517-2022-11-02-7053','A392-15','Zok', 'UB')
('SL04652-2022-11-02-7030','S293-22','NH', 'UB')
('AC04652-2022-11-02-6911','A384-17','ZTGQTdSPzS', 'SL')
('AC04652-2022-11-01-7015','A390-13','pFfPYmiax', 'LB')
('SL04652-2022-11-02-7032','S293-24','EImCOoKgRbQRMEHG', 'SU')
('AC12058-2022-11-01-7015','A390-13','reUKxJEYpJKpNpV', 'LB')
('SL04652-2022-11-02-7034','S294-2','EUj', 'MB')
('AC04652-2022-11-01-7016','A390-14','ldInRahO', 'LB')
('AC04652-2022-11-01-7017','A390-15','MWTWejO', 'UB')
('SL12058-2022-11-01-6935','S289-23','tgOSkjwvEmlZmge', 'SL')
('AC22517-2022-11-01-6885','A383-9','h', 'UB')
('AC12058-2022-11-01-7021','A391-1','MTaXBdjpo', 'LB')
('AC22517-2022-11-01-6888','A383-12','IiypMYze', 'SU')
('SL22517-2022-11-01-6931','S289-19','Q', 'UB')
