('AC12058-2022-11-01-9672','A538-6','IVQyAsy', 'SU')
('SL04652-2022-11-02-10825','S452-1','BhZh', 'LB')
('AC22517-2022-11-01-10781','A599-17','DvePozRebBNEK', 'SL')
('AC22517-2022-11-02-10943','A608-17','NVYkUVJGjke', 'SL')
('SL22517-2022-11-02-10885','S454-13','uIYUfFx', 'MB')
('SL04652-2022-11-01-10978','S458-10','lhEpma', 'MB')
('SL22517-2022-11-01-10822','S451-22','BpxPCoQGgV', 'UB')
('AC22517-2022-11-01-10784','A600-2','VlxYqRjujBChDO', 'LB')
('SL22517-2022-11-02-10886','S454-14','d', 'UB')
('SL22517-2022-11-02-10887','S454-15','fZZn', 'SL')
('AC12058-2022-11-01-10755','A598-9','ailCqoqxKjhEe', 'UB')
('SL04652-2022-11-01-10982','S458-14','uNJXhOzTca', 'UB')
('AC12058-2022-11-01-10757','A598-11','xIjck', 'SL')
('AC04652-2022-11-01-10913','A607-5','YmVjqghaCD', 'SL')
('AC22517-2022-11-01-10787','A600-5','rcpkyD', 'SL')
('AC22517-2022-11-02-10948','A609-4','v', 'UB')
('AC22517-2022-11-02-10949','A609-5','UmkI', 'SL')
('SL04652-2022-11-01-10985','S458-17','QdznNgs', 'LB')
('SL12058-2022-11-01-10806','S451-6','fyI', 'UB')
('AC04652-2022-11-02-10944','A608-18','vatVLiJUQBUIvMff', 'SU')
('SL04652-2022-11-02-10829','S452-5','vTOWYNxarjPbcrjv', 'MB')
('SL04652-2022-11-01-10986','S458-18','atUFoUCY', 'MB')
('SL12058-2022-11-01-10809','S451-9','fvSdvyv', 'LB')
('SL22517-2022-11-02-10893','S454-21','IurUfBtxXyNFEPL', 'MB')
('SL04652-2022-11-01-10988','S458-20','Suf', 'LB')
('SL04652-2022-11-02-10834','S452-10','bybM', 'MB')
('SL22517-2022-11-02-10895','S454-23','Nvb', 'SL')
('SL22517-2022-11-01-10835','S452-11','HClfuKXwL', 'UB')
('AC22517-2022-11-01-10792','A600-10','YLjOsYY', 'UB')
('AC04652-2022-11-01-10917','A607-9','kjmpZRmASZE', 'UB')
('AC12058-2022-11-01-10765','A599-1','b', 'LB')
('SL04652-2022-11-02-10840','S452-16','ncbeeCLhJhWnS', 'SU')
('AC04652-2022-11-02-10951','A609-7','uMfEHfmEqwQI', 'LB')
('AC04652-2022-11-02-10952','A609-8','ZdvWQLP', 'LB')
('SL12058-2022-11-01-10820','S451-20','lkADgcsfPfM', 'LB')
('AC22517-2022-11-02-10959','A609-15','YEXNYcAjuZCBbiC', 'UB')
('AC04652-2022-11-01-10925','A607-17','DFoCvioeRnxKGXcN', 'SL')
('SL04652-2022-11-01-10993','S459-1','omQ', 'LB')
('AC04652-2022-11-01-10926','A607-18','cG', 'SU')
('SL22517-2022-11-02-10899','S455-3','udED', 'UB')
('AC04652-2022-11-02-10956','A609-12','wOljYxoPk', 'SU')
('AC04652-2022-11-02-10960','A609-16','cOANjxypIxJM', 'UB')
('SL04652-2022-11-02-10844','S452-20','BKONGZNeip', 'LB')
('SL12058-2022-11-01-10828','S452-4','iZ', 'LB')
('SL04652-2022-11-01-10998','S459-6','xqzCOUaPAp', 'UB')
('AC12058-2022-11-01-10774','A599-10','jmsWDZmrFqs', 'UB')
('SL22517-2022-11-02-10907','S455-11','cJPq', 'UB')
('SL22517-2022-11-01-10839','S452-15','raA', 'SL')
('AC12058-2022-11-01-10777','A599-13','nCGtumB', 'LB')
('SL04652-2022-11-02-10847','S452-23','tupM', 'SL')
('AC12058-2022-11-01-10779','A599-15','LMNhxTwGqcWiCsH', 'UB')
('SL22517-2022-11-02-10909','S455-13','PJ', 'MB')
('AC04652-2022-11-02-10962','A609-18','yaYyVnAicHaHKf', 'SU')
('SL04652-2022-11-02-10849','S453-1','rZuDoLMSRukAgwf', 'LB')
('AC12058-2022-11-01-10785','A600-3','oSYTJYwaKTguRHv', 'UB')
('AC12058-2022-11-01-10786','A600-4','adlyP', 'UB')
('AC04652-2022-11-02-10964','A610-2','PmNwjrMJnR', 'LB')
('AC04652-2022-11-01-10942','A608-16','pekkLaYtRokTXm', 'UB')
('SL22517-2022-11-01-10849','S453-1','uHujNptyGShj', 'LB')
('AC22517-2022-11-02-10971','A610-9','WPOp', 'UB')
('SL22517-2022-11-01-10851','S453-3','mf', 'UB')
('AC12058-2022-11-01-10794','A600-12','YqmkdIZUBa', 'SU')
('AC22517-2022-11-02-10975','A610-13','jSnvWjxzSvYFOWS', 'LB')
('SL12058-2022-11-01-10840','S452-16','aDevSUz', 'SU')
('AC22517-2022-11-02-10977','A610-15','fZOuewPKiDAuw', 'UB')
('AC04652-2022-11-02-10969','A610-7','HQx', 'LB')
('AC04652-2022-11-02-10970','A610-8','nQwAuarlbzmNNzm', 'LB')
('AC04652-2022-11-01-10946','A609-2','KgJmqR', 'LB')
('SL12058-2022-11-01-10842','S452-18','iYLeRHYI', 'MB')
('AC22517-2022-11-02-10981','A611-1','f', 'LB')
('SL22517-2022-11-01-10855','S453-7','kJZDOfagCXWSNt', 'SL')
('AC04652-2022-11-02-10972','A610-10','whMnMZWmuKxbo', 'UB')
('SL22517-2022-11-02-10918','S455-22','vNplSAoqV', 'UB')
('SL22517-2022-11-01-10857','S453-9','ztzBybHilRmOL', 'LB')
('AC04652-2022-11-01-10948','A609-4','SmbHIb', 'UB')
('SL22517-2022-11-01-10859','S453-11','LBzCWE', 'UB')
('AC22517-2022-11-01-10810','A601-10','JJLcurPhDGaLAvf', 'UB')
('AC04652-2022-11-02-10974','A610-12','qBpWgjQUiARHct', 'SU')
('SL12058-2022-11-01-10847','S452-23','daGIuubtsja', 'SL')
('AC12058-2022-11-01-10800','A600-18','xIf', 'SU')
('SL04652-2022-11-01-11014','S459-22','yvZhrnHBuYrkEODY', 'UB')
('AC04652-2022-11-01-10951','A609-7','fZwQreYmmJBQ', 'LB')
('SL22517-2022-11-02-10927','S456-7','BPG', 'SL')
('AC22517-2022-11-01-10814','A601-14','bwvaR', 'LB')
('SL22517-2022-11-02-10929','S456-9','VZfyztzWoPHao', 'LB')
('SL04652-2022-11-02-10866','S453-18','WlhXEr', 'MB')
('AC04652-2022-11-01-10954','A609-10','pEUyFWhCIOMrs', 'UB')
('SL04652-2022-11-01-11020','S460-4','fVqHDx', 'LB')
('AC04652-2022-11-02-10980','A610-18','aNtUxnorAWC', 'SU')
('SL22517-2022-11-02-10933','S456-13','rmPkvqTsuqzzeNNv', 'MB')
('SL04652-2022-11-02-10868','S453-20','S', 'LB')
('AC22517-2022-11-01-10818','A601-18','DXjFYXz', 'SU')
('AC12058-2022-11-01-10816','A601-16','pLoZjU', 'UB')
('SL22517-2022-11-01-10872','S453-24','hcKjYJZieEBcO', 'SU')
('SL22517-2022-11-02-10935','S456-15','NmA', 'SL')
('AC04652-2022-11-01-10959','A609-15','kYpCnNfR', 'UB')
('SL12058-2022-11-01-10856','S453-8','TsqCwxVNxzuQyT', 'SU')
('AC04652-2022-11-02-10987','A611-7','JqiqYHvIEkECzs', 'LB')
('SL04652-2022-11-02-10870','S453-22','OoKylkKqe', 'UB')
('AC04652-2022-11-01-10961','A609-17','oXHjk', 'SL')
('SL22517-2022-11-02-10937','S456-17','ntViLuyZhQD', 'LB')
('AC04652-2022-11-02-10989','A611-9','ahqsrCewMALAe', 'UB')
('AC22517-2022-11-02-10993','A611-13','Ys', 'LB')
('SL04652-2022-11-02-10872','S453-24','VCzYdLdNroIQnB', 'SU')
('AC04652-2022-11-01-10966','A610-4','InKBHu', 'UB')
('AC04652-2022-11-01-10967','A610-5','mMpsQN', 'SL')
('SL22517-2022-11-01-10876','S454-4','MJmpOopxR', 'LB')
('SL12058-2022-11-01-10860','S453-12','lzmzQPqtAPlKBSQD', 'LB')
('AC22517-2022-11-02-10996','A611-16','gTBbjUOkkUjwe', 'UB')
('SL04652-2022-11-01-11030','S460-14','gys', 'UB')
('AC22517-2022-11-02-10997','A611-17','rFRsjPbXwXeGUj', 'SL')
('AC12058-2022-11-01-10820','A602-2','UuUPJUVdUXSj', 'LB')
('AC12058-2022-11-01-10821','A602-3','afSSrHULzz', 'UB')
('AC04652-2022-11-02-10992','A611-12','BmZzJZXrHNGM', 'SU')
('AC22517-2022-11-02-11000','A612-2','Y', 'LB')
('AC12058-2022-11-01-10823','A602-5','BQNOGhRfpxYExtnB', 'SL')
('SL12058-2022-11-01-10862','S453-14','vCPHwGeAQ', 'UB')
('SL22517-2022-11-01-10880','S454-8','qDIZGM', 'SU')
('AC04652-2022-11-02-10993','A611-13','oIaavGh', 'LB')
('AC04652-2022-11-01-10974','A610-12','WFXeXTXZSOTiHAZY', 'SU')
('AC22517-2022-11-01-10831','A602-13','pW', 'LB')
('SL12058-2022-11-01-10864','S453-16','InlE', 'SU')
('AC04652-2022-11-01-10975','A610-13','mCquwcBTbCKRX', 'LB')
('AC22517-2022-11-01-10833','A602-15','omUuehKdXkNTJ', 'UB')
('AC04652-2022-11-02-10997','A611-17','akPFmdcqCZyN', 'SL')
('SL04652-2022-11-01-11038','S460-22','zkRJ', 'UB')
('SL04652-2022-11-02-10876','S454-4','Mbb', 'LB')
('AC22517-2022-11-02-11003','A612-5','staFIJPRaNfDhu', 'SL')
('AC12058-2022-11-01-10827','A602-9','ZpKPzPwtpOZXsXf', 'UB')
('SL22517-2022-11-02-10948','S457-4','KfravAWiipoPgkkt', 'LB')
('SL22517-2022-11-01-10884','S454-12','JA', 'LB')
('SL04652-2022-11-01-11042','S461-2','p', 'MB')
('AC04652-2022-11-02-11000','A612-2','PR', 'LB')
('SL22517-2022-11-02-10949','S457-5','KLEQ', 'MB')
('SL22517-2022-11-01-10886','S454-14','gGlClSqZ', 'UB')
('AC04652-2022-11-02-11003','A612-5','uPpZVautmYtxe', 'SL')
('AC22517-2022-11-02-11007','A612-9','fZdSvyumCifHyaSG', 'UB')
('AC22517-2022-11-01-10837','A603-1','oF', 'LB')
('SL04652-2022-11-01-11044','S461-4','OaXigOfxbD', 'LB')
('SL22517-2022-11-01-10889','S454-17','cdybrVCLy', 'LB')
('AC22517-2022-11-02-11010','A612-12','XxSiTcMjJGb', 'SU')
('AC04652-2022-11-02-11004','A612-6','jY', 'SU')
('AC04652-2022-11-01-10981','A611-1','EUb', 'LB')
('AC04652-2022-11-02-11005','A612-7','lwNQOaHj', 'LB')
('SL22517-2022-11-01-10892','S454-20','ntPptjXqkrgaw', 'LB')
('AC22517-2022-11-02-11013','A612-15','hcZwOPVGxDSiYI', 'UB')
('AC12058-2022-11-01-10832','A602-14','nkFSgAl', 'LB')
('SL22517-2022-11-02-10952','S457-8','aQAfXyPiSfjEOt', 'SU')
('AC22517-2022-11-02-11015','A612-17','qWddXcE', 'SL')
('AC04652-2022-11-01-10985','A611-5','phJNHjZ', 'SL')
('AC04652-2022-11-01-10986','A611-6','oantDwe', 'SU')
('AC04652-2022-11-01-10987','A611-7','yDyPSUxdqqJSczL', 'LB')
('SL04652-2022-11-02-10884','S454-12','axCTXPFV', 'LB')
('AC22517-2022-11-02-11019','A613-3','F', 'UB')
('SL04652-2022-11-02-10886','S454-14','knvHRONUeij', 'UB')
('SL04652-2022-11-01-11052','S461-12','HdtgtXDgSuZLb', 'LB')
('SL04652-2022-11-02-10888','S454-16','msv', 'SU')
('SL04652-2022-11-01-11054','S461-14','KbxzdPhXM', 'UB')
('SL04652-2022-11-02-10889','S454-17','eFgrPGcmSPzA', 'LB')
('AC22517-2022-11-01-10849','A603-13','YynWW', 'LB')
('SL22517-2022-11-01-10901','S455-5','S', 'MB')
('AC12058-2022-11-01-10838','A603-2','YTCROb', 'LB')
('SL04652-2022-11-02-10890','S454-18','XGhiAvaLmrZKb', 'MB')
('AC22517-2022-11-01-10852','A603-16','ZECSijEDiuThOi', 'UB')
('SL12058-2022-11-01-10879','S454-7','DJuqRRyanCrF', 'SL')
('AC04652-2022-11-01-10994','A611-14','wVPjVSuFoxjwmKP', 'LB')
('AC04652-2022-11-01-10995','A611-15','qQFRWnMwxthyqH', 'UB')
('AC22517-2022-11-01-10856','A604-2','fyEpAn', 'LB')
('AC22517-2022-11-01-10857','A604-3','rlcxaNktFMEqDQ', 'UB')
('SL04652-2022-11-01-11061','S461-21','YHZsry', 'MB')
('SL12058-2022-11-01-10882','S454-10','SXQRqAvblV', 'MB')
('AC04652-2022-11-02-11014','A612-16','GZrbjRyKJfOy', 'UB')
('SL22517-2022-11-02-10956','S457-12','fLwPYeYC', 'LB')
('SL04652-2022-11-02-10895','S454-23','vbiz', 'SL')
('SL12058-2022-11-01-10888','S454-16','NcVLYBt', 'SU')
('SL12058-2022-11-01-10889','S454-17','YBmLUwzWGRgHV', 'LB')
('AC22517-2022-11-02-11029','A613-13','OhPqCOMHV', 'LB')
('SL22517-2022-11-01-10913','S455-17','pjgvQ', 'LB')
('AC04652-2022-11-02-11018','A613-2','OIYmdPXNnR', 'LB')
('SL12058-2022-11-01-10891','S454-19','SCwVyDJoqSKMb', 'UB')
('AC12058-2022-11-01-10843','A603-7','VShzfmouBGjy', 'LB')
('SL04652-2022-11-02-10898','S455-2','VAHxHCXvhv', 'MB')
('SL12058-2022-11-01-10893','S454-21','XAlycEzAkuCzkAS', 'MB')
('SL12058-2022-11-01-10894','S454-22','nBDsyUxYqA', 'UB')
('AC22517-2022-11-02-11032','A613-16','GiST', 'UB')
('SL22517-2022-11-02-10963','S457-19','JdLhIUosza', 'UB')
('AC04652-2022-11-01-11005','A612-7','bZILLebiTpypARW', 'LB')
('SL12058-2022-11-01-10898','S455-2','i', 'MB')
('SL22517-2022-11-01-10918','S455-22','MUZEkpSfqvsluMV', 'UB')
('SL22517-2022-11-01-10919','S455-23','WXwuxMcqBky', 'SL')
('AC12058-2022-11-01-10847','A603-11','cksYHSKr', 'SL')
('SL22517-2022-11-01-10924','S456-4','dMXFXaRW', 'LB')
('AC22517-2022-11-01-10870','A604-16','bjoNUEDvyj', 'UB')
('AC04652-2022-11-02-11024','A613-8','S', 'LB')
('SL12058-2022-11-01-10901','S455-5','TURSBXaqyytCbWa', 'MB')
('AC22517-2022-11-01-10871','A604-17','kBVRWnccgPqpyeW', 'SL')
('SL04652-2022-11-02-10909','S455-13','Q', 'MB')
('AC22517-2022-11-02-11038','A614-4','zKzY', 'UB')
('AC12058-2022-11-01-10856','A604-2','ZpUTSH', 'LB')
('SL12058-2022-11-01-10904','S455-8','MgHFhuRYqiJqenK', 'SU')
('AC04652-2022-11-02-11032','A613-16','zqKTVjk', 'UB')
('SL04652-2022-11-02-10913','S455-17','z', 'LB')
('AC22517-2022-11-02-11041','A614-7','JADy', 'LB')
('SL12058-2022-11-01-10905','S455-9','xMuaIXpn', 'LB')
('AC04652-2022-11-02-11034','A613-18','kfj', 'SU')
('AC22517-2022-11-01-10878','A605-6','FBFFJfSTVZJK', 'SU')
('AC04652-2022-11-02-11035','A614-1','kAlf', 'LB')
('SL22517-2022-11-02-10976','S458-8','NTDEf', 'SU')
('AC04652-2022-11-02-11036','A614-2','JYxXm', 'LB')
('SL22517-2022-11-01-10932','S456-12','WmhTI', 'LB')
('AC12058-2022-11-01-10861','A604-7','AZGRaCJ', 'LB')
('AC22517-2022-11-01-10881','A605-9','GCsnrLT', 'UB')
('SL04652-2022-11-02-10917','S455-21','uyqpB', 'MB')
('AC04652-2022-11-02-11040','A614-6','T', 'SU')
('SL22517-2022-11-01-10934','S456-14','CmffqSdfUWS', 'UB')
('SL22517-2022-11-01-10937','S456-17','mOpYO', 'LB')
('AC22517-2022-11-01-10884','A605-12','EFeIix', 'SU')
('AC22517-2022-11-01-10885','A605-13','PgduFKIlqhzsSlUW', 'LB')
('SL04652-2022-11-02-10918','S455-22','TyPT', 'UB')
('SL22517-2022-11-02-10981','S458-13','zGgofOiO', 'MB')
('AC22517-2022-11-01-10886','A605-14','Z', 'LB')
('AC04652-2022-11-02-11043','A614-9','bWIWIptXMvrnjtz', 'UB')
('AC12058-2022-11-01-10865','A604-11','svVPTvlWlCJCbS', 'SL')
('AC22517-2022-11-02-11044','A614-10','vw', 'UB')
('AC22517-2022-11-02-11045','A614-11','REjemSfL', 'SL')
('AC22517-2022-11-02-11047','A614-13','BciIu', 'LB')
('AC04652-2022-11-02-11049','A614-15','tqTfyGyDeQCXHWw', 'UB')
('SL04652-2022-11-01-11085','S462-21','HqUKsMIwcqlPju', 'MB')
('AC04652-2022-11-01-11025','A613-9','gBLgOKM', 'UB')
('SL04652-2022-11-02-10924','S456-4','IZNKJMZ', 'LB')
('SL22517-2022-11-02-10991','S458-23','lZ', 'SL')
('SL22517-2022-11-02-10992','S458-24','Jh', 'SU')
('SL04652-2022-11-02-10926','S456-6','BEEYCSql', 'UB')
('SL04652-2022-11-01-11087','S462-23','kwrFjZtoNLNyQLI', 'SL')
('SL04652-2022-11-02-10928','S456-8','HqcExoxg', 'SU')
('AC04652-2022-11-01-11027','A613-11','QdPbBix', 'SL')
('SL12058-2022-11-01-10912','S455-16','uMC', 'SU')
('AC22517-2022-11-02-11048','A614-14','ihCM', 'LB')
('AC04652-2022-11-02-11053','A615-1','JJAMkMHqTggOYT', 'LB')
('AC04652-2022-11-02-11054','A615-2','dcJuzBjfJnwlkx', 'LB')
('AC22517-2022-11-01-10891','A606-1','zcRV', 'LB')
('SL22517-2022-11-01-10945','S457-1','Q', 'LB')
('AC04652-2022-11-02-11056','A615-4','nQQIpSUHrqM', 'UB')
('SL04652-2022-11-01-11092','S463-4','TuklpHTxhwFVR', 'LB')
('SL04652-2022-11-02-10934','S456-14','MGIg', 'UB')
('SL22517-2022-11-01-10947','S457-3','duZNNqzz', 'UB')
('SL04652-2022-11-01-11093','S463-5','aSFWApPP', 'MB')
('SL22517-2022-11-02-10996','S459-4','NCBXgCHgsG', 'LB')
('SL22517-2022-11-02-10997','S459-5','vSZQyXxZyGpQBar', 'MB')
('AC04652-2022-11-01-11033','A613-17','ZRisnB', 'SL')
('AC22517-2022-11-02-11053','A615-1','BoQbYFNCJt', 'LB')
('SL12058-2022-11-01-10915','S455-19','kuVIeakUDg', 'UB')
('AC04652-2022-11-02-11059','A615-7','XzmcK', 'LB')
('SL22517-2022-11-02-11000','S459-8','KV', 'SU')
('SL04652-2022-11-01-11094','S463-6','nHnaogVfujyc', 'UB')
('SL22517-2022-11-01-10948','S457-4','lUoShQToWU', 'LB')
('AC22517-2022-11-02-11058','A615-6','PJbf', 'SU')
('AC12058-2022-11-01-10878','A605-6','P', 'SU')
('SL22517-2022-11-01-10950','S457-6','LJ', 'UB')
('SL22517-2022-11-01-10951','S457-7','m', 'SL')
('AC22517-2022-11-01-10900','A606-10','VLbYlSmSIvtqBZ', 'UB')
('AC22517-2022-11-01-10901','A606-11','DyKuwntuFblIEg', 'SL')
('AC12058-2022-11-01-10879','A605-7','xc', 'LB')
('SL12058-2022-11-01-10918','S455-22','lQDPZbOKtAU', 'UB')
('AC22517-2022-11-02-11061','A615-9','EZxhyR', 'UB')
('SL04652-2022-11-01-11096','S463-8','IpWdtNvglm', 'SU')
('SL12058-2022-11-01-10920','S455-24','WkqYRdeNHTQ', 'SU')
('SL12058-2022-11-01-10921','S456-1','PZnuFYBO', 'LB')
('SL22517-2022-11-01-10952','S457-8','WBIonDGQTDyllSUJ', 'SU')
('AC22517-2022-11-02-11063','A615-11','FzByd', 'SL')
('AC04652-2022-11-01-11038','A614-4','gD', 'UB')
('SL22517-2022-11-02-11010','S459-18','eDf', 'MB')
('AC04652-2022-11-02-11066','A615-14','GrTzWyioSnJW', 'LB')
('SL04652-2022-11-01-11103','S463-15','srqnfxbKgQGk', 'SL')
('AC12058-2022-11-01-10886','A605-14','c', 'LB')
('AC04652-2022-11-02-11067','A615-15','Rcyz', 'UB')
('SL12058-2022-11-01-10923','S456-3','NOVNyRZxwYAnJRVT', 'UB')
('SL12058-2022-11-01-10924','S456-4','TkukkdKAPpcrk', 'LB')
('AC22517-2022-11-02-11067','A615-15','uQbGMwQGqNiUjY', 'UB')
('AC04652-2022-11-01-11044','A614-10','RwlWepURyx', 'UB')
('SL22517-2022-11-01-10957','S457-13','Bof', 'MB')
('AC12058-2022-11-01-10890','A605-18','nNkkxcFm', 'SU')
('SL12058-2022-11-01-10926','S456-6','jYkIxySkx', 'UB')
('SL04652-2022-11-02-10945','S457-1','NztQElgnlEySz', 'LB')
('AC22517-2022-11-02-11070','A615-18','jOghkSAq', 'SU')
('AC22517-2022-11-01-10918','A607-10','QMaEmjo', 'UB')
('AC12058-2022-11-01-10892','A606-2','agfj', 'LB')
('AC04652-2022-11-01-11049','A614-15','XGR', 'UB')
('AC12058-2022-11-01-10893','A606-3','nIYzVCS', 'UB')
('SL04652-2022-11-01-11110','S463-22','Qpe', 'UB')
('SL22517-2022-11-02-11017','S460-1','vgmhmqglCmJ', 'LB')
('AC22517-2022-11-02-11073','A616-3','sKSowvcuhG', 'UB')
('SL22517-2022-11-02-11019','S460-3','viI', 'UB')
('AC12058-2022-11-01-10898','A606-8','SiXHLKDfmPLC', 'LB')
('AC12058-2022-11-01-10899','A606-9','JmnigeHRxmC', 'UB')
('SL04652-2022-11-01-11111','S463-23','BOYyfLWE', 'SL')
('AC12058-2022-11-01-10900','A606-10','KbXUegbgikcHOjP', 'UB')
('SL04652-2022-11-01-11112','S463-24','YexyJg', 'SU')
('SL12058-2022-11-01-10932','S456-12','D', 'LB')
('SL04652-2022-11-01-11113','S464-1','Jyx', 'LB')
('SL22517-2022-11-01-10964','S457-20','t', 'LB')
('SL22517-2022-11-01-10965','S457-21','DmikrBVutxAl', 'MB')
('AC12058-2022-11-01-10902','A606-12','WDccYoDziRg', 'SU')
('AC04652-2022-11-02-11081','A616-11','DHxRaRrqdFR', 'SL')
('AC12058-2022-11-01-10903','A606-13','hvhrfYIUeHaVze', 'LB')
('SL12058-2022-11-01-10933','S456-13','zFwEwtknK', 'MB')
('AC04652-2022-11-01-11055','A615-3','aGZnwVVzTIU', 'UB')
('SL04652-2022-11-01-11114','S464-2','znzNyeDHOsebOPMZ', 'MB')
('AC22517-2022-11-02-11079','A616-9','jkFAzm', 'UB')
('AC22517-2022-11-02-11080','A616-10','z', 'UB')
('SL22517-2022-11-01-10968','S457-24','sZyhuavcZttqjH', 'SU')
('AC04652-2022-11-02-11084','A616-14','PP', 'LB')
('AC22517-2022-11-01-10926','A607-18','qVAPfRedrXjkw', 'SU')
('SL22517-2022-11-01-10972','S458-4','t', 'LB')
('SL22517-2022-11-02-11025','S460-9','BpZxDDOIXHi', 'LB')
('AC04652-2022-11-01-11059','A615-7','kaz', 'LB')
('SL22517-2022-11-02-11026','S460-10','iCRVxldkKFwEiZz', 'MB')
('AC04652-2022-11-02-11086','A616-16','PQdTiHdpPfXwdz', 'UB')
('SL04652-2022-11-02-10956','S457-12','AgMkICDbMhy', 'LB')
('SL22517-2022-11-01-10975','S458-7','ESX', 'SL')
('SL04652-2022-11-02-10957','S457-13','AEKmkNPxAFZOVVv', 'MB')
('SL22517-2022-11-01-10976','S458-8','sxKakTQIOn', 'SU')
('AC04652-2022-11-01-11062','A615-10','I', 'UB')
('AC12058-2022-11-01-10911','A607-3','uzgD', 'UB')
('SL22517-2022-11-02-11034','S460-18','yUMybuo', 'MB')
('SL22517-2022-11-01-10977','S458-9','qbwOQk', 'LB')
('AC22517-2022-11-02-11085','A616-15','JBdUBoVkWCpll', 'UB')
('AC04652-2022-11-01-11063','A615-11','ik', 'SL')
('SL04652-2022-11-01-11117','S464-5','WvoposavYjipcwL', 'MB')
('SL12058-2022-11-01-10947','S457-3','GhYVNcRKAiMNqhJS', 'UB')
('AC22517-2022-11-01-10930','A608-4','hZFoelMp', 'UB')
('SL04652-2022-11-01-11119','S464-7','m', 'SL')
('AC12058-2022-11-01-10914','A607-6','VqdHWXlpF', 'SU')
('SL04652-2022-11-02-10963','S457-19','QgtRkPJ', 'UB')
('AC04652-2022-11-01-11069','A615-17','rEnyHosVOTTfwkv', 'SL')
('SL04652-2022-11-02-10964','S457-20','kni', 'LB')
('SL22517-2022-11-02-11038','S460-22','bRWYkzrJ', 'UB')
('SL04652-2022-11-02-10966','S457-22','d', 'UB')
('SL04652-2022-11-02-10967','S457-23','SZR', 'SL')
('SL04652-2022-11-01-11120','S464-8','xRAevKabhBE', 'SU')
('SL04652-2022-11-02-10968','S457-24','mf', 'SU')
('SL12058-2022-11-01-10953','S457-9','mWZokFVaEkk', 'LB')
('SL04652-2022-11-02-10970','S458-2','UUcKdHIxbWu', 'MB')
('SL22517-2022-11-01-10988','S458-20','ZSwiPLNkvCPLGo', 'LB')
('SL22517-2022-11-01-10989','S458-21','peFqDwxAsLjMH', 'MB')
('AC22517-2022-11-01-10935','A608-9','KXBeyUmtZsphdnxl', 'UB')
('SL12058-2022-11-01-10957','S457-13','sXZhmiGgfUV', 'MB')
('AC22517-2022-11-01-10937','A608-11','qZ', 'SL')
('SL12058-2022-11-01-10958','S457-14','KxyutuJbGlRQE', 'UB')
('AC22517-2022-11-01-10939','A608-13','g', 'LB')
('SL22517-2022-11-02-11043','S461-3','bdTi', 'UB')
('AC04652-2022-11-02-11093','A617-5','gMEzcnjtWMu', 'SL')
('SL22517-2022-11-01-10993','S459-1','oNTWFHwKeVRca', 'LB')
('AC04652-2022-11-01-11073','A616-3','BHYkaCJss', 'UB')
('AC22517-2022-11-01-10941','A608-15','FBXsyWMVuIwTvdu', 'UB')
('SL22517-2022-11-01-10994','S459-2','eSSpYAbWmUV', 'MB')
('AC22517-2022-11-02-11094','A617-6','AnYulSJIch', 'SU')
('SL12058-2022-11-01-10961','S457-17','ZhAMWvHbASSWRccH', 'LB')
('AC22517-2022-11-01-10943','A608-17','mSasLuDqvAnFlq', 'SL')
('SL04652-2022-11-01-11127','S464-15','qmqsKaUk', 'SL')
('SL22517-2022-11-01-10996','S459-4','WoLJu', 'LB')
('AC04652-2022-11-01-11076','A616-6','BroexpHNFxq', 'SU')
('SL04652-2022-11-02-10982','S458-14','GdIEbihPsxSq', 'UB')
('SL22517-2022-11-01-10997','S459-5','v', 'MB')
('SL12058-2022-11-01-10967','S457-23','MdXDbCzUDyu', 'SL')
('SL22517-2022-11-01-10998','S459-6','sTg', 'UB')
('SL04652-2022-11-02-10985','S458-17','dftANYy', 'LB')
('SL22517-2022-11-01-11000','S459-8','YUhNPc', 'SU')
('AC22517-2022-11-02-11099','A617-11','fUNVs', 'SL')
('SL04652-2022-11-01-11130','S464-18','fisJkYGJZTEGi', 'MB')
('AC22517-2022-11-02-11102','A617-14','tVONnrnRAcy', 'LB')
('SL22517-2022-11-01-11001','S459-9','ZxPPnlpXbvlEsdL', 'LB')
('AC04652-2022-11-01-11083','A616-13','ehJwJgkiEfsi', 'LB')
('AC04652-2022-11-02-11102','A617-14','rWrYyfJqiMyGcq', 'LB')
('AC22517-2022-11-01-10951','A609-7','sWuinD', 'LB')
('AC04652-2022-11-02-11103','A617-15','lmhg', 'UB')
('AC04652-2022-11-02-11104','A617-16','cUwJabFBxCU', 'UB')
('SL12058-2022-11-01-10974','S458-6','LmzMs', 'UB')
('SL04652-2022-11-02-10990','S458-22','PYiouFJRrNF', 'UB')
('SL04652-2022-11-01-11134','S464-22','iCHuvoyajbOn', 'UB')
('AC22517-2022-11-02-11107','A618-1','qjtrTXyRslWFQ', 'LB')
('SL04652-2022-11-02-10992','S458-24','NfgXGAqOnILuxwzo', 'SU')
('AC22517-2022-11-01-10956','A609-12','XZdplLXKEHO', 'SU')
('SL04652-2022-11-02-10994','S459-2','NAYIVbJvqJv', 'MB')
('SL22517-2022-11-01-11008','S459-16','SgJailiVMA', 'SU')
('SL22517-2022-11-02-11052','S461-12','l', 'LB')
('AC22517-2022-11-02-11109','A618-3','jP', 'UB')
('AC22517-2022-11-01-10960','A609-16','hTrvgDKQVObxMPqT', 'UB')
