('AC12058-2022-11-01-1234','A69-10','gk', 'UB')
('AC22517-2022-11-01-3827','A213-11','tBmAw', 'SL')
('AC04652-2022-11-02-3751','A209-7','uHJpkLlzMyp', 'LB')
('SL22517-2022-11-01-3750','S157-6','t', 'UB')
('SL12058-2022-11-01-3657','S153-9','KMLSsbuYKDink', 'LB')
('AC22517-2022-11-01-3830','A213-14','QjVhCuTC', 'LB')
('SL22517-2022-11-01-3753','S157-9','EIZpORionSRu', 'LB')
('AC04652-2022-11-02-3757','A209-13','cHskKKEIIUc', 'LB')
('AC04652-2022-11-01-3903','A217-15','TUuGq', 'UB')
('AC04652-2022-11-02-3764','A210-2','prnaSfD', 'LB')
('AC22517-2022-11-02-3782','A211-2','gqWhUXpBkfxGjhM', 'LB')
('AC22517-2022-11-02-3783','A211-3','nrK', 'UB')
('AC22517-2022-11-02-3784','A211-4','nu', 'UB')
('SL04652-2022-11-01-3730','S156-10','xXjfkkrMsFZT', 'MB')
('SL22517-2022-11-02-3747','S157-3','q', 'UB')
('AC04652-2022-11-01-4072','A227-4','Eyg', 'UB')
('SL04652-2022-11-02-3944','S165-8','ZsvJX', 'SU')
('AC22517-2022-11-02-3920','A218-14','uGKXeswcZc', 'LB')
('AC12058-2022-11-01-3988','A222-10','HKaPdFczUZJiYGQ', 'UB')
('SL22517-2022-11-01-3967','S166-7','qHhq', 'SL')
('SL04652-2022-11-02-4051','S169-19','jDraJ', 'UB')
('SL12058-2022-11-01-3935','S164-23','vweRDoiKqlB', 'SL')
('SL04652-2022-11-01-4001','S167-17','DgCJntdjDZkdmqx', 'LB')
('SL22517-2022-11-02-3975','S166-15','j', 'SL')
('AC04652-2022-11-01-4245','A236-15','psQJyIOYOQnKEA', 'UB')
('AC12058-2022-11-01-4077','A227-9','vjMGCgaaHTAhWiZO', 'UB')
('AC22517-2022-11-01-4142','A231-2','hYLAWhsIr', 'LB')
('AC22517-2022-11-01-4143','A231-3','viJsL', 'UB')
('SL22517-2022-11-02-3996','S167-12','ODIUbMu', 'LB')
('AC12058-2022-11-01-4093','A228-7','LzLz', 'LB')
('AC22517-2022-11-01-4159','A232-1','dwXwbfsp', 'LB')
('SL22517-2022-11-02-4050','S169-18','grGa', 'MB')
('AC12058-2022-11-01-4141','A231-1','MHFNbszEJrjPyL', 'LB')
('AC12058-2022-11-01-4142','A231-2','YMGSwbKjzfzh', 'LB')
('AC04652-2022-11-01-4305','A240-3','UosGBTlxTlTiyYV', 'UB')
('AC22517-2022-11-02-4142','A231-2','CELq', 'LB')
('SL12058-2022-11-01-4035','S169-3','dNaWDXSLKSL', 'UB')
('AC12058-2022-11-01-4165','A232-7','MvjBcXemZOF', 'LB')
('SL04652-2022-11-02-4170','S174-18','RMFNtpURUGXSp', 'MB')
('SL04652-2022-11-02-4171','S174-19','Yhjne', 'UB')
('SL22517-2022-11-02-4120','S172-16','kzAN', 'SU')
('SL04652-2022-11-01-4145','S173-17','llQDlJGcSWfL', 'LB')
('AC22517-2022-11-02-4192','A233-16','ZyVsjaC', 'UB')
('AC04652-2022-11-01-4379','A244-5','qGxOqeTrvCXXldN', 'SL')
('AC12058-2022-11-01-4218','A235-6','xBWmUIMSpkjq', 'SU')
('AC12058-2022-11-01-4219','A235-7','jhDl', 'LB')
('AC04652-2022-11-01-4384','A244-10','WXnwqzsGBQ', 'UB')
('SL04652-2022-11-02-4222','S176-22','UhEyfRo', 'UB')
('AC04652-2022-11-02-4226','A235-14','mv', 'LB')
('AC22517-2022-11-01-4274','A238-8','CXxVukDgbLuMD', 'LB')
('SL22517-2022-11-02-4138','S173-10','ALiYySoQMGjpUNQ', 'MB')
('SL04652-2022-11-02-4228','S177-4','gpNRwys', 'LB')
('AC04652-2022-11-02-4237','A236-7','akOvgrk', 'LB')
('SL04652-2022-11-01-4171','S174-19','rYIFgtXolj', 'UB')
('AC22517-2022-11-01-4349','A242-11','G', 'SL')
('SL22517-2022-11-01-4245','S177-21','FvraDVsF', 'MB')
('SL04652-2022-11-02-4300','S180-4','HfztbtmOwq', 'LB')
('SL04652-2022-11-01-4237','S177-13','YlXuLVX', 'MB')
('AC22517-2022-11-02-4307','A240-5','QS', 'SL')
('AC22517-2022-11-02-4309','A240-7','agfPOMZtIT', 'LB')
('SL22517-2022-11-02-4216','S176-16','mMOZkwarfzN', 'SU')
('SL04652-2022-11-02-4312','S180-16','hxXxYxoljbikTwq', 'SU')
('SL22517-2022-11-02-4221','S176-21','wEbZfDUEizhse', 'MB')
('AC12058-2022-11-01-4334','A241-14','IWtvwGRFN', 'LB')
('AC04652-2022-11-02-4341','A242-3','PXeZrMIbEsAzq', 'UB')
('AC04652-2022-11-01-4503','A251-3','oXbXBsKK', 'UB')
('SL04652-2022-11-01-4258','S178-10','uQ', 'MB')
('AC04652-2022-11-01-4509','A251-9','Z', 'UB')
('AC22517-2022-11-02-4334','A241-14','gN', 'LB')
('AC04652-2022-11-02-4364','A243-8','M', 'LB')
('AC04652-2022-11-02-4433','A247-5','F', 'SL')
('SL22517-2022-11-01-4365','S182-21','HcR', 'MB')
('SL22517-2022-11-02-4322','S181-2','TlQEubjerlT', 'MB')
('SL22517-2022-11-01-4377','S183-9','WktfkNdNtkkABSQb', 'LB')
('AC04652-2022-11-02-4463','A248-17','YrdlTfil', 'SL')
('AC22517-2022-11-02-4440','A247-12','RkPHetP', 'SU')
('SL04652-2022-11-01-4370','S183-2','dCUbeCrCn', 'MB')
('SL04652-2022-11-02-4418','S185-2','qAPBWhRMRQTsOlnG', 'MB')
('SL04652-2022-11-02-4419','S185-3','LQvzhJCyzJprBcO', 'UB')
('AC04652-2022-11-02-4471','A249-7','hNmSRvViHZODLD', 'LB')
('SL22517-2022-11-02-4347','S182-3','wcjPxOfZslINP', 'UB')
('AC04652-2022-11-02-4473','A249-9','juJKpCmt', 'UB')
('SL12058-2022-11-01-4342','S181-22','OqCPci', 'UB')
('AC04652-2022-11-01-4633','A258-7','gNovcmfubsroamk', 'LB')
('SL12058-2022-11-01-4344','S181-24','hui', 'SU')
('SL12058-2022-11-01-4345','S182-1','PXSxMWi', 'LB')
('SL22517-2022-11-01-4411','S184-19','HrcfzevB', 'UB')
('AC04652-2022-11-01-4635','A258-9','VejBeC', 'UB')
('SL22517-2022-11-02-4375','S183-7','iADKmKSOTZaIJSK', 'SL')
('AC04652-2022-11-01-4641','A258-15','NFwU', 'UB')
('SL22517-2022-11-02-4389','S183-21','LiVsslqfAZfaixc', 'MB')
('SL04652-2022-11-01-4417','S185-1','np', 'LB')
('AC22517-2022-11-02-4513','A251-13','dYYVlL', 'LB')
('AC22517-2022-11-01-4563','A254-9','BUewA', 'UB')
('AC04652-2022-11-01-4681','A261-1','EzGEC', 'LB')
('SL04652-2022-11-01-4437','S185-21','yoTSpePvGRyuD', 'MB')
('AC04652-2022-11-02-4528','A252-10','kh', 'UB')
('AC22517-2022-11-01-4566','A254-12','rQfjgyVY', 'SU')
('AC22517-2022-11-01-4567','A254-13','I', 'LB')
('SL04652-2022-11-01-4438','S185-22','ginEKTwaLL', 'UB')
('AC04652-2022-11-02-4537','A253-1','DeDNaVBb', 'LB')
('SL22517-2022-11-01-4449','S186-9','r', 'LB')
('SL22517-2022-11-01-4450','S186-10','twphjasGMN', 'MB')
('AC04652-2022-11-02-4540','A253-4','FpzHFUoBAw', 'UB')
('SL04652-2022-11-01-4450','S186-10','BokWyCUSYZnvkX', 'MB')
('AC12058-2022-11-01-4524','A252-6','dAfZ', 'SU')
('AC12058-2022-11-01-4527','A252-9','CM', 'UB')
('SL12058-2022-11-01-4404','S184-12','DEtdhs', 'LB')
('AC04652-2022-11-01-4699','A262-1','FRGWKGEYyUYo', 'LB')
('AC12058-2022-11-01-4530','A252-12','iEXPsqfO', 'SU')
('AC22517-2022-11-02-4544','A253-8','jWXS', 'LB')
('AC22517-2022-11-02-4545','A253-9','XSREq', 'UB')
('AC22517-2022-11-02-4546','A253-10','Q', 'UB')
('SL12058-2022-11-01-4445','S186-5','kEBoxgYa', 'MB')
('AC04652-2022-11-01-4751','A264-17','a', 'SL')
('SL12058-2022-11-01-4456','S186-16','HfFQveKKHLBaql', 'SU')
('SL22517-2022-11-01-4507','S188-19','yNREynv', 'UB')
('SL12058-2022-11-01-4457','S186-17','tWZmqNEiLwn', 'LB')
('SL04652-2022-11-02-4556','S190-20','QqPegDqIcrFNLV', 'LB')
('AC04652-2022-11-02-4588','A255-16','n', 'UB')
('AC22517-2022-11-01-4621','A257-13','UMvvgDzMEVOulY', 'LB')
('AC12058-2022-11-01-4578','A255-6','lCIrsjzOm', 'SU')
('AC22517-2022-11-01-4623','A257-15','abOb', 'UB')
('AC22517-2022-11-02-4611','A257-3','jzVcxDupGa', 'UB')
('AC12058-2022-11-01-4587','A255-15','TcVZbbEPKYOhb', 'UB')
('AC22517-2022-11-02-4617','A257-9','VIJdvQDnkE', 'UB')
('SL12058-2022-11-01-4471','S187-7','GrrKNwxM', 'SL')
('AC04652-2022-11-01-4767','A265-15','lFiQLQMBiTjkDTjh', 'UB')
('SL22517-2022-11-01-4518','S189-6','ZWZaB', 'UB')
('SL22517-2022-11-02-4480','S187-16','IsyJxSYyh', 'SU')
('SL12058-2022-11-01-4477','S187-13','xXBRVRxAFNqd', 'MB')
('AC22517-2022-11-02-4684','A261-4','eBXkLOhCXrrkQ', 'UB')
('AC12058-2022-11-01-4647','A259-3','VDRUmQucwkFE', 'UB')
('AC04652-2022-11-01-4837','A269-13','znGpoplmmYYaLi', 'LB')
('AC12058-2022-11-01-4653','A259-9','kxxLmCPTYFsW', 'UB')
('SL04652-2022-11-01-4586','S192-2','oKWbDZVuOweuQ', 'MB')
('AC22517-2022-11-01-4690','A261-10','XJpYKYAVV', 'UB')
('SL12058-2022-11-01-4555','S190-19','RdbBOevV', 'UB')
('SL04652-2022-11-01-4598','S192-14','pzPc', 'UB')
('AC12058-2022-11-01-4665','A260-3','CDNWawzttUYA', 'UB')
('SL04652-2022-11-02-4644','S194-12','XeWFKtK', 'LB')
('SL04652-2022-11-02-4645','S194-13','ZFGMLkCoIqm', 'MB')
('SL12058-2022-11-01-4559','S190-23','rmbXHsh', 'SL')
('AC22517-2022-11-01-4697','A261-17','l', 'SL')
('SL04652-2022-11-01-4602','S192-18','VYyrHfnk', 'MB')
('SL04652-2022-11-01-4603','S192-19','uinnbfNwpadS', 'UB')
('AC22517-2022-11-02-4714','A262-16','RQDqOXzEWmMH', 'UB')
('SL04652-2022-11-02-4656','S194-24','mAyJpypIYmXzpK', 'SU')
('SL04652-2022-11-02-4669','S195-13','hFCipZrokDwH', 'MB')
('AC22517-2022-11-01-4719','A263-3','t', 'UB')
('SL04652-2022-11-01-4627','S193-19','VLFFKUad', 'UB')
('SL22517-2022-11-01-4624','S193-16','tVpVHb', 'SU')
('AC04652-2022-11-02-4709','A262-11','vwOQaLzAjjCPqA', 'SL')
('AC04652-2022-11-02-4711','A262-13','piPnjW', 'LB')
('AC04652-2022-11-02-4712','A262-14','lEXMvGhJXfsfA', 'LB')
('SL12058-2022-11-01-4594','S192-10','MAYnntlUdudsv', 'MB')
('SL22517-2022-11-02-4607','S192-23','fXKWOckOTrKjb', 'SL')
('AC04652-2022-11-01-4903','A273-7','iaXle', 'LB')
('SL04652-2022-11-01-4633','S194-1','QMNxqFXpLzSyMI', 'LB')
('SL04652-2022-11-02-4678','S195-22','RKbYlrnoyLOatlUi', 'UB')
('AC04652-2022-11-01-4906','A273-10','PIqPzbQCvjZzid', 'UB')
('SL12058-2022-11-01-4599','S192-15','WCBpMcq', 'SL')
('AC04652-2022-11-02-4720','A263-4','sxQTehVFUzsCnHp', 'UB')
('AC12058-2022-11-01-4714','A262-16','udsqzcqfYNs', 'UB')
('SL12058-2022-11-01-4602','S192-18','pgoQxSyTsJ', 'MB')
('AC22517-2022-11-02-4763','A265-11','OiiGupIwoAjCrMG', 'SL')
('SL04652-2022-11-02-4684','S196-4','uCzTdslaC', 'LB')
('AC22517-2022-11-02-4765','A265-13','LgfFQlaZToIWA', 'LB')
('SL22517-2022-11-02-4614','S193-6','MpMAsBQzxHzH', 'UB')
('SL22517-2022-11-01-4638','S194-6','vv', 'UB')
('SL04652-2022-11-01-4645','S194-13','YteFmNgLYIVsNL', 'MB')
('AC22517-2022-11-02-4769','A265-17','gCLqHaWnRdxgtxo', 'SL')
('SL22517-2022-11-02-4618','S193-10','PPYOlyNDU', 'MB')
('AC22517-2022-11-02-4788','A266-18','fkBRntAOzBBq', 'SU')
('SL22517-2022-11-01-4656','S194-24','eaiHhiGSypYJ', 'SU')
('SL22517-2022-11-01-4657','S195-1','yIpJGWWy', 'LB')
('SL12058-2022-11-01-4628','S193-20','UTs', 'LB')
('SL04652-2022-11-01-4674','S195-18','QPLjTedckivWM', 'MB')
('AC12058-2022-11-01-4748','A264-14','UnwzqLQ', 'LB')
('AC04652-2022-11-02-4756','A265-4','xhONWEgKetcrBH', 'UB')
('AC12058-2022-11-01-4755','A265-3','Dy', 'UB')
('AC22517-2022-11-02-4802','A267-14','MxyuuARsFniM', 'LB')
('SL22517-2022-11-01-4671','S195-15','htxViFKr', 'SL')
('SL04652-2022-11-01-4684','S196-4','kO', 'LB')
('SL12058-2022-11-01-4645','S194-13','aaAPM', 'MB')
('SL22517-2022-11-02-4652','S194-20','fTLcMpRugqCEy', 'LB')
('SL04652-2022-11-02-4720','S197-16','yJXlGzUttOgDFLfY', 'SU')
('AC04652-2022-11-02-4764','A265-12','gvzx', 'SU')
('SL22517-2022-11-02-4657','S195-1','QJi', 'LB')
('AC22517-2022-11-02-4862','A271-2','ThmYTEGZikgAle', 'LB')
('AC04652-2022-11-02-4815','A268-9','drFmMZNHldgi', 'UB')
('SL04652-2022-11-01-4750','S198-22','vtjAPzEOYCK', 'UB')
('AC04652-2022-11-02-4868','A271-8','jvPWXqOHVWyqjjX', 'LB')
('AC04652-2022-11-02-4869','A271-9','VAb', 'UB')
('SL22517-2022-11-02-4762','S199-10','cs', 'MB')
('SL22517-2022-11-02-4763','S199-11','XVSMbGzefNm', 'UB')
('SL04652-2022-11-02-4825','S202-1','BIfouFwYjPbqB', 'LB')
('AC04652-2022-11-01-5084','A283-8','PJopQ', 'LB')
('AC04652-2022-11-01-5085','A283-9','dyYYBFwzgvh', 'UB')
('SL04652-2022-11-01-4809','S201-9','LDaGkMZmens', 'LB')
('AC12058-2022-11-01-4872','A271-12','LaVgrEwjsAI', 'SU')
('AC04652-2022-11-02-4882','A272-4','BxKigOPxprgVG', 'UB')
('SL12058-2022-11-01-4764','S199-12','ZppQQdUguKtVG', 'LB')
('SL12058-2022-11-01-4765','S199-13','DeTbjrNAi', 'MB')
('AC22517-2022-11-02-4923','A274-9','iIPinhJnTUMXDEo', 'UB')
('SL22517-2022-11-02-4782','S200-6','NaW', 'UB')
('AC12058-2022-11-01-4877','A271-17','go', 'SL')
('AC22517-2022-11-01-4892','A272-14','ptjf', 'LB')
('SL04652-2022-11-02-4837','S202-13','NzEN', 'MB')
('SL22517-2022-11-02-4784','S200-8','pgxxfzb', 'SU')
('SL22517-2022-11-01-4803','S201-3','QrN', 'UB')
('SL04652-2022-11-01-4833','S202-9','IwPSJwO', 'LB')
('SL04652-2022-11-02-4885','S204-13','wfmr', 'MB')
('AC22517-2022-11-02-4975','A277-7','JtDhNEwCTmtEUtC', 'LB')
('AC04652-2022-11-02-4940','A275-8','hCDF', 'LB')
('SL22517-2022-11-02-4844','S202-20','OpwSDgz', 'LB')
('AC12058-2022-11-01-4947','A275-15','rzDfbQemsQMSi', 'UB')
('AC04652-2022-11-02-4996','A278-10','laFWRaiEBZTgg', 'UB')
('SL12058-2022-11-01-4852','S203-4','VDl', 'LB')
('AC22517-2022-11-01-4990','A278-4','HdpJLQoZ', 'UB')
('AC22517-2022-11-02-5024','A280-2','iIOdAG', 'LB')
('SL04652-2022-11-01-4908','S205-12','DFwho', 'LB')
('SL04652-2022-11-02-4931','S206-11','LoMmKKHW', 'UB')
('AC12058-2022-11-01-4977','A277-9','PmSmtjVyElUn', 'UB')
('AC12058-2022-11-01-4978','A277-10','m', 'UB')
('AC22517-2022-11-02-5038','A280-16','bFPZcf', 'UB')
('SL22517-2022-11-01-4903','S205-7','TitKkw', 'SL')
('SL22517-2022-11-02-4912','S205-16','E', 'SU')
('SL22517-2022-11-01-4942','S206-22','wEn', 'UB')
('AC04652-2022-11-02-5075','A282-17','nno', 'SL')
('AC12058-2022-11-01-5043','A281-3','awLSR', 'UB')
('AC12058-2022-11-01-5044','A281-4','QjLuxMBdzVQWsE', 'UB')
('AC12058-2022-11-01-5045','A281-5','TGVSo', 'SL')
('AC04652-2022-11-01-5285','A294-11','PUMsQ', 'SL')
('AC04652-2022-11-02-5103','A284-9','k', 'UB')
('AC22517-2022-11-02-5119','A285-7','HPIJNUuRuBwDjPf', 'LB')
('SL04652-2022-11-01-5004','S209-12','QaDytTpufjwiw', 'LB')
('AC22517-2022-11-01-5096','A284-2','B', 'LB')
('AC22517-2022-11-02-5138','A286-8','wLrONbiyhdrEqeWp', 'LB')
('SL04652-2022-11-01-5006','S209-14','eRkKHGlItyvK', 'UB')
('AC04652-2022-11-02-5137','A286-7','QJ', 'LB')
('SL12058-2022-11-01-4955','S207-11','fpsuLYabB', 'UB')
('AC22517-2022-11-02-5154','A287-6','uzYU', 'SU')
('SL04652-2022-11-02-5054','S211-14','lNYBNqwfeAGQF', 'UB')
('AC22517-2022-11-01-5108','A284-14','DoF', 'LB')
('SL22517-2022-11-01-5067','S212-3','NDA', 'UB')
('SL22517-2022-11-02-5105','S213-17','iBCBitLQ', 'LB')
('SL04652-2022-11-02-5156','S215-20','QEQtd', 'LB')
('SL22517-2022-11-02-5149','S215-13','OpsIdGQaPMqwfxj', 'MB')
('SL12058-2022-11-01-5087','S212-23','tELBgtd', 'SL')
('SL04652-2022-11-01-5149','S215-13','irxeIhIax', 'MB')
('AC22517-2022-11-01-5236','A291-16','swtT', 'UB')
('SL04652-2022-11-02-5192','S217-8','BWD', 'SU')
('SL22517-2022-11-01-5126','S214-14','YUbtqsPPoBzDH', 'UB')
('SL22517-2022-11-01-5127','S214-15','YeeGTjNvhYEnAAEE', 'SL')
('SL12058-2022-11-01-5144','S215-8','TzitNtCPdjYfnBrx', 'SU')
('SL04652-2022-11-02-5248','S219-16','fHHFfm', 'SU')
('AC22517-2022-11-02-5327','A296-17','lRSOLpZUM', 'SL')
('AC04652-2022-11-01-5523','A307-15','CVksLIzVi', 'UB')
('AC22517-2022-11-01-5308','A295-16','yuR', 'UB')
('AC22517-2022-11-02-5331','A297-3','UJmoKGqlTHhTm', 'UB')
('AC12058-2022-11-01-5309','A295-17','HQyvdXmWIUYLbh', 'SL')
('SL22517-2022-11-01-5208','S217-24','cHLNIoJViTIeZ', 'SU')
('AC04652-2022-11-01-5546','A309-2','jOlxeqdMpmfd', 'LB')
('AC22517-2022-11-02-5362','A298-16','GepSetxbhLY', 'UB')
('AC22517-2022-11-02-5365','A299-1','dobsonFtKvKc', 'LB')
('AC04652-2022-11-02-5392','A300-10','Uf', 'UB')
('SL04652-2022-11-02-5313','S222-9','sfmPLZSqLy', 'LB')
('AC04652-2022-11-01-5573','A310-11','uYjUGwQaudE', 'SL')
('AC22517-2022-11-01-5362','A298-16','PzDETV', 'UB')
('SL04652-2022-11-02-5318','S222-14','FwedNIzBeN', 'UB')
('SL12058-2022-11-01-5233','S219-1','rB', 'LB')
('AC22517-2022-11-01-5367','A299-3','ZludUcbxJuPwNU', 'UB')
('AC04652-2022-11-02-5402','A301-2','Hg', 'LB')
('SL22517-2022-11-02-5283','S221-3','ACyWnVUqYCHEkJQV', 'UB')
('SL22517-2022-11-02-5286','S221-6','Kus', 'UB')
('SL04652-2022-11-01-5270','S220-14','mRb', 'UB')
('SL12058-2022-11-01-5240','S219-8','ihgfjAdQuEOe', 'SU')
('AC22517-2022-11-01-5380','A299-16','Xai', 'UB')
('AC04652-2022-11-01-5595','A311-15','nMYjEAySSClc', 'UB')
('AC04652-2022-11-01-5602','A312-4','IsV', 'UB')
('SL12058-2022-11-01-5257','S220-1','ZQJhpbLrwie', 'LB')
('AC12058-2022-11-01-5386','A300-4','wtrwPekkFiSCziAr', 'UB')
('SL12058-2022-11-01-5301','S221-21','ZehwQAHVg', 'MB')
('AC22517-2022-11-02-5482','A305-10','czMDcUvPht', 'UB')
('AC04652-2022-11-01-5659','A315-7','VnTzyAnanobm', 'LB')
('AC04652-2022-11-02-5474','A305-2','vVOUzMQUunaiXv', 'LB')
('AC22517-2022-11-01-5488','A305-16','YVyYRaABBw', 'UB')
('SL04652-2022-11-01-5369','S224-17','UhvJLRhxn', 'LB')
('SL04652-2022-11-02-5429','S227-5','ZGHOcCnawMGDFLHs', 'MB')
('AC22517-2022-11-01-5493','A306-3','st', 'UB')
('AC22517-2022-11-02-5523','A307-15','rVvEjKaXMMrs', 'UB')
('SL04652-2022-11-02-5434','S227-10','GleJlRxqPLWWO', 'MB')
('AC12058-2022-11-01-5475','A305-3','lqDZv', 'UB')
('AC22517-2022-11-01-5498','A306-8','sCeKSJQoB', 'LB')
('AC22517-2022-11-02-5532','A308-6','HmxmYGPiGukpxr', 'SU')
('SL22517-2022-11-01-5368','S224-16','AFQGpQPIvA', 'SU')
('AC04652-2022-11-01-5716','A318-10','TGmOQdJKsRJeuZB', 'UB')
('AC04652-2022-11-01-5727','A319-3','fsdccBbmOPEtE', 'UB')
('AC04652-2022-11-01-5729','A319-5','gL', 'SL')
('SL04652-2022-11-01-5400','S225-24','ls', 'SU')
('AC12058-2022-11-01-5506','A306-16','MVsAGZRcPEo', 'UB')
('SL04652-2022-11-02-5464','S228-16','HYMtUtHf', 'SU')
('SL22517-2022-11-02-5438','S227-14','rzsFELlcf', 'UB')
('AC22517-2022-11-01-5557','A309-13','mfSOVdImtJGvs', 'LB')
('AC22517-2022-11-02-5594','A311-14','DdVcUeZVCKEMSPI', 'LB')
('SL04652-2022-11-02-5531','S231-11','TUatzFlTfTNG', 'UB')
('SL04652-2022-11-02-5543','S231-23','J', 'SL')
('SL04652-2022-11-02-5544','S231-24','wjjWUGawobJwwFvV', 'SU')
('SL04652-2022-11-01-5497','S230-1','THMSihFGkBaEq', 'LB')
('AC12058-2022-11-01-5602','A312-4','yoHLfzElpnecHyF', 'UB')
('SL04652-2022-11-02-5548','S232-4','NTVHiMLWfxGRyAkY', 'LB')
('AC22517-2022-11-02-5621','A313-5','PtiIv', 'SL')
('AC12058-2022-11-01-5604','A312-6','fWkQyUhu', 'SU')
('SL12058-2022-11-01-5477','S229-5','YotzWHQMaPF', 'MB')
('AC22517-2022-11-02-5640','A314-6','YggFYfdHjBCt', 'SU')
('SL22517-2022-11-02-5540','S231-20','ECiKzrO', 'LB')
('AC22517-2022-11-02-5642','A314-8','FQ', 'LB')
('SL04652-2022-11-01-5518','S230-22','fAtBU', 'UB')
('SL22517-2022-11-02-5542','S231-22','iHrBa', 'UB')
('SL04652-2022-11-02-5574','S233-6','Jh', 'UB')
('AC22517-2022-11-01-5631','A313-15','lOSAEcljTjjITGm', 'UB')
('SL22517-2022-11-02-5545','S232-1','xF', 'LB')
('SL04652-2022-11-02-5641','S236-1','OLLmY', 'LB')
('SL04652-2022-11-01-5592','S233-24','YFfxnmWRQA', 'SU')
('AC04652-2022-11-01-5906','A329-2','XiLnXqGQIozjIWig', 'LB')
('SL04652-2022-11-01-5594','S234-2','mXE', 'MB')
('SL04652-2022-11-02-5643','S236-3','yedeNjPBnn', 'UB')
('SL22517-2022-11-01-5592','S233-24','ty', 'SU')
('SL22517-2022-11-01-5593','S234-1','beQYWUGfuS', 'LB')
('AC04652-2022-11-01-5943','A331-3','AG', 'UB')
('SL04652-2022-11-02-5696','S238-8','aNQdUSTskC', 'SU')
('SL04652-2022-11-02-5697','S238-9','UoeH', 'LB')
('AC04652-2022-11-02-5791','A322-13','qTevxALsgBOtBP', 'LB')
('SL04652-2022-11-02-5700','S238-12','ZvDByMKnHtWif', 'LB')
('AC04652-2022-11-01-5964','A332-6','FaOFxQWQ', 'SU')
('AC04652-2022-11-01-5965','A332-7','oACLL', 'LB')
('AC22517-2022-11-02-5756','A320-14','qVhUKlS', 'LB')
('SL22517-2022-11-01-5679','S237-15','NUhQ', 'SL')
('SL22517-2022-11-01-5707','S238-19','yClpU', 'UB')
('AC04652-2022-11-01-6071','A338-5','Cp', 'SL')
('SL04652-2022-11-02-5793','S242-9','DFzUnNzJmy', 'LB')
('SL04652-2022-11-02-5795','S242-11','krGpQOaU', 'UB')
('AC22517-2022-11-02-5842','A325-10','yAUgvmFbYLSc', 'UB')
('AC04652-2022-11-01-6099','A339-15','dYpzAQwsoD', 'UB')
('SL12058-2022-11-01-5719','S239-7','meFGrDQRh', 'SL')
('SL22517-2022-11-02-5816','S243-8','ZCDvx', 'SU')
('AC22517-2022-11-01-5874','A327-6','UBwDcOm', 'SU')
('SL04652-2022-11-02-5838','S244-6','JPl', 'UB')
('SL04652-2022-11-02-5839','S244-7','GMbuftYtR', 'SL')
('SL22517-2022-11-01-5758','S240-22','TztmNbZEevKKIAu', 'UB')
('AC22517-2022-11-02-5891','A328-5','ggGVbPZgt', 'SL')
('SL22517-2022-11-02-5832','S243-24','sBXbkbQNHXdfRbV', 'SU')
('SL04652-2022-11-02-5843','S244-11','UvnM', 'UB')
('SL22517-2022-11-01-5779','S241-19','CiHulPcII', 'UB')
('AC04652-2022-11-01-6132','A341-12','pDlMGa', 'SU')
('AC22517-2022-11-01-5914','A329-10','YbBLkOmt', 'UB')
('SL04652-2022-11-02-5868','S245-12','lHvLZhl', 'LB')
('AC22517-2022-11-02-5909','A329-5','NLAdIobDnvmuAYV', 'SL')
('AC04652-2022-11-01-6141','A342-3','CHBoFK', 'UB')
('SL22517-2022-11-02-5900','S246-20','iheuc', 'LB')
('AC04652-2022-11-01-6172','A343-16','AUwPWv', 'UB')
('AC04652-2022-11-02-5993','A333-17','sKEyp', 'SL')
('AC04652-2022-11-01-6178','A344-4','Y', 'UB')
('AC22517-2022-11-01-5963','A332-5','bPnwRyQeQEn', 'SL')
('SL04652-2022-11-01-5847','S244-15','wIvoIPpaTmfm', 'SL')
('SL04652-2022-11-01-5851','S244-19','X', 'UB')
('SL04652-2022-11-01-5852','S244-20','QrEueyosfJdTehJ', 'LB')
('AC04652-2022-11-02-6015','A335-3','xNhe', 'UB')
('SL22517-2022-11-02-5981','S250-5','HWPQYgd', 'MB')
('SL04652-2022-11-02-5989','S250-13','YmQtVktV', 'MB')
('AC22517-2022-11-01-6095','A339-11','XUOdYvQ', 'SL')
('AC12058-2022-11-01-6090','A339-6','wnCMOnSnKAwRer', 'SU')
('SL04652-2022-11-01-5978','S250-2','JWiMGKTwaCIViYo', 'MB')
('SL22517-2022-11-02-6053','S253-5','lb', 'MB')
('SL04652-2022-11-01-5979','S250-3','CGGjbt', 'UB')
('SL22517-2022-11-01-5976','S249-24','gGtnGmsgaYlvT', 'SU')
('AC12058-2022-11-01-6091','A339-7','jUflgttYawidYMs', 'LB')
('AC22517-2022-11-01-6112','A340-10','XkHUgGXDBZxY', 'UB')
('SL04652-2022-11-02-6076','S254-4','VeRapHnMI', 'LB')
('AC22517-2022-11-01-6114','A340-12','vXUELXlEEfzkxsz', 'SU')
('SL12058-2022-11-01-5936','S248-8','nMaCwkaAvLA', 'SU')
('AC22517-2022-11-01-6117','A340-15','wLKxjN', 'UB')
('SL22517-2022-11-02-6075','S254-3','dXshWQvcR', 'UB')
('AC04652-2022-11-02-6154','A342-16','cWc', 'UB')
('SL12058-2022-11-01-5938','S248-10','ysmDghPRJooiFgb', 'MB')
('AC12058-2022-11-01-6111','A340-9','Dr', 'UB')
