('SL04652-2022-11-02-5002','S209-10','GTCC', 'MB')
('SL04652-2022-11-01-9269','S387-5','QaeScyuqhyycIVb', 'MB')
('SL22517-2022-11-01-9241','S386-1','KJtdnuZ', 'LB')
('SL22517-2022-11-01-9242','S386-2','PzUwompzdHTqcLV', 'MB')
('SL12058-2022-11-01-9165','S382-21','tKHa', 'MB')
('SL12058-2022-11-01-9166','S382-22','Edg', 'UB')
('AC04652-2022-11-02-9416','A524-2','omQPt', 'LB')
('SL04652-2022-11-01-9319','S389-7','yFSWdLTnveBcZ', 'SL')
('AC22517-2022-11-01-9415','A524-1','IjsJ', 'LB')
('AC22517-2022-11-02-9436','A525-4','uMThZ', 'UB')
('AC22517-2022-11-02-9437','A525-5','TXqeslexC', 'SL')
('AC22517-2022-11-02-9440','A525-8','YpjYuu', 'LB')
('SL04652-2022-11-01-9326','S389-14','cwvGb', 'UB')
('SL22517-2022-11-01-9283','S387-19','mQpWqWGVaNOVloQE', 'UB')
('AC12058-2022-11-01-9405','A523-9','MEnTutLL', 'UB')
('AC04652-2022-11-02-9456','A526-6','AmiPhT', 'SU')
('SL12058-2022-11-01-9218','S385-2','LqyvbhriBLY', 'MB')
('SL04652-2022-11-02-9340','S390-4','jy', 'LB')
('SL04652-2022-11-01-9339','S390-3','UmOihLnHQxzH', 'UB')
('AC12058-2022-11-01-9421','A524-7','NK', 'LB')
('AC04652-2022-11-01-9719','A540-17','hokIykfxXYllmScT', 'SL')
('AC04652-2022-11-01-9738','A541-18','qiTZgbjzFhKW', 'SU')
('AC22517-2022-11-01-9483','A527-15','YonE', 'UB')
('AC04652-2022-11-02-9510','A529-6','ZQcBE', 'SU')
('AC04652-2022-11-02-9513','A529-9','lcGfiudnLNukE', 'UB')
('AC22517-2022-11-01-9511','A529-7','aHXDxJ', 'LB')
('SL04652-2022-11-02-9424','S393-16','qqKMXgi', 'SU')
('SL22517-2022-11-02-9448','S394-16','NRMBA', 'SU')
('SL12058-2022-11-01-9322','S389-10','CCerkqygC', 'MB')
('SL12058-2022-11-01-9323','S389-11','ucdJkgeQMma', 'UB')
('SL04652-2022-11-02-9453','S394-21','BiidUpLeB', 'MB')
('AC04652-2022-11-02-9562','A532-4','ZoxZ', 'UB')
('SL04652-2022-11-02-9457','S395-1','yhKT', 'LB')
('SL12058-2022-11-01-9329','S389-17','prSuZnjrSwtXmn', 'LB')
('AC04652-2022-11-02-9567','A532-9','B', 'UB')
('AC12058-2022-11-01-9553','A531-13','qFaakIEvP', 'LB')
('AC04652-2022-11-02-9576','A532-18','BFw', 'SU')
('AC04652-2022-11-01-9830','A547-2','uFsvJoQsUBXyz', 'LB')
('AC04652-2022-11-02-9580','A533-4','cOSge', 'UB')
('SL22517-2022-11-02-9477','S395-21','wCSJAuWQ', 'MB')
('SL04652-2022-11-02-9483','S396-3','ZpORJaMoSb', 'UB')
('SL04652-2022-11-02-9485','S396-5','mBXgKdlwDEpZh', 'MB')
('AC04652-2022-11-01-9834','A547-6','iRQDnsDvAQdeVs', 'SU')
('AC04652-2022-11-01-9836','A547-8','ANWpWUhkFKIWqLP', 'LB')
('SL04652-2022-11-02-9489','S396-9','cqTzDUofVQVUO', 'LB')
('AC12058-2022-11-01-9584','A533-8','LhgAjWgWuky', 'LB')
('AC04652-2022-11-01-9855','A548-9','bxtaXazVhg', 'UB')
('SL12058-2022-11-01-9374','S391-14','YLqVETipGBidtzS', 'UB')
('SL22517-2022-11-01-9437','S394-5','HVJChOq', 'MB')
('SL04652-2022-11-01-9488','S396-8','aKaTbeEt', 'SU')
('SL04652-2022-11-01-9489','S396-9','DbYsN', 'LB')
('SL12058-2022-11-01-9378','S391-18','aohShRZUDULrw', 'MB')
('AC22517-2022-11-01-9582','A533-6','NQHM', 'SU')
('AC04652-2022-11-02-9605','A534-11','gVv', 'SL')
('SL22517-2022-11-01-9441','S394-9','dBZRkTLPBhaYayi', 'LB')
('SL04652-2022-11-02-9505','S397-1','wxJXPijkCC', 'LB')
('AC22517-2022-11-01-9587','A533-11','iXCKqB', 'SL')
('SL22517-2022-11-02-9513','S397-9','HhFzTNPXT', 'LB')
('AC22517-2022-11-01-9588','A533-12','efmGaN', 'SU')
('AC22517-2022-11-01-9589','A533-13','kK', 'LB')
('SL12058-2022-11-01-9392','S392-8','haQ', 'SU')
('SL22517-2022-11-02-9590','S400-14','BNlYvdXmlozP', 'UB')
('AC12058-2022-11-01-9695','A539-11','UXjqMQnDogiA', 'SL')
('AC22517-2022-11-01-9751','A542-13','FwTUU', 'LB')
('SL22517-2022-11-01-9599','S400-23','NrC', 'SL')
('SL22517-2022-11-01-9602','S401-2','j', 'MB')
('SL04652-2022-11-01-9661','S403-13','mbxqSqYWWuW', 'MB')
('AC22517-2022-11-02-9801','A545-9','JKpHLQSSDy', 'UB')
('AC12058-2022-11-01-9783','A544-9','CwSLJ', 'UB')
('SL12058-2022-11-01-9530','S398-2','ul', 'MB')
('AC12058-2022-11-01-9785','A544-11','cAHLduijMzCoPgSL', 'SL')
('SL04652-2022-11-02-9670','S403-22','u', 'UB')
('SL22517-2022-11-01-9605','S401-5','iQIJM', 'MB')
('SL22517-2022-11-02-9713','S405-17','MkxlTSiaeJOCHY', 'LB')
('SL22517-2022-11-01-9621','S401-21','BZFSG', 'MB')
('SL04652-2022-11-02-9685','S404-13','VXyPDSFkIpWvww', 'MB')
('SL12058-2022-11-01-9543','S398-15','qiMQRakmf', 'SL')
('SL04652-2022-11-01-9679','S404-7','dpC', 'SL')
('AC22517-2022-11-01-9780','A544-6','PidrJKxdBRWt', 'SU')
('SL04652-2022-11-01-9687','S404-15','WvCHbDoTyNPK', 'SL')
('SL04652-2022-11-01-9688','S404-16','EdTiFQIjmvZwIQ', 'SU')
('AC12058-2022-11-01-9806','A545-14','UGLe', 'LB')
('AC22517-2022-11-01-9794','A545-2','cesudeMUpXEqaR', 'LB')
('AC22517-2022-11-02-9834','A547-6','hFPQVUcs', 'SU')
('SL22517-2022-11-02-9752','S407-8','rrrbCYscmsUYh', 'SU')
('AC04652-2022-11-02-9860','A548-14','ZHkRykXo', 'LB')
('AC22517-2022-11-01-9853','A548-7','VUxpRk', 'LB')
('SL22517-2022-11-02-9778','S408-10','vyDf', 'MB')
('AC22517-2022-11-02-9886','A550-4','fIXcWZYJvv', 'UB')
('AC22517-2022-11-02-9887','A550-5','UrUCkNd', 'SL')
('SL12058-2022-11-01-9612','S401-12','FYgDFTs', 'LB')
('SL04652-2022-11-01-9755','S407-11','GUzoFNJTJLXYDa', 'UB')
('SL12058-2022-11-01-9657','S403-9','aKuliTJKzEzKB', 'LB')
('AC04652-2022-11-02-9924','A552-6','GoqZAUvN', 'SU')
('AC22517-2022-11-02-9942','A553-6','optl', 'SU')
('SL12058-2022-11-01-9675','S404-3','GZfwlpYGmG', 'UB')
('SL22517-2022-11-02-9850','S411-10','gcraUTpE', 'MB')
('AC04652-2022-11-02-9941','A553-5','sufWFW', 'SL')
('AC12058-2022-11-01-9922','A552-4','BSIzbFx', 'UB')
('AC12058-2022-11-01-9926','A552-8','RzSu', 'LB')
('SL12058-2022-11-01-9680','S404-8','rVSsFGiq', 'SU')
('AC04652-2022-11-01-10158','A565-6','vQIwwScaZBkc', 'SU')
('AC12058-2022-11-01-9971','A554-17','xWv', 'SL')
