('SL12058-2022-11-01-187','S8-19','axVq', 'UB')
('SL12058-2022-11-01-2029','S85-13','RGUD', 'MB')
('AC22517-2022-11-01-2082','A116-12','KNENYPKRKcG', 'SU')
('SL22517-2022-11-02-2039','S85-23','XaDJqnPJQnvUnUZz', 'SL')
('AC04652-2022-11-01-2126','A119-2','QGeWRfdeNIhaE', 'LB')
('AC12058-2022-11-01-2040','A114-6','U', 'SU')
('SL22517-2022-11-02-2043','S86-3','VZykOFYXVn', 'UB')
('AC04652-2022-11-02-2043','A114-9','UKDzLeTFkmQ', 'UB')
('SL04652-2022-11-02-2065','S87-1','aSrGEszfw', 'LB')
('AC04652-2022-11-01-2131','A119-7','lAiVIlrIYyAEy', 'LB')
('SL04652-2022-11-02-2067','S87-3','PFGOhYruYqKmpvv', 'UB')
('SL22517-2022-11-01-2076','S87-12','wkNVrUmInw', 'LB')
('SL04652-2022-11-02-2069','S87-5','aTQBcCPChpCcQ', 'MB')
('AC22517-2022-11-01-2098','A117-10','raT', 'UB')
('AC22517-2022-11-02-2068','A115-16','jsv', 'UB')
('AC04652-2022-11-01-2159','A120-17','yAutJjX', 'SL')
('AC04652-2022-11-02-2076','A116-6','y', 'SU')
('SL22517-2022-11-02-2073','S87-9','OzlXmBMOcKu', 'LB')
('SL04652-2022-11-02-2094','S88-6','X', 'UB')
('SL04652-2022-11-02-2095','S88-7','RkPESfxEzkbWVy', 'SL')
('SL12058-2022-11-01-2097','S88-9','UXERQH', 'LB')
('SL04652-2022-11-01-2108','S88-20','KTEtmPEvgVsFtu', 'LB')
('SL04652-2022-11-01-2111','S88-23','BuSjMeNLhVbAs', 'SL')
('AC04652-2022-11-02-2142','A119-18','wNPxMwqOtG', 'SU')
('SL12058-2022-11-01-2115','S89-3','LMVVHkQJUJoIZi', 'UB')
('AC22517-2022-11-01-2185','A122-7','OCQfSgqCZwSa', 'LB')
('AC04652-2022-11-01-2241','A125-9','ijxHiLMb', 'UB')
('AC22517-2022-11-02-2164','A121-4','abQMQzUUVt', 'UB')
('AC22517-2022-11-01-2202','A123-6','TkYSzwKNBnWDsIK', 'SU')
('SL22517-2022-11-02-2168','S91-8','VWCzJLHGEQKaDjg', 'SU')
('SL04652-2022-11-02-2185','S92-1','NHJZFe', 'LB')
('SL04652-2022-11-02-2186','S92-2','b', 'MB')
('SL04652-2022-11-02-2187','S92-3','bYQqyfoxeGEhSXOt', 'UB')
('SL04652-2022-11-02-2189','S92-5','dIvG', 'MB')
('AC04652-2022-11-01-2274','A127-6','NPMHFnTiTZXLAx', 'SU')
('AC04652-2022-11-01-2275','A127-7','e', 'LB')
('SL04652-2022-11-01-2164','S91-4','LoE', 'LB')
('AC12058-2022-11-01-2165','A121-5','iuscDaPXJLYZqoVb', 'SL')
('SL04652-2022-11-02-2195','S92-11','VjTp', 'UB')
('AC22517-2022-11-01-2274','A127-6','uAZNprQcwzge', 'SU')
('AC04652-2022-11-01-2326','A130-4','kDvTAHpnQo', 'UB')
('SL22517-2022-11-01-2239','S94-7','nJ', 'SL')
('AC04652-2022-11-01-2365','A132-7','FAJvhNueIYISKNps', 'LB')
('SL22517-2022-11-01-2266','S95-10','CWKnCSjqcjRh', 'MB')
('SL04652-2022-11-01-2235','S94-3','yCLFs', 'UB')
('AC22517-2022-11-01-2315','A129-11','jVY', 'SL')
('AC22517-2022-11-01-2316','A129-12','KBOrIIZRedtO', 'SU')
('SL04652-2022-11-02-2276','S95-20','UQYxpyvAx', 'LB')
('AC04652-2022-11-01-2377','A133-1','NWVZZGEHaNXD', 'LB')
('SL22517-2022-11-01-2279','S95-23','suweIvxVPAt', 'SL')
('SL12058-2022-11-01-2249','S94-17','AgRBpE', 'LB')
('AC22517-2022-11-01-2329','A130-7','tJLQwiMv', 'LB')
('SL22517-2022-11-01-2282','S96-2','E', 'MB')
('AC12058-2022-11-01-2271','A127-3','RmkiSnlCFsBpCq', 'UB')
('SL22517-2022-11-02-2287','S96-7','SqasqrH', 'SL')
('SL22517-2022-11-01-2298','S96-18','RkJ', 'MB')
('SL04652-2022-11-02-2307','S97-3','anZCJ', 'UB')
('AC04652-2022-11-01-2406','A134-12','KgTeXHZZecvyGhI', 'SU')
('AC22517-2022-11-02-2300','A128-14','gQYhUWxHGGjAKUb', 'LB')
('AC04652-2022-11-01-2412','A134-18','p', 'SU')
('SL04652-2022-11-02-2315','S97-11','UDpMpK', 'UB')
('SL22517-2022-11-01-2311','S97-7','SvgkMXtNJyiW', 'SL')
('SL22517-2022-11-01-2312','S97-8','LqJEmB', 'SU')
('SL12058-2022-11-01-2270','S95-14','KQi', 'UB')
('AC22517-2022-11-02-2305','A129-1','ycpZpiq', 'LB')
('AC22517-2022-11-02-2306','A129-2','KxpH', 'LB')
('AC04652-2022-11-02-2326','A130-4','KEU', 'UB')
('AC04652-2022-11-01-2417','A135-5','HBy', 'SL')
('SL04652-2022-11-01-2276','S95-20','iWODulytNb', 'LB')
('AC12058-2022-11-01-2301','A128-15','XUyMCe', 'UB')
('SL04652-2022-11-02-2324','S97-20','XecCDIs', 'LB')
('AC22517-2022-11-02-2332','A130-10','GrfCgFaHqLNRgxyc', 'UB')
('AC22517-2022-11-02-2333','A130-11','CObF', 'SL')
('AC22517-2022-11-02-2335','A130-13','eWKmWbAAPqSkIhNt', 'LB')
('AC22517-2022-11-01-2401','A134-7','qtqarKHHKNwH', 'LB')
('SL22517-2022-11-02-2341','S98-13','Ssfvi', 'MB')
('AC04652-2022-11-01-2460','A137-12','rOUQVy', 'SU')
('AC04652-2022-11-01-2465','A137-17','IGtk', 'SL')
('SL04652-2022-11-01-2329','S98-1','nIoWOaeFQNZguXfh', 'LB')
('AC22517-2022-11-02-2352','A131-12','VzbC', 'SU')
('AC04652-2022-11-02-2371','A132-13','LTazOXH', 'LB')
('AC04652-2022-11-02-2376','A132-18','GZXoVciUFMGFv', 'SU')
('AC04652-2022-11-02-2379','A133-3','i', 'UB')
('AC22517-2022-11-02-2359','A132-1','CcGQjlIIBf', 'LB')
('AC12058-2022-11-01-2364','A132-6','m', 'SU')
('SL04652-2022-11-01-2346','S98-18','yaqNyKTHC', 'MB')
('SL04652-2022-11-02-2391','S100-15','EcPdbZ', 'SL')
('AC04652-2022-11-01-2504','A140-2','nhnmLrkPk', 'LB')
('SL04652-2022-11-02-2404','S101-4','kWIXLVGNRpq', 'LB')
('AC22517-2022-11-02-2381','A133-5','umNAmp', 'SL')
('SL04652-2022-11-01-2369','S99-17','YKiwqIrSMXNrQEaA', 'LB')
('AC22517-2022-11-02-2384','A133-8','xpoBkARwKp', 'LB')
('AC22517-2022-11-02-2387','A133-11','UgBXB', 'SL')
('AC12058-2022-11-01-2392','A133-16','tgkQuwOXzcasrd', 'UB')
('AC04652-2022-11-02-2411','A134-17','FBEyDzFZdVJyL', 'SL')
('AC22517-2022-11-01-2452','A137-4','gr', 'UB')
('AC22517-2022-11-01-2454','A137-6','WaUzeqtZbVoFATrk', 'SU')
('AC22517-2022-11-01-2455','A137-7','GMoVKQcUBL', 'LB')
('SL04652-2022-11-02-2412','S101-12','ONhfAMOF', 'LB')
('SL22517-2022-11-02-2398','S100-22','JaHItcW', 'UB')
('SL04652-2022-11-01-2385','S100-9','b', 'LB')
('AC22517-2022-11-01-2460','A137-12','gyGcVLdsWGdTW', 'SU')
('AC22517-2022-11-01-2461','A137-13','KKVOz', 'LB')
('SL22517-2022-11-02-2407','S101-7','tHYB', 'SL')
('SL22517-2022-11-01-2431','S102-7','ho', 'SL')
('SL22517-2022-11-01-2432','S102-8','dajEoUPWvzMmIg', 'SU')
('SL12058-2022-11-01-2372','S99-20','nkPSTjQw', 'LB')
('AC04652-2022-11-01-2535','A141-15','qvCrV', 'UB')
('AC04652-2022-11-01-2537','A141-17','ZZZrWZ', 'SL')
('SL22517-2022-11-02-2414','S101-14','yVtrcqgJSsNo', 'UB')
('SL12058-2022-11-01-2376','S99-24','OVdGh', 'SU')
('SL22517-2022-11-01-2445','S102-21','UypDUhRKnIidKt', 'MB')
('AC22517-2022-11-01-2482','A138-16','qmdFHfqqMuBUZU', 'UB')
('SL12058-2022-11-01-2440','S102-16','pLnv', 'SU')
('SL04652-2022-11-02-2517','S105-21','UnKGG', 'MB')
('SL22517-2022-11-02-2480','S104-8','LL', 'SU')
('AC22517-2022-11-02-2496','A139-12','sRwyiLnKgVzxfHT', 'SU')
('SL22517-2022-11-01-2529','S106-9','u', 'LB')
('SL04652-2022-11-02-2597','S109-5','vnFIXTFIMwas', 'MB')
('AC22517-2022-11-02-2573','A143-17','SuNh', 'SL')
('SL04652-2022-11-01-2557','S107-13','RgKsVGOmACLhPX', 'MB')
('SL22517-2022-11-01-2607','S109-15','Peo', 'SL')
('SL04652-2022-11-01-2559','S107-15','bHythmttMk', 'SL')
('SL04652-2022-11-01-2560','S107-16','ACZEfXz', 'SU')
('SL04652-2022-11-01-2561','S107-17','YcocRsEfZFdwsMaF', 'LB')
('AC04652-2022-11-01-2696','A150-14','mIDBGlEvShPXfPHO', 'LB')
('AC12058-2022-11-01-2574','A143-18','PveyLOFXfOieGmKm', 'SU')
('SL12058-2022-11-01-2557','S107-13','ewla', 'MB')
('AC04652-2022-11-01-2700','A150-18','YqSBXAi', 'SU')
('SL04652-2022-11-01-2567','S107-23','VGcxeUMoe', 'SL')
('AC22517-2022-11-01-2646','A147-18','ttgQW', 'SU')
('SL22517-2022-11-02-2562','S107-18','glqGztUT', 'MB')
('SL04652-2022-11-02-2617','S110-1','oNquMIwM', 'LB')
('SL22517-2022-11-02-2564','S107-20','tcOcyLvW', 'LB')
('AC22517-2022-11-02-2592','A144-18','KhAZNJcwW', 'SU')
('AC12058-2022-11-01-2583','A144-9','Y', 'UB')
('AC22517-2022-11-01-2650','A148-4','sYuFePWqzAskF', 'UB')
('AC22517-2022-11-01-2658','A148-12','ZqtMCEtdcVUkgZjm', 'SU')
('AC04652-2022-11-01-2724','A152-6','vSqzJdSKxhQuDOax', 'SU')
('AC04652-2022-11-02-2616','A146-6','XQjOeWLbK', 'SU')
('SL04652-2022-11-01-2589','S108-21','kFc', 'MB')
('SL22517-2022-11-01-2629','S110-13','GigLAaCnBHbSexaB', 'MB')
('SL04652-2022-11-01-2591','S108-23','zTjiP', 'SL')
('SL22517-2022-11-01-2637','S110-21','jnJSZYiMri', 'MB')
('SL04652-2022-11-01-2607','S109-15','f', 'SL')
('AC22517-2022-11-02-2620','A146-10','PDcQTPd', 'UB')
('SL04652-2022-11-02-2639','S110-23','uHdYQvsOVqn', 'SL')
('AC04652-2022-11-01-2734','A152-16','medzBiRUkzAHMbcv', 'UB')
('AC22517-2022-11-01-2685','A150-3','nEHTkNLzpQLVnOS', 'UB')
('AC04652-2022-11-01-2736','A152-18','KitlAs', 'SU')
('AC22517-2022-11-01-2686','A150-4','rCSuozytZEFaugM', 'UB')
('SL12058-2022-11-01-2599','S109-7','lFMYnllROTQUq', 'SL')
('AC04652-2022-11-02-2641','A147-13','iZkS', 'LB')
('AC22517-2022-11-01-2692','A150-10','lrVciGwMj', 'UB')
('SL04652-2022-11-01-2617','S110-1','oU', 'LB')
('AC12058-2022-11-01-2625','A146-15','uwfhKu', 'UB')
('SL22517-2022-11-01-2659','S111-19','xXGOUFPYL', 'UB')
('SL12058-2022-11-01-2606','S109-14','WCpaZfVSRUCESz', 'UB')
('AC04652-2022-11-01-2752','A153-16','rxg', 'UB')
('SL04652-2022-11-02-2665','S112-1','DTQAtFKlv', 'LB')
('AC22517-2022-11-02-2650','A148-4','LPstYUQ', 'UB')
('SL22517-2022-11-01-2673','S112-9','uSi', 'LB')
('SL22517-2022-11-02-2634','S110-18','pkKjyYMgWfSyaORn', 'MB')
('SL12058-2022-11-01-2643','S111-3','anbnnD', 'UB')
('SL12058-2022-11-01-2644','S111-4','oaufeMWape', 'LB')
('AC22517-2022-11-02-2682','A149-18','OMOwDMKrPZdd', 'SU')
('SL22517-2022-11-02-2643','S111-3','MZLWZcRIJFU', 'UB')
('SL12058-2022-11-01-2647','S111-7','MrBkzyPHQBxdkgQ', 'SL')
('SL04652-2022-11-01-2669','S112-5','AA', 'MB')
('SL04652-2022-11-02-2707','S113-19','uLKUn', 'UB')
('AC12058-2022-11-01-2669','A149-5','Kmbzgybdyc', 'SL')
('SL04652-2022-11-01-2689','S113-1','nyBhZtHe', 'LB')
('AC04652-2022-11-01-2815','A157-7','b', 'LB')
('SL04652-2022-11-01-2692','S113-4','WEi', 'LB')
('AC22517-2022-11-01-2783','A155-11','EQrcbR', 'SL')
('AC04652-2022-11-01-2823','A157-15','gVY', 'UB')
('SL12058-2022-11-01-2676','S112-12','zNIhaXUiTyDX', 'LB')
('AC22517-2022-11-02-2722','A152-4','hUmcLa', 'UB')
('SL22517-2022-11-02-2687','S112-23','ZCyOrwOWSbiPd', 'SL')
('AC04652-2022-11-01-2826','A157-18','lJOt', 'SU')
('AC04652-2022-11-02-2766','A154-12','HHrxNGUW', 'SU')
('AC12058-2022-11-01-2731','A152-13','ikVVb', 'LB')
('SL04652-2022-11-02-2779','S116-19','tI', 'UB')
('SL22517-2022-11-02-2718','S114-6','Tdt', 'UB')
('AC04652-2022-11-02-2773','A155-1','AvIhtuYkRu', 'LB')
('AC22517-2022-11-01-2846','A159-2','CJ', 'LB')
('AC04652-2022-11-01-2883','A161-3','L', 'UB')
('AC22517-2022-11-02-2779','A155-7','sTepOrdGjjaM', 'LB')
('AC22517-2022-11-01-2857','A159-13','OnCbgi', 'LB')
('AC04652-2022-11-02-2786','A155-14','TAtcdoKKOtsD', 'LB')
('AC04652-2022-11-02-2790','A155-18','BEx', 'SU')
('AC22517-2022-11-02-2785','A155-13','MlEhnsxgygXrkrhj', 'LB')
('AC22517-2022-11-02-2787','A155-15','gqUYMseq', 'UB')
('SL04652-2022-11-01-2796','S117-12','tmvrFzANXnBhohsq', 'LB')
('AC12058-2022-11-01-2770','A154-16','V', 'UB')
('SL04652-2022-11-01-2807','S117-23','uKoe', 'SL')
('AC04652-2022-11-01-2932','A163-16','Qv', 'UB')
('SL12058-2022-11-01-2750','S115-14','HWDJneYuOVMd', 'UB')
('SL04652-2022-11-01-2810','S118-2','hoVCrPMGvYtqEb', 'MB')
('SL04652-2022-11-02-2839','S119-7','yCvg', 'SL')
('AC22517-2022-11-02-2896','A161-16','hsOqmutODXnmVT', 'UB')
('AC12058-2022-11-01-2856','A159-12','ArIa', 'SU')
('SL22517-2022-11-01-2904','S121-24','wDCDoYkWxDsS', 'SU')
('SL04652-2022-11-02-2942','S123-14','UWGW', 'UB')
('SL04652-2022-11-01-2942','S123-14','axYXtgEJdRBVYJPA', 'UB')
('AC04652-2022-11-01-3070','A171-10','QMCacsEGojkdi', 'UB')
('AC04652-2022-11-01-3072','A171-12','LytRYlDBF', 'SU')
('SL04652-2022-11-02-2996','S125-20','GLomAdjUGqdN', 'LB')
('AC04652-2022-11-01-3123','A174-9','fSpLLn', 'UB')
('AC04652-2022-11-02-2993','A167-5','QLKKi', 'SL')
('AC04652-2022-11-01-3127','A174-13','GWkbvNTrBAIWr', 'LB')
('SL12058-2022-11-01-2931','S123-3','NVWbuZeh', 'UB')
('SL04652-2022-11-02-3048','S127-24','tavFnjRHp', 'SU')
('AC22517-2022-11-01-3079','A172-1','XipI', 'LB')
('SL22517-2022-11-01-3019','S126-19','dygnuIUyKgiZn', 'UB')
('AC04652-2022-11-02-3006','A167-18','Rq', 'SU')
('SL22517-2022-11-02-2992','S125-16','wIXPMpaJh', 'SU')
('SL04652-2022-11-02-3111','S130-15','fsTPQG', 'SL')
('AC22517-2022-11-02-3097','A173-1','nbe', 'LB')
('SL04652-2022-11-02-3131','S131-11','VbZJMcnvOgpedhf', 'UB')
('SL04652-2022-11-01-3095','S129-23','ByK', 'SL')
('AC12058-2022-11-01-3031','A169-7','PETAcZw', 'LB')
('AC22517-2022-11-01-3145','A175-13','Ca', 'LB')
('AC04652-2022-11-01-3215','A179-11','JvHUInNJwjlGbi', 'SL')
('SL12058-2022-11-01-3021','S126-21','ZwIgxbzDHsVUpJ', 'MB')
('AC22517-2022-11-01-3153','A176-3','J', 'UB')
('SL22517-2022-11-01-3099','S130-3','RUAuOmS', 'UB')
('AC12058-2022-11-01-3039','A169-15','Uui', 'UB')
('AC04652-2022-11-02-3099','A173-3','xfdiyONlGJq', 'UB')
('AC12058-2022-11-01-3041','A169-17','DirmyBERO', 'SL')
('SL22517-2022-11-01-3100','S130-4','NlKTo', 'LB')
('AC22517-2022-11-02-3114','A173-18','WHMLfeHML', 'SU')
('SL22517-2022-11-02-3056','S128-8','dTpAlDWq', 'SU')
('AC04652-2022-11-02-3115','A174-1','CGRaKWJTefRCP', 'LB')
('SL12058-2022-11-01-3039','S127-15','jZzPDxYLgaKHo', 'SL')
('SL04652-2022-11-01-3132','S131-12','tLc', 'LB')
('SL12058-2022-11-01-3042','S127-18','Km', 'MB')
('AC04652-2022-11-02-3121','A174-7','wYJMkQVZxwPQSW', 'LB')
('SL22517-2022-11-02-3075','S129-3','LdkqZRJnHroxgI', 'UB')
('SL22517-2022-11-01-3117','S130-21','NsHpg', 'MB')
('SL04652-2022-11-01-3137','S131-17','nbRacWgZyMzALe', 'LB')
('AC22517-2022-11-02-3129','A174-15','pnCVhgr', 'UB')
('SL22517-2022-11-01-3118','S130-22','LfEcQQxlqpkaJ', 'UB')
('SL22517-2022-11-02-3079','S129-7','dJiTzVCD', 'SL')
('SL12058-2022-11-01-3051','S128-3','FpORyjrYOXlxNO', 'UB')
('SL22517-2022-11-02-3081','S129-9','NZSNRywnh', 'LB')
('AC12058-2022-11-01-3064','A171-4','JWrMESfGk', 'UB')
('SL04652-2022-11-02-3187','S133-19','gxz', 'UB')
('SL22517-2022-11-01-3127','S131-7','hCzUJaRATsXrOe', 'SL')
('AC22517-2022-11-02-3146','A175-14','nqYdXuTMz', 'LB')
('AC04652-2022-11-02-3150','A175-18','CEcHmvZbxpLpT', 'SU')
('SL22517-2022-11-02-3115','S130-19','RMfcaYhFyZeKFxMT', 'UB')
('SL04652-2022-11-01-3160','S132-16','OcRPSq', 'SU')
('SL04652-2022-11-01-3161','S132-17','tFQauQKBZH', 'LB')
('AC12058-2022-11-01-3099','A173-3','eo', 'UB')
('SL04652-2022-11-01-3163','S132-19','GJmHIIpdKlY', 'UB')
('AC04652-2022-11-02-3161','A176-11','AbZYetcFVvnDSp', 'SL')
('AC04652-2022-11-01-3290','A183-14','qyghO', 'LB')
('SL12058-2022-11-01-3116','S130-20','JjlZVn', 'LB')
('SL22517-2022-11-01-3167','S132-23','djh', 'SL')
('AC12058-2022-11-01-3128','A174-14','T', 'LB')
('AC04652-2022-11-02-3188','A178-2','IZfD', 'LB')
('AC12058-2022-11-01-3136','A175-4','Arozb', 'UB')
('SL12058-2022-11-01-3125','S131-5','aS', 'MB')
('AC12058-2022-11-01-3140','A175-8','faKb', 'LB')
('SL04652-2022-11-02-3251','S136-11','Vikpbs', 'UB')
('AC12058-2022-11-01-3147','A175-15','EXsgBI', 'UB')
('AC04652-2022-11-01-3322','A185-10','ISwRHGjwXQyV', 'UB')
('AC04652-2022-11-01-3340','A186-10','DqMZfowrcHD', 'UB')
('SL22517-2022-11-01-3195','S134-3','GwaEBQpXlsj', 'UB')
('AC04652-2022-11-01-3341','A186-11','yAKlTFajwET', 'SL')
('AC22517-2022-11-02-3226','A180-4','OohetExxH', 'UB')
('SL04652-2022-11-01-3213','S134-21','aW', 'MB')
('AC22517-2022-11-01-3269','A182-11','WBxDAIBlMEUJo', 'SL')
('SL12058-2022-11-01-3148','S132-4','TuWiecZYRI', 'LB')
('AC12058-2022-11-01-3202','A178-16','PFsFRXOhzDunrh', 'UB')
('AC22517-2022-11-02-3249','A181-9','y', 'UB')
('AC22517-2022-11-01-3301','A184-7','dJPYrNGAsHxKc', 'LB')
('SL04652-2022-11-02-3316','S139-4','FiivNIVrP', 'LB')
('SL22517-2022-11-01-3234','S135-18','vTa', 'MB')
('AC04652-2022-11-02-3287','A183-11','JcRbcmLqVWmaURy', 'SL')
('SL12058-2022-11-01-3219','S135-3','GuXLgAivRngplU', 'UB')
('SL12058-2022-11-01-3220','S135-4','W', 'LB')
('AC04652-2022-11-01-3412','A190-10','iH', 'UB')
('SL22517-2022-11-02-3236','S135-20','oqizvTBNKsnL', 'LB')
('SL22517-2022-11-02-3237','S135-21','VmFFhmriiKG', 'MB')
('SL04652-2022-11-01-3278','S137-14','V', 'UB')
('SL12058-2022-11-01-3225','S135-9','NKzuvpeFpsYGTLop', 'LB')
('AC22517-2022-11-01-3391','A189-7','syRAOkexMrL', 'LB')
('AC04652-2022-11-01-3464','A193-8','WGxf', 'LB')
('AC04652-2022-11-02-3337','A186-7','bxrbXbbXJLMwmc', 'LB')
('AC22517-2022-11-02-3375','A188-9','spmk', 'UB')
('AC22517-2022-11-02-3376','A188-10','cNV', 'UB')
('AC22517-2022-11-02-3379','A188-13','xrqvVTcuUOycKD', 'LB')
('AC04652-2022-11-01-3495','A195-3','W', 'UB')
('AC22517-2022-11-02-3380','A188-14','TRTko', 'LB')
('AC04652-2022-11-01-3496','A195-4','XJzTlHFEDKu', 'UB')
('AC12058-2022-11-01-3320','A185-8','aMzHPDqzCwhHuFn', 'LB')
('AC12058-2022-11-01-3321','A185-9','DxKxijOaGrc', 'UB')
('AC22517-2022-11-02-3384','A188-18','quUYgwceBT', 'SU')
('AC22517-2022-11-01-3445','A192-7','kAkfehTs', 'LB')
('SL12058-2022-11-01-3315','S139-3','OnJocZY', 'UB')
('SL22517-2022-11-01-3365','S141-5','ppDPtJlLnov', 'MB')
('SL22517-2022-11-01-3426','S143-18','IogjNprtCUTO', 'MB')
('AC04652-2022-11-02-3438','A191-18','sJltxKIcTn', 'SU')
('AC22517-2022-11-01-3524','A196-14','ginKsgAdGXD', 'LB')
('AC04652-2022-11-01-3587','A200-5','FiHxntHkBQSCEt', 'SL')
('AC04652-2022-11-02-3441','A192-3','bOsMhIwMDSNF', 'UB')
('AC04652-2022-11-01-3596','A200-14','b', 'LB')
('AC22517-2022-11-01-3539','A197-11','KVUoA', 'SL')
('AC22517-2022-11-01-3541','A197-13','uqvvPDWzRob', 'LB')
('AC04652-2022-11-02-3453','A192-15','eKwHGNWlAGQrCb', 'UB')
('SL04652-2022-11-01-3462','S145-6','JUmNvOuVvjNJ', 'UB')
('AC22517-2022-11-02-3482','A194-8','mvnRv', 'LB')
('AC22517-2022-11-01-3547','A198-1','axQwrdYBGX', 'LB')
('SL12058-2022-11-01-3386','S142-2','GSPCzzNW', 'MB')
('SL12058-2022-11-01-3390','S142-6','bUaZvyXccX', 'UB')
('AC22517-2022-11-02-3485','A194-11','zuvtxFdcWdhDO', 'SL')
('AC22517-2022-11-02-3486','A194-12','LLhFfuks', 'SU')
('AC04652-2022-11-01-3606','A201-6','w', 'SU')
('SL04652-2022-11-02-3529','S148-1','zRqWIVLZlEFiO', 'LB')
('SL04652-2022-11-02-3530','S148-2','kwyEQrMJhLTx', 'MB')
('SL22517-2022-11-01-3455','S144-23','XbTJC', 'SL')
('SL22517-2022-11-01-3459','S145-3','NzIBNLhsXzbu', 'UB')
('AC04652-2022-11-02-3461','A193-5','sQwTHXCsw', 'SL')
('AC04652-2022-11-02-3465','A193-9','rVChMUtICNQZ', 'UB')
('AC04652-2022-11-01-3614','A201-14','FUCvFoeZ', 'LB')
('AC22517-2022-11-01-3560','A198-14','gneTYfnePuuo', 'LB')
('SL22517-2022-11-02-3435','S144-3','Dc', 'UB')
('SL22517-2022-11-01-3486','S146-6','iubiAzGyW', 'UB')
('AC04652-2022-11-01-3640','A203-4','wqNHmBGkVA', 'UB')
('SL04652-2022-11-02-3551','S148-23','RVIFZoolyhOt', 'SL')
('SL12058-2022-11-01-3449','S144-17','k', 'LB')
('AC04652-2022-11-02-3526','A196-16','c', 'UB')
('SL04652-2022-11-01-3527','S147-23','YJm', 'SL')
('AC22517-2022-11-02-3558','A198-12','BpxnHUddgCu', 'SU')
('SL22517-2022-11-01-3564','S149-12','GEDJSlJaA', 'LB')
('SL22517-2022-11-01-3565','S149-13','pUrLsIF', 'MB')
('AC04652-2022-11-02-3559','A198-13','hsRhtJePZtwvVcf', 'LB')
('SL12058-2022-11-01-3482','S146-2','XuCoYrGerZgCa', 'MB')
('SL12058-2022-11-01-3483','S146-3','PMXiFbcGnzu', 'UB')
('AC04652-2022-11-01-3713','A207-5','SEWekr', 'SL')
('SL22517-2022-11-01-3575','S149-23','bA', 'SL')
('AC12058-2022-11-01-3548','A198-2','wCue', 'LB')
('SL04652-2022-11-01-3556','S149-4','qc', 'LB')
('AC22517-2022-11-02-3602','A201-2','jbKoo', 'LB')
('SL04652-2022-11-02-3635','S152-11','lcxZmELmXkSrt', 'UB')
('AC22517-2022-11-02-3604','A201-4','MOU', 'UB')
('SL12058-2022-11-01-3491','S146-11','AIo', 'UB')
('AC22517-2022-11-02-3606','A201-6','BqRiersFkXT', 'SU')
('AC04652-2022-11-01-3719','A207-11','wdnKnQfhBxE', 'SL')
('AC22517-2022-11-02-3607','A201-7','aCxZyuboFCYXR', 'LB')
('AC04652-2022-11-02-3576','A199-12','OrMO', 'SU')
('AC22517-2022-11-02-3609','A201-9','IvqZGrEkik', 'UB')
('AC22517-2022-11-01-3670','A204-16','LLvnFmyO', 'UB')
('AC04652-2022-11-02-3577','A199-13','oLQHGozzCMkxURc', 'LB')
('AC22517-2022-11-01-3674','A205-2','iYvdAtPORl', 'LB')
('SL22517-2022-11-02-3534','S148-6','wbtnClEtrSmbiu', 'UB')
('SL04652-2022-11-02-3646','S152-22','G', 'UB')
('AC22517-2022-11-02-3617','A201-17','KeJsSSyzPTHRGFFg', 'SL')
('SL22517-2022-11-01-3607','S151-7','YCOABbj', 'SL')
('SL22517-2022-11-01-3614','S151-14','MwcvK', 'UB')
('AC04652-2022-11-02-3607','A201-7','NNYhIBMzb', 'LB')
('AC12058-2022-11-01-3594','A200-12','kQKNmi', 'SU')
('AC22517-2022-11-01-3691','A206-1','lFGoZwdJH', 'LB')
('SL04652-2022-11-02-3669','S153-21','fycDCOTpFeSgVNP', 'MB')
('AC22517-2022-11-01-3692','A206-2','ahKcLkk', 'LB')
('SL12058-2022-11-01-3525','S147-21','GSFiszKhpiAtU', 'MB')
('AC22517-2022-11-01-3695','A206-5','YyJIFu', 'SL')
('AC04652-2022-11-02-3614','A201-14','ugBuKyJuc', 'LB')
('SL12058-2022-11-01-3530','S148-2','gSWFchvsNDPsL', 'MB')
('SL04652-2022-11-01-3592','S150-16','UvNpQW', 'SU')
('AC22517-2022-11-01-3701','A206-11','QBeJgsKH', 'SL')
('AC04652-2022-11-01-3759','A209-15','fUwjCBOPLtVl', 'UB')
('AC04652-2022-11-02-3622','A202-4','jwIE', 'UB')
('SL04652-2022-11-02-3682','S154-10','JnyvcnZtbuNU', 'MB')
('AC22517-2022-11-01-3703','A206-13','WCiklWWip', 'LB')
('AC22517-2022-11-02-3694','A206-4','yhkHzLfhU', 'UB')
('AC04652-2022-11-02-3669','A204-15','oIuyP', 'UB')
('SL04652-2022-11-01-3630','S152-6','VbCgY', 'UB')
('AC12058-2022-11-01-3653','A203-17','RojKebpfwIoiIVcI', 'SL')
('SL22517-2022-11-02-3596','S150-20','mAlPYNUA', 'LB')
('SL04652-2022-11-02-3730','S156-10','PokBOj', 'MB')
('SL04652-2022-11-02-3731','S156-11','OLk', 'UB')
('AC04652-2022-11-02-3678','A205-6','IxWpeIwYMdoqLHS', 'SU')
('AC04652-2022-11-02-3679','A205-7','QfA', 'LB')
('AC22517-2022-11-01-3782','A211-2','QvhCxTrucxl', 'LB')
('SL04652-2022-11-01-3669','S153-21','W', 'MB')
('AC04652-2022-11-01-3853','A215-1','G', 'LB')
