('SL04652-2022-11-01-13','S1-13','kWJbDh', 'MB')
('SL12058-2022-11-01-6419','S268-11','GyJ', 'UB')
('SL22517-2022-11-02-6508','S272-4','LOwPFQ', 'LB')
('AC12058-2022-11-01-6488','A361-8','uA', 'LB')
('AC04652-2022-11-01-6507','A362-9','sLBVhfWWEaIHex', 'UB')
('AC04652-2022-11-02-6408','A356-18','VdckBxBd', 'SU')
('AC22517-2022-11-01-6354','A353-18','MDOaTscalT', 'SU')
('AC22517-2022-11-02-6564','A365-12','yolwwcJzzY', 'SU')
('SL22517-2022-11-02-6546','S273-18','aGgP', 'MB')
('SL04652-2022-11-02-6497','S271-17','GboizmUecIxr', 'LB')
('AC04652-2022-11-01-6530','A363-14','i', 'LB')
('SL04652-2022-11-01-6475','S270-19','kZB', 'UB')
('SL12058-2022-11-01-6454','S269-22','aEWNFqkoxXifTJiW', 'UB')
('AC04652-2022-11-02-6437','A358-11','cxmEK', 'SL')
('SL22517-2022-11-01-6436','S269-4','NpIEH', 'LB')
('AC22517-2022-11-02-6574','A366-4','bWdMfTKNKZXG', 'UB')
('SL12058-2022-11-01-6456','S269-24','LvT', 'SU')
('AC12058-2022-11-01-6532','A363-16','wIKXZ', 'UB')
('SL22517-2022-11-01-6440','S269-8','JWeHNMt', 'SU')
('AC04652-2022-11-02-6447','A359-3','KigzpOpigIPRhA', 'UB')
('AC12058-2022-11-01-6537','A364-3','EPTaEw', 'UB')
('SL04652-2022-11-02-6510','S272-6','yWkihRQADbgYxwMi', 'UB')
('SL04652-2022-11-02-6511','S272-7','cvsieaTsqe', 'SL')
('SL22517-2022-11-01-6442','S269-10','h', 'MB')
('AC04652-2022-11-01-6544','A364-10','jHrORfP', 'UB')
('AC22517-2022-11-02-6581','A366-11','DmQhjfGiDZ', 'SL')
('AC22517-2022-11-02-6582','A366-12','kjIaRK', 'SU')
('AC04652-2022-11-01-6546','A364-12','yvuBLeMy', 'SU')
('AC22517-2022-11-02-6584','A366-14','ynxB', 'LB')
('AC04652-2022-11-01-6547','A364-13','GxxqYqlawbUSdpv', 'LB')
('AC22517-2022-11-02-6586','A366-16','qYiUGxobcapgeD', 'UB')
('SL22517-2022-11-01-6448','S269-16','PZgZXjqCLtu', 'SU')
('AC04652-2022-11-01-6550','A364-16','fWLZnFu', 'UB')
('AC04652-2022-11-01-6551','A364-17','UEVquiFLDPoBY', 'SL')
('SL04652-2022-11-02-6526','S272-22','TEAIF', 'UB')
('AC04652-2022-11-02-6458','A359-14','R', 'LB')
('AC12058-2022-11-01-6541','A364-7','YLlmsLVl', 'LB')
('SL04652-2022-11-02-6530','S273-2','TUqGzSUgXtq', 'MB')
('AC12058-2022-11-01-6544','A364-10','tGnVsrzoyOMN', 'UB')
('SL04652-2022-11-01-6498','S271-18','RSeiPhxuSBM', 'MB')
('AC12058-2022-11-01-6547','A364-13','dKAZPDfNbKoT', 'LB')
('SL12058-2022-11-01-6481','S271-1','KkoRBqHcyLjgx', 'LB')
('AC04652-2022-11-02-6463','A360-1','qfIRPRPrHjOfoyf', 'LB')
('SL04652-2022-11-02-6538','S273-10','mzyJTDQGSBvc', 'MB')
('SL22517-2022-11-02-6573','S274-21','EEntWVnwWk', 'MB')
('SL12058-2022-11-01-6486','S271-6','sivbDRSY', 'UB')
('SL22517-2022-11-01-6457','S270-1','WPyXpBunTZ', 'LB')
('SL22517-2022-11-02-6576','S274-24','YcNGhQBTQiIFaFV', 'SU')
('AC22517-2022-11-02-6606','A367-18','yMqfQ', 'SU')
('SL22517-2022-11-01-6459','S270-3','FEuuv', 'UB')
('SL22517-2022-11-02-6579','S275-3','lE', 'UB')
('SL22517-2022-11-02-6580','S275-4','SIrbLHFyRNgr', 'LB')
('AC22517-2022-11-01-6403','A356-13','Ki', 'LB')
('SL04652-2022-11-02-6545','S273-17','ibLxIXcYynlTNlPD', 'LB')
('SL12058-2022-11-01-6496','S271-16','emP', 'SU')
('AC22517-2022-11-02-6611','A368-5','hilnejEDFCzhzO', 'SL')
('SL22517-2022-11-02-6584','S275-8','AizSQYUDDoUEyX', 'SU')
('SL12058-2022-11-01-6501','S271-21','TF', 'MB')
('SL04652-2022-11-01-6515','S272-11','rnJQHnir', 'UB')
('AC22517-2022-11-01-6415','A357-7','fiND', 'LB')
('AC04652-2022-11-01-6567','A365-15','uKfw', 'UB')
('AC04652-2022-11-02-6479','A360-17','bSgrnjYmsmPE', 'SL')
('SL04652-2022-11-01-6518','S272-14','ZOOjiymqS', 'UB')
('SL12058-2022-11-01-6504','S271-24','voqmvMxx', 'SU')
('SL04652-2022-11-01-6520','S272-16','PfWouobigM', 'SU')
('AC22517-2022-11-01-6424','A357-16','Dzv', 'UB')
('SL04652-2022-11-01-6523','S272-19','zvnDqsboe', 'UB')
('AC04652-2022-11-01-6573','A366-3','ZkZIey', 'UB')
('AC22517-2022-11-01-6429','A358-3','PlUggZLVqIZ', 'UB')
('AC12058-2022-11-01-6570','A365-18','bvprYhqARohFQt', 'SU')
('AC22517-2022-11-01-6431','A358-5','lEvF', 'SL')
('AC04652-2022-11-01-6577','A366-7','eYRDTIzeymw', 'LB')
('AC12058-2022-11-01-6572','A366-2','TjJ', 'LB')
('SL04652-2022-11-02-6566','S274-14','pwLDa', 'UB')
('SL22517-2022-11-01-6483','S271-3','SveTIYJQqFNVU', 'UB')
('AC04652-2022-11-01-6580','A366-10','YopzDl', 'UB')
('SL12058-2022-11-01-6514','S272-10','wSuhgzQcexp', 'MB')
('SL12058-2022-11-01-6516','S272-12','TSzJCm', 'LB')
('AC12058-2022-11-01-6576','A366-6','v', 'SU')
('SL22517-2022-11-01-6491','S271-11','VT', 'UB')
('AC22517-2022-11-01-6443','A358-17','cJvvUNRtJTgeEU', 'SL')
('AC22517-2022-11-02-6635','A369-11','agywMW', 'SL')
('SL04652-2022-11-02-6579','S275-3','CUsLubkxVYWnPN', 'UB')
('SL04652-2022-11-02-6580','S275-4','CrylXJwKFGXApZnw', 'LB')
('AC22517-2022-11-02-6640','A369-16','fW', 'UB')
('SL12058-2022-11-01-6529','S273-1','QS', 'LB')
('SL04652-2022-11-01-6542','S273-14','lLTgfddQNir', 'UB')
('SL12058-2022-11-01-6531','S273-3','oGVTLDuKDkzxLbL', 'UB')
('SL12058-2022-11-01-6532','S273-4','UyyhERGZapONHgHh', 'LB')
('AC22517-2022-11-01-6461','A359-17','gVZkjRocYhWqHK', 'SL')
('AC04652-2022-11-02-6523','A363-7','ieqv', 'LB')
('AC12058-2022-11-01-6590','A367-2','teCqBOwQ', 'LB')
('SL04652-2022-11-02-6595','S275-19','AAJEufrwdQibvmyd', 'UB')
('AC22517-2022-11-01-6462','A359-18','FXqhugxbzo', 'SU')
('AC22517-2022-11-01-6463','A360-1','HTYeVeZ', 'LB')
('SL04652-2022-11-01-6552','S273-24','Wrnn', 'SU')
('SL22517-2022-11-02-6623','S276-23','C', 'SL')
('AC12058-2022-11-01-6596','A367-8','txygtPqZwF', 'LB')
('AC22517-2022-11-01-6469','A360-7','BOmvZD', 'LB')
('SL22517-2022-11-01-6514','S272-10','PbRgnexA', 'MB')
('SL04652-2022-11-01-6558','S274-6','gGR', 'UB')
('SL22517-2022-11-01-6516','S272-12','wftLIr', 'LB')
('SL22517-2022-11-02-6629','S277-5','wyY', 'MB')
('AC22517-2022-11-02-6662','A371-2','paFkuVFdFobVmEv', 'LB')
('AC22517-2022-11-01-6475','A360-13','wECRJy', 'LB')
('AC04652-2022-11-01-6625','A369-1','foTHCGNZQy', 'LB')
('SL22517-2022-11-01-6520','S272-16','gVVeVZIOhhg', 'SU')
('AC04652-2022-11-01-6630','A369-6','KXbnUAbpQOkrTCq', 'SU')
('AC04652-2022-11-02-6542','A364-8','CCqUao', 'LB')
('SL04652-2022-11-02-6612','S276-12','NvsnRu', 'LB')
('SL04652-2022-11-02-6613','S276-13','tnDXM', 'MB')
('AC22517-2022-11-02-6673','A371-13','PMwFasXwpCEtsdt', 'LB')
('AC04652-2022-11-01-6636','A369-12','HqtwUlxvBxybY', 'SU')
('AC04652-2022-11-02-6553','A365-1','a', 'LB')
('SL12058-2022-11-01-6556','S274-4','KlPsDIOUYEt', 'LB')
('SL04652-2022-11-02-6620','S276-20','xNEnoxTdkZjeeF', 'LB')
('SL12058-2022-11-01-6558','S274-6','nenSGLiJNHCJD', 'UB')
('AC04652-2022-11-01-6642','A369-18','dUELMuYwOTexjqwj', 'SU')
('SL04652-2022-11-01-6571','S274-19','WRMFR', 'UB')
('AC04652-2022-11-02-6557','A365-5','mAAECNuB', 'SL')
('SL22517-2022-11-02-6647','S277-23','wB', 'SL')
('AC04652-2022-11-02-6584','A366-14','qSESD', 'LB')
('AC22517-2022-11-02-6702','A373-6','KOTPxQXz', 'SU')
('AC22517-2022-11-02-6703','A373-7','DhyNhdkGRgTp', 'LB')
('AC22517-2022-11-01-6510','A362-12','KtiklICKzWnoTCg', 'SU')
('AC04652-2022-11-02-6588','A366-18','JIbBfpFXfXSbsH', 'SU')
('SL12058-2022-11-01-6589','S275-13','sp', 'MB')
('AC04652-2022-11-02-6590','A367-2','sCSWi', 'LB')
('SL22517-2022-11-02-6684','S279-12','xsGhtR', 'LB')
('SL22517-2022-11-02-6686','S279-14','tMNaTvEOAq', 'UB')
('AC12058-2022-11-01-6647','A370-5','yePaIbklA', 'SL')
('AC04652-2022-11-02-6601','A367-13','CRlgLIIpnji', 'LB')
('AC22517-2022-11-01-6521','A363-5','NorCQsQCHkWHsbVX', 'SL')
('SL12058-2022-11-01-6599','S275-23','dqY', 'SL')
('SL04652-2022-11-01-6623','S276-23','x', 'SL')
('SL22517-2022-11-02-6712','S280-16','WFLm', 'SU')
('AC12058-2022-11-01-6675','A371-15','BAaxtPMbfx', 'UB')
('AC12058-2022-11-01-6678','A371-18','gbNaTQyGmF', 'SU')
('AC12058-2022-11-01-6679','A372-1','DVEca', 'LB')
('AC22517-2022-11-02-6737','A375-5','TKeAM', 'SL')
('SL04652-2022-11-01-6627','S277-3','jpLqlKCPwvz', 'UB')
('AC04652-2022-11-01-6695','A372-17','qfQZziHbki', 'SL')
('SL04652-2022-11-02-6697','S280-1','d', 'LB')
('AC04652-2022-11-02-6635','A369-11','hkNaF', 'SL')
('AC04652-2022-11-01-6698','A373-2','zIM', 'LB')
('AC12058-2022-11-01-6687','A372-9','jDEQee', 'UB')
('SL12058-2022-11-01-6626','S277-2','rtwcUDWzzTxrbdUN', 'MB')
('SL12058-2022-11-01-6627','S277-3','EfPiHnHbj', 'UB')
('AC04652-2022-11-01-6702','A373-6','owdNlttfu', 'SU')
('SL04652-2022-11-02-6766','S282-22','ZePzPKLj', 'UB')
('AC04652-2022-11-01-6758','A376-8','ShBtrXZoDzMRFQMz', 'LB')
('SL04652-2022-11-01-6684','S279-12','vSVrtRn', 'LB')
('AC04652-2022-11-01-6760','A376-10','bOHLjX', 'UB')
('AC22517-2022-11-02-6800','A378-14','uuSERkrXwOsOxP', 'LB')
('SL22517-2022-11-02-6761','S282-17','WJ', 'LB')
('SL04652-2022-11-01-6687','S279-15','ojySnSfbD', 'SL')
('AC04652-2022-11-02-6692','A372-14','QmF', 'LB')
('SL22517-2022-11-01-6665','S278-17','RaBGzmg', 'LB')
('SL22517-2022-11-01-6671','S278-23','OxgWBNLCUATEyA', 'SL')
('SL12058-2022-11-01-6698','S280-2','okdZAueLI', 'MB')
('AC22517-2022-11-02-6811','A379-7','o', 'LB')
('SL22517-2022-11-01-6679','S279-7','CkCUv', 'SL')
('SL04652-2022-11-02-6784','S283-16','GwyZbzmREMIN', 'SU')
('AC04652-2022-11-02-6701','A373-5','YOZGPAIS', 'SL')
('AC04652-2022-11-02-6702','A373-6','DuBDU', 'SU')
('AC22517-2022-11-02-6814','A379-10','uURvZuTniYol', 'UB')
('AC04652-2022-11-02-6703','A373-7','ueooobnqKSxqgwUC', 'LB')
('SL04652-2022-11-02-6795','S284-3','o', 'UB')
('SL22517-2022-11-01-6690','S279-18','tjfdmWTLClHeC', 'MB')
('AC04652-2022-11-01-6792','A378-6','kpcKbRnEf', 'SU')
('AC22517-2022-11-01-6632','A369-8','VPnDF', 'LB')
('AC12058-2022-11-01-6789','A378-3','UaPxeiL', 'UB')
('SL12058-2022-11-01-6718','S280-22','foqmgyQGZfhMv', 'UB')
('AC22517-2022-11-01-6640','A369-16','WjsJW', 'UB')
('SL04652-2022-11-01-6711','S280-15','LjTFGGDSN', 'SL')
('SL04652-2022-11-02-6807','S284-15','XMtKc', 'SL')
('AC22517-2022-11-02-6834','A380-12','c', 'SU')
('AC22517-2022-11-01-6642','A369-18','h', 'SU')
('AC12058-2022-11-01-6798','A378-12','Oefwi', 'SU')
('SL04652-2022-11-01-6715','S280-19','JZNjCuFdsNqPJAnF', 'UB')
('SL22517-2022-11-02-6797','S284-5','YNRaUm', 'MB')
('SL12058-2022-11-01-6730','S281-10','IjNpGX', 'MB')
('SL04652-2022-11-02-6821','S285-5','KTqsGsW', 'MB')
('SL22517-2022-11-01-6714','S280-18','ScKsUWleCk', 'MB')
('SL04652-2022-11-01-6728','S281-8','rBor', 'SU')
('SL12058-2022-11-01-6736','S281-16','x', 'SU')
('SL04652-2022-11-01-6732','S281-12','LRHOdumnzw', 'LB')
('SL22517-2022-11-02-6814','S284-22','KjPspRsqrMKyFTG', 'UB')
('AC22517-2022-11-01-6657','A370-15','Dw', 'UB')
('AC22517-2022-11-02-6847','A381-7','AvZEkZqq', 'LB')
('SL04652-2022-11-02-6831','S285-15','zK', 'SL')
('SL22517-2022-11-01-6726','S281-6','HoFevj', 'UB')
('AC22517-2022-11-02-6850','A381-10','oex', 'UB')
('AC04652-2022-11-02-6737','A375-5','lfKYWoh', 'SL')
('SL22517-2022-11-01-6728','S281-8','mSniYtdkytvxC', 'SU')
('AC04652-2022-11-01-6829','A380-7','jpAkHwVMFyyNzN', 'LB')
('SL22517-2022-11-01-6730','S281-10','FgPIgwxOyUgDQ', 'MB')
('SL04652-2022-11-02-6843','S286-3','wWedqjRSeDS', 'UB')
('AC12058-2022-11-01-6817','A379-13','vrJ', 'LB')
('SL22517-2022-11-01-6734','S281-14','kJZxvpLtFHWHcLa', 'UB')
('SL22517-2022-11-02-6834','S285-18','NhVueTMgsOrLo', 'MB')
('AC22517-2022-11-01-6670','A371-10','cFuNKMxcRVkZxZm', 'UB')
('SL12058-2022-11-01-6763','S282-19','FLaFsllzICPH', 'UB')
('SL22517-2022-11-01-6743','S281-23','eju', 'SL')
('SL04652-2022-11-02-6859','S286-19','FHLIzzfWkJqc', 'UB')
('AC22517-2022-11-02-6882','A383-6','xQFwGh', 'SU')
('SL12058-2022-11-01-6770','S283-2','fyS', 'MB')
('SL04652-2022-11-02-6864','S286-24','pRGoAilYGmUDwJVa', 'SU')
('SL12058-2022-11-01-6776','S283-8','FsAFwYVIWcfeky', 'SU')
('SL22517-2022-11-02-6858','S286-18','qStTeTdD', 'MB')
('SL04652-2022-11-01-6762','S282-18','JvAtCoyVqz', 'MB')
('SL04652-2022-11-01-6763','S282-19','XfnXGFa', 'UB')
('AC04652-2022-11-01-6861','A382-3','ez', 'UB')
('AC22517-2022-11-01-6695','A372-17','xJZ', 'SL')
('AC04652-2022-11-01-6865','A382-7','fIREd', 'LB')
('AC22517-2022-11-01-6719','A374-5','uMCjyWYUVbxLulc', 'SL')
('AC22517-2022-11-01-6720','A374-6','v', 'SU')
('SL22517-2022-11-02-6879','S287-15','qTLLtmQoDxbJS', 'SL')
('SL04652-2022-11-01-6785','S283-17','MJncDXYsTzIGAMvn', 'LB')
('AC04652-2022-11-02-6789','A378-3','loFwvTusGND', 'UB')
('SL04652-2022-11-01-6787','S283-19','xSKEACcltVtnki', 'UB')
('AC04652-2022-11-01-6885','A383-9','KoKfltGz', 'UB')
('SL22517-2022-11-02-6881','S287-17','WigrwKpDcFD', 'LB')
('SL04652-2022-11-01-6789','S283-21','AejnsEoiyU', 'MB')
('AC04652-2022-11-01-6891','A383-15','LrqCrCllp', 'UB')
('AC22517-2022-11-01-6729','A374-15','ePtTBJ', 'UB')
('AC04652-2022-11-02-6792','A378-6','AQyVYLXsrPmMWjo', 'SU')
('SL04652-2022-11-01-6795','S284-3','EPSefRg', 'UB')
('AC22517-2022-11-02-6928','A385-16','od', 'UB')
('SL22517-2022-11-02-6888','S287-24','OOgj', 'SU')
('AC04652-2022-11-01-6895','A384-1','QCpY', 'LB')
('SL04652-2022-11-02-6904','S288-16','TsxzGOkIpE', 'SU')
('SL22517-2022-11-01-6775','S283-7','LqQpceWRLtvRGUl', 'SL')
('SL22517-2022-11-01-6776','S283-8','oVLQkAIRm', 'SU')
('AC22517-2022-11-02-6935','A386-5','aLdUZsvUpZEEMvXl', 'SL')
('AC04652-2022-11-01-6898','A384-4','KcxuHOrqXaXZCsDG', 'UB')
('AC04652-2022-11-01-6901','A384-7','tysGpjxLFYpAYLR', 'LB')
('SL22517-2022-11-01-6779','S283-11','SgRSOVQZECEfW', 'UB')
('SL22517-2022-11-01-6780','S283-12','iHdR', 'LB')
('SL22517-2022-11-01-6781','S283-13','fhLBezZSWlLSl', 'MB')
('SL04652-2022-11-01-6809','S284-17','oPQFeibmD', 'LB')
('SL04652-2022-11-01-6811','S284-19','ZBzyCzfQnKmSUD', 'UB')
('SL04652-2022-11-01-6812','S284-20','hIEHjmdjp', 'LB')
('AC22517-2022-11-02-6941','A386-11','FvC', 'SL')
('AC04652-2022-11-01-6905','A384-11','taSpdPjvB', 'SL')
('AC12058-2022-11-01-6889','A383-13','ZN', 'LB')
('AC04652-2022-11-02-6810','A379-6','GJXSYYiNH', 'SU')
('SL22517-2022-11-02-6903','S288-15','RbxbrDjfPJ', 'SL')
('SL22517-2022-11-02-6905','S288-17','KvA', 'LB')
('AC12058-2022-11-01-6895','A384-1','iSrp', 'LB')
('AC04652-2022-11-02-6812','A379-8','eDQkdPNXWw', 'LB')
('SL04652-2022-11-01-6819','S285-3','WGLeIOJKdlWQyE', 'UB')
('SL12058-2022-11-01-6821','S285-5','AKrzr', 'MB')
('SL04652-2022-11-02-6913','S289-1','aCLYqDAXqwgzkJGA', 'LB')
('SL12058-2022-11-01-6823','S285-7','VzarybQy', 'SL')
('SL04652-2022-11-01-6820','S285-4','frsjsAqKEP', 'LB')
('AC04652-2022-11-01-6915','A385-3','SDFfIX', 'UB')
('SL04652-2022-11-01-6823','S285-7','ap', 'SL')
('AC22517-2022-11-01-6762','A376-12','yriFXEZmGPT', 'SU')
('AC22517-2022-11-02-6953','A387-5','CZtSRQAgSFq', 'SL')
('AC12058-2022-11-01-6923','A385-11','ZWce', 'SL')
('SL04652-2022-11-01-6846','S286-6','zYdQlmvekjLH', 'UB')
('AC22517-2022-11-02-6962','A387-14','SaGC', 'LB')
('AC04652-2022-11-02-6829','A380-7','VxamAcd', 'LB')
('SL22517-2022-11-01-6816','S284-24','fnZUDBvMS', 'SU')
('AC04652-2022-11-01-6940','A386-10','YuisBEg', 'UB')
('SL12058-2022-11-01-6841','S286-1','Yp', 'LB')
('SL04652-2022-11-02-6945','S290-9','RSuPuITTeKrj', 'LB')
('AC04652-2022-11-02-6833','A380-11','CCzmSvrU', 'SL')
('AC04652-2022-11-02-6835','A380-13','SoGHLD', 'LB')
('AC22517-2022-11-01-6790','A378-4','CHjwqNlFptjD', 'UB')
('SL22517-2022-11-02-6945','S290-9','LeKfbXaYarmQEkN', 'LB')
('AC22517-2022-11-02-6973','A388-7','N', 'LB')
('AC04652-2022-11-01-6944','A386-14','plUCMLtBMTFCC', 'LB')
('AC04652-2022-11-02-6841','A381-1','vaMtBlnlsG', 'LB')
('SL04652-2022-11-02-6955','S290-19','VoESAr', 'UB')
('SL04652-2022-11-02-6956','S290-20','fRDPDDq', 'LB')
('SL04652-2022-11-02-6957','S290-21','cum', 'MB')
('SL04652-2022-11-02-6958','S290-22','RQmrDwDqNxUFLbMt', 'UB')
('AC22517-2022-11-01-6803','A378-17','SWhgIJyONHLQfWS', 'SL')
('SL22517-2022-11-02-6956','S290-20','QLqyKdSWDJ', 'LB')
('AC22517-2022-11-01-6811','A379-7','lADQcWyikmyRWF', 'LB')
('SL22517-2022-11-01-6839','S285-23','mfhVXyPMWOJ', 'SL')
('SL22517-2022-11-02-6961','S291-1','IR', 'LB')
('AC04652-2022-11-02-6854','A381-14','y', 'LB')
('AC12058-2022-11-01-6941','A386-11','TGEedXWkSP', 'SL')
('AC12058-2022-11-01-6942','A386-12','SXcnwDYaXePCq', 'SU')
('AC22517-2022-11-02-6988','A389-4','QraRwlfha', 'UB')
('SL04652-2022-11-02-6969','S291-9','jmwuf', 'LB')
('AC22517-2022-11-02-6989','A389-5','YsfsGNuYWndfm', 'SL')
('SL22517-2022-11-01-6846','S286-6','JvX', 'UB')
('AC12058-2022-11-01-6983','A388-17','qRKxjcI', 'SL')
('SL04652-2022-11-02-7001','S292-17','EIR', 'LB')
('SL22517-2022-11-02-7000','S292-16','rOaWvgWDmyjmhSX', 'SU')
('SL22517-2022-11-01-6878','S287-14','NWvyOVOyZYLMw', 'UB')
('SL22517-2022-11-01-6879','S287-15','FTOqHr', 'SL')
('AC04652-2022-11-01-6998','A389-14','JxWXKvWwnjEiCgD', 'LB')
('SL12058-2022-11-01-6910','S288-22','gUzC', 'UB')
('SL12058-2022-11-01-6911','S288-23','bWGTQl', 'SL')
('SL04652-2022-11-01-6902','S288-14','iIOBwqkFRcTv', 'UB')
('AC04652-2022-11-02-6895','A384-1','OSgNVf', 'LB')
('AC22517-2022-11-01-6866','A382-8','AtnwNOsQYih', 'LB')
('SL22517-2022-11-01-6894','S288-6','XgFuvJxg', 'UB')
('AC22517-2022-11-02-7045','A392-7','iv', 'LB')
('SL22517-2022-11-02-7021','S293-13','kw', 'MB')
('SL04652-2022-11-01-6918','S289-6','lyNKupdla', 'UB')
('AC04652-2022-11-01-7012','A390-10','gsXKxLcLuBy', 'UB')
('AC04652-2022-11-02-6906','A384-12','ULf', 'SU')
('AC22517-2022-11-02-7052','A392-14','tYhVMGxFrTQE', 'LB')
('AC04652-2022-11-02-6909','A384-15','MiEoeZbDyb', 'UB')
('SL22517-2022-11-01-6901','S288-13','UeQhVB', 'MB')
('SL04652-2022-11-01-6924','S289-12','BPFtKpGsRq', 'LB')
('SL22517-2022-11-01-6902','S288-14','LOseymPn', 'UB')
('SL12058-2022-11-01-6931','S289-19','YQoTKuRbevOBHQkB', 'UB')
('SL04652-2022-11-02-7033','S294-1','acmyQGL', 'LB')
('SL22517-2022-11-01-6907','S288-19','Tm', 'UB')
('SL12058-2022-11-01-6937','S290-1','wqQGCtBilNkceo', 'LB')
('AC22517-2022-11-02-7060','A393-4','hkvNVz', 'UB')
('SL04652-2022-11-01-6932','S289-20','ly', 'LB')
('SL12058-2022-11-01-6942','S290-6','jutKZdADC', 'UB')
('SL04652-2022-11-01-6935','S289-23','LesUwf', 'SL')
('AC22517-2022-11-02-7064','A393-8','xmaQmB', 'LB')
('SL22517-2022-11-02-7042','S294-10','xoN', 'MB')
('AC22517-2022-11-02-7070','A393-14','LreRXGVK', 'LB')
('AC04652-2022-11-02-6923','A385-11','NEzUtSoMNvz', 'SL')
('AC22517-2022-11-01-6900','A384-6','DyvTnXI', 'SU')
('SL22517-2022-11-02-7046','S294-14','emtXVHbwqOo', 'UB')
('AC22517-2022-11-01-6902','A384-8','rMtkvICjWjSzK', 'LB')
('SL04652-2022-11-02-7055','S294-23','usYZFeCKRrgY', 'SL')
('SL04652-2022-11-01-6950','S290-14','fGPCeOOUIiytomm', 'UB')
('AC22517-2022-11-01-6908','A384-14','WG', 'LB')
('SL12058-2022-11-01-6958','S290-22','U', 'UB')
('AC04652-2022-11-01-7034','A391-14','pzV', 'LB')
('SL22517-2022-11-01-6927','S289-15','OjwE', 'SL')
('AC22517-2022-11-01-6911','A384-17','BFk', 'SL')
('SL04652-2022-11-01-6957','S290-21','ZbLnXoW', 'MB')
('SL12058-2022-11-01-6965','S291-5','SJOA', 'MB')
('AC22517-2022-11-01-6917','A385-5','jeUUt', 'SL')
('AC12058-2022-11-01-7037','A391-17','ZavhdbLhosrNzqDQ', 'SL')
('SL22517-2022-11-01-6932','S289-20','WHoCArPNLPq', 'LB')
('AC04652-2022-11-01-7045','A392-7','raxnxHBSk', 'LB')
('SL12058-2022-11-01-6973','S291-13','HGJjjXiAiNbxKRbj', 'MB')
('SL04652-2022-11-02-7067','S295-11','VQufeV', 'UB')
('SL12058-2022-11-01-6974','S291-14','MKsPXSp', 'UB')
('AC22517-2022-11-02-7094','A395-2','Ae', 'LB')
('AC04652-2022-11-01-7050','A392-12','cFcgNKr', 'SU')
('AC12058-2022-11-01-7046','A392-8','ArsQalWtQuSQLPC', 'LB')
('SL12058-2022-11-01-6980','S291-20','vQ', 'LB')
('AC04652-2022-11-01-7053','A392-15','S', 'UB')
('AC12058-2022-11-01-7049','A392-11','yFS', 'SL')
('SL22517-2022-11-02-7070','S295-14','wxRQrSqJ', 'UB')
('AC04652-2022-11-02-6950','A387-2','bx', 'LB')
('AC22517-2022-11-02-7103','A395-11','FYdBu', 'SL')
('SL04652-2022-11-01-6976','S291-16','NTaqWckmfaPVP', 'SU')
('AC22517-2022-11-01-6932','A386-2','MPl', 'LB')
('SL12058-2022-11-01-6984','S291-24','X', 'SU')
('AC22517-2022-11-01-6933','A386-3','KZyRoWGNNRwV', 'UB')
('SL04652-2022-11-02-7081','S296-1','Ug', 'LB')
('SL04652-2022-11-01-6980','S291-20','KjULoNK', 'LB')
('AC12058-2022-11-01-7055','A392-17','EHMctF', 'SL')
('SL04652-2022-11-02-7086','S296-6','rtE', 'UB')
('SL04652-2022-11-01-6983','S291-23','QZyC', 'SL')
('SL04652-2022-11-02-7087','S296-7','ljlsXfPYkFZAaXTK', 'SL')
('AC04652-2022-11-01-7077','A394-3','quTfLTStFakuHiiG', 'UB')
('SL12058-2022-11-01-7007','S292-23','FfSmgLwphTngFxV', 'SL')
('AC22517-2022-11-02-7132','A397-4','evQYXIkxp', 'UB')
('SL04652-2022-11-01-6999','S292-15','NvsDVJ', 'SL')
('SL12058-2022-11-01-7011','S293-3','LUHs', 'UB')
('AC04652-2022-11-02-6976','A388-10','gvlXoSzBQfT', 'UB')
('SL04652-2022-11-02-7110','S297-6','IeeXfmpZapAs', 'UB')
('AC22517-2022-11-01-6966','A387-18','EYP', 'SU')
('AC04652-2022-11-02-6990','A389-6','cOITnnCkNsZiiYQ', 'SU')
('SL12058-2022-11-01-7023','S293-15','vZhlnzn', 'SL')
('SL04652-2022-11-01-7013','S293-5','kWTWCkoOewcwQC', 'MB')
('SL04652-2022-11-01-7020','S293-12','kN', 'LB')
('AC04652-2022-11-01-7096','A395-4','UsA', 'UB')
('SL22517-2022-11-02-7108','S297-4','NKPWOgGGQKnskKh', 'LB')
('SL04652-2022-11-01-7021','S293-13','qyLV', 'MB')
('SL04652-2022-11-01-7022','S293-14','xuIqCjhbHTMuo', 'UB')
('AC22517-2022-11-02-7156','A398-10','PTrjLkAJu', 'UB')
('AC04652-2022-11-01-7100','A395-8','XMh', 'LB')
('SL12058-2022-11-01-7037','S294-5','CiD', 'MB')
('SL22517-2022-11-01-6987','S292-3','IOLGihjZjdHGjma', 'UB')
('SL22517-2022-11-02-7113','S297-9','MzDSIT', 'LB')
('AC22517-2022-11-02-7161','A398-15','X', 'UB')
('AC04652-2022-11-01-7103','A395-11','JqFXwaUvohZV', 'SL')
('AC04652-2022-11-01-7104','A395-12','cZkcZiDMZIy', 'SU')
('AC04652-2022-11-02-7009','A390-7','b', 'LB')
('SL22517-2022-11-02-7115','S297-11','APfUpjQCICe', 'UB')
('SL22517-2022-11-02-7116','S297-12','DqQltUAZYbwhhSV', 'LB')
