('SL22517-2022-11-02-5334','S223-6','fqDqjsdTVICcbuS', 'UB')
('AC04652-2022-11-01-9815','A546-5','EHOSfdxAAc', 'SL')
('AC04652-2022-11-01-9817','A546-7','BqJZfJY', 'LB')
('SL04652-2022-11-02-9466','S395-10','Jfmk', 'MB')
('AC12058-2022-11-01-9544','A531-4','JTnMrWSPInjOk', 'UB')
('SL04652-2022-11-02-9468','S395-12','gQLFwjLhj', 'LB')
('SL22517-2022-11-01-9400','S392-16','cDSgWnICvwvEp', 'SU')
('AC22517-2022-11-01-9550','A531-10','tzgxjcRtQd', 'UB')
('SL12058-2022-11-01-9336','S389-24','GGxViU', 'SU')
('SL22517-2022-11-01-9403','S392-19','fcJRKb', 'UB')
('SL04652-2022-11-01-9453','S394-21','uMmGZgIypDF', 'MB')
('SL04652-2022-11-01-9454','S394-22','OdzvPNYnunUyXNe', 'UB')
('SL04652-2022-11-02-9472','S395-16','HWPYzYFMsyNGi', 'SU')
('AC22517-2022-11-02-9576','A532-18','pgFabax', 'SU')
('AC22517-2022-11-01-9552','A531-12','wbDwWbGRw', 'SU')
('AC22517-2022-11-02-9628','A535-16','G', 'UB')
('AC04652-2022-11-02-9626','A535-14','a', 'LB')
('AC22517-2022-11-02-9642','A536-12','zOSlOGq', 'SU')
('AC04652-2022-11-01-9908','A551-8','DmqxLQir', 'LB')
('SL22517-2022-11-02-9562','S399-10','pop', 'MB')
('AC22517-2022-11-02-9687','A539-3','BNv', 'UB')
('SL12058-2022-11-01-9436','S394-4','jqjJnoWwNv', 'LB')
('SL04652-2022-11-02-9564','S399-12','Fy', 'LB')
('SL04652-2022-11-01-9553','S399-1','icbObZandjgXhdAd', 'LB')
('AC12058-2022-11-01-9660','A537-12','ncXJCkhR', 'SU')
('SL04652-2022-11-01-9554','S399-2','yvBRcrlzJd', 'MB')
('SL12058-2022-11-01-9437','S394-5','xLQek', 'MB')
('SL04652-2022-11-01-9555','S399-3','BcFzyJYRlVzubLw', 'UB')
('SL12058-2022-11-01-9439','S394-7','MtGorBtnBCOi', 'SL')
('SL22517-2022-11-02-9581','S400-5','opPKYzoFN', 'MB')
('AC22517-2022-11-02-9692','A539-8','vwYdk', 'LB')
('SL04652-2022-11-01-9560','S399-8','xKNQTWqF', 'SU')
('SL04652-2022-11-01-9561','S399-9','WLqGUQmZMOQ', 'LB')
('AC12058-2022-11-01-9670','A538-4','HsFAxrWsIrkdiJcg', 'UB')
('SL22517-2022-11-02-9584','S400-8','mGECGcrSwHdtPM', 'SU')
('SL22517-2022-11-02-9607','S401-7','MpOfgGymiPvf', 'SL')
('SL04652-2022-11-02-9594','S400-18','ThpcTdvZWP', 'MB')
('SL22517-2022-11-01-9537','S398-9','ue', 'LB')
('AC22517-2022-11-01-9679','A538-13','nhKp', 'LB')
('SL22517-2022-11-02-9815','S409-23','YiRG', 'SL')
('AC22517-2022-11-02-9911','A551-11','lZWQxLPYUzFzn', 'SL')
('AC22517-2022-11-02-9912','A551-12','WUchbiOQ', 'SU')
('AC04652-2022-11-02-9896','A550-14','rIubfGG', 'LB')
('AC12058-2022-11-01-9891','A550-9','LqQWHcyI', 'UB')
('AC22517-2022-11-01-9890','A550-8','Dc', 'LB')
('SL22517-2022-11-02-9821','S410-5','MQENuo', 'MB')
('SL04652-2022-11-02-9781','S408-13','WXnhpdSPINYsjl', 'MB')
('AC04652-2022-11-02-9904','A551-4','rnAHqdonjJLXoQw', 'UB')
('SL22517-2022-11-02-9824','S410-8','JguJHxDYBRKNwo', 'SU')
('AC22517-2022-11-02-9927','A552-9','pxXq', 'UB')
('SL04652-2022-11-02-9788','S408-20','e', 'LB')
('AC04652-2022-11-01-10135','A564-1','WCHdRmfNGUlpLo', 'LB')
('AC04652-2022-11-02-9977','A555-5','KpCdmI', 'SL')
('AC12058-2022-11-01-9960','A554-6','VmWcvUH', 'SU')
('AC04652-2022-11-01-10174','A566-4','VKKPrkH', 'UB')
('AC22517-2022-11-02-9985','A555-13','SMwq', 'LB')
('AC04652-2022-11-02-9999','A556-9','grTF', 'UB')
('AC22517-2022-11-01-9971','A554-17','htkZp', 'SL')
('AC22517-2022-11-01-9974','A555-2','iLVYLYryAhCfnES', 'LB')
('AC04652-2022-11-02-10001','A556-11','HUko', 'SL')
('AC04652-2022-11-01-10228','A569-4','o', 'UB')
('AC12058-2022-11-01-10025','A557-17','eEtPuLggVG', 'SL')
('AC04652-2022-11-02-10046','A559-2','iyeQZa', 'LB')
('AC12058-2022-11-01-10030','A558-4','Y', 'UB')
('SL04652-2022-11-02-9938','S415-2','hcLEEzU', 'MB')
('AC12058-2022-11-01-10062','A559-18','UybG', 'SU')
('SL22517-2022-11-01-9880','S412-16','NffAaPdOseGaPFe', 'SU')
('SL22517-2022-11-02-9983','S416-23','KOcP', 'SL')
('SL04652-2022-11-01-9942','S415-6','zH', 'UB')
('SL04652-2022-11-01-10042','S419-10','HpxEigzuZYPRhzqk', 'MB')
('AC22517-2022-11-02-10194','A567-6','aLQmeL', 'SU')
('SL12058-2022-11-01-9918','S414-6','vvjCAHoHWAvlO', 'UB')
('SL22517-2022-11-02-10072','S420-16','MkljjY', 'SU')
('SL12058-2022-11-01-9920','S414-8','h', 'SU')
('SL22517-2022-11-02-10074','S420-18','CPFuLVDUP', 'MB')
('AC22517-2022-11-01-10168','A565-16','dlSEFYIFspBHBGC', 'UB')
('AC12058-2022-11-01-10237','A569-13','enVjr', 'LB')
('AC22517-2022-11-01-10222','A568-16','BWZfCDBIbzgBU', 'UB')
('AC22517-2022-11-02-10242','A569-18','emSOoSZYBIeJ', 'SU')
('AC22517-2022-11-02-10244','A570-2','Wj', 'LB')
('AC12058-2022-11-01-10248','A570-6','KvNzwxAWuFBCS', 'SU')
('SL22517-2022-11-02-10145','S423-17','ZBXBPZWaoLc', 'LB')
('SL22517-2022-11-01-10043','S419-11','qTkRyDUlXICaj', 'UB')
('AC04652-2022-11-01-10448','A581-8','KEuXXEAbDqwp', 'LB')
('AC22517-2022-11-02-10257','A570-15','jeCUZxDEhQSL', 'UB')
('AC22517-2022-11-01-10236','A569-12','Rxa', 'SU')
('SL22517-2022-11-02-10149','S423-21','rAba', 'MB')
('AC22517-2022-11-02-10261','A571-1','ujwbMnWzB', 'LB')
('AC22517-2022-11-01-10242','A569-18','EQuFJxZ', 'SU')
('SL22517-2022-11-02-10156','S424-4','EmsFixkyLPe', 'LB')
('SL22517-2022-11-01-10053','S419-21','fObPCAvhLx', 'MB')
('AC22517-2022-11-01-10246','A570-4','AEBqePKSkI', 'UB')
('AC04652-2022-11-01-10464','A582-6','RZ', 'SU')
('AC04652-2022-11-01-10465','A582-7','WqctJTHIaL', 'LB')
('SL22517-2022-11-01-10062','S420-6','roWUhgovB', 'UB')
('SL04652-2022-11-02-10176','S424-24','TzWGe', 'SU')
('AC22517-2022-11-02-10275','A571-15','ZgjWYU', 'UB')
('SL22517-2022-11-02-10164','S424-12','sQfmLVdLnC', 'LB')
('AC04652-2022-11-02-10282','A572-4','CFzmaKYOROd', 'UB')
('AC22517-2022-11-01-10253','A570-11','tE', 'SL')
('SL12058-2022-11-01-10013','S418-5','sY', 'MB')
('AC04652-2022-11-01-10533','A586-3','DMylaBSPpYCcqTaL', 'UB')
('AC22517-2022-11-01-10318','A574-4','IAXLsdIHoOvaSzN', 'UB')
('AC04652-2022-11-02-10342','A575-10','TtSX', 'UB')
('SL04652-2022-11-01-10211','S426-11','jxPloVJ', 'UB')
('SL22517-2022-11-02-10223','S426-23','hgDXtF', 'SL')
('SL04652-2022-11-02-10254','S428-6','efXkHOtAP', 'UB')
('AC22517-2022-11-02-10338','A575-6','ObtyVMx', 'SU')
('AC04652-2022-11-02-10374','A577-6','jcPBObxKeqJTvMm', 'SU')
('SL04652-2022-11-02-10281','S429-9','BZIlDYZh', 'LB')
('SL04652-2022-11-01-10246','S427-22','TB', 'UB')
('SL04652-2022-11-01-10247','S427-23','igNalzZUMT', 'SL')
('SL22517-2022-11-01-10180','S425-4','bFqAZh', 'LB')
('AC12058-2022-11-01-10365','A576-15','zaypeWniLoYOoGd', 'UB')
('SL22517-2022-11-02-10270','S428-22','scRDrbf', 'UB')
('AC04652-2022-11-02-10377','A577-9','o', 'UB')
('AC04652-2022-11-01-10576','A588-10','LiTt', 'UB')
('AC12058-2022-11-01-10371','A577-3','gXEbVcUYJwQSd', 'UB')
('SL22517-2022-11-02-10274','S429-2','aALl', 'MB')
('SL04652-2022-11-02-10286','S429-14','eUFAUVHxueGGEB', 'UB')
('SL12058-2022-11-01-10119','S422-15','ltWCAEVUIBKIYA', 'SL')
('AC22517-2022-11-01-10360','A576-10','EVunVwNqlgZOMAfP', 'UB')
('SL22517-2022-11-02-10276','S429-4','demt', 'LB')
('AC12058-2022-11-01-10374','A577-6','HEeprZCWOVYEvif', 'SU')
('SL22517-2022-11-02-10277','S429-5','vyth', 'MB')
('SL22517-2022-11-02-10278','S429-6','gXGKeRQTQCECV', 'UB')
('AC22517-2022-11-01-10363','A576-13','FSQZnJYLo', 'LB')
('AC22517-2022-11-02-10350','A575-18','Ek', 'SU')
('SL22517-2022-11-01-10196','S425-20','AoeqYLuaiTadIMd', 'LB')
('AC22517-2022-11-01-10369','A577-1','FzYRVgDsEACt', 'LB')
('SL22517-2022-11-02-10297','S430-1','oEnOWnK', 'LB')
('SL22517-2022-11-02-10298','S430-2','QtyQdO', 'MB')
('SL04652-2022-11-02-10301','S430-5','kiXCusjXoumna', 'MB')
('SL12058-2022-11-01-10135','S423-7','ofdrlgtXhKaKBNo', 'SL')
('SL04652-2022-11-01-10268','S428-20','MvZoATHmo', 'LB')
('AC04652-2022-11-02-10394','A578-8','gqxcBhtQqWE', 'LB')
('SL04652-2022-11-01-10271','S428-23','kthsaJ', 'SL')
('AC22517-2022-11-01-10376','A577-8','lIgSb', 'LB')
('AC04652-2022-11-02-10396','A578-10','MpZuEBGdtjb', 'UB')
('AC22517-2022-11-02-10377','A577-9','c', 'UB')
('SL22517-2022-11-02-10378','S433-10','NQt', 'MB')
('AC04652-2022-11-01-10662','A593-6','HvZXodKo', 'SU')
('SL22517-2022-11-02-10381','S433-13','Imin', 'MB')
('AC12058-2022-11-01-10466','A582-8','aihvvkSWDbIKmto', 'LB')
('AC04652-2022-11-01-10665','A593-9','xzgL', 'UB')
('SL04652-2022-11-02-10374','S433-6','bIL', 'UB')
('AC22517-2022-11-01-10446','A581-6','aCRuiNAVk', 'SU')
('SL04652-2022-11-02-10378','S433-10','NpIEvj', 'MB')
('AC22517-2022-11-01-10449','A581-9','OasqHfOATCZ', 'UB')
('SL04652-2022-11-01-10384','S433-16','bUgqAcOAVn', 'SU')
('AC22517-2022-11-01-10534','A586-4','EUqMqEJemHuiLL', 'UB')
('SL22517-2022-11-01-10369','S433-1','E', 'LB')
('AC22517-2022-11-02-10568','A588-2','GcodzHCeE', 'LB')
('SL04652-2022-11-01-10431','S435-15','rDtoZtd', 'SL')
('AC04652-2022-11-01-10737','A597-9','GhjpW', 'UB')
('AC22517-2022-11-02-10598','A589-14','JrIdt', 'LB')
('SL22517-2022-11-01-10404','S434-12','x', 'LB')
('AC12058-2022-11-01-10583','A588-17','sMbthk', 'SL')
('AC22517-2022-11-01-10615','A590-13','Frp', 'LB')
('AC22517-2022-11-01-10616','A590-14','zktkGoxmov', 'LB')
('AC04652-2022-11-02-10630','A591-10','UHGjZeZHxTf', 'UB')
('AC22517-2022-11-01-10618','A590-16','bVa', 'UB')
('AC12058-2022-11-01-10623','A591-3','tZVDHqVBY', 'UB')
('AC04652-2022-11-01-10809','A601-9','BBvBQBfPiWZDjM', 'UB')
('SL22517-2022-11-01-10439','S435-23','kq', 'SL')
('SL22517-2022-11-02-10545','S440-9','NYdMlpn', 'LB')
('SL22517-2022-11-02-10554','S440-18','SM', 'MB')
('AC04652-2022-11-01-10824','A602-6','rhdcwRIukvOfCTgn', 'SU')
('SL04652-2022-11-02-10567','S441-7','X', 'SL')
('AC12058-2022-11-01-10717','A596-7','XmLEWrqhmUFpsqJg', 'LB')
('SL04652-2022-11-02-10636','S444-4','fVCLMCuVvSdfKG', 'LB')
('SL04652-2022-11-01-10595','S442-11','zYI', 'UB')
('SL12058-2022-11-01-10478','S437-14','BKTNd', 'UB')
('AC12058-2022-11-01-10723','A596-13','SieuAToTuwlGNZz', 'LB')
('AC04652-2022-11-01-10902','A606-12','SefyVdDPlPOs', 'SU')
('SL22517-2022-11-01-10536','S439-24','HtXhmSCCji', 'SU')
('SL22517-2022-11-02-10664','S445-8','eJRBikxb', 'SU')
('SL12058-2022-11-01-10506','S438-18','uYovraTdXxBzh', 'MB')
('AC04652-2022-11-01-10921','A607-13','DzPwnv', 'LB')
('AC22517-2022-11-01-10733','A597-5','NbIB', 'SL')
('AC04652-2022-11-02-10752','A598-6','AQTVWGHizWwkWOt', 'SU')
('AC22517-2022-11-01-10735','A597-7','nSdkxJxhzsFdE', 'LB')
('AC04652-2022-11-01-10923','A607-15','wSrJavOzpicPmTaN', 'UB')
('SL22517-2022-11-01-10589','S442-5','TPSVsXmPMgH', 'MB')
('SL04652-2022-11-02-10692','S446-12','Qwrpi', 'LB')
('SL04652-2022-11-01-10658','S445-2','rBZX', 'MB')
('AC22517-2022-11-02-10787','A600-5','UnUvuRCp', 'SL')
('SL12058-2022-11-01-10535','S439-23','ZLZaWR', 'SL')
('SL12058-2022-11-01-10536','S439-24','asGDk', 'SU')
('SL04652-2022-11-01-10661','S445-5','gDhx', 'MB')
('SL04652-2022-11-01-10665','S445-9','BBOegQhBJ', 'LB')
('SL12058-2022-11-01-10539','S440-3','fbmWDZkoGh', 'UB')
('SL22517-2022-11-01-10598','S442-14','LHwSXpXNqUmt', 'UB')
('AC04652-2022-11-01-10949','A609-5','FrfiHDcDpMoaExL', 'SL')
('SL22517-2022-11-02-10700','S446-20','MpdynbRhpoW', 'LB')
('SL12058-2022-11-01-10542','S440-6','LBjaiVKeHaDEo', 'UB')
('SL04652-2022-11-01-10671','S445-15','pNUG', 'SL')
('AC22517-2022-11-02-10800','A600-18','mXqJEkogUe', 'SU')
('AC22517-2022-11-02-10801','A601-1','SLjZtp', 'LB')
('SL04652-2022-11-02-10708','S447-4','I', 'LB')
('AC04652-2022-11-01-10953','A609-9','lRLDuJZfZ', 'UB')
('AC04652-2022-11-02-10813','A601-13','mUJhdtpv', 'LB')
('AC04652-2022-11-01-10985','A611-5','FEumIoqFA', 'SL')
('SL22517-2022-11-02-10742','S448-14','KAIKLmOwQMEN', 'UB')
('SL04652-2022-11-02-10755','S449-3','MQmLQ', 'UB')
('AC04652-2022-11-02-10844','A603-8','WnkoBQVOGZipH', 'LB')
('AC12058-2022-11-01-10842','A603-6','RYFyvStVBRgLRNtI', 'SU')
('AC12058-2022-11-01-10857','A604-3','IP', 'UB')
('AC12058-2022-11-01-10906','A606-16','SQvPTOZWaBJMFC', 'UB')
('SL12058-2022-11-01-10672','S445-16','cDsazWSMXXZB', 'SU')
('AC04652-2022-11-01-11103','A617-15','DYEgFaObrgBiU', 'UB')
('SL22517-2022-11-02-10851','S453-3','kIbk', 'UB')
('AC04652-2022-11-01-11107','A618-1','fqDiNTWhPGKIaUBK', 'LB')
('AC12058-2022-11-01-10977','A610-15','qAVMWRESuk', 'UB')
('AC22517-2022-11-02-10979','A610-17','XOskRzpPmqDAwD', 'SL')
('AC04652-2022-11-02-11007','A612-9','UeQFPMYkgGyZ', 'UB')
('AC04652-2022-11-01-11149','A620-7','XxrHtSXLtDZBIIT', 'LB')
('SL04652-2022-11-01-10896','S454-24','dxHOaDO', 'SU')
('SL12058-2022-11-01-10768','S449-16','vVDlCEAwBIeB', 'SU')
('AC12058-2022-11-01-11010','A612-12','CcgRMHVEwjBqffiH', 'SU')
('SL04652-2022-11-02-10929','S456-9','lqJFUvNeceaz', 'LB')
('AC22517-2022-11-02-10998','A611-18','ZchQEZXV', 'SU')
('AC12058-2022-11-01-11012','A612-14','bT', 'LB')
('AC22517-2022-11-01-11006','A612-8','xMdmHSRSBSEp', 'LB')
('SL22517-2022-11-02-10947','S457-3','tzSBjeyElu', 'UB')
('AC22517-2022-11-02-11038','A614-4','RpOTSJrZycBnZ', 'UB')
('SL22517-2022-11-02-10949','S457-5','LdjU', 'MB')
('SL04652-2022-11-02-10994','S459-2','TD', 'MB')
('SL04652-2022-11-02-10995','S459-3','lq', 'UB')
('AC12058-2022-11-01-11095','A617-7','ijvmIafD', 'LB')
('AC22517-2022-11-02-11061','A615-9','cpYhPezGhve', 'UB')
('SL04652-2022-11-01-10982','S458-14','XBxUKTSGTI', 'UB')
('SL12058-2022-11-01-10852','S453-4','znZspxeNERoE', 'LB')
('SL22517-2022-11-02-10981','S458-13','L', 'MB')
('AC12058-2022-11-01-11099','A617-11','D', 'SL')
('AC22517-2022-11-01-11087','A616-17','ZvFgaS', 'SL')
('AC04652-2022-11-02-11132','A619-8','Pm', 'LB')
('AC04652-2022-11-02-11134','A619-10','Ief', 'UB')
('AC12058-2022-11-01-11142','A619-18','suuWFQD', 'SU')
('AC04652-2022-11-01-11293','A628-7','o', 'LB')
('SL04652-2022-11-01-11030','S460-14','COYamcSYeM', 'UB')
('AC04652-2022-11-02-11142','A619-18','UXNkxzosF', 'SU')
('AC12058-2022-11-01-11165','A621-5','USRTcoHg', 'SL')
('AC22517-2022-11-02-11144','A620-2','pPJGgqLgEoT', 'LB')
('SL04652-2022-11-02-11082','S462-18','uuOKkQW', 'MB')
('AC12058-2022-11-01-11194','A622-16','GukQmpHAmTh', 'UB')
('AC04652-2022-11-01-11346','A631-6','FXqfBPgQKnWfMbra', 'SU')
('SL22517-2022-11-01-10991','S458-23','WUO', 'SL')
('SL22517-2022-11-01-10992','S458-24','XWa', 'SU')
('AC22517-2022-11-01-11176','A621-16','KCreKFOXqPRh', 'UB')
('SL04652-2022-11-02-11129','S464-17','hkbObhlnCPToPkF', 'LB')
('AC12058-2022-11-01-11253','A626-3','BzrkjFgW', 'UB')
('SL04652-2022-11-01-11116','S464-4','NO', 'LB')
('AC22517-2022-11-01-11222','A624-8','kTaYtGkAWefwz', 'LB')
('SL12058-2022-11-01-11008','S459-16','YKXsEBBMHSroF', 'SU')
('SL12058-2022-11-01-11010','S459-18','wbUGMzq', 'MB')
('SL04652-2022-11-02-11153','S465-17','oawF', 'LB')
('SL04652-2022-11-02-11156','S465-20','XFxhPrQekcP', 'LB')
('AC22517-2022-11-02-11222','A624-8','gOcRltcg', 'LB')
('AC04652-2022-11-01-11453','A637-5','QzkKBKuKRvNh', 'SL')
('AC04652-2022-11-01-11454','A637-6','a', 'SU')
('AC04652-2022-11-01-11463','A637-15','JqFXhkYhZefOOWv', 'UB')
('AC22517-2022-11-02-11267','A626-17','EFhSerfXZC', 'SL')
('AC22517-2022-11-01-11285','A627-17','xxCoh', 'SL')
('SL22517-2022-11-01-11174','S466-14','qmmmVMl', 'UB')
('SL04652-2022-11-01-11282','S471-2','l', 'MB')
('SL22517-2022-11-02-11326','S472-22','YbPpfuUV', 'UB')
('SL12058-2022-11-01-11199','S467-15','ZufJbYyNIn', 'SL')
('AC12058-2022-11-01-11442','A636-12','WOmRpzUHM', 'SU')
('SL22517-2022-11-02-11354','S474-2','luzETGBWnCpvunma', 'MB')
('SL22517-2022-11-01-11277','S470-21','uhMegonNGfqDj', 'MB')
('SL22517-2022-11-01-11278','S470-22','SfZNOKoX', 'UB')
('SL22517-2022-11-02-11356','S474-4','fcDqCuKdWI', 'LB')
('AC22517-2022-11-01-11461','A637-13','xwFJGBLYAIPJ', 'LB')
('AC04652-2022-11-02-11464','A637-16','zs', 'UB')
('AC12058-2022-11-01-11472','A638-6','a', 'SU')
('SL04652-2022-11-02-11362','S474-10','TVAPtXk', 'MB')
('AC22517-2022-11-02-11459','A637-11','TULeIETyGHbdz', 'SL')
('AC12058-2022-11-01-11477','A638-11','W', 'SL')
('AC22517-2022-11-02-11475','A638-9','qZkOqAgLGN', 'UB')
('AC12058-2022-11-01-11491','A639-7','tbjFQif', 'LB')
('SL12058-2022-11-01-11264','S470-8','gaTerlRzmYhCJMC', 'SU')
('SL12058-2022-11-01-11267','S470-11','CGOm', 'UB')
('AC04652-2022-11-02-11502','A639-18','DbwwMMccHfVZa', 'SU')
('SL22517-2022-11-02-11396','S475-20','MYSKe', 'LB')
('AC22517-2022-11-01-11503','A640-1','OQICl', 'LB')
('AC22517-2022-11-02-11491','A639-7','iUtqNQWQIOlRRjYB', 'LB')
('AC22517-2022-11-02-11500','A639-16','XgO', 'UB')
('SL22517-2022-11-01-11325','S472-21','UwkXpMZtaVucESZi', 'MB')
('SL04652-2022-11-01-11400','S475-24','XFDyNwIrae', 'SU')
('AC12058-2022-11-01-11522','A641-2','NErnJ', 'LB')
('SL22517-2022-11-01-11332','S473-4','GCUMtV', 'LB')
('AC12058-2022-11-01-11526','A641-6','wUGTWYwbfmlGb', 'SU')
('AC22517-2022-11-02-11556','A642-18','hylJo', 'SU')
('SL04652-2022-11-01-11462','S478-14','LZgehC', 'UB')
('AC22517-2022-11-02-11558','A643-2','rBKIZSzw', 'LB')
('AC04652-2022-11-02-11642','A647-14','CGGkSgpGYAvyB', 'LB')
('AC22517-2022-11-01-11646','A647-18','s', 'SU')
('SL04652-2022-11-02-11548','S482-4','xcLbwIqEBUiEgtz', 'LB')
('AC04652-2022-11-01-11868','A660-6','nnZPaGkyBuL', 'SU')
('SL12058-2022-11-01-11467','S478-19','DErtzQIjEd', 'UB')
('SL22517-2022-11-02-11584','S483-16','cXXnVx', 'SU')
('SL04652-2022-11-02-11588','S483-20','jBfxRyfhYbFpgYjz', 'LB')
('SL22517-2022-11-01-11495','S479-23','NJzfR', 'SL')
('SL12058-2022-11-01-11478','S479-6','EXIhOurAx', 'UB')
('AC12058-2022-11-01-11699','A650-17','cLxLcJNdSb', 'SL')
('SL22517-2022-11-01-11503','S480-7','wGHtBnCxlYWigrj', 'SL')
('AC12058-2022-11-01-11700','A650-18','IIcPSPokErBPFV', 'SU')
('AC04652-2022-11-01-11888','A661-8','nV', 'LB')
('AC04652-2022-11-01-11890','A661-10','lnWSlBCV', 'UB')
('SL12058-2022-11-01-11483','S479-11','OSiuumRXdmfWuSfT', 'UB')
('AC22517-2022-11-02-11661','A648-15','bAlviHCMNi', 'UB')
('AC22517-2022-11-02-11662','A648-16','sXLLzxhDPCHYMYo', 'UB')
('AC22517-2022-11-02-11673','A649-9','qCshPgrLvdds', 'UB')
('SL22517-2022-11-02-11662','S486-22','p', 'UB')
('AC04652-2022-11-02-11770','A654-16','VhXcJNZvp', 'UB')
('AC04652-2022-11-02-11771','A654-17','dF', 'SL')
('AC22517-2022-11-02-11719','A652-1','VRqRHLBotVCL', 'LB')
('SL04652-2022-11-02-11664','S486-24','vrm', 'SU')
('SL22517-2022-11-02-11664','S486-24','WAPYbptcoTe', 'SU')
('AC04652-2022-11-02-11775','A655-3','HFHTBHOsASLohIp', 'UB')
('AC04652-2022-11-01-11963','A665-11','UoHnwaIZbkC', 'SL')
('AC04652-2022-11-02-11778','A655-6','QAQiwE', 'SU')
('SL22517-2022-11-02-11666','S487-2','hEgkr', 'MB')
('AC22517-2022-11-01-11761','A654-7','Q', 'LB')
('SL22517-2022-11-02-11675','S487-11','bqROgEIe', 'UB')
('SL22517-2022-11-01-11589','S483-21','zQDon', 'MB')
('AC04652-2022-11-01-11978','A666-8','KnFextIfAQAtdqZ', 'LB')
('SL12058-2022-11-01-11551','S482-7','GcwGP', 'SL')
('AC22517-2022-11-02-11734','A652-16','hQYWWROHIN', 'UB')
('AC04652-2022-11-01-11982','A666-12','sFabwsCfyW', 'SU')
('SL22517-2022-11-01-11595','S484-3','ikGYl', 'UB')
('SL12058-2022-11-01-11554','S482-10','n', 'MB')
('SL04652-2022-11-02-11686','S487-22','asjOMJDejOUoOtu', 'UB')
('SL12058-2022-11-01-11557','S482-13','HdbWYOqGcMjKhE', 'MB')
('SL22517-2022-11-01-11602','S484-10','BpZWowbqMYiF', 'MB')
('AC22517-2022-11-01-11779','A655-7','tnTIsymriRsXy', 'LB')
('AC12058-2022-11-01-11782','A655-10','ZCd', 'UB')
('AC22517-2022-11-01-11781','A655-9','nmUDs', 'UB')
('AC22517-2022-11-01-11784','A655-12','RTAUgKsx', 'SU')
('AC04652-2022-11-02-11826','A657-18','TLCaxSoTd', 'SU')
('AC04652-2022-11-01-12013','A668-7','kEg', 'LB')
('AC12058-2022-11-01-11809','A657-1','aKydHXRwuJTxiI', 'LB')
('AC12058-2022-11-01-11810','A657-2','PLpmCIfs', 'LB')
('SL04652-2022-11-02-11738','S490-2','oqem', 'MB')
('SL04652-2022-11-01-11699','S488-11','kygLY', 'UB')
('SL04652-2022-11-01-11700','S488-12','C', 'LB')
('SL04652-2022-11-02-11742','S490-6','idytDZSPUqWFPzqT', 'UB')
('SL04652-2022-11-01-11701','S488-13','QVYlbVKyLkLs', 'MB')
('AC22517-2022-11-01-11941','A664-7','Xxm', 'LB')
('SL22517-2022-11-01-11854','S494-22','VjMkw', 'UB')
('AC04652-2022-11-01-12222','A679-18','EE', 'SU')
('AC04652-2022-11-02-12033','A669-9','NNZ', 'UB')
('AC22517-2022-11-01-12032','A669-8','MhoetJI', 'LB')
('SL22517-2022-11-01-11858','S495-2','iDxM', 'MB')
('SL04652-2022-11-02-11926','S497-22','NGGMAlKvH', 'UB')
('AC04652-2022-11-02-12036','A669-12','YPMBkFpBF', 'SU')
('AC22517-2022-11-02-11997','A667-9','bjbhHJGi', 'UB')
('SL12058-2022-11-01-11809','S493-1','uQARXAmv', 'LB')
('SL04652-2022-11-01-11894','S496-14','pHr', 'UB')
('AC22517-2022-11-02-12006','A667-18','sfVRd', 'SU')
('SL12058-2022-11-01-11813','S493-5','QLQXRS', 'MB')
('AC04652-2022-11-02-12056','A670-14','ov', 'LB')
('AC22517-2022-11-01-12058','A670-16','QjVfsUVNTmy', 'UB')
('SL04652-2022-11-01-11919','S497-15','CmHbRtqw', 'SL')
('AC22517-2022-11-01-12085','A672-7','rSLdrqillmFU', 'LB')
('SL22517-2022-11-01-11912','S497-8','IN', 'SU')
('SL04652-2022-11-02-11980','S500-4','YYzVxFYnPbT', 'LB')
('AC22517-2022-11-02-12145','A675-13','XUEBWKgqmaWu', 'LB')
('SL04652-2022-11-01-12052','S503-4','ZZNyWdzIR', 'LB')
('SL22517-2022-11-02-12078','S504-6','hkAikOvBeZwCgL', 'UB')
('SL04652-2022-11-02-12074','S504-2','uCrSQwgYqFWEOkHK', 'MB')
('SL12058-2022-11-01-11954','S499-2','CtadgUpLBL', 'MB')
('AC22517-2022-11-02-12167','A676-17','Otl', 'SL')
('SL22517-2022-11-02-12097','S505-1','z', 'LB')
('AC22517-2022-11-02-12169','A677-1','PC', 'LB')
('AC04652-2022-11-01-12372','A688-6','bJLVtDmXlQYmY', 'SU')
('AC22517-2022-11-01-12196','A678-10','mtKcKknQ', 'UB')
('AC22517-2022-11-01-12197','A678-11','OQQPbeGRSF', 'SL')
('SL04652-2022-11-02-12082','S504-10','wMqRZp', 'MB')
('AC22517-2022-11-02-12182','A677-14','Vl', 'LB')
('AC04652-2022-11-02-12200','A678-14','mEwYHK', 'LB')
('SL04652-2022-11-02-12144','S506-24','TPCEebJzneccBp', 'SU')
('SL04652-2022-11-01-12132','S506-12','rPsHbZxFdDyGVths', 'LB')
('AC22517-2022-11-01-12258','A681-18','laVlDiRv', 'SU')
('AC04652-2022-11-01-12438','A691-18','ctLoDdsKlFcaHXpS', 'SU')
('SL22517-2022-11-02-12178','S508-10','BcCbRtmXsE', 'MB')
('AC04652-2022-11-01-12453','A692-15','uaGc', 'UB')
('AC12058-2022-11-01-12285','A683-9','GDWkNEYPENbtqA', 'UB')
