('SL22517-2022-11-02-1231','S52-7','KhETARuWtySMXFyh', 'SL')
('AC22517-2022-11-02-2837','A158-11','yLVVJfDRQGwXosk', 'SL')
('SL12058-2022-11-01-2832','S118-24','v', 'SU')
('AC04652-2022-11-01-2785','A155-13','TXsVRfuxcYy', 'LB')
('AC22517-2022-11-01-2751','A153-15','yxmhTOTnsuaMxT', 'UB')
('SL12058-2022-11-01-2833','S119-1','GxSHZ', 'LB')
('AC04652-2022-11-02-2809','A157-1','Rn', 'LB')
('AC22517-2022-11-02-2841','A158-15','KKs', 'UB')
('SL12058-2022-11-01-2834','S119-2','qUL', 'MB')
('AC04652-2022-11-02-2810','A157-2','vlQZ', 'LB')
('AC12058-2022-11-01-2760','A154-6','KyC', 'SU')
('SL04652-2022-11-01-2883','S121-3','uV', 'UB')
('SL22517-2022-11-02-2829','S118-21','wjqUNCwNprOit', 'MB')
('SL22517-2022-11-02-2830','S118-22','rzXMjGyjA', 'UB')
('SL04652-2022-11-02-2756','S115-20','GhxDgSzuPiScIn', 'LB')
('SL04652-2022-11-01-2885','S121-5','xBiMVgUvKqx', 'MB')
('SL04652-2022-11-01-2886','S121-6','kYgy', 'UB')
('AC04652-2022-11-02-2815','A157-7','sdwM', 'LB')
('AC04652-2022-11-02-2816','A157-8','fpFfnLuhvEw', 'LB')
('AC22517-2022-11-02-2847','A159-3','ApBlWyHQ', 'UB')
('SL12058-2022-11-01-2839','S119-7','KcuNTfktRuvM', 'SL')
('SL12058-2022-11-01-2841','S119-9','eVbiiGiVk', 'LB')
('SL04652-2022-11-01-2889','S121-9','AILBnvVJ', 'LB')
('AC04652-2022-11-01-2795','A156-5','XXELUhPJNCtSht', 'SL')
('SL04652-2022-11-02-2760','S115-24','abZSBYaMQPKggrbJ', 'SU')
('AC04652-2022-11-01-2796','A156-6','Rwia', 'SU')
('AC12058-2022-11-01-2765','A154-11','ubcHydjwiwWx', 'SL')
('AC04652-2022-11-02-2820','A157-12','NWqjAgbth', 'SU')
('AC12058-2022-11-01-2766','A154-12','sLwUp', 'SU')
('SL22517-2022-11-02-2839','S119-7','uyUc', 'SL')
('AC04652-2022-11-01-2800','A156-10','dB', 'UB')
('AC04652-2022-11-02-2822','A157-14','m', 'LB')
('SL22517-2022-11-02-2840','S119-8','xe', 'SU')
('SL22517-2022-11-01-2763','S116-3','rlPn', 'UB')
('AC04652-2022-11-01-2804','A156-14','CDJsSJ', 'LB')
('SL04652-2022-11-01-2892','S121-12','JGgtj', 'LB')
('SL04652-2022-11-01-2893','S121-13','EYRU', 'MB')
('AC04652-2022-11-01-2805','A156-15','ND', 'UB')
('AC12058-2022-11-01-2769','A154-15','CMTwlp', 'UB')
('AC04652-2022-11-01-2806','A156-16','NMjErqqyXwjT', 'UB')
('AC22517-2022-11-02-2852','A159-8','TFuRkEuPzZhYs', 'LB')
('AC04652-2022-11-01-2808','A156-18','NMX', 'SU')
('AC04652-2022-11-01-2809','A157-1','POkimSCCNblX', 'LB')
('AC12058-2022-11-01-2773','A155-1','DKuGPKCjjTfFx', 'LB')
('SL22517-2022-11-02-2846','S119-14','XtKwCsVy', 'UB')
('AC04652-2022-11-01-2812','A157-4','yhlCf', 'UB')
('SL04652-2022-11-02-2770','S116-10','VctNXrVT', 'MB')
('SL22517-2022-11-02-2847','S119-15','bEXPhD', 'SL')
('SL04652-2022-11-01-2898','S121-18','uG', 'MB')
('AC12058-2022-11-01-2778','A155-6','nzKrB', 'SU')
('AC04652-2022-11-01-2814','A157-6','mkNfG', 'SU')
('SL04652-2022-11-01-2899','S121-19','JKNe', 'UB')
('SL22517-2022-11-01-2769','S116-9','HVRpDmKwsGJFxw', 'LB')
('SL22517-2022-11-02-2849','S119-17','SACP', 'LB')
('SL04652-2022-11-02-2773','S116-13','GOJwzYOioepSd', 'MB')
('AC04652-2022-11-01-2817','A157-9','bWMBRYuU', 'UB')
('AC04652-2022-11-01-2818','A157-10','mueigqO', 'UB')
('AC22517-2022-11-02-2860','A159-16','HWDAPRjzjouqxWNH', 'UB')
('AC04652-2022-11-01-2820','A157-12','RBqlyIaVyQVK', 'SU')
('AC12058-2022-11-01-2784','A155-12','IbjngUsTIoWJ', 'SU')
('SL04652-2022-11-02-2776','S116-16','syV', 'SU')
('SL22517-2022-11-01-2775','S116-15','OtRJXxnNwafaXax', 'SL')
('SL04652-2022-11-02-2777','S116-17','jdShGCSqyh', 'LB')
('SL04652-2022-11-01-2905','S122-1','pKIxIsNTqsVU', 'LB')
('AC04652-2022-11-02-2837','A158-11','RGhmXTuG', 'SL')
('SL12058-2022-11-01-2870','S120-14','bSkbluR', 'UB')
('AC22517-2022-11-02-2863','A160-1','RrKKfLfNgbjRb', 'LB')
('SL22517-2022-11-02-2860','S120-4','mREBbJgY', 'LB')
('SL12058-2022-11-01-2872','S120-16','PgWAGiYVrftq', 'SU')
('SL22517-2022-11-02-2861','S120-5','gdigpI', 'MB')
('AC22517-2022-11-02-2867','A160-5','QDDM', 'SL')
('AC22517-2022-11-02-2868','A160-6','cYrMZQaO', 'SU')
('AC04652-2022-11-02-2841','A158-15','YTMSVrKgeL', 'UB')
('SL22517-2022-11-01-2778','S116-18','RvjcQZnAKfWPDBPv', 'MB')
('AC22517-2022-11-01-2777','A155-5','wEBDCc', 'SL')
('SL22517-2022-11-02-2862','S120-6','xoib', 'UB')
('SL22517-2022-11-02-2863','S120-7','cjMuAMfwnuJLyFo', 'SL')
('SL22517-2022-11-02-2864','S120-8','OFHCjOeoKnDkI', 'SU')
('AC22517-2022-11-01-2778','A155-6','GqAPmwxMdmocBXzy', 'SU')
('SL22517-2022-11-02-2867','S120-11','Rii', 'UB')
('AC12058-2022-11-01-2796','A156-6','YRFiNzaUpYeR', 'SU')
('SL04652-2022-11-01-2909','S122-5','pLusvVXcPIOe', 'MB')
('SL22517-2022-11-01-2782','S116-22','LUbMIyeSUbl', 'UB')
('AC22517-2022-11-01-2782','A155-10','YgduGhx', 'UB')
('SL04652-2022-11-01-2910','S122-6','IuqsoXNhTEwCQJhq', 'UB')
('AC04652-2022-11-02-2846','A159-2','AsRWFcen', 'LB')
('SL04652-2022-11-01-2911','S122-7','WcXBRkPrA', 'SL')
('AC12058-2022-11-01-2798','A156-8','TYVDjeigEw', 'LB')
('SL04652-2022-11-02-2785','S117-1','OjIMWCkaVS', 'LB')
('AC22517-2022-11-01-2784','A155-12','G', 'SU')
('SL12058-2022-11-01-2884','S121-4','OZ', 'LB')
('AC04652-2022-11-02-2848','A159-4','YiaaNgMt', 'UB')
('AC04652-2022-11-02-2849','A159-5','lPORKm', 'SL')
('SL04652-2022-11-01-2914','S122-10','ME', 'MB')
('SL04652-2022-11-02-2789','S117-5','aSrdvAnWHRVuylv', 'MB')
('AC22517-2022-11-01-2789','A155-17','IWoXiElUbO', 'SL')
('SL22517-2022-11-01-2787','S117-3','xgQ', 'UB')
('SL12058-2022-11-01-2888','S121-8','V', 'SU')
('AC12058-2022-11-01-2800','A156-10','oqCJpdEIAcmntbW', 'UB')
('AC04652-2022-11-02-2853','A159-9','JICF', 'UB')
('AC22517-2022-11-01-2792','A156-2','DNxdpk', 'LB')
('AC22517-2022-11-02-2881','A161-1','SJGKAFviBoRyOz', 'LB')
('SL04652-2022-11-02-2799','S117-15','B', 'SL')
('SL04652-2022-11-02-2800','S117-16','LgAJxRjsBXBol', 'SU')
('AC22517-2022-11-02-2885','A161-5','kp', 'SL')
('AC22517-2022-11-01-2797','A156-7','bR', 'LB')
('SL04652-2022-11-01-2920','S122-16','pEpqkTkEpfCuWH', 'SU')
('SL04652-2022-11-02-2804','S117-20','ORQpZpTpYU', 'LB')
('SL22517-2022-11-02-2884','S121-4','sICWgURVktXKhem', 'LB')
('SL22517-2022-11-01-2796','S117-12','juioScHcKbrcXxDx', 'LB')
('SL22517-2022-11-01-2797','S117-13','bF', 'MB')
('SL04652-2022-11-02-2807','S117-23','vfwLb', 'SL')
('AC22517-2022-11-01-2801','A156-11','fGLtDoM', 'SL')
('SL04652-2022-11-01-2927','S122-23','gUr', 'SL')
('SL04652-2022-11-02-2808','S117-24','uIULZXEOXQWHq', 'SU')
('AC22517-2022-11-01-2803','A156-13','R', 'LB')
('AC22517-2022-11-01-2804','A156-14','SMcfu', 'LB')
('SL04652-2022-11-02-2809','S118-1','QEQMOQ', 'LB')
('AC22517-2022-11-01-2805','A156-15','GvpqLUp', 'UB')
('AC22517-2022-11-01-2806','A156-16','OrhSMFqUXoNy', 'UB')
('SL04652-2022-11-01-2928','S122-24','wZdF', 'SU')
('SL22517-2022-11-02-2893','S121-13','HU', 'MB')
('SL04652-2022-11-01-2930','S123-2','vDPyjdSDGar', 'MB')
('AC04652-2022-11-02-2863','A160-1','LU', 'LB')
('AC04652-2022-11-02-2864','A160-2','sv', 'LB')
('SL12058-2022-11-01-2900','S121-20','TfnISaCeXJcqVk', 'LB')
('AC04652-2022-11-01-2838','A158-12','kzB', 'SU')
('SL04652-2022-11-02-2813','S118-5','jojmdSOUkPUe', 'MB')
('SL22517-2022-11-02-2896','S121-16','gYANvff', 'SU')
('AC04652-2022-11-02-2868','A160-6','zDeFSXmtCMWtQx', 'SU')
('AC04652-2022-11-01-2839','A158-13','AxgykNchP', 'LB')
('AC12058-2022-11-01-2813','A157-5','Ce', 'SL')
('SL22517-2022-11-01-2799','S117-15','Fn', 'SL')
('AC22517-2022-11-02-2893','A161-13','AYuNPQ', 'LB')
('AC22517-2022-11-02-2894','A161-14','Zia', 'LB')
('AC12058-2022-11-01-2817','A157-9','vJYNjoZrI', 'UB')
('SL22517-2022-11-01-2800','S117-16','iTNABivQeKcdEisN', 'SU')
('SL12058-2022-11-01-2905','S122-1','kilGM', 'LB')
('SL04652-2022-11-01-2940','S123-12','xSnnwppdyebBDcrz', 'LB')
('SL04652-2022-11-02-2824','S118-16','oYHqnjseBcFQwr', 'SU')
('SL04652-2022-11-02-2827','S118-19','gUsHlHozfyvhmhC', 'UB')
('SL12058-2022-11-01-2908','S122-4','dUgAKXjNXlr', 'LB')
('SL22517-2022-11-01-2802','S117-18','VP', 'MB')
('SL12058-2022-11-01-2909','S122-5','ZRP', 'MB')
('AC04652-2022-11-02-2877','A160-15','vOXYoUYqli', 'UB')
('SL04652-2022-11-02-2831','S118-23','mugGAjPImCma', 'SL')
('SL04652-2022-11-02-2834','S119-2','JAp', 'MB')
('AC12058-2022-11-01-2821','A157-13','XbLHvW', 'LB')
('AC04652-2022-11-01-2850','A159-6','bnwvs', 'SU')
('AC04652-2022-11-01-2851','A159-7','rtYQWbGXyhc', 'LB')
('AC04652-2022-11-02-2884','A161-4','xqpqZAZjagmjwTWJ', 'UB')
('AC22517-2022-11-01-2822','A157-14','mKmPNRUC', 'LB')
('AC04652-2022-11-02-2885','A161-5','sOiMRWJFXAgRwp', 'SL')
('SL12058-2022-11-01-2917','S122-13','IVI', 'MB')
('SL04652-2022-11-01-2950','S123-22','OgUmy', 'UB')
('SL04652-2022-11-02-2837','S119-5','ozCNdrCOFOKVrxA', 'MB')
('AC22517-2022-11-02-2905','A162-7','JfCdcaFuQX', 'LB')
('AC04652-2022-11-02-2887','A161-7','VozYxf', 'LB')
('AC04652-2022-11-01-2854','A159-10','auu', 'UB')
('AC22517-2022-11-02-2908','A162-10','NtVdL', 'UB')
('SL22517-2022-11-02-2907','S122-3','ZqHgAADSEMFTIQ', 'UB')
('AC12058-2022-11-01-2829','A158-3','BMPAuDIwwyTSsTN', 'UB')
('AC22517-2022-11-02-2910','A162-12','jnOaJYRG', 'SU')
('AC22517-2022-11-01-2826','A157-18','zTVeVTwgPQqIH', 'SU')
('SL04652-2022-11-01-2955','S124-3','FqJPFexCJnSmXZDF', 'UB')
('SL22517-2022-11-02-2908','S122-4','ZJaU', 'LB')
('SL04652-2022-11-01-2956','S124-4','YuUufLuOTmf', 'LB')
('AC04652-2022-11-01-2855','A159-11','seMlcbuqWODG', 'SL')
('SL22517-2022-11-02-2909','S122-5','jsdfCHncjO', 'MB')
('SL12058-2022-11-01-2926','S122-22','oTVbEQ', 'UB')
('AC04652-2022-11-02-2892','A161-12','EDJIQOv', 'SU')
('SL22517-2022-11-02-2911','S122-7','LRofR', 'SL')
('AC12058-2022-11-01-2840','A158-14','cEWizKICcY', 'LB')
('AC12058-2022-11-01-2841','A158-15','SIGaPyRTg', 'UB')
('AC22517-2022-11-01-2833','A158-7','sU', 'LB')
('SL22517-2022-11-02-2913','S122-9','dKVXbmWx', 'LB')
('SL22517-2022-11-01-2828','S118-20','mLtqmdRKkoJvvVS', 'LB')
('AC04652-2022-11-02-2900','A162-2','VSFtoKTQLY', 'LB')
('AC04652-2022-11-01-2860','A159-16','dVCYBhPfIMlL', 'UB')
('AC04652-2022-11-01-2861','A159-17','MZVdETgifoMa', 'SL')
('SL22517-2022-11-01-2833','S119-1','tebJfjwDBNWNIXFc', 'LB')
('AC22517-2022-11-02-2917','A163-1','ZJvWCWZq', 'LB')
('SL22517-2022-11-02-2917','S122-13','o', 'MB')
('SL12058-2022-11-01-2933','S123-5','ysBjtiOEqOFnSXW', 'MB')
('SL22517-2022-11-01-2839','S119-7','jTtrlNzdSlGqth', 'SL')
('SL12058-2022-11-01-2937','S123-9','pghwHvOUohE', 'LB')
('SL04652-2022-11-02-2851','S119-19','ON', 'UB')
('SL22517-2022-11-01-2844','S119-12','elhbVnvwYXFBG', 'LB')
('AC22517-2022-11-01-2838','A158-12','BWBerVDyOIRc', 'SU')
('SL12058-2022-11-01-2939','S123-11','eERhW', 'UB')
('AC22517-2022-11-02-2921','A163-5','FnfjnwuILHF', 'SL')
('SL22517-2022-11-02-2924','S122-20','sYlBAKqfWWkM', 'LB')
('SL04652-2022-11-02-2853','S119-21','jVxEY', 'MB')
('SL12058-2022-11-01-2940','S123-12','axrxZXlc', 'LB')
('SL12058-2022-11-01-2941','S123-13','stj', 'MB')
('SL22517-2022-11-02-2926','S122-22','crQlaNSfrMMvGhx', 'UB')
('AC22517-2022-11-02-2924','A163-8','eBPZUE', 'LB')
('AC04652-2022-11-02-2910','A162-12','siHrmuwTGKHyK', 'SU')
('SL22517-2022-11-01-2852','S119-20','bDvUIHhlGCatu', 'LB')
('SL12058-2022-11-01-2943','S123-15','vvfwQKiDv', 'SL')
('AC22517-2022-11-02-2927','A163-11','EGAkjhWaxGGXPU', 'SL')
('AC22517-2022-11-01-2842','A158-16','UKZvcRMEoj', 'UB')
('AC22517-2022-11-01-2843','A158-17','NKAhewzlVOwtcxc', 'SL')
('AC04652-2022-11-02-2913','A162-15','QsLWdDkfBJlidkO', 'UB')
('AC22517-2022-11-02-2929','A163-13','YPF', 'LB')
('AC22517-2022-11-02-2930','A163-14','e', 'LB')
('SL22517-2022-11-01-2856','S119-24','Hqrz', 'SU')
('SL22517-2022-11-01-2857','S120-1','kXfUmmVhsKhw', 'LB')
('AC04652-2022-11-01-2883','A161-3','TDbhfanbLcFTcAUI', 'UB')
('AC22517-2022-11-01-2845','A159-1','GYdrTV', 'LB')
('AC04652-2022-11-01-2887','A161-7','M', 'LB')
('AC22517-2022-11-01-2846','A159-2','iKPoISURr', 'LB')
('AC22517-2022-11-01-2847','A159-3','MQ', 'UB')
('AC04652-2022-11-02-2916','A162-18','LrEpysHYZ', 'SU')
('SL22517-2022-11-01-2864','S120-8','n', 'SU')
('SL04652-2022-11-01-2973','S124-21','PnM', 'MB')
('SL22517-2022-11-01-2867','S120-11','ANNvCyLYs', 'UB')
('AC04652-2022-11-01-2891','A161-11','xruSCaard', 'SL')
('SL04652-2022-11-01-2975','S124-23','B', 'SL')
('AC22517-2022-11-02-2937','A164-3','HfSMrtegzOGQ', 'UB')
('AC22517-2022-11-01-2849','A159-5','TfSUvWLLlAO', 'SL')
('AC22517-2022-11-02-2942','A164-8','zmLvXJI', 'LB')
('SL12058-2022-11-01-2950','S123-22','TcqEiFTPZrTuTMRD', 'UB')
('AC22517-2022-11-01-2853','A159-9','aLHgYDgpiqYeK', 'UB')
('AC04652-2022-11-01-2901','A162-3','AqkufWxBzGAQpWx', 'UB')
('SL04652-2022-11-02-2863','S120-7','gcvnHPAynzccJe', 'SL')
('AC22517-2022-11-02-2945','A164-11','TIyNDyfcvJnTlqx', 'SL')
('AC04652-2022-11-01-2904','A162-6','JtZITOkpLKnFjKn', 'SU')
('AC04652-2022-11-02-2923','A163-7','E', 'LB')
('SL04652-2022-11-02-2868','S120-12','OMPcSa', 'LB')
('AC04652-2022-11-02-2924','A163-8','AwHNQNF', 'LB')
('AC12058-2022-11-01-2866','A160-4','pnN', 'UB')
('AC04652-2022-11-01-2907','A162-9','uHXuRpsQ', 'UB')
('SL22517-2022-11-01-2876','S120-20','F', 'LB')
('SL12058-2022-11-01-2957','S124-5','gfZiHCDEpEK', 'MB')
('AC12058-2022-11-01-2869','A160-7','uEYrwiURYWMBjI', 'LB')
('AC22517-2022-11-02-2950','A164-16','PA', 'UB')
('AC12058-2022-11-01-2870','A160-8','G', 'LB')
('SL04652-2022-11-01-2982','S125-6','vuzgZeiXmYm', 'UB')
('SL12058-2022-11-01-2959','S124-7','esth', 'SL')
('SL12058-2022-11-01-2960','S124-8','mCyHxRxMTwWuKWC', 'SU')
('SL22517-2022-11-02-2938','S123-10','yljdEIkgn', 'MB')
('SL04652-2022-11-02-2875','S120-19','AlNNjmyGpviFu', 'UB')
('AC22517-2022-11-02-2952','A164-18','RwQafqm', 'SU')
('SL22517-2022-11-01-2879','S120-23','QOcUZYi', 'SL')
('AC12058-2022-11-01-2873','A160-11','fnWgnQXUK', 'SL')
('SL04652-2022-11-01-2987','S125-11','ANyWpdU', 'UB')
('AC12058-2022-11-01-2876','A160-14','REqhPHSQGanRNY', 'LB')
('SL22517-2022-11-01-2881','S121-1','IVqvFWmKUXdKOHm', 'LB')
('AC04652-2022-11-01-2914','A162-16','idTVPssQNX', 'UB')
('SL22517-2022-11-01-2883','S121-3','AV', 'UB')
('SL22517-2022-11-01-2884','S121-4','zZPlr', 'LB')
('SL22517-2022-11-01-2885','S121-5','tmWiVhyFMrhmcOK', 'MB')
('AC12058-2022-11-01-2879','A160-17','igoijpJUG', 'SL')
('AC22517-2022-11-02-2957','A165-5','CqpKHkx', 'SL')
('AC04652-2022-11-01-2916','A162-18','lUGDirQwvItDChsh', 'SU')
('AC22517-2022-11-02-2961','A165-9','paUpGTLftqLhftD', 'UB')
('AC12058-2022-11-01-2883','A161-3','CUdAeFfx', 'UB')
('AC22517-2022-11-01-2866','A160-4','eBUDF', 'UB')
('SL22517-2022-11-02-2941','S123-13','kxXDzjz', 'MB')
('SL22517-2022-11-01-2889','S121-9','r', 'LB')
('AC22517-2022-11-02-2963','A165-11','CccWWYt', 'SL')
('AC12058-2022-11-01-2888','A161-8','ncdxC', 'LB')
('SL22517-2022-11-01-2895','S121-15','ztFMPHqGV', 'SL')
('SL04652-2022-11-01-3002','S126-2','iYPZXLRpXBybgQgX', 'MB')
('AC22517-2022-11-02-2969','A165-17','ywOymlEncdBbbwh', 'SL')
('SL22517-2022-11-01-2897','S121-17','diSmwlzbqs', 'LB')
('AC22517-2022-11-02-2970','A165-18','XhPBR', 'SU')
('SL04652-2022-11-02-2890','S121-10','lgVExa', 'MB')
('SL04652-2022-11-02-2891','S121-11','tjRKytvLUkKlwV', 'UB')
('SL22517-2022-11-02-2946','S123-18','VaRUNtVKwknMmbXk', 'MB')
('AC04652-2022-11-01-2926','A163-10','dAOEQrRSwIXsfRV', 'UB')
('AC22517-2022-11-02-2972','A166-2','gXbFXsDXXAg', 'LB')
('SL22517-2022-11-02-2947','S123-19','etbLVSBBmQ', 'UB')
('SL04652-2022-11-01-3005','S126-5','UtYy', 'MB')
('SL22517-2022-11-01-2901','S121-21','qIilRgT', 'MB')
('AC04652-2022-11-02-2945','A164-11','l', 'SL')
('SL04652-2022-11-02-2892','S121-12','aFTjaXbjZBrF', 'LB')
('AC04652-2022-11-02-2949','A164-15','sKQacYada', 'UB')
('AC04652-2022-11-01-2932','A163-16','yHbOWwqjzRgn', 'UB')
('AC22517-2022-11-01-2883','A161-3','Vc', 'UB')
('SL04652-2022-11-01-3007','S126-7','riTaBrShb', 'SL')
('SL04652-2022-11-01-3008','S126-8','hjo', 'SU')
('SL22517-2022-11-02-2954','S124-2','Xh', 'MB')
('AC22517-2022-11-01-2886','A161-6','yZqJ', 'SU')
('AC12058-2022-11-01-2899','A162-1','Cyr', 'LB')
('SL22517-2022-11-02-2957','S124-5','ZUPeOxroelZ', 'MB')
('AC12058-2022-11-01-2903','A162-5','aPgdrvQyNFA', 'SL')
('AC04652-2022-11-01-2937','A164-3','SM', 'UB')
('SL12058-2022-11-01-2973','S124-21','alEqGRK', 'MB')
('SL04652-2022-11-01-3010','S126-10','fK', 'MB')
('AC04652-2022-11-01-2939','A164-5','rjXROhuqdRpDT', 'SL')
('SL12058-2022-11-01-2975','S124-23','pSgbTu', 'SL')
('AC12058-2022-11-01-2908','A162-10','Yijh', 'UB')
('SL04652-2022-11-02-2902','S121-22','nltCzCXFWa', 'UB')
('SL12058-2022-11-01-2976','S124-24','xT', 'SU')
('AC22517-2022-11-02-2983','A166-13','sLk', 'LB')
('AC22517-2022-11-01-2889','A161-9','tpQTWQGbIyN', 'UB')
('SL04652-2022-11-02-2904','S121-24','O', 'SU')
('AC04652-2022-11-01-2941','A164-7','wqIRgN', 'LB')
('AC04652-2022-11-02-2960','A165-8','fQPEpRqhCOU', 'LB')
('AC12058-2022-11-01-2912','A162-14','RvNyag', 'LB')
('SL04652-2022-11-02-2905','S122-1','LRtSynWScX', 'LB')
('AC22517-2022-11-02-2985','A166-15','TCRdGpuN', 'UB')
('SL22517-2022-11-02-2964','S124-12','na', 'LB')
('SL04652-2022-11-01-3017','S126-17','pZKsJWmce', 'LB')
('SL04652-2022-11-01-3018','S126-18','tND', 'MB')
('SL04652-2022-11-01-3019','S126-19','I', 'UB')
('AC12058-2022-11-01-2914','A162-16','ybWzGfrOXYy', 'UB')
('SL22517-2022-11-01-2915','S122-11','TfYsEqBTbiFuy', 'UB')
('SL22517-2022-11-01-2916','S122-12','BoV', 'LB')
('AC22517-2022-11-01-2895','A161-15','QPMgBtutvSKiaqgZ', 'UB')
('AC04652-2022-11-02-2965','A165-13','oTVnborpsUOp', 'LB')
('SL04652-2022-11-01-3025','S127-1','kqTzqg', 'LB')
('AC22517-2022-11-02-2990','A167-2','OJ', 'LB')
('AC22517-2022-11-02-2991','A167-3','oUGilwmI', 'UB')
('AC04652-2022-11-01-2952','A164-18','MBO', 'SU')
('SL22517-2022-11-01-2922','S122-18','DDQJmSxvmvA', 'MB')
('SL04652-2022-11-01-3028','S127-4','ztHFU', 'LB')
('SL04652-2022-11-01-3029','S127-5','ewuAJFOyqKjaWN', 'MB')
('SL22517-2022-11-02-2976','S124-24','shUK', 'SU')
('AC22517-2022-11-01-2899','A162-1','olKPYHxh', 'LB')
('SL12058-2022-11-01-2986','S125-10','JRFDmcgNkXX', 'MB')
('AC04652-2022-11-02-2970','A165-18','zSeDCpBWbFqecEQ', 'SU')
('AC04652-2022-11-02-2972','A166-2','ZBUlmHreLTilR', 'LB')
('SL12058-2022-11-01-2988','S125-12','HuVyG', 'LB')
('SL22517-2022-11-02-2981','S125-5','VP', 'MB')
('AC22517-2022-11-02-2994','A167-6','uybgUtldzNw', 'SU')
('SL04652-2022-11-02-2917','S122-13','GzZJzuD', 'MB')
('SL22517-2022-11-02-2982','S125-6','ZgfhKjHudsgJu', 'UB')
('SL04652-2022-11-02-2918','S122-14','Su', 'UB')
('SL22517-2022-11-01-2927','S122-23','sWWn', 'SL')
('SL22517-2022-11-02-2984','S125-8','sSAzuyETc', 'SU')
('AC22517-2022-11-02-2997','A167-9','HwxKhNLrnIn', 'UB')
('SL04652-2022-11-01-3037','S127-13','Kk', 'MB')
('SL04652-2022-11-02-2920','S122-16','n', 'SU')
('AC22517-2022-11-02-3000','A167-12','xsCRBnSf', 'SU')
('SL12058-2022-11-01-2994','S125-18','xBGd', 'MB')
('AC12058-2022-11-01-2931','A163-15','Td', 'UB')
('AC22517-2022-11-02-3002','A167-14','JnEKtB', 'LB')
('SL04652-2022-11-02-2922','S122-18','prTAPoVrE', 'MB')
('AC22517-2022-11-02-3004','A167-16','PDYP', 'UB')
('SL12058-2022-11-01-3000','S125-24','HNlXealnqJGwqQQW', 'SU')
('AC22517-2022-11-02-3008','A168-2','gsXjcLNviulTdwb', 'LB')
('AC22517-2022-11-01-2908','A162-10','MawBSyAkyHSc', 'UB')
('SL22517-2022-11-02-2992','S125-16','QAaWOsCzSWKHXj', 'SU')
('AC22517-2022-11-01-2909','A162-11','MoqfjpKiNOK', 'SL')
('AC04652-2022-11-01-2961','A165-9','WXmgokGUw', 'UB')
('SL22517-2022-11-02-2993','S125-17','fcxMkIsurrMB', 'LB')
('AC04652-2022-11-02-2985','A166-15','qupQCEZgYEbv', 'UB')
('AC22517-2022-11-02-3011','A168-5','J', 'SL')
('SL22517-2022-11-01-2934','S123-6','fVLKyKuwUlOiKT', 'UB')
('SL12058-2022-11-01-3004','S126-4','WiVzMCJ', 'LB')
('AC12058-2022-11-01-2937','A164-3','ntSVdjOYVc', 'UB')
('SL04652-2022-11-02-2927','S122-23','rUHOSn', 'SL')
('SL12058-2022-11-01-3006','S126-6','akQ', 'UB')
('AC04652-2022-11-01-2965','A165-13','wbLYGcEGjCdpteAG', 'LB')
('SL04652-2022-11-02-2929','S123-1','PE', 'LB')
('AC22517-2022-11-02-3017','A168-11','TsojqUDStAt', 'SL')
('SL04652-2022-11-02-2930','S123-2','J', 'MB')
('AC04652-2022-11-02-2992','A167-4','bhoVjAMZD', 'UB')
('AC04652-2022-11-02-2994','A167-6','tyEWlc', 'SU')
('AC12058-2022-11-01-2942','A164-8','rw', 'LB')
('SL22517-2022-11-01-2938','S123-10','sRHKXQfEDPvlH', 'MB')
('AC12058-2022-11-01-2943','A164-9','uzLpA', 'UB')
('SL12058-2022-11-01-3011','S126-11','IHAm', 'UB')
('SL04652-2022-11-02-2932','S123-4','EmFIaRXnqs', 'LB')
('SL04652-2022-11-01-3049','S128-1','aaLmdnZceSm', 'LB')
('SL12058-2022-11-01-3013','S126-13','MAffdlNoUBKj', 'MB')
('AC12058-2022-11-01-2946','A164-12','sZNcfJxKQEwukp', 'SU')
('AC22517-2022-11-02-3022','A168-16','nteKBh', 'UB')
('AC04652-2022-11-01-2970','A165-18','WPWUgqVCgmjZIy', 'SU')
('SL04652-2022-11-01-3052','S128-4','DKq', 'LB')
('AC12058-2022-11-01-2948','A164-14','JIKCgyYMaB', 'LB')
('SL22517-2022-11-02-3008','S126-8','qvZqWrYVmTZVuR', 'SU')
('AC04652-2022-11-02-2998','A167-10','QELytNvaKl', 'UB')
('SL22517-2022-11-02-3009','S126-9','MdjxWjzrj', 'LB')
('AC22517-2022-11-01-2916','A162-18','c', 'SU')
('SL12058-2022-11-01-3016','S126-16','nEhixZPpdC', 'SU')
('AC22517-2022-11-01-2917','A163-1','RDex', 'LB')
('SL22517-2022-11-01-2946','S123-18','iJ', 'MB')
('SL22517-2022-11-02-3013','S126-13','AzzfGpvb', 'MB')
('SL22517-2022-11-01-2947','S123-19','nLkvGRumB', 'UB')
('SL22517-2022-11-02-3017','S126-17','veCOHYtiafbkY', 'LB')
('AC22517-2022-11-02-3026','A169-2','VbXBvtEnXhnfgrCq', 'LB')
('SL22517-2022-11-02-3018','S126-18','h', 'MB')
('SL04652-2022-11-02-2938','S123-10','isaVNXx', 'MB')
('AC22517-2022-11-02-3027','A169-3','v', 'UB')
('AC04652-2022-11-01-2976','A166-6','ksCTgneBOuoma', 'SU')
('AC04652-2022-11-01-2977','A166-7','gwaHuXVcmVmlyJL', 'LB')
