('AC04652-2022-11-02-3668','A204-14','gmg', 'LB')
('SL22517-2022-11-02-7914','S330-18','oKaPhlI', 'MB')
('AC04652-2022-11-01-8244','A458-18','ux', 'SU')
('SL04652-2022-11-02-7925','S331-5','tPFCvlLi', 'MB')
('AC12058-2022-11-01-7986','A444-12','iK', 'SU')
('AC12058-2022-11-01-7989','A444-15','LAPhpzaMOYfSOfI', 'UB')
('SL04652-2022-11-02-7931','S331-11','yJnsKnrMOmXoiTg', 'UB')
('AC22517-2022-11-02-8052','A448-6','KefTFRZUU', 'SU')
('SL12058-2022-11-01-7763','S324-11','iCHWkFLnCxNzlB', 'UB')
('SL22517-2022-11-01-7841','S327-17','zLduNB', 'LB')
('AC22517-2022-11-01-8008','A445-16','P', 'UB')
('AC22517-2022-11-01-8009','A445-17','upNOoMHNDUbK', 'SL')
('AC04652-2022-11-02-8092','A450-10','uFMsGKFYJ', 'UB')
('SL04652-2022-11-01-8015','S334-23','FITZ', 'SL')
('AC04652-2022-11-01-8340','A464-6','dHZ', 'SU')
('SL22517-2022-11-02-8021','S335-5','bFsoyouDRok', 'MB')
('SL12058-2022-11-01-7846','S327-22','twDRsxCsbGG', 'UB')
('AC22517-2022-11-02-8130','A452-12','qZRiCybvC', 'SU')
('SL12058-2022-11-01-7848','S327-24','vQ', 'SU')
('AC04652-2022-11-02-8095','A450-13','ylLdkYcjlAUqJso', 'LB')
('SL04652-2022-11-02-8023','S335-7','iFtjZPORnBnnIW', 'SL')
('SL22517-2022-11-02-8032','S335-16','kJluMwVD', 'SU')
('AC04652-2022-11-02-8105','A451-5','A', 'SL')
('SL22517-2022-11-02-8035','S335-19','wGYVFjYXjKKLQ', 'UB')
('AC22517-2022-11-02-8144','A453-8','QoDWCgdYiHpGtrmQ', 'LB')
('SL22517-2022-11-01-7943','S331-23','gRSpfmSDiTfwYV', 'SL')
('AC04652-2022-11-02-8109','A451-9','pOXEipVsVdWa', 'UB')
('SL04652-2022-11-02-8026','S335-10','bKTfrrfkpbthcX', 'MB')
('SL22517-2022-11-02-8038','S335-22','KcBWbDnuI', 'UB')
('AC12058-2022-11-01-8095','A450-13','lztKUTh', 'LB')
('AC22517-2022-11-02-8149','A453-13','PwSA', 'LB')
('SL22517-2022-11-01-7944','S331-24','SkZuHwoxQRBIP', 'SU')
('SL12058-2022-11-01-7876','S329-4','rnjJp', 'LB')
('AC04652-2022-11-02-8113','A451-13','bq', 'LB')
('AC04652-2022-11-02-8117','A451-17','zVLcWQlue', 'SL')
('SL04652-2022-11-01-8048','S336-8','DyYRRWdIcefhs', 'SU')
('AC22517-2022-11-02-8156','A454-2','drIwQgICFHFgG', 'LB')
('AC04652-2022-11-02-8119','A452-1','cve', 'LB')
('SL04652-2022-11-02-8031','S335-15','sgRC', 'SL')
('AC22517-2022-11-01-8080','A449-16','cRsr', 'UB')
('AC04652-2022-11-02-8125','A452-7','falvJlqZQf', 'LB')
('AC22517-2022-11-02-8158','A454-4','UtJ', 'UB')
('SL04652-2022-11-02-8036','S335-20','bEfYtohYUKPN', 'LB')
('AC04652-2022-11-02-8186','A455-14','OGUgmx', 'LB')
('SL04652-2022-11-02-8106','S338-18','vRWUfY', 'MB')
('AC22517-2022-11-02-8230','A458-4','Awu', 'UB')
('SL22517-2022-11-01-8020','S335-4','rkUywf', 'LB')
('AC04652-2022-11-01-8442','A469-18','u', 'SU')
('AC04652-2022-11-01-8443','A470-1','mkYNiyMDtmI', 'LB')
('SL22517-2022-11-01-8034','S335-18','UziYrzO', 'MB')
('SL12058-2022-11-01-7996','S334-4','bbi', 'LB')
('AC22517-2022-11-01-8194','A456-4','p', 'UB')
('SL22517-2022-11-01-8067','S337-3','adcRgdQiAZBnmk', 'UB')
('SL22517-2022-11-01-8068','S337-4','WTD', 'LB')
('SL04652-2022-11-01-8181','S341-21','MS', 'MB')
('SL22517-2022-11-02-8155','S340-19','ecXdQIaXlEH', 'UB')
('SL12058-2022-11-01-8009','S334-17','bncY', 'LB')
('SL04652-2022-11-02-8167','S341-7','PehPXeWAqkqVEcx', 'SL')
('AC22517-2022-11-01-8237','A458-11','H', 'SL')
('AC12058-2022-11-01-8260','A459-16','jVGwQql', 'UB')
('AC04652-2022-11-02-8296','A461-16','mlADfgOrz', 'UB')
('AC04652-2022-11-01-8523','A474-9','kXbCoDwN', 'UB')
('AC22517-2022-11-02-8322','A463-6','SnSZvIrRr', 'SU')
('AC22517-2022-11-02-8341','A464-7','QhJZwVheihzrJ', 'LB')
('AC04652-2022-11-02-8315','A462-17','WPerYe', 'SL')
('AC04652-2022-11-01-8542','A475-10','n', 'UB')
('SL22517-2022-11-01-8139','S340-3','BFrJhGyX', 'UB')
('AC04652-2022-11-01-8549','A475-17','bpwxyxhYsJcAKfk', 'SL')
('SL04652-2022-11-01-8238','S344-6','ycNZ', 'UB')
('SL04652-2022-11-01-8239','S344-7','VKGPRD', 'SL')
('AC22517-2022-11-02-8354','A465-2','nnoV', 'LB')
('AC22517-2022-11-01-8273','A460-11','dGMkTnYcHt', 'SL')
('SL22517-2022-11-01-8177','S341-17','J', 'LB')
('SL04652-2022-11-02-8234','S344-2','MEKqV', 'MB')
('SL22517-2022-11-01-8183','S341-23','NFzcBJsYjIWKYF', 'SL')
('SL04652-2022-11-01-8277','S345-21','UovNOLhy', 'MB')
('AC04652-2022-11-01-8586','A477-18','OYzuTKvjAwVkUFZ', 'SU')
('AC04652-2022-11-02-8367','A465-15','ocrjLRxMlzgC', 'UB')
('AC12058-2022-11-01-8335','A464-1','OQmFQOsIpNFty', 'LB')
('AC04652-2022-11-01-8594','A478-8','qUx', 'LB')
('SL12058-2022-11-01-8117','S339-5','pvdylfPpFwN', 'MB')
('SL04652-2022-11-01-8310','S347-6','PLop', 'UB')
('SL22517-2022-11-01-8250','S344-18','TMgidTuFPkI', 'MB')
('SL22517-2022-11-01-8251','S344-19','hiecOayjygFmd', 'UB')
('SL22517-2022-11-01-8252','S344-20','pDJrWHDCPQEXw', 'LB')
('AC04652-2022-11-02-8432','A469-8','XWLIvdNMOz', 'LB')
('SL12058-2022-11-01-8172','S341-12','qz', 'LB')
('SL22517-2022-11-02-8338','S348-10','QZEMYrcBDOIvor', 'MB')
('SL04652-2022-11-02-8337','S348-9','orgxfIe', 'LB')
('AC04652-2022-11-02-8449','A470-7','JjvxwdXbDcrdaW', 'LB')
('SL04652-2022-11-02-8346','S348-18','HhajpPWLE', 'MB')
('SL04652-2022-11-02-8347','S348-19','FSuHS', 'UB')
('SL22517-2022-11-01-8292','S346-12','yBlDfvHJm', 'LB')
('AC04652-2022-11-01-8683','A483-7','lCT', 'LB')
('SL04652-2022-11-02-8359','S349-7','qIPfqNvABCPZbKPO', 'SL')
('AC22517-2022-11-02-8508','A473-12','Fg', 'SU')
('AC12058-2022-11-01-8409','A468-3','TcRkFIhgxps', 'UB')
('SL04652-2022-11-02-8363','S349-11','VTzJLjCrSR', 'UB')
('AC12058-2022-11-01-8413','A468-7','MpsZ', 'LB')
('AC04652-2022-11-02-8477','A471-17','Dd', 'SL')
('AC04652-2022-11-01-8690','A483-14','EAVcVusDYR', 'LB')
('AC22517-2022-11-01-8425','A469-1','yRddylbHzvNI', 'LB')
('AC04652-2022-11-02-8480','A472-2','fJtpuqN', 'LB')
('AC12058-2022-11-01-8419','A468-13','cwIx', 'LB')
('AC04652-2022-11-01-8702','A484-8','tpqNXzGlETGD', 'LB')
('AC04652-2022-11-01-8703','A484-9','BxpIrB', 'UB')
('SL04652-2022-11-02-8388','S350-12','QEsgyRVzBubsa', 'LB')
('AC12058-2022-11-01-8433','A469-9','u', 'UB')
('AC12058-2022-11-01-8440','A469-16','KYZYgBikWcxaI', 'UB')
('AC22517-2022-11-01-8457','A470-15','tbsVHcpquuH', 'UB')
('AC22517-2022-11-02-8550','A475-18','X', 'SU')
('SL04652-2022-11-01-8415','S351-15','fHPCGKcnsNAjB', 'SL')
('AC22517-2022-11-01-8463','A471-3','ZwEoaDqSdE', 'UB')
('AC12058-2022-11-01-8461','A471-1','EHQdYOSYe', 'LB')
('SL04652-2022-11-01-8427','S352-3','K', 'UB')
('AC22517-2022-11-02-8605','A479-1','kIU', 'LB')
('AC12058-2022-11-01-8537','A475-5','oSanDVERONoU', 'SL')
('AC04652-2022-11-01-8804','A490-2','sxMeMAQfj', 'LB')
('AC12058-2022-11-01-8541','A475-9','X', 'UB')
('AC22517-2022-11-01-8543','A475-11','po', 'SL')
('AC22517-2022-11-01-8559','A476-9','NUcedzCruOw', 'UB')
('AC22517-2022-11-02-8652','A481-12','XVkJyArKcYT', 'SU')
('AC04652-2022-11-02-8633','A480-11','ZqonlqBbmJ', 'SL')
('AC04652-2022-11-01-8830','A491-10','iTg', 'UB')
('SL04652-2022-11-01-8528','S356-8','bRfmrajvB', 'SU')
('AC12058-2022-11-01-8584','A477-16','tVknTxdNJW', 'UB')
('SL22517-2022-11-02-8512','S355-16','XinUaMyPhZn', 'SU')
('AC04652-2022-11-02-8657','A481-17','GvT', 'SL')
('AC04652-2022-11-01-8878','A494-4','NxtPHcORT', 'UB')
('SL22517-2022-11-01-8512','S355-16','kt', 'SU')
('AC22517-2022-11-01-8632','A480-10','jCRQckfNYk', 'UB')
('AC04652-2022-11-01-8893','A495-1','LpaIVtiP', 'LB')
('AC04652-2022-11-01-8894','A495-2','jJoorXJuCEi', 'LB')
('SL04652-2022-11-01-8575','S358-7','HThNOFTDVFjjGc', 'SL')
('SL12058-2022-11-01-8420','S351-20','iV', 'LB')
('AC12058-2022-11-01-8631','A480-9','tym', 'UB')
('AC22517-2022-11-01-8640','A480-18','ZJhwvWKTS', 'SU')
('AC12058-2022-11-01-8636','A480-14','nlJ', 'LB')
('AC22517-2022-11-01-8642','A481-2','rEAPJOOiuqa', 'LB')
('SL04652-2022-11-01-8583','S358-15','mbWIEuVSFTOQ', 'SL')
('SL22517-2022-11-01-8524','S356-4','YuWGkc', 'LB')
('AC04652-2022-11-01-8899','A495-7','CqJiGlRAZsdONYV', 'LB')
('SL12058-2022-11-01-8444','S352-20','KqouJMRsjAEBS', 'LB')
('AC12058-2022-11-01-8659','A482-1','tHrwLtlnxNddQT', 'LB')
('AC22517-2022-11-01-8666','A482-8','MTmbqSQLKxOoQZ', 'LB')
('SL04652-2022-11-02-8614','S359-22','nHzyvGQUqwcAYQBp', 'UB')
('SL22517-2022-11-02-8586','S358-18','iYXMZKRWNkc', 'MB')
('SL22517-2022-11-01-8583','S358-15','dkJTlXYyen', 'SL')
('SL04652-2022-11-02-8632','S360-16','rmJbigQQN', 'SU')
('SL04652-2022-11-01-8656','S361-16','Mio', 'SU')
('AC12058-2022-11-01-8718','A485-6','TfpDWCZ', 'SU')
('SL04652-2022-11-01-8657','S361-17','AEQ', 'LB')
('SL22517-2022-11-01-8610','S359-18','uQe', 'MB')
('AC04652-2022-11-02-8782','A488-16','tdjbFXwoR', 'UB')
('SL04652-2022-11-01-8658','S361-18','cYflytun', 'MB')
('AC12058-2022-11-01-8721','A485-9','tWJFMlcUnMVmcbGJ', 'UB')
('SL04652-2022-11-01-8659','S361-19','qxzElWlfQAz', 'UB')
('SL04652-2022-11-02-8668','S362-4','ZEIBUkuRKT', 'LB')
('SL12058-2022-11-01-8511','S355-15','hPldoKVZREGkN', 'SL')
('AC12058-2022-11-01-8738','A486-8','iWEn', 'LB')
('SL04652-2022-11-01-8679','S362-15','hy', 'SL')
('SL22517-2022-11-01-8634','S360-18','yBqLDesbIhH', 'MB')
('AC22517-2022-11-01-8751','A487-3','PiVf', 'UB')
('SL22517-2022-11-02-8663','S361-23','havyFzSYpr', 'SL')
('SL22517-2022-11-01-8638','S360-22','bGkoNJJwcf', 'UB')
('AC04652-2022-11-02-8805','A490-3','EMeowhPsqSwJDM', 'UB')
('SL04652-2022-11-02-8699','S363-11','sLCOx', 'UB')
('AC12058-2022-11-01-8743','A486-13','Cdr', 'LB')
('SL22517-2022-11-01-8644','S361-4','DCq', 'LB')
('AC04652-2022-11-02-8808','A490-6','DdMVxrVS', 'SU')
('AC04652-2022-11-01-9063','A504-9','BAFa', 'UB')
('SL22517-2022-11-01-8678','S362-14','YAki', 'UB')
('SL04652-2022-11-02-8738','S365-2','kdkaOAbeNKkkBOqa', 'MB')
('SL04652-2022-11-01-8739','S365-3','ikaQFUgcaFIYGIEs', 'UB')
('AC22517-2022-11-01-8804','A490-2','k', 'LB')
('SL22517-2022-11-01-8703','S363-15','bw', 'SL')
('SL12058-2022-11-01-8590','S358-22','egZSjqcfplkopUM', 'UB')
('AC12058-2022-11-01-8799','A489-15','ExsTCKxiN', 'UB')
('AC12058-2022-11-01-8800','A489-16','pVePtUlSQB', 'UB')
('AC22517-2022-11-02-8870','A493-14','FmuZ', 'LB')
('AC04652-2022-11-01-9091','A506-1','rqPdJNrGxXeLO', 'LB')
('SL04652-2022-11-02-8755','S365-19','ekBu', 'UB')
('SL22517-2022-11-02-8741','S365-5','M', 'MB')
('AC12058-2022-11-01-8829','A491-9','yMA', 'UB')
('SL04652-2022-11-01-8767','S366-7','weJIMRB', 'SL')
('SL04652-2022-11-01-8768','S366-8','BPsiVLxVbDOqlEEn', 'SU')
('SL12058-2022-11-01-8617','S360-1','fheJl', 'LB')
('AC12058-2022-11-01-8833','A491-13','RHPcWuYMAVKN', 'LB')
('SL22517-2022-11-01-8737','S365-1','XWGiLQsizIWmH', 'LB')
('SL22517-2022-11-01-8741','S365-5','ZBhaUblEfEwAlUM', 'MB')
('SL22517-2022-11-01-8747','S365-11','vrvitddV', 'UB')
('SL12058-2022-11-01-8630','S360-14','KHMjHM', 'UB')
('AC12058-2022-11-01-8841','A492-3','M', 'UB')
('SL12058-2022-11-01-8639','S360-23','zXQsrkueqWHskUV', 'SL')
('SL04652-2022-11-01-8783','S366-23','dzeUZzDoXNQ', 'SL')
('AC04652-2022-11-01-9155','A509-11','NsPxbdExhmQ', 'SL')
('SL12058-2022-11-01-8673','S362-9','JtDTdbWIgOFrJJ', 'LB')
('SL04652-2022-11-02-8838','S369-6','bkeAQxpjwaIvDB', 'UB')
('AC04652-2022-11-02-8943','A497-15','ZGYqTnb', 'UB')
('SL04652-2022-11-01-8896','S371-16','CGjauK', 'SU')
('AC12058-2022-11-01-8965','A499-1','YqZkMCRpfKvxVt', 'LB')
('AC22517-2022-11-02-9028','A502-10','TQGRVavEpBhPsvxm', 'UB')
('AC22517-2022-11-01-8982','A499-18','aIblpnaAkzZCIC', 'SU')
('SL04652-2022-11-01-8939','S373-11','ZApv', 'UB')
('AC04652-2022-11-02-9047','A503-11','KOZg', 'SL')
('AC12058-2022-11-01-9002','A501-2','TtQZtaXNB', 'LB')
('SL12058-2022-11-01-8796','S367-12','wDDhY', 'LB')
('SL04652-2022-11-02-8957','S374-5','gXOoOfMemUghmIVQ', 'MB')
('AC04652-2022-11-02-9055','A504-1','eAYUejMudg', 'LB')
('AC04652-2022-11-01-9292','A517-4','SoxtyWVbuvWHg', 'UB')
('AC22517-2022-11-02-9076','A505-4','pAVgnKOvWgcu', 'UB')
('SL22517-2022-11-02-8947','S373-19','u', 'UB')
('SL12058-2022-11-01-8831','S368-23','yWklbOKxyt', 'SL')
('AC04652-2022-11-01-9316','A518-10','OlDITajPkLhWW', 'UB')
('AC12058-2022-11-01-9031','A502-13','kuSLKDiEleh', 'LB')
('AC22517-2022-11-02-9101','A506-11','WwebDJItlGnsibEZ', 'SL')
('AC22517-2022-11-01-9049','A503-13','klBZYn', 'LB')
('AC04652-2022-11-02-9108','A506-18','XepfKkEzCDZkO', 'SU')
('SL22517-2022-11-02-8992','S375-16','ypXa', 'SU')
('AC12058-2022-11-01-9060','A504-6','mGUF', 'SU')
('AC22517-2022-11-01-9184','A511-4','xPqgBGGXDbWrb', 'UB')
('SL22517-2022-11-02-9110','S380-14','nTpnuIWIbVN', 'UB')
('SL04652-2022-11-02-9118','S380-22','uhvjbPjP', 'UB')
('SL04652-2022-11-02-9119','S380-23','WtUwssBgNWwMGrY', 'SL')
('AC12058-2022-11-01-9183','A511-3','MrcMzPeK', 'UB')
('AC04652-2022-11-01-9461','A526-11','knELCUpqD', 'SL')
('AC04652-2022-11-01-9462','A526-12','LwYbxgjHocuGGcp', 'SU')
('AC04652-2022-11-01-9463','A526-13','ZipwPSWxjb', 'LB')
('AC22517-2022-11-02-9288','A516-18','QNbd', 'SU')
('SL04652-2022-11-02-9171','S383-3','DFdumBsSGTrlcxm', 'UB')
('SL04652-2022-11-01-9161','S382-17','TLn', 'LB')
('SL22517-2022-11-02-9164','S382-20','TqUbO', 'LB')
('AC04652-2022-11-01-9553','A531-13','ibRM', 'LB')
('AC04652-2022-11-01-9554','A531-14','YS', 'LB')
('SL22517-2022-11-02-9210','S384-18','lJDLzvcknTI', 'MB')
('AC12058-2022-11-01-9288','A516-18','bCLQ', 'SU')
('AC04652-2022-11-02-9341','A519-17','mbq', 'SL')
('AC22517-2022-11-01-9303','A517-15','FQY', 'UB')
('SL04652-2022-11-01-9198','S384-6','xQbkuEJu', 'UB')
('AC12058-2022-11-01-9293','A517-5','Hrl', 'SL')
('SL12058-2022-11-01-9093','S379-21','XX', 'MB')
('AC22517-2022-11-01-9312','A518-6','elKgzq', 'SU')
('SL22517-2022-11-01-9181','S383-13','iw', 'MB')
('AC04652-2022-11-02-9364','A521-4','VBSeEsPitOc', 'UB')
('AC04652-2022-11-01-9584','A533-8','VzUvCYhi', 'LB')
('SL04652-2022-11-01-9219','S385-3','NUcKECFRvFy', 'UB')
('AC04652-2022-11-01-9588','A533-12','iKJIsskvoAiYT', 'SU')
('SL04652-2022-11-01-9223','S385-7','LXrhVc', 'SL')
('SL12058-2022-11-01-9150','S382-6','LY', 'UB')
('SL04652-2022-11-02-9277','S387-13','HCLMnycoImnV', 'MB')
('AC22517-2022-11-01-9370','A521-10','ugMsFikwUorAGei', 'UB')
('AC12058-2022-11-01-9439','A525-7','vzfDEu', 'LB')
('AC22517-2022-11-02-9481','A527-13','PllWh', 'LB')
('AC04652-2022-11-02-9485','A527-17','tl', 'SL')
('AC22517-2022-11-02-9482','A527-14','AijNR', 'LB')
('SL22517-2022-11-02-9371','S391-11','FOeWQatLAxwQ', 'UB')
('SL04652-2022-11-01-9372','S391-12','jnoCQFamEImeZ', 'LB')
('AC12058-2022-11-01-9445','A525-13','XUZuwF', 'LB')
('SL04652-2022-11-02-9373','S391-13','PTlgeTQsHCjfY', 'MB')
('AC04652-2022-11-01-9730','A541-10','YvhDyqqXHBLBy', 'UB')
('AC22517-2022-11-01-9470','A527-2','wjzkjoSEdJjsW', 'LB')
('SL04652-2022-11-01-9382','S391-22','rXN', 'UB')
('AC04652-2022-11-02-9521','A529-17','NgJHs', 'SL')
('AC04652-2022-11-02-9522','A529-18','bICX', 'SU')
('SL04652-2022-11-02-9413','S393-5','UYWvJIWbGwGnVU', 'MB')
('SL22517-2022-11-01-9357','S390-21','ZDYu', 'MB')
('SL12058-2022-11-01-9292','S388-4','wsSzEw', 'LB')
('AC04652-2022-11-02-9525','A530-3','apLQGX', 'UB')
('SL04652-2022-11-01-9405','S392-21','SkKIC', 'MB')
('AC22517-2022-11-02-9519','A529-15','uxVHfUDgRcWnOZwX', 'UB')
('AC22517-2022-11-02-9521','A529-17','IuWteiHEMvdOgf', 'SL')
('AC22517-2022-11-01-9507','A529-3','chfPIXQaYosxfGp', 'UB')
('SL04652-2022-11-02-9422','S393-14','DNXx', 'UB')
('AC22517-2022-11-02-9533','A530-11','wjVUPgamDWLcyqt', 'SL')
('AC12058-2022-11-01-9505','A529-1','HiliiOk', 'LB')
('AC12058-2022-11-01-9672','A538-6','JtUA', 'SU')
('AC04652-2022-11-02-9678','A538-12','b', 'SU')
('AC12058-2022-11-01-9683','A538-17','qeFp', 'SL')
('SL04652-2022-11-02-9586','S400-10','fMO', 'MB')
('AC04652-2022-11-01-9946','A553-10','hLlbug', 'UB')
('SL22517-2022-11-02-9636','S402-12','wxIp', 'LB')
('SL04652-2022-11-02-9615','S401-15','PTRFIzSK', 'SL')
('AC04652-2022-11-02-9715','A540-13','UPjPueKD', 'LB')
('AC04652-2022-11-02-9782','A544-8','Nnu', 'LB')
('AC04652-2022-11-02-9783','A544-9','rZlY', 'UB')
('AC22517-2022-11-01-9768','A543-12','hbOOwbawd', 'SU')
('SL04652-2022-11-02-9686','S404-14','IaRVzuNTgrpCJyxC', 'UB')
('AC12058-2022-11-01-9800','A545-8','vHNaWytCtCEzYBp', 'LB')
('SL04652-2022-11-02-9688','S404-16','NhFZrNcp', 'SU')
('SL12058-2022-11-01-9547','S398-19','rMrzxcjHB', 'UB')
('SL12058-2022-11-01-9548','S398-20','HqvTNmBLRlT', 'LB')
('AC22517-2022-11-01-9791','A544-17','t', 'SL')
('SL22517-2022-11-02-9725','S406-5','beI', 'MB')
('AC22517-2022-11-02-9833','A547-5','zJZkZiQp', 'SL')
('SL22517-2022-11-02-9728','S406-8','btplAFJQ', 'SU')
('AC22517-2022-11-01-9797','A545-5','n', 'SL')
('AC04652-2022-11-01-10040','A558-14','KPJmmeiruwBZ', 'LB')
('SL04652-2022-11-02-9703','S405-7','jlhSs', 'SL')
('AC04652-2022-11-01-10041','A558-15','bVDEiqrzfnEnR', 'UB')
('AC12058-2022-11-01-9820','A546-10','yrXjVtN', 'UB')
('SL12058-2022-11-01-9561','S399-9','u', 'LB')
('AC22517-2022-11-02-9845','A547-17','XVb', 'SL')
('SL12058-2022-11-01-9565','S399-13','hUAoCtvmCcWNfcuO', 'MB')
('AC12058-2022-11-01-9827','A546-17','YQfTHtPmU', 'SL')
('AC04652-2022-11-01-10046','A559-2','QrUM', 'LB')
('AC04652-2022-11-01-10047','A559-3','Yn', 'UB')
('AC04652-2022-11-02-9823','A546-13','uEMxrAbcDfWAk', 'LB')
('SL04652-2022-11-02-9718','S405-22','Tui', 'UB')
('SL04652-2022-11-02-9726','S406-6','zdrL', 'UB')
('SL22517-2022-11-02-9760','S407-16','AhsNyAhc', 'SU')
('SL22517-2022-11-02-9761','S407-17','eRAxsgyoIMoGpw', 'LB')
('SL22517-2022-11-02-9878','S412-14','wsvk', 'UB')
('AC04652-2022-11-01-10168','A565-16','zmAi', 'UB')
('SL12058-2022-11-01-9698','S405-2','PIdGIEvQUgeao', 'MB')
('SL22517-2022-11-01-9780','S408-12','wfamVAGNivo', 'LB')
('AC04652-2022-11-02-9968','A554-14','Mx', 'LB')
('SL22517-2022-11-02-9886','S412-22','mCpyHf', 'UB')
('SL22517-2022-11-02-9887','S412-23','trFsMyplFuMM', 'SL')
('SL12058-2022-11-01-9702','S405-6','TbeIWhKCjPrYKRa', 'UB')
('SL22517-2022-11-02-9888','S412-24','cHhPGCaxhY', 'SU')
('AC12058-2022-11-01-9956','A554-2','NPbj', 'LB')
('SL04652-2022-11-02-9861','S411-21','YVd', 'MB')
('AC22517-2022-11-01-9973','A555-1','yfapujwwojxiN', 'LB')
('SL22517-2022-11-01-9804','S409-12','WdfoQnIcgAEFsEg', 'LB')
('SL12058-2022-11-01-9733','S406-13','ZSYuNRxtWnlQgG', 'MB')
('AC04652-2022-11-01-10201','A567-13','jHlmjTeAwApAWN', 'LB')
('AC12058-2022-11-01-9994','A556-4','rKaTVs', 'UB')
('SL22517-2022-11-02-9916','S414-4','Kx', 'LB')
('AC12058-2022-11-01-9998','A556-8','N', 'LB')
('SL12058-2022-11-01-9796','S409-4','LiFfGuqqcYLae', 'LB')
('AC12058-2022-11-01-10054','A559-10','GZmrcFZIQGmteaR', 'UB')
('AC22517-2022-11-01-10050','A559-6','pfZgsLW', 'SU')
('AC12058-2022-11-01-10067','A560-5','HfkqILMElNoRg', 'SL')
('SL12058-2022-11-01-9826','S410-10','Z', 'MB')
('AC04652-2022-11-02-10083','A561-3','GlDPexB', 'UB')
('SL12058-2022-11-01-9832','S410-16','PZMmS', 'SU')
('SL22517-2022-11-02-9987','S417-3','HZffNcyT', 'UB')
('SL12058-2022-11-01-9840','S410-24','lDYUtXGEYqmdSY', 'SU')
('SL04652-2022-11-01-9956','S415-20','ngOvObIsuN', 'LB')
('SL12058-2022-11-01-9842','S411-2','xGjR', 'MB')
('AC12058-2022-11-01-10091','A561-11','lBgEaSIn', 'SL')
('AC04652-2022-11-02-10100','A562-2','ilc', 'LB')
('AC04652-2022-11-01-10300','A573-4','F', 'UB')
('AC12058-2022-11-01-10101','A562-3','xnYYgQjLxkF', 'UB')
('AC04652-2022-11-02-10107','A562-9','ovjZsEtmJrAHCFq', 'UB')
('SL12058-2022-11-01-9850','S411-10','fDbIzBvP', 'MB')
('AC12058-2022-11-01-10102','A562-4','AFAMbPSy', 'UB')
('SL22517-2022-11-02-10009','S418-1','HzBUnUqcFPyz', 'LB')
('AC04652-2022-11-02-10111','A562-13','vqzenCJO', 'LB')
('AC22517-2022-11-02-10142','A564-8','DbfeHAWovaIgysS', 'LB')
('AC04652-2022-11-01-10318','A574-4','R', 'UB')
('AC04652-2022-11-01-10319','A574-5','ZJipbpAENKem', 'SL')
('SL04652-2022-11-02-10014','S418-6','cFJybO', 'UB')
('SL12058-2022-11-01-9863','S411-23','nNnPPoWKZIqQhq', 'SL')
('SL04652-2022-11-01-9982','S416-22','GlSnGuHdshNKOye', 'UB')
('AC12058-2022-11-01-10124','A563-8','ZIdUTmKjhTDGRf', 'LB')
('AC12058-2022-11-01-10125','A563-9','Pc', 'UB')
('SL04652-2022-11-02-10034','S419-2','rJhO', 'MB')
('SL22517-2022-11-02-10034','S419-2','JkRawljCpPaHhss', 'MB')
('AC22517-2022-11-02-10157','A565-5','CIUzKZuzNjnIM', 'SL')
('SL12058-2022-11-01-9876','S412-12','iXtLCo', 'LB')
('SL22517-2022-11-01-9941','S415-5','CgMWzVgNVhQzzE', 'MB')
('SL22517-2022-11-01-9948','S415-12','ZLzCDziKTW', 'LB')
('AC04652-2022-11-01-10351','A576-1','DWakl', 'LB')
('AC04652-2022-11-02-10168','A565-16','N', 'UB')
('SL12058-2022-11-01-9904','S413-16','kbUpfme', 'SU')
('SL04652-2022-11-01-10030','S418-22','Wk', 'UB')
('SL22517-2022-11-02-10062','S420-6','hFFEngZh', 'UB')
('AC22517-2022-11-02-10185','A566-15','BhghfHka', 'UB')
('AC22517-2022-11-01-10150','A564-16','ZnhYOWkCStZj', 'UB')
('SL04652-2022-11-01-10034','S419-2','tQLFyldkCMhc', 'MB')
('SL22517-2022-11-01-9963','S416-3','CSIMLJJdCrmOuWK', 'UB')
('AC04652-2022-11-02-10179','A566-9','ObxUGVjSyJzyV', 'UB')
('SL04652-2022-11-01-10040','S419-8','vKU', 'SU')
('AC22517-2022-11-01-10158','A565-6','ROBCvF', 'SU')
('AC12058-2022-11-01-10178','A566-8','EuVkjiFlbo', 'LB')
('AC04652-2022-11-02-10184','A566-14','kLeRYo', 'LB')
('AC04652-2022-11-01-10368','A576-18','hnlamr', 'SU')
('AC04652-2022-11-01-10369','A577-1','WgFiGpAYlswApBoU', 'LB')
('AC12058-2022-11-01-10182','A566-12','la', 'SU')
('AC12058-2022-11-01-10183','A566-13','IRBSJrDwVICSVSEZ', 'LB')
('SL04652-2022-11-01-10047','S419-15','QNQhPNoxpppRxQg', 'SL')
('AC04652-2022-11-01-10376','A577-8','jCuWYHQHBr', 'LB')
('AC12058-2022-11-01-10192','A567-4','zEQHJF', 'UB')
('AC04652-2022-11-01-10387','A578-1','hfVvyGolqiwQvD', 'LB')
('SL22517-2022-11-01-9984','S416-24','JaAMzriuQEaIdG', 'SU')
('SL04652-2022-11-01-10061','S420-5','gqL', 'MB')
('SL22517-2022-11-01-9987','S417-3','SKdUjgHF', 'UB')
('AC12058-2022-11-01-10220','A568-14','GADakcBx', 'LB')
