('AC04652-2022-11-02-10','A1-10','yCMMMPySpqVv', 'UB')
('SL12058-2022-11-01-7131','S298-3','xZQRQmfMcpUMIza', 'UB')
('AC12058-2022-11-01-7183','A400-1','PhjovVusfssvg', 'LB')
('SL04652-2022-11-02-7204','S301-4','sXZuaVKPTQZgRL', 'LB')
('SL12058-2022-11-01-7135','S298-7','QY', 'SL')
('SL22517-2022-11-02-7201','S301-1','SQikoEVjZpq', 'LB')
('SL04652-2022-11-02-7206','S301-6','Sgh', 'UB')
('SL04652-2022-11-01-7112','S297-8','eymVGjUDpkNOMxnU', 'SU')
('AC12058-2022-11-01-7188','A400-6','HPUJqzVsNGQUVSS', 'SU')
('SL12058-2022-11-01-7138','S298-10','mivZ', 'MB')
('SL12058-2022-11-01-7140','S298-12','FfbXGbh', 'LB')
('AC04652-2022-11-02-7091','A394-17','xpOXKhgbDuv', 'SL')
('AC22517-2022-11-02-7256','A404-2','qYbWamdIHNfsU', 'LB')
('AC04652-2022-11-02-7110','A395-18','HEiVTjnRgd', 'SU')
('AC22517-2022-11-01-7072','A393-16','tjRRjUVsLnHDZ', 'UB')
('AC12058-2022-11-01-7203','A401-3','ZinyBTsKXiLunIqa', 'UB')
('SL04652-2022-11-02-7229','S302-5','YvRqUMo', 'MB')
('AC22517-2022-11-02-7272','A404-18','ktGZkjbmZal', 'SU')
('AC22517-2022-11-02-7273','A405-1','fBQTWIQJEywvkL', 'LB')
('SL22517-2022-11-02-7217','S301-17','GwBnuudncIh', 'LB')
('SL04652-2022-11-01-7123','S297-19','zqrGTrUngSTRFu', 'UB')
('AC04652-2022-11-02-7118','A396-8','mgTBCFDLYTMlA', 'LB')
('SL12058-2022-11-01-7161','S299-9','OIevxQADPHIajOA', 'LB')
('AC22517-2022-11-01-7082','A394-8','w', 'LB')
('SL12058-2022-11-01-7165','S299-13','pZu', 'MB')
('AC22517-2022-11-02-7280','A405-8','mm', 'LB')
('AC04652-2022-11-01-7198','A400-16','MzhKSgT', 'UB')
('AC22517-2022-11-01-7086','A394-12','PtSjNI', 'SU')
('SL12058-2022-11-01-7172','S299-20','R', 'LB')
('SL12058-2022-11-01-7177','S300-1','VaoIusDGPcz', 'LB')
('SL22517-2022-11-01-7115','S297-11','cNdlJA', 'UB')
('SL04652-2022-11-01-7135','S298-7','nxU', 'SL')
('AC22517-2022-11-02-7287','A405-15','ByQudpN', 'UB')
('SL12058-2022-11-01-7181','S300-5','LeKnLlts', 'MB')
('AC22517-2022-11-01-7096','A395-4','PQjwerANzOWOWdlw', 'UB')
('AC22517-2022-11-01-7097','A395-5','WtQTuZFn', 'SL')
('AC04652-2022-11-02-7130','A397-2','lCbTwgFdVABhrzW', 'LB')
('AC04652-2022-11-02-7131','A397-3','NX', 'UB')
('AC22517-2022-11-01-7099','A395-7','H', 'LB')
('SL22517-2022-11-02-7236','S302-12','YZBjKKoi', 'LB')
('SL22517-2022-11-02-7237','S302-13','cyNjnarqyXorVdV', 'MB')
('AC22517-2022-11-02-7328','A408-2','p', 'LB')
('SL04652-2022-11-01-7172','S299-20','Jiy', 'LB')
('SL22517-2022-11-01-7156','S299-4','vfkjLqsiOV', 'LB')
('AC22517-2022-11-01-7140','A397-12','rneDNdIMdP', 'SU')
('AC04652-2022-11-01-7258','A404-4','iECPQXxagZLDzEt', 'UB')
('SL12058-2022-11-01-7218','S301-18','yegSrGdHBEMmd', 'MB')
('SL04652-2022-11-01-7178','S300-2','R', 'MB')
('SL22517-2022-11-01-7163','S299-11','kt', 'UB')
('AC22517-2022-11-01-7147','A398-1','CYnJCsQxROtfeZT', 'LB')
('AC22517-2022-11-02-7342','A408-16','p', 'UB')
('SL04652-2022-11-02-7296','S304-24','vWlODpFQasw', 'SU')
('SL22517-2022-11-02-7271','S303-23','YtUm', 'SL')
('SL04652-2022-11-01-7184','S300-8','XTZIWncCl', 'SU')
('AC22517-2022-11-02-7346','A409-2','HlFihJTfjGhhTek', 'LB')
('SL04652-2022-11-02-7301','S305-5','BwWJpurlxT', 'MB')
('AC12058-2022-11-01-7268','A404-14','U', 'LB')
('SL22517-2022-11-02-7274','S304-2','GGRhrEmZtrjrWJBN', 'MB')
('SL04652-2022-11-02-7307','S305-11','wuu', 'UB')
('SL04652-2022-11-02-7308','S305-12','GJwTGVpBq', 'LB')
('AC22517-2022-11-02-7351','A409-7','ajhtENl', 'LB')
('AC12058-2022-11-01-7271','A404-17','DtJobXQTafIBL', 'SL')
('SL04652-2022-11-01-7191','S300-15','Z', 'SL')
('SL22517-2022-11-02-7277','S304-5','TZIKy', 'MB')
('SL22517-2022-11-01-7171','S299-19','YfHArxmEWHwRiL', 'UB')
('SL04652-2022-11-02-7313','S305-17','IO', 'LB')
('AC12058-2022-11-01-7273','A405-1','kcucXsoDDI', 'LB')
('SL04652-2022-11-01-7195','S300-19','KznbMdmh', 'UB')
('SL12058-2022-11-01-7226','S302-2','KWDmlWpwDjnAcmN', 'MB')
('AC22517-2022-11-02-7357','A409-13','HhUiv', 'LB')
('SL04652-2022-11-02-7317','S305-21','XRegt', 'MB')
('SL04652-2022-11-01-7219','S301-19','srC', 'UB')
('SL22517-2022-11-02-7302','S305-6','zHJ', 'UB')
('SL04652-2022-11-01-7221','S301-21','zjKDAGymhMoVvXO', 'MB')
('AC22517-2022-11-02-7385','A411-5','SBjgR', 'SL')
('SL22517-2022-11-02-7304','S305-8','mxw', 'SU')
('SL22517-2022-11-02-7305','S305-9','ewja', 'LB')
('SL04652-2022-11-01-7224','S301-24','V', 'SU')
('SL04652-2022-11-01-7225','S302-1','dzWVMBfK', 'LB')
('AC22517-2022-11-02-7387','A411-7','rNeHKTFXCkK', 'LB')
('SL12058-2022-11-01-7250','S303-2','PPFI', 'MB')
('SL04652-2022-11-02-7338','S306-18','qJeXehLVuV', 'MB')
('AC04652-2022-11-01-7310','A407-2','C', 'LB')
('AC12058-2022-11-01-7307','A406-17','ZHjsyNnDLTtrTh', 'SL')
('SL04652-2022-11-01-7229','S302-5','EzLoLAvTYLj', 'MB')
('SL22517-2022-11-02-7312','S305-16','VZJUMVHXhQVLjF', 'SU')
('SL04652-2022-11-01-7230','S302-6','ue', 'UB')
('AC12058-2022-11-01-7308','A406-18','WYorjcrnFK', 'SU')
('AC22517-2022-11-01-7199','A400-17','RXjL', 'SL')
('SL04652-2022-11-01-7233','S302-9','jg', 'LB')
('AC12058-2022-11-01-7311','A407-3','QL', 'UB')
('AC22517-2022-11-01-7203','A401-3','WmghFDc', 'UB')
('SL12058-2022-11-01-7257','S303-9','hXJj', 'LB')
('AC12058-2022-11-01-7313','A407-5','JzWPqALJ', 'SL')
('SL04652-2022-11-02-7341','S306-21','GFafMQkjPuw', 'MB')
('AC12058-2022-11-01-7316','A407-8','TTtAATHQFPuHSqwN', 'LB')
('SL22517-2022-11-01-7205','S301-5','SqMSjHQLEMc', 'MB')
('SL22517-2022-11-02-7320','S305-24','MPpmoHKTdc', 'SU')
('SL04652-2022-11-02-7343','S306-23','KMOpUMzAeOmGlSc', 'SL')
('AC04652-2022-11-01-7319','A407-11','JCy', 'SL')
('SL12058-2022-11-01-7266','S303-18','Cl', 'MB')
('AC22517-2022-11-02-7411','A412-13','Oqko', 'LB')
('AC22517-2022-11-02-7413','A412-15','VLXu', 'UB')
('SL22517-2022-11-02-7325','S306-5','RCdsYIZJLvgeQgMs', 'MB')
('SL04652-2022-11-01-7244','S302-20','RL', 'LB')
('AC12058-2022-11-01-7327','A408-1','GBxE', 'LB')
('AC04652-2022-11-02-7227','A402-9','xTfBM', 'UB')
('AC22517-2022-11-02-7422','A413-6','IS', 'SU')
('SL04652-2022-11-01-7246','S302-22','WhTuzQbHdP', 'UB')
('AC22517-2022-11-02-7424','A413-8','YVsYrEbiSVInrhfp', 'LB')
('SL04652-2022-11-02-7359','S307-15','rwifgVReXBXJITj', 'SL')
('AC22517-2022-11-02-7429','A413-13','teaXkXCEZR', 'LB')
('AC22517-2022-11-01-7228','A402-10','lbcrGuMaMZZuT', 'UB')
('AC22517-2022-11-02-7431','A413-15','qHZ', 'UB')
('AC04652-2022-11-02-7236','A402-18','LxPzcIhcEiTKf', 'SU')
('SL12058-2022-11-01-7295','S304-23','VzpOzqOmUHyS', 'SL')
('SL22517-2022-11-02-7342','S306-22','hnmgwTwHqAW', 'UB')
('SL22517-2022-11-01-7228','S302-4','vslHv', 'LB')
('SL22517-2022-11-02-7344','S306-24','hBzC', 'SU')
('SL22517-2022-11-02-7346','S307-2','qCnoWGdViLuOOzzp', 'MB')
('SL12058-2022-11-01-7299','S305-3','wNbkPnjnXNMBRmjc', 'UB')
('AC22517-2022-11-02-7457','A415-5','WoJPOpY', 'SL')
('AC12058-2022-11-01-7358','A409-14','dkQxwIl', 'LB')
('AC04652-2022-11-02-7263','A404-9','SLYuP', 'UB')
('SL04652-2022-11-02-7379','S308-11','grjeynRhs', 'UB')
('SL12058-2022-11-01-7315','S305-19','fEuoSjgjP', 'UB')
('AC04652-2022-11-01-7395','A411-15','zX', 'UB')
('SL12058-2022-11-01-7338','S306-18','kXNYgD', 'MB')
('SL04652-2022-11-02-7396','S309-4','SxenLzdFP', 'LB')
('AC22517-2022-11-02-7480','A416-10','iNLqqDx', 'UB')
('AC04652-2022-11-02-7293','A406-3','YbApbFFngMlIskDD', 'UB')
('SL04652-2022-11-02-7403','S309-11','dUrzrFmoWn', 'UB')
('AC12058-2022-11-01-7387','A411-7','xSBLPwmRDPBzU', 'LB')
('SL22517-2022-11-02-7385','S308-17','CtWynFBEx', 'LB')
('AC12058-2022-11-01-7388','A411-8','x', 'LB')
('SL22517-2022-11-01-7273','S304-1','swMSSftAcfkv', 'LB')
('AC12058-2022-11-01-7391','A411-11','bvZXhTFxB', 'SL')
('SL04652-2022-11-02-7406','S309-14','KfjVDIoPBt', 'UB')
('SL22517-2022-11-01-7277','S304-5','HzKA', 'MB')
('SL04652-2022-11-01-7305','S305-9','jEKLfEjoVM', 'LB')
('AC12058-2022-11-01-7398','A411-18','ctaVYjNqSCyNZDfs', 'SU')
('SL22517-2022-11-02-7412','S309-20','vTXxZyQFuhWap', 'LB')
('AC22517-2022-11-01-7320','A407-12','wQxPsb', 'SU')
('AC22517-2022-11-02-7518','A418-12','MgzMSdRxXPLEO', 'SU')
('SL04652-2022-11-01-7323','S306-3','BxihnhcVXf', 'UB')
('AC22517-2022-11-02-7520','A418-14','fqGnoLIStc', 'LB')
('AC22517-2022-11-01-7323','A407-15','rzXVux', 'UB')
('AC12058-2022-11-01-7418','A413-2','ZvBIXunnwAJvFRjW', 'LB')
('AC22517-2022-11-01-7326','A407-18','RdMiUmaRTJ', 'SU')
('SL12058-2022-11-01-7379','S308-11','mgJ', 'UB')
('SL12058-2022-11-01-7383','S308-15','YjrNcvgHDpgSqHg', 'SL')
('SL12058-2022-11-01-7385','S308-17','OCANFWzwG', 'LB')
('SL22517-2022-11-02-7433','S310-17','rYnuxgzrmSBa', 'LB')
('AC04652-2022-11-02-7337','A408-11','MYPBHKKXPBE', 'SL')
('AC22517-2022-11-01-7335','A408-9','jYQRx', 'UB')
('AC04652-2022-11-01-7442','A414-8','hK', 'LB')
('SL04652-2022-11-02-7444','S311-4','RlIBilflmRYed', 'LB')
('AC04652-2022-11-01-7446','A414-12','EjVNHaWb', 'SU')
('AC22517-2022-11-02-7536','A419-12','u', 'SU')
('SL22517-2022-11-01-7316','S305-20','fzZdfL', 'LB')
('SL04652-2022-11-02-7449','S311-9','inIS', 'LB')
('SL04652-2022-11-01-7337','S306-17','lnKn', 'LB')
('AC22517-2022-11-01-7340','A408-14','NoeFuSqZDTYKJs', 'LB')
('AC04652-2022-11-01-7451','A414-17','QRwAeScabkMpm', 'SL')
('SL04652-2022-11-02-7455','S311-15','LoCdmOy', 'SL')
('SL12058-2022-11-01-7393','S309-1','vEAA', 'LB')
('AC22517-2022-11-02-7542','A419-18','FPGKBvtzbhxJps', 'SU')
('AC22517-2022-11-01-7343','A408-17','rqLiugN', 'SL')
('SL12058-2022-11-01-7397','S309-5','loerIqG', 'MB')
('SL12058-2022-11-01-7398','S309-6','vvs', 'UB')
('SL22517-2022-11-02-7442','S311-2','maRNmt', 'MB')
('SL04652-2022-11-01-7342','S306-22','gTsqR', 'UB')
('AC22517-2022-11-01-7345','A409-1','cHXuB', 'LB')
('AC04652-2022-11-02-7351','A409-7','YZmbNyFYlBslrweU', 'LB')
('SL22517-2022-11-01-7327','S306-7','mzKEjhlWJ', 'SL')
('SL12058-2022-11-01-7404','S309-12','cyGLjRyl', 'LB')
('SL04652-2022-11-02-7461','S311-21','PpMIoCokf', 'MB')
('AC22517-2022-11-02-7547','A420-5','OhHmuPy', 'SL')
('AC22517-2022-11-02-7555','A420-13','ScndlWlIIU', 'LB')
('SL04652-2022-11-01-7354','S307-10','XMsDOqICupDfpnq', 'MB')
('AC04652-2022-11-01-7465','A415-13','EKnEegwnnHbfZXW', 'LB')
('AC22517-2022-11-01-7354','A409-10','PdcHabRpMVulUY', 'UB')
('SL22517-2022-11-02-7459','S311-19','JldAJ', 'UB')
('AC22517-2022-11-01-7359','A409-15','hLQJvsBRhCQkl', 'UB')
('AC22517-2022-11-01-7360','A409-16','RBzmBWtOlS', 'UB')
('SL22517-2022-11-02-7462','S311-22','IT', 'UB')
('AC04652-2022-11-02-7365','A410-3','m', 'UB')
('SL04652-2022-11-01-7358','S307-14','jay', 'UB')
('SL22517-2022-11-02-7463','S311-23','KuopoBerhgdQ', 'SL')
('AC22517-2022-11-02-7568','A421-8','tevPwTofnXmxScQ', 'LB')
('AC22517-2022-11-01-7364','A410-2','taK', 'LB')
('AC04652-2022-11-01-7469','A415-17','ScO', 'SL')
('SL22517-2022-11-01-7343','S306-23','NDvuUcqHuW', 'SL')
('SL12058-2022-11-01-7425','S310-9','xdoPudzKHMcX', 'LB')
('AC22517-2022-11-02-7570','A421-10','nqHqsMNgawQbtr', 'UB')
('AC22517-2022-11-01-7365','A410-3','aDZ', 'UB')
('AC12058-2022-11-01-7483','A416-13','XnV', 'LB')
('AC04652-2022-11-02-7384','A411-4','sS', 'UB')
('SL12058-2022-11-01-7440','S310-24','xOlzwVyyV', 'SU')
('SL12058-2022-11-01-7441','S311-1','BGEpayyp', 'LB')
('SL22517-2022-11-02-7481','S312-17','oQqkxvUAjcXHUK', 'LB')
('AC04652-2022-11-01-7488','A416-18','rQLNgDh', 'SU')
('SL04652-2022-11-01-7387','S308-19','haeeScbmhXeuEJqM', 'UB')
('SL04652-2022-11-02-7505','S313-17','uM', 'LB')
('SL22517-2022-11-02-7483','S312-19','xgw', 'UB')
('SL22517-2022-11-02-7484','S312-20','NbCPTGgY', 'LB')
('AC12058-2022-11-01-7493','A417-5','UArgwHkfYorjrvU', 'SL')
('AC04652-2022-11-02-7392','A411-12','K', 'SU')
('SL12058-2022-11-01-7448','S311-8','cX', 'SU')
('SL04652-2022-11-02-7507','S313-19','Iumb', 'UB')
('AC12058-2022-11-01-7495','A417-7','LDlwc', 'LB')
('AC22517-2022-11-02-7603','A423-7','BkDnM', 'LB')
('SL22517-2022-11-02-7490','S313-2','qfEZnQMjyg', 'MB')
('SL12058-2022-11-01-7452','S311-12','BBHi', 'LB')
('AC22517-2022-11-02-7605','A423-9','fuvImwPuXqzjN', 'UB')
('SL04652-2022-11-02-7510','S313-22','tOXCwErJQedxicxa', 'UB')
('AC22517-2022-11-01-7398','A411-18','EfLaWAntXaqLXnS', 'SU')
('SL12058-2022-11-01-7457','S311-17','uwfPJ', 'LB')
('SL12058-2022-11-01-7458','S311-18','vFJgteRpJgQ', 'MB')
('AC04652-2022-11-01-7505','A417-17','Aa', 'SL')
('SL22517-2022-11-02-7499','S313-11','TRtlvFpQZrjxOdR', 'UB')
('SL22517-2022-11-01-7383','S308-15','XwzrvQEFM', 'SL')
('SL12058-2022-11-01-7466','S312-2','nlfFVhuSrLJbqVkK', 'MB')
('AC04652-2022-11-02-7404','A412-6','BnLwQXxlPdekUI', 'SU')
('AC04652-2022-11-02-7405','A412-7','vGEJXMQJIIrz', 'LB')
('AC22517-2022-11-01-7408','A412-10','SzuFg', 'UB')
('SL22517-2022-11-01-7386','S308-18','OGRgaGhYPcBIsg', 'MB')
('AC04652-2022-11-02-7408','A412-10','mAAqlMOdQJrkcAiG', 'UB')
('AC04652-2022-11-01-7524','A418-18','hvRmnxL', 'SU')
('SL22517-2022-11-01-7396','S309-4','H', 'LB')
('SL22517-2022-11-02-7515','S314-3','dcqNPzqyv', 'UB')
('AC22517-2022-11-01-7421','A413-5','dkCXrZbyo', 'SL')
('AC04652-2022-11-01-7534','A419-10','ASeglJWtJkilN', 'UB')
('AC22517-2022-11-01-7424','A413-8','oTfuJrGbO', 'LB')
('AC22517-2022-11-01-7425','A413-9','zhrtxtcWYSPoFMm', 'UB')
('SL22517-2022-11-02-7519','S314-7','OyQAUsJDG', 'SL')
('AC04652-2022-11-01-7538','A419-14','Gokgcw', 'LB')
('AC22517-2022-11-01-7435','A414-1','xoawbXEmoaMnrrx', 'LB')
('SL04652-2022-11-02-7533','S314-21','pVsUqBsllxuTTkw', 'MB')
('AC04652-2022-11-02-7427','A413-11','dfLjtpIM', 'SL')
('AC12058-2022-11-01-7537','A419-13','ipGGQ', 'LB')
('AC12058-2022-11-01-7538','A419-14','XSrXrdErDZOLwOCj', 'LB')
('SL04652-2022-11-02-7538','S315-2','HjcYZRx', 'MB')
('SL22517-2022-11-02-7527','S314-15','YtCkVFdru', 'SL')
('SL12058-2022-11-01-7500','S313-12','TVKKsnlhPSEbnb', 'LB')
('AC04652-2022-11-02-7436','A414-2','xXUNjPkVMa', 'LB')
('AC04652-2022-11-01-7548','A420-6','jbHGtIxyRqt', 'SU')
('AC12058-2022-11-01-7543','A420-1','SpwhYxLcGJ', 'LB')
('AC22517-2022-11-02-7633','A425-1','kDwnP', 'LB')
('AC12058-2022-11-01-7545','A420-3','tRjDLaWuQfKHwVU', 'UB')
('AC04652-2022-11-01-7552','A420-10','GZWH', 'UB')
('SL12058-2022-11-01-7510','S313-22','SKYSfSYIVRzoxNux', 'UB')
('AC22517-2022-11-02-7635','A425-3','ZIzklHNLXeKe', 'UB')
('AC12058-2022-11-01-7547','A420-5','nU', 'SL')
('SL22517-2022-11-02-7534','S314-22','pLFxmPwIk', 'UB')
('AC04652-2022-11-01-7557','A420-15','Pp', 'UB')
('AC04652-2022-11-01-7558','A420-16','gYAhxcttnoVJ', 'UB')
('SL22517-2022-11-01-7428','S310-12','clrivxzyyuMw', 'LB')
('SL22517-2022-11-01-7430','S310-14','crktkMuaFLnwWOO', 'UB')
('AC22517-2022-11-01-7457','A415-5','zBsLrL', 'SL')
('SL04652-2022-11-01-7465','S312-1','bnxvz', 'LB')
('AC12058-2022-11-01-7564','A421-4','jh', 'UB')
('AC04652-2022-11-02-7457','A415-5','gmlCw', 'SL')
('SL22517-2022-11-02-7554','S315-18','rWQuNdBNI', 'MB')
('SL22517-2022-11-01-7448','S311-8','REtSNRlVOaaxvCXD', 'SU')
('AC22517-2022-11-01-7475','A416-5','ckHBQbx', 'SL')
('AC12058-2022-11-01-7571','A421-11','KpZEiAgxv', 'SL')
('AC12058-2022-11-01-7573','A421-13','aRzxFGDdjEeA', 'LB')
('AC04652-2022-11-01-7580','A422-2','fNgkRMQjcJ', 'LB')
('SL22517-2022-11-01-7465','S312-1','qjdp', 'LB')
('AC04652-2022-11-02-7472','A416-2','vjTOvq', 'LB')
('AC22517-2022-11-02-7664','A426-14','gdPNXYnQa', 'LB')
('AC22517-2022-11-01-7487','A416-17','rdxGnbjtD', 'SL')
('AC04652-2022-11-02-7473','A416-3','vV', 'UB')
('AC12058-2022-11-01-7586','A422-8','uGsZbMtpAF', 'LB')
('AC12058-2022-11-01-7587','A422-9','FyKwHCXGtieB', 'UB')
('AC22517-2022-11-02-7667','A426-17','ZZZLa', 'SL')
('SL04652-2022-11-01-7484','S312-20','tmzZHXDqhn', 'LB')
('AC04652-2022-11-01-7599','A423-3','GaNzPvnGBbNuXQS', 'UB')
('AC04652-2022-11-01-7600','A423-4','OYBMEQ', 'UB')
('AC22517-2022-11-02-7672','A427-4','Ua', 'UB')
('SL22517-2022-11-02-7576','S316-16','aCAURC', 'SU')
('SL04652-2022-11-01-7486','S312-22','kEqXfRNKEk', 'UB')
('AC22517-2022-11-02-7675','A427-7','IuT', 'LB')
('AC22517-2022-11-02-7687','A428-1','gaYg', 'LB')
('AC22517-2022-11-02-7688','A428-2','wizvzfGMoLyKdIi', 'LB')
('SL22517-2022-11-01-7485','S312-21','d', 'MB')
('AC12058-2022-11-01-7605','A423-9','UoRVMRMematp', 'UB')
('AC22517-2022-11-02-7692','A428-6','uvAjQgvRsBN', 'SU')
('SL04652-2022-11-02-7593','S317-9','CTqBuHIapZgE', 'LB')
('SL22517-2022-11-01-7490','S313-2','XwVGQdaxE', 'MB')
('SL22517-2022-11-02-7588','S317-4','umUlMzYjSAfhVwG', 'LB')
('AC04652-2022-11-02-7503','A417-15','AhOximPux', 'UB')
('AC22517-2022-11-01-7511','A418-5','u', 'SL')
('SL22517-2022-11-02-7590','S317-6','mjTlQE', 'UB')
('AC22517-2022-11-02-7696','A428-10','eCHrSYTpbZQRLEyx', 'UB')
('AC22517-2022-11-01-7516','A418-10','eLtt', 'UB')
('SL22517-2022-11-01-7495','S313-7','QB', 'SL')
('AC22517-2022-11-02-7701','A428-15','IrqjqcFSSA', 'UB')
('SL22517-2022-11-02-7594','S317-10','uxdPFxqYyb', 'MB')
('AC04652-2022-11-02-7512','A418-6','L', 'SU')
('AC04652-2022-11-02-7513','A418-7','vghCbfqJFgf', 'LB')
('SL12058-2022-11-01-7576','S316-16','hYcALSXcbBmkFAGu', 'SU')
('SL04652-2022-11-02-7600','S317-16','wZiMQuA', 'SU')
('SL22517-2022-11-02-7596','S317-12','VeVXLJ', 'LB')
('SL22517-2022-11-01-7499','S313-11','CSIXqhBIaRbpPHU', 'UB')
('AC12058-2022-11-01-7614','A423-18','MedAHwzBTsg', 'SU')
('SL12058-2022-11-01-7580','S316-20','rCprRfmqZA', 'LB')
('AC04652-2022-11-01-7629','A424-15','xbXmaCsrIClOFnc', 'UB')
('SL04652-2022-11-02-7608','S317-24','urntkbujT', 'SU')
('AC04652-2022-11-02-7524','A418-18','RHyvi', 'SU')
('SL22517-2022-11-01-7511','S313-23','XYUAPXuyumKdXcF', 'SL')
('AC04652-2022-11-02-7526','A419-2','s', 'LB')
('SL04652-2022-11-02-7611','S318-3','zCvfgkjHjGNq', 'UB')
('AC04652-2022-11-02-7528','A419-4','YmlEnkEcEuoxjUC', 'UB')
('SL12058-2022-11-01-7589','S317-5','zKfaSYy', 'MB')
('SL22517-2022-11-02-7607','S317-23','jvCRuX', 'SL')
('SL22517-2022-11-01-7518','S314-6','fipOUidpNMVwM', 'UB')
('AC12058-2022-11-01-7630','A424-16','aVLwVQGFzZ', 'UB')
('SL22517-2022-11-02-7612','S318-4','zGHOpDaJxk', 'LB')
('SL04652-2022-11-01-7524','S314-12','qybND', 'LB')
('AC04652-2022-11-01-7644','A425-12','Aj', 'SU')
('AC22517-2022-11-01-7542','A419-18','NeBdd', 'SU')
('SL04652-2022-11-01-7526','S314-14','KkVdmLf', 'UB')
('AC12058-2022-11-01-7638','A425-6','hkfGLIUB', 'SU')
('SL12058-2022-11-01-7596','S317-12','AqeURzuAjsNgoZn', 'LB')
('AC22517-2022-11-01-7548','A420-6','nHHtSMTNMhAu', 'SU')
('AC04652-2022-11-02-7543','A420-1','hdgZbjD', 'LB')
('SL04652-2022-11-02-7628','S318-20','iw', 'LB')
('SL04652-2022-11-01-7533','S314-21','FqcTGxHBrCCKPBdf', 'MB')
('SL12058-2022-11-01-7604','S317-20','IVj', 'LB')
('AC22517-2022-11-02-7742','A431-2','baLRSOMm', 'LB')
('SL04652-2022-11-01-7538','S315-2','YLviUBrNZiRDwEOk', 'MB')
('AC22517-2022-11-02-7744','A431-4','uQHfkXqUnCmZUO', 'UB')
('SL12058-2022-11-01-7610','S318-2','EJJvkxLVuvn', 'MB')
('AC22517-2022-11-01-7565','A421-5','Qc', 'SL')
('AC12058-2022-11-01-7651','A426-1','FzRwRizMhr', 'LB')
('AC22517-2022-11-02-7755','A431-15','TIMTJhuqZLfBs', 'UB')
('AC12058-2022-11-01-7655','A426-5','dlteUGxyZQXvVvg', 'SL')
('AC12058-2022-11-01-7656','A426-6','vRoeptuhxxBHmij', 'SU')
('SL22517-2022-11-01-7552','S315-16','AqgMWeM', 'SU')
('AC04652-2022-11-02-7563','A421-3','pHNrbjSnMPQw', 'UB')
('SL04652-2022-11-02-7649','S319-17','n', 'LB')
('AC12058-2022-11-01-7660','A426-10','AoPGMauchYJdsAJj', 'UB')
('SL04652-2022-11-01-7560','S315-24','eIzscAXFZcFRUES', 'SU')
('SL04652-2022-11-02-7653','S319-21','eeUxNEioR', 'MB')
('AC04652-2022-11-01-7687','A428-1','wkPGb', 'LB')
('SL22517-2022-11-01-7557','S315-21','fdsVw', 'MB')
('SL22517-2022-11-01-7559','S315-23','Y', 'SL')
('SL04652-2022-11-01-7576','S316-16','VYAurJ', 'SU')
('AC22517-2022-11-01-7600','A423-4','MORpVI', 'UB')
('SL04652-2022-11-01-7578','S316-18','cGZJLxhrJk', 'MB')
('AC22517-2022-11-01-7603','A423-7','dSgMbHRNWUycoqZ', 'LB')
('AC22517-2022-11-02-7777','A433-1','ssUbYjWIOEB', 'LB')
('AC12058-2022-11-01-7677','A427-9','zm', 'UB')
('AC04652-2022-11-02-7578','A421-18','COScRABYXOoN', 'SU')
('AC04652-2022-11-01-7704','A428-18','J', 'SU')
('SL04652-2022-11-02-7670','S320-14','FqDRkcfxXrAyE', 'UB')
('SL04652-2022-11-01-7593','S317-9','h', 'LB')
('AC22517-2022-11-02-7785','A433-9','XnmoJfAGBE', 'UB')
('SL04652-2022-11-01-7595','S317-11','mYQh', 'UB')
('SL04652-2022-11-01-7596','S317-12','sxPrE', 'LB')
('AC22517-2022-11-01-7610','A423-14','MoaQvUwAJMcqTnJO', 'LB')
('SL04652-2022-11-02-7676','S320-20','zxCivjZpjrlrI', 'LB')
('AC12058-2022-11-01-7685','A427-17','MqxNaohjLhkGcoiG', 'SL')
('SL12058-2022-11-01-7640','S319-8','jY', 'SU')
('SL22517-2022-11-01-7582','S316-22','QjnXtRCvCcYkSM', 'UB')
('SL04652-2022-11-01-7603','S317-19','yTHVpWxmZxES', 'UB')
('AC22517-2022-11-02-7791','A433-15','jWOgYTtjnqQ', 'UB')
('SL04652-2022-11-02-7681','S321-1','eaiMhrnIFRTnn', 'LB')
('SL22517-2022-11-01-7589','S317-5','WKwCnPBwcXPz', 'MB')
('SL12058-2022-11-01-7645','S319-13','HBIBS', 'MB')
('AC22517-2022-11-01-7617','A424-3','MC', 'UB')
('AC22517-2022-11-02-7795','A434-1','ebz', 'LB')
('SL12058-2022-11-01-7647','S319-15','FsMotxNKr', 'SL')
('SL12058-2022-11-01-7648','S319-16','dIJQzmA', 'SU')
('SL22517-2022-11-02-7677','S320-21','TlE', 'MB')
('AC22517-2022-11-02-7800','A434-6','zlOwCqDF', 'SU')
('AC04652-2022-11-02-7597','A423-1','ByDcfqKF', 'LB')
('SL12058-2022-11-01-7653','S319-21','sDITfKsE', 'MB')
('AC22517-2022-11-01-7628','A424-14','vMdqazPxOLYe', 'LB')
('SL22517-2022-11-02-7680','S320-24','iIReMb', 'SU')
('SL22517-2022-11-01-7602','S317-18','PYPl', 'MB')
('AC04652-2022-11-01-7725','A430-3','WeBzlJeWk', 'UB')
('AC04652-2022-11-01-7728','A430-6','uflnAHMjUWTFpU', 'SU')
('AC04652-2022-11-01-7729','A430-7','fMXGEQd', 'LB')
