('AC04652-2022-11-02-4','A1-4','hTodfFfgmRzbVt', 'UB')
('AC04652-2022-11-01-2646','A147-18','JKXh', 'SU')
('SL22517-2022-11-01-2591','S108-23','tYxIxQF', 'SL')
('SL04652-2022-11-01-2611','S109-19','r', 'UB')
('SL22517-2022-11-02-2607','S109-15','KMQ', 'SL')
('AC12058-2022-11-01-2593','A145-1','sFIaweMWAYBIYxd', 'LB')
('SL22517-2022-11-02-2610','S109-18','WwFK', 'MB')
('AC22517-2022-11-02-2620','A146-10','kSe', 'UB')
('SL04652-2022-11-01-2624','S110-8','vmCdaODlMbTEaxFt', 'SU')
('SL22517-2022-11-02-2623','S110-7','oWNqmrit', 'SL')
('AC22517-2022-11-02-2629','A147-1','Dko', 'LB')
('AC04652-2022-11-02-2561','A143-5','rpPABxx', 'SL')
('SL22517-2022-11-02-2628','S110-12','kFHZKQdmwY', 'LB')
('SL22517-2022-11-01-2613','S109-21','cgVADbmHMNAHk', 'MB')
('SL04652-2022-11-01-2631','S110-15','uCONbfWdAw', 'SL')
('AC04652-2022-11-02-2564','A143-8','xoShW', 'LB')
('SL12058-2022-11-01-2590','S108-22','HyBwHLDuGw', 'UB')
('SL22517-2022-11-01-2619','S110-3','ER', 'UB')
('SL22517-2022-11-01-2620','S110-4','znwXsHjFDdPF', 'LB')
('AC22517-2022-11-01-2507','A140-5','JdIRHIQWGnw', 'SL')
('SL04652-2022-11-01-2636','S110-20','IreuzRz', 'LB')
('SL22517-2022-11-01-2623','S110-7','XFJzwvyIrLuxQh', 'SL')
('SL22517-2022-11-01-2624','S110-8','K', 'SU')
('AC22517-2022-11-02-2645','A147-17','QxtCnCYgXtO', 'SL')
('SL22517-2022-11-02-2648','S111-8','EP', 'SU')
('AC12058-2022-11-01-2619','A146-9','rRQ', 'UB')
('SL04652-2022-11-01-2643','S111-3','tQQxnlakjKya', 'UB')
('AC04652-2022-11-02-2576','A144-2','AVCLVJCRK', 'LB')
('SL22517-2022-11-02-2653','S111-13','mTdwt', 'MB')
('SL22517-2022-11-01-2630','S110-14','OgzQbeXpS', 'UB')
('AC04652-2022-11-01-2684','A150-2','ogGassW', 'LB')
('AC22517-2022-11-02-2656','A148-10','gvdNtutDClBgkiF', 'UB')
('SL04652-2022-11-01-2650','S111-10','kmABymeaeYK', 'MB')
('SL12058-2022-11-01-2604','S109-12','E', 'LB')
('SL12058-2022-11-01-2606','S109-14','kutzfbjJ', 'UB')
('AC22517-2022-11-02-2663','A148-17','QZX', 'SL')
('SL22517-2022-11-02-2659','S111-19','qRs', 'UB')
('AC04652-2022-11-02-2587','A144-13','oCXlGV', 'LB')
('SL22517-2022-11-01-2638','S110-22','X', 'UB')
('SL12058-2022-11-01-2610','S109-18','Y', 'MB')
('SL04652-2022-11-02-2609','S109-17','KrWhe', 'LB')
('SL22517-2022-11-01-2641','S111-1','CRBKXxrFr', 'LB')
('AC04652-2022-11-01-2699','A150-17','WnQqlGsgzs', 'SL')
('AC04652-2022-11-01-2700','A150-18','zLYeQjaxKuRDBEGv', 'SU')
('AC04652-2022-11-02-2589','A144-15','kKeHsyYhxGuE', 'UB')
('SL04652-2022-11-02-2612','S109-20','Ot', 'LB')
('SL22517-2022-11-01-2646','S111-6','jajmY', 'UB')
('AC22517-2022-11-01-2527','A141-7','awJeoyn', 'LB')
('AC04652-2022-11-02-2590','A144-16','GrbxCZOtYnBQqX', 'UB')
('SL22517-2022-11-01-2649','S111-9','molLwroqMO', 'LB')
('AC04652-2022-11-02-2594','A145-2','iSBCLBoXjPw', 'LB')
('SL22517-2022-11-02-2671','S112-7','jjdLpQe', 'SL')
('SL12058-2022-11-01-2626','S110-10','kgltgUvmn', 'MB')
('SL04652-2022-11-02-2623','S110-7','o', 'SL')
('AC22517-2022-11-02-2685','A150-3','hvmtmcgugLo', 'UB')
('AC04652-2022-11-02-2610','A145-18','cziDIlRhAFjfP', 'SU')
('AC12058-2022-11-01-2659','A148-13','ABK', 'LB')
('AC04652-2022-11-01-2723','A152-5','wly', 'SL')
('SL22517-2022-11-01-2664','S111-24','I', 'SU')
('SL12058-2022-11-01-2649','S111-9','KTFYXMVLfnoQuE', 'LB')
('SL22517-2022-11-01-2690','S113-2','HwMfRgFE', 'MB')
('SL04652-2022-11-02-2661','S111-21','FFXPuKMEkjEuXF', 'MB')
('AC04652-2022-11-02-2635','A147-7','qAKZHLrm', 'LB')
('SL04652-2022-11-02-2664','S111-24','sHrcVrY', 'SU')
('SL04652-2022-11-02-2666','S112-2','xomgmnOPJJqYeLyK', 'MB')
('AC22517-2022-11-01-2563','A143-7','vALvucPmXN', 'LB')
('SL22517-2022-11-02-2707','S113-19','V', 'UB')
('SL22517-2022-11-02-2721','S114-9','PESMRo', 'LB')
('AC12058-2022-11-01-2701','A151-1','forPJlapiy', 'LB')
('AC04652-2022-11-02-2658','A148-12','VVLsQyBn', 'SU')
('SL04652-2022-11-01-2729','S114-17','Adj', 'LB')
('SL22517-2022-11-02-2731','S114-19','dtfeWkzwVIvSJe', 'UB')
('AC04652-2022-11-01-2763','A154-9','aesCnKRcLqribIln', 'UB')
('AC04652-2022-11-02-2662','A148-16','p', 'UB')
('SL04652-2022-11-02-2690','S113-2','kpEEcaQAj', 'MB')
('SL04652-2022-11-01-2733','S114-21','YuyzgnRLtoSKtd', 'MB')
('SL12058-2022-11-01-2687','S112-23','fiosYlFixQtj', 'SL')
('SL04652-2022-11-02-2691','S113-3','vTTQrPngqVLd', 'UB')
('SL04652-2022-11-02-2694','S113-6','esnjP', 'UB')
('AC04652-2022-11-02-2672','A149-8','iNze', 'LB')
('AC12058-2022-11-01-2714','A151-14','OPCtYyIzBcfqiZ', 'LB')
('SL04652-2022-11-01-2740','S115-4','bBEfzuDYXHNzqwz', 'LB')
('AC22517-2022-11-02-2743','A153-7','YCjJkRlREo', 'LB')
('AC12058-2022-11-01-2715','A151-15','KpAof', 'UB')
('AC22517-2022-11-02-2745','A153-9','gMSKMS', 'UB')
('SL22517-2022-11-02-2744','S115-8','o', 'SU')
('AC22517-2022-11-02-2751','A153-15','EDmqIEJhMtArzC', 'UB')
('SL12058-2022-11-01-2704','S113-16','RuWzUWdOap', 'SU')
('SL12058-2022-11-01-2706','S113-18','vedNiipdTdNGZMq', 'MB')
('AC22517-2022-11-01-2597','A145-5','EapvLF', 'SL')
('SL04652-2022-11-02-2716','S114-4','uxjfWRZo', 'LB')
('AC12058-2022-11-01-2746','A153-10','udoNzbTmAp', 'UB')
('SL12058-2022-11-01-2737','S115-1','ZqKgJdItSyEZ', 'LB')
('AC04652-2022-11-02-2723','A152-5','BPARrVMto', 'SL')
('SL22517-2022-11-02-2786','S117-2','zmSgtHwkSLZn', 'MB')
('SL22517-2022-11-01-2773','S116-13','STrrVYF', 'MB')
('AC22517-2022-11-01-2629','A147-1','czDqrjrGZk', 'LB')
('AC12058-2022-11-01-2752','A153-16','ZBwVJtJklmF', 'UB')
('SL04652-2022-11-01-2797','S117-13','qPnIkyg', 'MB')
('AC04652-2022-11-02-2730','A152-12','BOckj', 'SU')
('SL12058-2022-11-01-2752','S115-16','YQLwsYcgoxND', 'SU')
('AC04652-2022-11-02-2735','A152-17','NSVc', 'SL')
('AC04652-2022-11-02-2738','A153-2','kDFBZr', 'LB')
('AC22517-2022-11-02-2795','A156-5','STgGSBtgrQ', 'SL')
('AC12058-2022-11-01-2768','A154-14','UYaxJmCVpOrA', 'LB')
('SL04652-2022-11-01-2804','S117-20','PbsJaNVQuVAgrdM', 'LB')
('AC22517-2022-11-02-2799','A156-9','x', 'UB')
('AC22517-2022-11-02-2805','A156-15','EdS', 'UB')
('AC22517-2022-11-01-2646','A147-18','TnNGirVx', 'SU')
('AC04652-2022-11-02-2765','A154-11','AFODxtxnB', 'SL')
('SL22517-2022-11-02-2817','S118-9','XajFrAi', 'LB')
('AC04652-2022-11-01-2841','A158-15','kPmjYvUtIqwwD', 'UB')
('AC04652-2022-11-01-2843','A158-17','HqpnjoTXfYxkdX', 'SL')
('AC22517-2022-11-02-2863','A160-1','wZey', 'LB')
('AC12058-2022-11-01-2812','A157-4','fyGCDeHoI', 'UB')
('AC04652-2022-11-01-2873','A160-11','fYOzl', 'SL')
('AC22517-2022-11-02-2867','A160-5','OqwGHZqJlSf', 'SL')
('AC04652-2022-11-02-2800','A156-10','wCoqZEx', 'UB')
('SL22517-2022-11-02-2871','S120-15','w', 'SL')
('AC22517-2022-11-02-2872','A160-10','GxmGSi', 'UB')
('SL22517-2022-11-02-2874','S120-18','Z', 'MB')
('AC04652-2022-11-01-2881','A161-1','f', 'LB')
('SL12058-2022-11-01-2818','S118-10','D', 'MB')
('SL04652-2022-11-02-2790','S117-6','cdEyjMMbra', 'UB')
('AC12058-2022-11-01-2825','A157-17','gDy', 'SL')
('SL22517-2022-11-01-2853','S119-21','JRtqyiWlTeGrRmGa', 'MB')
('SL22517-2022-11-01-2861','S120-5','fUjjbMaHV', 'MB')
('SL12058-2022-11-01-2835','S119-3','ZIj', 'UB')
('SL22517-2022-11-02-2930','S123-2','DaHKMUrjLL', 'MB')
('SL04652-2022-11-02-2834','S119-2','axEIiVwsbolZsT', 'MB')
('SL22517-2022-11-02-2932','S123-4','codF', 'LB')
('AC22517-2022-11-02-2943','A164-9','r', 'UB')
('AC22517-2022-11-01-2739','A153-3','cdEObTdHLBtXk', 'UB')
('SL12058-2022-11-01-2886','S121-6','ZjgpetFOmyrgZI', 'UB')
('SL12058-2022-11-01-2887','S121-7','JqDbvkEFcVzF', 'SL')
('AC22517-2022-11-02-2948','A164-14','SIiLTKABHyyp', 'LB')
('AC04652-2022-11-01-2933','A163-17','ONYaolgQ', 'SL')
('AC04652-2022-11-01-2934','A163-18','YTzkhrfbzilQ', 'SU')
('SL04652-2022-11-01-2932','S123-4','KXFeUNN', 'LB')
('AC04652-2022-11-02-2864','A160-2','fznkdVAvBybuDa', 'LB')
('SL12058-2022-11-01-2893','S121-13','PJNGmeLDmGiOhEpE', 'MB')
('AC04652-2022-11-02-2868','A160-6','TWpiDJiKJcqkvnZ', 'SU')
('AC04652-2022-11-02-2914','A162-16','xmNtcxMZXZYdO', 'UB')
('AC12058-2022-11-01-2937','A164-3','birkfWWi', 'UB')
('SL22517-2022-11-02-2999','S125-23','mQNuMYztziuTNfzs', 'SL')
('AC12058-2022-11-01-2948','A164-14','EV', 'LB')
('SL12058-2022-11-01-2934','S123-6','NBHh', 'UB')
('AC04652-2022-11-01-2986','A166-16','lalfMJJbKstVTdk', 'UB')
('AC22517-2022-11-02-3018','A168-12','YUXB', 'SU')
('SL22517-2022-11-02-3007','S126-7','hQDkoEkSx', 'SL')
('SL04652-2022-11-01-2990','S125-14','Yq', 'UB')
('SL22517-2022-11-01-2971','S124-19','eMaZYtTiAUqzQFVD', 'UB')
('AC04652-2022-11-01-2994','A167-6','thkloXYnlbnqa', 'SU')
('AC12058-2022-11-01-2958','A165-6','zE', 'SU')
('SL22517-2022-11-01-2973','S124-21','nmhNHxQcnHuGRJI', 'MB')
('SL12058-2022-11-01-2943','S123-15','lOJhaPSgdg', 'SL')
('AC04652-2022-11-02-2937','A164-3','GXCpMNOwrV', 'UB')
('SL22517-2022-11-02-3017','S126-17','aIDGwjPzYzFqbZ', 'LB')
('SL04652-2022-11-01-2998','S125-22','UgtfoXCu', 'UB')
('SL22517-2022-11-02-3018','S126-18','BVCPpJGLh', 'MB')
('SL12058-2022-11-01-2947','S123-19','zaTS', 'UB')
('SL04652-2022-11-02-2916','S122-12','T', 'LB')
('SL04652-2022-11-02-2919','S122-15','WEDpzETfOVeGJ', 'SL')
('AC12058-2022-11-01-3005','A167-17','MUWTThVSQ', 'SL')
('AC04652-2022-11-02-2977','A166-7','kYmendRrEhL', 'LB')
('SL04652-2022-11-02-2953','S124-1','IHbc', 'LB')
('SL12058-2022-11-01-2983','S125-7','jhUE', 'SL')
('AC12058-2022-11-01-3016','A168-10','QBMJAsczAkQDpCA', 'UB')
('SL22517-2022-11-01-3027','S127-3','goS', 'UB')
('SL04652-2022-11-01-3041','S127-17','WGXRuLnFcacyP', 'LB')
('AC22517-2022-11-01-2868','A160-6','d', 'SU')
('AC12058-2022-11-01-3024','A168-18','B', 'SU')
('AC04652-2022-11-02-3002','A167-14','TXCtzu', 'LB')
('SL12058-2022-11-01-3019','S126-19','jyFGYpnkKIlbu', 'UB')
('SL04652-2022-11-01-3054','S128-6','ExZAHNsOJdPRX', 'UB')
('AC22517-2022-11-02-3105','A173-9','RoDyHkPXCUEiHSuR', 'UB')
('SL22517-2022-11-02-3082','S129-10','nH', 'MB')
('SL22517-2022-11-01-3084','S129-12','O', 'LB')
('SL22517-2022-11-02-3122','S131-2','DtXaTYhyfTJWN', 'MB')
('AC22517-2022-11-02-3155','A176-5','D', 'SL')
('AC22517-2022-11-01-2926','A163-10','GjLpFxzacv', 'UB')
('SL04652-2022-11-02-3030','S127-6','eVftLpLohXGZhvSs', 'UB')
('SL04652-2022-11-01-3108','S130-12','U', 'LB')
('SL04652-2022-11-02-3032','S127-8','mcz', 'SU')
('SL22517-2022-11-01-3091','S129-19','J', 'UB')
('SL22517-2022-11-02-3129','S131-9','TbMalCd', 'LB')
('SL04652-2022-11-02-3035','S127-11','DLDgUwao', 'UB')
('SL22517-2022-11-02-3130','S131-10','TWLzQHrOWEJSYOR', 'MB')
('AC22517-2022-11-01-2934','A163-18','koVArmFFWaK', 'SU')
('SL04652-2022-11-01-3116','S130-20','saHkEvu', 'LB')
('SL22517-2022-11-02-3133','S131-13','d', 'MB')
('AC04652-2022-11-02-3065','A171-5','bmrFjg', 'SL')
('AC04652-2022-11-01-3114','A173-18','DkiLqXmeOYUwiL', 'SU')
('AC04652-2022-11-02-3076','A171-16','vxELAeSifQQldv', 'UB')
('AC22517-2022-11-01-2953','A165-1','UOINcUEQTqwimtnc', 'LB')
('SL12058-2022-11-01-3076','S129-4','aOlRaddETvgczzdO', 'LB')
('AC04652-2022-11-02-3085','A172-7','lkLrDTZrOttUHP', 'LB')
('SL04652-2022-11-01-3136','S131-16','Jzfidofs', 'SU')
('SL22517-2022-11-02-3156','S132-12','sFfAChPG', 'LB')
('SL04652-2022-11-02-3069','S128-21','sVsHcdZfhNBZVM', 'MB')
('SL22517-2022-11-02-3165','S132-21','nRHAzQWJvFrqK', 'MB')
('SL22517-2022-11-02-3167','S132-23','MgAomNsjn', 'SL')
('AC04652-2022-11-02-3099','A173-3','mxrnOukj', 'UB')
('SL04652-2022-11-02-3078','S129-6','xXyTbXaBP', 'UB')
('SL22517-2022-11-01-3130','S131-10','oTqNjKUrkaDBc', 'MB')
('SL04652-2022-11-01-3151','S132-7','ZzCvPKlXFTCMsZ', 'SL')
('SL22517-2022-11-01-3136','S131-16','zdcwBmLKjJtbcNh', 'SU')
('AC12058-2022-11-01-3127','A174-13','fCRNVhkMsrxY', 'LB')
('SL22517-2022-11-02-3176','S133-8','RdTMSCULd', 'SU')
('SL22517-2022-11-02-3181','S133-13','ZdjJnFZIgNaQCIn', 'MB')
('AC22517-2022-11-01-2988','A166-18','BpOacUToneqIqxBX', 'SU')
('SL12058-2022-11-01-3097','S130-1','J', 'LB')
('AC12058-2022-11-01-3136','A175-4','HoObskOaEfLJ', 'UB')
('AC22517-2022-11-01-2992','A167-4','ijvtvvT', 'UB')
('SL22517-2022-11-02-3189','S133-21','tbeXDDVbzv', 'MB')
('SL12058-2022-11-01-3100','S130-4','vgmwhIScDxzIODlG', 'LB')
('SL22517-2022-11-02-3191','S133-23','vRDUgMJAsHiDl', 'SL')
('AC04652-2022-11-01-3153','A176-3','IXLiqNwGRTUXVt', 'UB')
('AC12058-2022-11-01-3142','A175-10','GHhxFBsw', 'UB')
('AC12058-2022-11-01-3143','A175-11','pProCqTIqS', 'SL')
('AC04652-2022-11-02-3126','A174-12','wDsHeDR', 'SU')
('SL22517-2022-11-02-3193','S134-1','hNtWKUc', 'LB')
('AC04652-2022-11-02-3127','A174-13','PRFsNC', 'LB')
('AC22517-2022-11-02-3210','A179-6','amQaDnDqjdBYAw', 'SU')
('AC04652-2022-11-02-3128','A174-14','NgpbwlEVDZtvn', 'LB')
('AC22517-2022-11-01-3003','A167-15','trTbFMGgat', 'UB')
('AC04652-2022-11-02-3132','A174-18','FaEeaIlYXlvZ', 'SU')
('SL04652-2022-11-01-3177','S133-9','Z', 'LB')
('SL04652-2022-11-01-3180','S133-12','nn', 'LB')
('SL04652-2022-11-02-3121','S131-1','HQtETCOKkzZxrMmp', 'LB')
('SL04652-2022-11-01-3190','S133-22','DxVxnZVn', 'UB')
('AC12058-2022-11-01-3163','A176-13','EAfUuJZFKah', 'LB')
('AC22517-2022-11-01-3026','A169-2','cPiUiCqWeuXQ', 'LB')
('AC22517-2022-11-01-3029','A169-5','vN', 'SL')
('AC04652-2022-11-02-3148','A175-16','Tzr', 'UB')
('SL04652-2022-11-01-3193','S134-1','GxWoZCrZKQi', 'LB')
('SL22517-2022-11-02-3214','S134-22','aJd', 'UB')
('SL04652-2022-11-02-3135','S131-15','pZJhXqdiDuKyUng', 'SL')
('AC04652-2022-11-02-3154','A176-4','BZNlmpDmFo', 'UB')
('AC04652-2022-11-01-3187','A178-1','ICfLSK', 'LB')
('SL04652-2022-11-01-3203','S134-11','HMsAxdBYTsD', 'UB')
('SL04652-2022-11-02-3139','S131-19','ByEJEb', 'UB')
('SL12058-2022-11-01-3129','S131-9','qg', 'LB')
('AC12058-2022-11-01-3181','A177-13','tCUsHYLRrhcqQ', 'LB')
('AC04652-2022-11-01-3195','A178-9','WZaIIoXJ', 'UB')
('SL22517-2022-11-02-3225','S135-9','rERIGMW', 'LB')
('AC22517-2022-11-01-3042','A169-18','McZRDVOFZ', 'SU')
('AC12058-2022-11-01-3184','A177-16','MHu', 'UB')
('SL22517-2022-11-02-3227','S135-11','ox', 'UB')
('AC04652-2022-11-01-3202','A178-16','HDISsVdZSjYrWMtI', 'UB')
('SL22517-2022-11-01-3209','S134-17','DTjKeRWFPYzW', 'LB')
('AC04652-2022-11-01-3205','A179-1','MDWokAdohX', 'LB')
('AC04652-2022-11-02-3166','A176-16','qdayeaXlrgT', 'UB')
('SL22517-2022-11-02-3232','S135-16','cbMFNSDzzPVgLprh', 'SU')
('AC12058-2022-11-01-3189','A178-3','KoRPjWvdDy', 'UB')
('AC04652-2022-11-02-3169','A177-1','cnaGPJF', 'LB')
('AC22517-2022-11-01-3058','A170-16','ZrohdpyOjtIfcrbQ', 'UB')
('AC22517-2022-11-01-3059','A170-17','TmNABDDkoCCrx', 'SL')
('SL22517-2022-11-01-3214','S134-22','Hb', 'UB')
('AC12058-2022-11-01-3195','A178-9','opavrADJsQ', 'UB')
('AC22517-2022-11-02-3264','A182-6','UntVVnxRopZC', 'SU')
('SL12058-2022-11-01-3183','S133-15','Z', 'SL')
('SL12058-2022-11-01-3206','S134-14','yreVJgf', 'UB')
('SL22517-2022-11-01-3270','S137-6','QshmpCgYFftmefm', 'UB')
('AC12058-2022-11-01-3262','A182-4','ZOItKGVwx', 'UB')
('SL22517-2022-11-01-3275','S137-11','XbcfOpJVaNen', 'UB')
('SL22517-2022-11-02-3320','S139-8','Qg', 'SU')
('SL12058-2022-11-01-3218','S135-2','FQRTY', 'MB')
('SL22517-2022-11-02-3324','S139-12','dyaUEp', 'LB')
('AC22517-2022-11-02-3333','A186-3','hIBAU', 'UB')
('AC22517-2022-11-01-3146','A175-14','lBeXPRmQLARaPg', 'LB')
('AC04652-2022-11-01-3279','A183-3','eVuyalTf', 'UB')
('AC12058-2022-11-01-3282','A183-6','faPgeBpxvq', 'SU')
('SL22517-2022-11-02-3329','S139-17','GKFBMHyzP', 'LB')
('SL12058-2022-11-01-3225','S135-9','piYmBkewwsTbAuPA', 'LB')
('AC12058-2022-11-01-3285','A183-9','cKIllieBM', 'UB')
('SL04652-2022-11-02-3233','S135-17','T', 'LB')
('AC04652-2022-11-01-3286','A183-10','dMVhNFdPLoizBbc', 'UB')
('AC22517-2022-11-01-3155','A176-5','DTRsjnSsxMHp', 'SL')
('AC22517-2022-11-02-3352','A187-4','FMkp', 'UB')
('AC04652-2022-11-01-3291','A183-15','uD', 'UB')
('SL22517-2022-11-01-3294','S138-6','QkTA', 'UB')
('SL04652-2022-11-01-3318','S139-6','XFLWpIoLNclc', 'UB')
('SL12058-2022-11-01-3242','S136-2','nFPJkCDFtfTdja', 'MB')
('SL04652-2022-11-02-3247','S136-7','kU', 'SL')
('SL22517-2022-11-02-3342','S140-6','ndPb', 'UB')
('AC04652-2022-11-01-3303','A184-9','TLLzrpeHPVrABLg', 'UB')
('AC12058-2022-11-01-3301','A184-7','iKXUdLZbpB', 'LB')
('AC22517-2022-11-02-3369','A188-3','wQIGuPngtMHCR', 'UB')
('SL04652-2022-11-01-3351','S140-15','hKZCZcUBo', 'SL')
('AC22517-2022-11-02-3394','A189-10','uuTwVPcjBBVkKW', 'UB')
('SL22517-2022-11-02-3376','S141-16','ThbOH', 'SU')
('AC04652-2022-11-02-3292','A183-16','SGTriz', 'UB')
('AC22517-2022-11-02-3397','A189-13','lkmPJbqgcXMCzIU', 'LB')
('SL22517-2022-11-02-3380','S141-20','bOVHylA', 'LB')
('AC04652-2022-11-02-3296','A184-2','H', 'LB')
('SL12058-2022-11-01-3279','S137-15','FbzwT', 'SL')
('AC22517-2022-11-02-3400','A189-16','A', 'UB')
('AC22517-2022-11-01-3201','A178-15','WzUFLTDrKyKzRj', 'UB')
('SL22517-2022-11-01-3341','S140-5','Vzaeh', 'MB')
('SL04652-2022-11-01-3369','S141-9','IJiXEq', 'LB')
('SL22517-2022-11-01-3345','S140-9','AYPgzOtpcrMXGiTG', 'LB')
('AC04652-2022-11-02-3307','A184-13','wiajnwLP', 'LB')
('SL22517-2022-11-02-3391','S142-7','xaOFHBhRrfhVXNxB', 'SL')
('SL22517-2022-11-02-3392','S142-8','VywtrghAnVs', 'SU')
('SL22517-2022-11-02-3393','S142-9','AFbgIvR', 'LB')
('SL04652-2022-11-01-3387','S142-3','jlgiyZgdJD', 'UB')
('SL22517-2022-11-02-3412','S143-4','jYsIWSqgHs', 'LB')
('AC22517-2022-11-01-3223','A180-1','XHOabAecIRb', 'LB')
('AC12058-2022-11-01-3363','A187-15','ehAyZrpRoQEIhgg', 'UB')
('AC22517-2022-11-01-3224','A180-2','j', 'LB')
('AC04652-2022-11-02-3326','A185-14','XwPQyAlKETgv', 'LB')
('SL04652-2022-11-01-3395','S142-11','BBVIthjeta', 'UB')
('AC12058-2022-11-01-3371','A188-5','cZUfOdFxHMj', 'SL')
('AC22517-2022-11-02-3432','A191-12','rtgKndbWN', 'SU')
('AC22517-2022-11-02-3433','A191-13','fQKEFdzBHKCP', 'LB')
('SL04652-2022-11-01-3403','S142-19','dtsHiU', 'UB')
('AC22517-2022-11-01-3231','A180-9','axoQuzkwuUwjFnZc', 'UB')
('AC22517-2022-11-01-3232','A180-10','KelylnREfz', 'UB')
('AC04652-2022-11-02-3337','A186-7','lGRbjKPQBu', 'LB')
('SL12058-2022-11-01-3327','S139-15','yAYfxZnJCxXHdHPF', 'SL')
('SL22517-2022-11-02-3425','S143-17','NKaeUdFSFGed', 'LB')
('SL22517-2022-11-02-3426','S143-18','kbVctMvrh', 'MB')
('SL04652-2022-11-02-3321','S139-9','XsgIFKCyi', 'LB')
('AC22517-2022-11-02-3442','A192-4','pbGwHAaGau', 'UB')
('AC04652-2022-11-02-3339','A186-9','tTlYkrNXgaOshcUt', 'UB')
('SL22517-2022-11-02-3431','S143-23','uUCKlwsJyHmAfCy', 'SL')
('SL04652-2022-11-02-3326','S139-14','FgDvAMCwhSi', 'UB')
('AC04652-2022-11-02-3343','A186-13','OKevohiuVTGfcey', 'LB')
('AC12058-2022-11-01-3384','A188-18','GBII', 'SU')
('AC04652-2022-11-01-3395','A189-11','FFwl', 'SL')
('AC04652-2022-11-02-3345','A186-15','ezApKrauWuU', 'UB')
('AC22517-2022-11-02-3454','A192-16','pmXlwtZmI', 'UB')
('SL22517-2022-11-02-3440','S144-8','WBMtN', 'SU')
('AC22517-2022-11-01-3244','A181-4','TZqfpCjzfH', 'UB')
('SL12058-2022-11-01-3345','S140-9','DSc', 'LB')
('AC04652-2022-11-01-3407','A190-5','ZoXzO', 'SL')
('SL22517-2022-11-02-3451','S144-19','KVxRT', 'UB')
('AC22517-2022-11-01-3254','A181-14','AJnGzxNtbTJLTq', 'LB')
('AC04652-2022-11-02-3357','A187-9','XbxminBENl', 'UB')
('AC22517-2022-11-01-3258','A181-18','lFmLMzYlCZ', 'SU')
('AC04652-2022-11-02-3358','A187-10','kTCTLaEk', 'UB')
('SL22517-2022-11-01-3408','S142-24','rmXIaYOgEoWmAP', 'SU')
('AC22517-2022-11-01-3260','A182-2','sn', 'LB')
('SL22517-2022-11-01-3411','S143-3','YzbafGAsBnBIky', 'UB')
('AC22517-2022-11-02-3480','A194-6','KfUuXX', 'SU')
('AC12058-2022-11-01-3415','A190-13','ZeUzhNPM', 'LB')
('SL04652-2022-11-02-3359','S140-23','kFbjPhjDNcOYm', 'SL')
('SL12058-2022-11-01-3365','S141-5','zsGDuWy', 'MB')
('AC04652-2022-11-01-3427','A191-7','RhctHgABNA', 'LB')
('SL04652-2022-11-02-3365','S141-5','desx', 'MB')
('SL22517-2022-11-02-3474','S145-18','QDAYdKmlxxc', 'MB')
('SL04652-2022-11-01-3451','S144-19','EulaFWPzVLExr', 'UB')
('AC12058-2022-11-01-3430','A191-10','VSlWcvsG', 'UB')
('AC22517-2022-11-01-3270','A182-12','RMMawFrIFIGmLlVC', 'SU')
('SL22517-2022-11-01-3422','S143-14','NX', 'UB')
('SL22517-2022-11-01-3423','S143-15','bGvrGk', 'SL')
('SL22517-2022-11-01-3426','S143-18','KMTgqwdwv', 'MB')
('SL04652-2022-11-02-3381','S141-21','WqWTtyeJAhC', 'MB')
('AC22517-2022-11-02-3507','A195-15','DxrJxMjUaWHWkMRP', 'UB')
('AC04652-2022-11-02-3385','A189-1','cjREEMLJBAkZ', 'LB')
('SL04652-2022-11-02-3384','S141-24','j', 'SU')
('SL22517-2022-11-01-3435','S144-3','YsrAqNjpDAzg', 'UB')
('SL22517-2022-11-02-3507','S147-3','VWr', 'UB')
('SL22517-2022-11-02-3509','S147-5','ERet', 'MB')
('SL04652-2022-11-02-3395','S142-11','JkbcaIwxTk', 'UB')
('AC22517-2022-11-02-3525','A196-15','cBtOL', 'UB')
('SL12058-2022-11-01-3408','S142-24','bcRdRnseYoXHX', 'SU')
('AC12058-2022-11-01-3467','A193-11','LFxV', 'SL')
('AC04652-2022-11-02-3401','A189-17','LjBDBHCY', 'SL')
('AC22517-2022-11-01-3300','A184-6','n', 'SU')
('SL22517-2022-11-01-3462','S145-6','ELoMZVCGTQudL', 'UB')
('AC04652-2022-11-01-3478','A194-4','YvKnNPUhvxOkz', 'UB')
('AC04652-2022-11-01-3479','A194-5','NzSLoiV', 'SL')
('AC22517-2022-11-01-3311','A184-17','TdRFiblCV', 'SL')
('SL12058-2022-11-01-3430','S143-22','mVKxqbmkcJipxp', 'UB')
('SL22517-2022-11-01-3471','S145-15','qhkW', 'SL')
('AC22517-2022-11-01-3317','A185-5','bV', 'SL')
('SL22517-2022-11-02-3537','S148-9','KZ', 'LB')
('AC22517-2022-11-02-3544','A197-16','R', 'UB')
('AC04652-2022-11-02-3419','A190-17','SdOyDQRcmuewY', 'SL')
('SL12058-2022-11-01-3431','S143-23','NSg', 'SL')
('SL22517-2022-11-02-3544','S148-16','eEKiexzZhNIKqCcF', 'SU')
('SL04652-2022-11-01-3510','S147-6','X', 'UB')
('SL04652-2022-11-02-3421','S143-13','UE', 'MB')
('SL04652-2022-11-01-3511','S147-7','fCsmj', 'SL')
