('SL22517-2022-11-01-1417','S60-1','KvraX', 'LB')
('AC22517-2022-11-01-4527','A252-9','gaNp', 'UB')
('SL04652-2022-11-02-4455','S186-15','BeBaUk', 'SL')
('SL04652-2022-11-01-4484','S187-20','YhGNVl', 'LB')
('AC12058-2022-11-01-4598','A256-8','GmAEJeyZHIXwy', 'LB')
('SL04652-2022-11-01-4525','S189-13','Yptxkr', 'MB')
('AC04652-2022-11-01-4778','A266-8','BeyEhFfgSFxZrp', 'LB')
('SL22517-2022-11-02-4530','S189-18','eIYzGN', 'MB')
('AC04652-2022-11-02-4644','A258-18','gKPuBqP', 'SU')
('AC22517-2022-11-02-4672','A260-10','fykreIOhZ', 'UB')
('AC22517-2022-11-02-4673','A260-11','hCad', 'SL')
('AC04652-2022-11-02-4645','A259-1','M', 'LB')
('SL04652-2022-11-02-4616','S193-8','WLXPULHgAvGENQ', 'SU')
('SL04652-2022-11-01-4569','S191-9','nZmcnMBVs', 'LB')
('SL22517-2022-11-01-4564','S191-4','KdPmh', 'LB')
('SL12058-2022-11-01-4528','S189-16','crosDKUFvlBHuls', 'SU')
('AC22517-2022-11-01-4686','A261-6','nLNCG', 'SU')
('SL04652-2022-11-02-4628','S193-20','DMgxNXA', 'LB')
('SL04652-2022-11-01-4583','S191-23','QxIGROvOts', 'SL')
('SL22517-2022-11-01-4573','S191-13','YxQ', 'MB')
('SL04652-2022-11-01-4585','S192-1','vqLhkWfUxFzaB', 'LB')
('AC04652-2022-11-01-4839','A269-15','nGyr', 'UB')
('SL04652-2022-11-01-4589','S192-5','bIaVJcQn', 'MB')
('SL12058-2022-11-01-4546','S190-10','TVPECYJohrO', 'MB')
('AC22517-2022-11-01-4695','A261-15','AikepnuTaAD', 'UB')
('SL12058-2022-11-01-4574','S191-14','eyeLRnV', 'UB')
('AC22517-2022-11-01-4706','A262-8','uwHVG', 'LB')
('AC12058-2022-11-01-4686','A261-6','AZAqa', 'SU')
('AC12058-2022-11-01-4687','A261-7','vpQWVmpydEyqP', 'LB')
('AC22517-2022-11-01-4708','A262-10','g', 'UB')
('AC22517-2022-11-01-4764','A265-12','xVYWXjKhdLpEh', 'SU')
('AC22517-2022-11-01-4765','A265-13','nZYvsWlSDAprxTp', 'LB')
('SL22517-2022-11-02-4651','S194-19','C', 'UB')
('AC22517-2022-11-02-4812','A268-6','jESVhjcruWN', 'SU')
('SL12058-2022-11-01-4653','S194-21','tRrSpuuTFfHdn', 'MB')
('SL22517-2022-11-02-4693','S196-13','kMSEzkdfAfe', 'MB')
('AC04652-2022-11-02-4803','A267-15','rktsoga', 'UB')
('AC22517-2022-11-01-4823','A268-17','fMXOxWeFXfaMmwjs', 'SL')
('AC04652-2022-11-02-4808','A268-2','benGIUitEKQe', 'LB')
('SL22517-2022-11-01-4717','S197-13','egTdvmIUKQpdo', 'MB')
('AC22517-2022-11-01-4830','A269-6','UaWJHknhZBDXsEi', 'SU')
('SL22517-2022-11-01-4720','S197-16','rzU', 'SU')
('AC04652-2022-11-01-5021','A279-17','WoalOGCbSVISysf', 'SL')
('SL22517-2022-11-01-4722','S197-18','QEN', 'MB')
('AC04652-2022-11-02-4814','A268-8','X', 'LB')
('SL04652-2022-11-01-4745','S198-17','YAXBdyzP', 'LB')
('AC04652-2022-11-02-4819','A268-13','wZ', 'LB')
('SL22517-2022-11-01-4732','S198-4','zZUB', 'LB')
('AC04652-2022-11-01-5035','A280-13','c', 'LB')
('AC04652-2022-11-02-4821','A268-15','JbNzrd', 'UB')
('SL12058-2022-11-01-4719','S197-15','at', 'SL')
('SL04652-2022-11-01-4767','S199-15','ruwCpJaAcBg', 'SL')
('AC04652-2022-11-02-4889','A272-11','lbhABvsEAHh', 'SL')
('SL04652-2022-11-02-4840','S202-16','QoxcCOo', 'SU')
('SL22517-2022-11-02-4789','S200-13','r', 'MB')
('AC04652-2022-11-02-4892','A272-14','oXYXeyT', 'LB')
('SL12058-2022-11-01-4774','S199-22','fXdoK', 'UB')
('AC22517-2022-11-02-4930','A274-16','RGi', 'UB')
('SL12058-2022-11-01-4775','S199-23','atIlngOdPTpRX', 'SL')
('AC04652-2022-11-02-4893','A272-15','BDtyRunT', 'UB')
('AC04652-2022-11-01-5114','A285-2','kczwFrPLBkW', 'LB')
('AC22517-2022-11-01-4900','A273-4','mOeNcnRSmQ', 'UB')
('SL22517-2022-11-01-4806','S201-6','HhPlOd', 'UB')
('AC12058-2022-11-01-4885','A272-7','Nxke', 'LB')
('SL04652-2022-11-02-4858','S203-10','knpF', 'MB')
('AC22517-2022-11-02-4942','A275-10','kkL', 'UB')
('SL22517-2022-11-02-4803','S201-3','kbaisbVARo', 'UB')
('SL04652-2022-11-02-4861','S203-13','ShTQBEfBkiVsHoTc', 'MB')
('AC22517-2022-11-01-4908','A273-12','ObSNLZJnSGbX', 'SU')
('AC04652-2022-11-01-5126','A285-14','uOOHTcstpxuehEI', 'LB')
('AC22517-2022-11-02-4947','A275-15','WiTKVO', 'UB')
('SL04652-2022-11-02-4864','S203-16','aPoXQlMqeSBS', 'SU')
('AC04652-2022-11-02-4917','A274-3','pUIcuhmJexrj', 'UB')
('SL12058-2022-11-01-4800','S200-24','jPnMpefWOh', 'SU')
('SL22517-2022-11-02-4821','S201-21','KXwXIP', 'MB')
('SL22517-2022-11-02-4883','S204-11','u', 'UB')
('SL04652-2022-11-02-4924','S206-4','W', 'LB')
('SL04652-2022-11-01-4904','S205-8','PnjIhsDCoE', 'SU')
('AC04652-2022-11-01-5205','A290-3','NGjIXYCgHntcfL', 'UB')
('AC12058-2022-11-01-4974','A277-6','EwKo', 'SU')
('AC04652-2022-11-01-5214','A290-12','zEzYfxW', 'SU')
('SL22517-2022-11-01-4917','S205-21','fuEgPAHMT', 'MB')
('SL04652-2022-11-02-4959','S207-15','hOlHTtIQqRFKDLpg', 'SL')
('SL04652-2022-11-01-4943','S206-23','KWxfqzorSsp', 'SL')
('SL12058-2022-11-01-4889','S204-17','vBVBUrtACR', 'LB')
('AC04652-2022-11-01-5243','A292-5','uPJfDubJwzMNx', 'SL')
('SL22517-2022-11-02-4935','S206-15','Qw', 'SL')
('SL04652-2022-11-02-4978','S208-10','o', 'MB')
('AC04652-2022-11-02-5064','A282-6','limt', 'SU')
('SL22517-2022-11-02-4946','S207-2','QvEdFPjRT', 'MB')
('SL04652-2022-11-01-4956','S207-12','NEwcTglfblWrEbl', 'LB')
('SL22517-2022-11-02-4951','S207-7','qiUFZekYfHmPkB', 'SL')
('AC04652-2022-11-02-5091','A283-15','roGnO', 'UB')
('AC04652-2022-11-01-5296','A295-4','rIZazXeXUjH', 'UB')
('SL22517-2022-11-01-4980','S208-12','VWGbdtyw', 'LB')
('AC22517-2022-11-01-5105','A284-11','uDrKxAXEHzkbnLmv', 'SL')
('SL22517-2022-11-02-5004','S209-12','yhglCMwMLz', 'LB')
('SL12058-2022-11-01-4956','S207-12','cC', 'LB')
('SL22517-2022-11-02-5015','S209-23','kOKDfxssiwKalfBg', 'SL')
('SL22517-2022-11-02-5016','S209-24','zWbmkQi', 'SU')
('AC22517-2022-11-02-5169','A288-3','LaPvuwqk', 'UB')
('SL04652-2022-11-01-5032','S210-16','pQFStp', 'SU')
('AC12058-2022-11-01-5095','A284-1','iVjg', 'LB')
('SL04652-2022-11-02-5070','S212-6','hvPZrEtEWCNZ', 'UB')
('AC12058-2022-11-01-5096','A284-2','YbOpd', 'LB')
('AC12058-2022-11-01-5097','A284-3','JUqlsat', 'UB')
('AC12058-2022-11-01-5098','A284-4','wAvCWYMX', 'UB')
('SL22517-2022-11-02-5029','S210-13','MhCk', 'MB')
('AC12058-2022-11-01-5100','A284-6','LxvMbXiT', 'SU')
('SL12058-2022-11-01-4981','S208-13','PQBo', 'MB')
('AC04652-2022-11-02-5161','A287-13','VMEfnviUGP', 'LB')
('SL12058-2022-11-01-4985','S208-17','vIvwjtWdaNg', 'LB')
('SL04652-2022-11-02-5080','S212-16','dXsUyifbfyDggrcJ', 'SU')
('AC04652-2022-11-01-5337','A297-9','ugVtrSJAUI', 'UB')
('AC04652-2022-11-02-5167','A288-1','Jkrcirth', 'LB')
('AC22517-2022-11-01-5141','A286-11','kkmnMtdcA', 'SL')
('AC22517-2022-11-02-5184','A288-18','lDEHyqdVDvmPakgZ', 'SU')
('SL12058-2022-11-01-4987','S208-19','zVjKEttLaj', 'UB')
('AC04652-2022-11-01-5344','A297-16','hXK', 'UB')
('AC22517-2022-11-01-5144','A286-14','Nmmw', 'LB')
('SL04652-2022-11-02-5087','S212-23','jyNWDfOSgo', 'SL')
('SL12058-2022-11-01-4989','S208-21','BCM', 'MB')
('AC22517-2022-11-02-5188','A289-4','SMLAthn', 'UB')
('SL04652-2022-11-01-5051','S211-11','pPQKoctFmiWPViuV', 'UB')
('AC04652-2022-11-01-5348','A298-2','lorRJY', 'LB')
('AC04652-2022-11-01-5349','A298-3','XggBGZAYSBeaJYs', 'UB')
('SL22517-2022-11-02-5081','S212-17','CWhuMnUMVUr', 'LB')
('AC04652-2022-11-02-5230','A291-10','drEJbxDzMDSxBd', 'UB')
('SL04652-2022-11-02-5157','S215-21','zGiYMZUrhwE', 'MB')
('AC12058-2022-11-01-5194','A289-10','kVvoQtibuLnJMPfI', 'UB')
('SL04652-2022-11-01-5120','S214-8','yUR', 'SU')
('AC04652-2022-11-01-5424','A302-6','iLLBUsAAJVEmAM', 'SU')
('SL04652-2022-11-02-5160','S215-24','lRusevsJRzI', 'SU')
('SL04652-2022-11-02-5161','S216-1','oRVPlfMuSLZMaTHf', 'LB')
('AC22517-2022-11-01-5217','A290-15','oL', 'UB')
('AC22517-2022-11-01-5259','A293-3','FR', 'UB')
('SL22517-2022-11-02-5167','S216-7','zynnKvfHkbJckBLd', 'SL')
('AC12058-2022-11-01-5242','A292-4','GhBA', 'UB')
('AC22517-2022-11-01-5262','A293-6','K', 'SU')
('AC22517-2022-11-01-5263','A293-7','jaVJSAGKyRJvYm', 'LB')
('AC22517-2022-11-01-5264','A293-8','phimBHldlGjIR', 'LB')
('AC22517-2022-11-02-5293','A295-1','mjmrHidHOHeiGybT', 'LB')
('AC04652-2022-11-01-5479','A305-7','AbBE', 'LB')
('AC22517-2022-11-01-5267','A293-11','rdRJrIamTaJCqau', 'SL')
('SL22517-2022-11-01-5143','S215-7','lDwEEsBPpweTnGH', 'SL')
('AC12058-2022-11-01-5250','A292-12','wCeKSv', 'SU')
('AC12058-2022-11-01-5251','A292-13','CeutFZaTgtgsEO', 'LB')
('SL04652-2022-11-02-5225','S218-17','lMqUkVwvLevFXFZL', 'LB')
('AC04652-2022-11-01-5520','A307-12','a', 'SU')
('AC04652-2022-11-01-5521','A307-13','TgniWKFxxNs', 'LB')
('SL04652-2022-11-01-5198','S217-14','HhdWMTtIzNXl', 'UB')
('SL22517-2022-11-01-5187','S217-3','GRapVMjd', 'UB')
('AC22517-2022-11-02-5336','A297-8','bvMXGoy', 'LB')
('SL04652-2022-11-02-5260','S220-4','FfsZAHmNhkfoJ', 'LB')
('SL04652-2022-11-02-5261','S220-5','JuajppRhdlZUrS', 'MB')
('SL12058-2022-11-01-5167','S216-7','ukqmNBz', 'SL')
('AC04652-2022-11-02-5342','A297-14','sgGrRna', 'LB')
('SL12058-2022-11-01-5215','S218-7','oegWKCb', 'SL')
('SL22517-2022-11-02-5265','S220-9','iqNFtKOwtjNT', 'LB')
('AC22517-2022-11-02-5389','A300-7','Jie', 'LB')
('AC22517-2022-11-02-5390','A300-8','oBTZzxRWl', 'LB')
('SL22517-2022-11-02-5272','S220-16','IevlvWeNWMQIST', 'SU')
('SL12058-2022-11-01-5225','S218-17','NHfbqQ', 'LB')
('AC22517-2022-11-01-5355','A298-9','yBJoJAoHgk', 'UB')
('AC22517-2022-11-01-5356','A298-10','QuzoWYp', 'UB')
('SL04652-2022-11-01-5259','S220-3','XyjntkgfLwl', 'UB')
('SL22517-2022-11-02-5279','S220-23','JVClywrIhWDOR', 'SL')
('AC22517-2022-11-01-5363','A298-17','zoLxqsvDZep', 'SL')
('SL22517-2022-11-01-5250','S219-18','X', 'MB')
('SL04652-2022-11-01-5268','S220-12','HZwH', 'LB')
('AC22517-2022-11-02-5411','A301-11','dHbK', 'SL')
('AC22517-2022-11-01-5372','A299-8','Sylyhd', 'LB')
('AC12058-2022-11-01-5369','A299-5','weUntjuaFp', 'SL')
('SL22517-2022-11-02-5313','S222-9','vnYCZQiTpqSTfJDx', 'LB')
('AC22517-2022-11-02-5432','A302-14','gXqDCq', 'LB')
('AC04652-2022-11-02-5434','A302-16','vXJuAUesmholk', 'UB')
('AC22517-2022-11-02-5434','A302-16','rhElctcGsKPDAA', 'UB')
('AC04652-2022-11-02-5438','A303-2','jRenREYOrlezn', 'LB')
('SL04652-2022-11-02-5348','S223-20','YMk', 'LB')
('AC04652-2022-11-01-5612','A312-14','eNVlMXizGTP', 'LB')
('AC04652-2022-11-02-5445','A303-9','TrwiyhL', 'UB')
('SL22517-2022-11-01-5289','S221-9','USaQvSeCzIPdZ', 'LB')
('AC04652-2022-11-02-5477','A305-5','PZcFkD', 'SL')
('SL22517-2022-11-01-5315','S222-11','BiemeSTtxXsnbThm', 'UB')
('SL04652-2022-11-02-5387','S225-11','pPmQEurlmt', 'UB')
('AC04652-2022-11-02-5493','A306-3','ijnp', 'UB')
('SL22517-2022-11-02-5410','S226-10','ZgfzTcjvQ', 'MB')
('SL04652-2022-11-02-5447','S227-23','ycuKB', 'SL')
('AC22517-2022-11-01-5506','A306-16','eRCA', 'UB')
('AC12058-2022-11-01-5489','A305-17','qLvrGRG', 'SL')
('SL04652-2022-11-01-5408','S226-8','ueRcnTcndBStka', 'SU')
('SL12058-2022-11-01-5369','S224-17','EAO', 'LB')
('SL04652-2022-11-02-5467','S228-19','NNiSkhKWwzxuy', 'UB')
('AC22517-2022-11-02-5550','A309-6','RSK', 'SU')
('AC12058-2022-11-01-5509','A307-1','rEukYtnVAVUNXaa', 'LB')
('AC04652-2022-11-02-5556','A309-12','qoApUWcGZ', 'SU')
('AC04652-2022-11-02-5567','A310-5','sijjZIP', 'SL')
('AC22517-2022-11-01-5572','A310-10','UFZMkHfRyNN', 'UB')
('SL12058-2022-11-01-5441','S227-17','CcON', 'LB')
('AC22517-2022-11-01-5583','A311-3','yrUuR', 'UB')
('SL04652-2022-11-02-5613','S234-21','JrqAVdmwdugdf', 'MB')
('SL22517-2022-11-01-5550','S232-6','UUt', 'UB')
('SL22517-2022-11-02-5609','S234-17','tOObefUfK', 'LB')
('AC12058-2022-11-01-5688','A316-18','yqDDEgxDbFLxNi', 'SU')
('SL04652-2022-11-01-5605','S234-13','RrMrHjils', 'MB')
('AC04652-2022-11-02-5751','A320-9','MeBZe', 'UB')
('SL04652-2022-11-01-5621','S235-5','Jh', 'MB')
('AC04652-2022-11-02-5762','A321-2','hdc', 'LB')
('AC12058-2022-11-01-5726','A319-2','jzhMz', 'LB')
('AC04652-2022-11-02-5764','A321-4','vPhlwvkryC', 'UB')
('SL12058-2022-11-01-5585','S233-17','fGiXlezlcf', 'LB')
('AC12058-2022-11-01-5733','A319-9','LvtSIJULcII', 'UB')
('SL04652-2022-11-01-5635','S235-19','ew', 'UB')
('SL12058-2022-11-01-5611','S234-19','ZMXfMlYCMJs', 'UB')
('SL04652-2022-11-02-5708','S238-20','v', 'LB')
('SL22517-2022-11-02-5691','S238-3','wELdAuBkgxdsyG', 'UB')
('SL22517-2022-11-02-5692','S238-4','qOc', 'LB')
('SL22517-2022-11-02-5693','S238-5','mdQzHpU', 'MB')
('AC12058-2022-11-01-5779','A322-1','QktdlMdnccnTJKST', 'LB')
('AC12058-2022-11-01-5780','A322-2','OoGxK', 'LB')
('SL04652-2022-11-01-5680','S237-16','pduYbycYEJ', 'SU')
('AC04652-2022-11-01-6012','A334-18','ZlVSwDOxoioz', 'SU')
('SL22517-2022-11-01-5728','S239-16','tAuHeJSdSrrdxP', 'SU')
('AC12058-2022-11-01-5838','A325-6','eXjAXB', 'SU')
('SL04652-2022-11-02-5807','S242-23','bOpURLBW', 'SL')
('AC12058-2022-11-01-5846','A325-14','iFhQkEEdMegwEtxM', 'LB')
('SL22517-2022-11-02-5806','S242-22','T', 'UB')
('SL22517-2022-11-01-5742','S240-6','CzRiYuivcpbJIvXs', 'UB')
('AC04652-2022-11-01-6101','A339-17','FEQjdOCIEe', 'SL')
('SL04652-2022-11-02-5822','S243-14','AmY', 'UB')
('SL04652-2022-11-01-5762','S241-2','CYHRlrsju', 'MB')
('SL22517-2022-11-01-5750','S240-14','rM', 'UB')
('AC12058-2022-11-01-5852','A326-2','yHUKfZnLCkjMPqz', 'LB')
('AC04652-2022-11-02-5927','A330-5','yQ', 'SL')
('SL22517-2022-11-02-5871','S245-15','yJINYSwd', 'SL')
('SL22517-2022-11-01-5809','S243-1','UzRdLdtUc', 'LB')
('AC22517-2022-11-01-5939','A330-17','ThMOsuRuTFSXX', 'SL')
('SL22517-2022-11-02-5888','S246-8','VVFrZkFLHJ', 'SU')
('SL22517-2022-11-01-5812','S243-4','AAGzy', 'LB')
('AC22517-2022-11-02-5935','A330-13','TpkcNAgvK', 'LB')
('SL04652-2022-11-02-5988','S250-12','AvewsrnDnydiKIen', 'LB')
('SL04652-2022-11-01-5899','S246-19','vUkJvKKiQkmNQoPt', 'UB')
('AC04652-2022-11-01-6265','A349-1','mkB', 'LB')
('SL04652-2022-11-02-5995','S250-19','ObfoiQYBKcn', 'UB')
('SL04652-2022-11-02-5996','S250-20','AMWhldNB', 'LB')
('SL04652-2022-11-01-5902','S246-22','StMfbElX', 'UB')
('SL04652-2022-11-01-5903','S246-23','Kam', 'SL')
('AC22517-2022-11-01-6084','A338-18','boEpdau', 'SU')
('AC22517-2022-11-02-6095','A339-11','z', 'SL')
('SL04652-2022-11-01-5975','S249-23','ZZXqWcKmwuLsFIq', 'SL')
('AC04652-2022-11-02-6136','A341-16','WbmLrfOvcAMOZ', 'UB')
('SL04652-2022-11-02-6061','S253-13','rQMUQpImqjem', 'MB')
('AC04652-2022-11-02-6141','A342-3','DYtTPsaBkMY', 'UB')
('AC04652-2022-11-02-6142','A342-4','M', 'UB')
('AC04652-2022-11-01-6348','A353-12','vFGR', 'SU')
('AC22517-2022-11-02-6114','A340-12','WshqfojttfbPexN', 'SU')
('AC04652-2022-11-01-6351','A353-15','VkQRdalagiYz', 'UB')
('AC12058-2022-11-01-6097','A339-13','nwLTl', 'LB')
('AC04652-2022-11-02-6147','A342-9','PtgfbYUntvgde', 'UB')
('AC22517-2022-11-02-6121','A341-1','y', 'LB')
('AC04652-2022-11-01-6356','A354-2','DgcYDOUzbmGisuA', 'LB')
('SL04652-2022-11-01-5985','S250-9','WBSzyvLnyYopuNAV', 'LB')
('SL04652-2022-11-01-5986','S250-10','pbYj', 'MB')
('AC22517-2022-11-01-6109','A340-7','SWUkTHCeOb', 'LB')
('SL04652-2022-11-02-6075','S254-3','iO', 'UB')
('AC22517-2022-11-02-6127','A341-7','jpWa', 'LB')
('SL22517-2022-11-01-5986','S250-10','cdnBBfjFmsJsH', 'MB')
('AC04652-2022-11-01-6365','A354-11','tLYTZBc', 'SL')
('AC04652-2022-11-02-6152','A342-14','IyDczVDdDNI', 'LB')
('AC04652-2022-11-02-6153','A342-15','JqzRVqkFD', 'UB')
('SL04652-2022-11-01-5991','S250-15','lieI', 'SL')
('AC04652-2022-11-02-6159','A343-3','GG', 'UB')
('SL12058-2022-11-01-5944','S248-16','lLHBd', 'SU')
('SL22517-2022-11-02-6088','S254-16','QkYZJspAlhmYbhD', 'SU')
('SL04652-2022-11-01-6005','S251-5','fnfJwgpYMOZDQ', 'MB')
('AC12058-2022-11-01-6129','A341-9','DMjFoDNGR', 'UB')
('AC12058-2022-11-01-6130','A341-10','DVyALBGo', 'UB')
('AC04652-2022-11-01-6395','A356-5','TPEp', 'SL')
('SL04652-2022-11-01-6017','S251-17','tlvdnRjxnNfed', 'LB')
('SL12058-2022-11-01-5966','S249-14','ThahShTwXhsogSLW', 'UB')
('SL22517-2022-11-02-6104','S255-8','CvTFlBXzYqCT', 'SU')
('AC12058-2022-11-01-6136','A341-16','COhTMARnZOUDiZZ', 'UB')
('SL04652-2022-11-01-6025','S252-1','asH', 'LB')
('SL04652-2022-11-02-6118','S255-22','SUSBuClzVRGXZTeq', 'UB')
('AC04652-2022-11-01-6422','A357-14','giWPv', 'LB')
('SL22517-2022-11-01-6084','S254-12','gjRyUXniyptCvCP', 'LB')
('SL04652-2022-11-01-6108','S255-12','LfhuspTW', 'LB')
('SL22517-2022-11-02-6200','S259-8','kQn', 'SU')
('AC12058-2022-11-01-6239','A347-11','m', 'SL')
('AC22517-2022-11-01-6258','A348-12','FEhA', 'SU')
('AC04652-2022-11-01-6574','A366-4','GbF', 'UB')
('SL12058-2022-11-01-6125','S256-5','twuaCYWDtdcfoJDh', 'MB')
('AC04652-2022-11-02-6353','A353-17','D', 'SL')
('SL22517-2022-11-01-6218','S260-2','qBaayNmanH', 'MB')
('SL22517-2022-11-01-6228','S260-12','lMJtYxngzLrXSB', 'LB')
('SL22517-2022-11-02-6322','S264-10','jvTFzCXUavLhao', 'MB')
('AC22517-2022-11-02-6366','A354-12','nsJYp', 'SU')
('AC04652-2022-11-02-6391','A356-1','DHjnhNjD', 'LB')
('SL22517-2022-11-02-6332','S264-20','QyYvZtEO', 'LB')
('AC04652-2022-11-02-6395','A356-5','BXIBdKkv', 'SL')
('SL22517-2022-11-01-6255','S261-15','eBZkBX', 'SL')
('SL04652-2022-11-02-6335','S264-23','SK', 'SL')
('AC04652-2022-11-01-6653','A370-11','MIJJPqcYWfRnZiUq', 'SL')
('AC04652-2022-11-01-6654','A370-12','fhZeIv', 'SU')
('AC04652-2022-11-01-6655','A370-13','hawSIUktY', 'LB')
('SL04652-2022-11-01-6263','S261-23','AiVrFa', 'SL')
('AC12058-2022-11-01-6385','A355-13','KQVgiLptRDSTgW', 'LB')
('SL12058-2022-11-01-6198','S259-6','wQryQLOFfGMdpSW', 'UB')
('AC22517-2022-11-01-6406','A356-16','tuQqgGiRCBMUWk', 'UB')
('AC04652-2022-11-01-6663','A371-3','G', 'UB')
('AC04652-2022-11-02-6417','A357-9','tmTMVpbLkXn', 'UB')
('SL04652-2022-11-02-6352','S265-16','kDGfWgSf', 'SU')
('SL12058-2022-11-01-6206','S259-14','cxbnOicrAA', 'UB')
('AC04652-2022-11-02-6423','A357-15','LZqOScpyPF', 'UB')
('AC04652-2022-11-02-6425','A357-17','RnKgEDYM', 'SL')
('SL04652-2022-11-01-6290','S263-2','zrmpeD', 'MB')
('SL22517-2022-11-01-6295','S263-7','MNjYLcMdksx', 'SL')
('SL22517-2022-11-02-6375','S266-15','z', 'SL')
('AC22517-2022-11-02-6412','A357-4','UU', 'UB')
('SL04652-2022-11-02-6371','S266-11','rZKTp', 'UB')
('AC04652-2022-11-01-6689','A372-11','MwOFC', 'SL')
('AC04652-2022-11-01-6690','A372-12','AYVMnKSw', 'SU')
('SL22517-2022-11-02-6379','S266-19','yqdgmpIhFVC', 'UB')
('SL22517-2022-11-02-6389','S267-5','SWqXGLY', 'MB')
('SL12058-2022-11-01-6235','S260-19','kkuFLViIFwqsSN', 'UB')
('SL12058-2022-11-01-6236','S260-20','NYHceKQtSjyHq', 'LB')
('SL22517-2022-11-01-6318','S264-6','AjmmQmHVgKo', 'UB')
('AC04652-2022-11-01-6713','A373-17','cEfqZbKJRw', 'SL')
('AC12058-2022-11-01-6438','A358-12','PQpTnwP', 'SU')
('AC22517-2022-11-01-6449','A359-5','SimVdS', 'SL')
('AC22517-2022-11-02-6461','A359-17','uKJlclcqyfkvV', 'SL')
('SL04652-2022-11-01-6352','S265-16','hRohPXRrSqWjELln', 'SU')
('SL22517-2022-11-01-6355','S265-19','sdxbNjgNy', 'UB')
('AC04652-2022-11-02-6482','A361-2','RTmpRWaWzdrKYSG', 'LB')
('SL04652-2022-11-02-6410','S268-2','jdt', 'MB')
('SL12058-2022-11-01-6268','S262-4','szdjJxKKe', 'LB')
('SL04652-2022-11-02-6413','S268-5','rSOGOWwkmzjuW', 'MB')
('SL22517-2022-11-01-6388','S267-4','cOZspqvr', 'LB')
('SL22517-2022-11-01-6389','S267-5','mdmZcEfUQNbR', 'MB')
('AC22517-2022-11-02-6482','A361-2','vhfMAuLqnu', 'LB')
('SL12058-2022-11-01-6297','S263-9','SsUAklVDFTrG', 'LB')
('SL04652-2022-11-02-6445','S269-13','oSFgVdhYQxTaWQWu', 'MB')
('AC12058-2022-11-01-6480','A360-18','dPwE', 'SU')
('SL22517-2022-11-02-6450','S269-18','mQLiwUeboADp', 'MB')
('SL04652-2022-11-01-6382','S266-22','zXTxH', 'UB')
('AC22517-2022-11-02-6496','A361-16','nKbiPYLYiSfT', 'UB')
('SL22517-2022-11-02-6461','S270-5','jvMgvCtlmYYf', 'MB')
('AC22517-2022-11-02-6502','A362-4','qzdGCvEggS', 'UB')
('SL04652-2022-11-01-6402','S267-18','psnAGBmNLMOXmz', 'MB')
('AC12058-2022-11-01-6506','A362-8','ZLdbmGiAMCE', 'LB')
('AC22517-2022-11-02-6510','A362-12','xjxOywrUyPtfFD', 'SU')
('AC22517-2022-11-02-6512','A362-14','IoqJSKOXC', 'LB')
('AC04652-2022-11-02-6529','A363-13','pBrDZUUye', 'LB')
('SL04652-2022-11-02-6475','S270-19','HDb', 'UB')
('AC04652-2022-11-01-6802','A378-16','vHVoKX', 'UB')
('SL22517-2022-11-02-6597','S275-21','FUAVckrL', 'MB')
('AC22517-2022-11-01-6632','A369-8','kPUIYeohw', 'LB')
('AC04652-2022-11-02-6637','A369-13','OrzIT', 'LB')
('SL22517-2022-11-02-6624','S276-24','tcYtOQuVpDRUky', 'SU')
('AC22517-2022-11-01-6669','A371-9','EFFf', 'UB')
('SL04652-2022-11-01-6577','S275-1','sF', 'LB')
('AC04652-2022-11-02-6708','A373-12','TILHfBlaQSBS', 'SU')
('SL04652-2022-11-01-6622','S276-22','AjgicVjqivn', 'UB')
('AC22517-2022-11-02-6732','A374-18','z', 'SU')
('SL22517-2022-11-02-6693','S279-21','IlKoGX', 'MB')
('AC22517-2022-11-01-6713','A373-17','vtkykmeUNrDuhegS', 'SL')
('SL22517-2022-11-02-6695','S279-23','TPmyNl', 'SL')
('SL22517-2022-11-02-6696','S279-24','uQRCp', 'SU')
('AC12058-2022-11-01-6731','A374-17','hCATcFrM', 'SL')
('AC22517-2022-11-02-6735','A375-3','pCmEtQ', 'UB')
('AC12058-2022-11-01-6733','A375-1','YkmzmhLUtowijBi', 'LB')
('AC04652-2022-11-01-6992','A389-8','TI', 'LB')
('AC22517-2022-11-02-6737','A375-5','ChV', 'SL')
('AC12058-2022-11-01-6738','A375-6','FJUxSIcs', 'SU')
('SL04652-2022-11-02-6689','S279-17','DZjSNojAe', 'LB')
('SL12058-2022-11-01-6530','S273-2','xp', 'MB')
('SL04652-2022-11-02-6693','S279-21','oRiFex', 'MB')
('AC22517-2022-11-01-6726','A374-12','AcBfJvEQGzsi', 'SU')
('SL04652-2022-11-01-6655','S278-7','VMMEOxx', 'SL')
('SL04652-2022-11-01-6656','S278-8','iJuiXYc', 'SU')
('AC22517-2022-11-02-6776','A377-8','pCARChBp', 'LB')
('SL22517-2022-11-02-6724','S281-4','JS', 'LB')
('AC04652-2022-11-01-7026','A391-6','VYXriBwFoYuMN', 'SU')
('SL12058-2022-11-01-6558','S274-6','rgNt', 'UB')
('SL22517-2022-11-02-6727','S281-7','KINkgE', 'SL')
('SL22517-2022-11-02-6728','S281-8','FZ', 'SU')
('AC22517-2022-11-02-6783','A377-15','jRySmB', 'UB')
('SL04652-2022-11-02-6723','S281-3','Nqykwxu', 'UB')
