('SL22517-2022-11-01-166','S7-22','XzkTLhQO', 'UB')
('SL12058-2022-11-01-2229','S93-21','vuppAvTiTdia', 'MB')
('AC22517-2022-11-01-2334','A130-12','sQDONOdmtElbULiH', 'SU')
('AC04652-2022-11-01-2386','A133-10','jJt', 'UB')
('SL04652-2022-11-01-2247','S94-15','PPboxlMJkNUjn', 'SL')
('SL04652-2022-11-02-2293','S96-13','JmXYwspbeC', 'MB')
('SL12058-2022-11-01-2252','S94-20','dxLvUus', 'LB')
('AC04652-2022-11-01-2387','A133-11','wBGhYqItSDqkrOh', 'SL')
('SL22517-2022-11-02-2271','S95-15','KKKjPZXYiEtriiRQ', 'SL')
('SL12058-2022-11-01-2254','S94-22','IGDpYfxwyT', 'UB')
('SL22517-2022-11-01-2288','S96-8','kWQyjULWCgV', 'SU')
('AC22517-2022-11-02-2288','A128-2','cVooFNEzAmYbK', 'LB')
('SL22517-2022-11-02-2277','S95-21','ZgzEJ', 'MB')
('AC04652-2022-11-01-2395','A134-1','CTVrrkqJbZnBXG', 'LB')
('SL12058-2022-11-01-2257','S95-1','eVOslcicIkdgS', 'LB')
('AC04652-2022-11-02-2300','A128-14','oTLOnTc', 'LB')
('AC22517-2022-11-02-2289','A128-3','lhyXIVGrVEDaCVwi', 'UB')
('AC04652-2022-11-01-2400','A134-6','gZsPGRVTERfFoOP', 'SU')
('AC04652-2022-11-02-2307','A129-3','C', 'UB')
('AC12058-2022-11-01-2269','A127-1','xMQYYgIH', 'LB')
('SL22517-2022-11-02-2285','S96-5','D', 'MB')
('SL04652-2022-11-02-2306','S97-2','ztsGKVFQTEeRY', 'MB')
('AC22517-2022-11-01-2353','A131-13','wqgAXZey', 'LB')
('AC04652-2022-11-02-2311','A129-7','ZhMOluCVPib', 'LB')
('SL22517-2022-11-02-2291','S96-11','ecmszeBKJWHv', 'UB')
('AC22517-2022-11-02-2302','A128-16','XMg', 'UB')
('SL22517-2022-11-02-2297','S96-17','gEjBhdXgXuli', 'LB')
('AC04652-2022-11-02-2319','A129-15','mTS', 'UB')
('AC04652-2022-11-02-2324','A130-2','aWKsJUWpZOvpxwkL', 'LB')
('SL04652-2022-11-01-2272','S95-16','jJz', 'SU')
('SL04652-2022-11-01-2274','S95-18','UjZBparnCCd', 'MB')
('SL04652-2022-11-01-2275','S95-19','S', 'UB')
('SL22517-2022-11-02-2302','S96-22','ZsRSxmuszoeq', 'UB')
('AC22517-2022-11-01-2371','A132-13','ZEbewqLMwfEzVe', 'LB')
('SL22517-2022-11-02-2304','S96-24','NmdOrsXRXvQbwdGM', 'SU')
('AC22517-2022-11-01-2373','A132-15','qeDKLHvhufF', 'UB')
('SL12058-2022-11-01-2273','S95-17','gccQ', 'LB')
('SL22517-2022-11-01-2323','S97-19','SWxcHKtyYwWR', 'UB')
('SL04652-2022-11-02-2323','S97-19','BKbbU', 'UB')
('AC22517-2022-11-02-2338','A130-16','KbkKisIFeUqS', 'UB')
('SL22517-2022-11-01-2357','S99-5','qutbRmXObQIa', 'MB')
('AC04652-2022-11-01-2467','A138-1','IUlBtAfvFBfz', 'LB')
('SL12058-2022-11-01-2304','S96-24','WrEFh', 'SU')
('AC22517-2022-11-02-2342','A131-2','GedsswNjYjxeMpFy', 'LB')
('SL04652-2022-11-01-2339','S98-11','Qr', 'UB')
('SL12058-2022-11-01-2320','S97-16','EOdQthrV', 'SU')
('SL22517-2022-11-02-2375','S99-23','qkgzNvaMP', 'SL')
('AC12058-2022-11-01-2372','A132-14','eClmnOCznkhDsh', 'LB')
('AC04652-2022-11-02-2394','A133-18','Wrfr', 'SU')
('SL04652-2022-11-02-2392','S100-16','LWLdDTGDQfjxJxP', 'SU')
('AC22517-2022-11-01-2518','A140-16','HaEMUGTpmBG', 'UB')
('SL12058-2022-11-01-2454','S103-6','nDvriOZ', 'UB')
('AC22517-2022-11-01-2559','A143-3','S', 'UB')
('SL22517-2022-11-01-2530','S106-10','QIScHjmaNE', 'MB')
('SL04652-2022-11-01-2469','S103-21','VWkZQqlm', 'MB')
('AC04652-2022-11-02-2522','A141-2','m', 'LB')
('SL04652-2022-11-01-2475','S104-3','wrkujAZdCOmS', 'UB')
('AC22517-2022-11-02-2502','A139-18','Bxiy', 'SU')
('AC04652-2022-11-02-2529','A141-9','LqwDBTjKuQ', 'UB')
('SL04652-2022-11-02-2580','S108-12','fpeAoKoOYnCaQT', 'LB')
('SL22517-2022-11-02-2528','S106-8','VFbcXnqNqrKJc', 'SU')
('SL04652-2022-11-02-2607','S109-15','LzNS', 'SL')
('AC04652-2022-11-01-2692','A150-10','YEV', 'UB')
('SL04652-2022-11-01-2562','S107-18','bXcMAaNWx', 'MB')
('SL12058-2022-11-01-2556','S107-12','sNSoW', 'LB')
('SL04652-2022-11-02-2609','S109-17','wXDRJVcnowbbnNM', 'LB')
('SL22517-2022-11-01-2612','S109-20','s', 'LB')
('AC04652-2022-11-02-2594','A145-2','dttvJ', 'LB')
('AC04652-2022-11-01-2706','A151-6','SjOWql', 'SU')
('AC04652-2022-11-01-2709','A151-9','IzCooZlQiAZ', 'UB')
('AC12058-2022-11-01-2585','A144-11','YjpaSeTrRya', 'SL')
('SL04652-2022-11-02-2621','S110-5','kCYi', 'MB')
('AC04652-2022-11-02-2605','A145-13','DFxDKbrHyy', 'LB')
('SL22517-2022-11-02-2571','S108-3','udhrBkE', 'UB')
('SL12058-2022-11-01-2572','S108-4','LwSYauMafVMtH', 'LB')
('AC22517-2022-11-01-2656','A148-10','muKz', 'UB')
('AC04652-2022-11-01-2718','A151-18','LC', 'SU')
('SL04652-2022-11-01-2580','S108-12','UOJrEgvDkBkW', 'LB')
('AC22517-2022-11-02-2611','A146-1','DCVdeJDpUvff', 'LB')
('SL04652-2022-11-01-2603','S109-11','Riay', 'UB')
('SL12058-2022-11-01-2591','S108-23','mrEVVRujaTCr', 'SL')
('SL22517-2022-11-01-2640','S110-24','eFgPDpySwYVNVIh', 'SU')
('AC04652-2022-11-02-2664','A148-18','AyeqCMdhyI', 'SU')
('AC22517-2022-11-02-2655','A148-9','gQLvbETNyAb', 'UB')
('AC04652-2022-11-01-2764','A154-10','b', 'UB')
('AC12058-2022-11-01-2641','A147-13','rUp', 'LB')
('AC04652-2022-11-01-2790','A155-18','lwaryhV', 'SU')
('SL04652-2022-11-01-2662','S111-22','lihzpiWuWq', 'UB')
('AC22517-2022-11-01-2744','A153-8','taILqr', 'LB')
('SL22517-2022-11-02-2648','S111-8','V', 'SU')
('AC04652-2022-11-01-2797','A156-7','jUo', 'LB')
('AC04652-2022-11-01-2799','A156-9','khPfRI', 'UB')
('AC22517-2022-11-01-2748','A153-12','Mz', 'SU')
('AC04652-2022-11-02-2697','A150-15','dwfToQXNFuWxEUnd', 'UB')
('AC22517-2022-11-02-2696','A150-14','BAWwYyVtvEm', 'LB')
('AC22517-2022-11-01-2753','A153-17','CsGuImrDUDnsck', 'SL')
('AC22517-2022-11-02-2699','A150-17','WSCVDEhA', 'SL')
('AC04652-2022-11-02-2713','A151-13','AkAlZzVknhiAn', 'LB')
('AC22517-2022-11-01-2775','A155-3','gKouXBEoyABjnu', 'UB')
('SL22517-2022-11-02-2678','S112-14','cWfApxOVeaMP', 'UB')
('SL12058-2022-11-01-2674','S112-10','iPt', 'MB')
('AC04652-2022-11-02-2755','A154-1','kDrFvshRYl', 'LB')
('AC04652-2022-11-01-2902','A162-4','POgAqb', 'UB')
('SL04652-2022-11-01-2778','S116-18','aPnIqnYANAJ', 'MB')
('SL22517-2022-11-02-2743','S115-7','XHgtPhwT', 'SL')
('SL22517-2022-11-01-2812','S118-4','GjZ', 'LB')
('AC12058-2022-11-01-2754','A153-18','iPEgCmzQet', 'SU')
('AC22517-2022-11-01-2870','A160-8','Dys', 'LB')
('SL22517-2022-11-01-2816','S118-8','kyFHfLMJTQTLmUS', 'SU')
('SL12058-2022-11-01-2732','S114-20','YRaLchjkI', 'LB')
('AC22517-2022-11-02-2797','A156-7','LhLw', 'LB')
('AC12058-2022-11-01-2774','A155-2','dFgDblztyctzt', 'LB')
('AC22517-2022-11-01-2934','A163-18','twcVvl', 'SU')
('AC12058-2022-11-01-2832','A158-6','yCPXkgYur', 'SU')
('SL12058-2022-11-01-2789','S117-5','th', 'MB')
('AC22517-2022-11-01-2935','A164-1','jxvdkUo', 'LB')
('AC22517-2022-11-01-2936','A164-2','USSd', 'LB')
('AC12058-2022-11-01-2835','A158-9','YyPFgy', 'UB')
('AC22517-2022-11-01-2940','A164-6','kL', 'SU')
('SL12058-2022-11-01-2792','S117-8','yppTjvOq', 'SU')
('SL22517-2022-11-01-2879','S120-23','HDEgZUPQtP', 'SL')
('SL04652-2022-11-02-2899','S121-19','AnFTJhudDr', 'UB')
('SL04652-2022-11-02-2902','S121-22','AJkTDlXMRzRlOxMT', 'UB')
('SL12058-2022-11-01-2795','S117-11','uDEBmYvOOf', 'UB')
('SL04652-2022-11-02-2944','S123-16','hLaEdydcQUJIglWE', 'SU')
('SL22517-2022-11-02-2882','S121-2','ILXakU', 'MB')
('SL12058-2022-11-01-2835','S119-3','BUVHiGwGSU', 'UB')
('AC04652-2022-11-01-3035','A169-11','UexaO', 'SL')
('AC22517-2022-11-02-2922','A163-6','GgUuxVgEnLioQF', 'SU')
('SL22517-2022-11-01-2927','S122-23','BnwkXfBc', 'SL')
('AC04652-2022-11-01-3062','A171-2','GAYOGLmVe', 'LB')
('AC04652-2022-11-01-3063','A171-3','Bet', 'UB')
('SL04652-2022-11-01-2947','S123-19','BbSCIcLbCehz', 'UB')
('SL22517-2022-11-01-2951','S123-23','MR', 'SL')
('AC22517-2022-11-01-3009','A168-3','fEE', 'UB')
('SL22517-2022-11-02-2919','S122-15','iQZoZ', 'SL')
('SL22517-2022-11-01-2976','S124-24','fYIfQeZcyCvPFclm', 'SU')
('SL22517-2022-11-02-2950','S123-22','QdUaz', 'UB')
('SL22517-2022-11-01-2982','S125-6','uPTFDNm', 'UB')
('AC22517-2022-11-02-3012','A168-6','pfdzYKnI', 'SU')
('AC04652-2022-11-02-2989','A167-1','n', 'LB')
('SL04652-2022-11-02-3044','S127-20','KJRleXxXRsfVqD', 'LB')
('AC04652-2022-11-01-3167','A176-17','KyYvRLrCHPmFHZ', 'SL')
('SL04652-2022-11-02-3092','S129-20','wyoymToBVpDdB', 'LB')
('SL04652-2022-11-01-3052','S128-4','UAuTJRLZBkv', 'LB')
('SL04652-2022-11-01-3053','S128-5','dBD', 'MB')
('AC12058-2022-11-01-2990','A167-2','MPNtvPLtODhds', 'LB')
('AC04652-2022-11-01-3169','A177-1','nh', 'LB')
('AC22517-2022-11-01-3111','A173-15','MqePcuDyKbt', 'UB')
('SL12058-2022-11-01-2985','S125-9','IAweMtssnDzqxMN', 'LB')
('AC22517-2022-11-01-3116','A174-2','MmfTuWnLXIyzgPks', 'LB')
('AC22517-2022-11-01-3119','A174-5','wkF', 'SL')
('SL04652-2022-11-02-3112','S130-16','YPCkUXvIL', 'SU')
('AC04652-2022-11-02-3084','A172-6','eCyGFZpyYwJ', 'SU')
('SL04652-2022-11-02-3142','S131-22','KMbztBo', 'UB')
('SL22517-2022-11-01-3098','S130-2','QuGpHzoYhf', 'MB')
('AC22517-2022-11-02-3111','A173-15','dnCizSsPLpiX', 'UB')
('AC04652-2022-11-02-3112','A173-16','kmOyWwGtdKCYr', 'UB')
('SL22517-2022-11-02-3102','S130-6','BOR', 'UB')
('AC22517-2022-11-01-3196','A178-10','Hf', 'UB')
('SL04652-2022-11-02-3207','S134-15','mjXdT', 'SL')
('SL22517-2022-11-02-3111','S130-15','mlLxLkTzi', 'SL')
('AC22517-2022-11-02-3159','A176-9','XPdwhQCtlpEwBFW', 'UB')
('AC04652-2022-11-02-3153','A176-3','lKpiP', 'UB')
('AC22517-2022-11-01-3204','A178-18','tiOvl', 'SU')
('SL12058-2022-11-01-3098','S130-2','J', 'MB')
('AC22517-2022-11-01-3210','A179-6','bL', 'SU')
('AC12058-2022-11-01-3116','A174-2','DLvX', 'LB')
('SL22517-2022-11-02-3134','S131-14','etVRHCHbGly', 'UB')
('AC22517-2022-11-01-3221','A179-17','YTXx', 'SL')
('SL22517-2022-11-02-3169','S133-1','XMtnn', 'LB')
('SL22517-2022-11-01-3192','S133-24','Az', 'SU')
('SL12058-2022-11-01-3141','S131-21','hbol', 'MB')
('SL22517-2022-11-02-3183','S133-15','cEaenZoU', 'SL')
('AC22517-2022-11-02-3232','A180-10','VzaRRSkGeG', 'UB')
('AC22517-2022-11-01-3276','A182-18','evhmSESCcKcRMe', 'SU')
('AC22517-2022-11-02-3234','A180-12','NLl', 'SU')
('SL04652-2022-11-01-3219','S135-3','dzUBFOJDFyDShxV', 'UB')
('SL22517-2022-11-01-3207','S134-15','Pd', 'SL')
('SL12058-2022-11-01-3155','S132-11','gSJSveD', 'UB')
('AC22517-2022-11-01-3283','A183-7','DMRGoTbqD', 'LB')
('SL04652-2022-11-01-3226','S135-10','RHOZh', 'MB')
('AC04652-2022-11-01-3356','A187-8','QumxZnSPMWzj', 'LB')
('SL12058-2022-11-01-3161','S132-17','HPr', 'LB')
('SL04652-2022-11-01-3227','S135-11','OACBn', 'UB')
('SL22517-2022-11-02-3193','S134-1','PcvWsCPjRZ', 'LB')
('AC04652-2022-11-02-3239','A180-17','ZoiOGt', 'SL')
('AC22517-2022-11-02-3246','A181-6','ZAwzKDdvJqsiv', 'SU')
('AC22517-2022-11-02-3247','A181-7','XuqvyQhaHKdcr', 'LB')
('SL04652-2022-11-01-3235','S135-19','FZbsarloLr', 'UB')
('SL04652-2022-11-02-3303','S138-15','ndbQrGCCC', 'SL')
('AC04652-2022-11-01-3371','A188-5','zCZbYXHR', 'SL')
('SL22517-2022-11-01-3223','S135-7','khHbvvslTxLJBBmh', 'SL')
('SL22517-2022-11-02-3210','S134-18','x', 'MB')
('AC04652-2022-11-01-3406','A190-4','NzqYfUXJzevdCKPL', 'UB')
('AC04652-2022-11-01-3413','A190-11','YgMiU', 'SL')
('SL12058-2022-11-01-3223','S135-7','Zyu', 'SL')
('AC04652-2022-11-02-3292','A183-16','nLSeVQcIMs', 'UB')
('AC22517-2022-11-01-3353','A187-5','EJdFuCNwglBozN', 'SL')
('SL04652-2022-11-01-3285','S137-21','dKouQjszEahM', 'MB')
('AC22517-2022-11-02-3304','A184-10','Tg', 'UB')
('AC22517-2022-11-02-3305','A184-11','OSdYpmF', 'SL')
('AC12058-2022-11-01-3263','A182-5','OtwLlwdsXQt', 'SL')
('AC12058-2022-11-01-3264','A182-6','Wh', 'SU')
('SL12058-2022-11-01-3236','S135-20','vKZntFzVplCzKN', 'LB')
('SL04652-2022-11-02-3374','S141-14','WyPEviDNj', 'UB')
('SL04652-2022-11-02-3375','S141-15','JuiZx', 'SL')
('AC22517-2022-11-01-3403','A190-1','enatpgO', 'LB')
('SL22517-2022-11-02-3295','S138-7','vxp', 'SL')
('AC22517-2022-11-01-3414','A190-12','hyWoAaPGxgvwGE', 'SU')
('SL22517-2022-11-02-3297','S138-9','hBkpWTyuefeE', 'LB')
('AC22517-2022-11-01-3415','A190-13','EIJTLwrzBwrwjYk', 'LB')
('AC22517-2022-11-01-3417','A190-15','qqMhjrwTd', 'UB')
('SL22517-2022-11-02-3299','S138-11','SLxoKzwxk', 'UB')
('SL04652-2022-11-02-3407','S142-23','xaSRRQxwJdSjI', 'SL')
('AC12058-2022-11-01-3301','A184-7','STt', 'LB')
('SL22517-2022-11-01-3330','S139-18','ooLuta', 'MB')
('AC04652-2022-11-01-3481','A194-7','tXQAZNQAa', 'LB')
('SL04652-2022-11-02-3408','S142-24','PzjO', 'SU')
('AC22517-2022-11-01-3421','A191-1','taXSDrEQlTQ', 'LB')
('SL22517-2022-11-01-3335','S139-23','XAwPznIvgdpJE', 'SL')
('SL04652-2022-11-01-3351','S140-15','HhjgufqMneLs', 'SL')
('SL04652-2022-11-01-3352','S140-16','CsU', 'SU')
('AC04652-2022-11-02-3353','A187-5','nnDZBbQKvN', 'SL')
('AC12058-2022-11-01-3312','A184-18','FZjzQvpUm', 'SU')
('SL04652-2022-11-01-3356','S140-20','jjEwFmsIuEJBfX', 'LB')
('SL22517-2022-11-02-3308','S138-20','gWLFUpsHkFXOB', 'LB')
('AC04652-2022-11-01-3493','A195-1','NWeFxdekeHZaJNe', 'LB')
('AC04652-2022-11-01-3494','A195-2','jztUARXHrE', 'LB')
('AC04652-2022-11-02-3360','A187-12','StEz', 'SU')
('AC22517-2022-11-01-3436','A191-16','GWKUflgMeAJKTos', 'UB')
('AC04652-2022-11-02-3370','A188-4','vVUMEehqFPAfiOv', 'UB')
('AC22517-2022-11-02-3388','A189-4','O', 'UB')
('SL04652-2022-11-02-3436','S144-4','xvZ', 'LB')
('AC22517-2022-11-02-3408','A190-6','acGreYODofhZ', 'SU')
('AC04652-2022-11-02-3394','A189-10','mtfi', 'UB')
('SL04652-2022-11-02-3453','S144-21','KGWW', 'MB')
('SL12058-2022-11-01-3327','S139-15','dzqPSrpHpukNcNBb', 'SL')
('SL04652-2022-11-02-3468','S145-12','aW', 'LB')
('AC22517-2022-11-02-3459','A193-3','ZxjzQCyGsX', 'UB')
('AC22517-2022-11-02-3465','A193-9','jeUHnw', 'UB')
('AC22517-2022-11-01-3527','A196-17','Dl', 'SL')
('AC12058-2022-11-01-3402','A189-18','xyEUyetVVdGuZPc', 'SU')
('SL22517-2022-11-01-3437','S144-5','tiLzgpIKoFCpNad', 'MB')
('AC22517-2022-11-01-3531','A197-3','g', 'UB')
('SL04652-2022-11-02-3547','S148-19','whq', 'UB')
('SL22517-2022-11-02-3447','S144-15','Ae', 'SL')
('AC22517-2022-11-02-3516','A196-6','NwZVRpMBggrBiXV', 'SU')
('SL12058-2022-11-01-3422','S143-14','krtEzprhZyt', 'UB')
('AC04652-2022-11-01-3643','A203-7','UNzMyAjFOuFWmb', 'LB')
('AC22517-2022-11-02-3521','A196-11','RaFDrJBMD', 'SL')
('AC12058-2022-11-01-3467','A193-11','NIIYxEoRSuDHLN', 'SL')
('SL22517-2022-11-02-3454','S144-22','GkmFaGNawR', 'UB')
('AC04652-2022-11-02-3495','A195-3','qeYxyePNg', 'UB')
('SL04652-2022-11-01-3499','S146-19','QRB', 'UB')
('SL22517-2022-11-01-3492','S146-12','HKoeSYSxgWhWXdZ', 'LB')
('AC04652-2022-11-01-3678','A205-6','iAiE', 'SU')
('AC22517-2022-11-01-3629','A202-11','NPvNJcBLqSuVwFJ', 'SL')
('SL22517-2022-11-02-3494','S146-14','XREODZkrjwtvj', 'UB')
('AC12058-2022-11-01-3524','A196-14','SEHVQhBxIbGG', 'LB')
('AC22517-2022-11-02-3582','A199-18','eHM', 'SU')
('AC22517-2022-11-01-3647','A203-11','HLQNzOX', 'SL')
('AC22517-2022-11-02-3585','A200-3','OFgQRSCUzvyqwlaU', 'UB')
('SL12058-2022-11-01-3480','S145-24','TqgOFMQcnyzOYqp', 'SU')
('AC22517-2022-11-01-3658','A204-4','wERFLsIIEzkkI', 'UB')
('SL04652-2022-11-02-3629','S152-5','D', 'MB')
('SL04652-2022-11-02-3630','S152-6','i', 'UB')
('AC04652-2022-11-01-3716','A207-8','FKRmtwBKoigYjG', 'LB')
('AC04652-2022-11-01-3717','A207-9','nziGokxHED', 'UB')
('AC04652-2022-11-02-3573','A199-9','JvimW', 'UB')
('SL12058-2022-11-01-3497','S146-17','ab', 'LB')
('AC12058-2022-11-01-3559','A198-13','KqvxY', 'LB')
('SL22517-2022-11-02-3526','S147-22','iPFZMVoznTjkmgay', 'UB')
('AC22517-2022-11-01-3671','A204-17','tYTZTFKPRtsWd', 'SL')
('SL22517-2022-11-01-3589','S150-13','HFlHuxdLtuE', 'MB')
('SL22517-2022-11-02-3531','S148-3','ZzecRpPK', 'UB')
('AC04652-2022-11-02-3580','A199-16','hsr', 'UB')
('SL22517-2022-11-02-3535','S148-7','eYIRpXLb', 'SL')
('AC04652-2022-11-01-3731','A208-5','WuSjpalvgMb', 'SL')
('SL22517-2022-11-01-3601','S151-1','YwzpJKERS', 'LB')
('SL12058-2022-11-01-3510','S147-6','yhvseksxCPyX', 'UB')
('SL04652-2022-11-01-3573','S149-21','LIJt', 'MB')
('AC04652-2022-11-01-3733','A208-7','MaIYvZVpyLTb', 'LB')
('AC12058-2022-11-01-3590','A200-8','XmIXvylqtFhm', 'LB')
('AC04652-2022-11-01-3743','A208-17','EhgoNSvQvKhS', 'SL')
('AC22517-2022-11-01-3690','A205-18','SG', 'SU')
('SL12058-2022-11-01-3566','S149-14','lAyRT', 'UB')
('SL12058-2022-11-01-3567','S149-15','oC', 'SL')
('AC22517-2022-11-02-3686','A205-14','uWgiB', 'LB')
('SL22517-2022-11-01-3653','S153-5','swmecjzLnIT', 'MB')
('AC04652-2022-11-01-3799','A212-1','xqaJfUauzFlZDk', 'LB')
('SL04652-2022-11-01-3626','S152-2','qBncmGVOyM', 'MB')
('AC04652-2022-11-01-3802','A212-4','SExLRvrPOOJn', 'UB')
('AC22517-2022-11-01-3740','A208-14','hfEPPYdrsAFASOf', 'LB')
('AC12058-2022-11-01-3654','A203-18','Ir', 'SU')
('AC22517-2022-11-02-3698','A206-8','JRVdjnGSB', 'LB')
('AC12058-2022-11-01-3656','A204-2','J', 'LB')
('AC12058-2022-11-01-3658','A204-4','iRCrXM', 'UB')
('AC04652-2022-11-02-3673','A205-1','WlQVMThsIPCbEza', 'LB')
('SL22517-2022-11-01-3663','S153-15','OLpcPBOu', 'SL')
('SL04652-2022-11-02-3729','S156-9','AZEdAqcSHeksd', 'LB')
('AC12058-2022-11-01-3661','A204-7','TmdmEdSWzH', 'LB')
('SL22517-2022-11-02-3602','S151-2','VrddKmnwl', 'MB')
('AC12058-2022-11-01-3663','A204-9','PQYpIUOzi', 'UB')
('SL22517-2022-11-01-3671','S153-23','DJOvL', 'SL')
('SL04652-2022-11-01-3639','S152-15','PErckDdfSIZpj', 'SL')
('AC22517-2022-11-01-3756','A209-12','hAXdWCZPD', 'SU')
('AC22517-2022-11-01-3779','A210-17','csXNTsIOpefreT', 'SL')
('AC22517-2022-11-02-3728','A208-2','foZMTZqYicXhPEDc', 'LB')
('SL04652-2022-11-02-3760','S157-16','IQqa', 'SU')
('SL22517-2022-11-02-3628','S152-4','vDmUMnRsf', 'LB')
('SL22517-2022-11-01-3703','S155-7','bKlkMq', 'SL')
('AC04652-2022-11-02-3708','A206-18','P', 'SU')
('AC12058-2022-11-01-3701','A206-11','doFN', 'SL')
('AC12058-2022-11-01-3705','A206-15','CxcUIiURoMwHyqds', 'UB')
('SL04652-2022-11-02-3769','S158-1','gPFOvUwuip', 'LB')
('AC12058-2022-11-01-3709','A207-1','FLBHYEUPS', 'LB')
('SL22517-2022-11-02-3638','S152-14','BByuIyoABtBJPfp', 'UB')
('SL22517-2022-11-01-3720','S155-24','taOZhKDpex', 'SU')
('AC22517-2022-11-02-3751','A209-7','TQcuYbzaCEH', 'LB')
('AC04652-2022-11-01-4010','A223-14','u', 'LB')
('SL22517-2022-11-01-3844','S161-4','biDOICM', 'LB')
('AC04652-2022-11-02-3874','A216-4','AHBaEONi', 'UB')
('AC12058-2022-11-01-3857','A215-5','ga', 'SL')
('SL22517-2022-11-01-3850','S161-10','r', 'MB')
('AC12058-2022-11-01-3862','A215-10','NfcxbOHArYSa', 'UB')
('SL04652-2022-11-02-3888','S162-24','zPMdWrHYoWX', 'SU')
('AC22517-2022-11-01-3944','A220-2','TfOzzt', 'LB')
('SL22517-2022-11-01-3855','S161-15','bMogYhZXlsmdfX', 'SL')
('AC22517-2022-11-01-3945','A220-3','P', 'UB')
('SL04652-2022-11-01-3831','S160-15','xuJsToPyFAYpZVpf', 'SL')
('SL04652-2022-11-01-3832','S160-16','MaDxzPkSJIVaYG', 'SU')
('AC22517-2022-11-02-3888','A216-18','bIsIarpNXxRDc', 'SU')
('SL22517-2022-11-01-3864','S161-24','RydrlYCWUDqrC', 'SU')
('SL22517-2022-11-01-3865','S162-1','zWQeTFcUAZsFaN', 'LB')
('AC22517-2022-11-01-3953','A220-11','lxkLIRWLazS', 'SL')
('AC22517-2022-11-01-3954','A220-12','FgZhpwjonUhx', 'SU')
('AC04652-2022-11-02-3906','A217-18','F', 'SU')
('AC22517-2022-11-02-3910','A218-4','BughLL', 'UB')
('AC04652-2022-11-02-3908','A218-2','GwTuTLAs', 'LB')
('SL12058-2022-11-01-3791','S158-23','fYqubArdYmOfe', 'SL')
('SL04652-2022-11-01-3862','S161-22','zEnFuxdlJpIcc', 'UB')
('AC04652-2022-11-02-3976','A221-16','RyxECvFvqBywbZs', 'UB')
('AC04652-2022-11-01-4129','A230-7','slmiQAUeTphl', 'LB')
('SL22517-2022-11-02-3888','S162-24','baSH', 'SU')
('AC04652-2022-11-01-4132','A230-10','HWOmW', 'UB')
('SL22517-2022-11-01-3949','S165-13','K', 'MB')
('SL22517-2022-11-01-3950','S165-14','TPEwlh', 'UB')
('AC04652-2022-11-02-3989','A222-11','pgeKjer', 'SL')
('AC22517-2022-11-02-3975','A221-15','bSCOUL', 'UB')
('AC04652-2022-11-02-3991','A222-13','dQfIBGfsOX', 'LB')
('AC04652-2022-11-01-4143','A231-3','FSIQCvKfuOf', 'UB')
('SL22517-2022-11-01-3964','S166-4','HBUqiKdLGNChLM', 'LB')
('SL12058-2022-11-01-3861','S161-21','YRtewzBNdCbzVEN', 'MB')
('SL22517-2022-11-02-3897','S163-9','Lp', 'LB')
('AC04652-2022-11-01-4151','A231-11','rgFanlwWU', 'SL')
('SL12058-2022-11-01-3864','S161-24','YosJMUbiv', 'SU')
('AC22517-2022-11-02-3985','A222-7','FeZGtS', 'LB')
('AC22517-2022-11-02-3989','A222-11','BFPllCCPqhrPJdW', 'SL')
('SL04652-2022-11-01-3942','S165-6','BbPXAdoayxzH', 'UB')
('AC22517-2022-11-01-4068','A226-18','hZfhDVoOVtjjjd', 'SU')
('AC22517-2022-11-01-4069','A227-1','gUyZMxlz', 'LB')
('AC04652-2022-11-02-4007','A223-11','nOEV', 'SL')
('AC12058-2022-11-01-4007','A223-11','KWdfOgZqZsAz', 'SL')
('AC04652-2022-11-01-4171','A232-13','XbhUNbdjHpOq', 'LB')
('SL04652-2022-11-02-4033','S169-1','HjoN', 'LB')
('SL04652-2022-11-02-4034','S169-2','UxgAYr', 'MB')
('SL22517-2022-11-01-3989','S167-5','UXwfbpO', 'MB')
('AC12058-2022-11-01-4014','A223-18','fFqqI', 'SU')
('AC22517-2022-11-02-4007','A223-11','fD', 'SL')
('SL22517-2022-11-01-3998','S167-14','LbvrTbarvpQowmK', 'UB')
('SL04652-2022-11-02-4045','S169-13','lbgNopz', 'MB')
('AC22517-2022-11-02-4015','A224-1','QabiQZjjmlxHOZnH', 'LB')
('AC12058-2022-11-01-4022','A224-8','UGL', 'LB')
('SL22517-2022-11-01-4004','S167-20','GxWcSZaGGZF', 'LB')
('AC22517-2022-11-02-4020','A224-6','ZXcujuMYwS', 'SU')
('SL04652-2022-11-02-4049','S169-17','RirlnyHjDuCaX', 'LB')
('SL22517-2022-11-01-4006','S167-22','fa', 'UB')
('SL22517-2022-11-01-4007','S167-23','nXLLCEOqEWqR', 'SL')
('AC22517-2022-11-01-4093','A228-7','FQxl', 'LB')
('AC04652-2022-11-01-4193','A233-17','hYfNzAAtfCstR', 'SL')
('AC04652-2022-11-01-4195','A234-1','SCelBaDsnGYXn', 'LB')
('AC12058-2022-11-01-4029','A224-15','biEyvlQtrByRK', 'UB')
('SL22517-2022-11-01-4040','S169-8','OegnbZWDTy', 'SU')
('SL22517-2022-11-02-3968','S166-8','QXsbhRCbxem', 'SU')
('AC12058-2022-11-01-4062','A226-12','BXXHZWf', 'SU')
