('SL04652-2022-11-01-9','S1-9','yi', 'LB')
('SL04652-2022-11-02-2258','S95-2','vNHUMcGoA', 'MB')
('AC04652-2022-11-01-2307','A129-3','olGiUjIIVCRrBnPs', 'UB')
('SL12058-2022-11-01-2251','S94-19','aSZraYrANLir', 'UB')
('AC04652-2022-11-01-2308','A129-4','pKST', 'UB')
('AC04652-2022-11-01-2309','A129-5','vWIHgXClSBXeMylP', 'SL')
('AC04652-2022-11-02-2213','A123-17','XUTbXmkmNpDZx', 'SL')
('AC04652-2022-11-01-2311','A129-7','lfXuEqAq', 'LB')
('SL22517-2022-11-02-2303','S96-23','SDzwnZ', 'SL')
('SL04652-2022-11-01-2306','S97-2','ujM', 'MB')
('AC22517-2022-11-02-2313','A129-9','SCVgv', 'UB')
('AC04652-2022-11-02-2233','A125-1','jtV', 'LB')
('AC04652-2022-11-02-2234','A125-2','r', 'LB')
('SL04652-2022-11-01-2312','S97-8','pRwgiAhZnIofEC', 'SU')
('AC22517-2022-11-01-2209','A123-13','qGZAKnLCPtxeiX', 'LB')
('SL22517-2022-11-02-2311','S97-7','djwuxWXPRlYun', 'SL')
('SL12058-2022-11-01-2278','S95-22','ZuQRsqBOkHn', 'UB')
('AC04652-2022-11-01-2338','A130-16','uorKxJdtZZEZwnH', 'UB')
('AC12058-2022-11-01-2287','A128-1','cWeaCIeKQoERVS', 'LB')
('AC22517-2022-11-02-2324','A130-2','TXPneCnYncvdL', 'LB')
('AC22517-2022-11-02-2325','A130-3','ohI', 'UB')
('AC04652-2022-11-02-2241','A125-9','lgCWBNdqU', 'UB')
('SL12058-2022-11-01-2286','S96-6','UDeMjmkJT', 'UB')
('SL22517-2022-11-01-2314','S97-10','M', 'MB')
('SL04652-2022-11-02-2288','S96-8','L', 'SU')
('SL12058-2022-11-01-2289','S96-9','YVDOQmv', 'LB')
('AC22517-2022-11-01-2219','A124-5','Pgv', 'SL')
('AC04652-2022-11-02-2254','A126-4','UoeUmzCefrYjql', 'UB')
('AC04652-2022-11-01-2354','A131-14','MssGRwt', 'LB')
('AC22517-2022-11-01-2227','A124-13','mVYHhtfAcXinTI', 'LB')
('AC04652-2022-11-02-2259','A126-9','kKyGVgQSxouY', 'UB')
('AC22517-2022-11-01-2230','A124-16','vczDYHckGrLEvE', 'UB')
('SL04652-2022-11-01-2331','S98-3','aoNstUweNtixe', 'UB')
('AC22517-2022-11-02-2345','A131-5','ewBkUtmyILUtKvN', 'SL')
('SL22517-2022-11-01-2330','S98-2','gCBoJQQbnysxlvN', 'MB')
('SL12058-2022-11-01-2345','S98-17','NVantgMtCZ', 'LB')
('SL04652-2022-11-01-2388','S100-12','hzv', 'LB')
('AC22517-2022-11-02-2404','A134-10','sgxmcXMLyji', 'UB')
('SL04652-2022-11-01-2401','S101-1','XhMQWjyZGKiwgUK', 'LB')
('AC04652-2022-11-01-2433','A136-3','iryeFYLlj', 'UB')
('AC04652-2022-11-01-2438','A136-8','JJ', 'LB')
('SL22517-2022-11-02-2415','S101-15','fHvSH', 'SL')
('AC22517-2022-11-01-2317','A129-13','AWqfKR', 'LB')
('AC12058-2022-11-01-2388','A133-12','aIERvdAIhikp', 'SU')
('SL12058-2022-11-01-2387','S100-11','sp', 'UB')
('SL12058-2022-11-01-2389','S100-13','yANEjJ', 'MB')
('AC12058-2022-11-01-2392','A133-16','FmWQPJHd', 'UB')
('AC04652-2022-11-01-2444','A136-14','riKQnBbtySYN', 'LB')
('SL22517-2022-11-01-2417','S101-17','KXMLsCN', 'LB')
('SL12058-2022-11-01-2393','S100-17','kzxFRUGSdoIIB', 'LB')
('AC04652-2022-11-01-2451','A137-3','nfPIilkCfkWJ', 'UB')
('AC04652-2022-11-02-2362','A132-4','fnEomtzVdqdQU', 'UB')
('AC04652-2022-11-02-2379','A133-3','aUkZvcgRZPxEO', 'UB')
('AC04652-2022-11-01-2467','A138-1','QvP', 'LB')
('AC04652-2022-11-01-2468','A138-2','brYnOOanfzVngSlJ', 'LB')
('AC22517-2022-11-01-2351','A131-11','TqSGNVJqqAEg', 'SL')
('AC22517-2022-11-02-2453','A137-5','nhqXNsYKaIORq', 'SL')
('SL22517-2022-11-01-2447','S102-23','kZPcvTfPcLlQ', 'SL')
('SL04652-2022-11-02-2425','S102-1','QEtKtmZ', 'LB')
('SL22517-2022-11-01-2451','S103-3','BEswdMDGWzQN', 'UB')
('SL04652-2022-11-01-2445','S102-21','gxMVhOdgDkYwbAd', 'MB')
('SL04652-2022-11-01-2450','S103-2','r', 'MB')
('AC04652-2022-11-02-2407','A134-13','d', 'LB')
('SL04652-2022-11-02-2433','S102-9','MFUZEtwyKiBK', 'LB')
('SL12058-2022-11-01-2423','S101-23','liaT', 'SL')
('SL12058-2022-11-01-2425','S102-1','Nz', 'LB')
('AC12058-2022-11-01-2438','A136-8','yEGryUprESdzyQL', 'LB')
('AC04652-2022-11-02-2416','A135-4','WUq', 'UB')
('AC22517-2022-11-02-2471','A138-5','BrjrFKrJSieMj', 'SL')
('AC12058-2022-11-01-2445','A136-15','kk', 'UB')
('SL22517-2022-11-01-2469','S103-21','MzGL', 'MB')
('SL04652-2022-11-02-2478','S104-6','iJINNhOoInR', 'UB')
('AC04652-2022-11-02-2450','A137-2','Gm', 'LB')
('SL22517-2022-11-01-2521','S106-1','XMGegVXwC', 'LB')
('SL22517-2022-11-02-2535','S106-15','eEwqnXfg', 'SL')
('SL22517-2022-11-02-2536','S106-16','pYYzbEJJPrEIcNBM', 'SU')
('SL22517-2022-11-02-2537','S106-17','NoVHGYUjCY', 'LB')
('AC22517-2022-11-02-2544','A142-6','X', 'SU')
('SL22517-2022-11-02-2552','S107-8','Y', 'SU')
('SL12058-2022-11-01-2511','S105-15','fWhxCCEPkaDPpUQ', 'SL')
('AC04652-2022-11-01-2584','A144-10','p', 'UB')
('SL22517-2022-11-02-2555','S107-11','VHWMZfAQF', 'UB')
('AC22517-2022-11-02-2564','A143-8','LtpIQhOqcTKYDuim', 'LB')
('AC22517-2022-11-01-2455','A137-7','lg', 'LB')
('SL04652-2022-11-01-2574','S108-6','GWG', 'UB')
('AC12058-2022-11-01-2581','A144-7','lGgvECyyXaJZJFD', 'LB')
('AC04652-2022-11-01-2639','A147-11','yXHNQyIXGhf', 'SL')
('SL04652-2022-11-01-2604','S109-12','adTBms', 'LB')
('SL22517-2022-11-02-2600','S109-8','wQWFOtIulR', 'SU')
('AC04652-2022-11-01-2643','A147-15','B', 'UB')
('SL12058-2022-11-01-2560','S107-16','LKQXnH', 'SU')
('SL22517-2022-11-02-2605','S109-13','ArATtJpBWAWio', 'MB')
('AC22517-2022-11-01-2486','A139-2','yBsEfZn', 'LB')
('AC04652-2022-11-02-2548','A142-10','SYLeewCBdTNaYJ', 'UB')
('SL22517-2022-11-02-2611','S109-19','GtG', 'UB')
('AC22517-2022-11-01-2489','A139-5','rOGdXFFWDAUjMXYY', 'SL')
('SL22517-2022-11-01-2607','S109-15','Itc', 'SL')
('AC04652-2022-11-01-2663','A148-17','NjGOMDz', 'SL')
('SL04652-2022-11-01-2625','S110-9','QBWb', 'LB')
('AC22517-2022-11-02-2628','A146-18','XbJexEBZesepcYl', 'SU')
('SL22517-2022-11-02-2622','S110-6','nvrBqDkRtJADpchA', 'UB')
('SL22517-2022-11-02-2668','S112-4','qqoebfPzy', 'LB')
('AC04652-2022-11-01-2705','A151-5','ydlmaPlUt', 'SL')
('AC12058-2022-11-01-2643','A147-15','arsy', 'UB')
('AC22517-2022-11-02-2676','A149-12','JXpYP', 'SU')
('AC22517-2022-11-01-2528','A141-8','hznAUUUXDdhBD', 'LB')
('AC12058-2022-11-01-2645','A147-17','ZoNsbnb', 'SL')
('AC22517-2022-11-01-2530','A141-10','SRfVVnY', 'UB')
('SL04652-2022-11-02-2617','S110-1','zQcKbefUr', 'LB')
('SL04652-2022-11-02-2622','S110-6','IseZ', 'UB')
('AC12058-2022-11-01-2650','A148-4','nsmBVK', 'UB')
('AC04652-2022-11-01-2715','A151-15','CyTw', 'UB')
('SL22517-2022-11-01-2657','S111-17','Vgtbd', 'LB')
('SL12058-2022-11-01-2631','S110-15','KqfVv', 'SL')
('AC12058-2022-11-01-2652','A148-6','fYUbfNasrjqD', 'SU')
('SL04652-2022-11-01-2672','S112-8','stFEdzoBadlo', 'SU')
('AC22517-2022-11-02-2688','A150-6','NUxuBwXnta', 'SU')
('SL12058-2022-11-01-2634','S110-18','zXcsqklST', 'MB')
('SL12058-2022-11-01-2635','S110-19','CucJZCydqmDYiBb', 'UB')
('SL22517-2022-11-01-2663','S111-23','ElGmPIzjBxQC', 'SL')
('AC04652-2022-11-02-2609','A145-17','BPhEZnhEnMo', 'SL')
('AC04652-2022-11-01-2722','A152-4','iTKrTyd', 'UB')
('AC12058-2022-11-01-2660','A148-14','ZshSeyjvIfvXKe', 'LB')
('SL22517-2022-11-01-2665','S112-1','OaaznVRGvw', 'LB')
('SL04652-2022-11-01-2679','S112-15','x', 'SL')
('SL04652-2022-11-01-2680','S112-16','LSaGb', 'SU')
('SL04652-2022-11-02-2633','S110-17','r', 'LB')
('AC12058-2022-11-01-2679','A149-15','EROj', 'UB')
('SL22517-2022-11-01-2691','S113-3','RJeScO', 'UB')
('AC04652-2022-11-01-2750','A153-14','MZiO', 'LB')
('SL12058-2022-11-01-2658','S111-18','pqatvTg', 'MB')
('SL12058-2022-11-01-2663','S111-23','fRIOSq', 'SL')
('SL12058-2022-11-01-2664','S111-24','j', 'SU')
('SL22517-2022-11-02-2711','S113-23','qxuWfXigPJMS', 'SL')
('AC12058-2022-11-01-2691','A150-9','bTJrgQKzdzz', 'UB')
('AC22517-2022-11-02-2725','A152-7','pqef', 'LB')
('AC22517-2022-11-01-2565','A143-9','wJEOICIBaWhochS', 'UB')
('SL12058-2022-11-01-2669','S112-5','EvaZT', 'MB')
('SL22517-2022-11-02-2718','S114-6','JqEyd', 'UB')
('AC04652-2022-11-01-2756','A154-2','dHlzviBpQWs', 'LB')
('SL22517-2022-11-01-2704','S113-16','lLmvpzeIhRNNt', 'SU')
('AC04652-2022-11-02-2654','A148-8','fa', 'LB')
('AC22517-2022-11-02-2731','A152-13','sUnBGgl', 'LB')
('SL22517-2022-11-02-2742','S115-6','V', 'UB')
('AC22517-2022-11-01-2592','A144-18','ZrdolCVjyTewrtfP', 'SU')
('AC04652-2022-11-02-2684','A150-2','BxDK', 'LB')
('SL12058-2022-11-01-2735','S114-23','hvLC', 'SL')
('SL12058-2022-11-01-2736','S114-24','xxkGkXrnl', 'SU')
('SL04652-2022-11-01-2786','S117-2','IaGknunBBQiWQ', 'MB')
('SL04652-2022-11-01-2787','S117-3','cENLpPHgBc', 'UB')
('SL04652-2022-11-01-2789','S117-5','W', 'MB')
('AC04652-2022-11-01-2809','A157-1','EdWPXO', 'LB')
('SL04652-2022-11-02-2720','S114-8','XYgIgHbzOc', 'SU')
('SL12058-2022-11-01-2745','S115-9','scFoTvzH', 'LB')
('SL12058-2022-11-01-2748','S115-12','YirSEJPAbcKL', 'LB')
('SL04652-2022-11-01-2794','S117-10','h', 'MB')
('SL22517-2022-11-02-2790','S117-6','QBVdtsguHwgszVIZ', 'UB')
('SL12058-2022-11-01-2750','S115-14','pIGMawnxBs', 'UB')
('SL12058-2022-11-01-2751','S115-15','D', 'SL')
('AC04652-2022-11-01-2820','A157-12','YvLqlETffab', 'SU')
('SL22517-2022-11-02-2805','S117-21','Rfg', 'MB')
('SL22517-2022-11-01-2785','S117-1','VDNjuVWs', 'LB')
('AC04652-2022-11-01-2829','A158-3','bJUCUBhSgTcLl', 'UB')
('SL04652-2022-11-01-2808','S117-24','rDfAZtxmppJU', 'SU')
('AC04652-2022-11-02-2751','A153-15','FEB', 'UB')
('AC22517-2022-11-02-2860','A159-16','moWwdDgdezyRda', 'UB')
('AC22517-2022-11-02-2861','A159-17','Jaww', 'SL')
('SL04652-2022-11-02-2779','S116-19','KPcuseddIAEQvjs', 'UB')
('SL22517-2022-11-01-2842','S119-10','tXfUebjQLwe', 'MB')
('AC04652-2022-11-01-2879','A160-17','JsyPfsiqGxJG', 'SL')
('AC22517-2022-11-02-2875','A160-13','MggMuaZrlDRLc', 'LB')
('AC04652-2022-11-01-2885','A161-5','yeKID', 'SL')
('SL12058-2022-11-01-2821','S118-13','ILmQUwPe', 'MB')
('SL22517-2022-11-01-2851','S119-19','FHpVQGwNOwrJNras', 'UB')
('AC12058-2022-11-01-2829','A158-3','BDudLPOgOC', 'UB')
('SL22517-2022-11-01-2854','S119-22','LDgqMQryrpDVD', 'UB')
('AC22517-2022-11-02-2885','A161-5','Gam', 'SL')
('AC04652-2022-11-01-2892','A161-12','PovGKqqvRH', 'SU')
('SL04652-2022-11-02-2801','S117-17','Dhkqts', 'LB')
('SL22517-2022-11-01-2860','S120-4','aqiIqzDG', 'LB')
('SL04652-2022-11-02-2806','S117-22','gIJXETh', 'UB')
('SL12058-2022-11-01-2839','S119-7','uFFKXbPId', 'SL')
('AC04652-2022-11-01-2902','A162-4','KukCNeKfEd', 'UB')
('AC04652-2022-11-01-2903','A162-5','flErdYZoqiSt', 'SL')
('AC22517-2022-11-01-2702','A151-2','CQOnscceBlYi', 'LB')
('SL04652-2022-11-01-2882','S121-2','dsjmXWmGdvDGkOT', 'MB')
('AC04652-2022-11-02-2821','A157-13','abBGYe', 'LB')
('AC04652-2022-11-02-2824','A157-16','xvNsMEa', 'UB')
('AC04652-2022-11-01-2906','A162-8','eDWZdvVSoR', 'LB')
('AC12058-2022-11-01-2847','A159-3','g', 'UB')
('SL12058-2022-11-01-2850','S119-18','a', 'MB')
('AC04652-2022-11-01-2908','A162-10','TvrmO', 'UB')
('AC12058-2022-11-01-2850','A159-6','CjvqxEq', 'SU')
('AC22517-2022-11-02-2916','A162-18','rT', 'SU')
('SL22517-2022-11-02-2908','S122-4','LStbQdHpRj', 'LB')
('SL04652-2022-11-01-2899','S121-19','UXVEYNsRiXVNosNJ', 'UB')
('SL04652-2022-11-01-2900','S121-20','pSRjJX', 'LB')
('SL04652-2022-11-01-2901','S121-21','yeBJmlvUlAslEep', 'MB')
('AC12058-2022-11-01-2863','A160-1','TtYFkdCiFFK', 'LB')
('AC12058-2022-11-01-2869','A160-7','vtMFHx', 'LB')
('AC22517-2022-11-01-2723','A152-5','bfwgxw', 'SL')
('AC22517-2022-11-02-2929','A163-13','jfTcBvHsQDXu', 'LB')
('AC22517-2022-11-02-2930','A163-14','NTgOezrrYP', 'LB')
('SL12058-2022-11-01-2869','S120-13','rRupSJH', 'MB')
('AC22517-2022-11-01-2726','A152-8','TbT', 'LB')
('SL22517-2022-11-01-2899','S121-19','pFIXfVGpTetwpndA', 'UB')
('SL04652-2022-11-01-2916','S122-12','TpBGbgTbQzKTijKk', 'LB')
('SL12058-2022-11-01-2872','S120-16','rrfjz', 'SU')
('AC04652-2022-11-01-2926','A163-10','BvC', 'UB')
('AC12058-2022-11-01-2878','A160-16','EODYDakpSfZym', 'UB')
('AC04652-2022-11-02-2847','A159-3','Yn', 'UB')
('AC04652-2022-11-02-2848','A159-4','P', 'UB')
('AC22517-2022-11-02-2939','A164-5','JpXZFWbuL', 'SL')
('AC12058-2022-11-01-2882','A161-2','HOCj', 'LB')
('AC12058-2022-11-01-2883','A161-3','rUlfCK', 'UB')
('AC22517-2022-11-01-2734','A152-16','tpJJKMe', 'UB')
('SL12058-2022-11-01-2880','S120-24','qcSfKhlNuvJsKPv', 'SU')
('AC04652-2022-11-01-2929','A163-13','FWqdKFqCcLOYTPf', 'LB')
('AC12058-2022-11-01-2885','A161-5','MGbKInhvGGW', 'SL')
('AC22517-2022-11-02-2944','A164-10','bo', 'UB')
('SL04652-2022-11-02-2838','S119-6','FfvPljGy', 'UB')
('SL04652-2022-11-02-2842','S119-10','Ipzi', 'MB')
('SL22517-2022-11-02-2941','S123-13','xCzIk', 'MB')
('AC12058-2022-11-01-2888','A161-8','tQABrTWJRMyf', 'LB')
('AC12058-2022-11-01-2889','A161-9','xdqd', 'UB')
('SL04652-2022-11-01-2933','S123-5','zfqMJ', 'MB')
('SL12058-2022-11-01-2890','S121-10','AsCol', 'MB')
('SL04652-2022-11-01-2939','S123-11','sClFOCwdZ', 'UB')
('AC04652-2022-11-01-2941','A164-7','loRqbW', 'LB')
('SL04652-2022-11-01-2940','S123-12','VOzJLTZYlFTa', 'LB')
('SL22517-2022-11-02-2955','S124-3','oNuWf', 'UB')
('SL12058-2022-11-01-2900','S121-20','xzZlaMZAA', 'LB')
('SL22517-2022-11-01-2924','S122-20','GTcPOfocM', 'LB')
('AC04652-2022-11-02-2884','A161-4','MelMHgk', 'UB')
('SL04652-2022-11-01-2961','S124-9','T', 'LB')
('AC04652-2022-11-01-2965','A165-13','WfTUJtcpUeos', 'LB')
('SL22517-2022-11-02-2968','S124-16','l', 'SU')
('AC12058-2022-11-01-2917','A163-1','fqkGYfqrgr', 'LB')
('AC12058-2022-11-01-2918','A163-2','OiqAHXf', 'LB')
('SL22517-2022-11-02-2973','S124-21','ScbiXUqDvczKgo', 'MB')
('AC12058-2022-11-01-2922','A163-6','jcLsEs', 'SU')
('AC22517-2022-11-02-2989','A167-1','iOPydBSdsIscFF', 'LB')
('SL04652-2022-11-01-2971','S124-19','cMgdqo', 'UB')
('SL22517-2022-11-01-2946','S123-18','coCwAZHkaDZumPO', 'MB')
('SL04652-2022-11-01-2973','S124-21','ipuxgtxCFLSeh', 'MB')
('SL04652-2022-11-01-2974','S124-22','NYXknjDPDRrEKvLa', 'UB')
('AC04652-2022-11-02-2909','A162-11','lcpTtGqAoZJlY', 'SL')
('AC04652-2022-11-01-2979','A166-9','FkTibwdxm', 'UB')
('SL22517-2022-11-01-2956','S124-4','yThdMpirBUKWCZ', 'LB')
('SL12058-2022-11-01-2928','S122-24','YAiWwkOydLczad', 'SU')
('AC04652-2022-11-01-2981','A166-11','OTAZraWqjGlRxf', 'SL')
('AC04652-2022-11-02-2923','A163-7','UqVDfrvsEL', 'LB')
('AC12058-2022-11-01-2942','A164-8','rdenqUNzMAozNr', 'LB')
('SL12058-2022-11-01-2932','S123-4','sdNphkTppQtNN', 'LB')
('AC22517-2022-11-01-2791','A156-1','TjNxYrSEvjxal', 'LB')
('AC04652-2022-11-02-2925','A163-9','tZuxLkiWaFQy', 'UB')
('SL04652-2022-11-02-2897','S121-17','oSdXVH', 'LB')
('SL04652-2022-11-02-2898','S121-18','YhlJfIemvKwi', 'MB')
('SL04652-2022-11-02-2905','S122-1','c', 'LB')
('SL22517-2022-11-02-3012','S126-12','sZaMZbvpHoLzXBL', 'LB')
('AC04652-2022-11-01-2998','A167-10','xqMxgncmSx', 'UB')
('AC04652-2022-11-02-2939','A164-5','QAr', 'SL')
('SL04652-2022-11-02-2913','S122-9','UYIMMOWYq', 'LB')
('AC04652-2022-11-02-2943','A164-9','NKJnEQIxpiBc', 'UB')
('AC04652-2022-11-02-2946','A164-12','VEfSPNvslXW', 'SU')
('AC22517-2022-11-01-2816','A157-8','rCFuho', 'LB')
('AC12058-2022-11-01-2977','A166-7','GddSpGKmA', 'LB')
('SL04652-2022-11-02-2926','S122-22','kPPI', 'UB')
('AC12058-2022-11-01-2982','A166-12','MKPBFboeheKuoLh', 'SU')
('AC04652-2022-11-02-2957','A165-5','rkGXBtQPiXKrtea', 'SL')
('SL12058-2022-11-01-2958','S124-6','qhuExqhJq', 'UB')
('SL04652-2022-11-02-2948','S123-20','GpixFDIAYzI', 'LB')
('AC04652-2022-11-02-2979','A166-9','TekY', 'UB')
('SL04652-2022-11-02-2954','S124-2','ifAbjDPBDt', 'MB')
('SL04652-2022-11-01-3029','S127-5','mSJRlDxsxCEbtQ', 'MB')
('SL12058-2022-11-01-2986','S125-10','bYlEMoh', 'MB')
('SL22517-2022-11-02-3061','S128-13','kFKLVTrjS', 'MB')
('AC22517-2022-11-01-2857','A159-13','PhwyRP', 'LB')
('SL12058-2022-11-01-2990','S125-14','cWawoDvwIUQ', 'UB')
('SL22517-2022-11-01-3018','S126-18','ywhfIviDzHOPRHx', 'MB')
('SL22517-2022-11-02-3067','S128-19','oguSSZsuqaR', 'UB')
('SL12058-2022-11-01-3031','S127-7','FrzryvFJYRrd', 'SL')
('AC22517-2022-11-02-3121','A174-7','sMMRfhuQPLWnJ', 'LB')
('SL12058-2022-11-01-3032','S127-8','LNYeFIaY', 'SU')
('AC22517-2022-11-02-3122','A174-8','WzVSSd', 'LB')
('AC04652-2022-11-02-3025','A169-1','EscdJuQeHQgA', 'LB')
('AC22517-2022-11-01-2902','A162-4','VyynveADJHumf', 'UB')
('SL22517-2022-11-02-3103','S130-7','CMrYcghf', 'SL')
('AC12058-2022-11-01-3059','A170-17','cHxFD', 'SL')
('SL04652-2022-11-01-3082','S129-10','UIlPERmmpx', 'MB')
('AC04652-2022-11-02-3030','A169-6','IOlrdt', 'SU')
('AC04652-2022-11-01-3084','A172-6','yjtrZt', 'SU')
('SL12058-2022-11-01-3035','S127-11','peCpRYTnsoLx', 'UB')
('SL22517-2022-11-01-3069','S128-21','fSdWVXDMyZihQN', 'MB')
('SL12058-2022-11-01-3037','S127-13','gIMMxfhFXAJOy', 'MB')
('AC22517-2022-11-02-3135','A175-3','oZasoEmNbj', 'UB')
('SL22517-2022-11-02-3109','S130-13','LClbZw', 'MB')
('SL12058-2022-11-01-3040','S127-16','sXSHNue', 'SU')
('SL22517-2022-11-01-3075','S129-3','KfwnGViTOeP', 'UB')
('SL04652-2022-11-02-3009','S126-9','Spg', 'LB')
('AC04652-2022-11-02-3040','A169-16','VOQjZymLdW', 'UB')
('SL04652-2022-11-01-3089','S129-17','qzwpoKDHNUwSrh', 'LB')
('AC22517-2022-11-01-2913','A162-15','RyxXGWImMBQv', 'UB')
('SL04652-2022-11-01-3090','S129-18','ugBjEGGWwnbYwmc', 'MB')
('SL04652-2022-11-02-3014','S126-14','iBnQ', 'UB')
('AC22517-2022-11-02-3146','A175-14','bhgPLO', 'LB')
('AC04652-2022-11-02-3045','A170-3','rXWJwYnDNNBBNgRM', 'UB')
('SL04652-2022-11-02-3043','S127-19','wi', 'UB')
('AC22517-2022-11-02-3167','A176-17','ikXxVMKhLSAM', 'SL')
('AC22517-2022-11-02-3168','A176-18','USpaHHVypgWMY', 'SU')
('AC04652-2022-11-01-3119','A174-5','iJGZh', 'SL')
('SL22517-2022-11-01-3106','S130-10','aqBiIBmORjaiCij', 'MB')
('SL22517-2022-11-01-3107','S130-11','MWVqYl', 'UB')
('AC12058-2022-11-01-3094','A172-16','aDFdTLaIVrUT', 'UB')
('SL12058-2022-11-01-3073','S129-1','thcyikzaOzIE', 'LB')
('SL22517-2022-11-01-3117','S130-21','ihiLYnAVPSjYUHm', 'MB')
('SL22517-2022-11-02-3153','S132-9','WKk', 'LB')
('AC04652-2022-11-02-3087','A172-9','iKCGJWSPc', 'UB')
('SL12058-2022-11-01-3081','S129-9','obEvNriEavtSUxiU', 'LB')
('SL22517-2022-11-01-3120','S130-24','A', 'SU')
('SL04652-2022-11-01-3142','S131-22','GiV', 'UB')
('AC04652-2022-11-02-3098','A173-2','XfMHxrGvj', 'LB')
('SL22517-2022-11-02-3168','S132-24','Yt', 'SU')
('SL04652-2022-11-02-3080','S129-8','Yv', 'SU')
('SL04652-2022-11-02-3081','S129-9','uQI', 'LB')
('AC04652-2022-11-02-3113','A173-17','lsYI', 'SL')
('SL12058-2022-11-01-3095','S129-23','nxBRibYxLDdGgXa', 'SL')
('SL22517-2022-11-01-3146','S132-2','lzyiGboWRl', 'MB')
('AC04652-2022-11-02-3119','A174-5','QSsYgAMgqj', 'SL')
('SL22517-2022-11-01-3165','S132-21','OVKZ', 'MB')
('AC04652-2022-11-02-3133','A175-1','wCuDnEgdxfIOZedJ', 'LB')
('SL22517-2022-11-02-3203','S134-11','sruuJrpqrTyLrWo', 'UB')
('SL04652-2022-11-02-3115','S130-19','mbugy', 'UB')
('SL04652-2022-11-02-3117','S130-21','t', 'MB')
('SL04652-2022-11-02-3118','S130-22','pomsxWdKFTg', 'UB')
('AC22517-2022-11-01-3019','A168-13','mS', 'LB')
('SL12058-2022-11-01-3115','S130-19','PJLWdR', 'UB')
('AC04652-2022-11-01-3170','A177-2','KBYwWjixCBUqe', 'LB')
('AC22517-2022-11-02-3259','A182-1','fwTQ', 'LB')
('AC22517-2022-11-01-3060','A170-18','wrInDEKLIgXqiDp', 'SU')
('AC12058-2022-11-01-3200','A178-14','aKQOveoenWny', 'LB')
('SL22517-2022-11-01-3226','S135-10','TJkOjzQ', 'MB')
('SL22517-2022-11-02-3249','S136-9','BmyVJAEAkcmIYY', 'LB')
('AC12058-2022-11-01-3208','A179-4','BczTxChplXRQ', 'UB')
('SL04652-2022-11-02-3170','S133-2','YwzPxWDxcdBcOk', 'MB')
('AC04652-2022-11-02-3186','A177-18','xdbR', 'SU')
('SL04652-2022-11-01-3240','S135-24','MT', 'SU')
('SL22517-2022-11-02-3254','S136-14','sGjVXoAUqaOJa', 'UB')
('AC12058-2022-11-01-3212','A179-8','A', 'LB')
('AC04652-2022-11-02-3191','A178-5','Rowmu', 'SL')
('SL12058-2022-11-01-3172','S133-4','rIcsKIfduGPSxJ', 'LB')
('SL04652-2022-11-01-3258','S136-18','lwUnORnPAMymEdgC', 'MB')
('AC22517-2022-11-01-3096','A172-18','IIVpTH', 'SU')
('AC04652-2022-11-01-3237','A180-15','labj', 'UB')
('AC04652-2022-11-01-3239','A180-17','xXshZkMuKVWKUAuS', 'SL')
('SL04652-2022-11-01-3262','S136-22','IDQEeCeRbIULlmbv', 'UB')
('AC22517-2022-11-01-3128','A174-14','kwPuv', 'LB')
('AC22517-2022-11-02-3317','A185-5','VQxJ', 'SL')
('SL12058-2022-11-01-3208','S134-16','UHqtBIBXULmii', 'SU')
('AC04652-2022-11-02-3228','A180-6','ZBvCBlxsiikaVK', 'SU')
('SL04652-2022-11-02-3217','S135-1','wOjsyxisbuRqpTg', 'LB')
('AC04652-2022-11-01-3265','A182-7','FZWaRiAirjxU', 'LB')
('SL22517-2022-11-02-3316','S139-4','z', 'LB')
('AC22517-2022-11-01-3139','A175-7','DBWcc', 'LB')
('AC04652-2022-11-01-3271','A182-13','ehMqiMDjXVRk', 'LB')
('SL04652-2022-11-01-3302','S138-14','Hbf', 'UB')
('AC04652-2022-11-02-3239','A180-17','C', 'SL')
('SL04652-2022-11-02-3226','S135-10','zBbjAuuWayO', 'MB')
('SL04652-2022-11-01-3304','S138-16','MSPWHiNTP', 'SU')
('SL04652-2022-11-02-3227','S135-11','j', 'UB')
('SL04652-2022-11-02-3254','S136-14','MuN', 'UB')
('SL04652-2022-11-02-3255','S136-15','aQKHPPISEShLrs', 'SL')
('SL12058-2022-11-01-3289','S138-1','yySNLE', 'LB')
('AC04652-2022-11-01-3356','A187-8','jR', 'LB')
('SL04652-2022-11-02-3297','S138-9','mSmGve', 'LB')
('SL12058-2022-11-01-3297','S138-9','tNVLrDbKKMlBegq', 'LB')
('AC22517-2022-11-02-3411','A190-9','PSfAOqrUJM', 'UB')
('AC12058-2022-11-01-3355','A187-7','xVwPp', 'LB')
('SL12058-2022-11-01-3299','S138-11','yGShqB', 'UB')
('SL22517-2022-11-01-3361','S141-1','MSBGYswS', 'LB')
('SL22517-2022-11-02-3407','S142-23','yqlnIrMyHxupFM', 'SL')
('SL12058-2022-11-01-3305','S138-17','HjbvgU', 'LB')
('AC04652-2022-11-01-3368','A188-2','EtLXVLqir', 'LB')
('SL22517-2022-11-02-3410','S143-2','ElL', 'MB')
('SL04652-2022-11-01-3392','S142-8','udoAnpyHkplDu', 'SU')
('AC04652-2022-11-01-3373','A188-7','ZxQeBIgH', 'LB')
('AC04652-2022-11-01-3380','A188-14','kMMeob', 'LB')
