('SL22517-2022-11-01-54','S3-6','QLiOgNepLHnRe', 'UB')
('AC22517-2022-11-01-1449','A81-9','tBmFyDt', 'UB')
('SL22517-2022-11-01-1491','S63-3','r', 'UB')
('SL22517-2022-11-02-1464','S61-24','nPTCATDgbzh', 'SU')
('AC04652-2022-11-01-1501','A84-7','GGfMqghsIZxP', 'LB')
('SL22517-2022-11-01-1494','S63-6','aEWZAneCs', 'UB')
('SL22517-2022-11-02-1468','S62-4','uXinXhwnOwgc', 'LB')
('AC12058-2022-11-01-1455','A81-15','sJRdVNXmpNqag', 'UB')
('SL04652-2022-11-02-1480','S62-16','JMvRTmXBCY', 'SU')
('SL12058-2022-11-01-1437','S60-21','dFY', 'MB')
('AC12058-2022-11-01-1456','A81-16','jrOFbPMMrIWNc', 'UB')
('AC22517-2022-11-02-1485','A83-9','NoneW', 'UB')
('AC12058-2022-11-01-1462','A82-4','yKbWB', 'UB')
('SL22517-2022-11-02-1479','S62-15','u', 'SL')
('AC22517-2022-11-02-1489','A83-13','kjJncVMnDOTVbhGV', 'LB')
('SL04652-2022-11-02-1495','S63-7','jWw', 'SL')
('AC04652-2022-11-02-1510','A84-16','uPcrLmgycE', 'UB')
('SL04652-2022-11-01-1475','S62-11','EfWLlCgKsvLkf', 'UB')
('AC12058-2022-11-01-1469','A82-11','CDIUJ', 'SL')
('SL04652-2022-11-01-1477','S62-13','jdLiHXyOpzCLphd', 'MB')
('AC12058-2022-11-01-1470','A82-12','jacIedT', 'SU')
('AC04652-2022-11-02-1514','A85-2','WMchswpgM', 'LB')
('SL22517-2022-11-01-1514','S64-2','iFZXxVUJz', 'MB')
('AC22517-2022-11-02-1494','A83-18','HVPkJonmPBV', 'SU')
('AC22517-2022-11-01-1480','A83-4','mDVi', 'UB')
('SL12058-2022-11-01-1457','S61-17','DayKmmL', 'LB')
('AC22517-2022-11-01-1483','A83-7','MPRaGGcEmoWaf', 'LB')
('AC22517-2022-11-01-1487','A83-11','AkyYGDHC', 'SL')
('SL22517-2022-11-02-1497','S63-9','rAU', 'LB')
('SL22517-2022-11-02-1498','S63-10','ltvpiWeH', 'MB')
('AC04652-2022-11-02-1532','A86-2','LaCsodoYKU', 'LB')
('SL04652-2022-11-02-1512','S63-24','RuneQaErmWpZ', 'SU')
('SL22517-2022-11-02-1543','S65-7','McTfJhom', 'SL')
('SL04652-2022-11-01-1543','S65-7','yTTAxtUGjFrnjMza', 'SL')
('AC12058-2022-11-01-1525','A85-13','MbsVdxEbfo', 'LB')
('AC22517-2022-11-01-1548','A86-18','lFTHvweNBKiBYAh', 'SU')
('AC04652-2022-11-01-1578','A88-12','PYPyNXnUwwurfFt', 'SU')
('AC22517-2022-11-02-1550','A87-2','BZxenHwDmxlQtsW', 'LB')
('AC04652-2022-11-01-1582','A88-16','UvuSmovW', 'UB')
('AC04652-2022-11-02-1574','A88-8','GRgIwDvHsWEOeZsk', 'LB')
('AC04652-2022-11-01-1583','A88-17','QVhxFvBm', 'SL')
('SL22517-2022-11-01-1569','S66-9','cnJXzieHym', 'LB')
('AC04652-2022-11-01-1586','A89-2','DcbA', 'LB')
('AC04652-2022-11-02-1576','A88-10','fwY', 'UB')
('SL04652-2022-11-02-1553','S65-17','gVztMsDjjInnkQ', 'LB')
('AC12058-2022-11-01-1535','A86-5','tNdLlx', 'SL')
('SL22517-2022-11-02-1556','S65-20','LUyCTdYMjsSRtwN', 'LB')
('SL04652-2022-11-01-1553','S65-17','QrsUgtNUONgir', 'LB')
('AC12058-2022-11-01-1539','A86-9','k', 'UB')
('AC04652-2022-11-01-1593','A89-9','GXBrWEYxg', 'UB')
('AC12058-2022-11-01-1542','A86-12','Fg', 'SU')
('AC12058-2022-11-01-1543','A86-13','lgwRcTgY', 'LB')
('AC22517-2022-11-02-1563','A87-15','G', 'UB')
('SL04652-2022-11-01-1555','S65-19','myRpLUJwmIy', 'UB')
('SL04652-2022-11-01-1556','S65-20','jHyIjBDeh', 'LB')
('SL22517-2022-11-01-1576','S66-16','XHxfpPbS', 'SU')
('AC22517-2022-11-02-1566','A87-18','WndB', 'SU')
('SL04652-2022-11-02-1563','S66-3','WnuhlmHWxyQD', 'UB')
('AC22517-2022-11-01-1572','A88-6','vdVbTzelJaszdco', 'SU')
('AC04652-2022-11-02-1593','A89-9','cZPUBMQ', 'UB')
('SL04652-2022-11-01-1561','S66-1','kdTOoe', 'LB')
('AC22517-2022-11-02-1581','A88-15','xh', 'UB')
('SL04652-2022-11-01-1572','S66-12','XpA', 'LB')
('AC04652-2022-11-02-1607','A90-5','zyIsNZij', 'SL')
('SL04652-2022-11-02-1576','S66-16','SQvCbDNGUwTqg', 'SU')
('AC22517-2022-11-02-1586','A89-2','TNbhuwMxSfWJ', 'LB')
('AC04652-2022-11-02-1629','A91-9','ybvdXyu', 'UB')
('AC04652-2022-11-01-1649','A92-11','PbudOdRb', 'SL')
('SL04652-2022-11-01-1605','S67-21','lRmexfo', 'MB')
('SL22517-2022-11-02-1600','S67-16','NvxeCJ', 'SU')
('AC22517-2022-11-01-1621','A91-1','JdjKj', 'LB')
('SL22517-2022-11-01-1634','S69-2','fXysGKmjNLY', 'MB')
('AC12058-2022-11-01-1597','A89-13','BPDxBiHPjocQ', 'LB')
('SL04652-2022-11-02-1609','S68-1','NXTlLhYwcAwFWB', 'LB')
('SL12058-2022-11-01-1586','S67-2','palbFRwoxAaTgA', 'MB')
('SL22517-2022-11-02-1606','S67-22','v', 'UB')
('AC22517-2022-11-02-1624','A91-4','GVdLyRMyDM', 'UB')
('SL04652-2022-11-02-1616','S68-8','PqyGQyGVlf', 'SU')
('AC12058-2022-11-01-1608','A90-6','gJaYGtTGSHEAicc', 'SU')
('SL04652-2022-11-01-1621','S68-13','ReiuzgHhoDKJRSB', 'MB')
('AC04652-2022-11-01-1681','A94-7','Gf', 'LB')
('SL22517-2022-11-01-1654','S69-22','rFhm', 'UB')
('SL22517-2022-11-01-1655','S69-23','CEY', 'SL')
('AC04652-2022-11-02-1664','A93-8','zkGz', 'LB')
('AC04652-2022-11-02-1667','A93-11','FHILIMHuryc', 'SL')
('SL04652-2022-11-02-1646','S69-14','fEKfIbjRl', 'UB')
('SL12058-2022-11-01-1612','S68-4','whFlcLYyYtTNw', 'LB')
('AC04652-2022-11-01-1690','A94-16','DyGYytJ', 'UB')
('AC04652-2022-11-01-1694','A95-2','VibIsYpiDOaUH', 'LB')
('SL12058-2022-11-01-1618','S68-10','tdW', 'MB')
('AC12058-2022-11-01-1666','A93-10','fxRUHxZfoHlU', 'UB')
('SL22517-2022-11-01-1695','S71-15','hnqDremahyM', 'SL')
('SL04652-2022-11-01-1681','S71-1','s', 'LB')
('AC04652-2022-11-01-1749','A98-3','QMsNQOya', 'UB')
('AC22517-2022-11-02-1695','A95-3','bT', 'UB')
('SL04652-2022-11-02-1739','S73-11','fDucrohGJFTTKaL', 'UB')
('SL04652-2022-11-01-1723','S72-19','ceodRruWAxle', 'UB')
('SL22517-2022-11-01-1737','S73-9','ufcQu', 'LB')
('SL22517-2022-11-02-1712','S72-8','Foo', 'SU')
('SL04652-2022-11-02-1743','S73-15','AWBt', 'SL')
('SL04652-2022-11-02-1746','S73-18','jDYjVkPKgiSN', 'MB')
('AC12058-2022-11-01-1711','A96-1','vyiy', 'LB')
('AC12058-2022-11-01-1712','A96-2','cH', 'LB')
('AC22517-2022-11-02-1729','A97-1','m', 'LB')
('AC22517-2022-11-02-1730','A97-2','YznNpJhnPupaew', 'LB')
('SL04652-2022-11-01-1728','S72-24','tPNVPaHajCHa', 'SU')
('SL22517-2022-11-01-1744','S73-16','EWZL', 'SU')
('SL12058-2022-11-01-1704','S71-24','BieahwLuprpVIMPZ', 'SU')
('SL22517-2022-11-01-1788','S75-12','OXIEsMByoprSus', 'LB')
('SL04652-2022-11-02-1784','S75-8','xrTCUHrUZYhYQ', 'SU')
('AC22517-2022-11-02-1773','A99-9','QehEhhgkCxcpFP', 'UB')
('SL04652-2022-11-01-1781','S75-5','xICuOjfGyd', 'MB')
('SL04652-2022-11-01-1782','S75-6','qGBY', 'UB')
('AC12058-2022-11-01-1761','A98-15','KO', 'UB')
('SL22517-2022-11-02-1770','S74-18','DptebQZPIKxtTO', 'MB')
('SL04652-2022-11-02-1789','S75-13','lSIysxVxmLJ', 'MB')
('SL04652-2022-11-02-1790','S75-14','Wvp', 'UB')
('SL22517-2022-11-02-1771','S74-19','iwcvn', 'UB')
('SL04652-2022-11-02-1791','S75-15','grAwXbFoo', 'SL')
('SL04652-2022-11-02-1792','S75-16','xbDtstXC', 'SU')
('SL22517-2022-11-02-1772','S74-20','vJVdpuJLrOqsjMr', 'LB')
('SL04652-2022-11-01-1786','S75-10','g', 'MB')
('SL04652-2022-11-01-1787','S75-11','xXEkcGbfwVL', 'UB')
('AC22517-2022-11-02-1779','A99-15','adpzCEatOXXnCzT', 'UB')
('SL04652-2022-11-01-1788','S75-12','Nb', 'LB')
('SL22517-2022-11-01-1801','S76-1','XfesQSMtGdAvmjiz', 'LB')
('AC12058-2022-11-01-1767','A99-3','wAirhGGcR', 'UB')
('AC12058-2022-11-01-1768','A99-4','llAiQXxVOPySYf', 'UB')
('SL04652-2022-11-01-1791','S75-15','XNIHYMkLQAqa', 'SL')
('SL04652-2022-11-02-1796','S75-20','MnDvwwGbYre', 'LB')
('AC04652-2022-11-01-1854','A103-18','TAQbuPMP', 'SU')
('SL04652-2022-11-02-1798','S75-22','EkbLokKf', 'UB')
('SL12058-2022-11-01-1794','S75-18','pRvFYrCUW', 'MB')
('SL04652-2022-11-01-1825','S77-1','AWXPCwORs', 'LB')
('AC12058-2022-11-01-1814','A101-14','SsZaTTeVYATohCqH', 'LB')
('SL04652-2022-11-02-1830','S77-6','bJAfIISV', 'UB')
('SL22517-2022-11-01-1858','S78-10','yXqbVpsOCScgaLR', 'MB')
('SL22517-2022-11-01-1868','S78-20','IGgjcXtOJYujqi', 'LB')
('AC04652-2022-11-01-1922','A107-14','XyOjJr', 'LB')
('AC04652-2022-11-02-1858','A104-4','jCFweVvKWfxPAGM', 'UB')
('SL22517-2022-11-02-1845','S77-21','wNChTsZSWm', 'MB')
('AC22517-2022-11-02-1843','A103-7','r', 'LB')
('AC22517-2022-11-01-1894','A106-4','JhRACsmXZ', 'UB')
('AC04652-2022-11-01-1928','A108-2','KTbOMqw', 'LB')
('SL12058-2022-11-01-1839','S77-15','tgDw', 'SL')
('AC22517-2022-11-02-1855','A104-1','EYcbNjSYmgjlwJT', 'LB')
('SL12058-2022-11-01-1848','S77-24','MGt', 'SU')
('AC12058-2022-11-01-1862','A104-8','J', 'LB')
('SL04652-2022-11-01-1866','S78-18','dVs', 'MB')
('AC04652-2022-11-02-1882','A105-10','QEsf', 'UB')
('SL04652-2022-11-02-1886','S79-14','R', 'UB')
('SL12058-2022-11-01-1857','S78-9','mODYbovcrbKFEinv', 'LB')
('AC22517-2022-11-01-1928','A108-2','iVTdyvbZVORVY', 'LB')
('SL04652-2022-11-02-1902','S80-6','vBNRlgnGRvGxKs', 'UB')
('AC04652-2022-11-02-1898','A106-8','lruktgHeXyf', 'LB')
('SL22517-2022-11-02-1875','S79-3','LqDoKkARYoGIlG', 'UB')
('SL04652-2022-11-01-1884','S79-12','vOG', 'LB')
('SL12058-2022-11-01-1875','S79-3','MdH', 'UB')
('AC22517-2022-11-01-1938','A108-12','VcsopRGM', 'SU')
('SL04652-2022-11-02-1908','S80-12','EOymSKIWNbr', 'LB')
('AC04652-2022-11-02-1902','A106-12','c', 'SU')
('SL22517-2022-11-01-1926','S81-6','igEReMu', 'UB')
('AC22517-2022-11-01-1943','A108-17','kzJFcmwvbNCOPATg', 'SL')
('SL22517-2022-11-02-1884','S79-12','AigXvSM', 'LB')
('AC22517-2022-11-02-1886','A105-14','GIlfPZ', 'LB')
('SL04652-2022-11-02-1918','S80-22','kyRsvLfDABjgpwOP', 'UB')
('SL04652-2022-11-01-1902','S80-6','ErXEYugbO', 'UB')
('SL22517-2022-11-02-1889','S79-17','NKDixI', 'LB')
('AC22517-2022-11-02-1893','A106-3','AYE', 'UB')
('SL22517-2022-11-02-1892','S79-20','HqxJcUHkj', 'LB')
('AC04652-2022-11-02-1918','A107-10','PQytALACi', 'UB')
('AC22517-2022-11-02-1895','A106-5','yE', 'SL')
('SL04652-2022-11-01-1908','S80-12','m', 'LB')
('SL04652-2022-11-02-1932','S81-12','rgQQnHFOcKHPwN', 'LB')
('AC22517-2022-11-02-1897','A106-7','VINPCSgNn', 'LB')
('AC04652-2022-11-01-2002','A112-4','GdxhprUINE', 'UB')
('SL22517-2022-11-02-1913','S80-17','BhHXzCUvpTQyLkJ', 'LB')
('SL22517-2022-11-02-1915','S80-19','f', 'UB')
('AC22517-2022-11-01-1970','A110-8','tjAYwK', 'LB')
('SL04652-2022-11-02-1949','S82-5','eHkwn', 'MB')
('SL04652-2022-11-02-1996','S84-4','bXWuKOGjokPMCq', 'LB')
('AC22517-2022-11-01-2031','A113-15','aJZEJujifVyIdbw', 'UB')
('SL04652-2022-11-02-1999','S84-7','EBNlclSsT', 'SL')
('AC22517-2022-11-02-1970','A110-8','zSOrgRwRw', 'LB')
('SL04652-2022-11-02-2001','S84-9','fdVLrgKyMGhUqFcz', 'LB')
('SL22517-2022-11-02-1981','S83-13','EqKPtlIZWekSiRu', 'MB')
('AC04652-2022-11-02-1985','A111-5','CkxZW', 'SL')
('SL22517-2022-11-01-2004','S84-12','RrvenwdN', 'LB')
('AC22517-2022-11-02-1975','A110-13','FXWfaNRjq', 'LB')
('AC22517-2022-11-02-1977','A110-15','TPYZVrirvmlnQ', 'UB')
('SL22517-2022-11-02-1986','S83-18','DxynXRLXgCJi', 'MB')
('AC22517-2022-11-02-2012','A112-14','CK', 'LB')
('AC22517-2022-11-01-2064','A115-12','EsCm', 'SU')
('SL04652-2022-11-02-2044','S86-4','iYHXYVFkQVJiCLyk', 'LB')
('SL22517-2022-11-02-2013','S84-21','WhbbPKbCONoeJO', 'MB')
('SL04652-2022-11-02-2045','S86-5','plqiZmJTOBcIt', 'MB')
('SL22517-2022-11-01-2041','S86-1','Z', 'LB')
('SL22517-2022-11-01-2042','S86-2','aWvDOwx', 'MB')
('AC12058-2022-11-01-2025','A113-9','aKW', 'UB')
('SL12058-2022-11-01-2015','S84-23','xwWf', 'SL')
('SL04652-2022-11-01-2043','S86-3','tcrVvGQ', 'UB')
('SL22517-2022-11-02-2049','S86-9','jrnUKMVCSq', 'LB')
('SL22517-2022-11-01-2080','S87-16','RRUvUBjjIXD', 'SU')
('SL12058-2022-11-01-2038','S85-22','HKuJyaHf', 'UB')
('SL22517-2022-11-02-2051','S86-11','IVmrk', 'UB')
('AC22517-2022-11-02-2047','A114-13','nefqqbc', 'LB')
('SL04652-2022-11-02-2078','S87-14','udwrFaFT', 'UB')
('AC04652-2022-11-01-2141','A119-17','DGVSiXznB', 'SL')
('AC22517-2022-11-01-2094','A117-6','cfThO', 'SU')
('AC22517-2022-11-02-2054','A115-2','ZCLDEybQu', 'LB')
('SL04652-2022-11-01-2052','S86-12','CnzxQPASlmiHV', 'LB')
('AC12058-2022-11-01-2060','A115-8','BXVAT', 'LB')
('SL04652-2022-11-01-2054','S86-14','FGkHLu', 'UB')
('AC22517-2022-11-02-2059','A115-7','rpynEWJnNGvbpesz', 'LB')
('SL12058-2022-11-01-2077','S87-13','bIDCugVPQYJ', 'MB')
('SL22517-2022-11-02-2111','S88-23','HvrBVwSyk', 'SL')
('AC04652-2022-11-02-2106','A117-18','D', 'SU')
('AC22517-2022-11-01-2152','A120-10','gogDZlMV', 'UB')
('AC22517-2022-11-01-2153','A120-11','Thcx', 'SL')
('AC04652-2022-11-02-2112','A118-6','gohAXEIZmO', 'SU')
('AC22517-2022-11-01-2157','A120-15','fnqHHwevewZ', 'UB')
('AC04652-2022-11-02-2113','A118-7','baNdVxxuDIVUQG', 'LB')
('SL12058-2022-11-01-2090','S88-2','hOyZzJIcBzYUTwUm', 'MB')
('SL04652-2022-11-02-2139','S90-3','pmOxOLpC', 'UB')
('AC04652-2022-11-02-2115','A118-9','nDKyNyHnSvIkAo', 'UB')
('SL12058-2022-11-01-2095','S88-7','bmJy', 'SL')
('SL22517-2022-11-01-2143','S90-7','WoAIMXq', 'SL')
('SL22517-2022-11-02-2130','S89-18','uSQczzFxelwaB', 'MB')
('SL22517-2022-11-02-2131','S89-19','cQAkOq', 'UB')
('AC22517-2022-11-02-2121','A118-15','SsLAzhHruT', 'UB')
('SL22517-2022-11-01-2149','S90-13','qgDKHiiauSbyM', 'MB')
('AC04652-2022-11-01-2218','A124-4','Aylhn', 'UB')
('AC12058-2022-11-01-2130','A119-6','ldEbKsjkyvWElob', 'SU')
('AC22517-2022-11-01-2166','A121-6','ixBJD', 'SU')
('AC04652-2022-11-01-2223','A124-9','Ayu', 'UB')
('SL22517-2022-11-01-2160','S90-24','tpIIieYuyfYJtzS', 'SU')
('AC04652-2022-11-01-2227','A124-13','CNNa', 'LB')
('AC04652-2022-11-02-2135','A119-11','Pg', 'SL')
('AC04652-2022-11-01-2229','A124-15','EDhvg', 'UB')
('AC12058-2022-11-01-2138','A119-14','snggY', 'LB')
('SL22517-2022-11-01-2164','S91-4','jSxwa', 'LB')
('SL12058-2022-11-01-2107','S88-19','S', 'UB')
('SL22517-2022-11-02-2146','S90-10','DYQAZDVfW', 'MB')
('SL22517-2022-11-01-2166','S91-6','IZqtKbyrKhp', 'UB')
('AC22517-2022-11-02-2158','A120-16','dAIphmSU', 'UB')
('SL12058-2022-11-01-2133','S89-21','yZnbrbwxLKFR', 'MB')
('AC04652-2022-11-02-2163','A121-3','BhSDEv', 'UB')
('SL04652-2022-11-02-2188','S92-4','addXgA', 'LB')
('AC04652-2022-11-02-2176','A121-16','PSzCCAvbduRvI', 'UB')
('AC12058-2022-11-01-2174','A121-14','EEHbxTyfzqeA', 'LB')
('AC22517-2022-11-01-2229','A124-15','ERYHenmWOhnuUMS', 'UB')
('SL22517-2022-11-02-2183','S91-23','yufLtYngjewrC', 'SL')
('SL22517-2022-11-02-2185','S92-1','TZUofAssG', 'LB')
('AC22517-2022-11-01-2255','A126-5','tNYsvYEpFxH', 'SL')
('AC04652-2022-11-02-2224','A124-10','LMWp', 'UB')
('SL22517-2022-11-01-2226','S93-18','aUWgor', 'MB')
('AC22517-2022-11-02-2231','A124-17','VSLRWawQ', 'SL')
('SL04652-2022-11-01-2208','S92-24','BfrBairZd', 'SU')
('SL22517-2022-11-01-2245','S94-13','MDe', 'MB')
('SL22517-2022-11-02-2223','S93-15','nVWtKJ', 'SL')
('SL12058-2022-11-01-2240','S94-8','FIs', 'SU')
('SL22517-2022-11-01-2273','S95-17','AHCVB', 'LB')
('AC04652-2022-11-01-2376','A132-18','XNAlxZxhBdhOn', 'SU')
('AC22517-2022-11-02-2276','A127-8','OCOGtV', 'LB')
('SL04652-2022-11-02-2283','S96-3','UHnW', 'UB')
('SL22517-2022-11-01-2278','S95-22','SQSfmpPDJNS', 'UB')
('AC12058-2022-11-01-2277','A127-9','UdDmAWnTslvOcma', 'UB')
('SL22517-2022-11-02-2290','S96-10','JWKfowvM', 'MB')
('SL04652-2022-11-02-2310','S97-6','ZU', 'UB')
('AC04652-2022-11-02-2314','A129-10','mTDWOJSoUgC', 'UB')
('AC22517-2022-11-01-2355','A131-15','uBoCPYrbP', 'UB')
('AC04652-2022-11-02-2315','A129-11','bs', 'SL')
('AC22517-2022-11-01-2357','A131-17','RFcFk', 'SL')
('SL04652-2022-11-02-2334','S98-6','LOiwvmUGEZLi', 'UB')
('SL22517-2022-11-02-2321','S97-17','RBFZeybSkIcH', 'LB')
('SL12058-2022-11-01-2285','S96-5','XZuLePHa', 'MB')
('SL12058-2022-11-01-2286','S96-6','AlGTNzIBlJxcJ', 'UB')
('SL12058-2022-11-01-2287','S96-7','GuncUpWTWnkSs', 'SL')
('SL22517-2022-11-02-2323','S97-19','Oe', 'UB')
('SL22517-2022-11-02-2324','S97-20','AQUTICUorfFtffu', 'LB')
('AC12058-2022-11-01-2357','A131-17','jXWwvRSTGVeqZUdo', 'SL')
('AC04652-2022-11-02-2380','A133-4','mdCprwJjrb', 'UB')
('AC04652-2022-11-02-2389','A133-13','DsTvvXJKvWICT', 'LB')
('AC04652-2022-11-01-2499','A139-15','H', 'UB')
('SL22517-2022-11-02-2392','S100-16','jHGleXS', 'SU')
('AC04652-2022-11-02-2409','A134-15','acsEYLxWBqbeDgOe', 'UB')
('AC22517-2022-11-02-2389','A133-13','cEstppYZtFb', 'LB')
('SL04652-2022-11-01-2383','S100-7','xvBJXqwJuIC', 'SL')
('SL04652-2022-11-02-2423','S101-23','pupDrlrzljtI', 'SL')
('SL04652-2022-11-01-2393','S100-17','dJ', 'LB')
('AC22517-2022-11-02-2456','A137-8','s', 'LB')
('SL12058-2022-11-01-2414','S101-14','fgox', 'UB')
('AC22517-2022-11-02-2459','A137-11','ePKGSFB', 'SL')
('AC04652-2022-11-01-2571','A143-15','h', 'UB')
('SL22517-2022-11-02-2446','S102-22','pEbQf', 'UB')
('SL04652-2022-11-01-2434','S102-10','uv', 'MB')
('SL22517-2022-11-02-2447','S102-23','GmygWgUnFqQAFm', 'SL')
('SL12058-2022-11-01-2422','S101-22','xcOfLQSjjlTt', 'UB')
('AC22517-2022-11-01-2523','A141-3','XQJDVkTMj', 'UB')
('SL04652-2022-11-02-2487','S104-15','rPFtegBWSttWkbto', 'SL')
('AC04652-2022-11-01-2580','A144-6','nW', 'SU')
('AC12058-2022-11-01-2477','A138-11','aJusVBrqU', 'SL')
('AC04652-2022-11-01-2595','A145-3','cBEf', 'UB')
('SL04652-2022-11-02-2499','S105-3','K', 'UB')
('AC12058-2022-11-01-2481','A138-15','FezTL', 'UB')
('SL12058-2022-11-01-2438','S102-14','rkgtwVkIW', 'UB')
('SL22517-2022-11-02-2460','S103-12','MEDsqXpHy', 'LB')
('SL22517-2022-11-01-2508','S105-12','xnSmJkK', 'LB')
('AC04652-2022-11-01-2599','A145-7','CdnNXpaz', 'LB')
('SL04652-2022-11-01-2457','S103-9','rKSls', 'LB')
('SL22517-2022-11-02-2463','S103-15','FxhrtQmVzLDPJFB', 'SL')
('SL22517-2022-11-01-2512','S105-16','la', 'SU')
('SL04652-2022-11-02-2536','S106-16','xxTrnrMuaKrKBQd', 'SU')
('AC22517-2022-11-02-2513','A140-11','RSszBB', 'SL')
('SL12058-2022-11-01-2478','S104-6','AvFnhhMS', 'UB')
('AC12058-2022-11-01-2519','A140-17','QigapBCZo', 'SL')
('AC22517-2022-11-01-2576','A144-2','zcUv', 'LB')
('SL12058-2022-11-01-2481','S104-9','HBWPlXFGdGwFBBi', 'LB')
('SL04652-2022-11-02-2548','S107-4','jcFakkHo', 'LB')
('SL22517-2022-11-01-2556','S107-12','R', 'LB')
('SL04652-2022-11-01-2498','S105-2','jRJjhEzeFznI', 'MB')
('SL12058-2022-11-01-2486','S104-14','VhpO', 'UB')
('SL04652-2022-11-02-2553','S107-9','zSz', 'LB')
('AC04652-2022-11-02-2547','A142-9','OnnPXjKfRHRz', 'UB')
('AC04652-2022-11-01-2646','A147-18','dTNFxR', 'SU')
('AC22517-2022-11-02-2524','A141-4','KaxsCaXXmB', 'UB')
('SL12058-2022-11-01-2493','S104-21','bNuygXer', 'MB')
('SL22517-2022-11-02-2504','S105-8','PkFrhYKkOIRb', 'SU')
('AC22517-2022-11-02-2528','A141-8','YCpbGULbuVnp', 'LB')
('AC04652-2022-11-02-2548','A142-10','rst', 'UB')
('SL22517-2022-11-01-2573','S108-5','lrwYVwb', 'MB')
('AC04652-2022-11-02-2549','A142-11','bkRHLdmGK', 'SL')
('AC12058-2022-11-01-2537','A141-17','pritaBbHlTLB', 'SL')
('AC22517-2022-11-02-2535','A141-15','Cx', 'UB')
('SL04652-2022-11-01-2516','S105-20','eSjqstWfeNjhorRK', 'LB')
('AC04652-2022-11-01-2658','A148-12','armhVjRpxqGYm', 'SU')
('SL12058-2022-11-01-2502','S105-6','xaOfiO', 'UB')
('AC12058-2022-11-01-2542','A142-4','UwPzNSjvbvS', 'UB')
('AC22517-2022-11-01-2596','A145-4','zVQItoZzpqzAOFD', 'UB')
('SL04652-2022-11-02-2567','S107-23','QbXc', 'SL')
('SL04652-2022-11-02-2568','S107-24','LYwnkcWIDWOKCYD', 'SU')
('SL04652-2022-11-01-2526','S106-6','uIp', 'UB')
('SL04652-2022-11-01-2527','S106-7','UpVTN', 'SL')
('SL12058-2022-11-01-2509','S105-13','yR', 'MB')
('AC04652-2022-11-01-2666','A149-2','ZKfUuGApw', 'LB')
('AC04652-2022-11-02-2562','A143-6','ATW', 'SU')
('SL22517-2022-11-02-2519','S105-23','uX', 'SL')
('SL12058-2022-11-01-2514','S105-18','ZFLTYJxm', 'MB')
('AC22517-2022-11-02-2550','A142-12','JiIfmXu', 'SU')
('AC22517-2022-11-01-2604','A145-12','KSRhXodRoUOUn', 'SU')
('AC22517-2022-11-02-2551','A142-13','fDAzUIHRM', 'LB')
('SL04652-2022-11-01-2535','S106-15','VDpqwkYiR', 'SL')
('SL04652-2022-11-01-2546','S107-2','YPpUvKDxuuoeOYoh', 'MB')
('AC22517-2022-11-02-2564','A143-8','OYGKp', 'LB')
('SL22517-2022-11-02-2535','S106-15','lWVcLiFpTanfNPv', 'SL')
('AC22517-2022-11-01-2623','A146-13','VULaLWiOnsa', 'LB')
('AC04652-2022-11-02-2586','A144-12','eRJcVerOpOE', 'SU')
('AC22517-2022-11-01-2637','A147-9','diKVPAcgacJoCik', 'UB')
('SL22517-2022-11-01-2608','S109-16','udDSHO', 'SU')
('SL22517-2022-11-02-2552','S107-8','DvS', 'SU')
('AC22517-2022-11-01-2640','A147-12','TJGEllOIvdsvp', 'SU')
('AC04652-2022-11-01-2697','A150-15','ywMFhFH', 'UB')
('AC22517-2022-11-02-2582','A144-8','apRthl', 'LB')
('SL22517-2022-11-02-2557','S107-13','bxATh', 'MB')
('SL22517-2022-11-01-2614','S109-22','zINVGxRJL', 'UB')
('SL04652-2022-11-02-2612','S109-20','tyXWVfYko', 'LB')
('SL04652-2022-11-01-2566','S107-22','mbutLs', 'UB')
('SL12058-2022-11-01-2563','S107-19','TqdP', 'UB')
('AC04652-2022-11-01-2710','A151-10','gjRoHQW', 'UB')
('AC12058-2022-11-01-2586','A144-12','o', 'SU')
('SL04652-2022-11-01-2576','S108-8','dsPcJDc', 'SU')
('AC12058-2022-11-01-2588','A144-14','JVLXhaJyzFcUw', 'LB')
('AC12058-2022-11-01-2589','A144-15','YTwzkFgv', 'UB')
('AC12058-2022-11-01-2594','A145-2','fXHVaQDMO', 'LB')
('SL04652-2022-11-02-2622','S110-6','eTIJxBfQXuj', 'UB')
('SL22517-2022-11-01-2620','S110-4','xPynfdavbqg', 'LB')
('AC22517-2022-11-01-2682','A149-18','HSWzVCTvhkyHWTw', 'SU')
('AC04652-2022-11-02-2637','A147-9','aAjICNN', 'UB')
('SL22517-2022-11-01-2678','S112-14','v', 'UB')
('SL22517-2022-11-01-2679','S112-15','za', 'SL')
('AC22517-2022-11-01-2718','A151-18','uiRXYdnzXF', 'SU')
('AC22517-2022-11-02-2659','A148-13','gBweHXZOptw', 'LB')
('SL04652-2022-11-02-2676','S112-12','e', 'LB')
('SL22517-2022-11-01-2713','S114-1','VFudpQi', 'LB')
('AC04652-2022-11-02-2698','A150-16','UnhyBRxraj', 'UB')
('AC22517-2022-11-02-2698','A150-16','oP', 'UB')
('SL04652-2022-11-01-2732','S114-20','yXsKmmMIM', 'LB')
('SL04652-2022-11-02-2770','S116-10','aGHpUEfcWmNODl', 'MB')
('AC22517-2022-11-02-2755','A154-1','sASybpSB', 'LB')
