('SL22517-2022-11-01-2582','S108-14','zxiViaW', 'UB')
('AC04652-2022-11-02-6730','A374-16','sAPxFiwvRZ', 'UB')
('SL12058-2022-11-01-6534','S273-6','bwN', 'UB')
('AC04652-2022-11-01-6998','A389-14','FU', 'LB')
('SL22517-2022-11-02-6704','S280-8','fygJhqG', 'SU')
('AC22517-2022-11-02-6751','A376-1','AgJCHuLJWglDIbIC', 'LB')
('SL12058-2022-11-01-6541','S273-13','FcimFpPQqVCIaMru', 'MB')
('SL04652-2022-11-02-6703','S280-7','rZsdTc', 'SL')
('SL22517-2022-11-01-6604','S276-4','Zs', 'LB')
('AC22517-2022-11-01-6737','A375-5','nBYuntv', 'SL')
('AC22517-2022-11-01-6738','A375-6','SKDtnwnMYYn', 'SU')
('SL04652-2022-11-01-6648','S277-24','wQKozIvXLTfv', 'SU')
('AC04652-2022-11-02-6745','A375-13','aSQjuUAxJPdp', 'LB')
('AC04652-2022-11-01-7010','A390-8','nP', 'LB')
('AC22517-2022-11-02-6762','A376-12','qvoxEnDHAdbMXmFe', 'SU')
('AC22517-2022-11-01-6747','A375-15','QNNgtAIbLGW', 'UB')
('AC22517-2022-11-02-6775','A377-7','eP', 'LB')
('AC04652-2022-11-02-6758','A376-8','BBmcuHWFkvgouvY', 'LB')
('SL04652-2022-11-01-6703','S280-7','ph', 'SL')
('SL12058-2022-11-01-6591','S275-15','wT', 'SL')
('SL04652-2022-11-01-6725','S281-5','Xkyk', 'MB')
('SL22517-2022-11-01-6672','S278-24','HAQMR', 'SU')
('AC22517-2022-11-01-6818','A379-14','JoETKmrq', 'LB')
('SL22517-2022-11-01-6673','S279-1','IvcTm', 'LB')
('SL04652-2022-11-01-6731','S281-11','MCyzFRodQQxun', 'UB')
('AC12058-2022-11-01-6842','A381-2','pFFZD', 'LB')
('AC22517-2022-11-02-6837','A380-15','kVaGQJEBIbq', 'UB')
('SL12058-2022-11-01-6617','S276-17','qlPKePh', 'LB')
('AC04652-2022-11-01-7084','A394-10','JyUkVijHFWt', 'UB')
('SL22517-2022-11-01-6686','S279-14','pIHctOS', 'UB')
('SL12058-2022-11-01-6625','S277-1','pDfjWZN', 'LB')
('AC22517-2022-11-02-6847','A381-7','GnhMEBSgCoEcDxzQ', 'LB')
('SL22517-2022-11-01-6689','S279-17','iVLFZmcTDTtmwI', 'LB')
('SL22517-2022-11-01-6690','S279-18','SIhYYlyfJy', 'MB')
('AC22517-2022-11-02-6851','A381-11','labWaTGXEmmnlH', 'SL')
('SL04652-2022-11-01-6805','S284-13','AAchdgYurRTUY', 'MB')
('AC22517-2022-11-02-6892','A383-16','MioYgNGeXcnHc', 'UB')
('SL04652-2022-11-02-6830','S285-14','MVLgRJpFg', 'UB')
('SL22517-2022-11-01-6732','S281-12','LNExcyJ', 'LB')
('AC04652-2022-11-01-7200','A400-18','pvNVqlMnIH', 'SU')
('AC12058-2022-11-01-6952','A387-4','za', 'UB')
('SL22517-2022-11-02-6895','S288-7','GFhbXiSs', 'SL')
('AC04652-2022-11-02-6937','A386-7','vRTKSXXwezkNqQMo', 'LB')
('AC22517-2022-11-01-6937','A386-7','n', 'LB')
('SL22517-2022-11-01-6807','S284-15','uOEKQuAiwRwiZ', 'SL')
('AC22517-2022-11-01-6938','A386-8','qgWXtZmrWMtd', 'LB')
('AC22517-2022-11-01-6939','A386-9','PdUbGU', 'UB')
('SL22517-2022-11-02-6929','S289-17','hod', 'LB')
('SL12058-2022-11-01-6780','S283-12','wFILOIWpHiMcnJhR', 'LB')
('SL04652-2022-11-02-6941','S290-5','uwG', 'MB')
('AC04652-2022-11-01-7240','A403-4','mKAUugp', 'UB')
('SL04652-2022-11-02-6978','S291-18','raWonqEc', 'MB')
('AC04652-2022-11-02-7004','A390-2','lKpeVGAjSM', 'LB')
('SL22517-2022-11-01-6879','S287-15','fzKxCBYKQbqpx', 'SL')
('AC22517-2022-11-01-7000','A389-16','nze', 'UB')
('SL04652-2022-11-02-6983','S291-23','Axky', 'SL')
('SL12058-2022-11-01-6822','S285-6','tqJCqqOzcG', 'UB')
('SL22517-2022-11-02-6977','S291-17','aYbldgKC', 'LB')
('SL04652-2022-11-01-6958','S290-22','ZsFXFQlzNvbqg', 'UB')
('AC12058-2022-11-01-7031','A391-11','BAPrHMDAOpwF', 'SL')
('SL12058-2022-11-01-6829','S285-13','JzQrMA', 'MB')
('SL04652-2022-11-02-6987','S292-3','onOqaAACrrFup', 'UB')
('AC22517-2022-11-01-7029','A391-9','o', 'UB')
('SL04652-2022-11-01-6975','S291-15','vmLhDHfMHkYkz', 'SL')
('SL04652-2022-11-02-7012','S293-4','Xl', 'LB')
('SL12058-2022-11-01-6844','S286-4','k', 'LB')
('SL22517-2022-11-02-6994','S292-10','baKnAFRKLuGiQ', 'MB')
('AC22517-2022-11-01-7033','A391-13','JlLOfg', 'LB')
('SL22517-2022-11-02-6998','S292-14','MWDLVTByRsTiN', 'UB')
('SL12058-2022-11-01-6869','S287-5','kn', 'MB')
('AC22517-2022-11-02-7085','A394-11','ZjelVR', 'SL')
('AC12058-2022-11-01-7083','A394-9','m', 'UB')
('SL04652-2022-11-02-7038','S294-6','CxQTzqgYiLBAKn', 'UB')
('AC04652-2022-11-01-7361','A409-17','ksJUqmczZv', 'SL')
('AC22517-2022-11-02-7104','A395-12','dCGXNLBV', 'SU')
('SL22517-2022-11-01-6944','S290-8','bRCQXw', 'SU')
('AC22517-2022-11-01-7087','A394-13','GAn', 'LB')
('AC22517-2022-11-02-7109','A395-17','PsuiWdJBIaDhOm', 'SL')
('AC04652-2022-11-02-7090','A394-16','qbLMAO', 'UB')
('AC22517-2022-11-02-7113','A396-3','N', 'UB')
('AC04652-2022-11-02-7094','A395-2','nRUbwKUN', 'LB')
('SL04652-2022-11-01-7033','S294-1','HXtfQPHhDj', 'LB')
('SL22517-2022-11-02-7088','S296-8','bGhHslK', 'SU')
('SL04652-2022-11-01-7074','S295-18','iLnnOxmgVAoBUNCM', 'MB')
('SL22517-2022-11-01-7004','S292-20','alJwKHrpP', 'LB')
('SL04652-2022-11-01-7086','S296-6','skDJZzzxaTGqBc', 'UB')
('AC22517-2022-11-01-7184','A400-2','SRadXNBuKxydtRC', 'LB')
('SL22517-2022-11-02-7223','S301-23','zVD', 'SL')
('AC04652-2022-11-02-7274','A405-2','DzIqZTtnnSvxENN', 'LB')
('SL22517-2022-11-01-7157','S299-5','JU', 'MB')
('SL12058-2022-11-01-7090','S296-10','JO', 'MB')
('AC22517-2022-11-02-7334','A408-8','ZnffkNj', 'LB')
('SL12058-2022-11-01-7092','S296-12','dLdMl', 'LB')
('AC22517-2022-11-02-7336','A408-10','itvoFRwjmGalXwZk', 'UB')
('SL04652-2022-11-02-7258','S303-10','kGGqslegCHfDBmGD', 'MB')
('SL22517-2022-11-01-7163','S299-11','JjdzTBryaXct', 'UB')
('SL04652-2022-11-01-7228','S302-4','JHHOOXYYWsXZdp', 'LB')
('SL12058-2022-11-01-7097','S296-17','JsXcHzOrMDOxljvt', 'LB')
('AC04652-2022-11-01-7597','A423-1','q', 'LB')
('AC22517-2022-11-01-7328','A408-2','EQQR', 'LB')
('SL12058-2022-11-01-7117','S297-13','zXZhBlS', 'MB')
('AC04652-2022-11-02-7302','A406-12','JSBFetFwMPHSQ', 'SU')
('AC04652-2022-11-01-7605','A423-9','H', 'UB')
('AC04652-2022-11-01-7606','A423-10','vFwLrcJwxaPhjO', 'UB')
('SL04652-2022-11-02-7280','S304-8','Q', 'SU')
('AC22517-2022-11-02-7371','A410-9','rHh', 'UB')
('AC12058-2022-11-01-7341','A408-15','GSXKYklhTUDYHu', 'UB')
('SL12058-2022-11-01-7133','S298-5','JRiEWmsGf', 'MB')
('SL04652-2022-11-01-7270','S303-22','kLwQDcxssQCOXb', 'UB')
('SL12058-2022-11-01-7137','S298-9','YWPdnblIIVk', 'LB')
('SL22517-2022-11-01-7203','S301-3','noUbYrM', 'UB')
('AC04652-2022-11-02-7332','A408-6','SwiyRurVOEucxvd', 'SU')
('SL04652-2022-11-01-7287','S304-15','YNAOFqeAtbmfl', 'SL')
('AC12058-2022-11-01-7357','A409-13','TB', 'LB')
('SL04652-2022-11-01-7291','S304-19','swZ', 'UB')
('SL12058-2022-11-01-7161','S299-9','VMwXpwIudkHLVh', 'LB')
('AC22517-2022-11-02-7412','A412-14','UuvwMCNiB', 'LB')
('SL04652-2022-11-02-7315','S305-19','tcWyF', 'UB')
('AC12058-2022-11-01-7376','A410-14','NAaMLOIZ', 'LB')
('SL04652-2022-11-01-7307','S305-11','miopZzWVVRTx', 'UB')
('AC22517-2022-11-01-7359','A409-15','hHaus', 'UB')
('SL04652-2022-11-02-7318','S305-22','REGvTB', 'UB')
('AC22517-2022-11-01-7366','A410-4','aRRmHPhqJWHVaVN', 'UB')
('AC22517-2022-11-02-7421','A413-5','OmrcUCXEguDPX', 'SL')
('AC12058-2022-11-01-7382','A411-2','JZIcL', 'LB')
('AC04652-2022-11-01-7648','A425-16','IkdWjuwa', 'UB')
('AC04652-2022-11-01-7649','A425-17','WBDRTvzKFnY', 'SL')
('AC04652-2022-11-02-7365','A410-3','BaHCPMfDp', 'UB')
('AC04652-2022-11-02-7368','A410-6','iRrSeVWIUK', 'SU')
('SL04652-2022-11-02-7329','S306-9','TfigmnZxi', 'LB')
('AC04652-2022-11-02-7412','A412-14','P', 'LB')
('AC22517-2022-11-02-7485','A416-15','zLOJTVUzeFyuVIC', 'UB')
('AC04652-2022-11-01-7720','A429-16','eIGioRKP', 'UB')
('AC22517-2022-11-01-7452','A414-18','EARTcrJzRN', 'SU')
('AC04652-2022-11-02-7455','A415-3','iCUMOgScYKimcQI', 'UB')
('SL22517-2022-11-02-7431','S310-15','CIcLcciKCyze', 'SL')
('SL04652-2022-11-01-7409','S309-17','NeUIB', 'LB')
('SL22517-2022-11-02-7433','S310-17','rlHygSYdtlZ', 'LB')
('SL04652-2022-11-02-7425','S310-9','AXDpgpsvQsKtm', 'LB')
('AC04652-2022-11-01-7738','A430-16','j', 'UB')
('AC22517-2022-11-02-7539','A419-15','cdSqQOT', 'UB')
('AC12058-2022-11-01-7482','A416-12','mXcrcnejDgcANlKP', 'SU')
('SL04652-2022-11-01-7414','S309-22','iM', 'UB')
('SL22517-2022-11-02-7445','S311-5','hpklaofoLpLiT', 'MB')
('AC04652-2022-11-02-7563','A421-3','LceUicPNeaj', 'UB')
('SL04652-2022-11-02-7515','S314-3','wNwVZkaoecHn', 'UB')
('AC22517-2022-11-01-7571','A421-11','NzFDnPcbUmgSzQam', 'SL')
('AC22517-2022-11-01-7573','A421-13','dFKi', 'LB')
('AC04652-2022-11-01-7827','A435-15','Jgdm', 'UB')
('AC04652-2022-11-01-7828','A435-16','OpXcAuF', 'UB')
('SL04652-2022-11-01-7495','S313-7','MtcWIbrYlmItX', 'SL')
('SL22517-2022-11-02-7538','S315-2','dtMsYiyFI', 'MB')
('SL04652-2022-11-01-7498','S313-10','LsTu', 'MB')
('AC04652-2022-11-02-7652','A426-2','KBVbpMeo', 'LB')
('SL22517-2022-11-02-7598','S317-14','dmBPS', 'UB')
('SL04652-2022-11-01-7593','S317-9','IvxtZTWcJTvUDVaS', 'LB')
('SL04652-2022-11-02-7609','S318-1','QYsRAYYpOYgi', 'LB')
('AC12058-2022-11-01-7698','A428-12','QgCHgfDWGBLZy', 'SU')
('AC22517-2022-11-01-7714','A429-10','phsHKl', 'UB')
('AC04652-2022-11-02-7726','A430-4','oxurvXZNmsFlDV', 'UB')
('SL12058-2022-11-01-7489','S313-1','UPDHTtBPPvJQ', 'LB')
('SL04652-2022-11-02-7657','S320-1','XTrmWALb', 'LB')
('SL04652-2022-11-02-7757','S324-5','DmpNRr', 'MB')
('SL04652-2022-11-01-7770','S324-18','UZNXRUp', 'MB')
('AC04652-2022-11-01-8101','A451-1','WA', 'LB')
('SL04652-2022-11-02-7785','S325-9','lcpdSzjsX', 'LB')
('AC04652-2022-11-02-7864','A437-16','MZKFzswTEJ', 'UB')
('SL04652-2022-11-01-7775','S324-23','JIFiYo', 'SL')
('AC04652-2022-11-01-8107','A451-7','T', 'LB')
('SL12058-2022-11-01-7620','S318-12','HNAIFRhz', 'LB')
('AC12058-2022-11-01-7832','A436-2','BkY', 'LB')
('SL04652-2022-11-02-7795','S325-19','FUvfRmMorAxrKW', 'UB')
('AC22517-2022-11-02-7934','A441-14','gciHqahPyZSZf', 'LB')
('AC12058-2022-11-01-7844','A436-14','Wkdcs', 'LB')
('SL22517-2022-11-01-7713','S322-9','k', 'LB')
('AC04652-2022-11-02-7896','A439-12','WI', 'SU')
('SL22517-2022-11-02-7806','S326-6','SfdGDg', 'UB')
('AC22517-2022-11-01-7875','A438-9','ZSzJZJ', 'UB')
('SL04652-2022-11-02-7821','S326-21','EbWPsApzIHq', 'MB')
('SL04652-2022-11-02-7822','S326-22','pK', 'UB')
('SL22517-2022-11-02-7822','S326-22','l', 'UB')
('AC22517-2022-11-02-7964','A443-8','VUwanjIk', 'LB')
('SL12058-2022-11-01-7658','S320-2','hZLjihKIUEqa', 'MB')
('SL22517-2022-11-01-7754','S324-2','dnPmlWvUDhwfx', 'MB')
('AC04652-2022-11-02-7916','A440-14','fugq', 'LB')
('SL04652-2022-11-01-7834','S327-10','sN', 'MB')
('SL04652-2022-11-02-7837','S327-13','MELMhfl', 'MB')
('SL12058-2022-11-01-7667','S320-11','ITEFNBOSN', 'UB')
('AC04652-2022-11-02-7921','A441-1','xFmXjSXI', 'LB')
('SL22517-2022-11-02-7861','S328-13','e', 'MB')
('AC22517-2022-11-01-7916','A440-14','LYoZuC', 'LB')
('AC04652-2022-11-02-7940','A442-2','YQgofpFDsAKH', 'LB')
('AC04652-2022-11-02-7992','A444-18','WBw', 'SU')
('SL22517-2022-11-01-7824','S326-24','nAAZDjqWuOeuEZiN', 'SU')
('AC04652-2022-11-02-8031','A447-3','UmI', 'UB')
('SL12058-2022-11-01-7795','S325-19','EQRrMPBcGQqdDduv', 'UB')
('AC04652-2022-11-01-8284','A461-4','pMPOhcpBHqom', 'UB')
('AC22517-2022-11-02-8092','A450-10','o', 'UB')
('AC04652-2022-11-01-8287','A461-7','W', 'LB')
('SL22517-2022-11-02-7971','S333-3','vgCdWG', 'UB')
('SL04652-2022-11-01-7981','S333-13','fvpYpd', 'MB')
('AC22517-2022-11-02-8096','A450-14','ooaLxkgwGfoZ', 'LB')
('SL22517-2022-11-02-7998','S334-6','aDAdnzOV', 'UB')
('AC04652-2022-11-01-8318','A463-2','YgmKgZdgmZkCQMxJ', 'LB')
('AC04652-2022-11-02-8163','A454-9','dZq', 'UB')
('AC12058-2022-11-01-8137','A453-1','FSSvUcLt', 'LB')
('SL12058-2022-11-01-7949','S332-5','jVdUgzmQCOJdceoL', 'MB')
('AC04652-2022-11-01-8421','A468-15','dOnvbMFZFqsX', 'UB')
('AC22517-2022-11-02-8248','A459-4','NGOAVKlqFChNjND', 'UB')
('SL04652-2022-11-02-8128','S339-16','fMfMQUITvvApfa', 'SU')
('AC12058-2022-11-01-8196','A456-6','ZYJa', 'SU')
('SL04652-2022-11-02-8129','S339-17','lUrYCyhbdsxL', 'LB')
('SL22517-2022-11-01-8057','S336-17','GmFuwJCECTVkEGl', 'LB')
('AC22517-2022-11-01-8200','A456-10','fOQ', 'UB')
('SL22517-2022-11-01-8100','S338-12','Zwwi', 'LB')
('AC04652-2022-11-02-8281','A461-1','MrhoxMGMqpQNP', 'LB')
('AC22517-2022-11-01-8236','A458-10','WEbUFiodvthkYoEJ', 'UB')
('SL04652-2022-11-02-8171','S341-11','XyUiaHQVWQPjVyS', 'UB')
('AC04652-2022-11-01-8512','A473-16','GnZiGaOapvt', 'UB')
('SL12058-2022-11-01-8069','S337-5','kMfeFxJ', 'MB')
('SL22517-2022-11-01-8138','S340-2','HqhS', 'MB')
('AC12058-2022-11-01-8286','A461-6','wxHBXBrtturd', 'SU')
('AC04652-2022-11-02-8326','A463-10','NopxD', 'UB')
('AC04652-2022-11-01-8554','A476-4','rsDUGtoAX', 'UB')
('SL04652-2022-11-01-8242','S344-10','rYERQkQRnFFjjmLA', 'MB')
('AC12058-2022-11-01-8302','A462-4','lCrZZ', 'UB')
('AC22517-2022-11-01-8282','A461-2','ItMnoPqEmDAxh', 'LB')
('SL04652-2022-11-02-8220','S343-12','AQT', 'LB')
('AC04652-2022-11-01-8587','A478-1','LTLhvEAJTRk', 'LB')
('SL22517-2022-11-02-8277','S345-21','vYFjzhjrs', 'MB')
('SL22517-2022-11-01-8221','S343-13','wMEx', 'MB')
('SL04652-2022-11-01-8305','S347-1','MVWUCyuFkszJu', 'LB')
('SL22517-2022-11-02-8336','S348-8','IPeatKs', 'SU')
('AC04652-2022-11-02-8440','A469-16','rpcBYkNNGiS', 'UB')
('SL12058-2022-11-01-8211','S343-3','pHPkFW', 'UB')
('AC22517-2022-11-01-8420','A468-14','Usp', 'LB')
('AC22517-2022-11-01-8423','A468-17','IR', 'SL')
('SL22517-2022-11-01-8309','S347-5','r', 'MB')
('AC04652-2022-11-02-8482','A472-4','N', 'UB')
('SL04652-2022-11-01-8381','S350-5','MQPtgzUuAFNgxB', 'MB')
('AC22517-2022-11-02-8523','A474-9','BsymS', 'UB')
('AC22517-2022-11-02-8529','A474-15','imdni', 'UB')
('AC22517-2022-11-02-8534','A475-2','IcnhtJrcl', 'LB')
('AC12058-2022-11-01-8441','A469-17','yogSGPPqpUgenhzR', 'SL')
('AC04652-2022-11-01-8728','A485-16','cdqKZnlAtiAShW', 'UB')
('SL22517-2022-11-02-8386','S350-10','nlgBnbwoJqCmp', 'MB')
('SL22517-2022-11-02-8387','S350-11','GDEaHEkcdwMcdzRq', 'UB')
('AC12058-2022-11-01-8456','A470-14','cvUC', 'LB')
('SL22517-2022-11-02-8388','S350-12','CtE', 'LB')
('SL04652-2022-11-02-8411','S351-11','aSOq', 'UB')
('SL22517-2022-11-01-8342','S348-14','xMeohf', 'UB')
('AC12058-2022-11-01-8470','A471-10','gAzVJjUXuzWoBTst', 'UB')
('AC22517-2022-11-02-8565','A476-15','Lbl', 'UB')
('SL04652-2022-11-02-8422','S351-22','DbwocoG', 'UB')
('SL04652-2022-11-01-8452','S353-4','a', 'LB')
('SL22517-2022-11-01-8398','S350-22','Gwppwgs', 'UB')
('SL22517-2022-11-02-8440','S352-16','FYmmdDXTMZKG', 'SU')
('SL04652-2022-11-01-8478','S354-6','nCwtiZoL', 'UB')
('AC12058-2022-11-01-8504','A473-8','TRnnhYCIWRCo', 'LB')
('AC12058-2022-11-01-8508','A473-12','VX', 'SU')
('AC22517-2022-11-01-8522','A474-8','Scy', 'LB')
('SL12058-2022-11-01-8314','S347-10','HhbqkWXTDOLC', 'MB')
('SL04652-2022-11-01-8492','S354-20','VybTkoXfKU', 'LB')
('AC22517-2022-11-02-8618','A479-14','yiBWVlwOY', 'LB')
('AC22517-2022-11-02-8619','A479-15','dIeNtIrcD', 'UB')
('AC12058-2022-11-01-8524','A474-10','rsYfMGmxpHmwBgPt', 'UB')
('AC22517-2022-11-02-8623','A480-1','ZdMEIgButunxtEnH', 'LB')
('SL22517-2022-11-01-8427','S352-3','XkNqcUf', 'UB')
('SL04652-2022-11-01-8501','S355-5','pSguE', 'MB')
('AC04652-2022-11-01-8801','A489-17','LiaOQDMrSHOLRrnc', 'SL')
('SL12058-2022-11-01-8326','S347-22','jjk', 'UB')
('SL22517-2022-11-02-8472','S353-24','JJunMzsmsHdnhYa', 'SU')
('SL12058-2022-11-01-8353','S349-1','JxVHXR', 'LB')
('AC04652-2022-11-01-8827','A491-7','cZYWBfMSiCJ', 'LB')
('AC12058-2022-11-01-8591','A478-5','ZtehcRCVF', 'SL')
('SL22517-2022-11-01-8488','S354-16','BzYhFqEt', 'SU')
('SL12058-2022-11-01-8411','S351-11','xDwUcsYoauUn', 'UB')
('AC12058-2022-11-01-8622','A479-18','fkgqujD', 'SU')
('SL04652-2022-11-01-8576','S358-8','fmBxwwuLyXryEU', 'SU')
('SL22517-2022-11-01-8519','S355-23','jcVuWxazJGkH', 'SL')
('SL04652-2022-11-01-8579','S358-11','IbJGWfSTkubUewVv', 'UB')
('AC04652-2022-11-02-8687','A483-11','YDrCMvoFye', 'SL')
('SL04652-2022-11-02-8578','S358-10','VvoiCOrgN', 'MB')
('AC04652-2022-11-02-8692','A483-16','wPXioQVHsCR', 'UB')
('AC22517-2022-11-02-8741','A486-11','WtfvcZaIVVGDLJ', 'SL')
('AC12058-2022-11-01-8662','A482-4','LYsYiKK', 'UB')
('SL12058-2022-11-01-8455','S353-7','SlVSBChbKH', 'SL')
('AC04652-2022-11-02-8723','A485-11','JLRkUZww', 'SL')
('AC22517-2022-11-01-8674','A482-16','gYPjT', 'UB')
('SL04652-2022-11-02-8613','S359-21','BVUHnNlIZ', 'MB')
('AC04652-2022-11-02-8762','A487-14','wXUfZGy', 'LB')
('SL04652-2022-11-02-8679','S362-15','YeqpCKHcog', 'SL')
('SL12058-2022-11-01-8539','S356-19','kgQJY', 'UB')
('SL22517-2022-11-02-8671','S362-7','NViCdirkDTahpow', 'SL')
('SL22517-2022-11-02-8672','S362-8','dySyRIffRZYuO', 'SU')
('SL12058-2022-11-01-8545','S357-1','YsFBg', 'LB')
('AC04652-2022-11-02-8836','A491-16','IdJ', 'UB')
('AC04652-2022-11-01-9058','A504-4','IVFCS', 'UB')
('AC04652-2022-11-02-8838','A491-18','BrBmAIlgtxUsBGfj', 'SU')
('AC22517-2022-11-01-8784','A488-18','sHGMDPtwHDw', 'SU')
('SL12058-2022-11-01-8573','S358-5','ZVXPEkuyINNGp', 'MB')
('AC04652-2022-11-01-9061','A504-7','bgSVefAZyAhrb', 'LB')
('AC04652-2022-11-02-8842','A492-4','K', 'UB')
('AC04652-2022-11-02-8843','A492-5','MbFGOdocbtSseJE', 'SL')
('AC04652-2022-11-02-8844','A492-6','WtVaM', 'SU')
('AC22517-2022-11-02-8852','A492-14','wRTXgAZS', 'LB')
('SL22517-2022-11-02-8703','S363-15','zVEU', 'SL')
('AC04652-2022-11-01-9110','A507-2','xbWCn', 'LB')
('SL22517-2022-11-01-8726','S364-14','OvRVKFZkPKirr', 'UB')
('AC12058-2022-11-01-8828','A491-8','eWtj', 'LB')
('SL04652-2022-11-02-8814','S368-6','XNlecUbbSvAU', 'UB')
('AC22517-2022-11-01-8867','A493-11','CrKwiRpUuNcF', 'SL')
('SL04652-2022-11-01-8784','S366-24','sdJh', 'SU')
('AC22517-2022-11-01-8869','A493-13','UbZ', 'LB')
('SL04652-2022-11-01-8823','S368-15','PXzPbzTLIKR', 'SL')
('AC04652-2022-11-01-9177','A510-15','aDu', 'UB')
('SL12058-2022-11-01-8694','S363-6','jxPllKM', 'UB')
('SL12058-2022-11-01-8697','S363-9','XOtYTyMgl', 'LB')
('AC04652-2022-11-01-9185','A511-5','rCVQYHyLwIpa', 'SL')
('SL12058-2022-11-01-8701','S363-13','bHgXstbnLer', 'MB')
('AC22517-2022-11-01-8919','A496-9','wiXvGMJWu', 'UB')
('AC12058-2022-11-01-8911','A496-1','eUob', 'LB')
('SL04652-2022-11-01-8877','S370-21','SSuCOaFZHkJa', 'MB')
('SL22517-2022-11-02-8880','S370-24','BfVnopiu', 'SU')
('SL22517-2022-11-02-8883','S371-3','jlbXUzkGtPwbqmS', 'UB')
('AC04652-2022-11-01-9228','A513-12','thVtpDUnwAczEQ', 'SU')
('AC04652-2022-11-02-9003','A501-3','bTCksJgAAJjYjBaR', 'UB')
('SL04652-2022-11-02-8903','S371-23','mTiNNzicNM', 'SL')
('SL04652-2022-11-02-8904','S371-24','wIiLp', 'SU')
('AC04652-2022-11-02-9006','A501-6','SYDNtPRZihEMde', 'SU')
('SL22517-2022-11-01-8853','S369-21','AjBNdzlzssXFk', 'MB')
('AC04652-2022-11-01-9236','A514-2','zgyYzRRPid', 'LB')
('SL22517-2022-11-01-8855','S369-23','UTUNuaKnDPK', 'SL')
('SL22517-2022-11-02-8899','S371-19','SPeVJWCcBVXaDgcs', 'UB')
('SL22517-2022-11-01-8858','S370-2','ACnW', 'MB')
('SL22517-2022-11-01-8868','S370-12','Rc', 'LB')
('SL22517-2022-11-01-8869','S370-13','gKRVAzAXVOgviK', 'MB')
('AC04652-2022-11-02-9025','A502-7','DJSXta', 'LB')
('SL12058-2022-11-01-8767','S366-7','wIHXeIZn', 'SL')
('AC04652-2022-11-02-9027','A502-9','F', 'UB')
('AC22517-2022-11-01-8985','A500-3','NGXuD', 'UB')
('AC04652-2022-11-02-9046','A503-10','rLBNBee', 'UB')
('AC04652-2022-11-02-9087','A505-15','tvUwZRuUiGz', 'UB')
('SL22517-2022-11-02-9033','S377-9','bpeFqgMPRr', 'LB')
('AC04652-2022-11-01-9380','A522-2','cCLIo', 'LB')
('AC04652-2022-11-02-9151','A509-7','vPAVcb', 'LB')
('AC12058-2022-11-01-9096','A506-6','NnSxDxTDPSRIVduZ', 'SU')
('AC22517-2022-11-02-9170','A510-8','tGbF', 'LB')
('AC22517-2022-11-01-9147','A509-3','DArlpOsXSghagGMb', 'UB')
('SL04652-2022-11-02-9089','S379-17','n', 'LB')
('AC22517-2022-11-02-9219','A513-3','OJmIVpyjtPwm', 'UB')
('SL04652-2022-11-02-9093','S379-21','G', 'MB')
('SL22517-2022-11-02-9090','S379-18','dkENxzeBUq', 'MB')
('AC12058-2022-11-01-9156','A509-12','x', 'SU')
('SL04652-2022-11-02-9096','S379-24','Db', 'SU')
('AC22517-2022-11-01-9155','A509-11','nefigoC', 'SL')
('AC22517-2022-11-01-9169','A510-7','OQdQmSYBiNqJtbf', 'LB')
('AC12058-2022-11-01-9173','A510-11','FBmOlcjT', 'SL')
('AC22517-2022-11-01-9174','A510-12','hhzCh', 'SU')
('SL22517-2022-11-02-9103','S380-7','wTtEoruwdUU', 'SL')
('AC04652-2022-11-02-9212','A512-14','y', 'LB')
('AC04652-2022-11-02-9213','A512-15','gxw', 'UB')
('SL22517-2022-11-02-9108','S380-12','cHmFfuYiaQFC', 'LB')
('AC22517-2022-11-01-9256','A515-4','cqoPudkswR', 'UB')
('AC04652-2022-11-01-9516','A529-12','TMFczRLbePpRVJ', 'SU')
('AC22517-2022-11-01-9299','A517-11','vgEeMYCtKVR', 'SL')
('AC04652-2022-11-01-9561','A532-3','QUMBYjzZweNEJbd', 'UB')
('SL22517-2022-11-01-9171','S383-3','Ow', 'UB')
('SL22517-2022-11-01-9172','S383-4','rwD', 'LB')
('SL22517-2022-11-02-9213','S384-21','IFqgnaq', 'MB')
('SL04652-2022-11-02-9224','S385-8','k', 'SU')
('AC04652-2022-11-02-9345','A520-3','vCmRfqM', 'UB')
('AC04652-2022-11-02-9346','A520-4','nzBQbopuSXV', 'UB')
('AC04652-2022-11-01-9567','A532-9','QEVhenHhRqNwnQXn', 'UB')
('SL12058-2022-11-01-9136','S381-16','bQFR', 'SU')
('SL04652-2022-11-02-9269','S387-5','ufBF', 'MB')
('AC04652-2022-11-01-9624','A535-12','EPfAjlwlntoIeC', 'SU')
('SL04652-2022-11-02-9276','S387-12','ieXoKZXomK', 'LB')
('SL04652-2022-11-01-9297','S388-9','LbEDXXjqTKiy', 'LB')
('SL04652-2022-11-01-9301','S388-13','I', 'MB')
('SL04652-2022-11-01-9302','S388-14','MncudytGd', 'UB')
('AC22517-2022-11-02-9419','A524-5','mizK', 'SL')
('AC04652-2022-11-02-9432','A524-18','GacebjApTlU', 'SU')
('AC12058-2022-11-01-9378','A521-18','miJPtieyjPecg', 'SU')
('SL04652-2022-11-02-9319','S389-7','fKMsSfCfWhe', 'SL')
('SL22517-2022-11-02-9318','S389-6','WFTdUlMWaX', 'UB')
