('SL22517-2022-11-02-7','S1-7','zWBZorP', 'SL')
('AC22517-2022-11-02-2249','A125-17','CKyCV', 'SL')
('AC22517-2022-11-01-2150','A120-8','oRRUXf', 'LB')
('SL04652-2022-11-02-2214','S93-6','rwywlYWDZvq', 'UB')
('SL12058-2022-11-01-2207','S92-23','LWZFCtty', 'SL')
('AC04652-2022-11-01-2269','A127-1','hR', 'LB')
('AC22517-2022-11-02-2258','A126-8','QDsirLF', 'LB')
('AC12058-2022-11-01-2214','A123-18','CzX', 'SU')
('SL12058-2022-11-01-2221','S93-13','krs', 'MB')
('SL04652-2022-11-01-2259','S95-3','eHGmee', 'UB')
('AC04652-2022-11-02-2182','A122-4','yirTRZghYpCEbnqz', 'UB')
('SL22517-2022-11-02-2268','S95-12','nTvnnhZYIqsfIdxl', 'LB')
('AC22517-2022-11-02-2279','A127-11','LFdEcNv', 'SL')
('SL12058-2022-11-01-2234','S94-2','hOr', 'MB')
('SL22517-2022-11-02-2271','S95-15','QVBjyTlBFEIEDt', 'SL')
('SL04652-2022-11-01-2270','S95-14','rTtaTePFC', 'UB')
('AC04652-2022-11-02-2190','A122-12','CCFUoVD', 'SU')
('SL12058-2022-11-01-2238','S94-6','bnTGrXjOmnlyx', 'UB')
('AC04652-2022-11-01-2300','A128-14','sMfuNfVroU', 'LB')
('SL22517-2022-11-01-2275','S95-19','gyDDO', 'UB')
('AC12058-2022-11-01-2247','A125-15','CNlrIJ', 'UB')
('SL04652-2022-11-02-2250','S94-18','cvzYaanB', 'MB')
('SL22517-2022-11-02-2288','S96-8','MGnFWXmqWMXBf', 'SU')
('SL22517-2022-11-02-2289','S96-9','pukmmRff', 'LB')
('AC04652-2022-11-02-2219','A124-5','keSesXUAUQaIvz', 'SL')
('SL22517-2022-11-01-2293','S96-13','SRttrRSAZ', 'MB')
('SL04652-2022-11-02-2272','S95-16','ZkXaPshmImau', 'SU')
('AC22517-2022-11-02-2305','A129-1','qMdvsfadiMPUREq', 'LB')
('SL04652-2022-11-02-2274','S95-18','TAagLfCExTzw', 'MB')
('AC22517-2022-11-01-2199','A123-3','TzAoBJxrbnWQMs', 'UB')
('AC22517-2022-11-01-2200','A123-4','PCyAkxRAGzeaotXy', 'UB')
('AC04652-2022-11-01-2327','A130-5','lOtFXs', 'SL')
('AC04652-2022-11-02-2227','A124-13','IakummSKBGZ', 'LB')
('AC22517-2022-11-01-2203','A123-7','UwmfCaP', 'LB')
('SL22517-2022-11-01-2332','S98-4','QejriPnNJEy', 'LB')
('SL04652-2022-11-02-2306','S97-2','Sq', 'MB')
('AC04652-2022-11-01-2367','A132-9','xEKfrtpT', 'UB')
('SL04652-2022-11-02-2339','S98-11','N', 'UB')
('SL22517-2022-11-02-2369','S99-17','wnzRPvTqrOGqwnf', 'LB')
('SL22517-2022-11-02-2370','S99-18','bDuVbIow', 'MB')
('AC22517-2022-11-01-2269','A127-1','bUkErYiGfNrHWRB', 'LB')
('SL22517-2022-11-01-2370','S99-18','HUjIdn', 'MB')
('SL22517-2022-11-01-2371','S99-19','XNNpVTsNlKDLGD', 'UB')
('AC12058-2022-11-01-2355','A131-15','QdxpoWJJNy', 'UB')
('AC12058-2022-11-01-2356','A131-16','oOagxCLWdjKPbj', 'UB')
('SL12058-2022-11-01-2350','S98-22','SFwkfUWcXnidnaZa', 'UB')
('SL04652-2022-11-02-2341','S98-13','bsky', 'MB')
('SL22517-2022-11-01-2377','S100-1','gssqSsgwsY', 'LB')
('AC04652-2022-11-02-2313','A129-9','pE', 'UB')
('AC04652-2022-11-01-2400','A134-6','DTCBrxPZwNYfP', 'SU')
('AC12058-2022-11-01-2373','A132-15','eSQdVkiTZQErTs', 'UB')
('AC04652-2022-11-01-2419','A135-7','vyMDnGmzjkyC', 'LB')
('AC22517-2022-11-02-2400','A134-6','VpAjXFiIHyKUKoJT', 'SU')
('AC22517-2022-11-02-2401','A134-7','jbz', 'LB')
('AC04652-2022-11-02-2367','A132-9','oEvE', 'UB')
('AC22517-2022-11-01-2334','A130-12','K', 'SU')
('AC12058-2022-11-01-2409','A134-15','hD', 'UB')
('SL22517-2022-11-02-2437','S102-13','GUo', 'MB')
('SL22517-2022-11-02-2445','S102-21','LXgGL', 'MB')
('AC12058-2022-11-01-2414','A135-2','ZBijy', 'LB')
('AC22517-2022-11-01-2344','A131-4','gGKREegDZ', 'UB')
('AC12058-2022-11-01-2417','A135-5','gl', 'SL')
('AC22517-2022-11-01-2346','A131-6','UeNut', 'SU')
('AC04652-2022-11-02-2387','A133-11','MriHvrn', 'SL')
('AC04652-2022-11-01-2474','A138-8','qxLabmCGbIKpnBi', 'LB')
('AC22517-2022-11-02-2448','A136-18','QdgcYFmpfANlwNw', 'SU')
('SL22517-2022-11-02-2455','S103-7','hxiDdYQLihgt', 'SL')
('SL04652-2022-11-02-2420','S101-20','GiNuEwIkIYqies', 'LB')
('AC04652-2022-11-01-2476','A138-10','jaBVR', 'UB')
('AC04652-2022-11-02-2393','A133-17','cSe', 'SL')
('AC04652-2022-11-01-2480','A138-14','ISi', 'LB')
('AC12058-2022-11-01-2430','A135-18','wBnRDXuy', 'SU')
('SL04652-2022-11-02-2436','S102-12','STnzdWfu', 'LB')
('AC22517-2022-11-01-2363','A132-5','j', 'SL')
('AC04652-2022-11-02-2411','A134-17','hvmXuJUscx', 'SL')
('AC22517-2022-11-01-2364','A132-6','OjaQLxmknMTf', 'SU')
('SL22517-2022-11-02-2511','S105-15','spTqKh', 'SL')
('AC22517-2022-11-01-2401','A134-7','fHJE', 'LB')
('AC12058-2022-11-01-2495','A139-11','uP', 'SL')
('AC04652-2022-11-02-2455','A137-7','XcN', 'LB')
('SL12058-2022-11-01-2469','S103-21','vdzpOwAtaIfW', 'MB')
('SL22517-2022-11-02-2516','S105-20','UIXzJLV', 'LB')
('AC22517-2022-11-02-2514','A140-12','iPHOHNNLLTTcnR', 'SU')
('SL04652-2022-11-01-2511','S105-15','awWbTDjw', 'SL')
('SL04652-2022-11-01-2512','S105-16','vVAXWWSSyvfopCNp', 'SU')
('AC12058-2022-11-01-2503','A140-1','SJYMusodijVmkXw', 'LB')
('AC22517-2022-11-02-2523','A141-3','BkagVyO', 'UB')
('AC12058-2022-11-01-2512','A140-10','rRQddHIodxhjywpL', 'UB')
('SL04652-2022-11-01-2525','S106-5','V', 'MB')
('AC12058-2022-11-01-2519','A140-17','xRMYNKIYRsKsum', 'SL')
('AC04652-2022-11-01-2556','A142-18','ejBLBwVVscnUgunZ', 'SU')
('AC22517-2022-11-02-2538','A141-18','hOhFhOmWGd', 'SU')
('AC12058-2022-11-01-2521','A141-1','rqLxLETB', 'LB')
('SL04652-2022-11-01-2540','S106-20','nQkI', 'LB')
('SL22517-2022-11-01-2524','S106-4','PNc', 'LB')
('SL12058-2022-11-01-2518','S105-22','D', 'UB')
('AC04652-2022-11-01-2593','A145-1','YRWEEiDhlNX', 'LB')
('AC22517-2022-11-02-2572','A143-16','VgteT', 'UB')
('SL22517-2022-11-02-2560','S107-16','AzB', 'SU')
('AC22517-2022-11-02-2574','A143-18','eyAhTcSgdY', 'SU')
('SL04652-2022-11-01-2561','S107-17','wJKvfwmMjNd', 'LB')
('AC12058-2022-11-01-2548','A142-10','tpBDyqYmsOMbsDGO', 'UB')
('SL22517-2022-11-02-2562','S107-18','SZsBmkjGGJeCs', 'MB')
('SL04652-2022-11-02-2524','S106-4','txSTiHlSuCH', 'LB')
('SL12058-2022-11-01-2525','S106-5','O', 'MB')
('AC22517-2022-11-02-2583','A144-9','eWmPdghod', 'UB')
('AC04652-2022-11-02-2509','A140-7','gmGeKDIet', 'LB')
('AC04652-2022-11-01-2638','A147-10','wGxGkVZWAqWgdw', 'UB')
('SL04652-2022-11-01-2603','S109-11','LdQqlBbkLiVHghN', 'UB')
('AC22517-2022-11-01-2480','A138-14','QklVykGFfqXgoY', 'LB')
('AC04652-2022-11-02-2544','A142-6','HryYaGjWQikWMaOq', 'SU')
('AC22517-2022-11-01-2483','A138-17','zBWZ', 'SL')
('SL12058-2022-11-01-2569','S108-1','hGMK', 'LB')
('AC04652-2022-11-01-2682','A149-18','eCifZjcEEEq', 'SU')
('SL22517-2022-11-02-2651','S111-11','InVbxuAjI', 'UB')
('AC12058-2022-11-01-2622','A146-12','XtFeanu', 'SU')
('AC22517-2022-11-01-2514','A140-12','leGTADx', 'SU')
('AC22517-2022-11-02-2654','A148-8','vMOeBK', 'LB')
('SL22517-2022-11-01-2632','S110-16','DRONwaDFBaLlj', 'SU')
('AC12058-2022-11-01-2625','A146-15','oOJBGLEIDqTmVTVp', 'UB')
('AC22517-2022-11-02-2657','A148-11','B', 'SL')
('AC22517-2022-11-02-2658','A148-12','U', 'SU')
('AC04652-2022-11-01-2689','A150-7','bdPES', 'LB')
('AC04652-2022-11-02-2584','A144-10','Th', 'UB')
('AC12058-2022-11-01-2629','A147-1','cDfFDRFP', 'LB')
('AC22517-2022-11-02-2662','A148-16','olLN', 'UB')
('SL22517-2022-11-02-2658','S111-18','HfxMGkb', 'MB')
('SL22517-2022-11-01-2637','S110-21','ryHIDZub', 'MB')
('SL04652-2022-11-01-2658','S111-18','GHIEiq', 'MB')
('AC22517-2022-11-02-2671','A149-7','diKAnnhimUaiGE', 'LB')
('SL22517-2022-11-02-2662','S111-22','nzOLnsDVmFQaWKq', 'UB')
('SL22517-2022-11-01-2642','S111-2','szPyuomgzb', 'MB')
('AC04652-2022-11-01-2701','A151-1','svGzewC', 'LB')
('AC22517-2022-11-02-2673','A149-9','kTRsfwOsS', 'UB')
('SL04652-2022-11-02-2613','S109-21','kzHpjmcFfPwtjJb', 'MB')
('SL04652-2022-11-01-2685','S112-21','LVqyhVywVGtPD', 'MB')
('AC04652-2022-11-02-2615','A146-5','uBEEYGgaxedH', 'SL')
('AC12058-2022-11-01-2669','A149-5','SkauEzJfxhVcvag', 'SL')
('SL04652-2022-11-02-2645','S111-5','a', 'MB')
('AC04652-2022-11-01-2728','A152-10','vQRdpAMqrhQ', 'UB')
('SL04652-2022-11-02-2647','S111-7','iDlrnnXnacoqVo', 'SL')
('AC04652-2022-11-02-2620','A146-10','AwxTVwrZa', 'UB')
('SL22517-2022-11-02-2692','S113-4','YMPFXkBHA', 'LB')
('SL22517-2022-11-02-2697','S113-9','daBvJfZlEnSKGxD', 'LB')
('SL22517-2022-11-02-2698','S113-10','XORGch', 'MB')
('SL22517-2022-11-02-2699','S113-11','xQXQOPq', 'UB')
('SL12058-2022-11-01-2650','S111-10','HiqmMiy', 'MB')
('SL12058-2022-11-01-2651','S111-11','zkJhRvv', 'UB')
('SL04652-2022-11-01-2701','S113-13','pZUqsjNeYIbS', 'MB')
('SL04652-2022-11-01-2705','S113-17','SUNbW', 'LB')
('AC12058-2022-11-01-2686','A150-4','cfPVpIrUheCm', 'UB')
('AC22517-2022-11-01-2562','A143-6','aKuZB', 'SU')
('SL22517-2022-11-01-2693','S113-5','hYTGs', 'MB')
('SL22517-2022-11-01-2697','S113-9','XApkdJdiWQrnPhY', 'LB')
('SL04652-2022-11-02-2670','S112-6','mEissUTsW', 'UB')
('AC22517-2022-11-02-2724','A152-6','FGhyxv', 'SU')
('SL04652-2022-11-01-2715','S114-3','ZPAAxflPykTxSx', 'UB')
('SL22517-2022-11-02-2716','S114-4','czHmgAldlOr', 'LB')
('AC22517-2022-11-01-2570','A143-14','s', 'LB')
('SL22517-2022-11-02-2722','S114-10','vRnaGaIfoaZRK', 'MB')
('SL22517-2022-11-01-2706','S113-18','HAyOVXVYrQlDpU', 'MB')
('AC12058-2022-11-01-2711','A151-11','dsv', 'SL')
('SL22517-2022-11-01-2724','S114-12','hnjJSgPDTEEvX', 'LB')
('AC22517-2022-11-01-2590','A144-16','GPloqGwemHke', 'UB')
('SL12058-2022-11-01-2703','S113-15','CXtYISyavUC', 'SL')
('AC12058-2022-11-01-2721','A152-3','AuUwO', 'UB')
('AC22517-2022-11-02-2754','A153-18','IE', 'SU')
('AC04652-2022-11-01-2786','A155-14','MVhdHPIKXWwL', 'LB')
('SL22517-2022-11-02-2755','S115-19','YChNTBXMeIR', 'UB')
('SL04652-2022-11-02-2702','S113-14','YxdNaBpyqx', 'UB')
('SL04652-2022-11-01-2757','S115-21','YYZixuTIFYAh', 'MB')
('SL12058-2022-11-01-2738','S115-2','sKsGCnUKW', 'MB')
('SL12058-2022-11-01-2741','S115-5','gZuIbOTkCU', 'MB')
('AC04652-2022-11-01-2808','A156-18','lkmftcrcn', 'SU')
('SL12058-2022-11-01-2743','S115-7','MnyPAOKBqZOO', 'SL')
('AC22517-2022-11-02-2784','A155-12','vwcffh', 'SU')
('AC22517-2022-11-02-2785','A155-13','fnIGqleyHVy', 'LB')
('AC04652-2022-11-01-2812','A157-4','FMuILA', 'UB')
('AC04652-2022-11-01-2814','A157-6','BVqTEbP', 'SU')
('SL04652-2022-11-01-2795','S117-11','fXQiNZ', 'UB')
('SL22517-2022-11-02-2792','S117-8','zlfwzJHWxIDMXIi', 'SU')
('SL22517-2022-11-01-2777','S116-17','PG', 'LB')
('AC04652-2022-11-02-2777','A155-5','hrPkbEuWtSld', 'SL')
('AC04652-2022-11-01-2860','A159-16','RjzCfsMgPDwXS', 'UB')
('AC12058-2022-11-01-2801','A156-11','qBuJMYur', 'SL')
('AC22517-2022-11-02-2840','A158-14','zwsfWLzdxEGLC', 'LB')
('SL22517-2022-11-01-2817','S118-9','RlEpINOgTCDbYZV', 'LB')
('SL04652-2022-11-02-2756','S115-20','pN', 'LB')
('AC04652-2022-11-01-2866','A160-4','XnqeKxLcIaWpfoXr', 'UB')
('SL22517-2022-11-01-2824','S118-16','MBbIO', 'SU')
('AC22517-2022-11-01-2672','A149-8','yUOIFQoSL', 'LB')
('AC04652-2022-11-01-2870','A160-8','qSZTUbrnOWpT', 'LB')
('AC04652-2022-11-02-2788','A155-16','LDI', 'UB')
('AC22517-2022-11-01-2674','A149-10','LpPRirZl', 'UB')
('AC04652-2022-11-02-2790','A155-18','cYQhTnE', 'SU')
('SL22517-2022-11-02-2855','S119-23','ckKjsuZC', 'SL')
('SL04652-2022-11-02-2773','S116-13','ZfRVWwFQB', 'MB')
('SL22517-2022-11-02-2860','S120-4','fqGQSZA', 'LB')
('SL04652-2022-11-02-2776','S116-16','TylJD', 'SU')
('SL04652-2022-11-01-2852','S119-20','pIygyfPv', 'LB')
('AC12058-2022-11-01-2815','A157-7','mPx', 'LB')
('SL22517-2022-11-02-2870','S120-14','FzJDyBJF', 'UB')
('SL22517-2022-11-02-2872','S120-16','X', 'SU')
('SL22517-2022-11-02-2873','S120-17','MsdHK', 'LB')
('SL04652-2022-11-01-2859','S120-3','TTVmIQugCGJmyc', 'UB')
('SL22517-2022-11-01-2893','S121-13','hrmFur', 'MB')
('AC04652-2022-11-02-2840','A158-14','MYfIPgY', 'LB')
('AC22517-2022-11-01-2722','A152-4','HEUwhrjccS', 'UB')
('SL22517-2022-11-02-2919','S122-15','S', 'SL')
('SL04652-2022-11-02-2823','S118-15','AypoHSyodUA', 'SL')
('AC04652-2022-11-01-2923','A163-7','gjQCvgXK', 'LB')
('AC04652-2022-11-01-2924','A163-8','NnhOHUtRoNK', 'LB')
('AC22517-2022-11-01-2729','A152-11','EYIt', 'SL')
('SL22517-2022-11-02-2949','S123-21','zwAHzBLb', 'MB')
('AC22517-2022-11-02-2960','A165-8','BTHBEvTSZQMojbTo', 'LB')
('SL22517-2022-11-01-2950','S123-22','e', 'UB')
('AC04652-2022-11-02-2910','A162-12','mZu', 'SU')
('SL22517-2022-11-02-2986','S125-10','pRBAAQjN', 'MB')
('SL22517-2022-11-02-2987','S125-11','GnVVpCz', 'UB')
('SL04652-2022-11-02-2878','S120-22','NoBE', 'UB')
('AC12058-2022-11-01-2936','A164-2','VlMJM', 'LB')
('AC12058-2022-11-01-2946','A164-12','evxdnrzQ', 'SU')
('SL22517-2022-11-02-3003','S126-3','UOKYFsbtUweNmcI', 'UB')
('AC04652-2022-11-02-2927','A163-11','qWQ', 'SL')
('SL22517-2022-11-01-2965','S124-13','VCiuKmFTeTlBRz', 'MB')
('SL22517-2022-11-02-3010','S126-10','KdwAiaZnRtpCJ', 'MB')
('SL12058-2022-11-01-2940','S123-12','sgqcA', 'LB')
('SL04652-2022-11-01-2995','S125-19','TEjXMC', 'UB')
('SL22517-2022-11-01-2977','S125-1','YpsiFg', 'LB')
('SL04652-2022-11-02-2914','S122-10','FvvcxQ', 'MB')
('SL04652-2022-11-02-2945','S123-17','qVOyjEREXIQ', 'LB')
('SL12058-2022-11-01-2978','S125-2','JXcpTs', 'MB')
('AC04652-2022-11-02-2975','A166-5','qc', 'SL')
('AC22517-2022-11-01-2848','A159-4','aHWaXMmqfZTVym', 'UB')
('SL12058-2022-11-01-3001','S126-1','CXtg', 'LB')
('AC22517-2022-11-02-3086','A172-8','rpTpAYZQZam', 'LB')
('SL22517-2022-11-01-3032','S127-8','JqFJOuA', 'SU')
('AC04652-2022-11-01-3054','A170-12','PNuZrYQNb', 'SU')
('SL12058-2022-11-01-3011','S126-11','eYfEjteoepiJ', 'UB')
('AC22517-2022-11-02-3095','A172-17','Smm', 'SL')
('AC22517-2022-11-01-2881','A161-1','ZeAsiXKxbEZhdf', 'LB')
('SL12058-2022-11-01-3016','S126-16','LAA', 'SU')
('SL12058-2022-11-01-3017','S126-17','UhqZjj', 'LB')
('SL04652-2022-11-02-2978','S125-2','mroenD', 'MB')
('SL12058-2022-11-01-3027','S127-3','ZVLT', 'UB')
('SL22517-2022-11-01-3083','S129-11','fTdoqaZN', 'UB')
('SL12058-2022-11-01-3052','S128-4','rMBBAJwb', 'LB')
('SL04652-2022-11-02-3021','S126-21','fpgeBQ', 'MB')
('AC22517-2022-11-01-2921','A163-5','mHbqbNqUeQ', 'SL')
('AC04652-2022-11-01-3099','A173-3','DWRXVrwWV', 'UB')
('AC22517-2022-11-01-2923','A163-7','YpGEbgnLOWijaSyA', 'LB')
('SL12058-2022-11-01-3057','S128-9','OKKwZyfUtGSKHGq', 'LB')
('SL04652-2022-11-01-3103','S130-7','pI', 'SL')
('SL04652-2022-11-01-3104','S130-8','sRfn', 'SU')
('SL04652-2022-11-02-3029','S127-5','KUJtvwhIubinbgR', 'MB')
('AC22517-2022-11-01-2927','A163-11','ofvaNDg', 'SL')
('AC22517-2022-11-01-2929','A163-13','WjZBHMfmHdmnJE', 'LB')
('SL22517-2022-11-01-3092','S129-20','aLPDIzw', 'LB')
('AC22517-2022-11-01-2932','A163-16','YqEAl', 'UB')
('AC22517-2022-11-01-2933','A163-17','ZG', 'SL')
('SL04652-2022-11-02-3036','S127-12','SieOBewWRtuoQw', 'LB')
('SL04652-2022-11-02-3037','S127-13','MqBAmOMbjHlJiKPO', 'MB')
('AC04652-2022-11-01-3111','A173-15','AopXrpcn', 'UB')
('SL04652-2022-11-01-3119','S130-23','EMSk', 'SL')
('SL04652-2022-11-02-3053','S128-5','lPaMNxHpREZLqg', 'MB')
('SL22517-2022-11-01-3108','S130-12','U', 'LB')
('AC04652-2022-11-02-3082','A172-4','HidhHibld', 'UB')
('SL04652-2022-11-01-3134','S131-14','CGhRjpS', 'UB')
('SL22517-2022-11-02-3151','S132-7','YJbcGQRZjoRTIJfq', 'SL')
('SL04652-2022-11-01-3135','S131-15','uaovIVkYbRbAfSBe', 'SL')
('AC04652-2022-11-01-3133','A175-1','JbdztfCAzkGvcBNY', 'LB')
('AC22517-2022-11-01-2966','A165-14','JgCt', 'LB')
('SL04652-2022-11-01-3140','S131-20','emhtALmZMTi', 'LB')
('SL22517-2022-11-02-3159','S132-15','MQVDHmi', 'SL')
('AC22517-2022-11-01-2967','A165-15','uWnUcCBrV', 'UB')
('SL04652-2022-11-01-3165','S132-21','Go', 'MB')
('AC22517-2022-11-02-3201','A178-15','oFav', 'UB')
('SL22517-2022-11-01-3166','S132-22','yuqIAXnaglwmJ', 'UB')
('AC22517-2022-11-02-3216','A179-12','sFV', 'SU')
('SL12058-2022-11-01-3110','S130-14','X', 'UB')
('AC22517-2022-11-01-3013','A168-7','qlDf', 'LB')
('SL12058-2022-11-01-3111','S130-15','WeepFEkbfq', 'SL')
('SL12058-2022-11-01-3112','S130-16','wMNsR', 'SU')
('SL22517-2022-11-01-3173','S133-5','CVaMdlKXfpoI', 'MB')
('SL04652-2022-11-02-3120','S130-24','hBvFRTWcWReVwc', 'SU')
('AC22517-2022-11-01-3020','A168-14','cTHpCQFcH', 'LB')
('SL22517-2022-11-01-3179','S133-11','QagbxWzXuvWnhlgB', 'UB')
('AC22517-2022-11-01-3023','A168-17','tZvfCatwzISu', 'SL')
('AC22517-2022-11-02-3243','A181-3','GxNo', 'UB')
('AC12058-2022-11-01-3173','A177-5','dhEecbiVYEzUubb', 'SL')
('AC04652-2022-11-01-3186','A177-18','PhOFuN', 'SU')
('SL12058-2022-11-01-3126','S131-6','urea', 'UB')
('AC22517-2022-11-01-3037','A169-13','YhC', 'LB')
('SL22517-2022-11-01-3195','S134-3','mbzwzezxPBVH', 'UB')
('AC22517-2022-11-02-3248','A181-8','AERMqfCtrxnnebC', 'LB')
('AC12058-2022-11-01-3177','A177-9','CTovH', 'UB')
('SL04652-2022-11-01-3206','S134-14','hfCnVeZPoS', 'UB')
('AC22517-2022-11-02-3250','A181-10','OQ', 'UB')
('AC04652-2022-11-02-3163','A176-13','IlqrAHiwtSrp', 'LB')
('SL04652-2022-11-02-3151','S132-7','DHGTuvfd', 'SL')
('AC12058-2022-11-01-3187','A178-1','temkfBdbCEw', 'LB')
('SL12058-2022-11-01-3136','S131-16','OkbAHK', 'SU')
('SL04652-2022-11-02-3155','S132-11','lNsEFsKX', 'UB')
('AC22517-2022-11-01-3077','A171-17','DikiytmbPbgDDtg', 'SL')
('SL12058-2022-11-01-3167','S132-23','ZQZeeHyZp', 'SL')
('AC22517-2022-11-02-3292','A183-16','nDjbEezJWYQWOu', 'UB')
('SL04652-2022-11-02-3189','S133-21','WifdoL', 'MB')
('SL04652-2022-11-01-3260','S136-20','DpBLjpyc', 'LB')
('SL04652-2022-11-02-3207','S134-15','IiRfHmSyF', 'SL')
('SL12058-2022-11-01-3205','S134-13','ARz', 'MB')
('SL12058-2022-11-01-3207','S134-15','tNbc', 'SL')
('SL04652-2022-11-02-3218','S135-2','WDYdKSyjuKUxuqb', 'MB')
('AC12058-2022-11-01-3266','A182-8','MiKz', 'LB')
('SL04652-2022-11-01-3296','S138-8','VcaUf', 'SU')
('AC04652-2022-11-02-3254','A181-14','QBJiDqYYZeAs', 'LB')
('SL12058-2022-11-01-3239','S135-23','rA', 'SL')
('SL22517-2022-11-01-3328','S139-16','qyGqTGyCRAF', 'SU')
('SL12058-2022-11-01-3275','S137-11','CthZN', 'UB')
('SL04652-2022-11-02-3279','S137-15','aJ', 'SL')
('AC12058-2022-11-01-3336','A186-6','RsuYcqhVjO', 'SU')
('AC04652-2022-11-01-3340','A186-10','NMeKpo', 'UB')
('SL04652-2022-11-02-3286','S137-22','QJHp', 'UB')
('AC12058-2022-11-01-3344','A186-14','IbVuEleJlSMdUEVX', 'LB')
('AC12058-2022-11-01-3346','A186-16','uX', 'UB')
('AC04652-2022-11-01-3350','A187-2','FJ', 'LB')
('AC04652-2022-11-02-3309','A184-15','rDnyZdYZbsdRX', 'UB')
('AC12058-2022-11-01-3352','A187-4','WoDO', 'UB')
('AC04652-2022-11-02-3314','A185-2','JOfESrGStviwH', 'LB')
('AC12058-2022-11-01-3354','A187-6','pvJrK', 'SU')
('AC04652-2022-11-01-3360','A187-12','wjDaGhlt', 'SU')
('SL04652-2022-11-02-3299','S138-11','YbMKfqHKspbknuRX', 'UB')
('SL12058-2022-11-01-3301','S138-13','D', 'MB')
('SL12058-2022-11-01-3302','S138-14','RWPuDNxqRRRNElt', 'UB')
('SL04652-2022-11-01-3383','S141-23','xevoFQnJxB', 'SL')
('SL22517-2022-11-02-3406','S142-22','ckCsNsVJ', 'UB')
('AC04652-2022-11-01-3367','A188-1','mWCQgNL', 'LB')
('SL12058-2022-11-01-3306','S138-18','PinvDoCJCGTi', 'MB')
('SL12058-2022-11-01-3309','S138-21','F', 'MB')
('SL12058-2022-11-01-3310','S138-22','CZs', 'UB')
('AC12058-2022-11-01-3373','A188-7','Eczt', 'LB')
('SL12058-2022-11-01-3323','S139-11','TkCgAobTaovY', 'UB')
('SL22517-2022-11-02-3424','S143-16','tdxJ', 'SU')
('SL04652-2022-11-01-3409','S143-1','nZtfvZBN', 'LB')
('AC22517-2022-11-01-3236','A180-14','MRhGWEANPChSE', 'LB')
('SL12058-2022-11-01-3328','S139-16','ZeCUyEQxuDTi', 'SU')
('AC04652-2022-11-01-3390','A189-6','ceYHjhspoDnEZv', 'SU')
('SL22517-2022-11-01-3384','S141-24','HwtdtNCkgHF', 'SU')
('AC12058-2022-11-01-3382','A188-16','qI', 'UB')
('SL12058-2022-11-01-3332','S139-20','aZEQyXRdxpjON', 'LB')
('AC22517-2022-11-02-3446','A192-8','gYXxPlZRpmBng', 'LB')
('SL04652-2022-11-01-3450','S144-18','mGghDGoEkAlG', 'MB')
('SL04652-2022-11-02-3368','S141-8','YsmZQ', 'SU')
('SL12058-2022-11-01-3396','S142-12','COjUtGZCZ', 'LB')
('SL22517-2022-11-02-3498','S146-18','Mx', 'MB')
('AC12058-2022-11-01-3454','A192-16','tR', 'UB')
('SL22517-2022-11-02-3504','S146-24','DKTT', 'SU')
('AC22517-2022-11-01-3290','A183-14','lvSygRRpbHJ', 'LB')
('AC04652-2022-11-01-3461','A193-5','hXQEw', 'SL')
('AC04652-2022-11-01-3462','A193-6','ldfIsmLcYMc', 'SU')
('SL04652-2022-11-02-3394','S142-10','Q', 'MB')
('AC12058-2022-11-01-3465','A193-9','vevEHECjTnSUnUh', 'UB')
('SL22517-2022-11-02-3517','S147-13','CNrqAcHVxZWhuM', 'MB')
('AC04652-2022-11-02-3400','A189-16','UqxKDACFSSj', 'UB')
('SL04652-2022-11-01-3482','S146-2','Ex', 'MB')
('AC04652-2022-11-02-3402','A189-18','ALHPvx', 'SU')
('AC04652-2022-11-01-3472','A193-16','jJfMXuRSRN', 'UB')
('AC04652-2022-11-01-3474','A193-18','FojygsOoIere', 'SU')
('SL12058-2022-11-01-3416','S143-8','vbrfOlNInj', 'SU')
('SL04652-2022-11-01-3485','S146-5','WzJfMtYTQ', 'MB')
('AC22517-2022-11-01-3305','A184-11','mcesdmYqWUkME', 'SL')
('SL22517-2022-11-01-3483','S146-3','mCo', 'UB')
('SL12058-2022-11-01-3445','S144-13','ltyksFf', 'MB')
('SL04652-2022-11-01-3515','S147-11','tM', 'UB')
('AC22517-2022-11-01-3326','A185-14','eRviMjNMg', 'LB')
('SL22517-2022-11-02-3562','S149-10','dUhGym', 'MB')
('SL22517-2022-11-01-3489','S146-9','dnexMJbXXz', 'LB')
('AC22517-2022-11-02-3558','A198-12','OHNrjYVhEZRX', 'SU')
('SL22517-2022-11-02-3568','S149-16','INNFnHhHiPCxoKGp', 'SU')
('SL12058-2022-11-01-3455','S144-23','L', 'SL')
('AC22517-2022-11-01-3335','A186-5','HjzMlrjjeNJtN', 'SL')
('SL22517-2022-11-01-3497','S146-17','hjSmQXN', 'LB')
('SL04652-2022-11-01-3525','S147-21','IOo', 'MB')
('SL04652-2022-11-02-3439','S144-7','HfdbybngMPUy', 'SL')
('AC22517-2022-11-01-3338','A186-8','VUibUTVNHo', 'LB')
('AC12058-2022-11-01-3512','A196-2','BZlbGU', 'LB')
('SL22517-2022-11-02-3624','S151-24','QWANcR', 'SU')
('SL22517-2022-11-01-3546','S148-18','FyxVGGozeMiQgtw', 'MB')
('AC04652-2022-11-01-3567','A199-3','ctB', 'UB')
