('SL04652-2022-11-02-833','S35-17','rLpkXtJUyhB', 'LB')
('SL12058-2022-11-01-3241','S136-1','chywJYiEuZGCxVd', 'LB')
('SL22517-2022-11-02-3274','S137-10','ZUVnlwKDIl', 'MB')
('AC22517-2022-11-01-3393','A189-9','LRmNJnTXw', 'UB')
('SL04652-2022-11-02-3376','S141-16','bn', 'SU')
('AC22517-2022-11-01-3395','A189-11','NzAMEF', 'SL')
('AC04652-2022-11-02-3327','A185-15','GUnvkNxCNdSL', 'UB')
('AC22517-2022-11-01-3398','A189-14','FKnjIOQzxLaNtP', 'LB')
('AC22517-2022-11-02-3339','A186-9','kjIPXBF', 'UB')
('AC22517-2022-11-02-3356','A187-8','dYNQaNN', 'LB')
('AC04652-2022-11-02-3342','A186-12','Gufe', 'SU')
('SL22517-2022-11-01-3325','S139-13','FGfxejgdIR', 'MB')
('SL12058-2022-11-01-3275','S137-11','XrAIppMOBTSVHles', 'UB')
('SL04652-2022-11-02-3400','S142-16','QfMWigKrcToySDG', 'SU')
('AC22517-2022-11-02-3358','A187-10','CgQRkDCKtJm', 'UB')
('SL22517-2022-11-01-3326','S139-14','JngMqmPezcIzLem', 'UB')
('SL04652-2022-11-02-3405','S142-21','GC', 'MB')
('AC04652-2022-11-01-3477','A194-3','qSGzgqXCosGbfY', 'UB')
('SL04652-2022-11-02-3406','S142-22','RevgWaNuZHqAcBdv', 'UB')
('SL12058-2022-11-01-3280','S137-16','g', 'SU')
('AC22517-2022-11-02-3367','A188-1','alNHZLYbCLWVJIWP', 'LB')
('SL22517-2022-11-02-3303','S138-15','R', 'SL')
('SL22517-2022-11-02-3304','S138-16','Gb', 'SU')
('AC12058-2022-11-01-3308','A184-14','tdANaMDLnSwkwUt', 'LB')
('SL22517-2022-11-01-3337','S140-1','fG', 'LB')
('AC22517-2022-11-01-3426','A191-6','ylVrjLqghKGx', 'SU')
('AC22517-2022-11-01-3427','A191-7','hPRrtEbUD', 'LB')
('AC22517-2022-11-02-3378','A188-12','WjHMdhw', 'SU')
('SL12058-2022-11-01-3289','S138-1','QIKGH', 'LB')
('AC12058-2022-11-01-3316','A185-4','MSQZWFCMzyzePz', 'UB')
('SL04652-2022-11-02-3419','S143-11','lmcGgACnkqc', 'UB')
('SL12058-2022-11-01-3296','S138-8','rBtB', 'SU')
('SL04652-2022-11-01-3362','S141-2','hYHcyjRH', 'MB')
('SL22517-2022-11-01-3352','S140-16','xMjnMbllsespG', 'SU')
('AC04652-2022-11-02-3373','A188-7','eApgsw', 'LB')
('SL22517-2022-11-02-3326','S139-14','SVCLRTXMgg', 'UB')
('SL22517-2022-11-01-3357','S140-21','gkHOoT', 'MB')
('SL04652-2022-11-01-3380','S141-20','BreFd', 'LB')
('AC12058-2022-11-01-3337','A186-7','GTfFjMmCCfNa', 'LB')
('AC04652-2022-11-01-3516','A196-6','lBiwJucWJpGFn', 'SU')
('SL22517-2022-11-02-3334','S139-22','YyaCzhzvmV', 'UB')
('AC04652-2022-11-02-3405','A190-3','YBOgrowbuzep', 'UB')
('AC04652-2022-11-01-3572','A199-8','anUiALsCHpx', 'LB')
('SL04652-2022-11-02-3517','S147-13','zIQGnmz', 'MB')
('SL22517-2022-11-01-3443','S144-11','VFFoLnRNlJRwkCei', 'UB')
('AC22517-2022-11-01-3537','A197-9','FCbPAmo', 'UB')
('SL12058-2022-11-01-3381','S141-21','urQWey', 'MB')
('AC04652-2022-11-02-3448','A192-10','FvMNJroMwZCc', 'UB')
('SL22517-2022-11-01-3502','S146-22','P', 'UB')
('SL04652-2022-11-01-3503','S146-23','lreNLb', 'SL')
('AC12058-2022-11-01-3479','A194-5','YeIXmVLoKzeg', 'SL')
('SL22517-2022-11-01-3507','S147-3','UgMHNDiPqrgdjO', 'UB')
('SL04652-2022-11-01-3508','S147-4','njIiCFmHYqTj', 'LB')
('SL12058-2022-11-01-3457','S145-1','rZFAVXjsvWwMRu', 'LB')
('AC22517-2022-11-01-3642','A203-6','bfMTSVPQTml', 'SU')
('SL12058-2022-11-01-3470','S145-14','FDoLNfECtmsxf', 'UB')
('SL22517-2022-11-01-3556','S149-4','gVYicrhbcnX', 'LB')
('SL04652-2022-11-02-3657','S153-9','GpjqgIfSmZR', 'LB')
('AC22517-2022-11-02-3635','A202-17','kjWkqpsbmqTSBpJ', 'SL')
('AC04652-2022-11-01-3754','A209-10','rodxMVIXPDmYvuu', 'UB')
('AC04652-2022-11-02-3627','A202-9','QciDmC', 'UB')
('SL22517-2022-11-01-3634','S152-10','AwhXTvWP', 'MB')
('SL12058-2022-11-01-3544','S148-16','tvWbm', 'SU')
('AC04652-2022-11-02-3631','A202-13','uCQBMMqgZgFio', 'LB')
('SL22517-2022-11-01-3636','S152-12','ZVMLnXavsS', 'LB')
('AC04652-2022-11-02-3637','A203-1','ff', 'LB')
('AC04652-2022-11-01-3772','A210-10','LtNtDRixWpLNGzq', 'UB')
('AC12058-2022-11-01-3620','A202-2','YboghEgUpYpYS', 'LB')
('AC22517-2022-11-01-3713','A207-5','NSDEQnYHyY', 'SL')
('AC04652-2022-11-02-3641','A203-5','tVypvDYJFSF', 'SL')
('SL22517-2022-11-02-3579','S150-3','HMTLPrqBU', 'UB')
('SL04652-2022-11-02-3694','S154-22','GhCuUtOeMzRg', 'UB')
('SL12058-2022-11-01-3556','S149-4','K', 'LB')
('AC04652-2022-11-01-3819','A213-3','XDZmoHYAnl', 'UB')
('SL22517-2022-11-01-3672','S153-24','HdapIgHDwbOF', 'SU')
('AC12058-2022-11-01-3668','A204-14','Hefsxff', 'LB')
('SL04652-2022-11-01-3642','S152-18','mwqJtbKtTPZFe', 'MB')
('AC04652-2022-11-01-3824','A213-8','bvqOnUXj', 'LB')
('AC04652-2022-11-02-3717','A207-9','HxCtxyVghkUC', 'UB')
('SL04652-2022-11-01-3682','S154-10','iFwVufV', 'MB')
('AC22517-2022-11-02-3745','A209-1','COdPrf', 'LB')
('SL04652-2022-11-01-3684','S154-12','XYHmDmrw', 'LB')
('AC22517-2022-11-02-3746','A209-2','PntSHmBgjz', 'LB')
('SL22517-2022-11-01-3717','S155-21','wGsuyzrDny', 'MB')
('AC04652-2022-11-01-3860','A215-8','FieNVsHSXY', 'LB')
('SL22517-2022-11-02-3667','S153-19','mKtpN', 'UB')
('AC22517-2022-11-01-3831','A213-15','k', 'UB')
('AC22517-2022-11-02-3774','A210-12','JrtKG', 'SU')
('AC22517-2022-11-01-3835','A214-1','X', 'LB')
('SL12058-2022-11-01-3659','S153-11','QWVqGQru', 'UB')
('SL22517-2022-11-02-3669','S153-21','Dgmzvl', 'MB')
('AC04652-2022-11-01-3910','A218-4','ziI', 'UB')
('SL22517-2022-11-01-3770','S158-2','grwPHbFmIeGNiPuF', 'MB')
('SL22517-2022-11-02-3681','S154-9','MSJ', 'LB')
('AC04652-2022-11-01-3925','A219-1','sFxXT', 'LB')
('AC22517-2022-11-01-3852','A214-18','VxxgtecvVGl', 'SU')
('AC04652-2022-11-02-3789','A211-9','fMRJE', 'UB')
('AC04652-2022-11-02-3793','A211-13','fgpIAmxrrUueNFC', 'LB')
('AC22517-2022-11-01-3856','A215-4','tlEEaaGDKTRVe', 'UB')
('AC22517-2022-11-02-3800','A212-2','H', 'LB')
('AC12058-2022-11-01-3784','A211-4','mFN', 'UB')
('AC12058-2022-11-01-3785','A211-5','PhAxO', 'SL')
('SL04652-2022-11-02-3822','S160-6','cCnCwqAq', 'UB')
('SL04652-2022-11-02-3823','S160-7','SgyJTelPIGs', 'SL')
('AC04652-2022-11-02-3804','A212-6','vb', 'SU')
('SL04652-2022-11-02-3828','S160-12','SGhEYidhR', 'LB')
('SL22517-2022-11-02-3701','S155-5','cinKdISyiJHe', 'MB')
('AC22517-2022-11-02-3815','A212-17','bLyQqG', 'SL')
('SL22517-2022-11-01-3787','S158-19','SVXv', 'UB')
('AC22517-2022-11-01-3867','A215-15','BsSmUJTOONjb', 'UB')
('AC22517-2022-11-01-3868','A215-16','Y', 'UB')
('AC12058-2022-11-01-3792','A211-12','BFoDWqhyIupfKXg', 'SU')
('AC22517-2022-11-01-3870','A215-18','jSELYI', 'SU')
('AC12058-2022-11-01-3794','A211-14','jrBJckrlCFyEmvzp', 'LB')
('SL12058-2022-11-01-3687','S154-15','jeincJaPf', 'SL')
('SL04652-2022-11-02-3834','S160-18','iHHPerKegBRJPMCg', 'MB')
('AC04652-2022-11-01-3953','A220-11','LYxQrp', 'SL')
('AC04652-2022-11-01-3957','A220-15','UDQBwcnfDpioKh', 'UB')
('AC22517-2022-11-02-3828','A213-12','jmPEDQKkRAySv', 'SU')
('SL04652-2022-11-01-3768','S157-24','WrKh', 'SU')
('AC04652-2022-11-01-3962','A221-2','GIzEJHOEniaHevFp', 'LB')
('AC12058-2022-11-01-3809','A212-11','mQpLYwDJI', 'SL')
('AC12058-2022-11-01-3810','A212-12','M', 'SU')
('AC22517-2022-11-02-3833','A213-17','NiGXOBEf', 'SL')
('AC12058-2022-11-01-3813','A212-15','ue', 'UB')
('AC12058-2022-11-01-3814','A212-16','aGQonwcora', 'UB')
('SL12058-2022-11-01-3699','S155-3','otGbFtOJwUefhE', 'UB')
('SL22517-2022-11-01-3811','S159-19','flJ', 'UB')
('SL04652-2022-11-01-3779','S158-11','THNWwj', 'UB')
('AC22517-2022-11-01-3898','A217-10','DsXXLMvJAQc', 'UB')
('AC04652-2022-11-01-3974','A221-14','kCXAyAXX', 'LB')
('AC22517-2022-11-02-3845','A214-11','MUkeNnNuRSUfmqC', 'SL')
('AC04652-2022-11-02-3838','A214-4','JY', 'UB')
('SL22517-2022-11-01-3821','S160-5','qgBMtfOPeaYxWC', 'MB')
('SL22517-2022-11-01-3822','S160-6','IKKewUWt', 'UB')
('SL04652-2022-11-01-3788','S158-20','RPycnfQcojIwXJ', 'LB')
('SL12058-2022-11-01-3715','S155-19','rsBowtOYlNq', 'UB')
('AC22517-2022-11-01-3907','A218-1','fuy', 'LB')
('AC04652-2022-11-02-3846','A214-12','JGBnAtWChRQfPS', 'SU')
('SL04652-2022-11-02-3859','S161-19','FLfbpuzjJ', 'UB')
('SL12058-2022-11-01-3717','S155-21','sSiTxWJiBRMSa', 'MB')
('AC04652-2022-11-02-3848','A214-14','uyjegefmLWRPf', 'LB')
('SL22517-2022-11-02-3744','S156-24','ZG', 'SU')
('AC04652-2022-11-02-3850','A214-16','mTledNxzd', 'UB')
('AC04652-2022-11-01-3988','A222-10','vDohDyFZw', 'UB')
('AC04652-2022-11-02-3859','A215-7','ijipIMSflyJzKtlc', 'LB')
('AC04652-2022-11-01-3998','A223-2','qACpKJG', 'LB')
('SL04652-2022-11-02-3875','S162-11','RqbawUNiB', 'UB')
('AC22517-2022-11-02-3869','A215-17','jFejxamXZKDKukL', 'SL')
('SL04652-2022-11-01-3808','S159-16','bzrEt', 'SU')
('AC22517-2022-11-01-3931','A219-7','RcOwYAiyvkkYs', 'LB')
('SL22517-2022-11-02-3773','S158-5','gzhEixe', 'MB')
('SL12058-2022-11-01-3751','S157-7','vvktZ', 'SL')
('AC04652-2022-11-01-4040','A225-8','Yds', 'LB')
('AC04652-2022-11-01-4073','A227-5','qbhVHlZlDm', 'SL')
('AC04652-2022-11-02-3921','A218-15','KIXLumzjJFlg', 'UB')
('AC12058-2022-11-01-3923','A218-17','ZyxZETOsMetp', 'SL')
('AC04652-2022-11-01-4079','A227-11','T', 'SL')
('AC04652-2022-11-01-4080','A227-12','Goa', 'SU')
('AC12058-2022-11-01-3924','A218-18','YAnNl', 'SU')
('SL04652-2022-11-01-3876','S162-12','AdwfbnoSMXpur', 'LB')
('AC04652-2022-11-02-3928','A219-4','xTOIvOQyh', 'UB')
('SL04652-2022-11-02-3951','S165-15','MFC', 'SL')
('SL12058-2022-11-01-3808','S159-16','XDnHqrysrS', 'SU')
('SL04652-2022-11-01-3883','S162-19','AH', 'UB')
('SL04652-2022-11-01-3885','S162-21','gsk', 'MB')
('SL04652-2022-11-02-3964','S166-4','KKWaEuHvzAXE', 'LB')
('SL22517-2022-11-02-3843','S161-3','bJOtoCQU', 'UB')
('AC12058-2022-11-01-3945','A220-3','httoCNeJInYqrAQ', 'UB')
('SL12058-2022-11-01-3909','S163-21','PrfYKtRh', 'MB')
('AC22517-2022-11-01-4097','A228-11','Hs', 'SL')
('AC22517-2022-11-01-4099','A228-13','DivG', 'LB')
('AC12058-2022-11-01-4033','A225-1','qczcT', 'LB')
('AC04652-2022-11-01-4199','A234-5','ybQpJIT', 'SL')
('AC22517-2022-11-02-4030','A224-16','hq', 'UB')
('AC22517-2022-11-01-4100','A228-14','krmYRGnatSclm', 'LB')
('AC22517-2022-11-01-4106','A229-2','EFDjlle', 'LB')
('SL22517-2022-11-02-3948','S165-12','LkmkElmhW', 'LB')
('AC12058-2022-11-01-4037','A225-5','MaoePUEroUXWJ', 'SL')
('SL22517-2022-11-02-3950','S165-14','blNmKTumVldWBbvf', 'UB')
('SL22517-2022-11-01-4017','S168-9','JCev', 'LB')
('SL22517-2022-11-02-3952','S165-16','bbLxQvEhgYLidf', 'SU')
('SL04652-2022-11-02-4061','S170-5','WHAwnqe', 'MB')
('AC22517-2022-11-02-4035','A225-3','grZvaj', 'UB')
('AC04652-2022-11-02-4051','A226-1','toQmJaDRAaK', 'LB')
('SL12058-2022-11-01-3918','S164-6','xEySzAKLgFoFEc', 'UB')
('AC12058-2022-11-01-4046','A225-14','NmdKUSLdk', 'LB')
('AC04652-2022-11-01-4209','A234-15','mW', 'UB')
('AC12058-2022-11-01-4047','A225-15','hNGRSSjT', 'UB')
('SL04652-2022-11-01-3987','S167-3','qpfmGMDjAT', 'UB')
('AC12058-2022-11-01-4049','A225-17','jPdsTsnej', 'SL')
('AC04652-2022-11-01-4216','A235-4','jLdzbamHzgxy', 'UB')
('SL04652-2022-11-01-3990','S167-6','PrZJRLhoE', 'UB')
('SL22517-2022-11-01-4032','S168-24','GTYYbUePpl', 'SU')
('AC12058-2022-11-01-4053','A226-3','KKnfhPUJOpMAiGpA', 'UB')
('SL04652-2022-11-01-3993','S167-9','VmGT', 'LB')
('SL22517-2022-11-01-4034','S169-2','VilJvICChtwGDnzn', 'MB')
('AC22517-2022-11-02-4047','A225-15','mkRjrkKRWsfcAWGa', 'UB')
('AC04652-2022-11-02-4063','A226-13','vdWoUOO', 'LB')
('AC22517-2022-11-01-4125','A230-3','Cna', 'UB')
('AC22517-2022-11-01-4127','A230-5','HJmqaJubVXUDt', 'SL')
('AC22517-2022-11-01-4129','A230-7','ywkvFbbYVYvV', 'LB')
('AC04652-2022-11-02-4068','A226-18','TMDubDEoadd', 'SU')
('AC22517-2022-11-02-4059','A226-9','N', 'UB')
('SL04652-2022-11-01-4011','S168-3','utBg', 'UB')
('AC04652-2022-11-01-4243','A236-13','LwGEXLDHdcTV', 'LB')
('AC04652-2022-11-02-4098','A228-12','YJ', 'SU')
('SL12058-2022-11-01-3963','S166-3','zhyQcjSyi', 'UB')
('SL22517-2022-11-02-4001','S167-17','weDASrAD', 'LB')
('AC12058-2022-11-01-4099','A228-13','BGFz', 'LB')
('AC12058-2022-11-01-4105','A229-1','IxgisMLLklmTmVc', 'LB')
('SL22517-2022-11-02-4019','S168-11','NcwLhjCtEloWNCo', 'UB')
('AC12058-2022-11-01-4114','A229-10','AIzpTJekQQ', 'UB')
('SL04652-2022-11-02-4113','S172-9','pCFecRFkBWRUAr', 'LB')
('SL04652-2022-11-01-4051','S169-19','XvUbTgVURF', 'UB')
('SL22517-2022-11-01-4084','S171-4','YEVksxJMavfw', 'LB')
('AC22517-2022-11-02-4100','A228-14','qq', 'LB')
('AC22517-2022-11-01-4184','A233-8','n', 'LB')
('SL22517-2022-11-02-4034','S169-2','lcRwzgUtz', 'MB')
('AC22517-2022-11-01-4196','A234-2','eZVDhIKzMpYHTe', 'LB')
('SL04652-2022-11-01-4061','S170-5','pJQANKaimokiW', 'MB')
('SL04652-2022-11-01-4062','S170-6','SevTmQRhiKmTIsP', 'UB')
('AC22517-2022-11-01-4199','A234-5','oFT', 'SL')
('AC12058-2022-11-01-4137','A230-15','zMMTsKc', 'UB')
('SL04652-2022-11-02-4138','S173-10','mGrHdZAPnY', 'MB')
('AC04652-2022-11-01-4300','A239-16','qdToJfYbBj', 'UB')
('SL12058-2022-11-01-4010','S168-2','eBjsqNiFlxFF', 'MB')
('AC22517-2022-11-01-4207','A234-13','aHKlePVGXCqxLh', 'LB')
('AC04652-2022-11-01-4302','A239-18','mXzrFvLruY', 'SU')
('SL22517-2022-11-01-4110','S172-6','peDbDf', 'UB')
('AC04652-2022-11-01-4306','A240-4','lqFdfBFPGcRYBP', 'UB')
('SL04652-2022-11-01-4069','S170-13','MWLpHmpeOaJgxIUW', 'MB')
('AC22517-2022-11-01-4228','A235-16','WzgYnDAcA', 'UB')
('AC04652-2022-11-01-4328','A241-8','PvjLRPFjxkKXMOch', 'LB')
('AC22517-2022-11-02-4151','A231-11','aoieF', 'SL')
('SL22517-2022-11-02-4085','S171-5','bNZ', 'MB')
('AC04652-2022-11-02-4187','A233-11','Rec', 'SL')
('AC22517-2022-11-01-4297','A239-13','hcqujmfSQnWNJMw', 'LB')
('SL12058-2022-11-01-4108','S172-4','YXlJnNLlhGcszBe', 'LB')
('SL22517-2022-11-02-4152','S173-24','eYFD', 'SU')
('AC04652-2022-11-01-4415','A246-5','ZDPhwpUQHYtfsJ', 'SL')
('SL12058-2022-11-01-4111','S172-7','UaNaXLam', 'SL')
('SL04652-2022-11-01-4180','S175-4','VsjKN', 'LB')
('SL12058-2022-11-01-4113','S172-9','Gh', 'LB')
('AC04652-2022-11-02-4257','A237-9','kjeWNQsPFzwnuo', 'UB')
('AC12058-2022-11-01-4258','A237-10','gGtP', 'UB')
('AC04652-2022-11-01-4427','A246-17','uQIYzQxhgccvq', 'SL')
('SL12058-2022-11-01-4131','S173-3','wOx', 'UB')
('AC04652-2022-11-01-4453','A248-7','DQwrvVPs', 'LB')
('SL04652-2022-11-02-4275','S179-3','jErkPKnzfjn', 'UB')
('SL04652-2022-11-01-4220','S176-20','KjIBZBAMnb', 'LB')
('SL22517-2022-11-02-4189','S175-13','qjAXfGCzfXm', 'MB')
('AC22517-2022-11-01-4343','A242-5','BKvKAUrGmuCB', 'SL')
('AC12058-2022-11-01-4288','A239-4','WwBVjpNFfhl', 'UB')
('SL12058-2022-11-01-4159','S174-7','TfwEnsTpbp', 'SL')
('AC04652-2022-11-01-4473','A249-9','VZBnkDNXRgboPAZ', 'UB')
('AC04652-2022-11-02-4325','A241-5','KTnO', 'SL')
('AC04652-2022-11-02-4326','A241-6','HY', 'SU')
('AC12058-2022-11-01-4321','A241-1','ajRirahJ', 'LB')
('SL04652-2022-11-01-4240','S177-16','GqcYnOh', 'SU')
('SL22517-2022-11-02-4224','S176-24','jHNBPnaWxFPTlHiU', 'SU')
('AC22517-2022-11-02-4319','A240-17','KedgBP', 'SL')
('AC04652-2022-11-02-4474','A249-10','DNXClphv', 'UB')
('SL22517-2022-11-01-4397','S184-5','CHngSDTXPRaWlr', 'MB')
('AC22517-2022-11-01-4510','A251-10','kZqNeLMSpHuh', 'UB')
('SL12058-2022-11-01-4352','S182-8','DRipWdswXevsNH', 'SU')
('SL22517-2022-11-02-4374','S183-6','ivm', 'UB')
('SL04652-2022-11-01-4402','S184-10','BQIgh', 'MB')
('AC04652-2022-11-01-4644','A258-18','bgLRJNFaoekWuu', 'SU')
('AC04652-2022-11-02-4502','A251-2','oSNLTjmjfoKqr', 'LB')
('AC12058-2022-11-01-4491','A250-9','pSIxicQqYmnoElSu', 'UB')
('SL22517-2022-11-02-4381','S183-13','sybJmgFB', 'MB')
('AC12058-2022-11-01-4493','A250-11','GYhrkwSEWCvrESW', 'SL')
('AC22517-2022-11-02-4487','A250-5','MqrZiCsRrtS', 'SL')
('AC12058-2022-11-01-4494','A250-12','eflzFG', 'SU')
('SL04652-2022-11-01-4413','S184-21','VNpmxHtj', 'MB')
('SL22517-2022-11-01-4431','S185-15','MdufaavgjzHTSmkp', 'SL')
('AC04652-2022-11-01-4654','A259-10','wHIRx', 'UB')
('AC22517-2022-11-01-4544','A253-8','GjBkxCJondmnX', 'LB')
('SL22517-2022-11-02-4396','S184-4','fDdFvSx', 'LB')
('AC12058-2022-11-01-4511','A251-11','dPIvuqBaDqMoJMz', 'SL')
('SL04652-2022-11-02-4480','S187-16','wQzv', 'SU')
('AC04652-2022-11-01-4736','A264-2','mxesjvlwpOQOId', 'LB')
('SL22517-2022-11-02-4447','S186-7','ZshcOlmnfHkP', 'SL')
('AC04652-2022-11-02-4572','A254-18','WgVuwDMynffYyms', 'SU')
('AC04652-2022-11-01-4761','A265-9','qHwCKQkw', 'UB')
('AC04652-2022-11-02-4653','A259-9','Qt', 'UB')
('SL04652-2022-11-01-4578','S191-18','pAkAYHmklQlYwgbR', 'MB')
('AC04652-2022-11-01-4832','A269-8','lKIrDCzJMybjMh', 'LB')
('AC22517-2022-11-02-4750','A264-16','JlTvkTLo', 'UB')
('SL12058-2022-11-01-4629','S193-21','qRZBZuWeAABcrZQO', 'MB')
('AC04652-2022-11-01-4945','A275-13','jThu', 'LB')
('AC04652-2022-11-02-4753','A265-1','YmZwhvMxI', 'LB')
('SL04652-2022-11-02-4704','S196-24','mSxC', 'SU')
('AC22517-2022-11-01-4762','A265-10','h', 'UB')
('AC12058-2022-11-01-4763','A265-11','JvJLMafVehhSJbFn', 'SL')
('SL04652-2022-11-01-4691','S196-11','ycCJFCujxd', 'UB')
('AC04652-2022-11-02-4762','A265-10','BLgY', 'UB')
('SL22517-2022-11-01-4681','S196-1','lfEAcvFXqtrAM', 'LB')
('SL04652-2022-11-02-4721','S197-17','aLoeimBMeRFsW', 'LB')
('AC12058-2022-11-01-4768','A265-16','cOD', 'UB')
('SL04652-2022-11-01-4698','S196-18','fMmtoqojO', 'MB')
('AC22517-2022-11-01-4787','A266-17','LQyhW', 'SL')
('SL04652-2022-11-02-4729','S198-1','rsWQQetExpja', 'LB')
('AC04652-2022-11-01-4977','A277-9','TGoggxHpf', 'UB')
('SL12058-2022-11-01-4659','S195-3','gJVCm', 'UB')
('SL12058-2022-11-01-4661','S195-5','LBBxvwQSoI', 'MB')
('AC22517-2022-11-01-4796','A267-8','KQam', 'LB')
('AC22517-2022-11-02-4828','A269-4','jVZaJOrtqOt', 'UB')
('SL22517-2022-11-01-4688','S196-8','FBrte', 'SU')
('AC04652-2022-11-01-4983','A277-15','hHFhWrGwz', 'UB')
('SL04652-2022-11-02-4737','S198-9','ErmWWfTDsopmVDX', 'LB')
('SL22517-2022-11-01-4690','S196-10','XKZLOGg', 'MB')
('SL22517-2022-11-02-4678','S195-22','ZNizihSItHrrOdB', 'UB')
('AC04652-2022-11-01-5005','A279-1','GTUnhObMx', 'LB')
('SL12058-2022-11-01-4706','S197-2','eqjyHVgn', 'MB')
('AC04652-2022-11-02-4828','A269-4','a', 'UB')
('SL12058-2022-11-01-4716','S197-12','NcsPrHWWgykU', 'LB')
('AC22517-2022-11-01-4851','A270-9','yYsALikZfiob', 'UB')
('AC12058-2022-11-01-4840','A269-16','BlypbYqdCtHmUja', 'UB')
('SL04652-2022-11-02-4794','S200-18','srQcg', 'MB')
('AC22517-2022-11-01-4855','A270-13','aFZCiPJ', 'LB')
('SL04652-2022-11-01-4792','S200-16','YKdIrcWepXMqvRap', 'SU')
('SL22517-2022-11-01-4775','S199-23','MAwLqNZfyJbzKbYk', 'SL')
('AC04652-2022-11-01-5086','A283-10','QRLj', 'UB')
('SL22517-2022-11-02-4768','S199-16','JV', 'SU')
('AC04652-2022-11-02-4883','A272-5','NtjLDyY', 'SL')
('SL22517-2022-11-01-4796','S200-20','MdHFkXjGThrB', 'LB')
('SL22517-2022-11-01-4797','S200-21','A', 'MB')
('SL12058-2022-11-01-4769','S199-17','HhLwbaGBemHtFEt', 'LB')
('SL12058-2022-11-01-4771','S199-19','YJF', 'UB')
('SL22517-2022-11-02-4794','S200-18','jKNChVqEhGWXAt', 'MB')
('SL22517-2022-11-01-4808','S201-8','TteQTKTSxq', 'SU')
('AC12058-2022-11-01-4886','A272-8','kuzAsfnqlhWPwbwg', 'LB')
('SL22517-2022-11-01-4810','S201-10','Atb', 'MB')
('SL22517-2022-11-01-4811','S201-11','PGLbRHknGnk', 'UB')
('SL22517-2022-11-01-4814','S201-14','ba', 'UB')
('SL22517-2022-11-01-4815','S201-15','qFXZU', 'SL')
('AC04652-2022-11-01-5119','A285-7','PwdGMmnbElg', 'LB')
('AC22517-2022-11-01-4906','A273-10','eeoUcrhVREvw', 'UB')
('AC04652-2022-11-01-5123','A285-11','UuEuUk', 'SL')
('AC22517-2022-11-02-4946','A275-14','rhgneedcduTsRUh', 'LB')
('SL12058-2022-11-01-4792','S200-16','LEZaPLs', 'SU')
('SL04652-2022-11-01-4847','S202-23','m', 'SL')
('AC22517-2022-11-02-4952','A276-2','crWDDAZOuwPmmdrB', 'LB')
('AC04652-2022-11-02-4915','A274-1','MHVVBYakWoqUXU', 'LB')
('AC22517-2022-11-01-4917','A274-3','yKqjE', 'UB')
('SL12058-2022-11-01-4795','S200-19','wlPCVs', 'UB')
('AC04652-2022-11-02-4927','A274-13','bzdseQJhnzAfZUp', 'LB')
('AC04652-2022-11-02-4934','A275-2','bs', 'LB')
('AC04652-2022-11-01-5147','A286-17','MxKj', 'SL')
('AC22517-2022-11-01-4939','A275-7','fwDuJzeV', 'LB')
('AC12058-2022-11-01-4925','A274-11','WwTBLaIVCcS', 'SL')
('SL04652-2022-11-02-4884','S204-12','xfjYfKplf', 'LB')
('SL22517-2022-11-02-4840','S202-16','wIDONa', 'SU')
('AC04652-2022-11-02-4942','A275-10','rNqXqRJobsUEgXf', 'UB')
('SL12058-2022-11-01-4817','S201-17','L', 'LB')
('AC12058-2022-11-01-4948','A275-16','xEmYJmxAKbYd', 'UB')
('AC22517-2022-11-02-5005','A279-1','KkgJrdkkUoitiXT', 'LB')
('SL04652-2022-11-01-4895','S204-23','nOf', 'SL')
('SL04652-2022-11-02-4908','S205-12','TMrLlD', 'LB')
('AC04652-2022-11-01-5181','A288-15','SY', 'UB')
('SL22517-2022-11-01-4875','S204-3','Xpz', 'UB')
('SL04652-2022-11-02-4922','S206-2','VSgavZF', 'MB')
('AC22517-2022-11-01-4992','A278-6','ZhFdiIZdmZuv', 'SU')
('AC04652-2022-11-02-5014','A279-10','jPPcNHGUFT', 'UB')
('AC04652-2022-11-01-5218','A290-16','pQUBUOnbcnfmw', 'UB')
('SL22517-2022-11-02-4895','S204-23','FjTEUNoTcDCSRGY', 'SL')
('SL04652-2022-11-02-4939','S206-19','myiScUjmRBixIGB', 'UB')
('AC12058-2022-11-01-4982','A277-14','VJkW', 'LB')
('SL04652-2022-11-01-4921','S206-1','thtTSptq', 'LB')
('SL22517-2022-11-02-4900','S205-4','oCbIs', 'LB')
('SL04652-2022-11-01-4923','S206-3','UzRLBCjpx', 'UB')
('SL12058-2022-11-01-4867','S203-19','cTyIyoEnwiXc', 'UB')
('SL22517-2022-11-02-4909','S205-13','i', 'MB')
('AC04652-2022-11-02-5047','A281-7','ZaIurNrygPDeOckG', 'LB')
('AC04652-2022-11-01-5269','A293-13','FYOzy', 'LB')
('SL04652-2022-11-02-4994','S209-2','JgJDpTlypF', 'MB')
('AC22517-2022-11-02-5099','A284-5','a', 'SL')
('SL22517-2022-11-01-4946','S207-2','FyuvL', 'MB')
('AC04652-2022-11-01-5272','A293-16','fsESfaiDigJYzBS', 'UB')
('SL04652-2022-11-02-4996','S209-4','eLQVxJsL', 'LB')
('AC12058-2022-11-01-5029','A280-7','xvtmJszjViNntZCA', 'LB')
('SL22517-2022-11-02-4959','S207-15','fDpfQOxJDQcWF', 'SL')
