('SL04652-2022-11-01-11','S1-11','bdPIlrsePUx', 'UB')
('AC04652-2022-11-01-5440','A303-4','mSRkGPSNGvqj', 'UB')
('SL04652-2022-11-02-5376','S224-24','qQXYWyuSV', 'SU')
('AC04652-2022-11-02-5321','A296-11','LpFBqPXgOj', 'SL')
('SL04652-2022-11-01-5425','S227-1','ItsEVUylNKBsioj', 'LB')
('SL22517-2022-11-02-5473','S229-1','UJhoNIh', 'LB')
('AC22517-2022-11-02-5502','A306-12','XwwDWCgZCaRcw', 'SU')
('AC22517-2022-11-01-5291','A294-17','TR', 'SL')
('AC12058-2022-11-01-5414','A301-14','ZUJzbKGcVO', 'LB')
('AC22517-2022-11-01-5293','A295-1','ZTxekEnChlhC', 'LB')
('AC04652-2022-11-01-5448','A303-12','lftJglNzCqo', 'SU')
('SL22517-2022-11-02-5480','S229-8','XYzMreUD', 'SU')
('AC04652-2022-11-01-5451','A303-15','F', 'UB')
('SL04652-2022-11-02-5388','S225-12','rld', 'LB')
('AC22517-2022-11-01-5306','A295-14','ltCzdqOaHSMfuHQS', 'LB')
('SL12058-2022-11-01-5419','S226-19','whaQOAMtEfytAnF', 'UB')
('AC04652-2022-11-01-5457','A304-3','GTi', 'UB')
('SL04652-2022-11-02-5395','S225-19','hBjSMqh', 'UB')
('SL04652-2022-11-02-5396','S225-20','Mrhz', 'LB')
('SL04652-2022-11-01-5451','S228-3','MdTmya', 'UB')
('AC22517-2022-11-01-5320','A296-10','aidVwhMWouUMxWe', 'UB')
('SL22517-2022-11-01-5433','S227-9','uUBbRlrByQfta', 'LB')
('SL04652-2022-11-02-5406','S226-6','dKmBDZNJyggc', 'UB')
('SL22517-2022-11-01-5434','S227-10','dVsO', 'MB')
('SL22517-2022-11-01-5435','S227-11','VKDwUUH', 'UB')
('AC04652-2022-11-01-5471','A304-17','suHcjCKGp', 'SL')
('AC22517-2022-11-02-5534','A308-8','Z', 'LB')
('SL22517-2022-11-01-5437','S227-13','gSE', 'MB')
('SL12058-2022-11-01-5438','S227-14','INt', 'UB')
('AC04652-2022-11-01-5476','A305-4','x', 'UB')
('AC04652-2022-11-01-5477','A305-5','iySKHAHuU', 'SL')
('AC22517-2022-11-01-5329','A297-1','KPrRYShPJh', 'LB')
('AC22517-2022-11-02-5540','A308-14','JQv', 'LB')
('AC04652-2022-11-02-5351','A298-5','shvuyJf', 'SL')
('AC22517-2022-11-02-5546','A309-2','vazilgz', 'LB')
('SL04652-2022-11-01-5464','S228-16','gagZR', 'SU')
('AC22517-2022-11-02-5547','A309-3','TlzTQArNhnbvGV', 'UB')
('SL12058-2022-11-01-5450','S228-2','Edh', 'MB')
('AC04652-2022-11-01-5494','A306-4','qGlvnlJSap', 'UB')
('SL04652-2022-11-02-5426','S227-2','qgHeclvBEnBIY', 'MB')
('AC04652-2022-11-02-5366','A299-2','oBfAThpH', 'LB')
('AC04652-2022-11-01-5498','A306-8','PPrkBHZFpBoiH', 'LB')
('AC04652-2022-11-01-5499','A306-9','vgcUlHZu', 'UB')
('AC12058-2022-11-01-5468','A304-14','FnxbIFl', 'LB')
('SL22517-2022-11-02-5527','S231-7','GfBxcdrTAocZTVz', 'SL')
('AC22517-2022-11-02-5564','A310-2','Fye', 'LB')
('AC22517-2022-11-01-5359','A298-13','LNbflYJJ', 'LB')
('AC04652-2022-11-01-5503','A306-13','ggTim', 'LB')
('AC22517-2022-11-02-5570','A310-8','vuiUPZCnLuZyh', 'LB')
('AC22517-2022-11-01-5372','A299-8','BTXWjcFAUl', 'LB')
('SL22517-2022-11-02-5544','S231-24','txGmEwIOtYzpqCHc', 'SU')
('SL04652-2022-11-02-5452','S228-4','WOAioiuUPDylLs', 'LB')
('SL22517-2022-11-02-5547','S232-3','cSrMFXy', 'UB')
('AC04652-2022-11-01-5516','A307-8','AhoCZF', 'LB')
('SL04652-2022-11-01-5498','S230-2','bKoWG', 'MB')
('SL12058-2022-11-01-5478','S229-6','Fwbo', 'UB')
('SL22517-2022-11-01-5482','S229-10','qfqvULXbND', 'MB')
('AC04652-2022-11-01-5521','A307-13','ndw', 'LB')
('AC22517-2022-11-01-5377','A299-13','GCLMetFzjiWkY', 'LB')
('SL22517-2022-11-02-5553','S232-9','xjJMjxZlYWE', 'LB')
('AC22517-2022-11-01-5378','A299-14','zqGLcUwASgDlZyf', 'LB')
('SL04652-2022-11-01-5501','S230-5','tf', 'MB')
('SL22517-2022-11-01-5488','S229-16','VmUxmONUeOPKUWLQ', 'SU')
('AC22517-2022-11-01-5381','A299-17','yjsBYgWMovXmXYI', 'SL')
('SL22517-2022-11-02-5561','S232-17','FHRiRK', 'LB')
('AC12058-2022-11-01-5494','A306-4','gwvOHaydN', 'UB')
('SL12058-2022-11-01-5487','S229-15','kSpo', 'SL')
('SL12058-2022-11-01-5488','S229-16','TCObbnFwP', 'SU')
('SL22517-2022-11-02-5563','S232-19','Kglg', 'UB')
('SL12058-2022-11-01-5496','S229-24','lCptlHWukeRwEJ', 'SU')
('AC12058-2022-11-01-5505','A306-15','iXbslsXJcwaI', 'UB')
('AC04652-2022-11-01-5538','A308-12','B', 'SU')
('SL04652-2022-11-02-5481','S229-9','mEuOGbzaPSfWSwRz', 'LB')
('SL04652-2022-11-02-5483','S229-11','aXAUtrrhFCNG', 'UB')
('AC04652-2022-11-01-5541','A308-15','vefmppBoIGR', 'UB')
('AC04652-2022-11-02-5417','A301-17','kycvBFIeJttaY', 'SL')
('SL22517-2022-11-02-5579','S233-11','cTmsH', 'UB')
('AC22517-2022-11-02-5609','A312-11','tnxSHRnFnYc', 'SL')
('SL12058-2022-11-01-5506','S230-10','rQPiIGihnqSXBcJX', 'MB')
('SL22517-2022-11-02-5581','S233-13','xHTlrAmMPZv', 'MB')
('AC12058-2022-11-01-5519','A307-11','WMlRis', 'SL')
('SL22517-2022-11-02-5586','S233-18','pNQ', 'MB')
('AC22517-2022-11-02-5620','A313-4','kmhvahITHlH', 'UB')
('AC12058-2022-11-01-5522','A307-14','jFlBFCneW', 'LB')
('SL22517-2022-11-02-5590','S233-22','ASAJ', 'UB')
('AC22517-2022-11-01-5408','A301-8','bWLTEInPnF', 'LB')
('AC22517-2022-11-01-5409','A301-9','hwjvvaeSfANcLyo', 'UB')
('SL04652-2022-11-01-5543','S231-23','tNXHKmp', 'SL')
('AC12058-2022-11-01-5531','A308-5','AcmDwBvEUtxJg', 'SL')
('AC12058-2022-11-01-5535','A308-9','S', 'UB')
('SL04652-2022-11-02-5519','S230-23','RdOW', 'SL')
('SL22517-2022-11-02-5607','S234-15','AIoIEjinb', 'SL')
('SL04652-2022-11-01-5555','S232-11','SQhGvUjE', 'UB')
('SL22517-2022-11-01-5557','S232-13','VOftbw', 'MB')
('AC04652-2022-11-02-5476','A305-4','CPafwNWKmYT', 'UB')
('AC22517-2022-11-02-5665','A315-13','MDcOdiTukB', 'LB')
('SL12058-2022-11-01-5556','S232-12','KVUlLewDKkR', 'LB')
('SL04652-2022-11-02-5563','S232-19','JzMERZvoEbh', 'UB')
('AC22517-2022-11-01-5468','A304-14','CLrjXSQIAuhhvVf', 'LB')
('AC04652-2022-11-02-5497','A306-7','CNrUhkIKSt', 'LB')
('AC12058-2022-11-01-5592','A311-12','OyJmQRNdfTPVDy', 'SU')
('SL22517-2022-11-02-5663','S236-23','qTsvXxDPQG', 'SL')
('AC22517-2022-11-02-5691','A317-3','IxxDNRh', 'UB')
('SL22517-2022-11-02-5664','S236-24','vXY', 'SU')
('SL04652-2022-11-02-5577','S233-9','AURsxRhNVwbt', 'LB')
('AC04652-2022-11-01-5629','A313-13','fXXeai', 'LB')
('AC22517-2022-11-01-5475','A305-3','DbJFDCxffjev', 'UB')
('SL22517-2022-11-01-5597','S234-5','Ym', 'MB')
('AC04652-2022-11-01-5638','A314-4','IzA', 'UB')
('AC04652-2022-11-02-5513','A307-5','xsPbTnZ', 'SL')
('AC04652-2022-11-01-5639','A314-5','SCzTEPVDnbu', 'SL')
('AC22517-2022-11-02-5706','A317-18','UwylcD', 'SU')
('AC22517-2022-11-02-5707','A318-1','QrT', 'LB')
('SL22517-2022-11-02-5679','S237-15','WWqfWrsCp', 'SL')
('SL22517-2022-11-02-5680','S237-16','VtFnWYOGooWtk', 'SU')
('SL04652-2022-11-01-5616','S234-24','TuPCgN', 'SU')
('SL22517-2022-11-01-5604','S234-12','WxZeiefCbTKAOXjv', 'LB')
('SL22517-2022-11-02-5682','S237-18','mf', 'MB')
('AC22517-2022-11-01-5487','A305-15','QBrqBNtGmD', 'UB')
('SL22517-2022-11-01-5605','S234-13','WYF', 'MB')
('SL04652-2022-11-02-5590','S233-22','nDFNsjwklN', 'UB')
('SL12058-2022-11-01-5599','S234-7','cony', 'SL')
('AC04652-2022-11-01-5663','A315-11','JtplrRueqVfo', 'SL')
('SL04652-2022-11-01-5672','S237-8','MgUtjQVnjlXJ', 'SU')
('AC12058-2022-11-01-5687','A316-17','zXcpf', 'SL')
('AC22517-2022-11-01-5553','A309-9','vbULwVgSeu', 'UB')
('AC12058-2022-11-01-5689','A317-1','TOOQxMHTa', 'LB')
('SL22517-2022-11-01-5654','S236-14','aVKwa', 'UB')
('SL22517-2022-11-02-5734','S239-22','XHpOqbkvf', 'UB')
('SL04652-2022-11-02-5657','S236-17','ewsRQsrHu', 'LB')
('AC04652-2022-11-02-5592','A311-12','RvQDtCr', 'SU')
('AC22517-2022-11-02-5777','A321-17','ZrjpqgdFeW', 'SL')
('SL22517-2022-11-01-5660','S236-20','HFrYFHlBfVJJDW', 'LB')
('SL04652-2022-11-01-5683','S237-19','DbFwkflxSLOBTGNw', 'UB')
('SL22517-2022-11-02-5740','S240-4','uUxb', 'LB')
('SL04652-2022-11-02-5662','S236-22','KWJQduiWuLEazGZc', 'UB')
('AC22517-2022-11-01-5563','A310-1','wHlabVkBP', 'LB')
('AC12058-2022-11-01-5693','A317-5','izlISsiWX', 'SL')
('SL04652-2022-11-01-5689','S238-1','JoMKcSUbRWsCVIu', 'LB')
('AC04652-2022-11-02-5602','A312-4','YME', 'UB')
('AC04652-2022-11-01-5721','A318-15','kcypEcGgEiv', 'UB')
('SL04652-2022-11-02-5666','S237-2','xpt', 'MB')
('AC04652-2022-11-02-5607','A312-9','reAbaLSDjXuvhfVN', 'UB')
('SL22517-2022-11-02-5749','S240-13','ECYwj', 'MB')
('SL04652-2022-11-01-5694','S238-6','osNQkPzRTEdUmnX', 'UB')
('SL04652-2022-11-01-5695','S238-7','MGLQtAEMFZ', 'SL')
('AC12058-2022-11-01-5727','A319-3','OrbcRgj', 'UB')
('SL22517-2022-11-01-5693','S238-5','aMyelnUndsXnUpfs', 'MB')
('SL22517-2022-11-02-5777','S241-17','cAGyGcmRuhjdn', 'LB')
('SL04652-2022-11-02-5692','S238-4','HIHbYgGMCNs', 'LB')
('AC04652-2022-11-01-5758','A320-16','edlxSmSCeIvEu', 'UB')
('SL04652-2022-11-02-5696','S238-8','hWOrJCjLFFWTV', 'SU')
('AC12058-2022-11-01-5737','A319-13','LSfBMdBqMPtydXhj', 'LB')
('SL22517-2022-11-01-5700','S238-12','qUKhkJqQLx', 'LB')
('AC04652-2022-11-01-5765','A321-5','MXXIfSzwJJz', 'SL')
('SL22517-2022-11-01-5701','S238-13','yMhUaYfxhTfJmu', 'MB')
('SL12058-2022-11-01-5700','S238-12','uaOxdpFdD', 'LB')
('AC22517-2022-11-01-5609','A312-11','TCMKi', 'SL')
('AC22517-2022-11-01-5610','A312-12','oAs', 'SU')
('SL04652-2022-11-01-5744','S240-8','XLEynaketcSZzZ', 'SU')
('AC12058-2022-11-01-5759','A320-17','TsquEjDu', 'SL')
('SL04652-2022-11-01-5748','S240-12','AdpxTyAFGaf', 'LB')
('AC12058-2022-11-01-5763','A321-3','WURkZOnNpjVHqsW', 'UB')
('AC22517-2022-11-01-5621','A313-5','vtJwuEGNrFyBkwop', 'SL')
('SL04652-2022-11-01-5754','S240-18','tIa', 'MB')
('AC04652-2022-11-02-5657','A315-5','CjojklyHPAj', 'SL')
('SL04652-2022-11-01-5757','S240-21','Ku', 'MB')
('SL22517-2022-11-01-5724','S239-12','pJKctQ', 'LB')
('AC22517-2022-11-01-5626','A313-10','WyUzR', 'UB')
('AC12058-2022-11-01-5771','A321-11','caO', 'SL')
('AC04652-2022-11-01-5788','A322-10','cgUcj', 'UB')
('SL04652-2022-11-02-5724','S239-12','vYeQADcCpvVldTGI', 'LB')
('AC12058-2022-11-01-5773','A321-13','ewrjHEomuE', 'LB')
('AC12058-2022-11-01-5774','A321-14','bgSphpn', 'LB')
('AC22517-2022-11-02-5844','A325-12','TRHUThZnVZwVnQA', 'SU')
('AC22517-2022-11-02-5845','A325-13','aqZ', 'LB')
('SL04652-2022-11-01-5767','S241-7','xHOOCczcXlhL', 'SL')
('SL22517-2022-11-01-5730','S239-18','WVfUqxjBtA', 'MB')
('AC04652-2022-11-02-5674','A316-4','EHtpadng', 'UB')
('SL22517-2022-11-01-5765','S241-5','ABylw', 'MB')
('AC22517-2022-11-02-5870','A327-2','vWL', 'LB')
('AC22517-2022-11-01-5663','A315-11','yjlHlWkgWYChw', 'SL')
('AC04652-2022-11-01-5811','A323-15','TgqgBnXle', 'UB')
('AC22517-2022-11-01-5665','A315-13','worlSpT', 'LB')
('SL22517-2022-11-02-5837','S244-5','LA', 'MB')
('SL12058-2022-11-01-5753','S240-17','yNRtQEjrFJXGPU', 'LB')
('AC22517-2022-11-02-5907','A329-3','FVJuomrXsxwzgs', 'UB')
('AC04652-2022-11-01-5860','A326-10','sQC', 'UB')
('SL12058-2022-11-01-5793','S242-9','LhnIlXDPQ', 'LB')
('AC04652-2022-11-01-5862','A326-12','hkbofAlMOUR', 'SU')
('SL22517-2022-11-02-5879','S245-23','oJRdfxBtuQC', 'SL')
('AC04652-2022-11-02-5747','A320-5','RuqpwOzwyXohm', 'SL')
('AC22517-2022-11-02-5927','A330-5','bnxsfC', 'SL')
('AC04652-2022-11-01-5880','A327-12','hWXFVmHpHfFox', 'SU')
('AC04652-2022-11-02-5763','A321-3','lUnyiWssp', 'UB')
('AC04652-2022-11-02-5770','A321-10','sy', 'UB')
('AC04652-2022-11-02-5771','A321-11','LUV', 'SL')
('SL12058-2022-11-01-5817','S243-9','K', 'LB')
('AC22517-2022-11-01-5735','A319-11','tYkf', 'SL')
('SL22517-2022-11-01-5820','S243-12','zsPTXsUH', 'LB')
('SL22517-2022-11-02-5907','S247-3','hPI', 'UB')
('AC22517-2022-11-02-5943','A331-3','zMqw', 'UB')
('AC22517-2022-11-01-5742','A319-18','gd', 'SU')
('AC04652-2022-11-01-5889','A328-3','dqVFJqGaa', 'UB')
('AC04652-2022-11-01-5890','A328-4','gl', 'UB')
('AC22517-2022-11-02-5953','A331-13','qOfQNxlQKffTS', 'LB')
('SL12058-2022-11-01-5826','S243-18','bxtOhaqcDNyQkR', 'MB')
('AC04652-2022-11-01-5898','A328-12','pcYYdjDe', 'SU')
('AC04652-2022-11-01-5899','A328-13','xSydKTZO', 'LB')
('AC22517-2022-11-02-5957','A331-17','ObnnyJR', 'SL')
('SL04652-2022-11-02-5838','S244-6','G', 'UB')
('AC04652-2022-11-02-5813','A323-17','ldxUQFGGOSwOtRAb', 'SL')
('AC22517-2022-11-01-5783','A322-5','YzVHiZKKzgDzCVOl', 'SL')
('AC22517-2022-11-01-5784','A322-6','oegjE', 'SU')
('SL22517-2022-11-01-5858','S245-2','Ki', 'MB')
('SL12058-2022-11-01-5893','S246-13','As', 'MB')
('AC04652-2022-11-01-5968','A332-10','ZbHNhP', 'UB')
('AC04652-2022-11-01-5969','A332-11','VFn', 'SL')
('AC04652-2022-11-02-5850','A325-18','ReNzVk', 'SU')
('SL04652-2022-11-02-5902','S246-22','YtgOofMADdRGacs', 'UB')
('AC12058-2022-11-01-5945','A331-5','ilOtj', 'SL')
('AC22517-2022-11-01-5824','A324-10','c', 'UB')
('AC04652-2022-11-02-5856','A326-6','IVXnJgEllKju', 'SU')
('AC04652-2022-11-02-5857','A326-7','Tqxstw', 'LB')
('AC22517-2022-11-01-5825','A324-11','TfrwUqd', 'SL')
('SL22517-2022-11-02-6003','S251-3','tIbbFlfPYMnMyYst', 'UB')
('SL22517-2022-11-02-6004','S251-4','fPfJUfUDyBlA', 'LB')
('SL04652-2022-11-02-5909','S247-5','j', 'MB')
('AC04652-2022-11-02-5862','A326-12','jfQIbawKsZDf', 'SU')
('SL04652-2022-11-02-5911','S247-7','nuMLRoeL', 'SL')
('AC04652-2022-11-01-5984','A333-8','COvYsOHdXqh', 'LB')
('AC22517-2022-11-01-5827','A324-13','NRhmZiOnlaQCfaA', 'LB')
('SL12058-2022-11-01-5904','S246-24','JMeUlYNDVjeFJeeF', 'SU')
('AC04652-2022-11-01-5987','A333-11','WiXdpHGuEP', 'SL')
('AC22517-2022-11-01-5830','A324-16','bOasXQvADflulK', 'UB')
('SL04652-2022-11-02-5918','S247-14','UUkiuvGV', 'UB')
('SL22517-2022-11-01-5906','S247-2','qOecte', 'MB')
('SL12058-2022-11-01-5911','S247-7','tHbpljVzLlBo', 'SL')
('AC22517-2022-11-02-6043','A336-13','uZM', 'LB')
('AC12058-2022-11-01-5978','A333-2','HZQXehaKCUeJ', 'LB')
('AC04652-2022-11-02-5879','A327-11','SE', 'SL')
('SL22517-2022-11-02-6030','S252-6','fBHZLf', 'UB')
('SL04652-2022-11-02-5931','S248-3','qCxTonXUWoAMxlri', 'UB')
('SL22517-2022-11-01-5935','S248-7','ZjubKbzSjkkfqjAz', 'SL')
('AC04652-2022-11-02-5905','A329-1','vfpCrqjmmLtG', 'LB')
('AC04652-2022-11-01-6031','A336-1','vZVNnaV', 'LB')
('SL12058-2022-11-01-5935','S248-7','yWwwbTwpkdt', 'SL')
('SL04652-2022-11-02-5963','S249-11','hrBIbkIDCzRPgfs', 'UB')
('SL04652-2022-11-02-5964','S249-12','wcSIISKikUcpx', 'LB')
('AC04652-2022-11-01-6038','A336-8','wghnJYVy', 'LB')
('SL22517-2022-11-02-6058','S253-10','DBmhASZXpn', 'MB')
('AC04652-2022-11-02-5913','A329-9','OnVcQz', 'UB')
('AC04652-2022-11-02-5918','A329-14','ZtVmABA', 'LB')
('SL22517-2022-11-01-5951','S248-23','QZPP', 'SL')
('SL22517-2022-11-02-6065','S253-17','OwYrbwrm', 'LB')
('SL04652-2022-11-01-5968','S249-16','GQcWTeMv', 'SU')
('SL12058-2022-11-01-5947','S248-19','TybkoElck', 'UB')
('AC22517-2022-11-01-5899','A328-13','ucmigPtEkxXG', 'LB')
('AC04652-2022-11-01-6050','A337-2','GJMQijgcIxf', 'LB')
('AC12058-2022-11-01-6023','A335-11','GFptyfjKsxsTRJjj', 'SL')
('SL04652-2022-11-01-5976','S249-24','UhqHutBTcUQUdwb', 'SU')
('SL04652-2022-11-02-5978','S250-2','ZkVXSd', 'MB')
('SL04652-2022-11-01-5979','S250-3','fjCMUE', 'UB')
('SL22517-2022-11-01-5960','S249-8','M', 'SU')
('AC22517-2022-11-02-6099','A339-15','zOlXQI', 'UB')
('AC04652-2022-11-02-5930','A330-8','Sh', 'LB')
('AC22517-2022-11-01-5922','A329-18','OM', 'SU')
('AC22517-2022-11-01-5923','A330-1','oVDemYtvSskG', 'LB')
('AC12058-2022-11-01-6045','A336-15','PjNkr', 'UB')
('AC22517-2022-11-01-5926','A330-4','uJOjvuXu', 'UB')
('AC04652-2022-11-01-6075','A338-9','jCrngNnQqinb', 'UB')
('SL04652-2022-11-01-5996','S250-20','n', 'LB')
('SL04652-2022-11-02-6003','S251-3','uOjDjCfCshgKyq', 'UB')
('SL12058-2022-11-01-5991','S250-15','cAjCFgvpUnVt', 'SL')
('AC04652-2022-11-02-5953','A331-13','wZhLCsWqzFpsbV', 'LB')
('AC04652-2022-11-02-5954','A331-14','q', 'LB')
('SL04652-2022-11-02-6007','S251-7','K', 'SL')
('SL12058-2022-11-01-5994','S250-18','eKYvIovVgtg', 'MB')
('SL22517-2022-11-01-5983','S250-7','mU', 'SL')
('AC04652-2022-11-01-6082','A338-16','GbbEU', 'UB')
('SL04652-2022-11-02-6012','S251-12','yHSmuFwrslcg', 'LB')
('AC22517-2022-11-01-5935','A330-13','hl', 'LB')
('AC04652-2022-11-01-6087','A339-3','o', 'UB')
('SL22517-2022-11-02-6110','S255-14','rEzSqV', 'UB')
('AC04652-2022-11-01-6092','A339-8','nJFLZoHwmn', 'LB')
('AC22517-2022-11-02-6136','A341-16','KcXCyZlpTvjzJrm', 'UB')
('AC04652-2022-11-01-6093','A339-9','mcMJWDAWE', 'UB')
('AC22517-2022-11-01-5943','A331-3','GFCNrYFM', 'UB')
('AC04652-2022-11-02-5978','A333-2','vDUTPlx', 'LB')
('AC12058-2022-11-01-6066','A337-18','IrmNnjcJKnKB', 'SU')
('SL04652-2022-11-01-6015','S251-15','cmG', 'SL')
('SL22517-2022-11-01-6001','S251-1','XEMbjc', 'LB')
('AC22517-2022-11-02-6144','A342-6','htSPRrLemvyI', 'SU')
('AC22517-2022-11-02-6145','A342-7','RDPVWikqYV', 'LB')
('AC04652-2022-11-01-6101','A339-17','gdlDvipQh', 'SL')
('SL22517-2022-11-01-6004','S251-4','XmWTkB', 'LB')
('AC22517-2022-11-02-6149','A342-11','XFhVs', 'SL')
('SL04652-2022-11-02-6033','S252-9','pghoFVmOdNJmQg', 'LB')
('SL12058-2022-11-01-6017','S251-17','uAPtyHCb', 'LB')
('SL04652-2022-11-02-6035','S252-11','pFtNgtzjNCQLG', 'UB')
('SL12058-2022-11-01-6024','S251-24','jKDOjujbj', 'SU')
('AC22517-2022-11-02-6157','A343-1','sfDRDNdKCw', 'LB')
('AC22517-2022-11-01-5962','A332-4','u', 'UB')
('AC12058-2022-11-01-6079','A338-13','lKdAurjnyXMUB', 'LB')
('SL22517-2022-11-02-6135','S256-15','YiMqXll', 'SL')
('AC04652-2022-11-01-6111','A340-9','bwNjlrLBLXpdBa', 'UB')
('SL22517-2022-11-01-6015','S251-15','DVaMuiu', 'SL')
('SL22517-2022-11-01-6016','S251-16','JsmepnrtBgFinU', 'SU')
('SL12058-2022-11-01-6033','S252-9','XuDydV', 'LB')
('SL04652-2022-11-02-6048','S252-24','SMTfYmkgAzOcTnQn', 'SU')
('AC12058-2022-11-01-6082','A338-16','BjcZfjWmCrf', 'UB')
('AC22517-2022-11-02-6169','A343-13','NBWMOX', 'LB')
('SL12058-2022-11-01-6041','S252-17','qcmyyZ', 'LB')
('AC04652-2022-11-02-6008','A334-14','BgzjhHqgJtt', 'LB')
('AC04652-2022-11-01-6119','A340-17','XDOxurJ', 'SL')
('AC12058-2022-11-01-6086','A339-2','cpTWf', 'LB')
('AC04652-2022-11-01-6120','A340-18','XRfIsYapzGuJS', 'SU')
('SL22517-2022-11-01-6029','S252-5','VvqggJvoDjnL', 'MB')
('AC22517-2022-11-02-6173','A343-17','rzdsISnUeKBgGMGx', 'SL')
('SL04652-2022-11-02-6065','S253-17','JbLYXPYodGsVF', 'LB')
('AC22517-2022-11-02-6175','A344-1','OJHQESjgJCdEf', 'LB')
('SL22517-2022-11-02-6146','S257-2','f', 'MB')
('AC04652-2022-11-02-6017','A335-5','WkcL', 'SL')
('AC04652-2022-11-01-6123','A341-3','YdCktUVdAJlIJF', 'UB')
('SL12058-2022-11-01-6049','S253-1','jxDtwssAu', 'LB')
('SL22517-2022-11-01-6040','S252-16','NEsj', 'SU')
('AC12058-2022-11-01-6091','A339-7','M', 'LB')
('AC04652-2022-11-01-6125','A341-5','IoBVsEeWzDNRR', 'SL')
('SL04652-2022-11-01-6057','S253-9','ur', 'LB')
('AC22517-2022-11-01-5995','A334-1','vNggeCMxCsLkCEq', 'LB')
('SL12058-2022-11-01-6061','S253-13','ojqrRkMc', 'MB')
('AC04652-2022-11-02-6039','A336-9','kOlELXhqAwXXEHtt', 'UB')
('SL04652-2022-11-01-6066','S253-18','CkESSJFt', 'MB')
('AC22517-2022-11-02-6189','A344-15','VGBqb', 'UB')
('AC04652-2022-11-02-6041','A336-11','RPNNsZoDRAPWBJd', 'SL')
('AC22517-2022-11-01-5999','A334-5','CiwwRtIiwjjDbXnz', 'SL')
('AC22517-2022-11-01-6000','A334-6','k', 'SU')
('SL04652-2022-11-01-6068','S253-20','gaZnqHGvnHXWBb', 'LB')
('AC22517-2022-11-01-6001','A334-7','w', 'LB')
('AC04652-2022-11-02-6045','A336-15','G', 'UB')
('AC04652-2022-11-02-6046','A336-16','JcphgUqEDgKjbFI', 'UB')
('AC04652-2022-11-01-6143','A342-5','WU', 'SL')
('SL04652-2022-11-02-6090','S254-18','ZPKGwvEe', 'MB')
('AC22517-2022-11-02-6196','A345-4','zk', 'UB')
('AC22517-2022-11-02-6197','A345-5','vIMHrwvdLoFyY', 'SL')
('SL12058-2022-11-01-6065','S253-17','TlqwNN', 'LB')
('SL22517-2022-11-02-6169','S258-1','q', 'LB')
('SL04652-2022-11-02-6092','S254-20','lYURUUYezLlKIVeI', 'LB')
('AC22517-2022-11-02-6201','A345-9','YHfqEzeuii', 'UB')
('SL04652-2022-11-02-6095','S254-23','JkzLjCgcnFfGJyYG', 'SL')
('AC12058-2022-11-01-6114','A340-12','svkPzMA', 'SU')
('SL22517-2022-11-02-6172','S258-4','eYX', 'LB')
('SL04652-2022-11-02-6096','S254-24','gLMlhGV', 'SU')
('AC04652-2022-11-02-6049','A337-1','innuyzMxtNHhBtt', 'LB')
('AC22517-2022-11-01-6009','A334-15','FBh', 'UB')
('SL04652-2022-11-01-6081','S254-9','XQKOGiFZdoNw', 'LB')
('SL12058-2022-11-01-6071','S253-23','VcLCRKEcKPBFwz', 'SL')
('SL22517-2022-11-01-6071','S253-23','UOwdlt', 'SL')
('SL04652-2022-11-01-6087','S254-15','Bn', 'SL')
('AC04652-2022-11-02-6067','A338-1','ODHDbFAfKYlzyH', 'LB')
('AC04652-2022-11-01-6186','A344-12','XUzqLr', 'SU')
('SL04652-2022-11-01-6131','S256-11','Hglw', 'UB')
('SL22517-2022-11-02-6230','S260-14','RJiiVWrCbIRUeAse', 'UB')
('AC12058-2022-11-01-6168','A343-12','v', 'SU')
('AC04652-2022-11-01-6190','A344-16','XpZRK', 'UB')
('AC04652-2022-11-01-6192','A344-18','XFzwDagA', 'SU')
('AC22517-2022-11-01-6064','A337-16','rEEdPU', 'UB')
('SL04652-2022-11-02-6155','S257-11','xdRFaxyauvIocC', 'UB')
('AC12058-2022-11-01-6181','A344-7','RguRcEjMAng', 'LB')
('SL22517-2022-11-01-6127','S256-7','edNiRsCYcqbX', 'SL')
('SL22517-2022-11-01-6129','S256-9','zNjbNfN', 'LB')
('SL22517-2022-11-02-6245','S261-5','cavCQGKmRU', 'MB')
('SL12058-2022-11-01-6164','S257-20','VEHUIbOw', 'LB')
('SL22517-2022-11-01-6157','S257-13','eD', 'MB')
('SL04652-2022-11-01-6188','S258-20','PtOaaZFMVsdOFNhM', 'LB')
('SL04652-2022-11-01-6192','S258-24','TNwTHbS', 'SU')
('AC22517-2022-11-01-6108','A340-6','KGcPuzxDLjldBmAe', 'SU')
('AC04652-2022-11-01-6249','A348-3','mDzWDQyvkIPYl', 'UB')
('SL12058-2022-11-01-6176','S258-8','k', 'SU')
('SL12058-2022-11-01-6177','S258-9','uTf', 'LB')
('SL12058-2022-11-01-6178','S258-10','UzsfJyCgpvDpf', 'MB')
('AC04652-2022-11-01-6254','A348-8','hxwQpItVgadvdXyk', 'LB')
('AC22517-2022-11-01-6110','A340-8','CSLzI', 'LB')
('SL12058-2022-11-01-6183','S258-15','Vkc', 'SL')
('AC04652-2022-11-02-6161','A343-5','AiEOlnT', 'SL')
('SL22517-2022-11-02-6294','S263-6','ETnHLSX', 'UB')
