('SL22517-2022-11-02-4','S1-4','pAYqNDgtLvy', 'LB')
('AC12058-2022-11-01-2143','A120-1','db', 'LB')
('SL22517-2022-11-01-2173','S91-13','TUaN', 'MB')
('SL12058-2022-11-01-2140','S90-4','KrFowCMc', 'LB')
('SL22517-2022-11-01-2176','S91-16','hIXwhvNFHUrm', 'SU')
('SL22517-2022-11-01-2177','S91-17','yXzXHXbusJMKhOe', 'LB')
('AC22517-2022-11-01-2097','A117-9','zAyPKHtwxhcuzgTY', 'UB')
('AC04652-2022-11-02-2119','A118-13','CuGnrEkkwas', 'LB')
('AC12058-2022-11-01-2157','A120-15','TnUxKztaNk', 'UB')
('AC04652-2022-11-02-2121','A118-15','bto', 'UB')
('SL04652-2022-11-02-2157','S90-21','iPMqaQq', 'MB')
('AC12058-2022-11-01-2165','A121-5','tSBqd', 'SL')
('AC22517-2022-11-01-2106','A117-18','Pvjm', 'SU')
('AC04652-2022-11-01-2226','A124-12','UnolYkx', 'SU')
('SL04652-2022-11-01-2197','S92-13','mTlYbt', 'MB')
('SL22517-2022-11-01-2199','S92-15','wGtaLTu', 'SL')
('SL04652-2022-11-01-2200','S92-16','HHiTPG', 'SU')
('SL22517-2022-11-01-2206','S92-22','FCiPvYblncKmlY', 'UB')
('AC04652-2022-11-01-2231','A124-17','BoDxdz', 'SL')
('AC22517-2022-11-01-2116','A118-10','fuJnjnnDPeyWfZqK', 'UB')
('SL22517-2022-11-01-2208','S92-24','lvdQ', 'SU')
('AC04652-2022-11-01-2234','A125-2','brkRflYQ', 'LB')
('SL22517-2022-11-02-2205','S92-21','lYyOuaDhlyKCl', 'MB')
('SL04652-2022-11-02-2179','S91-19','VfcXbRaNf', 'UB')
('SL04652-2022-11-01-2209','S93-1','fcRWBMIfANMpEsX', 'LB')
('SL04652-2022-11-02-2181','S91-21','AQXVWTEFtM', 'MB')
('AC22517-2022-11-02-2247','A125-15','vHSrUEMMt', 'UB')
('SL12058-2022-11-01-2202','S92-18','cRoUufUQc', 'MB')
('AC04652-2022-11-01-2266','A126-16','Wy', 'UB')
('SL04652-2022-11-02-2216','S93-8','WqcKkuJvCQDmO', 'SU')
('AC04652-2022-11-01-2271','A127-3','KCNO', 'UB')
('SL22517-2022-11-02-2249','S94-17','u', 'LB')
('SL12058-2022-11-01-2248','S94-16','RyP', 'SU')
('SL22517-2022-11-01-2283','S96-3','PULswgHeuumet', 'UB')
('AC22517-2022-11-02-2296','A128-10','EBcpdoQVvttVpxy', 'UB')
('AC22517-2022-11-01-2189','A122-11','lQwc', 'SL')
('SL22517-2022-11-02-2295','S96-15','OG', 'SL')
('SL04652-2022-11-01-2303','S96-23','k', 'SL')
('SL22517-2022-11-02-2302','S96-22','gMtPkUPK', 'UB')
('SL04652-2022-11-01-2305','S97-1','gOw', 'LB')
('SL12058-2022-11-01-2267','S95-11','Pcx', 'UB')
('AC22517-2022-11-01-2204','A123-8','jXUYDRahTMZZqqI', 'LB')
('SL04652-2022-11-02-2311','S97-7','SmMqlL', 'SL')
('AC04652-2022-11-02-2273','A127-5','lIBPYnEbhDgXqho', 'SL')
('SL22517-2022-11-02-2368','S99-16','eKUpgrdrb', 'SU')
('AC04652-2022-11-02-2310','A129-6','HkgltXjMruLFsPCj', 'SU')
('SL04652-2022-11-02-2385','S100-9','WpR', 'LB')
('SL04652-2022-11-01-2414','S101-14','fnLYfiNTXyB', 'UB')
('SL12058-2022-11-01-2390','S100-14','SgYiso', 'UB')
('SL22517-2022-11-01-2412','S101-12','iUVO', 'LB')
('AC22517-2022-11-01-2323','A130-1','ZmERAPeVF', 'LB')
('SL22517-2022-11-01-2420','S101-20','RoHq', 'LB')
('AC22517-2022-11-02-2434','A136-4','hXOgrkFQus', 'UB')
('SL22517-2022-11-01-2422','S101-22','IjcogMtZ', 'UB')
('AC04652-2022-11-02-2366','A132-8','ATmD', 'LB')
('AC04652-2022-11-01-2454','A137-6','aVqdbymvWnN', 'SU')
('SL22517-2022-11-02-2432','S102-8','DiClMPFHT', 'SU')
('AC22517-2022-11-02-2439','A136-9','tYpujGLNvGtI', 'UB')
('SL04652-2022-11-02-2428','S102-4','dQHEVtMTkfmCs', 'LB')
('SL04652-2022-11-02-2429','S102-5','e', 'MB')
('AC22517-2022-11-01-2359','A132-1','CH', 'LB')
('SL22517-2022-11-01-2454','S103-6','xc', 'UB')
('SL22517-2022-11-02-2468','S103-20','ZmVMUESIVTJbZhZ', 'LB')
('AC22517-2022-11-02-2464','A137-16','xYbHDWNFZNO', 'UB')
('AC12058-2022-11-01-2436','A136-6','vi', 'SU')
('AC22517-2022-11-02-2466','A137-18','MFJGfaZQ', 'SU')
('SL04652-2022-11-02-2439','S102-15','MnfiSweQjuW', 'SL')
('AC22517-2022-11-01-2365','A132-7','ODkCpjIGoKnr', 'LB')
('SL04652-2022-11-02-2443','S102-19','LOBERUtXqkfgF', 'UB')
('SL22517-2022-11-01-2464','S103-16','fxTuWrYOj', 'SU')
('SL22517-2022-11-01-2466','S103-18','nesbcfGXlAzxsdO', 'MB')
('SL22517-2022-11-02-2477','S104-5','tRBswFUwe', 'MB')
('SL22517-2022-11-02-2478','S104-6','fZuczcjva', 'UB')
('SL12058-2022-11-01-2435','S102-11','muQotRbFkhUewsr', 'UB')
('AC04652-2022-11-01-2500','A139-16','VIG', 'UB')
('SL22517-2022-11-02-2483','S104-11','M', 'UB')
('SL04652-2022-11-02-2449','S103-1','thIzifnMVAcgzNEr', 'LB')
('SL22517-2022-11-02-2485','S104-13','nAGWWOfpk', 'MB')
('SL04652-2022-11-02-2452','S103-4','azcZdGsKdSvZQZfv', 'LB')
('AC04652-2022-11-01-2506','A140-4','KGLrG', 'UB')
('SL12058-2022-11-01-2442','S102-18','UGWqPbe', 'MB')
('SL12058-2022-11-01-2443','S102-19','ay', 'UB')
('AC22517-2022-11-01-2375','A132-17','VUbk', 'SL')
('AC22517-2022-11-01-2376','A132-18','ExlBoegYkH', 'SU')
('SL22517-2022-11-01-2483','S104-11','Qs', 'UB')
('AC22517-2022-11-01-2378','A133-2','XwFCnzBRlf', 'LB')
('SL04652-2022-11-02-2459','S103-11','VcHWtcjOMQzkvYjK', 'UB')
('AC04652-2022-11-02-2427','A135-15','hsirsCa', 'UB')
('AC04652-2022-11-01-2511','A140-9','EOY', 'UB')
('AC04652-2022-11-01-2512','A140-10','VOM', 'UB')
('SL04652-2022-11-01-2486','S104-14','R', 'UB')
('AC04652-2022-11-01-2514','A140-12','TtT', 'SU')
('AC22517-2022-11-02-2489','A139-5','y', 'SL')
('SL22517-2022-11-02-2493','S104-21','I', 'MB')
('AC04652-2022-11-01-2515','A140-13','RDYYFohqFJVNO', 'LB')
('AC04652-2022-11-02-2429','A135-17','nVpPdcbBWZV', 'SL')
('AC12058-2022-11-01-2474','A138-8','KwP', 'LB')
('SL04652-2022-11-01-2494','S104-22','WzvGWvBkXqdJyp', 'UB')
('SL04652-2022-11-02-2467','S103-19','aC', 'UB')
('AC04652-2022-11-01-2520','A140-18','yxtqSJuRlXRVxr', 'SU')
('AC04652-2022-11-02-2434','A136-4','yeKypTweRRQk', 'UB')
('AC04652-2022-11-01-2521','A141-1','REQpdNahGS', 'LB')
('SL12058-2022-11-01-2458','S103-10','NW', 'MB')
('AC04652-2022-11-02-2437','A136-7','rD', 'LB')
('AC04652-2022-11-01-2528','A141-8','XMFR', 'LB')
('AC04652-2022-11-01-2530','A141-10','bzClK', 'UB')
('AC22517-2022-11-02-2504','A140-2','bgfQhcVUdFb', 'LB')
('SL04652-2022-11-02-2477','S104-5','nnljTsTXpK', 'MB')
('AC12058-2022-11-01-2491','A139-7','rtUsNJuSH', 'LB')
('AC12058-2022-11-01-2500','A139-16','rXzH', 'UB')
('AC12058-2022-11-01-2501','A139-17','TENNXdBiGGSTpq', 'SL')
('AC12058-2022-11-01-2502','A139-18','ZKgxacWzobJtBYvv', 'SU')
('SL04652-2022-11-01-2516','S105-20','yRKE', 'LB')
('SL22517-2022-11-02-2520','S105-24','bYy', 'SU')
('AC12058-2022-11-01-2514','A140-12','R', 'SU')
('AC22517-2022-11-02-2532','A141-12','Un', 'SU')
('AC04652-2022-11-02-2464','A137-16','pkV', 'UB')
('AC04652-2022-11-01-2560','A143-4','QcDmkKG', 'UB')
('SL22517-2022-11-01-2525','S106-5','bgoNVSlWrzlle', 'MB')
('AC22517-2022-11-01-2427','A135-15','MMUGNSrMAfsgmBWr', 'UB')
('AC12058-2022-11-01-2528','A141-8','PFi', 'LB')
('AC22517-2022-11-02-2549','A142-11','LuikVOWXzw', 'SL')
('AC22517-2022-11-02-2552','A142-14','WDagYNd', 'LB')
('AC04652-2022-11-02-2481','A138-15','tpN', 'UB')
('AC22517-2022-11-02-2555','A142-17','EBurfGHoqoxI', 'SL')
('AC22517-2022-11-01-2434','A136-4','TmB', 'UB')
('AC22517-2022-11-01-2435','A136-5','ckYvBqApmTV', 'SL')
('AC04652-2022-11-01-2580','A144-6','QIWuvvhVR', 'SU')
('SL22517-2022-11-02-2551','S107-7','MmYEdbLyboDEQark', 'SL')
('AC22517-2022-11-01-2439','A136-9','SLseJNU', 'UB')
('SL12058-2022-11-01-2513','S105-17','nu', 'LB')
('AC04652-2022-11-01-2616','A146-6','NFqJDuL', 'SU')
('SL04652-2022-11-02-2536','S106-16','dpLJm', 'SU')
('SL04652-2022-11-02-2538','S106-18','jfJTLWhoegZWH', 'MB')
('AC04652-2022-11-02-2523','A141-3','pWJPnGsUQw', 'UB')
('SL04652-2022-11-02-2540','S106-20','y', 'LB')
('AC12058-2022-11-01-2568','A143-12','X', 'SU')
('AC04652-2022-11-01-2623','A146-13','KeVxygXuG', 'LB')
('SL22517-2022-11-02-2582','S108-14','OthiyJYIO', 'UB')
('SL04652-2022-11-01-2583','S108-15','dIaCxz', 'SL')
('SL04652-2022-11-02-2547','S107-3','XeQHngBAmrerkCn', 'UB')
('SL22517-2022-11-02-2583','S108-15','OQQldMGBRHnnaLV', 'SL')
('AC22517-2022-11-01-2466','A137-18','RZvLKG', 'SU')
('AC12058-2022-11-01-2575','A144-1','doB', 'LB')
('SL04652-2022-11-02-2548','S107-4','RJUnP', 'LB')
('SL22517-2022-11-02-2590','S108-22','pyAl', 'UB')
('SL22517-2022-11-02-2591','S108-23','RyfcuqXcEnYPBQGs', 'SL')
('AC12058-2022-11-01-2577','A144-3','oeoIMVYDohSHyCPZ', 'UB')
('AC12058-2022-11-01-2578','A144-4','YjxFTKfE', 'UB')
('AC04652-2022-11-02-2537','A141-17','VFrCe', 'SL')
('SL04652-2022-11-01-2599','S109-7','f', 'SL')
('SL04652-2022-11-02-2554','S107-10','GZjkrecuNlgnUv', 'MB')
('SL22517-2022-11-01-2582','S108-14','QgHWUoHaMTXzUrO', 'UB')
('AC12058-2022-11-01-2585','A144-11','F', 'SL')
('SL22517-2022-11-02-2598','S109-6','HxEOHKZoNVRFW', 'UB')
('SL22517-2022-11-02-2602','S109-10','YujFfyFETSGV', 'MB')
('SL22517-2022-11-01-2592','S108-24','jrPbyVE', 'SU')
('SL04652-2022-11-01-2612','S109-20','SoswD', 'LB')
('AC12058-2022-11-01-2592','A144-18','JTwWOo', 'SU')
('SL12058-2022-11-01-2565','S107-21','tcwhgrhdXxRvJtbG', 'MB')
('SL12058-2022-11-01-2566','S107-22','eeGQxraC', 'UB')
('SL22517-2022-11-01-2596','S109-4','Qf', 'LB')
('AC22517-2022-11-02-2621','A146-11','qdyLdqyybTpVX', 'SL')
('AC22517-2022-11-01-2488','A139-4','Sq', 'UB')
('SL22517-2022-11-01-2625','S110-9','dYjAtcoz', 'LB')
('SL04652-2022-11-02-2591','S108-23','GbEGpreWzW', 'SL')
('SL04652-2022-11-02-2593','S109-1','RMoyonqJN', 'LB')
('AC22517-2022-11-02-2651','A148-5','gmcoVKIyVnrwovoH', 'SL')
('SL04652-2022-11-01-2646','S111-6','xZEDnaxPqGpm', 'UB')
('SL22517-2022-11-01-2631','S110-15','oTHarFi', 'SL')
('AC04652-2022-11-01-2685','A150-3','eJZKgjdeO', 'UB')
('AC22517-2022-11-01-2516','A140-14','viOUanCv', 'LB')
('SL04652-2022-11-01-2653','S111-13','kOOGtFwUvhTmrY', 'MB')
('SL12058-2022-11-01-2605','S109-13','ehfnWTpogWuYdf', 'MB')
('AC04652-2022-11-01-2690','A150-8','bzhXpnPYsOXNiVz', 'LB')
('SL04652-2022-11-02-2600','S109-8','vyD', 'SU')
('SL22517-2022-11-02-2660','S111-20','snklJvRjw', 'LB')
('SL04652-2022-11-02-2603','S109-11','mCq', 'UB')
('SL22517-2022-11-01-2639','S110-23','vcRyoZqBKMeOlRup', 'SL')
('SL04652-2022-11-02-2604','S109-12','aSszNm', 'LB')
('AC22517-2022-11-01-2519','A140-17','gFM', 'SL')
('SL12058-2022-11-01-2611','S109-19','MZr', 'UB')
('AC12058-2022-11-01-2639','A147-11','ZBHo', 'SL')
('AC22517-2022-11-01-2543','A142-5','rbZoWXytnVsIwicE', 'SL')
('SL12058-2022-11-01-2641','S111-1','EgoAOU', 'LB')
('AC22517-2022-11-01-2545','A142-7','yrwoOOzvfeG', 'LB')
('AC04652-2022-11-01-2725','A152-7','jrGvSQaKxcW', 'LB')
('AC04652-2022-11-02-2614','A146-4','qleaXazxKZrzA', 'UB')
('SL22517-2022-11-02-2686','S112-22','pigSpDODUuFCDzpK', 'UB')
('SL04652-2022-11-01-2711','S113-23','VQ', 'SL')
('AC04652-2022-11-01-2754','A153-18','kMAKhtiL', 'SU')
('AC04652-2022-11-02-2646','A147-18','wJIkFttaEHjN', 'SU')
('AC12058-2022-11-01-2693','A150-11','LWSDygBGQuOz', 'SL')
('SL04652-2022-11-01-2719','S114-7','dvHYzSp', 'SL')
('AC04652-2022-11-02-2652','A148-6','rdffODbF', 'SU')
('SL22517-2022-11-02-2735','S114-23','xImjx', 'SL')
('AC04652-2022-11-02-2663','A148-17','PIia', 'SL')
('AC04652-2022-11-02-2709','A151-9','UbuEnyHFVmIXF', 'UB')
('SL04652-2022-11-02-2708','S113-20','DvGcNNVikJAKmsBF', 'LB')
('SL04652-2022-11-02-2709','S113-21','CXujOpYUHM', 'MB')
('SL04652-2022-11-02-2710','S113-22','owW', 'UB')
('AC04652-2022-11-02-2716','A151-16','SIDeuqyVPo', 'UB')
('AC22517-2022-11-01-2617','A146-7','FmvajXQ', 'LB')
('AC04652-2022-11-02-2717','A151-17','ciq', 'SL')
('AC12058-2022-11-01-2745','A153-9','yC', 'UB')
('AC04652-2022-11-02-2720','A152-2','urV', 'LB')
('AC22517-2022-11-02-2778','A155-6','lgTJuDKolbZYqUDy', 'SU')
('AC22517-2022-11-02-2779','A155-7','mqtgZfVbetNd', 'LB')
('SL04652-2022-11-01-2788','S117-4','Fq', 'LB')
('SL22517-2022-11-01-2770','S116-10','ftCnjXwpzN', 'MB')
('AC04652-2022-11-02-2727','A152-9','lwt', 'UB')
('AC04652-2022-11-02-2728','A152-10','nMGJLG', 'UB')
('AC04652-2022-11-01-2810','A157-2','olPPTppHnj', 'LB')
('AC22517-2022-11-02-2789','A155-17','Gt', 'SL')
('AC22517-2022-11-01-2630','A147-2','vSIbNBIkuQfZbRXD', 'LB')
('AC12058-2022-11-01-2753','A153-17','aiC', 'SL')
('AC04652-2022-11-02-2733','A152-15','wwehHGKIPt', 'UB')
('AC04652-2022-11-01-2821','A157-13','qCUCj', 'LB')
('SL12058-2022-11-01-2755','S115-19','weZYocV', 'UB')
('SL12058-2022-11-01-2756','S115-20','ucgfof', 'LB')
('AC22517-2022-11-02-2792','A156-2','Oxm', 'LB')
('AC12058-2022-11-01-2766','A154-12','tBXomHTcJMxc', 'SU')
('AC04652-2022-11-01-2825','A157-17','XpBdrqmpLHeaV', 'SL')
('SL04652-2022-11-01-2802','S117-18','wzvNsWuUEqt', 'MB')
('AC22517-2022-11-02-2801','A156-11','BdmrNHT', 'SL')
('SL22517-2022-11-02-2807','S117-23','vahqneGXbfK', 'SL')
('SL22517-2022-11-01-2786','S117-2','ePva', 'MB')
('AC12058-2022-11-01-2769','A154-15','aTBPTw', 'UB')
('SL12058-2022-11-01-2762','S116-2','Ca', 'MB')
('AC04652-2022-11-02-2750','A153-14','RVEZTAJ', 'LB')
('AC22517-2022-11-02-2866','A160-4','wyKXuZ', 'UB')
('AC04652-2022-11-02-2803','A156-13','zqMpkdwn', 'LB')
('SL12058-2022-11-01-2815','S118-7','SaiqiVpqg', 'SL')
('SL22517-2022-11-02-2875','S120-19','tvxq', 'UB')
('SL12058-2022-11-01-2816','S118-8','ONYEFjXzxyrHPDju', 'SU')
('AC04652-2022-11-02-2804','A156-14','FTwpO', 'LB')
('AC04652-2022-11-02-2805','A156-15','AKYpnVPmLLBGOG', 'UB')
('SL12058-2022-11-01-2819','S118-11','XUcuGUJ', 'UB')
('SL22517-2022-11-02-2878','S120-22','Zwu', 'UB')
('SL12058-2022-11-01-2822','S118-14','GzxbNSqiDhVv', 'UB')
('AC04652-2022-11-01-2893','A161-13','PAJbVNXEkXvfoFV', 'LB')
('SL12058-2022-11-01-2837','S119-5','KldYVNjXzet', 'MB')
('SL22517-2022-11-02-2904','S121-24','lR', 'SU')
('AC22517-2022-11-01-2708','A151-8','wHSRUfvmbXQS', 'LB')
('AC04652-2022-11-02-2828','A158-2','YOhXyQtzvw', 'LB')
('AC04652-2022-11-01-2910','A162-12','G', 'SU')
('SL04652-2022-11-01-2898','S121-18','leM', 'MB')
('SL22517-2022-11-02-2909','S122-5','QtyMfMp', 'MB')
('SL12058-2022-11-01-2855','S119-23','RrwfQNs', 'SL')
('SL12058-2022-11-01-2857','S120-1','YspADojv', 'LB')
('AC12058-2022-11-01-2859','A159-15','SZjAZBFtvVbM', 'UB')
('AC04652-2022-11-01-2920','A163-4','z', 'UB')
('SL04652-2022-11-01-2904','S121-24','vfL', 'SU')
('AC12058-2022-11-01-2864','A160-2','ddLiNBcRbTvZwCHW', 'LB')
('SL22517-2022-11-01-2894','S121-14','ZymQxLc', 'UB')
('SL22517-2022-11-01-2895','S121-15','KABSuIt', 'SL')
('SL04652-2022-11-01-2914','S122-10','vBNNPg', 'MB')
('SL04652-2022-11-02-2826','S118-18','quREIuin', 'MB')
('SL22517-2022-11-02-2921','S122-17','OqDzQzkd', 'LB')
('SL22517-2022-11-02-2923','S122-19','gHcup', 'UB')
('SL12058-2022-11-01-2873','S120-17','eLVyx', 'LB')
('SL04652-2022-11-01-2919','S122-15','AN', 'SL')
('AC12058-2022-11-01-2884','A161-4','VtYiTIScrNsn', 'UB')
('SL12058-2022-11-01-2881','S121-1','XjaWQDhDLRtxw', 'LB')
('SL12058-2022-11-01-2883','S121-3','eXmLHJAOrSk', 'UB')
('SL04652-2022-11-02-2839','S119-7','uEIrYeELv', 'SL')
('SL04652-2022-11-01-2928','S122-24','MYak', 'SU')
('AC04652-2022-11-01-2931','A163-15','tzf', 'UB')
('AC22517-2022-11-01-2744','A153-8','jm', 'LB')
('SL04652-2022-11-01-2930','S123-2','kBiTRf', 'MB')
('SL22517-2022-11-01-2914','S122-10','ASXnhuv', 'MB')
('AC04652-2022-11-01-2935','A164-1','PkbnEHbSBF', 'LB')
('SL04652-2022-11-01-2937','S123-9','HvzfRmfLmDYXKJ', 'LB')
('SL22517-2022-11-01-2915','S122-11','RLbCFnTeYMfbOCey', 'UB')
('AC04652-2022-11-01-2940','A164-6','vLApL', 'SU')
('SL22517-2022-11-01-2916','S122-12','ERXwTgUSz', 'LB')
('AC12058-2022-11-01-2894','A161-14','hGkkKsQbH', 'LB')
('AC04652-2022-11-01-2942','A164-8','KYoQqu', 'LB')
('SL22517-2022-11-01-2921','S122-17','mFQNdoxsRgQF', 'LB')
('AC22517-2022-11-01-2752','A153-16','l', 'UB')
('SL22517-2022-11-01-2922','S122-18','efmXm', 'MB')
('AC04652-2022-11-02-2880','A160-18','wanSCnWSDQeT', 'SU')
('AC12058-2022-11-01-2905','A162-7','yhYOT', 'LB')
('SL04652-2022-11-02-2857','S120-1','FZDZRZAK', 'LB')
('AC04652-2022-11-01-2958','A165-6','IYEMcndoyhzQAE', 'SU')
('AC04652-2022-11-01-2959','A165-7','iBgTvPuBPJERF', 'LB')
('AC12058-2022-11-01-2912','A162-14','ZSQDTwtLYwdSXMy', 'LB')
('SL12058-2022-11-01-2909','S122-5','vtLvvBbcQWJr', 'MB')
('AC04652-2022-11-01-2964','A165-12','AzRLOPJG', 'SU')
('AC22517-2022-11-01-2767','A154-13','FWmroOVDStpA', 'LB')
('AC22517-2022-11-02-2983','A166-13','ddRIkNy', 'LB')
('AC22517-2022-11-01-2769','A154-15','tjebLWAbcl', 'UB')
('AC22517-2022-11-01-2770','A154-16','m', 'UB')
('AC22517-2022-11-02-2993','A167-5','FN', 'SL')
('AC22517-2022-11-02-3001','A167-13','AYGIZlnoQqwy', 'LB')
('SL04652-2022-11-02-2881','S121-1','Lkzchz', 'LB')
('SL04652-2022-11-01-2980','S125-4','EkQq', 'LB')
('SL04652-2022-11-02-2887','S121-7','tSlYkPezXS', 'SL')
('SL22517-2022-11-01-2955','S124-3','MErOktWNhYCkQHo', 'UB')
('AC12058-2022-11-01-2951','A164-17','YygnuIf', 'SL')
('AC04652-2022-11-01-2989','A167-1','Fep', 'LB')
('SL22517-2022-11-01-2968','S124-16','hJO', 'SU')
('AC22517-2022-11-02-3021','A168-15','VCubeblKcgGFRty', 'UB')
('SL04652-2022-11-01-2991','S125-15','KyMIol', 'SL')
('AC22517-2022-11-01-2804','A156-14','zcXcAAZ', 'LB')
('SL12058-2022-11-01-2942','S123-14','nyNAFUzaJsjZW', 'UB')
('AC04652-2022-11-01-2996','A167-8','lfckpXhWIhJ', 'LB')
('SL04652-2022-11-01-3019','S126-19','QQJKwfSDLe', 'UB')
('AC22517-2022-11-01-2851','A159-7','GnGJpokFlftu', 'LB')
('SL22517-2022-11-01-3013','S126-13','BE', 'MB')
('SL22517-2022-11-02-3066','S128-18','zFkMuY', 'MB')
('SL22517-2022-11-01-3019','S126-19','gtR', 'UB')
('SL04652-2022-11-02-2966','S124-14','SRVnMadK', 'UB')
('SL22517-2022-11-01-3028','S127-4','hWPjRBpFcJVHL', 'LB')
('SL12058-2022-11-01-3002','S126-2','AxrJRPUsfcjyO', 'MB')
('AC04652-2022-11-01-3050','A170-8','zWNnLdqHqIw', 'LB')
('SL22517-2022-11-01-3037','S127-13','GLka', 'MB')
('SL04652-2022-11-02-2975','S124-23','OpR', 'SL')
('AC04652-2022-11-01-3058','A170-16','abuBUIjrNa', 'UB')
('AC22517-2022-11-01-2879','A160-17','FYnX', 'SL')
('AC12058-2022-11-01-3033','A169-9','wSl', 'UB')
('AC12058-2022-11-01-3034','A169-10','xKrTEHI', 'UB')
('AC04652-2022-11-02-3031','A169-7','qTugpMTS', 'LB')
('AC22517-2022-11-01-2907','A162-9','JGpKtqSB', 'UB')
('SL12058-2022-11-01-3036','S127-12','ywd', 'LB')
('AC04652-2022-11-02-3033','A169-9','aIkyQUDmYj', 'UB')
('AC12058-2022-11-01-3067','A171-7','ThzuYqnVxV', 'LB')
('SL12058-2022-11-01-3038','S127-14','rBDuhFDKAzDae', 'UB')
('SL22517-2022-11-01-3072','S128-24','MO', 'SU')
('AC04652-2022-11-02-3037','A169-13','jcT', 'LB')
('AC22517-2022-11-02-3137','A175-5','ER', 'SL')
('AC04652-2022-11-01-3093','A172-15','TujaiQDRXFrxrCbO', 'UB')
('AC04652-2022-11-01-3117','A174-3','VNNjnxGgfgW', 'UB')
('SL04652-2022-11-01-3123','S131-3','qB', 'UB')
('SL04652-2022-11-02-3049','S128-1','r', 'LB')
('SL04652-2022-11-02-3050','S128-2','JftIleiaWGO', 'MB')
('SL22517-2022-11-01-3105','S130-9','nTzXmti', 'LB')
('AC22517-2022-11-01-2972','A166-2','YBqNNnlNWhrUGBg', 'LB')
('SL22517-2022-11-02-3170','S133-2','SVFlmvqiTGpA', 'MB')
('AC04652-2022-11-02-3104','A173-8','yuBAJgZZKkIjPbh', 'LB')
('AC22517-2022-11-01-2977','A166-7','LaTpPjpXvaZRtMSW', 'LB')
('SL22517-2022-11-02-3174','S133-6','LBx', 'UB')
('SL04652-2022-11-01-3154','S132-10','tEwGWd', 'MB')
('AC12058-2022-11-01-3144','A175-12','cvfaviH', 'SU')
('AC12058-2022-11-01-3145','A175-13','kmI', 'LB')
('AC22517-2022-11-02-3211','A179-7','aREDqcGdj', 'LB')
('AC04652-2022-11-01-3159','A176-9','uISJkMsiNiSYqsl', 'UB')
('AC22517-2022-11-01-3007','A168-1','m', 'LB')
('AC22517-2022-11-01-3011','A168-5','JhxiMjWu', 'SL')
('AC22517-2022-11-02-3221','A179-17','wXqBAaiL', 'SL')
('AC04652-2022-11-01-3168','A176-18','CCyt', 'SU')
('AC22517-2022-11-01-3014','A168-8','B', 'LB')
('AC12058-2022-11-01-3158','A176-8','HuioT', 'LB')
('SL12058-2022-11-01-3114','S130-18','JfcVWX', 'MB')
('SL22517-2022-11-02-3205','S134-13','rjOvPLlXkK', 'MB')
('AC04652-2022-11-02-3141','A175-9','jek', 'UB')
('SL22517-2022-11-02-3206','S134-14','yburKTKMCtapokJl', 'UB')
('AC04652-2022-11-01-3169','A177-1','yL', 'LB')
('AC22517-2022-11-01-3063','A171-3','Zs', 'UB')
('AC04652-2022-11-02-3175','A177-7','EIYjHdvGGdNCjxn', 'LB')
('AC22517-2022-11-02-3266','A182-8','YAyrjvDWfa', 'LB')
('SL04652-2022-11-02-3161','S132-17','wwaPwgcP', 'LB')
('AC22517-2022-11-01-3069','A171-9','RGQLrSrky', 'UB')
('SL04652-2022-11-02-3163','S132-19','NXYWLV', 'UB')
('SL22517-2022-11-02-3245','S136-5','gXyWlx', 'MB')
('SL12058-2022-11-01-3154','S132-10','PESQI', 'MB')
('AC04652-2022-11-01-3215','A179-11','AHRSHaKE', 'SL')
('AC04652-2022-11-01-3216','A179-12','gifwxzXBiRNMJ', 'SU')
('SL04652-2022-11-02-3171','S133-3','OVupUYzFtQPFQ', 'UB')
('SL12058-2022-11-01-3159','S132-15','BFRlFswKjy', 'SL')
('AC04652-2022-11-01-3221','A179-17','YBnuNz', 'SL')
('AC22517-2022-11-01-3082','A172-4','cJdX', 'UB')
('SL04652-2022-11-02-3175','S133-7','EOor', 'SL')
('AC22517-2022-11-01-3085','A172-7','fCNef', 'LB')
('AC22517-2022-11-01-3086','A172-8','eKMJuMX', 'LB')
('SL22517-2022-11-02-3262','S136-22','IHwF', 'UB')
('SL04652-2022-11-02-3177','S133-9','WyNjWe', 'LB')
('AC22517-2022-11-02-3287','A183-11','lCiJeISBtYbXayTT', 'SL')
('AC04652-2022-11-01-3255','A181-15','CtzdoLuxCnopqV', 'UB')
('AC12058-2022-11-01-3259','A182-1','clbIKIcDNd', 'LB')
('SL04652-2022-11-01-3290','S138-2','xKljMPr', 'MB')
('SL22517-2022-11-02-3308','S138-20','lEIoSodPETKkATt', 'LB')
('AC04652-2022-11-02-3234','A180-12','fq', 'SU')
('SL04652-2022-11-01-3301','S138-13','IvfHzoogd', 'MB')
('AC12058-2022-11-01-3273','A182-15','it', 'UB')
('SL04652-2022-11-02-3225','S135-9','t', 'LB')
('AC04652-2022-11-02-3240','A180-18','VX', 'SU')
('AC22517-2022-11-01-3143','A175-11','IiGgbHHjQ', 'SL')
('SL22517-2022-11-01-3279','S137-15','X', 'SL')
('AC04652-2022-11-02-3241','A181-1','uQGTpar', 'LB')
('AC12058-2022-11-01-3280','A183-4','JYbdMQPLEV', 'UB')
('SL22517-2022-11-01-3281','S137-17','tEIOdrCHSUsD', 'LB')
('SL04652-2022-11-02-3229','S135-13','AuAXqSjfnWWLrAn', 'MB')
