('AC12058-2022-11-01-16','A1-16','ieJ', 'UB')
('AC04652-2022-11-02-2292','A128-6','IgMHmmfEEYk', 'SU')
('AC22517-2022-11-01-2257','A126-7','G', 'LB')
('SL22517-2022-11-01-2358','S99-6','ccMgkUU', 'UB')
('AC12058-2022-11-01-2347','A131-7','xOrQKYnFPcNGpXCy', 'LB')
('SL04652-2022-11-01-2367','S99-15','eAizLlgwbRsACuaw', 'SL')
('AC04652-2022-11-02-2301','A128-15','cUkSYy', 'UB')
('SL12058-2022-11-01-2341','S98-13','w', 'MB')
('SL22517-2022-11-01-2365','S99-13','FSimLyTfqRT', 'MB')
('SL04652-2022-11-01-2392','S100-16','OOLymHTgp', 'SU')
('AC04652-2022-11-01-2415','A135-3','yhKZ', 'UB')
('AC04652-2022-11-01-2416','A135-4','kJ', 'UB')
('AC12058-2022-11-01-2370','A132-12','fcMQKq', 'SU')
('AC22517-2022-11-02-2394','A133-18','EbOlddiY', 'SU')
('SL22517-2022-11-02-2403','S101-3','I', 'UB')
('AC22517-2022-11-01-2303','A128-17','QHAPCFmN', 'SL')
('AC22517-2022-11-01-2304','A128-18','RZgyANd', 'SU')
('SL04652-2022-11-01-2406','S101-6','jS', 'UB')
('SL22517-2022-11-02-2409','S101-9','QWIOBe', 'LB')
('SL04652-2022-11-01-2408','S101-8','bYjWRgJLnH', 'SU')
('SL04652-2022-11-01-2409','S101-9','T', 'LB')
('AC22517-2022-11-02-2421','A135-9','mP', 'UB')
('AC22517-2022-11-01-2315','A129-11','utbHooKSFS', 'SL')
('AC22517-2022-11-01-2319','A129-15','JzDrdNhaOHbYm', 'UB')
('AC22517-2022-11-02-2428','A135-16','oV', 'UB')
('SL04652-2022-11-02-2403','S101-3','tuLPQfT', 'UB')
('SL22517-2022-11-02-2433','S102-9','EGcOjgWMO', 'LB')
('SL22517-2022-11-02-2434','S102-10','StQrbaDvgAlTrP', 'MB')
('SL12058-2022-11-01-2397','S100-21','EGnAidlW', 'MB')
('AC04652-2022-11-01-2460','A137-12','UjRxHpyD', 'SU')
('SL12058-2022-11-01-2398','S100-22','FXOHAZPbsvTB', 'UB')
('SL22517-2022-11-02-2438','S102-14','yDfCsBm', 'UB')
('AC22517-2022-11-01-2337','A130-15','irIKj', 'UB')
('AC04652-2022-11-01-2461','A137-13','Ei', 'LB')
('SL12058-2022-11-01-2400','S100-24','nnzxXnAh', 'SU')
('SL04652-2022-11-01-2427','S102-3','luXPZB', 'UB')
('AC22517-2022-11-01-2341','A131-1','NTvlKvbbkIUoKn', 'LB')
('AC04652-2022-11-01-2470','A138-4','LGZRtsTeVavvsLn', 'UB')
('AC22517-2022-11-01-2352','A131-12','Wg', 'SU')
('AC22517-2022-11-02-2455','A137-7','NpyOaTW', 'LB')
('SL22517-2022-11-01-2471','S103-23','vVmLqIrWG', 'SL')
('SL04652-2022-11-01-2469','S103-21','FCgnndqrEnavoj', 'MB')
('SL22517-2022-11-01-2475','S104-3','xamuvuCfUuzbqG', 'UB')
('AC22517-2022-11-02-2478','A138-12','OYF', 'SU')
('AC22517-2022-11-02-2479','A138-13','I', 'LB')
('SL22517-2022-11-01-2478','S104-6','ZHljPQ', 'UB')
('AC12058-2022-11-01-2456','A137-8','crMsOyCGHQHSUBFx', 'LB')
('AC04652-2022-11-01-2505','A140-3','ddTxnLEbbkB', 'UB')
('SL04652-2022-11-02-2454','S103-6','FsWALsj', 'UB')
('AC12058-2022-11-01-2458','A137-10','vvJRTomjRUeWxY', 'UB')
('SL22517-2022-11-02-2487','S104-15','yaVcNJScnIV', 'SL')
('AC12058-2022-11-01-2460','A137-12','WBGBrcFGbx', 'SU')
('AC12058-2022-11-01-2461','A137-13','MFhNMyODwd', 'LB')
('SL12058-2022-11-01-2445','S102-21','IecUF', 'MB')
('AC12058-2022-11-01-2463','A137-15','mmYEOwgGSLBpGGN', 'UB')
('AC12058-2022-11-01-2464','A137-16','fDNVUwSTkAFnI', 'UB')
('AC12058-2022-11-01-2466','A137-18','Px', 'SU')
('AC12058-2022-11-01-2470','A138-4','xjADIfcsNwIigwyi', 'UB')
('AC04652-2022-11-01-2517','A140-15','WRku', 'UB')
('AC12058-2022-11-01-2473','A138-7','DroELzJPCkC', 'LB')
('AC22517-2022-11-01-2388','A133-12','WRcXPXQyAEZzRvAR', 'SU')
('SL04652-2022-11-02-2466','S103-18','zMPU', 'MB')
('AC04652-2022-11-01-2519','A140-17','aLmIfZmDUwA', 'SL')
('AC22517-2022-11-02-2493','A139-9','RDflKfARt', 'UB')
('AC04652-2022-11-02-2435','A136-5','glyKZLNZhMheZ', 'SL')
('AC22517-2022-11-02-2525','A141-5','nPs', 'SL')
('SL04652-2022-11-02-2488','S104-16','XMbFyNdRtZjiRN', 'SU')
('SL04652-2022-11-01-2526','S106-6','ngSFgmTywtIHo', 'UB')
('SL04652-2022-11-02-2493','S104-21','qTZPfe', 'MB')
('SL04652-2022-11-02-2494','S104-22','DOTgP', 'UB')
('SL22517-2022-11-01-2515','S105-19','ApNeCNGu', 'UB')
('AC22517-2022-11-02-2535','A141-15','ZQESmVuqXpnVi', 'UB')
('SL12058-2022-11-01-2489','S104-17','INxxFSMuWRXkV', 'LB')
('SL12058-2022-11-01-2490','S104-18','GJjgyAITvKxl', 'MB')
('AC22517-2022-11-01-2443','A136-13','hsiKpimLuZgVQq', 'LB')
('SL12058-2022-11-01-2520','S105-24','BJNkeZNSSGynQNaP', 'SU')
('SL22517-2022-11-01-2543','S106-23','tswmTnbNzeYkGCiN', 'SL')
('AC22517-2022-11-02-2581','A144-7','GhKo', 'LB')
('SL12058-2022-11-01-2529','S106-9','axttytNco', 'LB')
('AC22517-2022-11-02-2584','A144-10','fucfexM', 'UB')
('SL04652-2022-11-02-2528','S106-8','yBPuZKAgUCm', 'SU')
('AC12058-2022-11-01-2556','A142-18','TmNsTTDFrPsK', 'SU')
('SL22517-2022-11-02-2572','S108-4','wVyTFtXft', 'LB')
('AC04652-2022-11-02-2514','A140-12','UkIVAYNHoKhwS', 'SU')
('SL04652-2022-11-01-2570','S108-2','LcXqnsvUIuTYY', 'MB')
('SL12058-2022-11-01-2539','S106-19','BY', 'UB')
('AC04652-2022-11-01-2612','A146-2','b', 'LB')
('SL22517-2022-11-01-2560','S107-16','T', 'SU')
('AC04652-2022-11-01-2615','A146-5','qQmfXATppa', 'SL')
('SL04652-2022-11-01-2577','S108-9','yv', 'LB')
('AC04652-2022-11-01-2622','A146-12','SoBfc', 'SU')
('AC12058-2022-11-01-2572','A143-16','WOqHeht', 'UB')
('SL22517-2022-11-01-2575','S108-7','ZhslzCRP', 'SL')
('SL22517-2022-11-02-2592','S108-24','IDQISMDmd', 'SU')
('AC04652-2022-11-01-2631','A147-3','TfKDvMSMqLUzCHys', 'UB')
('AC04652-2022-11-01-2633','A147-5','hElogNapDYzksLT', 'SL')
('AC22517-2022-11-02-2611','A146-1','hzdrppSZSytZ', 'LB')
('AC12058-2022-11-01-2580','A144-6','tLdlIRWNy', 'SU')
('AC22517-2022-11-01-2475','A138-9','SyOnzsRPCTT', 'UB')
('AC22517-2022-11-02-2612','A146-2','UAlXpkXTmgUM', 'LB')
('SL04652-2022-11-01-2601','S109-9','FpgrOjkDDIYWGj', 'LB')
('AC12058-2022-11-01-2584','A144-10','kCAwuFArEpTeAb', 'UB')
('SL22517-2022-11-02-2597','S109-5','iO', 'MB')
('SL04652-2022-11-02-2557','S107-13','eVlUHPNC', 'MB')
('SL04652-2022-11-01-2606','S109-14','EoE', 'UB')
('SL22517-2022-11-01-2586','S108-18','SyfeXKiVhXx', 'MB')
('AC22517-2022-11-01-2479','A138-13','jHyxATF', 'LB')
('SL22517-2022-11-01-2593','S109-1','bnWXizCE', 'LB')
('AC22517-2022-11-01-2490','A139-6','EjrSBqUBphvxe', 'SU')
('SL22517-2022-11-01-2606','S109-14','UVRNOdqItpbQv', 'UB')
('AC04652-2022-11-02-2556','A142-18','E', 'SU')
('SL22517-2022-11-02-2619','S110-3','aLcuqCZKH', 'UB')
('SL22517-2022-11-02-2630','S110-14','lMwaQlTsoOTB', 'UB')
('SL04652-2022-11-01-2663','S111-23','ejspRtBkIwiiYA', 'SL')
('SL04652-2022-11-01-2664','S111-24','TFORvS', 'SU')
('AC04652-2022-11-01-2707','A151-7','i', 'LB')
('AC04652-2022-11-01-2711','A151-11','muAuOCfFcv', 'SL')
('SL22517-2022-11-02-2672','S112-8','gfS', 'SU')
('AC12058-2022-11-01-2648','A148-2','LxLkEGsYzJ', 'LB')
('AC22517-2022-11-01-2535','A141-15','DIBTA', 'UB')
('AC04652-2022-11-02-2601','A145-9','JNqGyAOwaWtI', 'UB')
('AC04652-2022-11-01-2714','A151-14','DubVKUxfAciCe', 'LB')
('AC22517-2022-11-02-2687','A150-5','wnBTPurPWZKVLty', 'SL')
('AC12058-2022-11-01-2655','A148-9','rWA', 'UB')
('AC12058-2022-11-01-2656','A148-10','VVaChGmPHk', 'UB')
('AC04652-2022-11-02-2623','A146-13','ziJ', 'LB')
('AC04652-2022-11-01-2737','A153-1','MQzVoPxiR', 'LB')
('AC22517-2022-11-02-2710','A151-10','bXLZfSzmcvY', 'UB')
('SL22517-2022-11-02-2696','S113-8','dGeHXjtn', 'SU')
('SL22517-2022-11-01-2679','S112-15','dCFFjYCkzuSwRwQL', 'SL')
('SL04652-2022-11-02-2665','S112-1','T', 'LB')
('AC04652-2022-11-01-2751','A153-15','dX', 'UB')
('AC22517-2022-11-02-2721','A152-3','URmIGtQmUnWmAsJ', 'UB')
('SL22517-2022-11-01-2698','S113-10','njYNMdxMhtZXJh', 'MB')
('SL04652-2022-11-01-2717','S114-5','lmbpCBTZtCWgu', 'MB')
('AC12058-2022-11-01-2694','A150-12','qds', 'SU')
('SL04652-2022-11-01-2721','S114-9','iMbcipc', 'LB')
('SL22517-2022-11-01-2709','S113-21','IeEgaJSFUfpNHoB', 'MB')
('SL22517-2022-11-01-2710','S113-22','UFaigv', 'UB')
('SL12058-2022-11-01-2683','S112-19','nuFOTXQflmNamB', 'UB')
('AC04652-2022-11-01-2774','A155-2','piKrACYUZs', 'LB')
('SL22517-2022-11-02-2743','S115-7','pkkEpELvEVuke', 'SL')
('SL04652-2022-11-02-2697','S113-9','f', 'LB')
('AC04652-2022-11-02-2683','A150-1','qyxYwqyEm', 'LB')
('AC22517-2022-11-02-2752','A153-16','L', 'UB')
('AC04652-2022-11-01-2783','A155-11','cHSNNjFzBXZhApk', 'SL')
('SL22517-2022-11-02-2751','S115-15','CwSsJLHoEPx', 'SL')
('SL12058-2022-11-01-2710','S113-22','qNjBYD', 'UB')
('SL22517-2022-11-02-2757','S115-21','SGG', 'MB')
('AC04652-2022-11-01-2790','A155-18','VXxYxhtRlU', 'SU')
('AC22517-2022-11-02-2764','A154-10','iQpKgxtcU', 'UB')
('AC22517-2022-11-01-2605','A145-13','yyoCEQGXMENdbGUV', 'LB')
('SL22517-2022-11-02-2763','S116-3','JUkp', 'UB')
('SL04652-2022-11-01-2764','S116-4','VyjWzFadFx', 'LB')
('SL04652-2022-11-01-2766','S116-6','PVOWQMOshgCiChMd', 'UB')
('AC22517-2022-11-01-2612','A146-2','XOjDQgKBUXhzbk', 'LB')
('AC04652-2022-11-02-2705','A151-5','Ej', 'SL')
('SL12058-2022-11-01-2725','S114-13','ZwSrraC', 'MB')
('AC12058-2022-11-01-2734','A152-16','etFqXYREFYpN', 'UB')
('AC22517-2022-11-01-2614','A146-4','PjpLWvRNp', 'UB')
('AC12058-2022-11-01-2736','A152-18','IxlKInJt', 'SU')
('AC12058-2022-11-01-2737','A153-1','oGnFyov', 'LB')
('AC04652-2022-11-02-2745','A153-9','eCejpr', 'UB')
('SL12058-2022-11-01-2761','S116-1','EAhxjFvKBJj', 'LB')
('AC22517-2022-11-01-2644','A147-16','ekUoDeTC', 'UB')
('AC22517-2022-11-02-2829','A158-3','dNulKzJACjeLEFUZ', 'UB')
('SL22517-2022-11-02-2830','S118-22','KjK', 'UB')
('SL22517-2022-11-01-2811','S118-3','QlFgCJfnpd', 'UB')
('SL12058-2022-11-01-2785','S117-1','Np', 'LB')
('AC04652-2022-11-02-2773','A155-1','bBEoQdIbdFcGrwb', 'LB')
('SL22517-2022-11-02-2834','S119-2','eZDdy', 'MB')
('SL04652-2022-11-01-2834','S119-2','KTYXeWrroo', 'MB')
('AC22517-2022-11-02-2835','A158-9','fv', 'UB')
('SL04652-2022-11-02-2752','S115-16','IxhCoqoO', 'SU')
('SL04652-2022-11-01-2835','S119-3','knk', 'UB')
('SL04652-2022-11-01-2837','S119-5','tsoelZ', 'MB')
('SL22517-2022-11-01-2818','S118-10','dSVySQ', 'MB')
('AC04652-2022-11-02-2780','A155-8','aaIayh', 'LB')
('AC04652-2022-11-02-2781','A155-9','cAgNiWJdSpNqk', 'UB')
('AC22517-2022-11-02-2844','A158-18','uDQSWpMIgvsz', 'SU')
('AC22517-2022-11-01-2671','A149-7','OS', 'LB')
('SL12058-2022-11-01-2792','S117-8','iO', 'SU')
('SL04652-2022-11-02-2760','S115-24','PFhJw', 'SU')
('SL12058-2022-11-01-2793','S117-9','U', 'LB')
('SL22517-2022-11-02-2849','S119-17','nQ', 'LB')
('SL04652-2022-11-02-2764','S116-4','PrhHWpGvlTDflS', 'LB')
('SL04652-2022-11-02-2765','S116-5','zcAiHjz', 'MB')
('AC22517-2022-11-01-2673','A149-9','BFRaXrCl', 'UB')
('SL04652-2022-11-02-2771','S116-11','JFuDY', 'UB')
('SL22517-2022-11-01-2833','S119-1','eLX', 'LB')
('AC22517-2022-11-02-2859','A159-15','PdBeAQqsB', 'UB')
('SL12058-2022-11-01-2804','S117-20','IorBhZGxLs', 'LB')
('AC22517-2022-11-02-2864','A160-2','hVKN', 'LB')
('AC22517-2022-11-02-2865','A160-3','YkuJXkk', 'UB')
('SL22517-2022-11-01-2836','S119-4','SqNCLzMILlhRhF', 'LB')
('AC22517-2022-11-02-2869','A160-7','cu', 'LB')
('AC12058-2022-11-01-2824','A157-16','qnvvJAc', 'UB')
('SL04652-2022-11-02-2788','S117-4','UhJPniXwti', 'LB')
('SL22517-2022-11-01-2846','S119-14','gkKxDgOAC', 'UB')
('AC12058-2022-11-01-2827','A158-1','Pt', 'LB')
('SL22517-2022-11-01-2856','S119-24','KUeaTMYsilGeNk', 'SU')
('SL12058-2022-11-01-2832','S118-24','AUMV', 'SU')
('SL04652-2022-11-02-2804','S117-20','uX', 'LB')
('SL22517-2022-11-02-2890','S121-10','AnQRMpbTidKOnQD', 'MB')
('SL22517-2022-11-01-2863','S120-7','ELrKatAAzhHjf', 'SL')
('SL04652-2022-11-02-2807','S117-23','J', 'SL')
('AC12058-2022-11-01-2841','A158-15','kKDuEwTdcuRsf', 'UB')
('SL04652-2022-11-01-2881','S121-1','VreJ', 'LB')
('SL22517-2022-11-02-2900','S121-20','pAiTQv', 'LB')
('SL12058-2022-11-01-2845','S119-13','czgNpbDQXdHXak', 'MB')
('SL22517-2022-11-02-2902','S121-22','vVPChn', 'UB')
('SL04652-2022-11-01-2890','S121-10','wdpcOP', 'MB')
('SL22517-2022-11-01-2874','S120-18','eOYm', 'MB')
('AC12058-2022-11-01-2849','A159-5','czVUmQNrBN', 'SL')
('SL04652-2022-11-02-2818','S118-10','yJfn', 'MB')
('SL22517-2022-11-02-2906','S122-2','YKUEGwsAKArhH', 'MB')
('AC04652-2022-11-01-2913','A162-15','U', 'UB')
('AC12058-2022-11-01-2853','A159-9','HEmWodxzaMhKEaN', 'UB')
('AC04652-2022-11-01-2916','A162-18','DAMRQ', 'SU')
('AC12058-2022-11-01-2857','A159-13','SGobT', 'LB')
('AC12058-2022-11-01-2860','A159-16','iUZGPSMAG', 'UB')
('SL12058-2022-11-01-2863','S120-7','aBzwy', 'SL')
('AC22517-2022-11-02-2926','A163-10','nwTp', 'UB')
('AC22517-2022-11-02-2927','A163-11','rbDJ', 'SL')
('AC12058-2022-11-01-2870','A160-8','UNH', 'LB')
('AC12058-2022-11-01-2871','A160-9','GpEgxc', 'UB')
('AC22517-2022-11-02-2933','A163-17','jmVgtkBB', 'SL')
('SL22517-2022-11-02-2922','S122-18','JfRIrVBmuTqTK', 'MB')
('SL04652-2022-11-01-2917','S122-13','gCWn', 'MB')
('SL22517-2022-11-02-2924','S122-20','kPBlIY', 'LB')
('AC22517-2022-11-02-2938','A164-4','KmhLT', 'UB')
('AC04652-2022-11-02-2849','A159-5','dkY', 'SL')
('SL22517-2022-11-01-2903','S121-23','KSPYRaREwL', 'SL')
('SL22517-2022-11-01-2904','S121-24','hnRxovKIrB', 'SU')
('AC04652-2022-11-02-2853','A159-9','u', 'UB')
('AC22517-2022-11-01-2735','A152-17','oHL', 'SL')
('SL04652-2022-11-01-2924','S122-20','h', 'LB')
('SL04652-2022-11-02-2840','S119-8','szlJ', 'SU')
('SL04652-2022-11-02-2841','S119-9','X', 'LB')
('AC04652-2022-11-01-2932','A163-16','W', 'UB')
('AC04652-2022-11-02-2857','A159-13','Cf', 'LB')
('SL22517-2022-11-01-2912','S122-8','vIDLEV', 'SU')
('SL22517-2022-11-01-2913','S122-9','q', 'LB')
('AC04652-2022-11-02-2859','A159-15','ygIijTCV', 'UB')
('AC12058-2022-11-01-2890','A161-10','sFkXY', 'UB')
('AC04652-2022-11-02-2861','A159-17','l', 'SL')
('SL04652-2022-11-01-2936','S123-8','LYL', 'SU')
('SL12058-2022-11-01-2892','S121-12','BtltogUkTE', 'LB')
('AC04652-2022-11-02-2875','A160-13','qcahI', 'LB')
('SL12058-2022-11-01-2901','S121-21','fDFc', 'MB')
('AC04652-2022-11-02-2879','A160-17','ZhGFL', 'SL')
('AC22517-2022-11-01-2756','A154-2','hLB', 'LB')
('SL22517-2022-11-01-2927','S122-23','nnfzAoDzp', 'SL')
('SL04652-2022-11-02-2858','S120-2','MxSssKslnCRIIM', 'MB')
('AC04652-2022-11-01-2955','A165-3','PYATH', 'UB')
('AC22517-2022-11-01-2759','A154-5','Ou', 'SL')
('AC22517-2022-11-02-2975','A166-5','Z', 'SL')
('AC12058-2022-11-01-2909','A162-11','fBbMxMefET', 'SL')
('AC22517-2022-11-02-2978','A166-8','azMKbaWeVGaKgLPR', 'LB')
('AC12058-2022-11-01-2911','A162-13','QAEDkJa', 'LB')
('SL12058-2022-11-01-2907','S122-3','oqeOTpsLAVh', 'UB')
('AC04652-2022-11-02-2890','A161-10','jvzYeZT', 'UB')
('AC04652-2022-11-01-2963','A165-11','TAxZegz', 'SL')
('SL12058-2022-11-01-2912','S122-8','LKuOODzswHe', 'SU')
('SL04652-2022-11-02-2869','S120-13','rtkTjzDTxCm', 'MB')
('SL04652-2022-11-01-2966','S124-14','qMyimVnXhEWT', 'UB')
('AC22517-2022-11-02-2997','A167-9','l', 'UB')
('SL04652-2022-11-02-2889','S121-9','uUCfNMQHMElCJUkD', 'LB')
('AC04652-2022-11-02-2920','A163-4','eNofWSmnQjH', 'UB')
('AC22517-2022-11-02-3014','A168-8','B', 'LB')
('SL04652-2022-11-02-2896','S121-16','CCknBOsLLrT', 'SU')
('AC22517-2022-11-01-2799','A156-9','faxaBMSHp', 'UB')
('AC22517-2022-11-01-2800','A156-10','jQC', 'UB')
('AC04652-2022-11-02-2930','A163-14','CknppOoEAKAGNzn', 'LB')
('AC22517-2022-11-01-2801','A156-11','XWXuWtBXCJajvcwY', 'SL')
('SL12058-2022-11-01-2941','S123-13','zkOuyMHpnsjmdr', 'MB')
('AC04652-2022-11-02-2934','A163-18','ey', 'SU')
('SL22517-2022-11-02-3014','S126-14','VUsWxUNL', 'UB')
('SL22517-2022-11-01-2975','S124-23','RQvmNXXOBZvo', 'SL')
('AC12058-2022-11-01-2964','A165-12','ofErnhjJu', 'SU')
('AC22517-2022-11-01-2809','A157-1','rRJ', 'LB')
('AC22517-2022-11-02-3031','A169-7','hkoKRJgbAWYBpZI', 'LB')
('AC04652-2022-11-01-3003','A167-15','jKcUgxDmaHSd', 'UB')
('SL22517-2022-11-01-2982','S125-6','PPj', 'UB')
('SL04652-2022-11-01-3001','S126-1','eGloKQjbWTqx', 'LB')
('SL04652-2022-11-02-2922','S122-18','MyM', 'MB')
('SL22517-2022-11-02-3025','S127-1','PQLEfgisBEw', 'LB')
('SL12058-2022-11-01-2951','S123-23','adsjTbhWBDdclULO', 'SL')
('AC04652-2022-11-02-2953','A165-1','QkjvBJNRIKqChVSK', 'LB')
('AC12058-2022-11-01-3008','A168-2','m', 'LB')
('SL04652-2022-11-01-3027','S127-3','hQJ', 'UB')
('SL04652-2022-11-01-3028','S127-4','laT', 'LB')
('AC22517-2022-11-02-3068','A171-8','AJvUgfdUxLYhTM', 'LB')
('SL22517-2022-11-01-3015','S126-15','cZcpoPzbgKauZIN', 'SL')
('SL22517-2022-11-01-3016','S126-16','o', 'SU')
('SL04652-2022-11-02-2962','S124-10','kwK', 'MB')
('SL04652-2022-11-01-3039','S127-15','ERJBWdHEFBvKg', 'SL')
('AC04652-2022-11-01-3049','A170-7','TtFZuK', 'LB')
('AC12058-2022-11-01-3023','A168-17','vV', 'SL')
('AC04652-2022-11-02-2997','A167-9','n', 'UB')
('AC22517-2022-11-01-2870','A160-8','fBOk', 'LB')
('AC04652-2022-11-02-3001','A167-13','NldGzZLqi', 'LB')
('AC12058-2022-11-01-3027','A169-3','tdWPuUBVuxQszwDw', 'UB')
('SL22517-2022-11-01-3076','S129-4','zzYKzcjkJmd', 'LB')
('AC22517-2022-11-01-2912','A162-14','OWrIVL', 'LB')
('SL04652-2022-11-02-3060','S128-12','UO', 'LB')
('AC12058-2022-11-01-3103','A173-7','TjXmlNHPxxQm', 'LB')
('SL22517-2022-11-01-3116','S130-20','au', 'LB')
('AC04652-2022-11-01-3129','A174-15','LQVzqETyBsmnb', 'UB')
('SL04652-2022-11-02-3089','S129-17','AVSgncaNbRQAL', 'LB')
('AC22517-2022-11-01-2985','A166-15','feYvEMGFZOQFXR', 'UB')
('AC04652-2022-11-02-3112','A173-16','iwMGl', 'UB')
('SL04652-2022-11-02-3094','S129-22','JqBXxmZKG', 'UB')
('SL04652-2022-11-02-3103','S130-7','okrjFLMvoc', 'SL')
('SL12058-2022-11-01-3099','S130-3','n', 'UB')
('SL22517-2022-11-02-3190','S133-22','uqaj', 'UB')
('AC22517-2022-11-01-2996','A167-8','rIbyckAN', 'LB')
('AC22517-2022-11-01-2999','A167-11','CmWUODU', 'SL')
('AC22517-2022-11-02-3207','A179-3','XoM', 'UB')
('AC22517-2022-11-01-3006','A167-18','wxH', 'SU')
('SL12058-2022-11-01-3105','S130-9','Zq', 'LB')
('AC04652-2022-11-01-3164','A176-14','SAJiQZHE', 'LB')
('SL04652-2022-11-02-3114','S130-18','EIPeB', 'MB')
('AC12058-2022-11-01-3157','A176-7','KadOTZXuDWWA', 'LB')
('AC04652-2022-11-02-3139','A175-7','zVblw', 'LB')
('AC22517-2022-11-01-3017','A168-11','vVyOnybS', 'SL')
('AC12058-2022-11-01-3161','A176-11','sUeDwqpfuCbJPj', 'SL')
('SL04652-2022-11-01-3186','S133-18','ViVowFWngK', 'MB')
('SL04652-2022-11-01-3187','S133-19','ODxVbxqSMlhwDeNF', 'UB')
('AC22517-2022-11-01-3021','A168-15','vdxSQsYKIJovEXAU', 'UB')
('AC04652-2022-11-01-3171','A177-3','vAwyjFzcwhQuT', 'UB')
('AC12058-2022-11-01-3164','A176-14','YbfXUiIVDP', 'LB')
('SL04652-2022-11-02-3128','S131-8','fsIsURRFukVA', 'SU')
('AC22517-2022-11-02-3234','A180-12','mxS', 'SU')
('SL12058-2022-11-01-3120','S130-24','KibTZpaFecO', 'SU')
('SL12058-2022-11-01-3121','S131-1','JZcsN', 'LB')
('AC04652-2022-11-02-3146','A175-14','EhqFPTBRCj', 'LB')
('SL04652-2022-11-02-3130','S131-10','EnXNeIqTXcvEjZor', 'MB')
('SL04652-2022-11-02-3131','S131-11','gXqFK', 'UB')
('SL22517-2022-11-01-3188','S133-20','AVvnCciEk', 'LB')
('SL12058-2022-11-01-3123','S131-3','db', 'UB')
('AC22517-2022-11-02-3242','A181-2','WCEhQaGwAQTZw', 'LB')
('AC12058-2022-11-01-3179','A177-11','PR', 'SL')
('AC12058-2022-11-01-3182','A177-14','GRKs', 'LB')
('AC04652-2022-11-01-3197','A178-11','mZbhNUZP', 'SL')
('AC22517-2022-11-01-3044','A170-2','Vl', 'LB')
('AC04652-2022-11-01-3209','A179-5','ztefQLLaaLlLEL', 'SL')
('AC04652-2022-11-02-3170','A177-2','sJjcXF', 'LB')
('SL12058-2022-11-01-3146','S132-2','nuZvuLdewYiRH', 'MB')
('AC12058-2022-11-01-3196','A178-10','brmMVpNWRvjW', 'UB')
('SL12058-2022-11-01-3147','S132-3','qyJvmciWcvnmPW', 'UB')
('AC04652-2022-11-01-3210','A179-6','KpulclFlP', 'SU')
('AC12058-2022-11-01-3201','A178-15','KBjQHNFHpHdHxrS', 'UB')
('SL04652-2022-11-02-3160','S132-16','d', 'SU')
('SL04652-2022-11-01-3230','S135-14','UPEQ', 'UB')
('AC04652-2022-11-02-3180','A177-12','IKfTDbBjQsPsEP', 'SU')
('SL22517-2022-11-02-3250','S136-10','dsBVyD', 'MB')
('AC22517-2022-11-02-3273','A182-15','cLACkXpPkMpPvF', 'UB')
('AC04652-2022-11-02-3187','A178-1','dYKxSuC', 'LB')
('AC04652-2022-11-02-3190','A178-4','OZIAmTwA', 'UB')
('SL22517-2022-11-02-3257','S136-17','JX', 'LB')
('AC22517-2022-11-02-3277','A183-1','SLFUBDCEaMDi', 'LB')
('SL22517-2022-11-01-3229','S135-13','NvSFtMYxuQQqKnN', 'MB')
('SL22517-2022-11-02-3258','S136-18','ZZGtLO', 'MB')
('SL22517-2022-11-01-3231','S135-15','Do', 'SL')
('AC12058-2022-11-01-3217','A179-13','uEyectoL', 'LB')
('SL12058-2022-11-01-3163','S132-19','mHMMZoIPLPYq', 'UB')
('SL04652-2022-11-01-3248','S136-8','lUk', 'SU')
('SL12058-2022-11-01-3164','S132-20','LvKbGJhr', 'LB')
('AC04652-2022-11-01-3225','A180-3','xjnNouTXbS', 'UB')
('SL22517-2022-11-02-3264','S136-24','iaLxjb', 'SU')
('SL22517-2022-11-02-3267','S137-3','dyXytbEaKj', 'UB')
('SL04652-2022-11-01-3251','S136-11','GbEilweFG', 'UB')
('SL22517-2022-11-02-3270','S137-6','fkEQVRoyGzwu', 'UB')
('SL22517-2022-11-01-3242','S136-2','WcOiEsFJj', 'MB')
('AC12058-2022-11-01-3226','A180-4','IiyNBOCnJwe', 'UB')
('SL22517-2022-11-02-3279','S137-15','QXBdbMqN', 'SL')
('AC04652-2022-11-02-3208','A179-4','EYNMvHFEzwm', 'UB')
('AC22517-2022-11-02-3391','A189-7','UbwWrGduiahqUqk', 'LB')
('SL04652-2022-11-01-3353','S140-17','ZqeBxcsuvtla', 'LB')
('SL12058-2022-11-01-3276','S137-12','MuLBdd', 'LB')
('SL04652-2022-11-02-3277','S137-13','VYZ', 'MB')
('SL12058-2022-11-01-3277','S137-13','BEeRhvypYUryX', 'MB')
('AC22517-2022-11-01-3193','A178-7','aYrCdjAbGTaWuG', 'LB')
('SL22517-2022-11-02-3382','S141-22','zlOLO', 'UB')
('SL12058-2022-11-01-3280','S137-16','EqvZgk', 'SU')
('AC22517-2022-11-01-3198','A178-12','xVzeuCfPuvG', 'SU')
('AC04652-2022-11-02-3298','A184-4','kvnFCnAsvShnkAvb', 'UB')
('SL22517-2022-11-02-3384','S141-24','grrNJs', 'SU')
('SL12058-2022-11-01-3284','S137-20','V', 'LB')
('AC12058-2022-11-01-3341','A186-11','pbqpNFee', 'SL')
