('SL04652-2022-11-02-5','S1-5','riHEfALcuTXYKB', 'MB')
('AC22517-2022-11-01-8343','A464-9','TSesg', 'UB')
('AC12058-2022-11-01-8413','A468-7','zvESup', 'LB')
('SL22517-2022-11-02-8403','S351-3','bkMydjdXSYlx', 'UB')
('SL04652-2022-11-02-8423','S351-23','rinb', 'SL')
('SL22517-2022-11-02-8404','S351-4','FIXZjQHBHri', 'LB')
('AC04652-2022-11-02-8338','A464-4','MKxDAETGzAm', 'UB')
('SL04652-2022-11-02-8426','S352-2','rCtiwhPQnGKO', 'MB')
('AC04652-2022-11-01-8457','A470-15','yrXqdR', 'UB')
('AC12058-2022-11-01-8419','A468-13','whIsFUSebc', 'LB')
('SL04652-2022-11-02-8430','S352-6','gAolIUKRtgub', 'UB')
('SL22517-2022-11-02-8410','S351-10','fCJqhcOsjK', 'MB')
('SL12058-2022-11-01-8389','S350-13','y', 'MB')
('AC22517-2022-11-02-8550','A475-18','OuTppGsnzTuO', 'SU')
('AC22517-2022-11-01-8350','A464-16','eIr', 'UB')
('AC22517-2022-11-02-8551','A476-1','ruWM', 'LB')
('SL22517-2022-11-01-8342','S348-14','gRezpdd', 'UB')
('SL22517-2022-11-02-8418','S351-18','vtybyQudx', 'MB')
('SL04652-2022-11-01-8347','S348-19','cuZeMINBJcTkfE', 'UB')
('SL04652-2022-11-01-8348','S348-20','zVZdlJEN', 'LB')
('AC22517-2022-11-02-8559','A476-9','XVsPAzAAhOa', 'UB')
('AC22517-2022-11-01-8357','A465-5','bgQk', 'SL')
('AC12058-2022-11-01-8429','A469-5','clVcDhL', 'SL')
('AC04652-2022-11-02-8352','A464-18','PGtOnJC', 'SU')
('AC04652-2022-11-01-8471','A471-11','RTqFRa', 'SL')
('AC12058-2022-11-01-8431','A469-7','srUXMSNoG', 'LB')
('AC04652-2022-11-01-8473','A471-13','Swx', 'LB')
('AC04652-2022-11-02-8356','A465-4','hoYcbZGSP', 'UB')
('AC22517-2022-11-01-8365','A465-13','ox', 'LB')
('SL22517-2022-11-02-8423','S351-23','hJjlLZ', 'SL')
('SL04652-2022-11-01-8362','S349-10','QlhxpmQqhQyPb', 'MB')
('SL12058-2022-11-01-8407','S351-7','cCyL', 'SL')
('AC22517-2022-11-02-8571','A477-3','CbE', 'UB')
('AC04652-2022-11-02-8365','A465-13','jbJJlhAxcYjtblF', 'LB')
('SL22517-2022-11-02-8431','S352-7','WAFWoYfyqK', 'SL')
('AC04652-2022-11-02-8366','A465-14','sQCyswXJQorCPNO', 'LB')
('SL22517-2022-11-02-8433','S352-9','Jsgcm', 'LB')
('AC12058-2022-11-01-8444','A470-2','Zz', 'LB')
('SL04652-2022-11-02-8455','S353-7','dJsaNolranRR', 'SL')
('SL22517-2022-11-02-8436','S352-12','PuENKsLUjKzMr', 'LB')
('AC12058-2022-11-01-8446','A470-4','I', 'UB')
('SL22517-2022-11-02-8437','S352-13','keIXHjS', 'MB')
('AC22517-2022-11-01-8377','A466-7','nPuj', 'LB')
('AC04652-2022-11-02-8368','A465-16','dKjayG', 'UB')
('SL04652-2022-11-01-8372','S349-20','tntscigPBrXNNq', 'LB')
('SL12058-2022-11-01-8416','S351-16','ZiVQRqDJuLrDTRI', 'SU')
('SL04652-2022-11-02-8459','S353-11','IIhUcevZlVj', 'UB')
('AC04652-2022-11-01-8485','A472-7','qJIic', 'LB')
('AC04652-2022-11-02-8374','A466-4','gvihgJzI', 'UB')
('AC04652-2022-11-02-8375','A466-5','jXIS', 'SL')
('SL04652-2022-11-01-8380','S350-4','zKnmgKFep', 'LB')
('SL12058-2022-11-01-8424','S351-24','qWSzRBXbmtsK', 'SU')
('AC04652-2022-11-02-8379','A466-9','cruCZl', 'UB')
('AC22517-2022-11-01-8384','A466-14','JEeqetokpeQ', 'LB')
('AC04652-2022-11-02-8381','A466-11','mydhOh', 'SL')
('AC22517-2022-11-02-8592','A478-6','SWmvfu', 'SU')
('AC22517-2022-11-01-8387','A466-17','hdkuBz', 'SL')
('SL04652-2022-11-02-8467','S353-19','n', 'UB')
('AC22517-2022-11-02-8596','A478-10','Ur', 'UB')
('AC22517-2022-11-01-8388','A466-18','Hc', 'SU')
('AC12058-2022-11-01-8461','A471-1','GnSHg', 'LB')
('AC22517-2022-11-02-8599','A478-13','QUS', 'LB')
('SL04652-2022-11-01-8389','S350-13','gjWrtE', 'MB')
('SL04652-2022-11-01-8390','S350-14','JRzmWA', 'UB')
('SL22517-2022-11-02-8457','S353-9','dOFl', 'LB')
('AC04652-2022-11-01-8499','A473-3','WQDNrNRteAev', 'UB')
('SL22517-2022-11-01-8386','S350-10','uoQQbNaeXJhU', 'MB')
('SL12058-2022-11-01-8436','S352-12','SCSWqoH', 'LB')
('SL04652-2022-11-01-8393','S350-17','UdWWckJt', 'LB')
('AC22517-2022-11-01-8392','A467-4','JkvsKihRAlKpdIY', 'UB')
('AC04652-2022-11-02-8387','A466-17','TVhHnQKFc', 'SL')
('SL22517-2022-11-02-8459','S353-11','DZYLgImMLua', 'UB')
('SL04652-2022-11-01-8395','S350-19','Orkkk', 'UB')
('AC04652-2022-11-02-8391','A467-3','PjVaYE', 'UB')
('AC12058-2022-11-01-8469','A471-9','EEAsCtUhp', 'UB')
('SL22517-2022-11-01-8393','S350-17','ESGFdDRIvRyoxvl', 'LB')
('AC22517-2022-11-01-8398','A467-10','Nf', 'UB')
('SL22517-2022-11-01-8395','S350-19','GLMflWYxHcnt', 'UB')
('AC22517-2022-11-01-8399','A467-11','ISREs', 'SL')
('SL22517-2022-11-01-8396','S350-20','FAH', 'LB')
('SL04652-2022-11-02-8475','S354-3','RUsvNwFtoDyU', 'UB')
('SL04652-2022-11-02-8476','S354-4','kgLJszwjthEHw', 'LB')
('SL22517-2022-11-01-8398','S350-22','qpVxjTFaIcSvfo', 'UB')
('AC04652-2022-11-02-8399','A467-11','LxxChHxtIzRuI', 'SL')
('AC04652-2022-11-02-8402','A467-14','GfNTIplBckRcSJvX', 'LB')
('SL22517-2022-11-02-8471','S353-23','EJ', 'SL')
('SL22517-2022-11-02-8473','S354-1','FFJUcEYKrtY', 'LB')
('SL22517-2022-11-02-8492','S354-20','iyAs', 'LB')
('AC12058-2022-11-01-8499','A473-3','fCYCRBhBszzdq', 'UB')
('AC12058-2022-11-01-8500','A473-4','PNjecMHs', 'UB')
('AC22517-2022-11-01-8424','A468-18','asQHijxE', 'SU')
('AC22517-2022-11-01-8425','A469-1','PG', 'LB')
('SL12058-2022-11-01-8468','S353-20','sqRWWcIKnsPYCLYj', 'LB')
('AC22517-2022-11-01-8428','A469-4','KD', 'UB')
('SL04652-2022-11-01-8431','S352-7','I', 'SL')
('SL22517-2022-11-01-8421','S351-21','kORUMbCKzIc', 'MB')
('AC12058-2022-11-01-8506','A473-10','SITZOjJP', 'UB')
('SL04652-2022-11-01-8435','S352-11','oAYJiop', 'UB')
('SL12058-2022-11-01-8472','S353-24','UxxUfpqUG', 'SU')
('SL04652-2022-11-01-8437','S352-13','tNV', 'MB')
('AC22517-2022-11-01-8430','A469-6','jouUhDf', 'SU')
('SL12058-2022-11-01-8475','S354-3','BgDpJ', 'UB')
('AC04652-2022-11-02-8429','A469-5','CAbCZEYE', 'SL')
('AC22517-2022-11-02-8637','A480-15','iGKfzLt', 'UB')
('SL22517-2022-11-02-8501','S355-5','drqsLkCjPmiqukju', 'MB')
('AC12058-2022-11-01-8513','A473-17','mZlvNHbHMnhNru', 'SL')
('AC12058-2022-11-01-8514','A473-18','dnyiBg', 'SU')
('SL04652-2022-11-01-8442','S352-18','lST', 'MB')
('SL04652-2022-11-01-8443','S352-19','yOP', 'UB')
('AC22517-2022-11-02-8645','A481-5','EaBPmjHbyI', 'SL')
('AC04652-2022-11-02-8437','A469-13','mOXAki', 'LB')
('SL22517-2022-11-01-8432','S352-8','QyNJHYSoWSNaGcI', 'SU')
('AC22517-2022-11-02-8648','A481-8','oD', 'LB')
('AC04652-2022-11-02-8438','A469-14','tdKToYRBHhSYaFJ', 'LB')
('AC22517-2022-11-02-8649','A481-9','WNTAtPYfdKNNZtVV', 'UB')
('SL04652-2022-11-01-8448','S352-24','xgASRWZ', 'SU')
('AC22517-2022-11-02-8651','A481-11','nTGBif', 'SL')
('AC04652-2022-11-02-8441','A469-17','xqrIZwbSYSGsBZnq', 'SL')
('AC12058-2022-11-01-8521','A474-7','zYfNI', 'LB')
('AC04652-2022-11-01-8553','A476-3','XvYQJmDsDKJRtXi', 'UB')
('SL04652-2022-11-02-8533','S356-13','ZmNslfWbeHTSzdu', 'MB')
('SL12058-2022-11-01-8485','S354-13','kQmFjZGKyHyoroiV', 'MB')
('AC22517-2022-11-01-8445','A470-3','uhlqxDSHeKB', 'UB')
('SL22517-2022-11-01-8436','S352-12','hvlVQdPzp', 'LB')
('AC12058-2022-11-01-8526','A474-12','si', 'SU')
('SL12058-2022-11-01-8487','S354-15','hvAAGJhaznDHcXb', 'SL')
('SL12058-2022-11-01-8489','S354-17','GBv', 'LB')
('SL22517-2022-11-02-8512','S355-16','TA', 'SU')
('SL04652-2022-11-01-8457','S353-9','TFxswdEl', 'LB')
('AC22517-2022-11-02-8655','A481-15','ZiFbvzTtPtukoi', 'UB')
('SL22517-2022-11-01-8443','S352-19','uzqcRnKIc', 'UB')
('SL22517-2022-11-01-8446','S352-22','yTplDlCfXSNxAfvU', 'UB')
('SL22517-2022-11-02-8522','S356-2','cFEdxZmC', 'MB')
('AC04652-2022-11-02-8463','A471-3','NshjLDrKvsz', 'UB')
('AC22517-2022-11-02-8666','A482-8','HKbpU', 'LB')
('SL22517-2022-11-01-8457','S353-9','mOjEhwRuTPgx', 'LB')
('SL04652-2022-11-02-8550','S357-6','vkcdMNDesHeO', 'UB')
('SL04652-2022-11-02-8551','S357-7','IxdKsDHvDRvZ', 'SL')
('AC22517-2022-11-02-8669','A482-11','qa', 'SL')
('AC12058-2022-11-01-8540','A475-8','RDbGGFSXO', 'LB')
('SL22517-2022-11-02-8531','S356-11','kVoDHxFmHWQ', 'UB')
('AC04652-2022-11-02-8495','A472-17','nYEoVeLD', 'SL')
('AC22517-2022-11-02-8698','A484-4','sQheYF', 'UB')
('AC22517-2022-11-01-8494','A472-16','icMu', 'UB')
('SL22517-2022-11-02-8551','S357-7','EuxRxwItJ', 'SL')
('SL12058-2022-11-01-8533','S356-13','HrD', 'MB')
('SL12058-2022-11-01-8534','S356-14','gqIbysDguuCl', 'UB')
('SL04652-2022-11-02-8575','S358-7','xrhgfAnSxsQSoxWm', 'SL')
('AC04652-2022-11-02-8500','A473-4','dkkcLRtSoqSGQ', 'UB')
('AC22517-2022-11-01-8499','A473-3','pnMdr', 'UB')
('AC04652-2022-11-01-8617','A479-13','vgxnbc', 'LB')
('SL22517-2022-11-02-8556','S357-12','xJw', 'LB')
('SL04652-2022-11-01-8510','S355-14','ZSoVhGTRcnXt', 'UB')
('SL22517-2022-11-02-8558','S357-14','ObcFQgiHZQ', 'UB')
('AC04652-2022-11-01-8620','A479-16','qlOwHLHC', 'UB')
('AC22517-2022-11-02-8708','A484-14','xmaXtpeRPoabhFbr', 'LB')
('AC04652-2022-11-01-8622','A479-18','uMIfZqiAZRUPZaL', 'SU')
('SL04652-2022-11-02-8582','S358-14','WGSIES', 'UB')
('SL04652-2022-11-01-8516','S355-20','ZuJoDpjExue', 'LB')
('AC04652-2022-11-02-8507','A473-11','iMVhfUTv', 'SL')
('AC22517-2022-11-02-8713','A485-1','aYRpxYpzE', 'LB')
('SL22517-2022-11-02-8567','S357-23','ZTpJvPyYbp', 'SL')
('SL22517-2022-11-01-8509','S355-13','yUwG', 'MB')
('SL22517-2022-11-01-8510','S355-14','xH', 'UB')
('AC12058-2022-11-01-8586','A477-18','aiwDunVlFXQEVsHg', 'SU')
('AC04652-2022-11-02-8511','A473-15','bGRFUWDPoNNFf', 'UB')
('AC12058-2022-11-01-8588','A478-2','IZHMSsZj', 'LB')
('SL22517-2022-11-01-8512','S355-16','XEsIijobWF', 'SU')
('AC22517-2022-11-01-8513','A473-17','syZbkyGNSoc', 'SL')
('AC22517-2022-11-02-8744','A486-14','FiOGILXnWTx', 'LB')
('AC04652-2022-11-01-8651','A481-11','jv', 'SL')
('AC22517-2022-11-01-8539','A475-7','nvNHYc', 'LB')
('AC04652-2022-11-02-8542','A475-10','FPbXgOQdJA', 'UB')
('SL04652-2022-11-01-8559','S357-15','jZxoJnqOy', 'SL')
('AC04652-2022-11-02-8547','A475-15','guTxZOw', 'UB')
('AC22517-2022-11-01-8546','A475-14','QkfV', 'LB')
('SL12058-2022-11-01-8585','S358-17','wqnNwu', 'LB')
('SL22517-2022-11-02-8604','S359-12','NQtyKtCSEcuLHFf', 'LB')
('SL12058-2022-11-01-8587','S358-19','wYwwKEvSGgiYX', 'UB')
('SL22517-2022-11-02-8607','S359-15','tOOhxAuSfrDuvJGZ', 'SL')
('SL22517-2022-11-02-8609','S359-17','UZDjAgEIOMDJVq', 'LB')
('SL04652-2022-11-01-8567','S357-23','efUxlmlm', 'SL')
('SL12058-2022-11-01-8591','S358-23','uPsSoSkoBJeu', 'SL')
('SL12058-2022-11-01-8592','S358-24','RaqDixmAkYpPxll', 'SU')
('SL04652-2022-11-02-8634','S360-18','FkgjQ', 'MB')
('AC04652-2022-11-01-8669','A482-11','VDxYhXZUKvjXCPO', 'SL')
('SL12058-2022-11-01-8596','S359-4','pIxwwhApfizoVQc', 'LB')
('SL22517-2022-11-01-8550','S357-6','RQzERKKbzihAphfs', 'UB')
('AC04652-2022-11-02-8558','A476-8','NwWAglrGTAExKAD', 'LB')
('SL22517-2022-11-02-8621','S360-5','RSEVN', 'MB')
('AC04652-2022-11-02-8561','A476-11','OHJ', 'SL')
('SL12058-2022-11-01-8600','S359-8','HHBoNlCbfqnU', 'SU')
('SL22517-2022-11-02-8627','S360-11','TWI', 'UB')
('SL04652-2022-11-02-8644','S361-4','bDKM', 'LB')
('SL04652-2022-11-02-8645','S361-5','biCXyCKlDadVKJJr', 'MB')
('AC12058-2022-11-01-8650','A481-10','nZmcxiXbFcAboPHN', 'UB')
('SL22517-2022-11-01-8557','S357-13','fhmnVNWLFk', 'MB')
('SL04652-2022-11-01-8577','S358-9','f', 'LB')
('SL04652-2022-11-02-8647','S361-7','lMa', 'SL')
('AC22517-2022-11-01-8562','A476-12','Lst', 'SU')
('AC22517-2022-11-01-8563','A476-13','AAdLgiJ', 'LB')
('SL04652-2022-11-02-8649','S361-9','EqeaoCuAzwFlYCP', 'LB')
('SL12058-2022-11-01-8606','S359-14','kLsebHeJzszH', 'UB')
('AC04652-2022-11-02-8567','A476-17','PEGbJVBqVThURU', 'SL')
('SL22517-2022-11-01-8563','S357-19','sxiZYZCvNu', 'UB')
('AC12058-2022-11-01-8659','A482-1','pIMlbMjGVJonzpBW', 'LB')
('AC12058-2022-11-01-8661','A482-3','nLjJZLdakIW', 'UB')
('SL22517-2022-11-02-8639','S360-23','xeUQrkRtvirF', 'SL')
('AC12058-2022-11-01-8663','A482-5','kNEY', 'SL')
('AC22517-2022-11-01-8574','A477-6','TmdM', 'SU')
('SL04652-2022-11-02-8659','S361-19','bSmQBrYMDAqgIp', 'UB')
('AC04652-2022-11-02-8576','A477-8','pVhx', 'LB')
('SL22517-2022-11-01-8569','S358-1','eTEZ', 'LB')
('AC04652-2022-11-01-8694','A483-18','OhKjfFVJzJD', 'SU')
('AC22517-2022-11-02-8777','A488-11','xaNw', 'SL')
('AC22517-2022-11-02-8778','A488-12','JDYPkEAOv', 'SU')
('SL04652-2022-11-02-8667','S362-3','wJwYHmSiNLjDr', 'UB')
('AC04652-2022-11-01-8695','A484-1','mlkUsZNUwal', 'LB')
('SL22517-2022-11-02-8647','S361-7','dOqWbWhHxJIOaOjt', 'SL')
('SL12058-2022-11-01-8625','S360-9','wGiOaFtrGGOPFu', 'LB')
('AC22517-2022-11-01-8582','A477-14','LsGeoLLS', 'LB')
('AC04652-2022-11-01-8702','A484-8','HnvuHaKfKlIrbF', 'LB')
('SL22517-2022-11-02-8649','S361-9','wtKfdBWh', 'LB')
('SL12058-2022-11-01-8630','S360-14','VCAtyHosTOBr', 'UB')
('AC04652-2022-11-01-8704','A484-10','FfnOeRVQxWooti', 'UB')
('AC04652-2022-11-01-8705','A484-11','WLtXxQ', 'SL')
('AC22517-2022-11-02-8790','A489-6','YDjpbvq', 'SU')
('SL12058-2022-11-01-8633','S360-17','jwoRjFGPM', 'LB')
('SL22517-2022-11-01-8581','S358-13','I', 'MB')
('AC04652-2022-11-02-8593','A478-7','Dxb', 'LB')
('SL12058-2022-11-01-8637','S360-21','VQFVPiTNyhd', 'MB')
('AC04652-2022-11-02-8595','A478-9','wzBdmyCmxudG', 'UB')
('AC12058-2022-11-01-8683','A483-7','an', 'LB')
('AC22517-2022-11-02-8794','A489-10','mFe', 'UB')
('AC04652-2022-11-02-8601','A478-15','ahvGNzfHL', 'UB')
('AC12058-2022-11-01-8687','A483-11','rEBbhxXeevl', 'SL')
('SL04652-2022-11-02-8682','S362-18','dQYwrrBdAPi', 'MB')
('AC22517-2022-11-01-8594','A478-8','gweaXufcIhqDLL', 'LB')
('SL04652-2022-11-02-8684','S362-20','C', 'LB')
('AC04652-2022-11-02-8605','A479-1','AvqLCOykJR', 'LB')
('AC04652-2022-11-02-8606','A479-2','cCxHzYyaQFYrw', 'LB')
('AC12058-2022-11-01-8692','A483-16','NKaJh', 'UB')
('AC04652-2022-11-02-8607','A479-3','qJBMFiVtlTZtJd', 'UB')
('AC22517-2022-11-02-8803','A490-1','OwhMb', 'LB')
('SL22517-2022-11-02-8668','S362-4','kgahDNGB', 'LB')
('SL22517-2022-11-02-8669','S362-5','jspsQyuacLnlqpG', 'MB')
('AC04652-2022-11-02-8611','A479-7','Uwrh', 'LB')
('AC22517-2022-11-01-8598','A478-12','sMnbKaXhRzmNAu', 'SU')
('AC12058-2022-11-01-8700','A484-6','uNrQWVpWDJzh', 'SU')
('SL22517-2022-11-02-8672','S362-8','bDFuFfK', 'SU')
('SL04652-2022-11-01-8613','S359-21','fWuTceLOjFjjaQ', 'MB')
('SL22517-2022-11-02-8673','S362-9','pt', 'LB')
('AC12058-2022-11-01-8704','A484-10','LLmksqhelRJsEJ', 'UB')
('AC04652-2022-11-02-8616','A479-12','qrJcDdIpn', 'SU')
('AC22517-2022-11-01-8609','A479-5','ta', 'SL')
('SL04652-2022-11-02-8695','S363-7','hwQUqwInnAsaz', 'SL')
('SL12058-2022-11-01-8663','S361-23','QRTjghH', 'SL')
('SL12058-2022-11-01-8664','S361-24','Hcz', 'SU')
('AC22517-2022-11-01-8612','A479-8','dOSeSKIjSFwKqT', 'LB')
('AC12058-2022-11-01-8715','A485-3','dpUCvyMOqqc', 'UB')
('SL04652-2022-11-02-8703','S363-15','u', 'SL')
('AC04652-2022-11-02-8621','A479-17','hdTHEfgXJY', 'SL')
('SL22517-2022-11-02-8687','S362-23','ZdqAAdKlEOPlwUx', 'SL')
('SL22517-2022-11-02-8688','S362-24','mHFg', 'SU')
('AC22517-2022-11-01-8619','A479-15','yFugNSoNADoAwp', 'UB')
('SL22517-2022-11-01-8619','S360-3','QjZkxoEEdMHBWp', 'UB')
('AC04652-2022-11-01-8736','A486-6','Kp', 'SU')
('SL04652-2022-11-01-8626','S360-10','cZlOjaARAa', 'MB')
('AC22517-2022-11-02-8830','A491-10','CsbaPAjqwRBj', 'UB')
('SL04652-2022-11-02-8721','S364-9','khSmEZGpKJSnFgm', 'LB')
('SL12058-2022-11-01-8680','S362-16','rIJTvSUkYODnr', 'SU')
('AC04652-2022-11-02-8630','A480-8','dWSyBFYxzO', 'LB')
('SL04652-2022-11-01-8634','S360-18','BfXkjm', 'MB')
('AC04652-2022-11-02-8631','A480-9','G', 'UB')
('SL22517-2022-11-02-8706','S363-18','sYyz', 'MB')
('SL22517-2022-11-01-8638','S360-22','KEi', 'UB')
('SL22517-2022-11-02-8708','S363-20','dOZkreaml', 'LB')
('SL22517-2022-11-02-8712','S363-24','yGIlxo', 'SU')
('SL04652-2022-11-01-8640','S360-24','Yivdttg', 'SU')
('AC04652-2022-11-02-8640','A480-18','oYt', 'SU')
('AC22517-2022-11-02-8845','A492-7','fsskNpokTOnsT', 'LB')
('AC12058-2022-11-01-8738','A486-8','CebOuaSItEzQSTxn', 'LB')
('AC04652-2022-11-02-8643','A481-3','NSvlhHa', 'UB')
('SL22517-2022-11-02-8720','S364-8','FuzFGDVvqG', 'SU')
('AC12058-2022-11-01-8740','A486-10','SDlOQ', 'UB')
('SL22517-2022-11-01-8645','S361-5','JbCKfNWalAa', 'MB')
('AC04652-2022-11-01-8761','A487-13','WsVaF', 'LB')
('SL22517-2022-11-02-8727','S364-15','HwBVtqkXTuANbAA', 'SL')
('SL04652-2022-11-01-8650','S361-10','PvrWPhazbI', 'MB')
('SL22517-2022-11-01-8650','S361-10','dAA', 'MB')
('SL04652-2022-11-02-8742','S365-6','ckqApSbPLAzMkU', 'UB')
('AC22517-2022-11-02-8856','A492-18','TYgTxaqOXGEcR', 'SU')
('AC22517-2022-11-02-8857','A493-1','L', 'LB')
('AC22517-2022-11-01-8652','A481-12','ISnpFn', 'SU')
('AC22517-2022-11-02-8860','A493-4','ynxvJrooPSESC', 'UB')
('AC22517-2022-11-02-8861','A493-5','EBpFpikGARM', 'SL')
('SL22517-2022-11-01-8658','S361-18','rtGpggcJjOWoTdGh', 'MB')
('AC04652-2022-11-01-8767','A488-1','fekT', 'LB')
('AC22517-2022-11-01-8656','A481-16','RqofvpIZlik', 'UB')
('SL12058-2022-11-01-8701','S363-13','tPQ', 'MB')
('SL22517-2022-11-01-8662','S361-22','eeKAfG', 'UB')
('AC04652-2022-11-01-8771','A488-5','uPhFJIAEfh', 'SL')
('SL04652-2022-11-01-8662','S361-22','ZV', 'UB')
('SL22517-2022-11-01-8666','S362-2','K', 'MB')
('SL04652-2022-11-02-8759','S365-23','HYoXTLI', 'SL')
('SL04652-2022-11-02-8760','S365-24','aATELDUO', 'SU')
('SL22517-2022-11-01-8668','S362-4','IWTGLcGU', 'LB')
('SL04652-2022-11-02-8762','S366-2','nERSUUhliT', 'MB')
('SL22517-2022-11-01-8670','S362-6','KNyvnKCsJukJv', 'UB')
('AC22517-2022-11-01-8663','A482-5','oiztKSdxEk', 'SL')
('AC22517-2022-11-01-8664','A482-6','FsiRqxynGWIkIR', 'SU')
('SL12058-2022-11-01-8709','S363-21','uXjmYdwlZqjjAqQ', 'MB')
('AC04652-2022-11-02-8666','A482-8','fLpxAQ', 'LB')
('SL22517-2022-11-02-8755','S365-19','OphRY', 'UB')
('SL22517-2022-11-01-8679','S362-15','cJmmHl', 'SL')
('AC22517-2022-11-02-8884','A494-10','HzVYVtsvIfCC', 'UB')
('AC22517-2022-11-02-8885','A494-11','WzopAKT', 'SL')
('SL04652-2022-11-01-8674','S362-10','skcQcdDZfh', 'MB')
('AC12058-2022-11-01-8766','A487-18','wKKAUNSPTG', 'SU')
('SL04652-2022-11-01-8676','S362-12','FcycOyNvQO', 'LB')
('AC04652-2022-11-01-8792','A489-8','k', 'LB')
('AC22517-2022-11-02-8890','A494-16','Nba', 'UB')
('SL04652-2022-11-01-8677','S362-13','mcsS', 'MB')
('AC12058-2022-11-01-8769','A488-3','tKYQ', 'UB')
('SL12058-2022-11-01-8723','S364-11','OZScF', 'UB')
('AC04652-2022-11-01-8796','A489-12','afbiWLIFMRPrfWKn', 'SU')
('SL04652-2022-11-01-8681','S362-17','PdvzZqfqTdGsDjoO', 'LB')
('SL12058-2022-11-01-8727','S364-15','vtQTEHP', 'SL')
('SL22517-2022-11-01-8691','S363-3','BmjmYFyXHmyAdNxs', 'UB')
('SL22517-2022-11-02-8771','S366-11','QxDNQvrpwsSMdLXw', 'UB')
('AC22517-2022-11-01-8682','A483-6','O', 'SU')
('AC22517-2022-11-01-8683','A483-7','cEaQFQmherkeE', 'LB')
('SL04652-2022-11-01-8685','S362-21','yy', 'MB')
('SL04652-2022-11-02-8785','S367-1','RVql', 'LB')
('AC22517-2022-11-01-8685','A483-9','E', 'UB')
('SL04652-2022-11-01-8688','S362-24','HqKEoyun', 'SU')
('SL04652-2022-11-01-8689','S363-1','rQA', 'LB')
('AC04652-2022-11-01-8809','A490-7','eEkkPp', 'LB')
('SL22517-2022-11-01-8696','S363-8','vNMYSPdKmbA', 'SU')
('AC12058-2022-11-01-8778','A488-12','gsQWNv', 'SU')
('AC04652-2022-11-01-8813','A490-11','X', 'SL')
('SL12058-2022-11-01-8743','S365-7','dwuNFv', 'SL')
('AC22517-2022-11-01-8692','A483-16','LmYNNuFYgEn', 'UB')
('AC22517-2022-11-01-8693','A483-17','erslwRYNQu', 'SL')
('AC22517-2022-11-01-8694','A483-18','olE', 'SU')
('SL22517-2022-11-01-8702','S363-14','lNhXy', 'UB')
('AC04652-2022-11-02-8686','A483-10','YMyPedxfdzwMGoPm', 'UB')
('SL22517-2022-11-01-8703','S363-15','QWXNaOWFW', 'SL')
('AC22517-2022-11-02-8910','A495-18','AsnxXcvaSbyPrZp', 'SU')
('AC22517-2022-11-01-8698','A484-4','JosgMWt', 'UB')
('SL04652-2022-11-02-8798','S367-14','CSUFJRwDbFVJMNWu', 'UB')
('SL22517-2022-11-02-8787','S367-3','bzB', 'UB')
('SL04652-2022-11-02-8799','S367-15','hQ', 'SL')
('AC12058-2022-11-01-8788','A489-4','aNZqOizZHD', 'UB')
('AC04652-2022-11-02-8694','A483-18','dkhP', 'SU')
('SL04652-2022-11-02-8802','S367-18','nlbkiW', 'MB')
('SL12058-2022-11-01-8752','S365-16','PMcicyFlFVeD', 'SU')
('SL04652-2022-11-02-8804','S367-20','KmiCr', 'LB')
('AC12058-2022-11-01-8791','A489-7','siApUqVkA', 'LB')
('SL04652-2022-11-01-8706','S363-18','VSazRz', 'MB')
('AC12058-2022-11-01-8793','A489-9','xRRXwtMgQUggFht', 'UB')
('AC22517-2022-11-01-8709','A484-15','GPhQXAhDmG', 'UB')
('AC04652-2022-11-01-8831','A491-11','OkUNCjUrS', 'SL')
('SL04652-2022-11-01-8709','S363-21','WsU', 'MB')
('AC04652-2022-11-01-8833','A491-13','Faig', 'LB')
('AC22517-2022-11-02-8923','A496-13','sFSG', 'LB')
('AC12058-2022-11-01-8795','A489-11','RFMNLXVcGdrHT', 'SL')
('AC12058-2022-11-01-8796','A489-12','gBAES', 'SU')
('SL22517-2022-11-01-8713','S364-1','ZkQVrsRkns', 'LB')
('AC12058-2022-11-01-8798','A489-14','C', 'LB')
('AC04652-2022-11-01-8838','A491-18','laOERtcoppGjJ', 'SU')
('AC04652-2022-11-01-8839','A492-1','keNkrnwAZr', 'LB')
('SL04652-2022-11-02-8822','S368-14','ItofZh', 'UB')
('AC22517-2022-11-01-8714','A485-2','uyvQfZ', 'LB')
('AC04652-2022-11-01-8843','A492-5','oxZYPuhp', 'SL')
('AC22517-2022-11-01-8716','A485-4','qBHXnhDy', 'UB')
('SL12058-2022-11-01-8761','S366-1','mgnwcr', 'LB')
('SL22517-2022-11-02-8805','S367-21','LPEjFtgn', 'MB')
('AC22517-2022-11-01-8718','A485-6','V', 'SU')
('SL04652-2022-11-01-8720','S364-8','rl', 'SU')
('AC12058-2022-11-01-8804','A490-2','ZZI', 'LB')
('AC22517-2022-11-02-8931','A497-3','I', 'UB')
('SL22517-2022-11-01-8725','S364-13','bouKZglurVEVHXyn', 'MB')
('AC22517-2022-11-01-8721','A485-9','ztaWXPVFhqfr', 'UB')
('AC12058-2022-11-01-8809','A490-7','HX', 'LB')
('AC04652-2022-11-02-8739','A486-9','XyaueDSwJAgyF', 'UB')
('SL04652-2022-11-02-8864','S370-8','mgwdYIGRYW', 'SU')
