('SL22517-2022-11-01-3','S1-3','aGlHy', 'UB')
('SL04652-2022-11-01-1978','S83-10','cKGgHUOhDtoyMEh', 'MB')
('SL04652-2022-11-01-1980','S83-12','zzLXpaBsuDTr', 'LB')
('SL22517-2022-11-02-1996','S84-4','VMfmZQdPtAbjmTV', 'LB')
('SL22517-2022-11-02-2005','S84-13','xcRbui', 'MB')
('SL04652-2022-11-02-1940','S81-20','ZIKNijb', 'LB')
('SL12058-2022-11-01-1956','S82-12','wFDfOFbp', 'LB')
('AC22517-2022-11-02-2025','A113-9','PoLWk', 'UB')
('SL12058-2022-11-01-1958','S82-14','HVZIUXAqinVSJwPM', 'UB')
('SL04652-2022-11-02-1951','S82-7','ZMSAztk', 'SL')
('AC04652-2022-11-02-1972','A110-10','nvuCxSRcDlUhYZmT', 'UB')
('AC12058-2022-11-01-2033','A113-17','RXjgOxOUyqXiYQ', 'SL')
('AC12058-2022-11-01-2034','A113-18','VgCUMbLXCPexoc', 'SU')
('AC22517-2022-11-01-1969','A110-7','IlAaqPURfZSyj', 'LB')
('SL12058-2022-11-01-2017','S85-1','Euf', 'LB')
('SL22517-2022-11-01-2055','S86-15','XASO', 'SL')
('SL04652-2022-11-01-2067','S87-3','fgigKaydqxa', 'UB')
('AC22517-2022-11-02-2079','A116-9','Yt', 'UB')
('AC04652-2022-11-02-2014','A112-16','QKlyoMQGePhCe', 'UB')
('AC04652-2022-11-01-2109','A118-3','YUimlu', 'UB')
('SL04652-2022-11-02-2037','S85-21','fVfFtkoTccPuJc', 'MB')
('SL04652-2022-11-02-2045','S86-5','ZRMNbFG', 'MB')
('AC04652-2022-11-01-2118','A118-12','TMikGUbrG', 'SU')
('SL22517-2022-11-02-2101','S88-13','lMHPbyTqFFEjkCrR', 'MB')
('AC12058-2022-11-01-2081','A116-11','YyuMawdcKDYSZmf', 'SL')
('SL04652-2022-11-02-2050','S86-10','liDFpJOARgZa', 'MB')
('AC04652-2022-11-02-2028','A113-12','oHVQMINtGVmasxPS', 'SU')
('AC04652-2022-11-01-2120','A118-14','OgawWVWY', 'LB')
('AC22517-2022-11-01-2009','A112-11','PaqpbuvCUKDfz', 'SL')
('SL12058-2022-11-01-2061','S86-21','zgAkYEmvzpUhtf', 'MB')
('SL22517-2022-11-01-2097','S88-9','U', 'LB')
('SL22517-2022-11-01-2098','S88-10','HZbwbYtuVxTFivG', 'MB')
('SL22517-2022-11-01-2099','S88-11','rvgkyLcUIs', 'UB')
('SL22517-2022-11-01-2101','S88-13','gLRYerpX', 'MB')
('SL12058-2022-11-01-2064','S86-24','RUdRyspyJPKI', 'SU')
('AC22517-2022-11-02-2127','A119-3','B', 'UB')
('AC04652-2022-11-01-2127','A119-3','jgoalDumeonUgzxC', 'UB')
('SL22517-2022-11-01-2104','S88-16','bXFN', 'SU')
('SL12058-2022-11-01-2073','S87-9','YPQdWWy', 'LB')
('AC04652-2022-11-02-2038','A114-4','UckDKdDLTx', 'UB')
('SL22517-2022-11-01-2107','S88-19','xcxIa', 'UB')
('AC04652-2022-11-01-2135','A119-11','cRsUmsiJtURCA', 'SL')
('SL12058-2022-11-01-2086','S87-22','hBGx', 'UB')
('SL04652-2022-11-01-2129','S89-17','wNeszeag', 'LB')
('AC04652-2022-11-01-2144','A120-2','DEqRhA', 'LB')
('SL22517-2022-11-02-2131','S89-19','AvbiyW', 'UB')
('AC04652-2022-11-01-2150','A120-8','qgkruVKoc', 'LB')
('AC22517-2022-11-02-2142','A119-18','S', 'SU')
('SL04652-2022-11-01-2138','S90-2','EQAUOVn', 'MB')
('AC22517-2022-11-01-2042','A114-8','AnekVEfBfUMOBx', 'LB')
('AC12058-2022-11-01-2103','A117-15','Xo', 'UB')
('AC12058-2022-11-01-2104','A117-16','djczlCgobzJjax', 'UB')
('SL12058-2022-11-01-2096','S88-8','OE', 'SU')
('SL22517-2022-11-01-2132','S89-20','pbXLyqgBoKLApnPU', 'LB')
('SL04652-2022-11-01-2145','S90-9','cAGBViyat', 'LB')
('SL12058-2022-11-01-2105','S88-17','UIuLe', 'LB')
('AC22517-2022-11-02-2156','A120-14','lQfklKlqPunkmDvT', 'LB')
('AC04652-2022-11-01-2170','A121-10','aErKYAyVXLHdJ', 'UB')
('AC12058-2022-11-01-2114','A118-8','kNHhljwFNnvYFnt', 'LB')
('SL04652-2022-11-02-2108','S88-20','kSuezyyaMWdetpco', 'LB')
('SL04652-2022-11-02-2109','S88-21','oUyAVQqOOqTdhckA', 'MB')
('AC22517-2022-11-01-2059','A115-7','avkDPKNdp', 'LB')
('AC04652-2022-11-01-2177','A121-17','Gu', 'SL')
('AC12058-2022-11-01-2118','A118-12','BGigbrnQUDgQkJxv', 'SU')
('SL04652-2022-11-02-2114','S89-2','OkjdeAnraV', 'MB')
('SL12058-2022-11-01-2119','S89-7','JRwcccjNfWV', 'SL')
('AC04652-2022-11-02-2079','A116-9','Pbh', 'UB')
('SL22517-2022-11-01-2153','S90-17','BooUUhCg', 'LB')
('AC12058-2022-11-01-2121','A118-15','mPAhgeEOOo', 'UB')
('AC22517-2022-11-01-2068','A115-16','HQjOGCplFaQxZzPO', 'UB')
('AC22517-2022-11-02-2170','A121-10','vQbKAuFm', 'UB')
('SL22517-2022-11-02-2160','S90-24','teePDFGQDXGRPCb', 'SU')
('AC22517-2022-11-02-2173','A121-13','EnWStoMyBS', 'LB')
('SL22517-2022-11-02-2162','S91-2','mx', 'MB')
('AC22517-2022-11-02-2176','A121-16','vaVqYMqPGH', 'UB')
('SL22517-2022-11-02-2165','S91-5','zQVoLNR', 'MB')
('SL22517-2022-11-02-2166','S91-6','uotD', 'UB')
('AC12058-2022-11-01-2129','A119-5','J', 'SL')
('SL22517-2022-11-01-2161','S91-1','HOumySWDpFxcaFVQ', 'LB')
('SL04652-2022-11-02-2133','S89-21','VBVZ', 'MB')
('AC04652-2022-11-02-2098','A117-10','qFzbgKaCRoe', 'UB')
('AC12058-2022-11-01-2136','A119-12','K', 'SU')
('SL04652-2022-11-02-2139','S90-3','PNoDIAnsVhdgro', 'UB')
('AC22517-2022-11-01-2081','A116-11','YZlsmYUrz', 'SL')
('SL12058-2022-11-01-2135','S89-23','tfGITbHGWGLsWW', 'SL')
('AC04652-2022-11-02-2108','A118-2','CXSgPbMfibfpVybh', 'LB')
('AC04652-2022-11-02-2109','A118-3','KMr', 'UB')
('AC22517-2022-11-02-2202','A123-6','CqHGHm', 'SU')
('SL12058-2022-11-01-2144','S90-8','cgXZk', 'SU')
('AC12058-2022-11-01-2152','A120-10','KRGIkI', 'UB')
('AC04652-2022-11-02-2116','A118-10','zetUPkqnnOGjsNt', 'UB')
('SL04652-2022-11-02-2151','S90-15','X', 'SL')
('SL22517-2022-11-02-2189','S92-5','keCM', 'MB')
('AC04652-2022-11-01-2225','A124-11','hIUj', 'SL')
('AC12058-2022-11-01-2166','A121-6','Fg', 'SU')
('SL04652-2022-11-02-2166','S91-6','ieJRMIZymliDLY', 'UB')
('AC04652-2022-11-02-2131','A119-7','Cx', 'LB')
('SL22517-2022-11-02-2199','S92-15','ZELERspWgQw', 'SL')
('SL04652-2022-11-01-2201','S92-17','Uw', 'LB')
('SL12058-2022-11-01-2166','S91-6','p', 'UB')
('SL04652-2022-11-01-2202','S92-18','JWMN', 'MB')
('SL22517-2022-11-01-2207','S92-23','EfNEmQLhlcSoG', 'SL')
('SL12058-2022-11-01-2175','S91-15','TN', 'SL')
('AC22517-2022-11-02-2252','A126-2','RuvNcNScuCRp', 'LB')
('SL22517-2022-11-01-2236','S94-4','bXiXuoEq', 'LB')
('SL22517-2022-11-02-2252','S94-20','ZEICnPeG', 'LB')
('SL04652-2022-11-01-2250','S94-18','CjUhsrFLZVp', 'MB')
('AC22517-2022-11-02-2264','A126-14','bIfuSPfwsdGuExP', 'LB')
('SL12058-2022-11-01-2218','S93-10','lqllfl', 'MB')
('AC04652-2022-11-02-2172','A121-12','NzX', 'SU')
('SL04652-2022-11-02-2224','S93-16','IDFJljWHeilflrgN', 'SU')
('SL22517-2022-11-02-2260','S95-4','gBWWogMLfsbBGNac', 'LB')
('AC04652-2022-11-02-2176','A121-16','IryqT', 'UB')
('SL22517-2022-11-01-2265','S95-9','CjAXbPOtTfg', 'LB')
('SL22517-2022-11-02-2276','S95-20','WpHQjtycnevSjjab', 'LB')
('SL12058-2022-11-01-2239','S94-7','tweAvsiMIGTaQ', 'SL')
('AC22517-2022-11-01-2178','A121-18','vL', 'SU')
('AC22517-2022-11-02-2289','A128-3','UVtmgrFKZd', 'UB')
('SL22517-2022-11-02-2280','S95-24','hboMDtBNQSq', 'SU')
('SL22517-2022-11-01-2278','S95-22','xTuwxbr', 'UB')
('SL04652-2022-11-02-2251','S94-19','u', 'UB')
('SL12058-2022-11-01-2247','S94-15','lVZDD', 'SL')
('AC04652-2022-11-02-2210','A123-14','ES', 'LB')
('SL04652-2022-11-02-2261','S95-5','gjIowzQw', 'MB')
('SL04652-2022-11-02-2262','S95-6','lgnQQqDTYYb', 'UB')
('SL04652-2022-11-02-2263','S95-7','SXNKReRfsxEo', 'SL')
('AC04652-2022-11-01-2310','A129-6','VcPyr', 'SU')
('AC12058-2022-11-01-2258','A126-8','SvTnefSBqzC', 'LB')
('AC12058-2022-11-01-2312','A129-8','qJO', 'LB')
('SL12058-2022-11-01-2302','S96-22','Wz', 'UB')
('AC22517-2022-11-01-2265','A126-15','MqbjqFfQXBVP', 'UB')
('SL04652-2022-11-01-2369','S99-17','UzUmjj', 'LB')
('AC22517-2022-11-01-2267','A126-17','zaDES', 'SL')
('SL04652-2022-11-01-2371','S99-19','qJ', 'UB')
('AC04652-2022-11-01-2395','A134-1','XERuQiT', 'LB')
('SL22517-2022-11-01-2369','S99-17','Rw', 'LB')
('SL04652-2022-11-02-2340','S98-12','ITPGcHeMZZg', 'LB')
('AC22517-2022-11-01-2272','A127-4','ktdYKcmiReCF', 'UB')
('SL04652-2022-11-01-2375','S99-23','CghCqczFOHKWC', 'SL')
('SL04652-2022-11-01-2376','S99-24','curysxC', 'SU')
('SL04652-2022-11-01-2377','S100-1','FpPQE', 'LB')
('SL22517-2022-11-01-2373','S99-21','rPOlEymgr', 'MB')
('AC04652-2022-11-02-2311','A129-7','xnZOeYKBOxy', 'LB')
('SL22517-2022-11-02-2374','S99-22','BYrJuJsAKOoaqwVR', 'UB')
('AC12058-2022-11-01-2358','A131-18','M', 'SU')
('SL04652-2022-11-02-2344','S98-16','mBnh', 'SU')
('SL04652-2022-11-02-2345','S98-17','PiqYWC', 'LB')
('SL22517-2022-11-02-2377','S100-1','Osnytrg', 'LB')
('SL04652-2022-11-01-2382','S100-6','pmkAyuw', 'UB')
('SL04652-2022-11-01-2384','S100-8','yAsqbzVNNuSaEV', 'SU')
('SL12058-2022-11-01-2355','S99-3','RehxwDqqjDkZTYC', 'UB')
('AC04652-2022-11-01-2402','A134-8','RzrckqmbkUcwcjB', 'LB')
('SL04652-2022-11-01-2387','S100-11','OeJHXBBJLG', 'UB')
('SL22517-2022-11-02-2386','S100-10','SKJxeS', 'MB')
('SL12058-2022-11-01-2357','S99-5','wyhjiPudPuMQiuf', 'MB')
('AC04652-2022-11-02-2340','A130-18','iDpBDdgIskypKH', 'SU')
('AC22517-2022-11-01-2308','A129-4','eaSpAXxZdVDeUJtP', 'UB')
('AC22517-2022-11-01-2309','A129-5','gkWZOabeOfM', 'SL')
('SL22517-2022-11-02-2412','S101-12','uIemLFUsCcr', 'LB')
('SL12058-2022-11-01-2385','S100-9','HolQIPDSFv', 'LB')
('AC04652-2022-11-01-2439','A136-9','MkBga', 'UB')
('AC04652-2022-11-01-2440','A136-10','TarCuq', 'UB')
('AC04652-2022-11-02-2351','A131-11','Lyw', 'SL')
('SL22517-2022-11-02-2417','S101-17','mjSrlm', 'LB')
('SL22517-2022-11-02-2418','S101-18','VseZOTuTGakyek', 'MB')
('SL22517-2022-11-01-2410','S101-10','snuZoJb', 'MB')
('SL22517-2022-11-01-2411','S101-11','hFnBnyfW', 'UB')
('SL04652-2022-11-02-2401','S101-1','rcvmUv', 'LB')
('SL22517-2022-11-01-2427','S102-3','mk', 'UB')
('AC22517-2022-11-02-2440','A136-10','xYHwVwjZKpG', 'UB')
('AC04652-2022-11-01-2457','A137-9','tczlACGaRiUfHgaR', 'UB')
('AC22517-2022-11-02-2441','A136-11','ywOSIWAFljirwgBX', 'SL')
('SL22517-2022-11-01-2428','S102-4','VMl', 'LB')
('AC22517-2022-11-02-2443','A136-13','FAssKhVrUld', 'LB')
('AC22517-2022-11-02-2444','A136-14','FaRRIzcibP', 'LB')
('AC22517-2022-11-01-2336','A130-14','zRUqn', 'LB')
('SL22517-2022-11-02-2441','S102-17','utI', 'LB')
('SL12058-2022-11-01-2399','S100-23','BagPJCHmYMS', 'SL')
('SL04652-2022-11-01-2426','S102-2','xvIVddNvQrm', 'MB')
('AC04652-2022-11-01-2465','A137-17','AS', 'SL')
('AC04652-2022-11-01-2466','A137-18','IjEjzlAc', 'SU')
('AC12058-2022-11-01-2413','A135-1','pPFyayubNXwfGVd', 'LB')
('AC04652-2022-11-02-2381','A133-5','DzpSUkXuj', 'SL')
('AC22517-2022-11-02-2446','A136-16','WIYtrmPXXhQw', 'UB')
('SL12058-2022-11-01-2403','S101-3','ynPOYHNK', 'UB')
('SL12058-2022-11-01-2404','S101-4','YUzwBaFkR', 'LB')
('AC04652-2022-11-02-2384','A133-8','FGFuREtpEH', 'LB')
('SL22517-2022-11-02-2454','S103-6','Wv', 'UB')
('AC12058-2022-11-01-2421','A135-9','zRMnvAH', 'UB')
('SL04652-2022-11-01-2436','S102-12','bDMJGwqtfaTkR', 'LB')
('SL04652-2022-11-01-2437','S102-13','HpgiStUHWsKQtdn', 'MB')
('SL04652-2022-11-01-2438','S102-14','WWcvtcGHjRG', 'UB')
('SL12058-2022-11-01-2412','S101-12','t', 'LB')
('AC12058-2022-11-01-2431','A136-1','wgBCIJ', 'LB')
('SL22517-2022-11-01-2452','S103-4','iMN', 'LB')
('AC04652-2022-11-01-2488','A139-4','xRnMriAvjC', 'UB')
('SL04652-2022-11-02-2435','S102-11','VWU', 'UB')
('SL22517-2022-11-01-2459','S103-11','EeZAXazBhanha', 'UB')
('AC12058-2022-11-01-2437','A136-7','aNSRqicixLjw', 'LB')
('SL22517-2022-11-01-2461','S103-13','HyMoVadWu', 'MB')
('AC22517-2022-11-02-2467','A138-1','U', 'LB')
('AC04652-2022-11-02-2414','A135-2','oRXtRMGnVY', 'LB')
('AC12058-2022-11-01-2441','A136-11','RPnuKVVg', 'SL')
('AC04652-2022-11-01-2496','A139-12','IrT', 'SU')
('SL22517-2022-11-01-2463','S103-15','tRI', 'SL')
('AC04652-2022-11-02-2417','A135-5','AtVbw', 'SL')
('AC04652-2022-11-02-2418','A135-6','pLFELdCACtF', 'SU')
('SL04652-2022-11-01-2465','S103-17','TDZOn', 'LB')
('AC22517-2022-11-02-2473','A138-7','Ir', 'LB')
('SL12058-2022-11-01-2432','S102-8','QqdCk', 'SU')
('AC22517-2022-11-01-2366','A132-8','cdBWMLePO', 'LB')
('AC04652-2022-11-01-2499','A139-15','nrQlsSmGnGEIk', 'UB')
('AC22517-2022-11-01-2368','A132-10','ymFu', 'UB')
('SL04652-2022-11-02-2447','S102-23','fEZGDwSH', 'SL')
('SL12058-2022-11-01-2437','S102-13','Wvf', 'MB')
('AC04652-2022-11-02-2421','A135-9','mDvhDvq', 'UB')
('SL22517-2022-11-01-2473','S104-1','WiQLRoCRZ', 'LB')
('AC12058-2022-11-01-2451','A137-3','TAfWDpllCH', 'UB')
('AC12058-2022-11-01-2452','A137-4','jJoKMGebbGBwuKbl', 'UB')
('SL04652-2022-11-01-2473','S104-1','zHNYkkOsM', 'LB')
('SL22517-2022-11-01-2479','S104-7','GDK', 'SL')
('SL04652-2022-11-01-2479','S104-7','KrrtNvUenrH', 'SL')
('AC22517-2022-11-01-2377','A133-1','kjWlW', 'LB')
('SL12058-2022-11-01-2446','S102-22','kouNZWvcBaZ', 'UB')
('AC22517-2022-11-02-2484','A138-18','ghDFF', 'SU')
('SL04652-2022-11-01-2483','S104-11','UzRn', 'UB')
('AC22517-2022-11-01-2381','A133-5','icmzaRTjezPMx', 'SL')
('SL12058-2022-11-01-2448','S102-24','YgIvvBu', 'SU')
('AC22517-2022-11-01-2382','A133-6','IQrq', 'SU')
('SL04652-2022-11-01-2487','S104-15','WboTFnHo', 'SL')
('SL04652-2022-11-01-2489','S104-17','BfomrGyK', 'LB')
('SL12058-2022-11-01-2450','S103-2','mSR', 'MB')
('AC04652-2022-11-01-2518','A140-16','GxeRw', 'UB')
('AC04652-2022-11-02-2432','A136-2','jLZfGZrZUbdXTzx', 'LB')
('SL22517-2022-11-01-2486','S104-14','JwovUUHNVfyT', 'UB')
('SL12058-2022-11-01-2453','S103-5','oKdllvkFTSmABj', 'MB')
('AC22517-2022-11-01-2391','A133-15','tnm', 'UB')
('SL22517-2022-11-01-2488','S104-16','paRtZjcHkedcbZ', 'SU')
('AC22517-2022-11-01-2393','A133-17','CRdzyVsgMySkRv', 'SL')
('AC04652-2022-11-02-2436','A136-6','Sg', 'SU')
('AC22517-2022-11-02-2498','A139-14','enepYEFZgVegIX', 'LB')
('AC12058-2022-11-01-2482','A138-16','qxXbYLrdwJhU', 'UB')
('SL04652-2022-11-02-2469','S103-21','cufWGFTPis', 'MB')
('AC04652-2022-11-02-2439','A136-9','AvqNh', 'UB')
('SL12058-2022-11-01-2482','S104-10','wALKCezGzmUIJPy', 'MB')
('AC04652-2022-11-02-2461','A137-13','jQampyGVjMuaZQYf', 'LB')
('AC04652-2022-11-01-2553','A142-15','FVxYLP', 'UB')
('AC04652-2022-11-02-2468','A138-2','UaPwJi', 'LB')
('AC22517-2022-11-02-2539','A142-1','CNg', 'LB')
('SL04652-2022-11-01-2536','S106-16','cc', 'SU')
('AC22517-2022-11-01-2422','A135-10','GWfzCODTeS', 'UB')
('AC12058-2022-11-01-2523','A141-3','sflY', 'UB')
('SL04652-2022-11-01-2539','S106-19','gNMiuDVDW', 'UB')
('SL04652-2022-11-02-2502','S105-6','fRjR', 'UB')
('SL12058-2022-11-01-2498','S105-2','ZVM', 'MB')
('SL22517-2022-11-02-2542','S106-22','ISkYVTHYRCJH', 'UB')
('AC22517-2022-11-02-2551','A142-13','BlOXtTMlhPaqL', 'LB')
('SL22517-2022-11-01-2530','S106-10','AUThxK', 'MB')
('AC22517-2022-11-02-2554','A142-16','amlUZ', 'UB')
('AC04652-2022-11-02-2485','A139-1','gkSe', 'LB')
('AC22517-2022-11-02-2557','A143-1','MHSkighaVUfyi', 'LB')
('SL22517-2022-11-02-2550','S107-6','VJhYiXzpoRTHHWfD', 'UB')
('SL12058-2022-11-01-2519','S105-23','lVaqhYrgJHUf', 'SL')
('SL22517-2022-11-01-2542','S106-22','nQPDuIepToZl', 'UB')
('AC04652-2022-11-02-2503','A140-1','OJDyUlGZkMctYge', 'LB')
('SL04652-2022-11-02-2523','S106-3','wvB', 'UB')
('AC04652-2022-11-02-2506','A140-4','eGDVDqeZeBTr', 'UB')
('SL12058-2022-11-01-2528','S106-8','WBR', 'SU')
('AC22517-2022-11-02-2585','A144-11','yWCTZitEMrBbJZYH', 'SL')
('AC22517-2022-11-02-2586','A144-12','okq', 'SU')
('AC04652-2022-11-01-2609','A145-17','TiqvysmTF', 'SL')
('SL22517-2022-11-01-2558','S107-14','YYVburttoBRhZ', 'UB')
('SL04652-2022-11-01-2576','S108-8','HbXoUKvT', 'SU')
('AC04652-2022-11-01-2614','A146-4','bbwFP', 'UB')
('AC04652-2022-11-01-2617','A146-7','obLwQKoWdE', 'LB')
('SL12058-2022-11-01-2544','S106-24','LPTyDnLVfhwbA', 'SU')
('SL04652-2022-11-02-2539','S106-19','LuJYuVt', 'UB')
('AC22517-2022-11-02-2598','A145-6','IJVEWvbLdHCYxoez', 'SU')
('SL04652-2022-11-02-2545','S107-1','LQLWx', 'LB')
('AC04652-2022-11-02-2530','A141-10','PWWEJRNYH', 'UB')
('AC22517-2022-11-02-2602','A145-10','tHbdqdGLwvOvwHL', 'UB')
('AC04652-2022-11-01-2628','A146-18','PVDF', 'SU')
('SL04652-2022-11-01-2588','S108-20','ZpqcQhmzV', 'LB')
('AC04652-2022-11-02-2532','A141-12','o', 'SU')
('AC04652-2022-11-02-2533','A141-13','v', 'LB')
('AC04652-2022-11-02-2534','A141-14','CekmuRFXDhDA', 'LB')
('SL04652-2022-11-01-2595','S109-3','vClIyXVOuMOznT', 'UB')
('AC22517-2022-11-01-2472','A138-6','QxAFjEK', 'SU')
('AC04652-2022-11-02-2546','A142-8','MU', 'LB')
('AC04652-2022-11-01-2650','A148-4','hRQZJDAKtqHaiDuN', 'UB')
('AC04652-2022-11-01-2651','A148-5','AJl', 'SL')
('AC04652-2022-11-01-2652','A148-6','n', 'SU')
('SL22517-2022-11-01-2597','S109-5','Kfq', 'MB')
('SL04652-2022-11-02-2566','S107-22','KiJIBKNarws', 'UB')
('SL04652-2022-11-01-2620','S110-4','FtqqCCsoKH', 'LB')
('AC22517-2022-11-02-2624','A146-14','GPHnSiGHsSAXKvEg', 'LB')
('SL22517-2022-11-01-2608','S109-16','beeCNuz', 'SU')
('AC22517-2022-11-01-2491','A139-7','jOdsuSNVrUlTZr', 'LB')
('SL22517-2022-11-02-2621','S110-5','jsXhnIrbkRhN', 'MB')
('SL04652-2022-11-01-2626','S110-10','Er', 'MB')
('SL22517-2022-11-01-2610','S109-18','eBnzWvdyBDvdxSR', 'MB')
('AC04652-2022-11-01-2670','A149-6','PczvRMfgYn', 'SU')
('AC04652-2022-11-01-2671','A149-7','fruiTZmT', 'LB')
('AC04652-2022-11-01-2672','A149-8','ZcpISlLFPEI', 'LB')
('AC22517-2022-11-02-2639','A147-11','XG', 'SL')
('SL22517-2022-11-02-2633','S110-17','RRRBYMDQaZ', 'LB')
('SL04652-2022-11-02-2582','S108-14','xWNoikFvZEfpHVdM', 'UB')
('SL04652-2022-11-01-2632','S110-16','GlIoTLOFRmebWzoK', 'SU')
('SL04652-2022-11-01-2633','S110-17','WyD', 'LB')
('SL22517-2022-11-02-2639','S110-23','tjy', 'SL')
('AC12058-2022-11-01-2615','A146-5','rVTO', 'SL')
('AC22517-2022-11-02-2643','A147-15','ntrndqiWKiFp', 'UB')
('SL04652-2022-11-02-2590','S108-22','y', 'UB')
('SL04652-2022-11-01-2639','S110-23','aFRSSvrisjbYWQ', 'SL')
('SL22517-2022-11-02-2646','S111-6','wWCvKKFYmBNDGMv', 'UB')
('SL22517-2022-11-01-2627','S110-11','yUOmB', 'UB')
('AC12058-2022-11-01-2621','A146-11','iYTncxTyD', 'SL')
('AC22517-2022-11-01-2513','A140-11','pOVUI', 'SL')
('SL22517-2022-11-01-2629','S110-13','Bg', 'MB')
('AC22517-2022-11-02-2653','A148-7','LOBEZdq', 'LB')
('AC12058-2022-11-01-2623','A146-13','ytnpqAMgP', 'LB')
('SL22517-2022-11-02-2656','S111-16','omtzGs', 'SU')
('AC12058-2022-11-01-2626','A146-16','AwBfEgaXYAPDiL', 'UB')
('SL04652-2022-11-01-2656','S111-16','aevgxioLyzpr', 'SU')
('SL04652-2022-11-02-2602','S109-10','YQftoWlIavjvJ', 'MB')
('AC22517-2022-11-02-2667','A149-3','RRQjfwyDoX', 'UB')
('AC22517-2022-11-01-2520','A140-18','mxHlKpt', 'SU')
('AC22517-2022-11-01-2521','A141-1','wvEbnfsOfnsUGQ', 'LB')
('SL12058-2022-11-01-2617','S110-1','fkUWmcbHOTaJEfoZ', 'LB')
('AC22517-2022-11-01-2524','A141-4','hvjHSwF', 'UB')
('SL22517-2022-11-01-2645','S111-5','pmlmiBfyVNpUJkW', 'MB')
('SL04652-2022-11-02-2614','S109-22','eJ', 'UB')
('AC04652-2022-11-01-2703','A151-3','oUe', 'UB')
('SL12058-2022-11-01-2621','S110-5','RgybnAKozT', 'MB')
('SL12058-2022-11-01-2623','S110-7','jcOtXQMgN', 'SL')
('AC22517-2022-11-01-2529','A141-9','fpszmMBfoi', 'UB')
('AC22517-2022-11-01-2531','A141-11','rmpyfOKKEmVMB', 'SL')
('SL04652-2022-11-01-2667','S112-3','mqlvgrc', 'UB')
('AC22517-2022-11-01-2532','A141-12','MreDbt', 'SU')
('SL22517-2022-11-01-2653','S111-13','tzCgYCAneCvWLSm', 'MB')
('SL04652-2022-11-02-2620','S110-4','voNpMDmRqYWuAltr', 'LB')
('SL04652-2022-11-02-2621','S110-5','uVEzbIND', 'MB')
('SL22517-2022-11-02-2674','S112-10','xHLJiRutuDf', 'MB')
('AC04652-2022-11-02-2603','A145-11','NuBKfqbbxz', 'SL')
('AC04652-2022-11-01-2719','A152-1','LkhFlDpKbYCWRUH', 'LB')
('SL22517-2022-11-02-2676','S112-12','MXyJcmDtFNVjSeL', 'LB')
('AC04652-2022-11-02-2608','A145-16','NGkjTVrZphHdVbWJ', 'UB')
('AC12058-2022-11-01-2673','A149-9','kIKaXDHUR', 'UB')
('SL04652-2022-11-02-2651','S111-11','dGecIQHbfFHVjPaB', 'UB')
('SL22517-2022-11-01-2675','S112-11','jGc', 'UB')
('SL22517-2022-11-02-2695','S113-7','CGxbuTJXONJry', 'SL')
('AC04652-2022-11-02-2625','A146-15','nlVeJVfBPtupurI', 'UB')
('SL12058-2022-11-01-2648','S111-8','QUyexx', 'SU')
('AC04652-2022-11-01-2740','A153-4','efjZYv', 'UB')
('AC12058-2022-11-01-2676','A149-12','Nnjgj', 'SU')
('AC12058-2022-11-01-2677','A149-13','qCIbCdO', 'LB')
('SL22517-2022-11-01-2681','S112-17','cBkdtFgpgXYrJyJ', 'LB')
('AC04652-2022-11-01-2742','A153-6','sutL', 'SU')
('AC04652-2022-11-02-2627','A146-17','LkaJiCW', 'SL')
('SL22517-2022-11-01-2687','S112-23','WpwSLAQWLkwf', 'SL')
('SL22517-2022-11-02-2710','S113-22','cFvMQ', 'UB')
('SL04652-2022-11-02-2671','S112-7','aQ', 'SL')
('SL12058-2022-11-01-2667','S112-3','LYvJnwbmX', 'UB')
('AC04652-2022-11-02-2647','A148-1','fQmPiWgHhTtIlo', 'LB')
('AC12058-2022-11-01-2699','A150-17','gDrUUYB', 'SL')
('AC04652-2022-11-02-2655','A148-9','LQo', 'UB')
('AC04652-2022-11-02-2656','A148-10','CZxFf', 'UB')
('SL22517-2022-11-02-2724','S114-12','ZGLWmC', 'LB')
('AC04652-2022-11-02-2657','A148-11','gMEMzNMTPYgJn', 'SL')
('SL04652-2022-11-01-2731','S114-19','lbsXQQoHEnJCbQ', 'UB')
('AC22517-2022-11-01-2577','A144-3','hsZXWQvj', 'UB')
('SL22517-2022-11-01-2716','S114-4','JmIgdmUWCAajG', 'LB')
('SL12058-2022-11-01-2684','S112-20','TCZJ', 'LB')
('SL22517-2022-11-02-2736','S114-24','ATmvJgmPMu', 'SU')
('AC22517-2022-11-01-2581','A144-7','ZkPBhihRs', 'LB')
('AC04652-2022-11-02-2664','A148-18','lNFLAOQhcm', 'SU')
('AC04652-2022-11-01-2769','A154-15','wRCAQeqGMEZL', 'UB')
('AC22517-2022-11-02-2736','A152-18','PynHimQNjitXijC', 'SU')
('SL12058-2022-11-01-2688','S112-24','yetXREkpWRzie', 'SU')
('AC04652-2022-11-02-2667','A149-3','mOUHvN', 'UB')
('SL22517-2022-11-02-2741','S115-5','ETkkQIrEeNLvRQRt', 'MB')
('AC22517-2022-11-02-2739','A153-3','bWtVyZIp', 'UB')
('SL12058-2022-11-01-2692','S113-4','gRjPVZ', 'LB')
('AC22517-2022-11-02-2741','A153-5','dDVoRKCdvKxUASM', 'SL')
('AC22517-2022-11-01-2586','A144-12','EB', 'SU')
