('AC22517-2022-11-01-1494','A83-18','efRaEXaY', 'SU')
('AC04652-2022-11-02-4317','A240-15','qCidaQelOarYpCf', 'UB')
('SL04652-2022-11-02-4298','S180-2','WolzeGGvDt', 'MB')
('AC04652-2022-11-02-4327','A241-7','Sggjt', 'LB')
('SL04652-2022-11-01-4251','S178-3','czuhYGZLdUjXdeDW', 'UB')
('SL22517-2022-11-01-4275','S179-3','dsBtrvNrPRZuASyE', 'UB')
('AC04652-2022-11-01-4502','A251-2','UBgM', 'LB')
('AC04652-2022-11-02-4343','A242-5','MAHffGNDEkFzH', 'SL')
('SL04652-2022-11-02-4319','S180-23','SIEAIpjmrjFXXSJ', 'SL')
('AC22517-2022-11-01-4389','A244-15','HwgErpwAmkEIk', 'UB')
('SL04652-2022-11-02-4320','S180-24','JDtacRX', 'SU')
('AC12058-2022-11-01-4343','A242-5','GzRdLZSyojcrcj', 'SL')
('AC04652-2022-11-01-4510','A251-10','XqMxWDKAPawz', 'UB')
('AC22517-2022-11-02-4332','A241-12','bvHB', 'SU')
('SL04652-2022-11-01-4267','S178-19','BHjVk', 'UB')
('AC22517-2022-11-01-4398','A245-6','yhcSR', 'SU')
('AC22517-2022-11-01-4404','A245-12','Uie', 'SU')
('SL22517-2022-11-02-4247','S177-23','eJWMBPaBgNKJVsMh', 'SL')
('AC22517-2022-11-01-4407','A245-15','yxXRCDNWprOk', 'UB')
('SL04652-2022-11-02-4333','S181-13','zMh', 'MB')
('AC22517-2022-11-02-4352','A242-14','ZFdIqpSUyqSn', 'LB')
('AC12058-2022-11-01-4362','A243-6','EQSMMoEOXUDsUcf', 'SU')
('AC12058-2022-11-01-4367','A243-11','XKTlVpdUwUlMO', 'SL')
('SL04652-2022-11-01-4287','S179-15','xUhYvbcxfmBNkIn', 'SL')
('AC22517-2022-11-01-4424','A246-14','fDSjWqjt', 'LB')
('SL04652-2022-11-01-4339','S181-19','QsnYtRVOWpGqrprX', 'UB')
('SL22517-2022-11-01-4389','S183-21','yAPm', 'MB')
('SL04652-2022-11-01-4375','S183-7','YRIK', 'SL')
('AC04652-2022-11-01-4618','A257-10','FzGdRBh', 'UB')
('AC04652-2022-11-01-4619','A257-11','lALLeADFE', 'SL')
('AC12058-2022-11-01-4455','A248-9','vCVLUYuvKj', 'UB')
('AC22517-2022-11-02-4455','A248-9','QfLUyBCKAKAo', 'UB')
('AC12058-2022-11-01-4459','A248-13','vAFnlcWzWrgfNZZ', 'LB')
('SL22517-2022-11-02-4366','S182-22','jIydzIiVeyx', 'UB')
('AC04652-2022-11-01-4642','A258-16','FzHSALYs', 'UB')
('SL12058-2022-11-01-4367','S182-23','QWIdbgRAALS', 'SL')
('SL22517-2022-11-02-4386','S183-18','PXW', 'MB')
('SL22517-2022-11-02-4438','S185-22','wiFoxnYMVzdh', 'UB')
('SL12058-2022-11-01-4430','S185-14','SwrPdAtIwcxGH', 'UB')
('AC12058-2022-11-01-4549','A253-13','DYkE', 'LB')
('SL12058-2022-11-01-4446','S186-6','vVxpErJKH', 'UB')
('SL22517-2022-11-02-4456','S186-16','ICRGfpc', 'SU')
('AC22517-2022-11-02-4602','A256-12','zZGdemnMI', 'SU')
('AC12058-2022-11-01-4569','A254-15','etKGwPKAenhk', 'UB')
('SL22517-2022-11-02-4477','S187-13','yu', 'MB')
('SL04652-2022-11-02-4586','S192-2','FjaNNLqkwoToODxM', 'MB')
('SL04652-2022-11-01-4535','S189-23','fxDcylV', 'SL')
('AC22517-2022-11-02-4647','A259-3','q', 'UB')
('SL04652-2022-11-02-4594','S192-10','qXOPwYCMBLoyptE', 'MB')
('SL04652-2022-11-01-4543','S190-7','kL', 'SL')
('AC04652-2022-11-01-4795','A267-7','BPQSJHqAU', 'LB')
('SL22517-2022-11-02-4511','S188-23','vYtwjbPm', 'SL')
('AC22517-2022-11-02-4652','A259-8','Sch', 'LB')
('SL12058-2022-11-01-4499','S188-11','auspAucdnZ', 'UB')
('AC12058-2022-11-01-4618','A257-10','sVywy', 'UB')
('AC04652-2022-11-02-4628','A258-2','SHYYXVQuM', 'LB')
('AC22517-2022-11-02-4677','A260-15','WBOaUsYSvPzqmql', 'UB')
('SL04652-2022-11-02-4618','S193-10','pftEEaKQMo', 'MB')
('SL04652-2022-11-01-4574','S191-14','YlETEjBLEPSRX', 'UB')
('SL04652-2022-11-02-4629','S193-21','xD', 'MB')
('SL12058-2022-11-01-4543','S190-7','tS', 'SL')
('SL04652-2022-11-01-4584','S191-24','vRTaC', 'SU')
('SL22517-2022-11-01-4576','S191-16','mDKCw', 'SU')
('AC04652-2022-11-02-4665','A260-3','FE', 'UB')
('AC04652-2022-11-01-4847','A270-5','atqFGYSUSrUmW', 'SL')
('AC22517-2022-11-02-4700','A262-2','PsPnBTf', 'LB')
('SL22517-2022-11-02-4555','S190-19','wF', 'UB')
('SL22517-2022-11-01-4582','S191-22','Anz', 'UB')
('SL22517-2022-11-01-4595','S192-11','oeVedg', 'UB')
('AC22517-2022-11-02-4715','A262-17','uGJD', 'SL')
('SL12058-2022-11-01-4566','S191-6','ozKIyMDHeuMq', 'UB')
('AC12058-2022-11-01-4677','A260-15','DFCLkUHxisEYlNLl', 'UB')
('AC04652-2022-11-01-4872','A271-12','iajtkqcZG', 'SU')
('AC04652-2022-11-01-4873','A271-13','QCSfNbPnzyInv', 'LB')
('AC22517-2022-11-02-4723','A263-7','fFLaW', 'LB')
('SL22517-2022-11-02-4633','S194-1','sVbOtBMnutLtcY', 'LB')
('SL22517-2022-11-02-4634','S194-2','hYQT', 'MB')
('AC04652-2022-11-02-4747','A264-13','UTLASi', 'LB')
('SL04652-2022-11-01-4673','S195-17','lhqreMPJwzlEg', 'LB')
('AC22517-2022-11-01-4760','A265-8','W', 'LB')
('SL04652-2022-11-01-4675','S195-19','HFZ', 'UB')
('SL22517-2022-11-01-4666','S195-10','PMoiodYG', 'MB')
('SL12058-2022-11-01-4639','S194-7','FffBorpTehd', 'SL')
('AC12058-2022-11-01-4771','A266-1','pkIsKqpnyBhGQE', 'LB')
('SL04652-2022-11-02-4727','S197-23','cuMZBmXNJwKPNtJ', 'SL')
('AC22517-2022-11-01-4790','A267-2','XGBjrtXNjIpeVw', 'LB')
('SL04652-2022-11-02-4731','S198-3','KJyCAj', 'UB')
('SL12058-2022-11-01-4663','S195-7','eOvnyJMxAXfpTP', 'SL')
('AC22517-2022-11-01-4842','A269-18','heVhITRexHwulR', 'SU')
('SL04652-2022-11-01-4765','S199-13','DCFJzVfm', 'MB')
('SL04652-2022-11-02-4796','S200-20','xep', 'LB')
('AC22517-2022-11-02-4890','A272-12','CylCVwMUfaQgA', 'SU')
('SL04652-2022-11-01-4772','S199-20','YzgrwcZPkbLPN', 'LB')
('SL22517-2022-11-01-4754','S199-2','JYgjWNDrAYUeIs', 'MB')
('AC12058-2022-11-01-4855','A270-13','mxZoVo', 'LB')
('AC04652-2022-11-02-4847','A270-5','DzuLS', 'SL')
('SL12058-2022-11-01-4733','S198-5','fZJaRs', 'MB')
('AC22517-2022-11-01-4865','A271-5','rqNcv', 'SL')
('SL04652-2022-11-01-4789','S200-13','NTzVc', 'MB')
('AC04652-2022-11-01-5066','A282-8','pGMXcM', 'LB')
('AC22517-2022-11-02-4898','A273-2','vwLkiaVpwCCDa', 'LB')
('SL22517-2022-11-02-4747','S198-19','J', 'UB')
('AC12058-2022-11-01-4859','A270-17','WNLrGjsExNbKOyNH', 'SL')
('AC12058-2022-11-01-4861','A271-1','FzCBJKngdCi', 'LB')
('AC04652-2022-11-01-5070','A282-12','zQ', 'SU')
('AC22517-2022-11-02-4904','A273-8','WrZtSYTLulVBN', 'LB')
('AC22517-2022-11-02-4909','A273-13','dKEl', 'LB')
('AC22517-2022-11-01-4876','A271-16','quvNumMfItOPk', 'UB')
('SL04652-2022-11-01-4807','S201-7','EkNqIk', 'SL')
('SL12058-2022-11-01-4755','S199-3','XAREBrQCV', 'UB')
('AC04652-2022-11-02-4877','A271-17','WHLP', 'SL')
('AC22517-2022-11-02-4919','A274-5','ZZCbIxQIncoYn', 'SL')
('AC04652-2022-11-02-4899','A273-3','fGRpoIfxLXWlxhAc', 'UB')
('SL12058-2022-11-01-4780','S200-4','fyvQWxrk', 'LB')
('AC04652-2022-11-02-4901','A273-5','XqryVlYlprUJsJ', 'SL')
('AC22517-2022-11-01-4904','A273-8','cUilIUd', 'LB')
('SL04652-2022-11-01-4840','S202-16','LyegnNuaabUBx', 'SU')
('SL12058-2022-11-01-4821','S201-21','LffWY', 'MB')
('SL22517-2022-11-02-4851','S203-3','bllxsvQT', 'UB')
('SL22517-2022-11-02-4852','S203-4','YlrOhVbP', 'LB')
('AC22517-2022-11-02-4987','A278-1','mjmGWRdfmbQRGus', 'LB')
('SL22517-2022-11-02-4854','S203-6','StzdbcawrAxex', 'UB')
('SL22517-2022-11-02-4855','S203-7','QQbZ', 'SL')
('AC04652-2022-11-02-4968','A276-18','CmqQZTexD', 'SU')
('AC22517-2022-11-02-4995','A278-9','ACYALjddDwQz', 'UB')
('SL22517-2022-11-02-4904','S205-8','FnNEUixpzF', 'SU')
('SL22517-2022-11-02-4906','S205-10','aUJWndyI', 'MB')
('AC04652-2022-11-02-5050','A281-10','Ujjty', 'UB')
('AC22517-2022-11-02-5078','A283-2','Ob', 'LB')
('SL04652-2022-11-02-4976','S208-8','yjQmXFtM', 'SU')
('AC04652-2022-11-01-5258','A293-2','NghnZCThUyS', 'LB')
('AC12058-2022-11-01-5018','A279-14','PIGJqcDfxDxHP', 'LB')
('SL22517-2022-11-01-4934','S206-14','FqQcARCzbkv', 'UB')
('AC04652-2022-11-01-5262','A293-6','pzuFJwIkn', 'SU')
('AC12058-2022-11-01-5020','A279-16','xAiIsJMSkZraRdg', 'UB')
('AC04652-2022-11-02-5077','A283-1','gqZPxqWi', 'LB')
('AC04652-2022-11-02-5078','A283-2','aGomsKIeWLn', 'LB')
('AC04652-2022-11-02-5084','A283-8','GfWJqDlHwYX', 'LB')
('AC22517-2022-11-02-5103','A284-9','vjTdkLyYxI', 'UB')
('AC22517-2022-11-02-5104','A284-10','jDAe', 'UB')
('AC04652-2022-11-02-5090','A283-14','IkTbJ', 'LB')
('AC12058-2022-11-01-5033','A280-11','ZNHlJTRtLcONGU', 'SL')
('AC22517-2022-11-02-5105','A284-11','fJIoNzNGYPFJvkGP', 'SL')
('SL04652-2022-11-01-4970','S208-2','NNZDMpKsCAp', 'MB')
('AC22517-2022-11-01-5060','A282-2','kZb', 'LB')
('AC04652-2022-11-01-5279','A294-5','mhMLUpMPM', 'SL')
('AC04652-2022-11-02-5096','A284-2','hCbLEJjrpH', 'LB')
('SL12058-2022-11-01-4919','S205-23','SPEhEvIRjS', 'SL')
('AC04652-2022-11-02-5099','A284-5','nQxF', 'SL')
('AC04652-2022-11-02-5100','A284-6','r', 'SU')
('SL22517-2022-11-02-5025','S210-9','lWJdWJVsijBsSD', 'LB')
('SL22517-2022-11-02-5026','S210-10','kKdjx', 'MB')
('SL04652-2022-11-02-5072','S212-8','ZckPYmcHWUXHxj', 'SU')
('SL04652-2022-11-01-5039','S210-23','YOqmnOwa', 'SL')
('AC04652-2022-11-01-5333','A297-5','TANNeIIbJrhtn', 'SL')
('AC04652-2022-11-01-5334','A297-6','zFwSyWOULDWYs', 'SU')
('SL22517-2022-11-01-5042','S211-2','NQbvLGlEAn', 'MB')
('SL04652-2022-11-02-5105','S213-17','mUqswTJXmctqafW', 'LB')
('AC12058-2022-11-01-5132','A286-2','AwAOESqKoqgW', 'LB')
('SL04652-2022-11-02-5107','S213-19','zgjedjjQnl', 'UB')
('AC22517-2022-11-01-5160','A287-12','LSAycWRxZjTOxJ', 'SU')
('AC22517-2022-11-01-5166','A287-18','obk', 'SU')
('SL22517-2022-11-01-5050','S211-10','oCbOHJP', 'MB')
('SL22517-2022-11-02-5078','S212-14','RTkQadgFyBHzNuhp', 'UB')
('AC04652-2022-11-02-5225','A291-5','lIKlGnmcp', 'SL')
('SL22517-2022-11-02-5111','S213-23','kUmCVjhJCmHond', 'SL')
('AC04652-2022-11-01-5408','A301-8','kvUJMhQX', 'LB')
('SL22517-2022-11-01-5080','S212-16','pC', 'SU')
('AC12058-2022-11-01-5185','A289-1','ZSlvCBPqM', 'LB')
('AC12058-2022-11-01-5190','A289-6','M', 'SU')
('AC22517-2022-11-01-5204','A290-2','XgDkcZTfgfyomlx', 'LB')
('AC12058-2022-11-01-5196','A289-12','NyCOMBgLAbl', 'SU')
('AC22517-2022-11-01-5224','A291-4','qcd', 'UB')
('SL04652-2022-11-02-5185','S217-1','vFqkWmIX', 'LB')
('AC04652-2022-11-02-5257','A293-1','AtKTZVz', 'LB')
('AC04652-2022-11-02-5258','A293-2','WowkmUi', 'LB')
('AC04652-2022-11-02-5326','A296-16','Pcyj', 'UB')
('AC04652-2022-11-02-5355','A298-9','mBtlRYEmXDpKLF', 'UB')
('AC22517-2022-11-01-5331','A297-3','OifjmdtUaQWMTfsc', 'UB')
('AC22517-2022-11-01-5332','A297-4','F', 'UB')
('AC04652-2022-11-02-5358','A298-12','cRmken', 'SU')
('SL12058-2022-11-01-5192','S217-8','PlEvCuqbX', 'SU')
('AC12058-2022-11-01-5312','A296-2','jEnbBtTgwj', 'LB')
('SL22517-2022-11-01-5210','S218-2','xVadeGsMEdUNCyBx', 'MB')
('SL04652-2022-11-02-5289','S221-9','hGOEJGNd', 'LB')
('SL04652-2022-11-02-5290','S221-10','YhioYgHJSG', 'MB')
('AC12058-2022-11-01-5389','A300-7','gDblerVXy', 'LB')
('AC12058-2022-11-01-5392','A300-10','sVTA', 'UB')
('AC04652-2022-11-01-5628','A313-12','FXnhWAFoHXlRjM', 'SU')
('AC12058-2022-11-01-5398','A300-16','PByMkcAZdeDY', 'UB')
('AC04652-2022-11-02-5476','A305-4','cdiEGFuHCT', 'UB')
('AC12058-2022-11-01-5426','A302-8','jZuuBlzBBZDB', 'LB')
('AC04652-2022-11-02-5478','A305-6','VvinkB', 'SU')
('AC22517-2022-11-02-5486','A305-14','arfzykItmT', 'LB')
('AC22517-2022-11-02-5487','A305-15','QrWNyyYBGMj', 'UB')
('SL04652-2022-11-02-5388','S225-12','pg', 'LB')
('AC04652-2022-11-01-5664','A315-12','am', 'SU')
('SL22517-2022-11-01-5345','S223-17','BMR', 'LB')
('SL22517-2022-11-01-5346','S223-18','JxinqSCb', 'MB')
('SL22517-2022-11-01-5349','S223-21','wZfpIvgGyaZQHX', 'MB')
('AC04652-2022-11-01-5696','A317-8','OqpLtAtTQjXJBF', 'LB')
('SL04652-2022-11-01-5364','S224-12','riEWfYoZF', 'LB')
('AC22517-2022-11-01-5487','A305-15','vbkzifu', 'UB')
('AC04652-2022-11-02-5511','A307-3','xKqTv', 'UB')
('SL04652-2022-11-02-5424','S226-24','uJw', 'SU')
('AC12058-2022-11-01-5482','A305-10','tBbUnwR', 'UB')
('SL22517-2022-11-02-5408','S226-8','qLuYUlbJ', 'SU')
('SL04652-2022-11-02-5443','S227-19','bid', 'UB')
('AC22517-2022-11-01-5502','A306-12','jzbCwlRRXXtZBEo', 'SU')
('AC04652-2022-11-02-5530','A308-4','Rq', 'UB')
('AC22517-2022-11-02-5534','A308-8','uXtmNJ', 'LB')
('AC12058-2022-11-01-5488','A305-16','BVjTzs', 'UB')
('SL22517-2022-11-02-5412','S226-12','tIKrSfGGLdtbD', 'LB')
('SL22517-2022-11-02-5413','S226-13','dxmemjCcuQLzUrJP', 'MB')
('AC12058-2022-11-01-5490','A305-18','bRTpFxyQNMA', 'SU')
('SL22517-2022-11-02-5423','S226-23','vDgLIgGb', 'SL')
('SL22517-2022-11-01-5379','S225-3','vzjObojxuLqWZUI', 'UB')
('SL22517-2022-11-02-5427','S227-3','UPfDtErz', 'UB')
('AC04652-2022-11-01-5733','A319-9','hKMfqT', 'UB')
('AC04652-2022-11-02-5548','A309-4','zmEoOQmT', 'UB')
('AC04652-2022-11-01-5737','A319-13','DvFo', 'LB')
('AC22517-2022-11-01-5548','A309-4','JdBoOIWdBnRL', 'UB')
('SL04652-2022-11-01-5457','S228-9','eM', 'LB')
('AC12058-2022-11-01-5577','A310-15','rPA', 'UB')
('SL04652-2022-11-01-5481','S229-9','fvYDzcMQxRgJ', 'LB')
('SL12058-2022-11-01-5449','S228-1','dzYHuQhWfw', 'LB')
('AC04652-2022-11-02-5638','A314-4','wBYaZX', 'UB')
('AC04652-2022-11-01-5823','A324-9','IdIkgatqBXz', 'UB')
('AC04652-2022-11-02-5656','A315-4','fizMJwZcI', 'UB')
('SL22517-2022-11-02-5531','S231-11','QYYQRymGmj', 'UB')
('SL22517-2022-11-01-5505','S230-9','fFyL', 'LB')
('AC04652-2022-11-01-5858','A326-8','CZOwOXvoMqfLCBzg', 'LB')
('AC22517-2022-11-01-5678','A316-8','BG', 'LB')
('SL22517-2022-11-01-5534','S231-14','QGUi', 'UB')
('SL04652-2022-11-01-5558','S232-14','mEencKepChhjGL', 'UB')
('SL12058-2022-11-01-5525','S231-5','ELpwtrSp', 'MB')
('AC04652-2022-11-02-5711','A318-5','KuxyJE', 'SL')
('SL12058-2022-11-01-5527','S231-7','AwMTER', 'SL')
('SL04652-2022-11-01-5584','S233-16','aUrcgeazS', 'SU')
('SL04652-2022-11-01-5585','S233-17','K', 'LB')
('SL04652-2022-11-01-5610','S234-18','YCDBLpWrRN', 'MB')
('AC04652-2022-11-02-5753','A320-11','KviJynCEMAvcrO', 'SL')
('SL22517-2022-11-01-5638','S235-22','nwZtcHRTiSUSIQZ', 'UB')
('AC04652-2022-11-01-5997','A334-3','YEMVXJ', 'UB')
('SL22517-2022-11-01-5654','S236-14','ydssBrxnArCrRYWB', 'UB')
('AC22517-2022-11-01-5805','A323-9','VWqnYRiNDXko', 'UB')
('AC04652-2022-11-02-5852','A326-2','wHb', 'LB')
('AC22517-2022-11-02-5800','A323-4','hUXcKcMhfSmWGZS', 'UB')
('AC22517-2022-11-01-5825','A324-11','ciYIDxglYmehvjbP', 'SL')
('SL22517-2022-11-01-5696','S238-8','xpMYQCuKcXYkfqk', 'SU')
('AC12058-2022-11-01-5814','A323-18','kimknvfBKdVz', 'SU')
('AC22517-2022-11-02-5823','A324-9','xALQwIXSjWYFpAdZ', 'UB')
('AC04652-2022-11-02-5900','A328-14','sWtykST', 'LB')
('AC12058-2022-11-01-5839','A325-7','nNoxaOR', 'LB')
('SL22517-2022-11-02-5797','S242-13','ExXTSrau', 'MB')
('SL04652-2022-11-02-5811','S243-3','hugmeJKcQbwD', 'UB')
('SL22517-2022-11-02-5851','S244-19','aZWg', 'UB')
('SL12058-2022-11-01-5749','S240-13','a', 'MB')
('AC12058-2022-11-01-5884','A327-16','iAQgTUHLzdzcM', 'UB')
('SL22517-2022-11-01-5795','S242-11','DlMUWhvjoZnWvCkh', 'UB')
('SL12058-2022-11-01-5763','S241-3','XAFPpfhXhi', 'UB')
('SL04652-2022-11-02-5896','S246-16','LhcqFsanWpgbUJO', 'SU')
('SL22517-2022-11-02-5889','S246-9','DZRolBiqOf', 'LB')
('AC12058-2022-11-01-5914','A329-10','ImO', 'UB')
('AC04652-2022-11-01-6161','A343-5','Nqi', 'SL')
('SL22517-2022-11-01-5819','S243-11','ZWkvbkWNbYccyW', 'UB')
('SL04652-2022-11-01-5825','S243-17','aiTpAWKB', 'LB')
('SL12058-2022-11-01-5777','S241-17','guk', 'LB')
('AC04652-2022-11-01-6170','A343-14','DvCMvImluQihhB', 'LB')
('AC04652-2022-11-01-6174','A343-18','XunB', 'SU')
('AC22517-2022-11-01-5955','A331-15','EzZVkpGcH', 'UB')
('AC04652-2022-11-02-6036','A336-6','cdjMsjHBKXjD', 'SU')
('SL12058-2022-11-01-5819','S243-11','jiPBYkWKnVl', 'UB')
('SL22517-2022-11-02-5948','S248-20','ALLNF', 'LB')
('AC22517-2022-11-02-5988','A333-12','SCbKYoeywhLp', 'SU')
('AC12058-2022-11-01-5985','A333-9','FPLQDHOaXDL', 'UB')
('AC22517-2022-11-02-5996','A334-2','ehNuLkbJtkvobMjj', 'LB')
('SL12058-2022-11-01-5831','S243-23','dMRvWx', 'SL')
('AC12058-2022-11-01-6001','A334-7','tLpV', 'LB')
('AC22517-2022-11-01-6030','A335-18','BpCuGMLLLBhB', 'SU')
('SL22517-2022-11-01-5929','S248-1','zVSpUZsnf', 'LB')
('AC12058-2022-11-01-6048','A336-18','HWKGEIuhVBtcWqre', 'SU')
('SL04652-2022-11-02-6012','S251-12','yJucHNwY', 'LB')
('AC22517-2022-11-01-6097','A339-13','kZejeOoF', 'LB')
('SL22517-2022-11-01-5998','S250-22','s', 'UB')
('SL04652-2022-11-01-6002','S251-2','Lh', 'MB')
('SL22517-2022-11-01-6038','S252-14','gsOnLoZQymrxyq', 'UB')
('SL22517-2022-11-01-6081','S254-9','s', 'LB')
('SL22517-2022-11-02-6164','S257-20','oQzr', 'LB')
('SL12058-2022-11-01-6007','S251-7','XDak', 'SL')
('AC22517-2022-11-02-6213','A346-3','AEdAWVGxeaRuFj', 'UB')
('AC04652-2022-11-01-6463','A360-1','T', 'LB')
('AC04652-2022-11-01-6484','A361-4','speTvzTVdP', 'UB')
('SL22517-2022-11-01-6110','S255-14','tnHdtlwC', 'UB')
('SL22517-2022-11-02-6207','S259-15','c', 'SL')
('AC04652-2022-11-01-6563','A365-11','YWifkZYQtbJqn', 'SL')
('AC04652-2022-11-02-6338','A353-2','OZDxKbGGFptpoP', 'LB')
('SL04652-2022-11-01-6198','S259-6','C', 'UB')
('AC22517-2022-11-02-6326','A352-8','cNYA', 'LB')
('AC12058-2022-11-01-6326','A352-8','rTGDW', 'LB')
('SL04652-2022-11-01-6254','S261-14','NTJrdrdDos', 'UB')
('SL04652-2022-11-02-6330','S264-18','ofUAU', 'MB')
('SL04652-2022-11-01-6265','S262-1','erlPdsyhGunkBGi', 'LB')
('AC04652-2022-11-02-6413','A357-5','VmQ', 'SL')
('SL04652-2022-11-01-6268','S262-4','JtxuKHsLjEwFpyoo', 'LB')
('SL04652-2022-11-02-6349','S265-13','wbPoNJQyUaPGiG', 'MB')
('SL04652-2022-11-01-6274','S262-10','MSDj', 'MB')
('SL04652-2022-11-01-6275','S262-11','gRqlvadMGONYDYTC', 'UB')
('SL22517-2022-11-02-6363','S266-3','jVoNWjYjyGTtr', 'UB')
('AC04652-2022-11-01-6666','A371-6','KxXSPz', 'SU')
('SL22517-2022-11-01-6299','S263-11','kIgOGRsOZJLAWD', 'UB')
('SL12058-2022-11-01-6220','S260-4','LZksjYFswjvaDU', 'LB')
('SL12058-2022-11-01-6221','S260-5','Re', 'MB')
('SL22517-2022-11-01-6320','S264-8','AwOOwxpSNOtDgIP', 'SU')
('AC12058-2022-11-01-6433','A358-7','DQckULav', 'LB')
('SL22517-2022-11-01-6324','S264-12','LOgL', 'LB')
('SL04652-2022-11-01-6348','S265-12','IJNFBRYEJcrVc', 'LB')
('SL22517-2022-11-01-6354','S265-18','IIfKmLF', 'MB')
('SL22517-2022-11-01-6358','S265-22','wLMewTtwb', 'UB')
('SL04652-2022-11-01-6357','S265-21','YH', 'MB')
('SL22517-2022-11-02-6424','S268-16','yADdlygnKKiut', 'SU')
('AC22517-2022-11-01-6487','A361-7','wqnlPbUASufQui', 'LB')
('SL04652-2022-11-02-6447','S269-15','NpAeDoGkBhDeKPIG', 'SL')
('AC04652-2022-11-01-6770','A377-2','VV', 'LB')
('SL22517-2022-11-02-6453','S269-21','oheXyl', 'MB')
('SL04652-2022-11-01-6432','S268-24','EbQCEhKt', 'SU')
('AC04652-2022-11-01-6811','A379-7','ztiyvBjKH', 'LB')
('SL04652-2022-11-02-6495','S271-15','FdBBQNDujnqkbO', 'SL')
('AC12058-2022-11-01-6537','A364-3','V', 'UB')
('AC22517-2022-11-02-6536','A364-2','kMTA', 'LB')
('AC22517-2022-11-02-6558','A365-6','RBxHEHhwv', 'SU')
('AC22517-2022-11-02-6560','A365-8','lwTBURknb', 'LB')
('AC04652-2022-11-01-6835','A380-13','chDoGlb', 'LB')
('AC04652-2022-11-01-6836','A380-14','hhSBw', 'LB')
('SL04652-2022-11-02-6523','S272-19','OyXwivEEN', 'UB')
('AC04652-2022-11-02-6574','A366-4','wiG', 'UB')
('SL12058-2022-11-01-6371','S266-11','SNkoCMxXeb', 'UB')
('AC22517-2022-11-02-6570','A365-18','WIoxaMWKB', 'SU')
('SL04652-2022-11-02-6531','S273-3','ll', 'UB')
('SL12058-2022-11-01-6375','S266-15','fPdiJmW', 'SL')
('SL12058-2022-11-01-6377','S266-17','XXOzAhkshkgtylD', 'LB')
('AC22517-2022-11-01-6601','A367-13','fjdoacyVHM', 'LB')
('AC12058-2022-11-01-6601','A367-13','ZlU', 'LB')
('SL04652-2022-11-02-6566','S274-14','L', 'UB')
('AC04652-2022-11-01-6888','A383-12','wtCWPx', 'SU')
('SL04652-2022-11-02-6569','S274-17','kjXqwjDCMAjr', 'LB')
('AC04652-2022-11-01-6891','A383-15','BRBGvz', 'UB')
('SL12058-2022-11-01-6422','S268-14','xBZM', 'UB')
('SL12058-2022-11-01-6423','S268-15','u', 'SL')
('SL12058-2022-11-01-6424','S268-16','KOBsHJzfwl', 'SU')
('AC12058-2022-11-01-6616','A368-10','IhitAoCHe', 'UB')
('AC04652-2022-11-02-6624','A368-18','OOioWdcFM', 'SU')
('SL22517-2022-11-01-6505','S272-1','uroc', 'LB')
('AC22517-2022-11-01-6624','A368-18','TnFLfTecEY', 'SU')
('AC04652-2022-11-01-6901','A384-7','vdz', 'LB')
('AC04652-2022-11-01-6903','A384-9','zmtEsKY', 'UB')
('AC04652-2022-11-01-6904','A384-10','iWAkZ', 'UB')
('AC22517-2022-11-01-6626','A369-2','JrUNRhgVsOeKh', 'LB')
('SL04652-2022-11-01-6520','S272-16','vTGlbxdwry', 'SU')
('AC22517-2022-11-02-6632','A369-8','EnaKv', 'LB')
('AC22517-2022-11-02-6779','A377-11','irm', 'SL')
('SL04652-2022-11-01-6664','S278-16','zhUXaI', 'SU')
('AC22517-2022-11-01-6772','A377-4','jIyCmzHrjZtaskUL', 'UB')
('SL12058-2022-11-01-6572','S274-20','YVnBNWMcrGhWg', 'LB')
('AC22517-2022-11-01-6774','A377-6','ZIswsxgIwDY', 'SU')
('SL04652-2022-11-01-6705','S280-9','YAbIffJrGo', 'LB')
('SL04652-2022-11-02-6759','S282-15','BWNhfQbutihVCb', 'SL')
('SL04652-2022-11-02-6761','S282-17','mqes', 'LB')
('SL04652-2022-11-01-6726','S281-6','GuUAIJ', 'UB')
('SL04652-2022-11-02-6782','S283-14','OkjdmTQlOqUxDu', 'UB')
('AC12058-2022-11-01-6839','A380-17','pJawGQKn', 'SL')
('SL22517-2022-11-02-6790','S283-22','dLwG', 'UB')
('AC04652-2022-11-01-7080','A394-6','LAsugtLEymdKSr', 'SU')
('AC04652-2022-11-02-6806','A379-2','ppzr', 'LB')
('AC12058-2022-11-01-6847','A381-7','FPG', 'LB')
('SL12058-2022-11-01-6620','S276-20','W', 'LB')
('SL22517-2022-11-01-6681','S279-9','PxynpJhmUeyoe', 'LB')
('SL12058-2022-11-01-6621','S276-21','I', 'MB')
('SL22517-2022-11-02-6798','S284-6','GnvySnYyxljSu', 'UB')
('SL12058-2022-11-01-6623','S276-23','QTvekovdC', 'SL')
('AC22517-2022-11-02-6848','A381-8','ivRcU', 'LB')
('AC04652-2022-11-01-7090','A394-16','sQkDklfSzRLUz', 'UB')
('AC04652-2022-11-02-6867','A382-9','UuhpsNz', 'UB')
('AC04652-2022-11-01-7172','A399-8','vlZxqeSBM', 'LB')
('AC22517-2022-11-01-6916','A385-4','JlPKAxpDgYGNjeJ', 'UB')
